,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,0.04067265461258137,0.04673861513186754,-0.05988892126714411,,0.0013835717948040122,0.0018528069761517307,-0.02630736390524756,0.035467476017222485,-0.0014997607622582385,-0.017336618945111616,0.013247096073514012,0.038790844117317445,-0.005014191045593944,0.061061509414515845,0.05505361960703046,0.05895464619612267,-0.03772052696628055
CXCL13,,,-0.021370789270527865,-0.016778591142848045,,-0.025736360356194504,,,,,0.06499493235328625,,,-0.026586591272348893,-0.015109852969095729,,-0.009784057835028637
MICA,0.007350244458174239,-0.01433618615088383,-0.01816724950826294,-0.05408784512599941,0.007009570375612253,0.016255322468041254,0.006178726297283834,0.06085677784560468,0.02531920202547178,0.05509261189267746,-0.03774486249268935,0.04266336656850326,0.03631292923037098,0.02685507444789617,0.022524598948530903,0.08541091158201833,0.053300757042508744
TG,-0.030941481889285593,-0.04669656332982807,-0.022091848072013948,,0.01824360832468199,0.05071417538950952,-0.01682650931612671,0.05998916046640196,-0.018017174319990965,0.03310612269622084,-0.017329872056224296,-0.021191541303156227,-0.06461493283694328,-0.03284821010736138,-0.01872229890737232,0.08470250390928138,0.024799355928403204
ADA,-0.0457573969249075,0.005891621593472353,-0.04563881674865208,0.006290189673920058,-0.031075950766476807,-0.037973980673664295,0.14562099925544128,0.15495971665941707,-0.011526066031755915,-0.020376420590831168,0.05955577105883018,-0.01644409403792399,0.03921706647075857,0.033201179722165436,-0.02135562797385783,0.11637567994185684,0.09012561126613626
LAMC3,0.05929280269659352,0.059445273315050305,0.01394068432446391,0.005316054151232391,0.041682291575095114,0.040222068739479123,0.08485865167761897,0.09137116003795488,0.0007195915699402523,0.03303523025057949,0.09987610377015536,-0.010860300870210114,0.029566063286255512,0.031426326376126856,-0.07605726054349608,0.0984932048587008,-0.047299435839482866
CCL7,,-0.018861926986783552,,,-0.01857601460113163,-0.023580504025775613,,,,,,,,,,0.012249674388940425,0.03964557697131458
NGF,0.0033002049769338686,0.0566321569531723,,,0.013170117617919428,-0.03642132297335824,-0.016057003043833777,,,,0.04427521945993825,,,0.1825559702455397,-0.03905406529007759,-0.04926472435695678,-0.030697256810693904
TNFSF15,0.013726251217370018,,,,-0.006939056756825455,0.01967438973147968,-0.019496721921087215,,,,-0.01966247586744435,,,,0.038260280581092904,-0.0024118492368751685,0.052563791631851486
HMGB1,-0.022640707049283358,0.0016508285248635845,0.04343316049658467,-0.047706587766989765,0.01605538404397592,-0.017194465627447197,0.09353017160681577,0.17106024882274093,0.006320985389841849,-0.017137386375917593,0.0016533123988991187,0.0007579453353082853,0.00820597250224645,0.0006365019513717598,0.016605897269008837,-0.09755689719540007,0.03870507286549746
ITGB3BP,0.09058428412630926,0.013170947292165804,0.02546655507764881,0.058988506266650004,-0.027143488968260413,0.07737657791585487,0.0945163339444089,0.15054860037259382,-0.0651401486151911,0.05092294241060175,0.05040839045907145,0.007134603801426405,0.07614324490725172,0.045095128294674186,0.06668860763208088,-0.00824297485786922,0.00935282078444527
AANAT,-0.025570472319442417,-0.02736578641598405,,,-0.01882151017800016,0.02544692030319846,,-0.02226733308978438,-0.016202950158662334,-0.014462477421588254,,-0.018923938376861463,0.1005273589664295,-0.0010015182714254898,,0.008912748361645448,-0.027671764469519362
RELN,-0.03855732217992772,0.026442792305047653,0.007345601266929917,0.05618637192064591,0.004177007753398153,0.052975954972137605,-0.03322487233598416,-0.058938776783864215,-0.027808156840842122,0.04631365589592799,,0.04362852232825338,,,-0.017063133761226337,,0.08535741421949393
IL15,-0.03932513582664515,-0.026533064621767924,0.03139721944429889,,-0.05564240282813052,0.023654616267472124,-0.01387307671357866,-0.030302887614589286,-0.017462329280594366,0.007497663020313957,-0.018319542803165542,0.0018927728501358576,0.06710488579745116,-0.004760413255103073,-0.011197546919156563,0.08547131886574935,0.029658263771539184
UTS2,,,,,,,,-0.007299290950095952,,,,,-0.019607415743573865,,,,
BSG,0.018870849354732974,0.0729308660779794,-0.009162309901946187,0.015359278498526002,-0.03981133817359067,-0.018588721219126983,0.02227277051822034,0.0065155386700286,0.04125064896897782,-0.020523068529261376,-0.01651253549513951,0.07911111268399543,-0.02133763713604277,0.02495231364295463,-0.007405753003934259,0.08086118756926185,-0.09151194241847063
ADAMTS3,0.005491079360927757,0.04535137751823695,0.040526488000195794,,0.008059251026445183,0.026153149629593253,-0.022345513279164765,0.12943066073901027,0.0008998905161300579,0.011725909789920195,0.002243241361307796,-0.029164227482892695,0.04278032792579435,-0.008416299299320336,-0.0005768640308614513,0.04559845986418903,0.1030619362009997
CD34,0.03314259431838464,0.05321850824743567,-0.04858729617018733,-0.023133055712867227,-0.025989176941485833,-0.011402533112985148,0.06568482855689266,0.057446289372408636,0.009882069392353976,-0.027058902569266876,-0.011915851766882007,-0.0311552102297112,0.00868839080402473,0.08283534181472786,-0.04564792087118864,0.04861668777043526,0.05619317475449215
CCL23,,,,,,,,0.08413000023434862,,,,,,,,,
PLAT,0.021028499527304494,0.0722289296045255,0.08926066817583883,0.08027231954061347,0.019891307059001224,0.03796336950557907,0.0613968621300714,0.15317643958260627,0.02058257004497431,0.019386843540375575,-0.014323330100875446,-0.02980532210811902,0.05238141649374065,0.027616346673306782,-0.0015615189883692274,0.07858113363461461,-0.05957933067645932
NTF3,,,,,,,,,,0.050143178487744446,-0.02305107756055499,,,0.1315038377842978,-0.036557370553731344,,
LTA,,,-0.016246414512186082,,-0.011954376469045347,,,,0.037211600437818584,,,-0.017551080360848546,,,,0.06133367717827086,
CKLF,0.06665477384535382,-0.02629550009454678,-0.019711976922336925,0.06892136172559578,-0.0015616527767613809,-0.03044056566766071,0.08769366982964213,0.15150040338802168,0.022600847780353477,0.08127627764631079,0.033296470764830374,0.017014132833475776,0.05068672863909409,0.054856750571967094,-0.005910853513622971,0.038129729117382535,0.07631819124569467
APELA,,,,,,,,,,,-0.03624672046507372,,,,,,
CD24,0.02372580600020356,0.04370476157195261,0.0019343580345796464,-0.024587796676952548,-0.028931171995977573,0.03309093457627777,0.03609760446480389,-0.029227396377185296,-0.06574844596844308,0.028007480980810167,0.02980089891442786,0.0197841189238726,-0.00724004844116753,0.03217229593559601,0.04358520856483845,0.02904754460971833,-0.02189558108627195
HSP90AA1,-0.06614619475287324,0.00861827563096705,-0.019299846366753925,-0.020931639327900816,-0.025417057807204355,0.07720806590708654,-0.05174730237257219,-0.0868977660860982,-0.034345789560073475,0.007668182655954674,0.01610671726956384,-0.012942807525012732,-0.013695873257675715,-0.13537971888480502,-0.01894986479826088,-0.12782433229646661,-0.05816753956492547
BMP4,0.003209974112771806,0.03601851720873866,-0.017222151747828447,-0.015690986664399286,-0.04944741959019758,0.007136750923581498,0.14961981867311178,-0.005776248960927827,-0.016579412639132863,0.03605609673906452,-0.03579312166732935,-0.014955333220694415,0.06323891979721726,-0.005497120321416722,0.008917147348309106,0.03218264381597956,-0.0134483801224364
SCGB3A1,,0.1460317189756721,,-0.024699355638325274,,-0.027109091267066444,0.06836387507589545,,,-0.012199241158110264,-0.02214309257844564,-0.012246911772469532,-0.04607085930323919,-0.03187212208367085,0.04898016710087439,0.05616419649733013,0.07642809680369307
IGFBP4,-0.024332876240910614,0.057202028979498644,0.03654523264162539,-0.04874600076199423,0.003473706654878697,-0.0016308713649711886,0.06327736106407429,0.12108926846399434,-0.016051841147943488,0.039011326263439866,0.04959314121156532,0.0688082459225464,-0.002444810221154602,-0.013009918528975584,-0.045763526659973804,0.05035620531621056,-0.08276375699243042
RSPO4,-0.027317757661134954,,0.02414091545788996,,0.014066012321605965,-0.00852020593250985,,,-0.018149715757521716,-0.012199239373695278,,-0.024346111559179272,,,0.018962733702291002,-0.032488898635878484,-0.03489299889248998
LEFTY2,-0.04575742079203808,0.059862068946508265,0.003163802164944506,-0.024244013117036646,-0.024921968302629445,0.015072838863443459,0.12630411344052023,0.16526546067136327,0.0031661552738711054,-0.013376615173232586,-0.0040942596278995555,-0.005680157681166836,0.04076552861453195,-0.008897372585678813,-0.026867626597793178,0.009456073846274388,0.05553565230570958
PF4,,-0.019566219510029275,0.14146812647967805,,-0.016207206770177788,,,,,,,,,-0.020065321664713216,,0.028645316728854533,-0.027333660441976198
ANGPTL2,0.046547316874356516,0.08881270627628857,0.01795077101663987,-0.07372495431058639,-0.004837462115583285,-0.014116703185304395,0.0754974270711426,0.11925331243656052,0.014821396758601254,0.023421360120425685,0.002946496918297214,0.025227733453207404,0.046781442125915805,0.14472209714483844,0.005489346217172624,0.07915767885726419,-0.07156312543563453
LRIG2,0.04265060194263855,0.07944078322166585,0.010151437424124467,0.01596665051749262,-0.012103678055451903,0.01943789445609326,0.09036535207680989,0.10293581401711527,-0.007244226827617296,0.07664254486684274,0.056394650149533904,0.02994574405471812,0.10465117635144217,0.026858006888590562,0.0061323790332442315,0.049719946828132966,0.007400484929783149
ICOSLG,-0.02104815405892966,0.06078315824223809,0.009172041915503847,0.003521910195876623,0.0009020927974683266,0.020760088497553984,-0.029928595978154306,0.056957806098788144,0.037066452430044916,0.02826012882925969,0.019349403683118018,0.0004995645393441105,-0.06997406932514595,0.07045195140644754,0.04253577907387129,0.06069428721760665,0.01206798950011583
WIF1,-0.02669460402876026,-0.03520623615042406,,0.02925369456872025,,0.07666016570400513,-0.08146274447183276,-0.08634826155446539,-0.014005705761673289,0.0018359489127752562,,0.0028732555970003705,,,-0.01836564317204026,,-0.04012614454904065
NPPC,-0.03527101983970874,-0.02920995483495954,,0.11747390059096101,-0.013831876479962152,0.024575195827853592,-0.033975090907570116,0.03492499961480471,0.024512003397327908,-0.016953957316468517,,0.022465195025206126,0.01947306154122555,0.03714697725148389,-0.014134099774192041,,-0.004591183714414199
LYZ,0.07258744109631463,0.004259022389736585,0.05639720305454809,-0.05067660245279123,-0.013332786602548824,-0.012506822106731433,0.007511348668629228,0.04190636631918597,0.0007378557374509184,-0.0038062903225343572,0.053216723250413794,-0.022742966018298293,0.06706425923029165,0.031110491636681035,0.020409305249971105,0.06161475823817044,-0.11104176376395829
EREG,,,,0.05608734905158964,,-0.006759574709457902,,,,,0.03348510117666528,,,0.006766013908074371,-0.024607137947853384,-0.0022257037399754584,-0.031469140295208295
SPTAN1,-0.014104809089643927,-0.006809945128059203,0.018283099941594164,0.011204518573536996,-0.05882362803187146,0.045400462835946134,-0.038552443655291126,-0.0021215680350746553,-0.00022117881261670606,-0.010687239680768068,-0.03681702021481906,-0.026301737253906436,0.0033853117729847003,0.03715766029256843,-0.054738146064109004,0.04590213034172664,-0.027847408181340315
PTH2,,,,,,,,,,,,,,,0.005603961236434092,,
LIPC,-0.025810069608126394,0.07620765152889142,-0.022242164607980185,,0.023111615959601442,0.10618105009380976,-0.021513584740295615,0.04959656094688329,0.022406419051025524,,0.0394501379365151,0.045755213978818016,0.06617198380947217,,,0.04295276788260959,0.06949578457644442
COL8A1,0.0616583629919102,0.04040300205105158,-0.033451910017825465,-0.02884981221458544,-0.033673175712265364,0.00470050728806297,0.1307094879995513,-0.013436627521668399,-0.0032760971939981955,0.05465267591343322,-0.02430650995804511,0.01312022900992632,0.04645538295210636,-0.03122110961974223,0.029539118775249354,0.07165765307392372,0.06476013277362445
GSTM2,0.08587382837235288,-0.040093528472104324,-0.03238312071061455,0.14717886956082127,0.004500115847146704,0.03793423675492941,-0.011731554407337173,-0.011008854040679281,0.0889993446405021,0.030039583811012502,-0.002507110205641919,0.04391454665602495,0.0014014435868814226,0.011237428271391939,0.032277305717645,0.0007481459977450856,0.03774608156332666
IL4,,,,,,,,,,,,,0.07680238652857616,,,,
SPX,0.033329521700012174,-0.03874212682251147,-0.039713252045433765,,-0.01574066341489871,0.07425815704068658,-0.028728332960581218,-0.03532201516059841,0.02448438335198965,-0.017112297675379796,,0.02510256038918427,,0.007189904176117068,0.01211767615363967,-0.012478149928314244,0.10160960020097064
MFGE8,0.04267548400293498,0.0757310936623286,-0.03736660085670449,-0.007826226769690983,0.003344218833831103,0.03684415355045044,0.05206883451842662,0.0168852974146417,-0.014285241028182804,0.012204314353971865,-0.039880507581886784,0.010282085996577126,0.09876562095201268,0.052069882960067926,-0.03345611129110665,0.04955427880081336,-0.028522680895551294
TGFA,0.039296697184151776,-0.010531242609754167,-0.005960356069468237,-0.010376869377577848,0.0355751180041827,0.011858781421654889,0.049859166565767374,0.039358453258907335,0.03182559626842588,-0.02024128260500586,-0.02332708364443134,0.022274221478773337,0.08616389150049207,0.0399612299230295,0.022942496818100584,0.06968964803017416,-0.0498720410559892
SLIT2,-0.04513995991468283,-0.0008696915764439667,-0.002525185961376185,-0.018358294608368134,0.016627102340115326,0.04064986213157321,-0.038364706337513696,-0.027825206584967056,0.006178641081077491,0.016842313920087452,0.04603940276069495,0.06555597060565539,-0.036964382961224916,-0.028279961710484518,-0.04860592492069997,-0.0181581769492624,-0.032843097650390854
PLTP,-0.03758058555511826,-0.008435081054487165,-0.022376566108120804,0.016855460649444248,-0.0303112337607136,-0.022576704257876157,0.013026540177676812,0.08258798432916982,0.018032075680322956,0.062361295451125065,-0.03179851237089934,0.04678103024383492,-0.042965420987641986,0.002495644505138897,0.01211820998266634,0.06364691713220931,0.0011602006354569131
APOD,-0.035459121109571695,-0.027726055865966485,0.03703021282014103,0.032957476212135836,-0.02332400092917639,-0.016934239500382,-0.09688966081136438,0.06085160643356899,0.028251050891901275,0.03618277006630624,0.07678407343275812,0.018083094354895253,0.07623044323078754,0.08565237042798153,-0.06228609828644667,-0.05892674227288611,-0.1657614741284662
B2M,0.07641758082960497,0.1085134054916144,-0.05174516569165651,0.019164210700926554,0.010852962754698638,-0.00021905190072856877,0.04741353370445976,0.1167115004939541,-0.010308389962319515,0.02169145640044744,0.011883187001255239,0.03396759663771157,-0.034348185572088366,0.04110390748651717,0.050467000394959806,0.026212027556846377,-0.12366178480362168
OMG,-0.0014344162708138924,0.045053132481148256,-0.03697085381921938,-0.05914777940758812,-0.004200452492800691,0.013963825925307007,-0.010369318094589753,0.008812822360173094,0.007259356070469171,-0.08002558410497287,0.029701176549806918,-0.044302518572790356,0.0395062341612409,0.08783323018289159,0.05407231012389212,0.07368960682520516,0.017515703078784608
CXCL3,-0.05847782995241105,-0.017161968521846305,0.054089008390174845,-0.043507753681298306,-0.009165578471786496,0.011845545443617083,,-0.0014386083928523753,-0.017484855127696545,-0.0130506074950405,0.015340110840221053,-0.012639956121580925,-0.019663865707176854,0.0011781527782983663,-0.023983150923903015,0.00584012500073005,-0.013010883587110781
CXCL10,0.0364731928665534,0.002115477844578147,-0.042738508074537225,,-0.04332411865556245,-0.0366598600017746,0.00022458788222572357,0.13763955635045783,-0.020545783151785,0.038382277618657326,-0.005418810999050615,0.013391321052552209,-0.08549531243059205,-0.02691341321867231,0.16698729279946212,-0.018156631856919077,-0.02926092263995093
RSPO3,,-0.025621528651960872,,-0.023107241808290966,-0.01882150878730365,0.06871461205821026,-0.0460490846647945,-0.02538364266495807,-0.027412402068664528,0.016809152546229153,,-0.013208510535761197,,0.04441135952540959,0.01636509165404978,0.05812204851246368,-0.029242407373913672
CORT,0.024828902580760343,0.017112612765054856,-0.026393147470650958,-0.030666458051100094,-0.02794939708707838,0.005080770677153089,0.02702799807421461,-0.05049986325091293,-0.01691018027072456,-0.026936243533833462,,-0.035041768273857556,,-0.02099733927999771,0.01335638100545852,,
NCAN,0.05078442603591346,0.032980598868626414,-0.0017888099847191002,-0.05780068624029089,0.027182489954579676,0.07583498934115386,0.03123360443229957,0.055110269603899344,-0.025456051837601024,0.01191441304568533,,0.0028264762948296876,-0.04124876569637081,0.0890989094722576,0.03330720305283006,0.06822351663351477,0.03247991706340766
PRG4,0.04334792484898424,-0.028366085592764368,,0.016840983442987813,-0.018576017495927757,-0.005065058619728365,,0.018362630739972685,0.0004824715284181483,,,-0.01544293226364176,,0.022538915766180462,0.02012188575515073,-0.0170728519982937,0.015385649429104906
ZG16B,,-0.026155797222140304,-0.017783308767987848,,-0.021559740146154093,,,-0.023083438807550902,-0.01239969208852819,,-0.02932825951913648,,,,,-0.034019020038660384,-0.023318415692073362
TGM2,-0.0019311656030848788,0.030290171873530364,-0.0060817172333202186,-0.039353717881290703,0.013174825513494737,-0.0410292377508033,0.006551579106231258,0.05334747015539154,0.030776855764271156,0.021648402236746866,0.012470751769271935,0.0038244720848363313,-0.041688567086617376,-0.016127920222354583,-0.028690674277755634,0.004735530349595696,-0.06819193030929302
VEGFC,-0.029992374270192166,-0.036016388877983245,-0.008809791720330319,-0.034358507745006775,-0.024555350909712517,0.023910226780432076,-0.0018334523345744785,-0.022579575708248856,-0.03338931157491627,0.025710350940781803,0.00930619488119042,-0.01576012792821583,-0.04496382931741503,0.0168684173846209,-0.03371886406356803,-0.024614132662536783,0.08375946107967645
WNT6,-0.03803832080229748,0.0597422384098991,-0.016445945632498134,-0.018332717695093616,0.06765962581920472,0.04369418995090376,-0.014229502109879263,0.1214792698073964,-0.01748251678254192,,-0.007598277880048164,-0.013754643817726765,-0.05029878188790732,-0.028438999403475773,0.0025258594311284403,0.0037308019933762807,0.059783937085733624
NRG4,-0.0075329476490637315,-0.01737249695059638,,0.013093114485310081,0.0028803074988255654,0.004677755852844057,-0.017419541070493223,0.03766760312221954,-0.02382181619097428,0.014035722746973478,,-0.01838602747705868,,,-0.026089060012758923,-0.035514328207795605,0.032496775168613816
PMCH,,-0.020022737652588937,,,-0.03132539681936032,,,,-0.0181497148816019,,,,,0.09768197399956721,-0.015021003599682736,0.09361876976132964,-0.03506936265526783
COL9A1,-0.04416187727951521,-0.04569369046758341,-0.031749858274095356,-0.027107063556005208,0.0007215247021583803,-0.03847985250411705,0.12978641392195756,0.05686880903110551,0.01884108849290999,0.030396485459089937,,-0.020950441211120024,0.021613346380742176,0.09826257703525161,-0.057042836899293896,0.05940657264711696,-0.01806841122654642
GDF11,0.01758662608068207,0.03447211437228288,-0.02742262771255302,0.054396614145465726,-0.012313651344583803,0.014074230282954585,0.05736775899999911,0.08387587747406593,-0.0034279827175477946,0.07027735568208657,0.013686991085425397,0.019464298650755708,-0.07362269454365024,0.0035211899075711208,-0.0009053650253973617,0.11830797758865627,-0.00025748697049144434
RAET1E,,,,,,,,,,,,,,,,0.040205484743076496,
IL24,,,,,,,,,,,0.0025501549831825603,,,-0.019745390312353995,,,0.04927038037170359
SORBS1,-0.0026042994016463664,0.037419053048857016,0.02279746032690532,0.048691538123955984,-0.015484523288519741,-0.010307148871992845,0.013738574360801462,-0.030908533178715877,-0.0071454369471579205,0.05985169208029645,0.011392153056813624,-0.0004183625073640444,0.05567046992089372,-0.0076956106983702,-0.04238869903980669,0.02546360365351299,0.07482276171319382
DLL1,0.03294233403110862,-0.009119456841385001,0.0339922942332284,-0.0488455844536274,0.012453161577401431,0.012457471991490759,0.08179789062017398,0.1220543104406733,-0.03297205137106895,0.027216727495654833,0.03693375290373969,-0.014287400691070847,-0.010439773098251108,0.08961102045729918,-0.026866726658566206,0.061205629017636085,-0.07013146030160634
