,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HMGB1,0.12551604650167003,0.05839435963285829,0.014379348207276658,0.05980378064042812,0.05313482442023134,0.01958099871457184,-0.05868098793005681,-0.3227687306826644,0.0831936423426521,0.040045181032720874,-0.18029311941314916,-0.050058964177003486,0.007714641717224462,-0.16346129631703665,0.018624009555202117,0.06665143120420064,0.023698034633724215,-0.012482825155317246,0.06055018445397035,0.06838734820446327,-0.06775205799490215
ITGB3BP,-0.1637697974545556,0.003510249044405262,-0.04319487494469308,-0.049079455119360176,0.013032392473992365,-0.017619924708703837,-0.02310782426121352,-0.270344958557658,-0.016762419729258533,-0.006011655047330289,-0.0058616395795619445,-0.18707698374892995,-0.044550429044501,0.18447342329439323,-0.011307363058230107,-0.003251111602501539,0.05292504600440113,0.05042650389370329,-0.014162723870370717,-0.10921934951761982,0.017737305354969424
AANAT,0.06656046481574822,0.0034139426184164054,,,-0.03436712810500462,0.01106023057548184,,0.029670309342966016,-0.04798556750353936,0.06670586613071591,-0.007408552344209884,-0.04931727147711219,,0.029071973476206783,0.019426490474821166,0.047368489605613746,0.02441975141944732,,,0.059758797035167,
RELN,0.13907697613512346,0.05207949747254766,-0.03853354659238455,-0.0018721494821805735,0.034272458876253103,0.13453949312219768,0.0954448648802939,0.15658827575861137,0.09436495643525757,0.006574345378059967,0.01609019780584494,0.1349102197410498,0.03444718755091707,,,,-0.00010098527188695227,0.05361057772062277,0.0671516221031016,0.11285362607257311,0.04864028135702026
IL15,-0.010394358314292359,-0.03446197634651574,0.042396064942522335,,-0.030597561495243505,0.0118648507156661,0.06267950857120518,-0.10340433663954053,0.00026967984951181245,-0.03582759137661143,-0.041451774438099546,0.00963494840481527,0.0900449197429786,0.13738699770533605,0.016704675406106387,0.0032503970943020895,0.02116320834545452,0.0043814270860027755,0.07424686579431797,-0.04639507865164759,
UTS2,,,,,,,,-0.14773495241299578,,,,,,,0.005689001964059438,,,,,,
BSG,-0.10469424142497134,0.05924418510067427,0.0727947020706942,0.04922753129531187,-0.03951296468104678,-0.030776624731924516,0.034188553614234465,0.12746865576345912,-0.13352311075965365,0.04825166071090251,0.3057886684448551,-0.23772489667245936,-0.12319658167468604,0.187865671299278,-0.08692668824659316,-0.0045800480568994415,0.08114062930995435,-0.11796939090111722,-0.10113946522146396,-0.015557347740498523,0.13153398927277085
ADAMTS3,-0.09664078401035138,-0.020371562736088002,-0.02384252499385052,,0.015820685776288944,-0.03122387280171418,0.017902921898067366,-0.31304467436770145,0.0013885395774047922,0.021979456790113747,0.09980419294233364,0.03105741992419604,,0.03744372206210361,0.12521938870247049,0.09821054146104974,0.10096657854515291,0.1851087539754246,-0.04471125071973264,0.03285885636592939,
CD34,0.16587334028269451,-0.003938163886485835,0.0377801103959606,0.07464819439891797,0.022323903408617087,0.04197103641511549,0.04873144150226433,-0.16654359182167128,0.013150698376143442,-0.003989660324535561,0.0153281474055234,0.046346018190768806,-0.10267264217300533,0.21637030662349757,0.09988042139083975,0.04535125197589463,0.0029318999742973142,-0.05007799441398343,0.02431489301418648,-0.03139721754269804,-0.03644331957518007
CCL23,,,,,,,,-0.0562710050360316,,,,,,,,,,,,,
PLAT,-0.030541590831172992,0.014671306012747505,-0.016341282284085233,0.06318039195468032,0.03470138398888116,0.026977843016971516,-0.11633764515605872,-0.30370475059264795,-0.20743129842706673,0.015937924569230714,-0.024760332110111898,-0.17447212148752825,0.03919534542743912,0.2791588551012401,0.2262943231217219,0.19421328290173398,0.016168796964724896,0.01732687174266221,-0.08435731595857672,0.032335138574711916,0.02758308209980474
NTF3,,,,,,,,,,-0.04029331946230997,,,,,0.17569907369673837,0.11369478443486075,,0.14538830966268956,,,
LTA,,,0.007493301698290946,,0.006634474595304737,,,,-0.006920895058623725,,,-0.030929951459888118,,,,,,,,,
CKLF,0.023896243258729227,-0.009459091489821573,0.03925806093146459,0.0725105190567306,-0.004287931449158043,-0.08699606294847886,-0.05025551045963751,-0.33027342218943045,0.013558117564853728,-0.0312475055033722,-0.2050685908778624,-0.21167758706458195,0.24217576509885205,0.20390268052354293,0.06009163200270053,0.12924922356805063,-0.04383923308587069,-0.0041865926641180325,0.033838275094092776,-0.12666730381608335,0.009475948009295009
CD24,-0.0706650995774541,-0.008712206469571953,0.11646745912797819,0.11610942716491505,-0.04335137599047991,-0.04052950888683714,0.025199481277126918,-0.015400396510257593,0.11075864950162678,-0.018218131351493146,0.02012533883233249,0.008471170015454686,-0.3678299902885032,0.16790021633546162,0.19338676642089359,0.19038096571985733,0.02469027038773021,0.32266644036267894,0.15500674109026674,0.08022587114755138,-0.008061136959662245
HSP90AA1,0.0521918680957383,-0.02308619120902727,0.03382563741828679,-0.05410900841624414,0.038648909105650886,0.24480427366521382,0.14990219370296623,0.41480172990533115,0.05828835294427576,0.01141858074114728,0.4484403232184782,0.4056003028786027,-0.011928726202839997,-0.2910635654771207,-0.14489357748198423,-0.262836577493806,0.025951248748074706,-0.051633295493958425,0.04079537108055617,0.1980348145918784,0.18834014904950172
BMP4,0.10177757138637335,-0.02867597115403943,-0.021281817887175737,0.014227472341100679,-0.01792656403307887,-0.03155189072353976,-0.048889895879063644,0.013400756863209693,0.02861644985378791,-0.02499742405690361,0.0190764039898802,-0.03281007012885427,0.13209063762302004,0.11481939093252946,-0.0022331999739610836,0.058285793390113826,-0.025529496959981402,-0.026839744654217325,,0.013612959188039097,
SCGB3A1,,0.03881542787457933,,0.031725301811852916,,-0.0014070210308453576,-0.006656544233554538,,,-0.000619967873803414,0.01728873542715108,0.10069403491490034,0.034476666319057554,,0.030726567931921214,0.11762172832381153,,0.00942672918576716,,0.07132657583966538,
IGFBP4,-0.03294266121996603,-0.05801468507056986,0.026467672878621864,0.03562464745023261,-0.06289604752610511,-0.05566770133594582,-0.14112588719148197,-0.174317029068331,-0.12140090795164714,0.012093225873924255,-0.11887858243622161,-0.07532325286367249,0.028049396498672968,0.0004471208231290422,-0.037265489389034595,-0.014512800777004255,0.0358744921183784,-0.1575186277844757,-0.030805422553571115,0.09455275837892724,0.051335706335392986
RSPO4,0.01438396948934003,,0.01847658429234606,,0.03281068182573399,0.08969963467882132,,,-0.009220913128440084,-0.004989713836936105,,0.001735113664054837,0.02185472493396673,,,,,0.05774391130178587,,-0.019719847328193443,
LEFTY2,-0.03722677050857426,-0.005567703777715843,0.009042052867177009,0.0014977964544704786,0.00868434157914306,-0.007618309948555285,-0.0505591447327839,-0.22680786604358358,-0.05118700584961543,-0.00013156424092633702,-0.02485489658187516,0.017401281407204008,,-0.021147700939787035,-0.018383819950273644,-0.0335488359501699,0.07010022346230117,0.0001538467127219796,0.037955791434437156,0.12457666133574537,
PF4,,0.017480195288312104,-0.03146867962570394,,0.010215049923611502,,,,,,,,,,,-0.033693441060469544,,,,-0.007489538821389435,
ANGPTL2,-0.025356222204656498,-0.0238685741349457,0.04455175055663991,0.017843087235274016,0.03952291635784839,-0.06010004163006486,-0.1325050733948242,-0.24920668962045397,0.025786565371561026,0.047388959071889114,-0.22751217888110176,-0.2750887819391827,0.021886604338549366,0.06566434913611266,0.1493726684345831,0.21349240135509504,0.0802033778281385,-0.01160248821064753,0.07491286852175638,0.06627493916161341,-0.04284429700690262
LRIG2,-0.03739933940195637,0.036336844582311005,-0.02856965884168605,0.03444798442865787,0.02031155079703771,-0.016957325030910603,-0.05252032093297647,-0.10776655331781125,-0.025385327440331024,-0.02335434632742259,0.052592520184591665,-0.06257368710638198,-0.009285026068382583,0.23540383461348685,0.04730040738538126,0.07507327014160704,0.03627303993984095,0.013241131396665861,-0.019645711750312943,0.03243404494537508,0.004327156001982588
ICOSLG,-0.05915527668900208,0.04005336587578307,0.0170073691809201,-0.06001004517052832,-0.0244489707950317,-0.04086905916694009,-0.043650240608371464,-0.16736289512080096,-0.037533468476059796,-0.025246518446616944,-0.1213826975316486,-0.07885808989732095,0.12772839395150362,0.12429291843899047,0.06088919047977044,0.14408486220841366,0.08817344751752476,0.015314934041165735,0.02584598111183494,-0.016192756989090645,0.0029544774488687994
WIF1,0.42267310271754843,0.0353263483992795,,0.050937491000217494,,0.14189609460167293,0.08973463042953399,0.3216030804986812,0.01931251888876931,0.012721840016764128,0.2019498023843539,0.34424288439760026,,,,,,0.011882722678269399,-0.024458305590331696,-0.044269706069765824,0.2079338734805467
NPPC,0.023270333503139028,0.03252238757376593,,-0.017702752731877124,0.055128928463508454,0.20142124915601425,0.06526545899120365,0.03534760046538167,0.01883383437416532,-0.03023282847512327,0.18103481420290246,-0.23007441662403783,-0.18896241632132332,-0.06261097437590774,0.058190727751468684,0.031937481959008376,-0.012513249750714796,0.0023345026199414216,0.024607575723580754,0.11578969384566819,0.035348925548475525
LYZ,-0.05240006488358403,-0.09843626066742739,0.02220175135810872,-0.06403531396838931,-0.02399450886538699,-0.12373342708435815,-0.05795344885412396,-0.20244669198095716,0.05789544468754378,0.005898196249580301,-0.36063293554582954,-0.03870217167085912,-0.05952160902411573,0.01968137427156354,-0.017166121067520638,0.0111110827272902,0.025308777903729797,-0.07643588995879899,0.10410664424332668,0.013551563334856374,-0.06461876864428724
EREG,,,,-0.0015668832892108979,,-0.057987990880702237,,,,,0.03575558356319063,,,,-0.12733565830820076,-0.06544525327797805,,-0.012712265825217513,,0.02868087549042484,
SPTAN1,0.23508965729692372,0.12340185711859437,0.031195154201736536,0.056552884459135415,0.08806562592211555,0.10615089145733737,0.1259155977169846,0.26383781690742086,0.0852708106152451,-0.027241471783676686,0.4902071799004566,0.23389442983347508,-0.06345043120653786,0.31600845606728295,0.1040273855603915,0.11792103257732052,0.00757755122516719,0.18765141381004105,0.06373624392480028,0.2791325219671533,0.22924487398475507
PTH2,,,,,,,,,,,,,,,,,,0.04258147782242243,,,
LIPC,-0.03626285433407385,-0.01922045391974469,-0.040397018237829346,,-0.047278031579058535,-0.023026167327775723,0.012752458117537446,-0.08853368104042582,-0.0029750203454394085,,0.013343248947935133,-0.05206845310275335,0.052918465001785125,0.14976569627683417,,,-0.004005780419646042,,,0.04061252959067543,
COL8A1,-0.21587733752932461,-0.042132619459822725,-0.025875146133863637,-0.0007338014139396435,-0.034981703907590034,-0.10257441523238006,-0.09085610328913983,-0.11854904455096948,-0.06071379635494441,-0.06316136305630697,-0.173343199162109,-0.17718382905805133,0.043045139820335726,0.05849797547456693,0.09990919628182883,0.030939402726252146,-0.013000672241507031,-0.08767191690402486,0.08631928232394678,-0.11257419989415443,
GSTM2,0.006072172275067121,-0.003135374081949973,-0.028221373421579748,0.02489142445794969,0.04707983166085614,0.020004078156593726,-0.018833633743561957,-0.09806791330506462,-0.021325762854652142,-0.03202582274838607,0.038145197351580694,-0.04940123516257281,-0.09084921347628384,0.14208740079308893,0.03585489440950053,0.041947272043805335,-0.0036726379283287024,0.03265109781517858,0.06416850102588376,-0.01784477273794244,
SPX,0.2254233351542542,0.005409724855517786,-0.010757005281040831,,0.07569341825316854,0.28452159208168964,0.06849992685276615,0.14448179375180217,0.10575606101041057,-0.02070239010204094,0.18264958844336598,0.2571112988057354,,-0.0007564921793718727,0.08656870386030638,0.06954122941710122,0.044939953816936766,-0.03319605491789472,0.04653785649509115,0.029862221109164797,-0.01652310080297901
MFGE8,-0.14787268579853521,-0.06353571813464882,0.024154109559240352,0.07668216603754269,-0.007656379291441206,0.11265198307328186,-0.04547467151610082,-0.10583208385373084,-0.06410751606923339,-0.04834791334496675,0.06984402845682165,-0.1567959367778083,-0.14434149578945388,0.044978870042648784,-0.07767119116088479,-0.06232110472750177,-0.016994371844499107,-0.06799555795444887,-0.05403094918024963,-0.0584643948885864,0.10789589293208443
TGFA,-0.2273648325311993,0.10058610047770361,-0.01529474171130031,-0.00197734976522444,0.013783938859991829,-0.1560740697454773,0.02539580988978883,-0.21895929556268892,-0.15489836576877009,0.05047338446664962,-0.17994379193870488,-0.14058891355646552,0.027533235846984354,0.0446567270494206,0.0682341307600398,0.06455503755215256,-0.043029577307928106,0.053256363641561076,-0.02763580591982869,-0.06765074960654363,-0.04640302915899837
SLIT2,0.4133528091321126,0.02674279186823313,-0.00819655513526438,0.010138163116416903,-0.00021934457554540263,0.13598376655734687,0.07788310383635116,0.10233891680971098,0.06122019117795603,0.06344900802338421,0.18650283841205317,0.34309239073370384,0.07437779632924944,-0.018670220086697734,0.0083244093741928,0.07605584061562286,-0.009252212238327088,0.09359256102413577,0.05724630365167131,-0.0078121106601707745,0.17528123686090255
PLTP,-0.07165884365397451,0.0036834997229880408,0.01337799743926368,0.0076698665781607025,-0.006542740116810661,-0.0743401811951853,-0.05892301714630185,-0.3391735450169602,0.015094300694848248,-0.05223023552286517,-0.41474586594187485,-0.04621210365036509,-0.05384581053757125,0.21738153224656845,-0.016341438024925867,-0.05734130157671629,0.01391914475578282,-0.27021582185676124,0.04938324223610312,-0.06740683707303662,-0.09209024442071428
APOD,0.13143325908073336,0.08939219376341488,-0.07535746758057078,0.11227078210108764,0.06452385072933392,-0.09728433950619725,-0.0902386552672378,-0.2751675686562658,0.06967082851616267,-0.08773432124099459,-0.31452976694561235,0.18634726536823018,0.16272301691359806,-0.2879916927546454,0.17181893384492283,0.2523181132832735,-0.08609138518500027,-0.10795285214532471,-0.018436603452882148,0.09608047019209304,-0.1914935319644565
B2M,0.09193203064902958,-0.08983941063367595,-0.01239579424060268,0.005436459771415031,0.00739771772535041,-0.14057983986244188,-0.18226496194366693,-0.41713388977359567,0.04767696364865289,-0.02960852819651427,-0.5031010489206101,-0.34563517338873645,0.029851180309498897,-0.12244670941022168,-0.022114874681522845,0.16528434053439045,-0.023479133412714355,-0.28827441430917555,0.002266284577125835,0.018690067391530105,-0.20855512302694101
OMG,0.3060235926731905,0.15095226003161702,-0.0008935928723649436,0.05292401212353616,0.041334427629410087,0.05608142291486297,-0.0006633849420534676,0.007616757846677468,0.12381405660483513,0.03476579136736569,-0.03241335267360168,0.2660944379089935,0.030549085342445638,-0.1695821249118528,0.18604581456885708,0.24502331937420835,-0.11557012709700913,0.03903551778040171,0.016049821484442728,0.30159764088195623,-0.00024084521083873108
CXCL3,-0.08186628152708188,0.021346496751169085,0.04965005399592557,-0.019902703453152506,-0.0487557130804545,-0.09511920722041041,,-0.03385022778627989,-0.11347957189411685,0.02047637329385123,-0.05561401273272987,-0.040742746299274046,,,-0.1469702995428302,-0.1243666708813715,0.007009752017804783,-0.08292357049119654,-0.05053310516910316,-0.13346875889109497,
CXCL10,-0.028061087860010783,0.03940221317649094,-0.0579284359269424,,0.0341481241537406,0.08119760135497874,0.0626723990742617,-0.28786715537663377,-0.005398440812526903,0.00832606201649438,-0.034236303066116816,-0.05423773499387701,-0.047532858084148324,0.043358149041775075,0.005507164248660686,0.019114244295948574,-0.009802501090782864,-0.08930355063258667,,-0.008174364221056326,
