,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1
NPPC,-0.01679390351859518,-0.07949150695606762,0.037264838826192956,0.021201570228302925,
LYZ,0.023570528515728675,0.06408315939921197,0.053745938068585075,0.02844625319639849,-0.008511708227236065
EREG,,,,0.012527075082852092,-0.019751639237832654
SPTAN1,-0.05576264555948059,-0.022000442181866604,0.024637545277960655,0.03504500156123228,-0.020276629741700605
LIPC,,0.07869711583109149,0.04389990833146873,,0.0043321173959444586
COL8A1,-0.022173949838293402,0.024193655770986117,0.08672269406908033,0.06803733805037668,0.019962056147331615
GSTM2,0.06872625550070023,0.03339041865793605,0.0776801865610237,0.004397559612270296,0.013490435666240535
SPX,-0.05499472002958609,,0.007295572697041266,-0.018604295371128433,-0.010576278226591672
MFGE8,0.006588392210812847,-0.00948457339046009,-0.033611490724012295,0.007505864019125721,0.014236451762118149
TGFA,0.06053053419257659,0.02982335192156817,-0.037679208781310286,-0.0015778630710758304,0.13026287831141664
SLIT2,0.012214108172978867,-0.018556816421981433,-0.026464626734483025,0.049893713193971276,0.04847166799371744
PLTP,-0.00825296371674583,-0.00019278538390331789,-0.017750891227478593,0.041206419646044386,-0.004449203238160262
APOD,0.025963646843292252,0.03031113117884068,-0.06757385093714312,-0.011711336118711523,-0.032939450641055905
B2M,-0.0012206630492017235,0.08703448497229707,0.10096641869936361,0.03317099536743478,-0.030193485146473364
OMG,0.06198797455705862,-0.03632503857935837,-0.057120185353340645,0.01572522281696474,0.023158981929655126
CXCL3,-0.012927403262828204,,,-0.025805363532265067,-0.017400939791993537
CXCL10,-0.01963767173486698,-0.09988467669275686,0.011478948841664774,-0.01905419951459189,0.0745593884621425
RSPO3,-0.03139165975108405,,,0.07725458486339631,-0.015249147513414626
CORT,-0.02775942216061192,,,-0.021040320276661743,
NCAN,-0.01604444417342807,0.13905260095025906,-0.012227665008958248,-0.04950781362660986,0.015324665078945934
PRG4,,,,0.09101084708328556,0.015961799641202763
ZG16B,,,0.009645263035757886,,0.06652747678123856
TGM2,0.013199754883879419,-0.021206535434670395,-0.029018990384319515,0.027394943029113696,0.017284630539854323
VEGFC,-0.007239433078586613,0.01376215608771769,-0.028160795979339116,0.05136509584543223,0.007417590700329878
WNT6,,,-0.0206611241669724,-0.027545717991136767,0.05101451617913491
NRG4,-0.005027539306569473,0.03876297019186125,,,-0.015249149222480244
PMCH,,,,0.0273907575191085,-0.03288295872539759
COL9A1,0.01837324591169368,0.038913033170548825,0.0665018245388472,0.011806817775156056,0.04943760436352541
GDF11,0.005685915187386314,0.06387591487851596,-0.003073564833505816,0.013672424919447684,0.05098643512096726
RAET1E,,,,,-0.01672820834893296
IL24,,,,0.10922689822174869,
SORBS1,0.045035564429994235,0.025840863259027992,-0.005826634486636643,0.03819061934347644,0.023687914734418353
DLL1,0.0336998575340387,0.05286675034376031,-0.046433716519555066,0.054379315810132285,-0.009937124676922844
TLN1,0.007850058850292392,-0.04499034374419881,-0.033133156795454644,0.10448541702315059,0.03637935691569064
COL2A1,,,,-0.030569809134749475,0.054152251049754685
SHH,-0.01387467233968331,,,-0.010525536229155136,0.06721581123246059
PON2,-0.0017995842726674291,0.03909363263577229,-0.000326377182965909,-0.03355972433234233,0.02115395755752682
ICAM5,-0.007802211733813432,,,0.00992274098043243,-0.006302140284939142
HPX,-0.01208407301604303,0.0021336474877577333,0.06422982020861218,0.015788288000817677,-0.03519107184511629
SFRP2,-0.0026801308549218765,,-0.05372099620893792,-0.022226454490301223,-0.024917044715996515
CD70,,-0.0690276443829677,,0.11926828448734286,-0.023265332450445916
HP,0.03517770680772513,0.04597767757705633,0.05875268328503427,0.07765025442045191,-0.022811059371989677
CXCL2,-0.00023278913563447718,-0.06265910059420395,,-0.0007157192354181921,-0.004949003969218898
NPPB,,,,0.03559043082021028,0.1189092093752306
CCK,0.025527209912115555,,-0.027040293989563372,0.010386260751490111,0.0011050894118992255
SEMA6A,0.01905634549566402,-0.016001254048869092,-0.03864938216006586,-0.05584051828922697,0.03472336601217947
IRAK4,0.02417622910208396,-0.01598887245553777,-0.012349471110886578,-0.032073829033324494,0.001894944707744651
GSTP1,0.024189988740447515,0.0365097549950146,-0.015012773046895807,-0.07240957810167663,-0.005302556121838506
VCAM1,-0.010071049556467834,0.041346246108698734,0.06664566117349359,-0.042634398050866364,0.0028934973490240576
NXPH3,-0.015029522134259989,-0.09022852754399135,0.06391961834956075,-0.022843673013106528,-4.973204387190006e-05
MTMR4,0.00882184452002932,0.07895767172593512,0.06413564390805873,0.03269476419518616,0.014567431365258506
LAMC2,,-0.06360296733050261,,0.033979411071944,0.10493856820508246
IL10,,-0.020482150848401638,0.002287969125124397,0.021038678569465733,-0.041180211664704945
SEMA4D,0.024196198685150768,0.07638082984012835,-0.07277414980357773,0.08373031987889781,0.019228278983335005
TRH,,,,-0.04176549017738158,0.07808099213744486
SEMA6D,-0.030221039125939216,-0.023354752691054644,0.031196885197817124,-0.04249092126437176,0.038539298669083
CEL,,-0.09370488368340978,-0.007349458444594995,0.019817999596154545,0.05113528256886404
PDCD1LG2,0.00146700509695351,-0.011546410094169584,0.010844530998214901,0.07813317366417223,0.021146987769450377
SPINT1,-0.01974803386761779,0.0010367270059605611,0.0633991054139495,0.009797273444541859,0.022872537817105926
CTHRC1,-0.011511065025390926,0.048657828025580156,0.07356968474891862,0.0344108524660612,-0.03847298649553075
PODXL,0.04939142521351169,0.006281228800870163,0.013798650513753823,-0.0049856325304981925,-0.010917888880416081
JAM3,-0.0244589465675641,-0.04266599475729254,-0.09781291136792851,-0.05186305141706374,-0.0069505712279482375
TGFB2,0.01863810058920995,-0.020094758637130103,0.04225757055604965,0.012125291572861943,-0.012342065200189531
COL18A1,0.01486231045831128,-0.03951567584950282,0.0365412871062328,0.05314329281785993,-0.04088835663409576
NODAL,,0.054886952281720684,-0.010511277521761446,-0.020903968205595848,-0.023711971986305674
INHBB,-0.0020201663145302255,-0.028914351506960957,0.04620212610243949,0.004970237701922558,0.012506000104594784
LCN1,,,,0.0970944458339383,-0.017520820865114074
ARF4,-0.0014257413182594432,0.08434251001705756,0.016670755152418844,-0.03045082556814071,-0.010753640483457935
CXCL14,0.05047215050831264,-0.011883825062844328,0.03160776332290042,0.0446677079083835,0.03382146866469439
LIF,-0.01432594443434674,0.050165303242355685,-0.055076152613479375,0.031683454628789666,-0.02034582604142711
IL17B,,-0.044474122551931554,,-0.01934893569094629,0.015099570330439599
MMP1,,,,0.07670727187182856,-0.023247501849155968
MATN1,,-0.037438873998725974,,-0.02797773691411774,0.07941231055662602
ADAM28,-0.02528419576472062,0.0361681993665288,-0.09222266646141834,-0.05336722326645986,0.07212048592920225
TCN2,0.0110858902642538,0.006137678578308632,-0.00592943302101276,-0.005950909784276197,0.03388262763125046
THPO,0.06178191681257067,-0.06360299935997472,-0.022409568858036362,,0.0882984954158505
CUBN,-0.02894359867564997,-0.07246442007574797,0.029141157756588723,-0.030961771710040897,-0.013579091274260288
TIMP3,-0.043968261455695656,-0.01888761072225266,0.020683469306161047,0.013979454286252423,-0.05164494702175862
PIGF,0.04993212476585239,0.029703612335656444,-0.010948174043343606,-0.0309289763857163,0.04365899588043649
CRH,0.026999761077137377,,,0.03711867517557163,-0.025981134899944712
BDNF,0.023524755978223403,,,0.08742605664797531,0.035828888842801075
CCL5,-0.03725161569340151,-0.01163031006207565,0.09883446694557378,-0.023055383194235723,0.033325399859037035
GAD1,0.032360472066160065,0.003945363212159838,0.12104163069426667,0.011357885082917744,0.060740834077032464
COL14A1,0.009441099657482285,-0.06397661326957033,-0.04610015006150589,0.011387606932955641,0.05337780874584976
HLA-A,-0.002371243976282375,-0.03635629166813978,0.009490216239229488,0.027648318630950932,-0.026395205711683786
CD5L,,,-0.025579907029218266,,
FGF18,,,,-0.022875076683831416,-0.017325829950021163
ADM,-0.008325776041773916,-0.12529552463589613,0.051367450851311974,-0.007099418059963981,0.05111766549807479
CCL15,-0.034559111226493314,,,,-0.015026690970592912
GNAI2,0.0027434966972326967,-0.027542019215448618,0.016929368882302682,0.03845950100203624,-0.09672885956352177
HDC,0.01380782887194362,-0.03463283110079333,,,0.009125379058463853
COL11A1,0.0026015267864017244,,0.034676825426779634,0.017444970118850208,-0.028540201905661453
NUCB2,0.0034952915403351895,0.01699874320263602,0.025535994059879868,-0.021571085305827728,0.01911699623206474
CXCL1,-0.013565919107577462,0.08976421534126297,,0.027570113313403446,-0.03780143783632978
VCAN,0.024428344588075905,-0.09803695359911521,-0.01906921598368657,-0.048985557532247606,-0.08758397169755981
MMP7,-0.026206416843062717,,,0.06946632400875169,-0.007309919603218576
PTPN6,-0.005791984752081811,-0.002973880121029285,-0.035023474153989466,0.03643319492875344,0.01537643859531877
PTGS2,0.03239808040554917,0.09073489921222083,0.02972135209316859,0.019234156589403854,0.03219760014175538
CD58,-0.01230604506943634,0.009619744386694249,0.03156356646838932,0.04804522796500137,0.013753711292547502
TNFSF14,-0.013250333266229888,,-0.03055198802180073,-0.018298858183300768,0.023290581933207093
CNTN4,0.00815599028348978,,0.03728880213207895,-0.03736733612452104,-0.02556884916279758
INSL3,,,,0.10785280730557768,-0.020574948378550163
BTLA,-0.016921128776034376,,0.0471647636967137,,0.06498847151855976
MFNG,-0.04658586700399439,-0.021105067152398786,-0.00742491132358721,0.032791830166427054,-0.005152922087440271
ICAM1,-0.014211382887710918,0.1182557137418189,0.01849552557999136,0.06407801827058536,0.09308035704782439
PROS1,0.11375616575899793,-0.001611573102277195,0.030914018446652675,-0.0973893569407405,0.02679337597984445
CLCF1,-0.028201119724064586,0.06852707832602302,0.0024330354006909896,-0.04554287119842345,-0.007548135941726236
PSAP,0.041167000416296555,-0.0650235606755072,0.01941181335679841,0.02650564091378318,0.052016765988006086
EFEMP1,-0.055720200699614156,-0.07510403147615217,0.07626227350383757,0.003941942632049644,-0.0011619906898467426
C1QTNF1,0.06156180506407629,-0.014022228177821082,0.10480859072396616,0.026511471594859195,0.03257634872365044
ALB,-0.015049580023066875,-0.03577245929118897,0.04380297244175213,0.062138562023380556,0.0490725181884119
CCL13,,,,-0.01358380957301184,
EFNA3,-0.010855661667238139,-0.0139421952511128,0.06533260894361503,0.00980477571044736,0.04877869460674045
DRAXIN,0.08037188768263735,-0.008970935976414584,0.088192548032103,-0.0341095947630399,0.05426612792559949
RAET1L,0.024262921056509568,,,,
NPTX2,0.01615819895808719,,-0.008373153389539251,0.016153362115639835,-0.03339587841867675
FGF11,0.01418051857801737,0.06427982254427658,0.04887064707362773,-0.060166267440744096,0.019595080749422584
CD59,-0.05118336082353904,0.018330281222119445,0.01241121212726656,0.05096409587239706,-0.04663124013473484
COL9A2,-0.027619115128897854,0.012167534091657032,0.001998500356779017,-0.025533300152462156,0.05685430137681972
DLL3,0.02396610458567264,0.20738537255905046,-0.033599286658154745,0.009440575355509814,-0.008875697835890812
FGF5,,,,,-0.008446797180716697
LIN7C,-0.019988661666778776,-0.039606517416115386,0.017874920922352714,-0.0570838768572768,-0.02841864971568133
GDF7,-0.013250332751321914,,0.09767199601893133,,0.07626317543063871
PSPN,0.03248459476926667,0.015160570205715778,0.03289692931747832,0.0065489193387239415,0.0192105010759781
ANGPT1,-0.01574506640774656,0.07748364463039456,-0.034223380420792426,-0.044906046520772736,0.08979754114668607
PNOC,0.039419129222241084,,,,0.038541914077160074
L1CAM,0.003084858045987157,-0.04027541869014384,0.005315598780142433,-0.03988881424701841,-0.009684416200716703
APOA1,-0.021444391390227188,-0.01001009835968422,0.061456032680015066,-0.03965191657151944,-0.0046354706031181935
PSEN1,-0.032999873799039084,-0.035739552647626946,-0.025635509433860653,0.024375762451678166,-0.05583490258696771
CALM2,0.03281168955470831,-0.07911674401638645,0.024081390887953937,-0.015809937707650566,-0.003528693528407452
CLEC2B,-0.011982648899890402,0.03631190151789539,0.02943301947190312,0.03559824911604884,0.07999023615664415
NTNG1,-0.015215908115463951,-0.0033388959662055046,-0.024974790709366902,-0.0048365980477302044,0.04184228687893785
LRIG1,-0.005131848509675249,0.20180338002776668,0.006121652228170367,0.01180752899978191,-0.007219929846639961
CPAMD8,0.058024878757842346,0.08904707044314648,-0.031151311531511867,,-0.0215585930632619
GHRL,-0.012084074247985296,-0.06787674274078319,0.0365855094180559,,0.013957363560365242
NPY,0.031023262834417052,,-0.028976483717620818,-0.001472048091310065,-0.02598112763663537
MMP2,-0.016126785252223542,0.03088380161340447,0.048174817279508196,0.04213714264698513,-0.02501802560272639
PPY,,,,-0.0442222729753475,-0.019640109934169477
ALKAL2,-0.0321301474676315,,0.11866275836934614,-0.049234424857391185,0.02098871545847049
CSF1,-0.027094772062757247,0.025789004274131572,-0.005753376772197327,-0.02221080728851176,0.05884503647730225
SEMA4C,-0.03102525236191743,-0.0547064802338565,0.002063325916823244,-0.03300500679616655,0.027186172002223456
BMP8A,,,,,-0.018467123702884353
ICAM2,-0.04352313736473328,-0.022986216615547447,-0.035573252692041195,0.07110792430405496,0.04978160390609358
SYTL3,0.07612597756909918,0.11048785322928922,-0.06698536912823728,-0.005365790375007134,0.052436450805079325
IL1A,-0.0340633347484342,0.03811975822010701,-0.03008529607817419,-0.019553548649797633,0.004061670538387944
HLA-G,,0.11791203187197241,,-0.029963314350784923,
PGF,0.09747073522138966,-0.10606792553819613,0.02312807243642908,-0.0136900737962035,-0.0185338998435021
LGALS8,0.004153622052843071,-0.05561158021683514,0.04637639597918069,-0.019133189414084796,0.04901880915199135
DKK3,0.048041160760391444,-0.09222031922545798,-0.04892004414242864,0.011174711077457,0.048501203761705046
COL16A1,0.012818038312231956,0.16274820214210942,0.01790204331578179,0.007268752576866757,0.03750796456849977
TPH1,,0.010584685976664886,,-0.0043038095720362235,-0.003433031279680119
TNC,-0.042878678790411774,-0.115150163950647,0.018171811662585184,0.02766145239157312,-0.0006101900810784761
TNFSF9,-0.020184053369624252,0.01132707516335834,0.06738268904868046,-0.03338549208984514,0.0010843427596962116
C4A,,,,-0.015123070389945925,-0.00852721515615604
CNTN2,0.07029589212346535,0.034878714212392685,-0.06797880628488147,-0.05576869451552673,0.08499525601183587
F7,,,,-0.01905419554178829,
LUM,-0.047026554638876845,-0.030011943490165133,-0.0027672443681566257,0.011865847182665505,-0.03003566177096027
BTC,8.740332854540288e-05,-0.053198738406398244,,-0.013785040599561716,0.016405589003633758
APOC1,-0.009010838846702588,0.16939006532063486,0.0901688306196139,0.016201139787128883,0.07506074448001418
PKM,0.05481266421741338,-0.04838556352631327,-0.005139953579784291,0.006340647241204066,0.07921592615318965
TNF,-0.017666649486071558,0.08756043854831627,0.12689192881965458,-0.01337974245609894,0.00034717471223632196
GNAS,0.040047714098932125,0.030560489052835663,-0.02973013970344634,-0.05124319138826201,0.025306263032958083
BMP8B,-0.01173047366843854,0.011752942582010605,-0.00930214675246256,-0.027648910303471143,0.00651445483437879
LIPH,,,,-0.013583814568806559,0.004616850103528301
CCL28,-0.013874673372287285,,,,-0.01433976148710672
PTPN11,0.04209662873547896,-0.018382305498381966,-0.07633937890232881,0.045668218636522165,-0.0009225443898740195
ADAM12,-0.013409009289151223,0.043585087752278,-0.024614259612652355,0.01560875165830316,-0.003646489093799301
EPO,,-0.04065016761065237,0.04468870528551001,-0.014752369535078266,-0.015249144593762188
EDN3,0.0362204107694029,,0.009354816708037138,0.020748669227579772,-0.012865586413751703
CCL22,,,,0.14176151882655533,-0.023563924448610947
CCL2,0.07922977858823203,0.1425050702519469,0.0680442073263735,0.02826324444578486,-0.016548920455342134
DSCAM,-0.022857999733431323,0.08673355115794938,-0.011984913629693136,-0.006679824799931238,0.02673537465018439
ANG,-0.020814032447408624,-0.05162969450132846,0.04691170947903302,-0.03989349544297798,0.07036779290249447
FBLN2,-0.005394228437515747,,-0.04035160864229481,-0.06847128243175284,-0.008475724950175964
VTN,-0.01850142473341195,0.004297602608001717,,-0.01686296793253792,0.04290506768407797
VEGFA,0.00617111079485472,-0.10399947057662254,0.014349668749442105,-0.013736589196035468,-0.028270109188782207
F10,-0.009187420686646266,0.03665362959118828,,,-0.02692228447387087
SERPINA1,0.006731970484420161,-0.022733293035922524,0.025506957118356165,-0.008538694704153235,0.018145519900458287
VWF,-0.05495333017821737,-0.05536569129819985,0.024212361798071652,0.04527833697106378,-0.045304053323619524
GDNF,,0.03437814720215419,-0.02497478373572155,0.014755440391263846,
VASP,-0.0259049472344733,-0.0020360050029081477,-0.04303106369033621,0.04890215847456237,-0.022137703007162
ADAM15,0.005643403012377599,0.0090904324333117,-0.02172625668445721,0.07114566790604344,0.033766577959056514
WNT2,-0.01574185751520521,,,-0.01829884989046958,-0.03708384718242667
CALCB,,,,-0.01601484060466977,
OLFM2,-0.0011982261625924457,-0.04438227534150224,-0.004395893991477784,-0.023323896165276983,0.012922366736765225
MFAP2,-0.005779343447261157,0.06192782840687853,-0.003927618771130896,0.020061860357493664,0.026017090420203472
HLA-C,-0.06979248658737525,0.06299005997917766,0.03465854186477519,0.010237089954111293,0.027719662477969247
THBS1,-0.04601135090586338,-0.05381336352069535,-0.03274060312620261,0.006151504837796252,-0.08810344466821303
HSPA4,0.04154320507958123,-0.07674101796241142,0.0020797747711295833,0.04527356215291786,-0.019859274876187327
LMAN1,-0.051993886045435436,0.027481596602625707,-0.03656416140893181,0.0266057681771123,-0.024652740827056582
LYPD3,0.02863770605175074,-0.00807759912857427,-0.031814470403672336,-0.016063264111486748,-0.005757628560844796
APOE,0.034894097813934453,0.10850331689154338,-0.01834850070873072,0.012721386098370473,0.03567458577025294
SOSTDC1,0.013978259776586668,,,0.02717309656361161,-0.0254301524144663
ANXA1,0.009037241327219874,0.02508391081502485,0.04911549147746193,0.081888975343012,0.005941327020777246
WNT2B,0.018236105634341717,-0.027409037977426613,-0.024352735790183714,-0.03925724496079339,-0.011214197219946131
AMH,-0.015605709155683899,0.07587043854402913,0.09540876305717597,0.052345257634612376,-0.027904457586428316
GDF10,0.03244932264071337,-0.057737153718082364,,0.014572769512870808,-0.04029080316859227
EFNB3,0.028323462479738583,0.04878677995936166,0.06067792288210146,0.011202231069977508,0.03422719057562469
LTB,-0.03131707801899354,-0.04480536023260255,-0.009726167745340516,-0.042479477463657336,-0.007058573608559639
ANGPT2,-0.009543577344734992,-0.0857514179292624,-0.012782889082868783,0.08802036988899879,-0.025715194832980858
NRTN,,,-0.02557992641857555,,
ADAM17,0.04635703311096985,-0.03786822972765661,-0.00315038808167598,-0.011905968452526722,-0.027913578785406085
LRPAP1,-0.017265948640305277,0.07409319685692786,-0.006101418748912564,0.0031631184149750313,0.023175479347996793
NID1,0.006162272293752306,-0.057347855349932426,-0.0013006134841979796,0.04995491137968755,-0.052269095783332616
MST1,-0.004340178502495647,0.07185444715370251,0.07030236047284769,-0.009709380599273511,0.07446601438834771
DCN,-0.037193503036006326,0.053190328113059696,0.01440445084627485,0.03256971946697512,-0.05254089903353038
IGFL2,,,,,-0.04029079116607078
COL7A1,0.04708165142334888,0.08920023171201012,0.07359735287503777,0.04490515875626318,0.025167199678345017
CALR,-0.037577308741519606,0.012962995092968863,0.033042166841218995,0.003470103874028895,-0.03518201372250216
PIGA,0.008959732667278746,0.12246246892584726,0.006531496230390592,-0.0024903492612851556,0.01769546290243068
CD200,0.055666206605628155,0.00033809157243187946,0.03538467562294899,0.02299222604363821,-0.020084490660007875
GRP,-0.01930316700145494,,,,0.14734899857087796
CDH1,,-0.0002540178453820247,-0.005828778885304357,0.012822159471502403,-0.0038570061814039132
LPL,-0.011008998269593446,0.05045282220679398,0.03600087595637026,-0.030986095156362914,0.01692289307267078
SEMA5A,-0.029774646357546085,-0.014160681203177827,0.021844035498209624,-0.02950583716154377,-0.007932230762265015
SEMA7A,0.04523911191120693,-0.029793494045031635,0.006416055760370568,0.02338073391137188,0.049278563030175124
SEMA4G,-0.00803828006551899,-0.01044290602532932,0.1326298372187827,0.01303985543745778,0.0875894821088415
SEMA3B,0.05361975774845785,0.06503137162581125,-0.01564265100931035,0.05287903198334196,0.07658393607326551
RPH3A,-0.01938731580538146,,0.06465414619553558,-0.05144327506409679,0.056061156904472734
JAG2,-0.0014892006155087193,-0.062066310774966944,0.09969665547185075,0.04641718789225586,0.00917349375556339
CGN,-0.014619453855175794,0.07533082388678565,0.08466041526985588,-0.017389172999694964,-0.003724023163419771
GDF15,,0.015567268977006466,0.04834918108368955,-0.014496689336926362,0.13368660717977784
SEMA4F,0.023373217819704525,-0.020794717400214786,-0.05794080482920878,0.03127464301781249,-0.014241584256087675
NXPH1,0.05019979642622601,0.05637651828181203,0.10628702041071365,-0.0710909330562895,-0.03296475851605455
ARF1,-0.013010535716471438,0.0029927043374645885,0.029928758809021405,0.09027666770515154,-0.013598991317251669
DSC3,,,,,-0.015249149222480244
EBI3,0.019709503282659087,0.08201633841799257,-0.010952867633363473,-0.04463206068242456,0.03490030849559799
TIMP1,-0.01539411757152125,0.047083642892108354,0.024883533921394054,0.011622627323793584,-0.055289467965036386
SEMA3C,0.019203246488567836,0.0574082991745804,-0.03431915763383748,-0.006538903969370619,-0.009555709933448515
GNRH2,,,,,-0.016524531462618824
GAS6,0.058209271923403694,-0.0005396163272076973,-0.04050135198646899,0.0012056715342529578,0.04051005630608435
MEPE,0.05543322622106151,,,-0.007281888632762857,-0.02107191274503675
SERPINE1,-0.042231060678126965,-0.04935794431768804,0.04851177244639783,0.012181475633301585,-0.017302364650159087
RSPO2,-0.006531587730892032,,,-0.020628922229534292,0.012399027076428943
SHBG,0.0011635722846192076,0.042093338327780894,-0.033988742449326884,0.019573285253371715,0.060879952476532107
LGALS3BP,-0.009248733466932132,-0.006367284179808609,0.036171385486568036,0.03001059590302388,0.025052360508795498
LAMB1,8.231540585752382e-05,-0.04073777061050842,0.05662724724248889,0.029158908166611774,-0.029953079992915972
SPTBN2,-0.024412002284616943,0.046439942927043315,0.05285619205500273,-0.008153832914334228,-0.013231853119316406
COL1A2,-0.016477352368922688,-0.12143540415581579,-0.009333252019408827,0.0437629831227874,-0.0746471795763769
DEFB1,,,,,-0.032656729493732856
WNT11,-0.028532642837156164,,,-0.002782353521121498,0.0604586070962567
