,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH916T1,ZH916bulk
IGFL3,,,,,-0.021066332445264655,,,,,-0.018186170406454698,
BMP1,-0.025024367883011826,-0.047986569166313,-0.022594971830059377,-0.01655845374515357,-0.0293100604030587,-0.0367985854731698,-0.0818362853562307,-0.00535612176838476,0.08909336339542608,0.024698547321129024,-0.005978526116467964
NDP,0.08643898104254412,-0.030908524186258526,0.11360759039097183,-0.023119360595692744,-0.035327333701984175,0.037755543360347185,-0.0013290694767479443,-0.00988193675328727,-0.05520061117793846,0.034465501464773424,-0.039150927231166116
TNFSF18,0.07318798898511217,,,-0.02049573636117145,-0.005734882355546208,0.07276826515803576,,,,0.02579073622614205,-0.03230462279674635
IL36G,,,,,,,,0.07060213264398744,,,
RTN4,0.07561898305202411,0.03152363043550254,0.14657690812268132,0.03133737928264914,0.054617534067146124,0.09052703660673715,0.14752512057589623,0.05240932203537606,0.1005005372774539,-0.014913533334122916,0.21162060892702256
HEBP1,-0.03381177649327922,-0.04014752215475208,-0.0277648241035575,0.06862549768764965,0.012836818044662338,-0.014752838321393192,-0.01472521360838858,-0.06512064192169127,-0.030390995952345123,0.031011011483578904,-0.003976436751755591
WNT7B,-0.055096891917557525,0.09472333054141012,0.05873729916382671,-0.006782445209034335,0.07859754449839022,0.07286735530381254,,-0.0171681843450211,0.009594381967956174,-0.027173831374294813,-0.014142186855873371
PTMA,-0.010928793344597513,0.04354655280946374,-0.10174726018234663,-0.06877545827157311,-0.024686539750407497,0.036743385437820235,-0.14869645963724962,-0.0674112517645638,-0.014219344121159647,-0.018701429177074638,-0.09616634864030277
FASLG,,,,,,,,,,0.010680490778231808,
CEACAM1,,0.045724008394655034,0.0935948758168813,,-0.04116647682928411,0.037623197882797096,,,0.2031733889537513,-0.021945617228724894,
PDAP1,0.03738492266445476,0.04371739807189456,-0.05108051950950717,0.0017548277656777415,-0.03216595564331607,0.03175996956270867,-0.007357610505851118,-0.019100898535774312,0.020078904310917845,0.0056786685709541915,-0.038744009905646776
QDPR,-0.013354867112278165,-0.019392320270288955,0.1218683765127713,0.06423253968589875,-0.05754769311055598,-0.010576071165643382,-0.07646163084847646,0.01868585395539819,0.044430574964495075,0.047576130373019956,0.030054564947209067
POMC,-0.015613061843198665,-0.026504492694077758,0.00853277011461531,-0.05407188631428359,0.001442770163429432,0.06181177381105224,-0.014745251678302634,-0.033466025749277116,0.0035575302642539405,0.021058066509315413,0.002027403934049407
CCL18,0.06343842611128235,,,,,,0.02511200730539801,,-0.03562563681324703,,
CCL17,,-0.016496630646253042,,,,-0.015742201906012658,,-0.014269317004280076,,-0.014296325434768827,
VEGFD,-0.017933174398319283,-0.018379068258236878,0.019931167512023205,,-0.012540877279615134,-0.00016898689605026197,-0.015113600122274444,-0.015292869001847871,-0.06520083504323244,,
TNFSF13,,-0.011379006614289429,,-0.019876588618541798,,,,,,-0.023294669030156576,0.03487796612617555
WNT5A,0.03022911432607005,0.006111948975841772,-0.10038093591903882,-0.047146066687009026,-0.05559446581359874,-0.025954864590270868,0.010927359664649389,0.058547164858277004,0.056282146366378585,0.01588995063872374,-0.04164867106668018
CXCL8,-0.01789471594328415,0.00012954859380171215,-0.04466698848006815,-0.014371879999887786,0.015797266181442456,0.030063301636522433,-0.07257773190930052,-0.0459798054857841,0.0060241695301579655,-0.006766826876738917,-0.06530428493076874
GRN,-0.07832820013443519,0.03348210734764615,-0.0013521392071250912,0.007023784211550889,-0.07848781526895053,-0.04141878839287238,-0.06167487750889025,0.04907387830381341,-0.015741922871291475,0.07143782509334066,0.08092763688776118
MIA,-0.03217969904763962,-0.03473636976209925,-0.004467669625944022,-0.035940705645307186,-0.05393781443661401,0.00813715178644397,,-0.020944284932906263,0.08267642962239964,0.04682857269612741,0.006974041126433537
COL4A4,-0.01897131206646265,0.041249748112808786,-0.052845068898059566,0.07707289037026825,-0.020759306972761727,0.05122310614490572,,-0.020316733399006876,,0.007766557151602134,-0.053437030779202754
TAC1,0.054652502095353384,-0.019883126727190843,0.14497960790530615,0.038467743004570606,0.1281972983274013,0.04530728242296411,0.12949803629850945,0.08713689972905853,,-0.018793973495560674,0.25978603349005697
RARRES2,0.022071404833946748,-0.010229357450259699,-0.10963339782601053,-0.04881733909353193,-0.06381277809200026,0.028687780904983477,-0.09177054347258451,-0.003130430971507938,0.04635997989726446,-0.025376924729070396,-0.1571094143791435
FGF7,0.0391070630397235,0.01212780698808307,0.08243270488859705,0.0737772949255642,-0.02543893460842272,-0.022089909414060176,-0.0200550089333155,0.05916329590780763,0.030958077968441113,0.061335928158209506,0.06360464834365093
HBEGF,-0.08506529040924196,-0.0009325839659373835,-0.02869030557735983,-0.014064281213734943,-0.041258553146840175,-0.049522431421405826,-0.09393357521696363,-0.03919850978904557,0.04411901703759017,-0.005006863607265021,-0.0226091780944148
CSF3,-0.03590703851099227,-0.01966254533900148,-0.03736388183282316,,-0.021962947210139798,,,,,-0.015051825214304478,-0.05796932463522504
PI3,0.028509316918447877,0.010125594418750106,-0.018873336501462196,,-0.02473056843814386,,,,0.09251869989417777,-0.032702615711973915,-0.01364745932842858
PCSK1N,0.10065252043604751,-0.011956441201186179,0.006243039549934213,-0.014318857803291922,0.0687718837951598,-0.08264600158815968,0.1654817068662306,0.03045355032425456,0.13791980480405472,0.020804805796186633,0.2456154217705077
NTS,,,-0.010100842151624755,-0.023086883819749205,0.0015116959286535986,-0.01877547212728888,-0.02867611280915429,,,-0.022289700657173325,
SFRP1,-0.008639845018890216,-0.014393947892861223,0.13387770938410953,-0.02183984269396273,0.0018697060758581638,-0.03486211277798098,-0.03734427614459088,-0.04074521974852149,0.048570016750493675,-0.021771744483561704,-0.014176405177151859
CXCL13,,,-0.021200092806169225,,,,,,,,-0.014840664808879923
MICA,0.06558544434837371,0.009374320389745916,-0.04257901206749067,-0.03329120763465166,-0.007058698919643497,-0.015416001606879308,-0.04847405341467705,-0.006897021090607659,0.0968563461932618,0.06560145855549271,0.05702373008689563
TG,-0.02862364087965821,-0.015533350270643429,0.0033020202708654773,-0.02664834993704098,0.07876457331493342,-0.01585967268039478,,-0.0055065013473279915,0.0026896149546001766,-0.015326325209951367,-0.010127529256724733
ADA,-0.04232968872832384,-0.016949035342045834,-0.0017455205088153256,0.04522590956193375,-0.10108083100833475,-0.03872075849948068,-0.10402830717753878,-0.0317286708975827,0.023298792677191506,0.027698674951983308,0.04774134246385648
LAMC3,0.07545057707341703,-0.022010641482065475,0.06533155626366734,-0.017901063087326904,0.03793252643223045,-0.03304996269640826,-0.04353398273335295,0.019930613816294383,-0.07647006615632655,0.040695879298181505,0.15996914702334078
CCL7,,-0.011230587427586255,-0.028107408949174628,,,,,,,-0.01577285378057594,-0.04195497673492518
NGF,-0.02068706559755799,0.019723131795958693,-0.006027723471028441,0.003029629624301209,,,0.04713546603167075,,,-0.028790996815497367,0.08043649165579482
TNFSF15,-0.025592481960432536,-0.012505808381612178,-0.0028307507679487674,-0.030877198509637542,,,,,,0.0226709073609671,-0.011827168283298183
HMGB1,-0.002395336678984331,-0.019250885870284305,-0.06974500759330216,0.0064351351723316306,-0.04321528136516344,-0.026516621478381693,-0.17300631477333633,0.00010758893846750399,-0.031800142651601346,-0.0547389873752027,0.03585988853616986
ITGB3BP,-0.0025708111360334207,0.024064117320779576,-0.014678737999979811,-0.015775118123109305,-0.018565014295607814,0.008245158266057562,0.0571776344531155,-0.024326958227943965,-0.03682981877377496,-0.013831940979816907,-0.021146235265505065
AANAT,-0.02116183558098078,-0.011379007828749146,-0.018751622410752986,,-0.019811172743078878,-0.01426269632569466,-0.026959781078662984,-0.019140923886327918,-0.07881559309530925,-0.01668833706220837,0.008212496359809782
RELN,-0.03566897498020943,-0.005138786268967254,0.04446836978716119,0.0663116309835855,0.034889708563191034,0.005447435988754187,0.0073491472735970455,0.027944488560965576,,,0.01585935577812285
IL15,-0.03637927134431961,-0.002700790091611979,-0.017108202892441266,-0.02197096236784769,0.04182287584568885,-0.009675024270820858,-0.012923553712470236,-0.017752322225458295,0.011705593778479722,0.043588283249988535,-0.07429254899284114
UTS2,,,,,-0.02829810942179946,,,,0.0873006945617485,,
BSG,-0.029578099825620787,0.05282278968689853,-0.04379419354774866,0.027571575113304835,0.0831472376281506,-0.08523384370067294,0.15043481418743906,-0.05790996836828389,0.20259926746031806,0.05230550796977562,0.06129549749549631
ADAMTS3,-0.016207393662108858,-0.005137032399999639,0.02158054593816171,-0.024707564679902976,-0.0571213379476819,0.004936957583437496,0.07133136924141226,0.020464268535209832,0.05373166928359345,-0.0012681844945970412,0.021493246325685927
CD34,-0.02034840300809566,0.005728497903031609,0.04430352364054938,-0.011823891516226074,-0.06328520876577706,-0.021083265345165955,-0.006116398071601335,0.015606382258506761,-0.05568480685054936,0.024438138010449563,0.053986643764899735
CCL23,,,,,0.04449805714535623,,,,,,
PLAT,0.04368942902052254,-0.021073188508101196,0.016711404056361023,-0.022152889933184688,-0.05895819706124623,-0.06536564825336222,-0.006952684520600019,-0.033051649319273686,-0.03286690036261511,0.027856608716456056,0.12897609763852425
LTA,,0.005431398202952414,,,,-0.013736462967063084,,-0.017752324416813233,,-0.022459986692977156,
CKLF,-0.08945093845411863,-0.05079232142201981,-0.028926454713289914,-0.030045495377135367,-0.020537654911526104,0.013580189515272123,-0.038338237973206096,-0.05624471133616046,-0.010076170836387286,0.0003564469986860809,-0.05863221685643391
CD24,-0.017509607829200555,0.007197274731140528,0.004659993991505443,0.04779139776669371,-0.0179749404902515,0.035951986117365595,-0.07045692822401875,-0.018811873561631783,-0.029464189867840745,0.056608435733658834,0.07825547463658415
HSP90AA1,0.011716534366544028,-0.06196816932311119,0.13859623240954216,0.07705084144393023,0.07112463500619133,-0.0344554888099551,0.2061849238209783,0.021836230433547404,0.015935701610018164,-0.07990515613354694,0.09468750465089548
BMP4,0.01064521541765894,-0.006746253028703212,-0.015512739863566983,-0.021646175489080377,-0.004630231799150041,-0.011635778239992655,-0.015975869784115384,0.030300661986962615,0.14071735029191337,-0.016542609943968754,-0.038343438843538614
SCGB3A1,,,0.04285282492421319,-0.014075768558120644,,,-0.04745675933925219,-0.012387337213380352,0.0011832611045879576,0.08116348422134687,-0.002157143887515785
IGFBP4,-0.04284186422553692,-0.021553762270887594,-0.05043516901061101,-0.06254700382898956,-0.05640335034062448,-0.03377140176631915,-0.06615867476068463,-0.005843063032121557,-0.09943398389111417,0.02969391887749838,0.13717388324617413
RSPO4,0.06575197133144747,-0.022032458044771486,-0.02577345098994293,,,-0.015976342685274203,,-0.010001835755364058,,0.029082843422682195,-0.01241099519486403
LEFTY2,-0.013616074969302991,-0.02191863620775976,-0.021462812714206587,0.0007693358953931374,-0.021625411478773372,-0.03934415107313144,-0.028676131690471944,-0.02191504624108822,-0.05032157005898198,-0.016613507409020508,0.11015370780381553
PF4,,0.01944035487154074,,,,,,,,-0.022459981495569638,-0.039499036333482535
ANGPTL2,0.01049676490847997,-0.009977504939036472,-0.031267400190392675,-0.0006181901714522704,-0.027425616306591245,0.024641229309032116,-0.03577385644756681,-0.06072762723368196,-0.11170488063190755,0.018767136269074756,0.10661257546201017
LRIG2,-0.03835121378965258,0.022075874879467806,-0.06337232326451411,0.018377965357673668,-0.05493982188204537,0.017490087923608105,0.016990160366737957,-0.034046171764047665,0.009629441783067636,0.013474928162650007,0.030583355924576183
ICOSLG,-0.0317571949865125,0.048124254554326694,0.01683992758605183,0.031793820046234905,-0.029110462200838055,0.04081528276695458,-0.047018001043545324,-0.0329266131806817,-0.06841545144886098,0.08751643543338132,-0.012607999470250524
WIF1,0.12580131257290852,,0.08010887675694224,0.04042545930161668,0.1314093927723799,-0.012328565239644583,0.04920183036812027,0.0764222098748207,,,-0.07752805305962072
NPPC,0.07378037689280292,-0.015199837556963854,0.05963973792989649,0.10474193667056804,0.03971831301826862,-0.024049113544242776,-0.018745931762246423,-0.08041265879956884,-0.0217105748936698,,0.20831186977824254
LYZ,0.010290861410106517,0.01663232844255493,-0.005091720487555423,-0.017592366770815805,0.01959089171313891,-0.000358915151726329,-0.09005238272190189,-0.040524421888051006,-0.13454758037443096,0.05058787766376438,0.034208947698108935
EREG,,,0.003517504916466277,,,,-0.0294993592437235,,,-0.00911094809874256,0.008017774009708701
SPTAN1,0.07428711499951023,-0.03752353997034215,0.047777620751485866,0.03469347832035199,0.08289797847176796,0.022678512195368518,0.14497267612903342,0.10670111212287518,0.06537701962070658,0.02232491385259751,0.17538578835515076
LIPC,-0.02910074778299062,-0.017608573659650947,-0.024952942625614205,-0.034071328983850735,-0.02069778042119583,0.038180683170193255,0.010490548788794718,-0.0030747752207471394,-0.05872551248909945,0.016652756704703283,-0.06015293241718555
COL8A1,-0.01794028932582659,0.04106000411163093,-0.08398794978685284,-0.012136914421149891,-0.021258841842356806,-0.041917267774114496,-0.04646274349195785,0.013020474630060109,0.06839811646657053,0.04898167660352436,-0.082583776419159
GSTM2,0.0022710134209900255,-0.004908596833012554,0.024125228549745744,-0.01857940712947109,-0.006405197267568876,-0.0379844405061614,-0.03535702659790844,-0.04933125738463563,-0.09883690055233336,0.025739919895756306,0.042939838651575156
IL4,,,,,,,,,-0.017477437464148513,,
SPX,0.006493125085856765,-0.02885362753538526,0.1091733044728491,0.09767351033083031,-0.011822530830355723,0.09114635339222818,0.06042031600449879,0.01975096009084579,,0.0258831421209548,-0.033903911937652485
MFGE8,-0.09004667994011249,0.0399400661859584,0.02793214525539706,-0.03898143572062862,0.021820367815895015,-0.02137359271547609,0.016758780048506755,-0.0367637571659609,0.015708385013986127,0.012322325768428576,-0.008207224115599465
TGFA,0.0017279800901588765,0.03214178186788192,-0.09122303263673212,-0.0039473329243374655,-0.039787868710067995,-0.02151365931704508,-0.08639405692418195,-0.03201994015080944,-0.029558081349661876,0.048278390945392644,0.020159805250371303
