,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1019T1
IGFL3,,,,,0.041289498643453486,,,
BMP1,0.026054020511990482,-0.026927517481724682,0.07212069470060137,0.0778216245615411,0.06939787393587504,0.03339231436904124,0.024643233789540253,0.04959224044061624
NDP,0.023348629990071423,-0.007859442684384408,0.0015694966362252817,-0.02586128846259885,0.0023020883005897253,-0.048793935263454935,0.035570027429944064,-0.03892680938750461
TNFSF18,0.07318979809841525,,,-0.012582397102037391,0.054470326028101756,,,-5.7364517956034543e-05
IL36G,,,,,,,-0.020812443553361256,
RTN4,-0.013945676984461565,0.005044337196466384,-0.024099701005366684,-0.05521882253563324,-0.062233282611734345,-0.026374214273622708,-0.0892192852638733,0.0657111998609484
HEBP1,0.016437508675041654,-0.019989358327990408,0.06084972854206155,0.04467890385144363,-0.006240417078695731,-0.006618960260553153,0.008251354566933454,0.018045666633222223
WNT7B,-0.04194654961950262,0.021964381354966436,-0.017246155190692693,0.02286364021631281,-0.03196669075620638,-0.010578799053168815,0.11167352963372279,
PTMA,0.02941150131395817,-0.023560810917243942,-0.023565075174062998,0.09415755594758005,0.016183606812105653,0.08652602843463389,-0.019619067316017064,-0.02740307421336548
CEACAM1,-0.004813397213795192,0.12440155530877851,-0.01456208478832588,,-0.012834313641804233,,,-0.042967503920019696
PDAP1,0.035155479086600445,0.03627079113177923,0.03226074980834861,0.03151428734615886,0.04682598369572543,0.0007114570239231604,0.00734167502376956,0.042313673556640806
QDPR,0.06059632631547285,0.023727273210995523,-0.005125514456070099,-0.03192400923354428,0.008639278007125177,0.009386636078687957,-0.08933571504042126,0.03333103414678464
POMC,-0.010948297881805055,0.0006641651511108048,-0.029302358121387186,0.010827824591610332,0.022705970596036008,-0.02845277199777903,-0.021999193393782493,0.12638269945127628
CCL18,-0.026583206233168292,,,,,,,
CCL17,,0.005976454250933617,,,,-0.01309358769468624,-0.001173897093874782,
VEGFD,0.024994480694537028,0.06318321939896793,-0.013932178247044983,,0.05939306782800782,-0.009604304920380233,0.048140327117389935,-0.058413379996784275
TNFSF13,-0.020060546843794155,-0.021324388884063177,,0.017618279935829286,,,,
WNT5A,0.008781252238738725,0.03172525781838865,0.00018422117306155777,0.09814156394303704,0.0638493776924356,0.019540477297140486,0.04349310914704,0.05032728592746445
CXCL8,-0.05257738117893152,0.008601601398568368,0.04065263911361889,0.02459852053513763,0.07673919507566723,-0.00894394635091954,0.05540074080797966,0.020399603778972476
GRN,0.014986732801830533,-0.010649813461741554,0.032935972338350716,0.03626652873416029,0.07392070057065482,-0.02207473972724477,0.03749775078615569,0.05732725250531832
MIA,-0.008371987940548392,-0.026094099133585087,0.033934106440360656,0.01076553210395326,-0.040445438468111924,-0.010922874199149706,0.04672265031174878,0.0289516262333601
COL4A4,0.0829493177135457,0.015123472376574902,-0.01282765577079187,-0.011609949683055383,-0.013952280706531733,-0.018349559987202668,-0.027070471304793307,0.022327701547600075
TAC1,0.025686249737572272,0.0439550425512822,-0.031260360653400966,-0.02218140849672542,-0.04310486355633307,0.004995898417362757,-0.04092514387843006,
RARRES2,-0.004973839330551207,0.04696867723724229,0.05874848890541086,0.06268221948049196,0.0363559227248525,-0.0005258899254522812,0.06230894073120257,-0.1057468081949185
FGF7,,0.05731245374663974,-0.012021028949583306,0.12557609769194497,-0.018331336251429915,-0.03808991574009366,0.08884482866926022,-0.08624874388614807
HBEGF,0.050882694260731214,0.01163928053001506,0.08336090906379391,0.017850230358930984,-0.008552039347500798,0.02578401325317252,0.016720529807876954,0.004613540832922099
CSF3,,-0.0210184175009243,0.014706744495229145,,-0.014761244439454516,,,
PI3,0.0211249260384007,-0.03549242134786809,0.08647756581135463,,-0.01662135606616416,,,
PCSK1N,-0.041694500219979495,-0.06138528052192525,-0.043221117996407675,-0.014664328076889896,-0.01689808075372768,-0.03330211925473015,-0.0984883339609748,0.043312278458687924
NTS,,,0.027704698792143094,-0.014173110687499262,0.0675105365967428,0.1176642186840311,,
SFRP1,0.04338991585493968,-0.0037552298798975998,-0.015894202649443415,0.07126176332457626,0.010079732324517329,-0.013093587826549421,-0.008521874166116813,-0.021568479025548804
CXCL13,,,-0.01575135780383844,,,,,
MICA,0.009728165989457166,-0.025551061129279615,-0.00827011694420606,-0.030082892320431633,0.023245585462047927,0.014894024200317211,0.025015182206002264,-0.0003637969214568654
TG,0.02998294449010848,-0.029109676536052613,-0.03371099387739913,-0.016359505953497652,-0.017815501379767663,-0.009475772554153859,-0.028559845348739135,0.014512304513790155
ADA,0.014155181274740677,0.00585767471953855,-0.02004003187350612,0.08537807119232473,0.04385732286341372,-0.015389416670081875,-0.06958559806296039,-0.04767799934590588
LAMC3,0.0893902928392211,-0.026816823459779884,-0.021531485683057242,0.08891479115318873,0.005051632327016556,0.03634958695955398,-0.007784916244827885,0.03794627931061762
