,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,,,-0.015367754685417708,,,,,,,,-0.018872393039894617,,0.06517021648682633
BMP1,0.00044174065535770347,0.09445275010843186,-0.02480885945286824,-0.0066019108435115565,0.14215296150698983,0.05838364998320585,0.01743116962850701,0.10470020108719878,0.043676280377922504,0.07149288830416015,0.09359383982799253,0.15679855035920562,0.11726942024753143,0.11287027521161026,0.07048059846184172,0.18794691039883532
NDP,0.06075317485826297,-0.012816011464218608,0.0005529964448671205,0.05875885259471298,0.0076494575327327756,-0.008164318559551987,0.06340876981415772,-0.001366608885701184,0.037890958060276904,0.07063006044815348,-0.07583463446378017,-0.014876391823967366,0.036491319261308344,0.02331122847402572,-0.03203240967186135,-0.06264176324339621
TNFSF18,0.025548383516326746,0.022034193686435073,0.026039292618286494,,0.01123750886693278,0.16461107615971649,0.0945904310068069,,,,0.06771037737403521,,,-0.019462765824743836,,0.03301858305985794
IL36G,,,,,,,,,,-0.013752911436744552,,,,,,
RTN4,-0.008018173165168521,-0.06135708183775871,0.0032997530789933855,0.02113079043885872,-0.07512172853005193,-0.02389661650552594,0.03169361841248835,0.003453385952488218,-0.05241512392614066,-0.01710802163365502,0.04249975496872613,4.745744194427029e-05,-0.021132350420988422,-0.028809337810472683,-0.07943145356283307,-0.03659367894316558
HEBP1,0.0049092916463481205,-0.052017157135024555,-0.01700016303360265,-0.04988017749098646,0.05073974301988311,0.08041225597661182,0.0595376656086537,0.02521304839962729,-0.014844008461281226,-0.030082326517609934,-0.02246737631312702,-0.009997649407639132,-0.04040748019491004,0.04459777188576327,-0.032151667528258106,0.02458171423147111
WNT7B,0.19074878246096175,-0.0403005632509783,0.007158498203596842,-0.0099951523056623,-0.042827940686090304,-0.015114450667371776,-0.030076881911555303,-0.014776916640259005,0.03989487057987957,-0.015116034573743229,,0.05019947412448596,-0.01717213808818818,0.061972115287464914,-0.020366673885378588,0.14109806946336434
PTMA,0.07327757593599626,0.055806148771620726,-0.015967128944931443,-0.03488146797807036,0.05232174645354331,-0.03919708869169574,-0.03104719373378785,-0.0051842752410893,0.13453934515724836,-0.015354203198916233,0.11094005694403167,-0.049470331707730415,-0.021009195878320612,-0.029408029929723013,-0.017574568872983372,0.19259071549661996
FASLG,-0.01771009839490702,,,,,,,,,,,,,,,-0.006776721813538405
CEACAM1,0.04971771181741227,-0.017332503538678195,-0.017392913693492856,-0.026847113203060626,,0.07408242283652626,-0.0165028104370964,,,,-0.04431298973931569,-0.013081726630515043,0.017127556669431207,0.00712792709406313,-0.01351765766452986,0.05898835000822512
PDAP1,-0.010538862668661258,0.02950660056641907,0.0031000850183242733,-0.005726318324276407,-0.013092959541158071,0.04283757283738991,-0.03708412919012823,0.01294924212822941,0.06609436164709948,0.04301996279774122,0.014256238611857557,-0.019953507938234395,-0.05433139424538941,-0.03347459630535937,0.03357828660328691,-0.06544646084680655
QDPR,0.014134153324813313,-0.012888338668809394,0.03454564793495363,-0.009067857863441687,-0.023935016425022992,-0.08806053706038089,-0.004994550310540632,-0.011442530157482565,0.015237083611954793,0.011144742766773854,0.04161497476534727,-0.1957643676443008,-0.029799063597545642,-0.025456736436966495,-0.05421358822061463,-0.0624770778144432
POMC,0.02134558717740635,0.018165917402418547,-0.02057745405515744,0.07725717716545373,0.02013511577521432,0.02099440523272539,-0.012175115541404461,0.03905643447928876,0.04770224482557228,0.06971906832638129,0.06189531199649104,0.08778159715985133,0.01243079608132075,0.019583806917988566,0.11286490060979354,0.08857005041239308
CCL18,,-0.021629326771535142,,,,,,,0.02116327560826971,,,-0.03184646658765345,-0.006391733277653957,,0.051890724880472416,
CCL17,,,,-0.020346440297852424,,,0.028448621868733207,0.027539982958067866,,0.09456463702712795,,,-0.015797570861355418,-0.004365058825729383,,-0.021684831340814493
VEGFD,,0.07489225773713708,0.014300835717051662,0.028520622914857872,,-0.02574511140244581,-0.013942742298234058,0.007427469921918164,-0.01503742817854302,-0.013464879681973988,-0.04291608542797341,,,0.09313456397139709,,
TNFSF13,,0.02637426192221158,,-0.014034519150678474,0.011942476702614757,,,,,,,,0.0818598150877238,0.047456622700862414,0.03383611755666912,0.04692836029730754
WNT5A,-0.08691688266577427,0.024735028251763116,-0.022877074021331732,-0.02071051306196522,0.03699309433560401,0.10671149270564712,-0.005207958140288481,0.042385333224241706,0.011840176369426149,0.04407285277093243,0.020005916679953648,0.04547146828276702,0.048024652893919544,0.10789560865156053,0.0221309988556989,0.08192745230649182
CXCL8,,-0.04409069265487878,-0.023325988509873004,0.015610468508183626,-0.019938093640957597,0.06201225882731338,0.0024157368383586164,-0.012493284823563962,0.038985706430141306,0.020934668136688674,0.11919204195463413,-0.056070718438230215,-0.02163009442536395,-0.03532724335557691,-0.054437082792337964,0.010853653981122868
GRN,-0.005417679199002489,0.10255507878418364,0.011138785566540148,-0.04893875354492031,0.04285312153503361,0.06814242415707576,0.010844114765688419,0.03162671775614371,-0.0012790085047900204,0.07699426363271879,0.1907424912948874,0.12181447164201889,0.1004706533198762,0.05796909548696667,0.08682039448622336,0.1758992289354193
MIA,0.01817093182781107,-0.01859927545478853,0.06656296943681464,-0.04284277733339496,0.0772946219379653,0.10728085230707711,-0.02572202723556844,-0.015257535444396475,-0.020393454127975066,0.054819654552499535,0.09976976530642387,0.07437463481615901,-0.005265867777515858,0.03796428719770074,0.02294111737073603,0.006933551600284508
COL4A4,0.09017456965515427,-0.02597664571939483,-0.02815351646997681,-0.005729150042781967,0.041232943547553955,-0.015143781568319196,-0.013662890617051088,-0.02563144615504391,,0.02083235739076672,-0.04717109406297523,0.028252573263445626,-0.03151188199387269,0.14789845670310797,0.10244328618038495,0.058595182603286694
TAC1,-0.017710088759571183,-0.01866147782264737,0.0546021355951549,-0.02754600626496868,-0.027964736912686552,0.014994049995580868,0.00789146636908736,0.003394169077585782,,-0.03170168871892075,,,,,-0.02332181041532054,0.07419550913393852
RARRES2,-0.008007718186362478,-0.08962463335833676,0.0021365896187175927,0.07128766390245596,-0.04137594377937481,0.009442626803607164,-0.012856455944737916,0.02254904603598537,-0.005672636335052688,-0.027710745355417316,-0.12572574575656592,0.03432822590127557,0.02570065616660134,-0.03169397436321801,0.035259323143442725,-0.06436235056225631
FGF7,0.02250460412896323,,-0.016765742642927992,-0.02813761885201657,0.12074643911538338,0.014284004816250563,-0.02129448116859686,0.014717032706258468,0.030482294851217,-0.03445890932392347,0.07940900003726602,0.07028463100644698,-0.038314612029800986,0.028986833096569253,-0.005973101676581092,-0.008170829815662093
HBEGF,-0.0061631284554582106,0.08601595829538332,-0.052874837979319196,-0.018336400879037547,0.03171926381490504,0.11159821464157679,-0.016979730269891656,0.008105152100055064,0.04026536675897405,-0.04457754163595341,0.06739439192951568,0.10654429118629583,0.012662905506589557,0.00921716642878886,0.02935561992120975,0.08728835224197554
CSF3,,,,-0.02425118276711119,,0.031044326313554412,,,-0.02259112292340803,,,,0.05394110373286371,,-0.019379408756106446,-0.02283078212180397
PI3,,-0.02275496369401387,,0.024534451096753434,,-0.018040791389568996,,,,,,,-0.0284116294844339,0.0774374938099151,-0.010839635744295912,-0.049603704766887975
PCSK1N,-0.035165383369028455,-0.06529873808208032,0.022698560341428625,-0.021483557830862192,-0.004091551764973145,0.022130478052675675,0.004957682266535383,0.011314897698450184,0.16989122571143864,0.028251842939780877,0.12370188920673923,0.004218068397635553,0.005091186833182562,-0.06567904143605853,-0.06941284417076546,-0.10839297030934636
NTS,,,,,0.054064235460369134,-0.019692755642058222,-0.015608264320693234,-0.006665501183466125,,,,,-0.025414370661568965,,-0.02532497490345631,-0.03380927508914539
SFRP1,0.11971601159007308,-0.02731988564771954,0.0722046679170046,-0.01775305562284742,-0.0037122660616290886,0.11312128634459777,-0.0005897760943669669,0.014209669451510165,-0.03219343409082958,0.00711664136568411,0.11446530089684401,-0.004552589733703383,0.0009597692373391555,0.018880615847874618,-0.006581064545327141,-0.03302363318990703
CXCL13,,,-0.008295052331429674,,,,,,0.15776977420179997,,,,0.07963403389742257,,-0.01929962887264364,
MICA,0.07143982891839207,0.08502103035031915,0.004324185038945686,0.012085255109849478,-0.03455644332726656,0.06085751309618866,-0.010439303583559356,0.023916613977465414,0.05293306341706052,0.024576411840919056,0.06565493916826311,0.15897110758253283,0.10200591293220694,0.053138856910382545,0.12040211655478507,0.06089373299003984
TG,0.09017454933396782,-0.03406094238864377,-0.023650858224019536,0.011795235741877285,0.0007664985715247188,0.00045704318184008706,-0.013184326953647869,-0.01323616229318987,0.06775133970566842,0.05150681848527045,-0.03652067968836408,0.09815681124465821,-0.020991022055666147,,-0.01594955120152648,0.012319102514793892
ADA,0.005212409440058363,0.14410239111386386,-0.01600373111126848,0.020181556471072178,0.12258797893257133,0.0389725883943065,0.017730755313368086,0.07253636052964926,0.14019699798790383,-0.04056504418886731,0.11764995504845725,0.10278122887148484,0.20687332968334765,-0.024426004710490508,0.08643942376086064,0.2201734449777193
LAMC3,-0.04847258058024043,0.1240385211090199,0.01036595688638133,-0.03357893488298794,0.05525596113162055,0.102989792460698,0.00194836446359087,0.09895106381475074,0.05645143246092886,0.06677857233161222,0.21727056259896413,0.18091871829837108,0.15760405597150715,-0.03640074525480544,0.13513526402940423,0.18987349971002013
CCL7,,-0.013758079023885313,,0.028658002207025687,,,,,,,,,-0.023676917371264337,,,0.044300868892212165
NGF,,0.0774139082203789,,-0.03173724061610967,-0.01793288202113296,,,,0.07902844013446471,,-0.13919838744507604,0.014405227616823925,0.13480645777843822,,0.11035285422860892,0.09533818868934245
TNFSF15,,,,0.0595467330282271,0.012381540554021582,,,,0.012285657331381256,,-0.05294692120946572,0.18543988458529928,0.014742966297630996,,-0.012034280134144542,0.026795277484585954
HMGB1,0.048714863594375934,-0.023931741287903537,0.06547872459899716,0.0033151523047680303,-0.005464161789424027,-0.015364118473078755,0.0051992003081720055,0.0025513800768827343,0.07674353114603692,0.04153462072570764,0.04299512657453114,-0.0239246326258466,0.025119406961273665,-0.0828637249832452,0.03874172279908196,-0.10025159930889846
ITGB3BP,0.0023000300776862856,0.0030002362028449495,0.004247067687411848,0.03427082643194041,0.04371968900833304,0.009135911510048141,-0.011131651872675402,0.035327323559356624,0.016666230408862295,-0.019629651167295713,0.0033123663230182404,0.05456447573758432,0.0010386087176326112,0.049978349331642,-0.00031393903292071634,0.010986332944026263
AANAT,,-0.0027658232961849144,,-0.01403452064855599,,-0.014452123716224074,-0.011856742278862074,-0.015257536293059553,,-0.01685296834100163,,-0.03316942989569655,-0.020771337330265996,0.10221115337184802,,0.08924181892666028
RELN,-0.017003704573865172,0.03151309763388139,0.015015382412691675,-0.02436078488458214,-0.03896377957545691,-0.042407065482406275,0.06206710689812941,0.0037067534529484076,,-0.018657690592845277,0.034886680711593274,,,-0.038490329188246145,-0.014536106219093087,
IL15,-0.026150772422381983,0.011954446913677834,0.023325238111413633,-0.0368862303749532,-0.015493815831981885,-0.015879188716308775,-0.017175010189806272,-0.02408548423762949,-0.011655259792698165,-0.015630349204753258,-0.03888121151952111,0.022669222564131473,0.022738815851808123,0.012876109777864523,-0.0019084617218355377,0.11944365066735059
UTS2,,,,,,0.07176576275093971,,,,,,,0.032295926927304014,,,
BSG,-0.01783831579651298,0.006789080788106655,0.0845322754029568,0.018564904179659104,-0.02709513365189164,-0.039673112274532414,-0.009980936011824234,0.011515228480723057,-0.03325412062314622,9.495352353618402e-05,0.12979374321886686,0.14316575225884542,-0.003460355779976023,0.06887840377852864,0.02023417096112214,-0.010176030188250945
ADAMTS3,-0.05484080699271498,0.06338780682960969,-0.041556272624796914,-0.019681231946763102,0.034779742687312154,0.039788533265214386,-0.020275197955083455,-0.03588727338481428,-0.028225603461488846,0.024655883792725465,,-0.0034066992772154355,0.03126490321089867,0.01585785247008242,0.08928310637823803,0.03086452957357477
CD34,0.056066990702525854,0.11371505607362155,-0.026142799060455583,0.06666358766196769,0.06060158129696403,0.1353842748438181,0.03320581318046238,0.10471165358686713,0.017629106579375817,0.05244256805668765,0.21115365429391755,0.07437625660172388,0.07855180232704442,0.015849365852278176,0.10256828198699583,0.2040086520627379
CCL23,,,,,,-0.0164442226654203,,,,,,,,,,
