,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.02287489527769263,,,,,,,,,,-0.0392683947366464,,0.0866446233588688,,
BMP1,0.001255237747853032,-0.0005057375168125732,0.021812518835356294,-0.013526608588054514,0.06774637311347995,0.014303808400374594,0.04383028190528126,0.08971638533620192,0.0891036485932751,0.006434854300978379,-0.03690029695253217,0.0009934772047870495,-0.010229331091719382,-0.010557448958058532,0.005519838978934915,0.10762271525894218,-0.023249259948852182,0.032402928622842,0.056532740513075545,0.0016781787878725606,0.1061565771936028,0.06813311980092464,0.07793787790521284
NDP,0.0864773068041907,0.10095314833197469,0.009909487633095468,0.04868683273877705,0.11845207160033688,-0.008731496207519774,0.06362297548636522,-0.023035983407266647,-0.015719142540332687,-0.020899709374936414,0.05687767406282599,-0.0008683046190999401,0.017871277798036486,0.06903262350525548,-0.0005152614741490634,0.030700741143711366,-0.003535066795326161,0.05083149598795634,0.003937014624989696,0.025434826138508556,0.13756731101435088,0.0511876704987653,-0.032045733839687354
TNFSF18,0.03206849814606163,-0.037690830316489184,0.05351207982663029,0.05674389910573869,,,,0.14927899310718698,0.013308315145125219,-0.020702783506639733,,,,,0.13766718237497164,,,,-0.04049680236403237,,0.10110817024100444,0.03518767796930035,
IL36G,,,,,,,,,,,,,0.018118538307192258,,,,,,,,,,
RTN4,-0.02794853410736367,-0.08025893093177182,0.06491503347585106,-0.02465538958483194,0.039990343798682576,0.011424723172401266,0.07301989117808438,-0.08519626055001404,-0.044572294157200154,-0.0270699074286815,-0.019709679222613127,0.03704955067873948,-0.011460777374276929,-0.06223644813142526,-0.03722213018582413,-0.014172881069533124,-0.002506838930318539,-0.1055624752601005,-0.04567718805229614,0.06189503089482249,-0.030389612536257205,0.08977724589646117,0.029138747129016263
HEBP1,0.007848842806200615,0.021332708863619626,-0.005859372797250212,0.013889283551980254,-0.06636371379721794,-0.05399480148909517,-0.030979035699743248,0.004661285063685246,0.04371956829089171,-0.00910618502945615,0.061488204527954476,-0.025283650428140143,0.00011072838703381427,0.0487956959280793,-0.039098654704098894,0.025175159995643962,-0.010270205790552284,0.1121856619687111,0.010488069057376155,0.09019722669086504,0.08676685071508472,0.06167725761907337,0.0613811726638661
WNT7B,0.04548744494399373,-0.05930737415835205,-0.02608572563568455,-0.022175836807186437,0.029885424182124795,-0.03231272315829471,0.04462893699460623,0.0038717513690619708,-0.011804840564326655,0.03123979420416755,0.0013049240388010644,,-0.02063567602471041,-0.07558039921408503,,0.067320831378888,-0.02566844715950877,0.010954644249328663,0.010006799571211655,0.08706174363564802,0.00045907677921808263,-0.0668747226059491,-0.01830984140444626
PTMA,-0.01895866538022177,-0.12415120507080087,0.002717479863389821,-0.037421750606750966,0.07416911834624737,-0.043115133185074844,-0.03628346738858121,0.08295806107702842,-0.1247905354560802,0.004101458692257059,-0.034698396623254885,-0.016358077578544638,-0.0339026491572195,0.0027420674930772335,-0.05195619859259105,-0.08433175896080738,-0.011624147964704899,-0.08892593152348814,-0.10895029950602972,0.021568366345534138,0.0017279095458079276,-0.011106078856425549,0.034771993604465416
FASLG,0.03727298914559188,,,,,,,,,,,,,,,,,,,,0.08418773115671771,,
CEACAM1,0.08827123694019752,,0.028661046801322036,-0.01701862096274447,,-0.015711756098137058,-0.021029416560938038,,0.026889229504719926,0.05959379791438752,,,,-0.013550831126044969,-0.04657053257140403,-0.027959117586735315,0.022663814913005276,0.0034806168897571536,0.004402128170312957,0.07198872716072462,0.01286663231723101,,
PDAP1,0.03474803910256856,0.09542103008214806,-0.03115089880771361,-0.0029573167695443286,0.03252843896905518,-0.012764942867446918,-0.051887753512009444,0.061732493505772604,0.12476153397297564,-0.07373012516704211,0.005104984250120719,-0.024641347579452303,-0.033790957120470096,-0.05271179880378165,-0.06491158506090387,-0.04779310020400654,0.05062759825382958,-0.052651929790749195,0.009720424013747297,-0.03778649418166116,-0.0030991323260505807,0.02703567123388354,-0.001306456115544635
QDPR,-0.005281063274750029,-0.0022053033007887767,-0.05832690768056444,-0.0011510869510365294,0.06306235287770796,0.06213653761584674,0.09441033892818348,-0.059807115088780914,-0.07150119072058161,0.05303221781983279,-0.016594631689366618,0.018089146912175093,-0.006761657047342142,-0.03803575657435131,0.041503342612562694,-0.010340697560763912,0.05210350651711545,0.0022786414832418017,-0.086342771183193,0.01632718626659019,0.11929582459536119,0.052518154270962084,0.01498756126612919
POMC,-0.004422639008755075,-0.05461216700585699,0.09156189548473777,-0.030239374255801383,,-0.024120204801099266,0.017136998218989716,-0.02233937190053637,0.0772023320663369,-0.02402187284354894,-0.003652322837414621,-0.03261180346572793,0.06498382901054474,0.006876434946328425,-0.050387878693364606,-0.004341796725244641,0.0011019079292538434,-0.030791314778837748,0.026804959730536673,-0.023386524672551475,0.03419854827977763,-0.04424840949154211,0.00516773319369016
CCL18,,0.0017274473333970014,-0.01192313610753967,,,,,,,,,0.06898904964048355,,-0.04880072460330765,,-0.03891534610051893,-0.04306137265032497,0.03283134009062797,,-0.08950740853101123,,,
CCL17,,,,,,0.0949353192720297,,,,-0.015104770261333013,0.04012418236702834,,0.0007210118497354828,,,,-0.022813297652744535,0.03891346036169794,0.0361345992184532,,0.03806473094353292,,
VEGFD,,0.007092161908923237,0.08427049498138876,-0.02437576009399553,,0.03838203929913919,-0.020119755118664664,,0.06716700992551201,-0.006128699179191663,0.061149408118509684,-0.027604838123632038,-0.027808531259855856,-0.0549794712772868,-0.023008683960868758,,,0.017209649022113548,0.032629299427718805,,,,
TNFSF13,,,-0.0102424421518404,,,0.020723734195229427,,-0.017110367484374896,,,,,,,,,0.007704686452842529,-0.004513536616114373,-0.0097719421100216,-0.029857258331881287,0.0035948391667801004,-0.04830645819305834,
WNT5A,0.09331907472448119,-0.008656045090034637,0.04560430750465018,-0.024340158067619265,0.021800620815946154,0.05563598919411373,-0.011482342912086335,0.13260036854782478,0.042077093936897306,0.049684481790915246,-0.07948189071101572,-0.02127362296717194,-0.036931537027406466,0.1650029706332942,-0.0745732205365495,0.07198967030341079,0.01193468204112856,0.04168831400976916,0.06170459264542634,0.08402297987666878,0.0806118579057542,0.004707846636611142,-0.0606608352456741
CXCL8,,-0.08542594098444954,0.054560917547258954,-0.022824016954639426,-0.08784647562552536,-0.055728411705262326,-0.007230221375178697,0.1568060765530829,-0.020728304554786317,-0.0380380196021126,-0.0057518805996531,0.04586742250975451,0.03352253603491191,-0.0768087048910027,0.07221839913379267,-0.013454831084377212,-0.055563678706389404,-0.08833943880486055,0.024863442616226538,-0.07632372083955173,-0.032257338231762925,-0.05190424639665176,-0.0016641149099411027
GRN,-0.0204430858882424,0.036484678518383655,0.04500200641605965,0.02399957848859428,0.06957299754931914,0.005272870394904582,-0.04103293043083598,0.06117844647219417,-0.0014119527032081425,-0.017897885398642073,0.0023391095955925447,-0.01780011563586874,0.0213020250770028,0.07781175643034427,0.06136815710718947,0.07383684080996544,0.049878950011537256,-0.021717084874463236,0.08521889793055452,-0.032395295246720614,0.00987724567975649,0.09455253410046718,0.016443066355785275
MIA,0.007847046056553088,-0.020371895844585347,0.02242406702135038,-0.00665152601204549,0.06826988723718784,-0.016559155194710087,-0.031900171806842584,-0.01917738133004083,-0.0006278074461086246,-0.033079620408636254,-0.02425977802771119,,0.05475417428122657,-0.09725652912666294,0.02860237814458932,-0.004843354296321342,0.08569514189780975,0.11034559236427567,0.04484085052943892,-0.015721894501173766,0.056196449225206946,0.004853634548669918,
COL4A4,0.023973431653513518,-0.003114292192466927,-0.039414849841923325,-0.03645610133479222,-0.012642603311231937,0.05047011993492276,-0.026430610093031992,0.0063902848032760945,0.029549647372074852,0.004051881193232896,-0.004402532371040989,,0.017342402694694184,,0.11964708689355905,0.07951430074863039,0.055979394415487084,-0.015387073229028887,-0.031248461084108805,-0.0336083705446501,-0.030167120340868665,-0.015398971949066762,
TAC1,-0.03019037437907819,-0.01632488833844681,0.002005243841124356,0.032614136499836764,0.025228170712599713,-0.0020591879428211103,0.10069420891977443,-0.037533457571837785,-0.06785268546142458,-0.02041834795814169,0.018943408073473268,-0.00030208742210718355,0.01844196820820708,,,,,,,0.056382673317297065,-0.02828449799574823,0.0669325094760587,0.05456066012044503
RARRES2,0.05972015108235551,0.06083719907615365,-0.04024739026187688,0.0031626144102206624,-0.06366176520225506,0.02822354197695542,-0.0906242611562263,0.037043918501083774,0.04625052899339379,0.06489406088713028,0.015050675134897237,0.015767574401790496,0.003940942034806965,0.001222116813587884,0.01999670683709743,0.07487397335544886,-0.04508274807363086,0.04631450174034018,-0.0121746519268627,-0.02303764073083127,0.012318107538155754,-0.006820178102573833,0.017705854024539096
