,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.03912399261380769,,,,,,,0.053652188663614715,,,,
BMP1,0.007134970036542582,0.003435427715224335,-0.030092339396544456,0.01932770633038438,0.02392781613800061,-0.008365216199803968,-0.06998681132188095,-0.0444349660216778,-0.30619908899151904,-0.09669838563080221,0.06832431446015073,-0.11568430098658648,-0.3120765838372938,-0.06673383504717983,-0.08248375925076433,0.08727331194706471,-0.07223546139495331,0.046688793671758384,-0.10760761874950948,0.01564942164788057
NDP,-0.0024200760702431773,-0.025816936927704783,0.06146867647587724,0.08644546201433571,0.07741593269104091,0.04208791354131782,0.15449399925335455,0.005138053514646286,-0.08064126340037642,0.06150149586014404,-0.009535270294301247,-0.10724914709534004,-0.07164463787773599,0.04256526791578198,0.1601857498791335,-0.002153287514015747,0.039831041964395235,0.030717263973865885,0.07871811250433351,-0.04725178472957278
TNFSF18,0.008845058996017537,-0.04062679066927691,-0.007906474818731852,-0.006291466339983412,,,,-0.0762606273534628,-0.08343728337093867,-0.00720626357532091,,,,,,-0.02668127353530187,,0.02731085542614408,-0.0351223687728081,
IL36G,,,,,,,,,,,,,-0.04518016145687189,,,,,,,
RTN4,0.03885041579176912,0.29317561326934755,0.05021997234744527,0.06050956135390149,0.039749474476272806,0.038691122318024046,0.18332599461044824,0.20627793879440165,0.37257775307333596,0.17475936806011858,0.10188854641034267,0.4259021207437813,0.38561387173466893,-0.03275139600458231,-0.032953342532969956,0.04754843716188618,0.23524857978950753,0.07848704112123325,0.32306345299205064,0.024364812667390028
HEBP1,0.009116639144462493,-0.04795640986620247,0.030499794940818992,-0.030374469467850555,0.0656622978615936,-0.028006821207894942,-0.04061597810304446,-0.05327229361272726,-0.1525271739130042,0.057097576076339716,-0.026469516621824476,-0.1104931825179993,-0.02720679118265954,0.12196475351165093,0.0866488961980149,-0.034369620173275765,0.09947614528455447,-0.10265052616749393,0.015322467289085002,0.024194424841691813
WNT7B,0.057726930863245006,0.4608525827758933,0.054162421495631545,-0.03719991219224064,-0.043810632552202355,0.019074012807622113,0.046108142917425404,0.10005544275973455,0.2705706946478321,-0.033246586539686915,-0.012410479837380363,,0.10823362865906458,0.022498816814196496,0.0749674994697697,-0.027571964975765768,0.07233950738155324,0.013479912008481702,0.0762656329446666,0.09661075505505573
PTMA,0.080043373771488,-0.07272968540890212,0.09335033025058792,-0.007039722420838683,0.17327658953479894,0.006721561283838441,-0.15862981905512813,-0.19342997656855274,0.08151729834027924,0.05316526471683307,-0.14726958245664323,-0.4850370803684022,-0.41000654758675026,-0.09375353530874939,0.0010794031681017758,0.0020090144328613665,-0.04982222030986094,0.007865214730016171,-0.1793221749641261,-0.20470494413774115
FASLG,-0.024033744352333523,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.0333710643690281,,-0.02409226583790346,0.01816885028028225,,-0.03323409013712489,0.005865026533141204,,-0.09156712713360639,-0.02631917807337252,,,,0.0269357455657647,0.05973914155466554,-0.03833820450756925,-0.05347269033310461,,,
PDAP1,-0.03240492612771178,-0.08416201444107355,0.0989346947413458,-0.04308677971188281,0.012316859476848652,0.03721792842303044,-0.08732031681013988,-0.03208126010145758,-0.1735307461597493,0.022457883011022188,-0.0124834050268793,0.023450793487541928,-0.18710798692808045,-0.046869386563253346,-0.04885712651860515,-0.036349635566479195,0.04131872731716097,0.012968980923677641,-0.0748020461097406,-0.0019453016806586754
QDPR,0.021374378291877227,0.17637454445639814,0.04808717200655226,0.08686934485893522,0.1496215148205929,0.03126746497317694,0.1957251289469403,0.05835560669185412,0.08062037288314927,0.11723948498924348,0.058960472606824355,-0.39717168093796995,0.04031367122764294,0.13062622806104285,0.20254526621939414,-0.011740438685164998,0.03178463772549198,-0.019488379712684214,0.3484537225219377,0.055243897560811064
POMC,0.02291682677604533,0.17279605947163876,0.03456230627178954,-0.02307149739226489,,0.062453240191069535,0.09913419632915653,-0.001582963963858611,0.06692503628145595,-0.04961114605579827,0.04654321961833215,-0.037124187076336024,0.06371779189766164,0.07925524764531355,0.08019314922382649,0.004129503801148452,0.03874835085477738,,0.07457343606791353,-0.06651335463993549
CCL18,,-0.0066545084733735825,-0.050114983361822164,,,,,,,,,-0.15187778572858987,,0.024472329900007885,-0.05567646613196898,,-0.0520204014407149,,,
CCL17,,,,,,0.008328381289946587,,,,-0.022895504178903996,-0.003176099708007785,,-0.025398602522055107,-0.061233619755259164,-0.05633356852584101,-0.03411065645347059,,,,
VEGFD,,-0.021787341898432063,-0.027685686430685776,-0.007188747901118652,,-0.028493317072196597,0.08232540036915562,,-0.038592771123506606,0.03558824943353795,-0.02694868499079001,0.06440089970460562,-0.019544724176879236,,0.04296407471273697,0.020716091537400422,,,,
TNFSF13,,,0.017883302821354,,,0.0073486187358052695,,0.017896010964903213,,,,,,0.06968509574121788,0.10918028925475423,0.10227551000914432,0.014884686309183697,,0.0737814398452388,
WNT5A,0.033352584246498694,-0.0951443342568355,-0.009759630645900843,-0.07412296675456331,0.07565307579789642,0.035260970529711284,-0.004026314912065845,-0.15285271486269802,-0.24050619469687073,-0.003559402650274498,-0.05482548880331261,0.04953163675374297,-0.12778015546133736,0.058509018442745815,0.03331777046572853,0.04125373163998885,0.023766998756569475,0.00530779570182252,-0.11781698115823222,0.08636069350542593
CXCL8,,-0.19263949722907348,-0.09488220921710686,-0.021528004137081173,-0.15927364052820595,-0.03856926210287409,-0.13096776250370087,-0.021861980898158516,-0.07787704160228673,-0.08068101948626329,-0.03905127593734556,-0.15720647238886112,-0.11566868766404091,-0.2952191524715805,-0.3811428561559689,0.03756883790390747,-0.07904154547412207,-0.05991917672048592,-0.20262260239046218,-0.04104387668510474
GRN,-0.06416566429450118,-0.11588603666651401,-0.10042651633623609,-0.016079658590117386,0.044676304443314364,0.003828634988984746,-0.06551191240526943,-0.15436133524632858,-0.31565982272840987,0.013754538373142583,-0.058938915929131905,-0.29607386513637535,0.05691518934631361,0.022441844913303297,-0.03167466488806606,-0.019739336722997092,-0.0845779226200502,0.02469455223255862,0.07457572478577915,-0.15041248395592866
MIA,-0.0015165670423633406,0.005720416484121999,0.0062359388698904564,-0.00027822540635888307,-0.022154025925992346,-0.0815949931693581,-0.09627913573209637,-0.010347556760334565,-0.09321188386137233,-0.04917565714787509,-0.040274740771307126,,-0.03487608869698325,0.31038508485309835,0.3022448560985549,-0.05523063330752507,-0.1461535950306792,,-0.06694194767424748,
COL4A4,0.04315098066657864,-0.061797124515152506,0.11267679102652431,0.08716638290254573,-0.05903202658853377,0.06146106713844117,-0.005575575275915997,-0.037199234923806467,-0.03665017761219942,-0.007778546464574023,0.04324557398118103,,-0.05876524114664346,0.10871283528015864,0.07380515881520479,0.01828009097335854,-0.003218655046906852,,-0.11215106887265577,
TAC1,-0.024033731276562116,0.3304981345907891,0.1547716338468863,0.082274601572242,0.17077567671917707,0.14999176547815063,0.2562087000196769,0.247359908667016,0.3581076959954151,0.23115895883017934,0.12276815224660269,0.2717890909598188,0.4029928754770429,,,,0.10862279291350888,-0.013801756553988161,0.23442586869731444,0.1992386192983338
RARRES2,0.025761967701529016,0.0552080660605875,0.0875988594317361,0.011398251552609566,-0.03456369798373549,0.055511253327941865,-0.2670261379422826,-0.13824167874356294,-0.3306296477666958,0.1572064311426369,-0.027681515662953845,-0.15464467970647686,-0.19069387753625036,-0.1770870835600013,-0.15396174678269964,0.01734382614752351,-0.04529950424438625,0.02784856169160425,-0.19039509934551896,-0.03285227678294061
FGF7,0.06986125442524024,-0.057115883490715134,,-0.016635555858666964,0.02069890169609466,0.07519387071905406,0.07120947864399794,0.007414831980556822,-0.035491588210300316,0.00045000973584884564,0.04760319565527873,0.08093788142397963,-0.03970453105932605,0.11508148230814517,0.05071466612010955,-0.03471906663763766,0.01547952050687447,-0.03603698720094476,0.08797059546577711,-0.019812529014038516
EFNA2,,,,,,,,,,,,,,,0.05226026059681762,,,,,
HBEGF,0.0007081961080433169,-0.061698020355472394,-0.10316922069600491,-0.005894175053050439,-0.03567088483508311,-0.011345888217852441,-0.18827085084699433,-0.08047715328267058,-0.17295154832743584,-0.2354640103930435,-0.05754218080092485,-0.13362635175595644,-0.04710474382723903,0.009050920864061915,0.0724183727125811,0.06344091088687197,-0.019266359164006035,-0.0017776717734994604,-0.1909738898163919,-0.05385874116834647
CSF3,,-0.06179707559018443,,,-0.05584849151954592,-0.026582975379422558,-0.02237639349675399,,-0.02303011387274829,,,,,-0.16070617497216877,-0.23593109721946554,,-0.06351308411416946,-0.0012041456357986993,-0.06904477468010112,
PI3,,-0.05541400216722889,-0.040237856599602,,-0.07808871025901644,-0.02329659705027998,-0.051494028004589035,,-0.055655178266832944,,,,,-0.3157041648561487,-0.3696788321074493,-0.011641842776118912,-0.1565183800843914,,-0.10525813182103252,
PCSK1N,0.0014977488519979116,0.3188012047030901,0.1718422095086078,0.09959325978191437,0.15280035668140432,0.060020878191420934,0.07840543851699526,0.12176609366252197,0.18356051311452343,-0.004598605506826888,0.15203499863835615,0.4686638003521097,0.3822481857300114,0.1321008960962037,0.12089955876238205,0.007708487773440773,0.13469518807136727,0.08377782478451781,0.32651001545437375,0.12052643039204876
