,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
VEGFD,-0.04099362195074488,-0.033891185209822504,-0.017759761464580175,0.031315478199067125,-0.03885146588389507,,-0.030208302978230888,0.05802919398280193,0.017542338397366936,0.02101282534890955,-0.023578177757494198,-0.04232734627965187,,0.01800971059236859,-0.03620123200981757,,,,
TNFSF13,,0.002221803465626099,,-0.013113748258689967,,-0.004812088358223657,,,,,,,0.011747080844555882,0.07114394873363787,0.018669773715937536,-0.02677997898225726,,0.036472391858327124,
WNT5A,-0.031781954570281365,-0.014610390164202609,-0.021804282440469207,-0.05913775227942554,-0.053743535146436656,-0.09220356652781195,-0.16665988696460043,-0.002162725429563124,0.03561288417458429,0.03396375681257729,-0.07988572037575264,0.0014198650177048426,-0.04686760365090286,0.05595183108024577,0.0272697621687378,-0.032237528197339244,0.0770785383553888,-0.0863000388184772,0.09234155946027706
CXCL8,-0.03981244461420002,-0.01263521743500341,-0.016629187980799803,-0.010200630143245265,-0.11519893577545766,0.015543420426079391,-0.08210069067993947,-0.1341913772108421,0.04651034476012328,-0.1345405417549124,-0.08606261532276972,0.0463082358319685,-0.24964265755323223,-0.34734553236543986,-0.004387613662456736,-0.13469044121777682,0.0628233242677743,-0.14011660069951865,-0.047767452659604755
GRN,-0.10032558283074632,0.025307020644574074,-0.02159855086392523,0.07616550847400551,-0.10402107308490591,-0.13994595614711094,-0.20808923355302614,0.021733737779283308,-0.03373330787343819,-0.28445917661283115,0.06637903080168629,0.022081971175516805,-0.05573874053811111,-0.04164568648391563,-0.0058300402342823365,-0.11995904644629828,-0.04467619505386944,0.020200394670647662,0.037954797740172255
MIA,-0.02955822955748429,-0.011500299215516471,-0.0157942898563341,-0.037834560383566126,-0.07630496599251925,0.014729996575310898,-0.08859561572701068,-0.041479175626400334,-0.0386946150253373,,-0.04578643231985047,0.07735427035485865,0.23336688612683687,0.21350026918140955,-0.013784379951994582,-0.15340006339447876,,-0.02549841845137623,
COL4A4,-0.05313034966928494,-0.00938288435426401,-0.02656129126385517,0.003575830499868191,-0.07014198632399449,-0.0059434583236457166,-0.01995841437347869,0.00642676014726168,0.038916505621343356,,-0.04441453798561332,-0.04573884877417445,0.12194419506136672,0.04235579205914304,-0.05287335631185325,0.01972520093901873,,-0.08062012697505855,
TAC1,0.27217732338339373,0.040942062740035104,0.02301338145002076,0.08754423512067437,0.3001426444721918,0.17797206252044942,0.29653717661274753,0.16048047255711212,-0.036523715690116206,0.3696783014230456,0.24124819924441193,,,,,0.026900805848264916,0.042341286201805016,0.16746312865047538,0.14037215269832923
RARRES2,0.010145780452319213,-0.004602940756946932,-0.05183477529903971,-0.007049467215982583,-0.25902804947125785,-0.08481525517797994,-0.23937873495675802,0.12313788074470994,-0.018768993545035934,-0.139603452530215,-0.1760852469277865,-0.03576502346209838,-0.1794083981112714,-0.14925492050297082,-0.046062713827600237,-0.05812029081832091,-0.04890899871424469,-0.1642731587476979,0.15921393533433645
FGF7,-0.030435826579598448,,0.04573145101093646,0.05723345277473497,0.145332010763283,0.005525469184616189,-0.042299776491513494,-0.013709234551509792,-0.014244096241693607,0.09871176296041773,-0.05244606525245707,-0.07335867935791168,0.1376752611938653,4.3404931958565096e-05,-0.014626185619232271,0.04181221261078792,0.040052099279407824,0.05538872887935007,-0.04332855189606987
EFNA2,,,,,,,,,,,,,,0.0466493831719728,,,,,
HBEGF,-0.0260013335980728,0.07870368877825898,-0.014167090631176325,0.017150792551027635,-0.128283014061375,-0.07063212293417252,-0.07885754301163839,-0.1641151323047578,0.023568502914793205,-0.20165201612528086,-0.07383635315790012,-0.07472887252417529,0.025014941627726175,0.06729247788249283,-0.03866112699931579,-0.09114933551091026,0.025526874224159585,-0.1263827016537425,0.05915870095025895
CSF3,-0.0531303076058284,,,-0.043473552517610724,-0.04382760392522319,,-0.03228350479930702,,,,,,-0.18894526086306226,-0.1851768220061118,,-0.03494609616442018,0.0037085221310495142,-0.06464912896694593,
PI3,-0.006063782034193935,3.687857565958012e-05,,-0.027908096249799643,-0.09097107784513087,,-0.048451224068485156,,,,,,-0.3036059014954591,-0.3498902330284291,-0.012323110570011207,-0.14239136939966088,,-0.1284522013185008,
PCSK1N,0.1844230635550274,0.07438487016843594,0.08081144208251902,0.046514992698188616,0.10296443923905924,0.11777547901284068,0.13160590747952022,-0.07655571920494911,0.013996118235258743,0.4460273685731694,0.2878454620028567,0.05398029884413339,0.060933440401786616,0.12196657208456353,-0.03291237849525888,0.12382534742190988,0.1250882383998782,0.23029363623919893,0.1486064012891862
NTS,,,,,-0.12723722144162375,0.03480222688639372,-0.052887819360904594,-0.00695435103902405,0.034780379495054484,-0.07145635280172967,,,0.07019821832854474,0.07586658709109977,,0.1720735116193355,,,
SFRP1,0.16486224435632954,0.029184018595619945,-0.013103042582991576,0.006372549869275681,0.1474436331360901,-0.0641641510483326,-0.004584745839396619,-0.05183771563770867,-0.013834753587653629,-0.09574388594642531,-0.03276941374964297,-0.06652624016826847,0.04766879867681556,0.09405114381752454,-0.016293448751623422,0.1392654494082469,-0.059341571645829316,-0.017831123221263845,0.026649652562388142
CXCL13,,,-0.007005664070899553,,0.025201349430040782,,,,,,,,-0.03849473551167682,-0.11547697998316872,,-0.03825769274574566,,-0.05827747434838372,
MICA,-0.08516274688591687,0.050154677824055686,0.008131647960560639,-0.003641312955546787,-0.0018148201501730396,0.012966708471495994,-0.0659593575917325,0.002146433373422018,0.05502251907766398,-0.053795859110138206,-0.131109284820736,0.06793151484331823,0.008630152127402228,0.05018297819488873,-0.010172641389052078,0.05981443902727096,0.19409423299179016,-0.02842845734260517,0.023588879119998466
TG,-0.04235333538491196,0.0006713271640740948,-0.016860788864231813,0.0244966512597546,-0.062000666536833206,0.07490573635539342,0.05882634726058623,0.06962719034996522,-0.010328937224170717,,-0.046858154844175555,0.06553858879953335,0.018959024334855322,0.08664586993767578,,0.0041510266548305695,,0.05099293271644953,
ADA,0.0342290978582869,0.06104652705627432,-0.024277483488749897,0.006204300827192392,0.046845214665768915,-0.047243458322341066,-0.18839841756790532,-0.048035893491725386,0.03705428056998811,-0.16995886859654064,-0.09260742703215769,-0.027510531170490262,0.0422256441999397,0.06237759553717952,0.009676174676942812,-0.03583988428252039,-0.0155507844645722,0.043315173191844684,0.16118840271049345
LAMC3,-0.02093064398991256,0.05107844976313987,0.014844601518329838,0.023060858736046273,0.07001802131246829,-0.005997728158546359,-0.16712946788549096,-0.051526801154477476,-0.014098417561956587,-0.020662564784110382,0.014802065679347899,0.03778389773055665,0.04353740911277915,0.09766616169708862,-0.012827787765291334,-0.07826988294982151,0.062109037568427124,0.08813182178247392,-0.06417422249174051
CCL7,,-0.037480871608574856,,0.050210119229546595,-0.058235718053841326,,,,,,,,-0.08453393470277458,,,,,-0.09163067022400095,
NGF,-0.030609880520325684,0.021168069417527264,,-0.013833669667835329,0.030852100358060117,0.008059102889505494,,,,0.0845264059946127,,-0.08632886560320054,0.04710901847650376,0.0543131869013814,,-0.055404064856566376,,0.01745691333435306,
TNFSF15,0.0226479082927006,,,0.017718862732675058,0.04749459310579374,-0.014098987034251899,,,,,,-0.036003256441664966,-0.0448383284868514,,,0.012143987381083174,,-0.034239647442915196,
HMGB1,0.010695501070163115,0.00759801562628637,0.05299662860410128,0.014756812048156749,0.021284310551584713,-0.056306550859208486,-0.23121622694420377,0.03915157053978227,0.02587036925080535,-0.1632911530089203,-0.048080478409910116,0.008178555464790793,-0.07572092198378753,-0.11982775732033563,-0.03655685711302942,-0.08219820670038393,-0.05389716630953844,0.08085668877610024,-0.012260607123221167
ITGB3BP,-0.11321210830857699,0.02991931460615312,-0.009131160380720451,-0.023707390714186177,0.05462071571590835,-0.06992055877725221,-0.16507943931104938,-0.014355675328092399,0.017608287881540858,-0.062584294279416,-0.16633182880204994,0.08751468149698927,0.05716786816751103,-0.023922508888868554,0.034101283677959046,-0.0058275266525346665,-0.006811215214362359,-0.016469396850860008,-0.003972818828220308
AANAT,0.05646110194170306,0.013184615797442362,,-0.013549949056603268,0.03565736008958178,,0.06145324701749633,-0.013143511684135589,-0.023516947360858978,-0.0355840131688506,-0.02531030629959774,,-0.009794362336451161,0.15805681780152664,0.05610261946493209,,,-0.008110784450370993,
RELN,0.0632442576860939,-0.016516426462991122,-0.02017986279211779,0.05759208600112784,0.07662454375823774,0.06789862038236943,0.19122512628774982,0.045131159263480165,-0.015018505748387218,0.0477485183894217,0.09186676526486165,0.060399576141172556,,,-0.010183255042788768,0.00436969400637976,0.13114697401899617,0.12502719997308626,0.06327849114157598
IL15,-0.028892511936287245,-0.02393571390691049,-0.021480387057998953,-0.001129656722421155,-0.043497731369284684,0.07141747793620647,-0.083754673472262,-0.04638244051610356,0.05627088022941582,-0.09926548936078859,-0.03880846267609175,-0.011773855326935265,-0.02853321025829643,0.020303874223688973,-0.034076308164532165,0.006429313443934338,-0.032872685534008704,0.0017027850610271437,
UTS2,,,,,,,-0.08531458823254182,,,,,,-0.01865536566927214,,,,,,
BSG,-0.08111914996432797,0.05910319773189436,0.08225892303828211,-0.011579045107162442,-0.008841121036442644,0.007422045830119514,0.0782914150266707,-0.08866495586295321,0.07832384665563633,0.29553797961376366,-0.1846155501506652,-0.024475689152100417,-0.0498699580511421,-0.03837775340312884,0.02533400736658224,-0.11501296778209677,-0.012693122299664959,0.008260229486146723,0.09211961937599229
ADAMTS3,-0.10040035616790426,0.04202012856509366,-0.029625628468719297,-0.0380801547929198,-0.031042442594042825,0.021438297244705695,-0.23645311571812602,-0.03409363910474697,-0.013579014450174641,0.020679590301261715,0.009883021659560435,,0.03716444754349153,0.13335846577735494,0.02154141872738366,0.14248828680202738,-0.03779397259603295,0.14151543522858925,
CD34,0.13548005925363102,0.0710730428161502,0.03671391757115872,0.05154574839227054,0.05976085908464655,0.0644561281357668,-0.07009985842386324,0.041921510237052144,0.02150082245660355,-0.00955748534346697,0.0320814474559834,-0.09079177945008694,0.1071060367371943,0.1095095813400188,-0.011571272068814243,-0.05616979200249876,0.01584473826349622,0.028061625797081966,0.047051252121524584
CCL23,,,,,,,-0.01766080483008791,,,,,,,,,,,,
PLAT,-0.07533321849663734,0.03545120684465261,-0.02384858263296775,0.02198756768092156,-0.040661742337000796,-0.08470752398475233,-0.17781894516242402,-0.20086668012558673,0.030433392501146815,0.08760998756217947,-0.13593920309844376,-0.07177108413365167,0.21906844099952863,0.2670254746839351,0.016776168601491025,-0.034318028140517154,0.04077669606297904,0.06408053063307464,-0.019780305774142987
NTF3,,,,,,,,,0.01450996269758576,,,,0.16295003896451962,0.21441083481556752,,0.14806175860785978,,,
LTA,,,-0.012399477128297545,-0.013401197647858356,,,,-0.0183701117002227,,,-0.038808467466626494,,,,,,,,
CKLF,-0.014579151547998695,-0.014596949268675491,0.030242110752111914,-0.014432878329478175,-0.02703992851891884,-0.0628750409247147,-0.2344431942804123,-0.053075477073544236,0.02358140136291677,-0.14865211186404154,-0.1727746070090366,0.0005026045789534125,0.1238096027979223,0.13763202473478717,-0.06522617042595887,0.06311627433543668,-0.05039425462735562,-0.023460580397652572,0.05162698148690727
CD24,-0.05711520496786659,0.0004192458739705178,-0.05122413182544223,-0.056309953954001776,0.01502021298605181,-0.01981473456445064,-0.004917952770754405,0.09744283877026545,0.06380160074575762,-0.018722982849842477,-0.005045652992820713,0.033220906609386876,0.20809073300483447,0.15558525178678626,0.04445101899574384,0.2523661028963844,0.1035094726050984,0.06844997212474722,-0.022465701928423606
HSP90AA1,0.04842843006708456,0.022498164054082795,-0.005041687228026873,-0.00849751424438238,0.2423616173462391,0.1646743429328627,0.2538383730271269,0.012021735031197142,-0.048126837265557956,0.45383007541071374,0.3500641791336641,0.042165976822487516,-0.3119178921270738,-0.40851441986276577,-0.02766182796670855,-0.11112016370955796,0.03854062186515996,0.12499439185658164,0.11819910704086896
BMP4,0.13028135395537882,0.053981038607123416,-0.013144172613415252,0.011053683197390807,-0.0445307237774988,-0.032317459241659845,0.03725757162475203,0.059975738678656375,0.10743339902659879,0.08907069058537181,-0.011559856795474003,-0.009928893625576767,0.07775084319917912,0.030832065127663295,0.0023286098425541807,0.003907671468165438,,0.041886816750718536,
SCGB3A1,,0.01367471132973699,,,0.021960316193506982,-0.003273845860382708,,,0.03531243845441342,-0.0018078287818479649,0.0741333608130344,0.07254884499133192,0.0856148613474478,0.07490490595145823,,0.02152986441093402,,0.009713555781218172,
IGFBP4,-0.030397803350221794,0.010484907674526473,0.03326512138152989,-0.005448106007833664,-0.07196366060974246,-0.12694773197636944,-0.1467765387889905,0.010012426032096379,0.02919902128140969,-0.11794555128554922,-0.09410883365277933,-0.047604762221460414,-0.0643065470662043,-0.10567237992841505,0.011111077144164413,-0.1864772335394567,-0.010831165688457108,0.03570757277671241,0.14641741787176332
RSPO4,-0.037393107296080794,,0.04390311531648963,0.020161072451864673,-0.03890853677256961,,,-0.011591775452407603,-0.02696330607498645,,-0.03398659168083719,0.04360755555269258,,,,0.031173043452481265,,-0.04574750439490419,
LEFTY2,0.011702833716513377,0.13064140630281063,-0.012551761572907065,-0.021413442000739833,-0.04170637629292891,-0.005556704613155968,-0.15283070552563985,-0.08026654920721209,0.010199650225094,0.00965874505014909,0.0423095851776562,,0.08927475795794641,-0.01930195984445414,-0.007653310629862653,0.06388339540457327,0.21539419272497473,0.07909097769245596,
PF4,,-0.01133537767779406,-0.011279009713391349,-0.02166424187944675,,,,,,,,,,-0.05211110227800834,,,,-0.049719852028351275,
ANGPTL2,-0.04831210608583918,0.03957319722894078,-0.018721403184974894,0.02920262824630068,-0.048423494652235506,-0.12835677679622387,-0.17366297425972943,0.004880140054945667,0.03705751720991063,-0.14866752951354575,-0.23810942740335367,-0.04796764708513069,0.20128047592816967,0.29188229732270143,0.0053160597675341245,-0.01943016696237112,-0.06007593782964387,0.08214475905880748,-0.057978545353710664
LRIG2,-0.04132667777995802,0.03421151682006559,0.03642242648477022,0.007635332159663327,-0.0003147230144337069,0.011167177903140015,-0.022984855439961364,0.0006810757573533292,0.0217712246237043,0.02456660235541617,-0.04284927256411485,0.09414950416926965,0.11988542179850449,0.07420041010455745,0.013755285482052106,-0.023221046115227007,-0.04170594140306627,0.049724419770617076,-0.06880754786060439
ICOSLG,-0.029065214958503133,0.0043730893286121775,-0.0247480428664827,0.0371888236196684,-0.041528401296129516,-0.030142772048666507,-0.13996463099337608,-0.04618108515749979,-0.0353966263437979,-0.1839002295820821,-0.13922144009431442,0.009920364056699748,0.08526654576583435,0.19853952967054375,0.01890896876322711,0.023541509665505778,0.025148199074907597,0.026329654684868576,0.053528796435914766
WIF1,0.37694229807381,-0.038331115298832485,,,0.1258473439673959,0.1495931072735959,0.27782588789704055,-0.01268474548675572,0.06927204512828457,0.3466766656929308,0.33120402081674827,,,,,2.648906794275967e-05,0.0898330335860899,0.018984429618311566,0.23138170727491925
NPPC,0.08109760180646082,-0.019223227147039265,,-0.025006429043823178,0.06248839007128463,0.09456481618164837,0.0016229028766209237,0.10381666055495935,0.01060719864292443,0.10958392767825809,-0.18669818855506104,0.012072022640294281,0.02478867808629313,0.06822526436793454,0.033289807729528775,0.022098118830782915,0.024274522813854792,0.10777846205630477,0.06823036930901834
LYZ,-0.0003986115674270722,-0.013807433942620606,-0.04693817180717819,-0.013076772765178398,-0.0676527253191988,-0.06108401977951905,-0.12416010098931245,-0.003920238607980618,-0.03260506001381508,-0.32156980885186304,-0.07589277710090388,0.0049939731048613024,0.030443395014437588,0.06239943383739,-0.03157413068191322,-0.02819995629228179,-0.0669501671286779,0.02126827500257902,-0.0442396323656196
EREG,,,,,-0.05394368226579303,,,,,-0.006900254055031471,,,-0.0764201612201331,-0.08255852910714243,,-0.012472348846561936,,0.011520156228082274,
SPTAN1,0.14723815493037953,0.13624831120487083,-0.006938885714811736,0.04050356590443714,0.09417262534901043,0.12411142714062992,0.13999179729672384,0.11378830664168155,0.019003602542127934,0.41169891831110245,0.23700638354626738,0.08365561763184107,0.06378302025484889,0.1949597717251771,0.01568142112579077,0.20888898024262986,0.005351288799154813,0.23704072724298986,0.08016257128255107
PTH2,,,,,,,,,,,,,,,,0.03560334972990638,,,
LIPC,-0.02958561045982249,-0.002004497502994227,0.0021668544448042197,0.007449377293067147,0.024782480941194028,-0.0195338509342221,-0.057439427117766416,0.06828390957808214,,-0.0709266624699086,0.023453061869860767,0.05803031303009659,,,-0.02783471354351607,,,-0.044222923181199615,
COL8A1,-0.14611050319908053,-0.009078792764150875,-0.005483824730858931,-0.027727375059381623,-0.08893512109411446,-0.07881811700141816,-0.1051461935582791,-0.06854460423638117,0.03839415110886704,-0.18978897985375406,-0.19426696250132763,-0.03318673329836488,0.1392803903887532,0.044275644080188296,-0.0076142479518564316,-0.08941307792465178,-0.016324568106035144,-0.15162543746872326,
GSTM2,-0.06907180766622614,-0.024516527081980204,0.0033975066756908095,0.05903004017728496,-0.04347174803867363,-0.008515711993016357,-0.044345661344760014,-0.049043472185152724,-0.00438296498022911,-0.03675862050336804,-0.06765852694577902,-0.005156479798050553,0.17925366165145012,0.0972378885815216,-0.02304537565151985,0.07048735195792778,0.013956443809081077,-0.019984164610996,
SPX,0.12090835186664854,0.008178931399237352,-0.035172926719964644,-0.0008062997426582305,0.15867514651808015,0.08772649028064829,0.10582053186403848,0.10370749812085261,0.06965641762466451,0.09718500518120807,0.26070892833679465,,0.04385218521422938,0.022571848821064278,0.011796536503614305,0.02396682579879458,-0.03676255725079033,0.028455342694040618,0.023950492182489548
MFGE8,-0.11652512908288293,-0.014406612671471957,-0.0029009884323868518,-0.024657459422097953,0.05647975084790355,-0.10913393452642085,-0.10712249589107548,-0.04550025930208223,-0.00047378353215083596,0.1015310529937385,-0.05835145957804519,-0.02112642086614318,0.014407410551083322,0.039907712735626814,-0.019320853898670488,-0.049177137325844854,0.004969806659023858,0.01236239633793212,0.028499695542004
TGFA,-0.13139434849861986,0.056182740821156436,-0.05379584923137858,0.010470528881285244,-0.1306836154144133,0.005713976684090517,-0.09062412949717137,-0.11178691936958325,0.02846985344011114,-0.16300985843120425,-0.10963150741057993,0.04693102953014172,0.09554501888861454,0.15628553791526098,-0.008380329298563912,0.04472350642637632,-0.02667864362915028,-0.014089347255741336,-0.10826495644038336
SLIT2,0.3832336763408769,0.037400406919145764,0.017683647412372747,-0.009568853322451238,0.07927004414537371,-0.011226406624026778,0.14719231280672584,0.05299507713683988,0.0372559350115291,0.21891379565160773,0.2796063490427728,-0.006080224413269105,0.07882924426277174,0.07033572811400489,-0.03260933748912741,-0.003136171996236369,-0.03250568320178621,0.05153126712238101,0.21615885123649028
PLTP,-0.04714263933048199,-0.09637348830038797,-0.08981752885527013,-0.014190170749808448,-0.19844322051613802,-0.07783101148843362,-0.23665073339231282,0.11317223750982258,0.07463680049450602,-0.3923504617377429,-0.06439418341604726,-0.05832336402483467,-0.06805761041080362,-0.08392675525417763,0.04131889551788863,-0.20063477089679446,0.023003495653154394,-0.10798558614567778,0.06890266365089912
APOD,0.08468224797011216,0.004830116286199826,0.00486907409403576,-0.030434482002883262,0.026522878654140665,-0.10194007150183357,-0.23758008082991264,0.038331399126005576,-0.050178019461043125,-0.2681981059621074,0.1188835121096152,-0.06723075923564355,0.322336963371362,0.3611732837466094,-0.07426999020097763,-0.07474911371533857,0.024176756622282726,0.10193604287167564,-0.027459723090132837
B2M,0.024615235179915637,0.046989271738358686,0.0049760706919582745,0.07913811043208831,-0.13706759596547063,-0.2510913364079022,-0.30625143288809514,0.03881689801724549,-0.0132900791245543,-0.4726273529364126,-0.293823340686339,0.04770785836876364,-0.025786800358234836,0.06251845869161307,-0.036376824346733956,-0.19477241159738087,-0.09048527238028115,0.06047097684647421,-0.1299971219518222
OMG,0.200613402650861,0.0250966457683504,-0.025837616564756756,0.06821976310675816,0.14989006850906772,-0.011832730488208898,-0.0032181626552748137,0.0896870339792369,-0.0397597610345196,0.0032735818245229918,0.2521038677804532,0.07553175091140056,0.2756414814745952,0.3398476291799478,-0.02227074507148283,0.10214955888368155,0.06531136227752772,0.24482419591237325,-0.006404686019075584
CXCL3,-0.0563028862498015,-0.023463289313351104,-0.02318857056753366,-0.03828060166402309,-0.09316066643378254,,-0.006329045246535378,-0.09182905561387489,0.015801826022075142,-0.05477631436659743,-0.01569190620156892,,-0.19417213263855687,-0.1901508149131504,0.03580780461691528,-0.11637288673169235,0.027655135179890242,-0.10638961821167686,
CXCL10,-0.0219999412574378,0.05651473782237155,0.03240236292556725,0.06520081059331537,0.03967234567070933,-0.012752519068322666,-0.22063081764926493,-0.014826119061100299,0.030886330745118755,-0.06821123516385662,-0.029293968963702493,-0.08817597047348069,-0.05625198401396152,-0.03307268734473853,0.03745978383127852,-0.049860677529978525,,0.024073132427480933,
RSPO3,,0.004527705074001948,,0.0217956911722225,0.2688038996582194,0.015184263345980843,0.16782314993347044,0.08216308506143638,0.05859169616205493,0.25925219411788913,0.14590677742077252,,0.12790138043328886,0.2074964302834402,,0.05000956599007096,0.09510036039760512,0.13165193109148002,0.0025551767451961515
CORT,0.0017908400443393247,0.06760632723566233,0.012132508714967969,0.043759453710739436,0.123163145345541,-0.029540813801221703,0.21258182342346366,0.012827447946114633,-0.01945082715133606,0.02451937842501792,0.024781147881890005,,0.0628979184864287,0.01985550385796464,,0.09215278657165152,-0.030171292211441502,,-0.027085404553154644
NCAN,0.00967313545345888,0.10467017457798532,-0.03495923503327534,0.023390231048175975,0.25639668350911493,-0.07511930928347763,-0.11052078866498562,-0.0748023141166219,0.022100605958989487,0.2829243092917603,-0.246433947755048,0.05699538594911737,0.33890529875439707,0.38901663919313334,0.030982047557325122,0.19666828068249884,-0.06150282009797564,0.25866018516769695,0.009646219588596532
PRG4,-0.057216773557516254,0.008497149517177532,,-0.02483064120148811,0.02596727156650562,,-0.02507905477261276,-0.05170963039990037,,,0.018736252960431056,,0.045643891881709295,-0.03534808859359547,,-0.03975863379090092,,-0.035507955183849145,
ZG16B,,0.05116916546820788,-0.013572455028075484,0.023134930493197106,,,0.070109986081717,-0.027643634576178612,,,,,,,,,,-0.04640060652136563,
TGM2,-0.024311891914886613,-0.04587924432865019,-0.0033670047683762626,0.06204149345357553,-0.06421695957010971,0.004099422494319726,-0.13323795405158795,-0.01112614033100729,-0.03983659242805901,-0.022041074362224678,0.10662401020346002,0.04877685861646952,-0.056071576207365297,-0.1131782795291592,0.03968369050465448,-0.056003709845336196,0.029568089588813337,-0.01827255860903391,0.055384487927995815
VEGFC,-0.011119581520004475,0.0017917076422086257,-0.01742755492484062,-0.0008684576538311254,-0.004277009819464573,0.018895477568355974,-0.02304079274279267,0.06178616914554073,0.010917674232471924,0.012177403317019504,-0.005275966856463837,0.13716916160944237,-0.021724888465243834,0.0015269180902196995,-0.039436915607468724,-0.021014381322418823,,-0.038476691617898934,
WNT6,0.040575982261838214,0.003150620683959798,-0.012551761902321814,-0.03434397404613683,0.06513956395737126,-0.003780368215213724,-0.022480516217531093,-0.04320216956833378,,,0.03979045663223224,,-0.0011094059705050124,0.10696834723971053,,0.047668477423506744,,-0.06023093983184918,
