,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
QDPR,-0.07385871188730297,-0.024959038560466787,-0.008644314150584588,0.010297509003239084,0.005582044041489705,0.036573481528497966,-0.0439079381164971,-0.09711520547508726,-0.036775512302162715,0.09245697211358299,-0.05074611164808653,-0.0011836003670984134,-0.033148126176397306,0.0145429117731385,0.04483357149980345,-0.06428411217083592,-0.005031240373779119,0.0838879594025825
POMC,-0.031980671847885986,-0.033685743622099674,-0.028867285340877354,,-0.0029587820792694145,-0.03860898377411326,0.0709247250517275,0.05602820635277312,-0.013531204549923789,-0.013059213876579599,-0.02301237533034742,-0.05652491836668953,0.005436168819692796,0.021316333821025796,-0.006598846861139738,-0.0036427262861192665,-0.022346106889968614,0.07155879186343203
CCL18,,-0.007923248798723692,,,,,,,,0.10293312776250163,,,-0.021922621810681418,0.03419316884484963,0.01999057767659123,,-0.03181455839390056,
CCL17,,,,,-0.013354602952283088,,,,0.017592014693476335,,-0.011408262218808841,,,-0.01644362287138337,-0.027454169628841132,0.1667739734822921,,-0.02560848654581375
VEGFD,,0.047119930266576876,0.004819848729085392,,-0.0027289832335133882,-0.02236498256549059,,0.012797313768919415,-0.02838045041063399,-0.027589414527388785,0.1038036392605334,-0.07558328254424927,,,-0.019018341301101954,0.0003329191826301851,,
TNFSF13,,-0.02281495158406278,,,-0.022409910722183565,,0.0494466090752042,,,,,,,0.04027589588209751,0.037504187927754146,0.06746200666781936,-0.0008808928135325307,0.0807370671596945
WNT5A,0.0349395388888709,0.01626962597108032,0.07814217830327584,0.01071866682114272,-0.016866715434914834,-0.008733558732094688,0.06772743168270808,0.04521335209449231,0.031478903568602536,0.014453827051968062,0.02792122048385255,-0.0938530533772888,0.10566176838254748,0.02396878880513667,0.012494427123007202,-0.00572326879749778,0.002997286112661027,0.030660475798014532
CXCL8,,0.017589640217379507,-0.021788394312696337,-0.02502576296443394,-0.025907925177128987,-0.06398959038635849,-0.017356978214221903,0.05419661168079953,0.04079335459402152,0.001501224594240348,0.009456250080719193,0.006758100009514933,0.09574238224667103,-0.052737582679386864,-0.03765944686872037,0.004909826252328874,-0.02645150803208724,0.03480060889241975
GRN,-0.04952832684057842,-0.03782647766048592,-0.02986370800835794,0.005807794099001115,-0.013013363880325023,-0.013323993777471108,0.02979618180165471,0.18248801766279457,0.026498470182731382,0.029454820292402362,-0.02134926335392252,0.0939765714127405,0.02196618779452614,0.013272552314716841,0.05613633186845274,0.04849065517781821,-0.01790068550790623,-0.055806965191281595
MIA,-0.0316924910712375,-0.06023498822827074,-0.02069446900691515,0.008002818504308788,-0.03744565237748726,-0.006943182266410212,-0.02206410907463088,0.03093243449556661,0.010435224519247336,0.03572398360983435,-0.02649597816546043,0.03692693411258133,0.025308618659061012,0.12036984665755854,0.057649121654846834,0.02905685232962716,-0.05207215720497204,0.009745472352944635
COL4A4,0.040242950212668264,-0.02676243158084058,0.050308428832624014,0.05419641855501535,-0.014303910906059768,0.00889747599851829,0.051005927370309505,-0.03030103324141657,-0.027810812344444387,,-0.03543997307463132,0.04788416071708007,0.02227193846756757,0.08183724893292155,-0.03045133811023093,0.08412549530820985,0.012003224727719976,0.09613784471192245
TAC1,0.05281064027422956,-0.006231391783813519,-0.01617597004117415,0.01680707480006342,0.053067630081961095,0.07215619545979195,-0.09220970916410695,-0.10892854447750855,0.008862148261094457,,-0.051662666355339296,,,,,,-0.016564126938438187,-0.007807213805715365
RARRES2,0.050241550319805914,0.03827451083216501,0.011049411721502362,0.04412529844074468,0.08289084372549707,-0.09856516130126237,0.034288256795672926,0.15245388414296762,-0.02575404971057256,-0.045559409905191355,0.11392029517242891,-0.15155588916623525,0.0672647324410634,-0.019008262665597086,0.021058851677498422,-0.024005999514701393,0.09875896972576698,0.02866495153397084
FGF7,-0.021068152358266402,,-0.026264191111777826,-0.012411158591861255,-0.015568271488658114,-0.004941141133696464,-0.03327606324127192,0.02860649445432507,0.032090187878079594,0.04386100376303288,0.07295198068958163,-0.05478730114708242,0.05115389312214356,0.05156405009260066,0.0035856050842453455,-0.03294373873598011,-0.04779675094193304,-0.010405015716053253
EFNA2,,,,,,,,,,,,,,,-0.018075660640774725,,,
HBEGF,0.03696486708657764,0.03409316383593887,0.014907000765840554,-0.03152760536340551,-0.04465401737892315,-0.019002731755178557,0.10159877538161294,0.044504261660639734,0.004097480612025323,0.09809730248714116,-0.03042459107567046,0.05335766324787086,0.04873602069864536,0.027462663642538125,0.06495484543204677,-0.0392683592707785,0.03991729811529227,0.03015351714283607
CSF3,,,,0.08867995393923112,-0.016136502405207684,0.014995229260500086,,-0.019319833426802265,,-0.012277747022460579,,,,0.029653140487755105,0.02461016356344117,,0.041479056022001706,-0.026961785757410556
PI3,,0.010006955976214628,,-0.007818772240470914,-0.030379219248950793,0.0047501956501377965,,-0.013232894272336272,,,,,,-0.029502886757151892,0.00030264442123413717,-0.01805119289417836,-0.019640058624158373,-0.017110551703305717
PCSK1N,0.015485517232227184,-0.008956101103095642,0.0032834824885802686,0.000282270219722555,-0.003533626093845531,0.0013522368088960037,-0.08644035761201514,0.01903684479611023,0.02007761402795171,0.10088777145328198,-0.0815139449068238,-0.10004786888974804,0.032025310504460405,0.012842851825097317,0.006276511395507342,0.008987404495079,-0.0561717253985552,-0.053826024618698176
NTS,,,,,,-0.027524927032084465,-0.014173108558840691,-0.028675874533142257,0.021301163578674617,,,,,-0.03836126044088045,-0.02202176239153286,,0.006248854208649176,-0.039926728164793555
SFRP1,-0.035230243430246395,-0.0066182901991038105,-0.010377218651580521,,0.003385559357130028,-0.025514572010487475,0.004767401064810737,0.04366353544796356,-0.026576029880680908,0.02793858972386869,-0.039347925109747085,0.03023352441072534,0.08408683587332537,0.07506076886413303,0.03753604253179739,-0.03451419540617488,0.02265925709494766,0.048376822365373766
CXCL13,,,0.020345407641119737,-0.019922927547999267,,0.09454516975593687,,,,0.054546968493255736,,,,-0.03693574838419434,-0.001478447559371968,,-0.02596108840700181,
MICA,-0.011765065424917913,-0.0018070717440658826,-0.03371768822608646,-0.020283738517115048,0.006248851478217665,-0.05541970682229673,0.032734300038058384,0.0752358028569143,0.0045815922968027775,0.08855352600313961,0.060598604879328694,0.0982092048420859,0.025110951789246307,-0.025939027879361237,0.04124260326442043,-0.008085756487829079,-0.0029062941929681144,0.016161518830124143
TG,0.06016861570458481,0.06405760117153136,0.007844605390074555,,-0.011878366693003115,0.05925831990052931,-0.01635950349646452,0.03162066832248492,0.014762317769794316,-0.018491611332892,-0.00018497360956999773,0.1512257802673785,-0.0356951537697719,0.055775590467224676,-0.027122207725533518,,-0.004202805454363302,0.02015789235640826
ADA,0.02710327672469302,0.040908279818048454,0.06420284124916067,0.006260155740791558,-0.03396852132816089,-0.023820556336129405,0.02761579824390409,0.08414699275498458,0.043009337639864205,0.07148613401077926,0.011914864118002418,0.01546241738015831,0.0220512487137395,0.11642447642448774,0.04648096240052627,0.08223427447182173,-0.0120474568561853,0.04910172327410301
LAMC3,0.011967719423630951,0.010890469831639837,-0.030414709957815502,0.002363195223725031,-0.03307737009523199,0.018258455257650463,4.015795469517367e-05,0.14683672856793403,-0.011812437665521694,0.049606087734388106,-0.015439214479327865,0.11504349177667988,-0.018455655806819,0.04134137981042346,0.05727866738354071,0.06847859374691603,0.0009953658768603675,-0.007535368332383314
CCL7,,-0.019230870448265693,,,-0.022117612735529743,-0.03352359529638448,,,,,,,,0.04735327010362385,,,,0.018964343569986934
NGF,,0.028488860975049785,,,-0.038888522494139426,0.04634678143214654,-0.015611354232965023,,,0.004645243504615849,,0.01740039807157253,-0.03257840009888715,-0.012474163197001563,0.07519042620344765,,-0.028978380783352492,0.04395154354287382
TNFSF15,,,,,0.021485339254870617,0.005055088872077309,0.0014062629780073872,,,0.06467229248954344,,0.036400738229309226,0.20557684416645286,-0.024026302991108427,,,0.04706682368057427,-0.01505235086226507
HMGB1,-0.0431509699967653,-0.0397965021232676,-0.0077587553815332624,-0.01632234448450767,0.03523225791854498,0.026317604305301043,0.03611758124936466,0.15031814972781193,0.02610011126866174,0.05993401829122935,0.05207607629557066,0.060340106517749154,-0.06966218258618986,-0.013980243584400956,-0.0007440606367115324,0.019037872790201752,0.04488647903722159,-0.0001718494275146848
ITGB3BP,0.006031330370719635,0.016409281328116258,0.06458227020918662,0.029675655240473046,0.02994436362781431,-0.01529122100227558,0.007200275771807442,0.15782358800007593,0.020596547978335936,0.08709611021945142,0.0640681022819915,0.01028709421447586,-0.012499652399850474,0.033172322732293584,-0.039165371902799895,-0.05205253909411796,-0.008348065231895466,0.045115193730826696
AANAT,,0.09484899613326256,,,-0.02240991311395068,-0.02236498575821789,,-0.028917102320762958,-0.024134397601218837,,0.007000003701579524,,-0.022833329571362186,0.19900883741259318,-0.02432494350871183,0.06823083780899172,,-0.029893209767750263
RELN,-0.0232470539861356,0.012178863409395422,0.0013085587825720682,0.055941737407453715,-0.02355629211285647,-0.012742514087941945,0.031260989815938015,-0.05761447711069865,0.007619546272069642,,0.09591870390301349,0.04779852654454168,,,,-0.03286417217973077,0.027115806231570914,
IL15,-0.019629629700491633,0.07647488263908864,0.020934333486761457,,0.004652238673031199,0.03677538563328912,0.01345056588177576,0.01443828151629057,0.04617845073398571,0.011992524888730968,0.03454810013359085,0.036902846415535345,0.05190325703635331,0.04904597285757487,0.1110190335061677,0.03366250887785516,0.018692695377356242,0.08591971687287661
UTS2,,,,,,,,0.03613651035018122,,,,,,-0.018411689127773863,,,,
BSG,0.09827877769705937,0.027257186483450824,-0.013453363006481674,-0.0003146703005164663,-0.04666281252466647,-0.10407501405588467,-0.04148477877143056,-0.026866697203769368,-0.004228947761980234,-0.05690330692942508,0.027180935321769347,0.09852239571347751,0.07995107525544093,0.055484497418465756,0.006697463088381823,0.1149433968092125,0.017413125787335216,0.017974986012711847
ADAMTS3,0.021175832876692238,0.04566485872495869,-0.004499760682890509,,0.045475841534913845,-0.017542141590311974,0.012361298456603621,0.14970025828132844,-0.04076619606900377,0.03767556379432456,0.010082028741390525,,0.07596725412135466,0.04467019078717933,-0.00283861931125709,0.0635004892139063,-0.001304630600325072,-0.00575796414115909
CD34,0.02242498836688061,0.007442479509475548,0.025852001518109402,-0.021336246823694043,0.033373022349544944,0.04334659930451433,0.0013341744900953515,0.08724468272375924,0.001620875170560397,0.06264645697154446,-0.03057699660007738,0.005319706579877679,0.0943475100393498,0.03716448547589717,0.02787642490236261,0.02247038944589481,0.027942034974397744,0.008693954887272084
CCL23,,,,,,,,0.014285606920177414,,,,,,,,,,
PLAT,0.06440189263215952,-0.02851926021769431,-0.041061672364098814,-0.007267182686852304,-0.01601988675326535,0.02687794258083981,0.08760083384859203,0.1546470008311761,0.048991560731472705,0.0442818382694238,0.050206960114795696,0.08823053320344049,0.07938710108311477,0.05606636378872065,0.03448254015351823,0.061467107674765556,0.0017977503789297334,0.009474916355633946
NTF3,,,,,,,,,,0.0030821080814792913,,,,0.10524313921832645,0.055867078234922804,,0.018559335642281745,
LTA,,,-0.016246415474678675,,-0.028347559946359156,,,,0.0012266526046637997,,-0.009192009539666894,,,,,,,-0.019737981420335667
CKLF,0.07391937182380998,-0.00012301419832115953,-0.006529423202445509,-0.018381236914023494,0.007573803073462564,-0.01424043863543843,0.057058628190909566,0.14012113636718887,0.0033989389598321333,0.15202987260720416,0.0774285862370925,0.08309813601916162,0.10174891011973061,0.043653211735298965,0.08950333653259712,0.04709992896511054,0.012687819170830335,-0.05480948036339569
APELA,,,,,,,,,,0.019724456799403618,,,,,,,,
CD24,0.0065124444727417356,0.023648649307966122,0.021846452683094836,-0.047752041023950004,-0.015817758591897033,0.034861423545742634,0.07787240481756412,0.055250914339426575,-0.0030424765610116335,0.08530468883406223,0.03940963414494881,-0.210584314840398,0.0990190221043084,0.02139627755116955,-0.00865465151288727,-0.004904111752522857,0.012325282042136879,0.00864740892035813
HSP90AA1,0.031712717764175606,-0.013107444029137149,0.02215589396955944,-0.07295424940263397,0.07058962825901316,0.012295056630711903,-0.1060339411422514,-0.13879230971486708,0.009556120006280392,0.00549784588505021,-0.08893996869192616,-0.06592132400459765,-0.09597029170202376,-0.10040544973771644,-0.04956635958091606,-0.009951936077089033,0.007332638749669266,0.035207318025666505
BMP4,0.2240783210945114,-0.02686450091475762,-0.017222152768127014,0.045386455752786214,0.04414587369624966,-0.007909449297742625,0.02049703665647214,-0.016094296696434796,0.0067903807220611595,0.05194724158452949,-0.026386814665141513,-0.09748027903699932,0.04981521500236094,-0.008293431831881738,-0.022936749203521064,-0.003311812484689101,0.02980600987027934,0.023306145218894448
SCGB3A1,,-0.019230868525204343,,0.042883073002186606,,-0.026633937089438873,-0.01721772284923484,,,-0.004739611681460366,-0.021608143823457264,-0.03958828955853687,,0.0104542151973823,0.002015238005734229,,0.0012738217830033228,0.036948625535173085
IGFBP4,0.07374441882773598,0.021165072397641097,0.009058359568956063,0.0575034583328763,-0.029216646990320103,0.009015594141263865,0.10779973661339935,0.09074474367910323,-0.005547992027538167,0.044222091873417316,0.012746025014298619,-0.008867722590032249,-0.017707400672907384,0.019549142090788084,0.04173396338570244,0.0780286166436138,-0.010646343219957935,0.018294473046258218
RSPO4,,,-0.02626418612552281,,-0.036587432828816324,-0.030739892885196688,,,-0.0057691798993911025,,0.055957162470151575,0.019949535907136228,,,,,0.01676284179326412,-0.044350798829534625
LEFTY2,0.04264176552515787,-0.009005001773889654,-0.016445946175195934,0.06534719644951828,-0.014384203961497822,-0.030792630453310918,-0.02842349869531284,0.14527090555913186,0.09061376755009193,-0.029844664027070592,0.02623374126964424,,-0.029179060071334514,0.12174198816953112,0.19547962839568309,0.051313531389928856,-0.005391786903481721,0.004698240672952286
PF4,,-0.019948939088957122,-0.014778322993031862,,0.041353359435060286,,,,,,,,,,-0.016567594413554956,,,-0.040231746022632534
ANGPTL2,0.014080613817048412,-0.003908967634080565,-0.007418938758566406,0.018005877594313376,0.02449867527725062,0.007327527676006729,0.06135628835014557,0.11466699522374137,0.03761179481891374,-0.014943980303751337,0.06602479005929807,0.007795303190103284,0.047008027438325176,0.09812700103878985,0.030519430606201842,0.04824175301105866,0.021267730036956266,0.008642005599890359
LRIG2,0.03350985102929264,0.027740293011332743,-0.031247041703243068,0.04309561857964199,0.021485250775459826,0.08581386045299744,0.04776916662636193,0.06851197354362264,-0.010703158216007203,-0.005055646794387895,0.06892683684145338,-0.0018333149476926168,0.004902374885692607,0.03707155373452876,0.048122559340823774,0.03244910439364442,0.000894584185494375,0.027583270484670044
ICOSLG,-0.039039154810593966,0.018239844068191853,-0.04079070546874053,-0.04221045263651505,0.01672728761862673,-0.019605507951818472,-0.01030129996382341,0.07910779861173062,0.0019155232509533025,0.023309288880629865,0.006603126046477339,0.014895916163908297,0.03273372711788364,-0.0012324872243594538,0.05352370185879713,0.06332788601263531,-0.0037167419530863845,0.018823322317175446
WIF1,,-0.03589487791222265,,-0.002029410422369257,,0.033426033899855497,-0.07168756513996066,-0.12193003249026359,0.07176174305087998,,-0.03950322114543536,,,,,,-0.02916545821908173,
NPPC,0.042627569765716904,0.020351088512586896,,-0.036794474835616056,0.029653125999914095,-0.003714788183583631,-0.033032140419189226,0.009561539769460092,-0.04069432980831158,,0.045722518522361935,-0.020267569577139297,-0.027340535123164034,-0.0010604911712992183,-0.03134699932206777,0.05387697072537123,-0.04196542923137364,
LYZ,-0.01901742779129358,0.019726714062095415,-0.008495000393474292,-0.003271984704232123,-0.019128747175897347,-0.05500007073041361,0.0647131648192488,0.08816464721196221,-0.0072957075564339755,0.02746749271161073,-0.025553388506296272,-0.025072980804115016,0.01640168378603782,0.055009846790175544,0.04091764687337587,0.03906380835675405,-0.032437376257558485,0.023595688327483117
EREG,,,,-0.007732357391397359,,0.0027699507632093856,,,,-0.012007030506281997,,,,0.023346925110523532,0.03669319771898759,,0.023672158527073044,0.00022331624619150594
SPTAN1,0.04884580137581282,-0.018040894491287422,0.07140684303398648,0.05110697349890422,0.06748719422209062,-0.03302378843479776,-0.014237168233318623,-0.03678993498599581,-0.024857590466244847,0.05944337129858677,0.011448172298982895,-0.12505301887088746,0.040949176088607854,0.013598161233116548,0.008372057690186948,0.05630611044404926,0.04411106106691072,-0.006920176781440948
PTH2,,,,,,,,,,,,,,,,,-0.0018466071190411865,
LIPC,0.0043093121894643375,-0.024422744919625962,-0.022242165925681307,,-0.0010095799063155044,-0.029761275809791654,-0.02091649302704974,0.048224703185257574,-0.006332343112544647,0.046883655202209384,0.06684416140840538,0.08013303666325597,0.024207603258349298,,,0.03357044531577995,,0.016974480095079573
COL8A1,0.019591337307807998,-0.03715054278585645,0.0356746351955387,0.08053241468411217,-0.045212615155027135,-0.03826319262918357,0.060490605844644725,0.10555215991931731,0.06920080816295299,-0.12969460510065664,0.11081203155054206,0.07091959298443407,0.06464730565842867,0.06253798657353538,0.06356119989347273,0.08880237753027145,0.015341411111811573,-0.13837070339347515
GSTM2,-0.002300165607853285,0.01677491281899957,0.07062377101524524,0.032353881231285485,-0.01114599510855491,0.046771316268029224,-0.011405954838289347,-0.02975616154911771,0.02785179490359038,0.10636024385965753,0.05345055402296961,-0.005843805567569266,0.01072797387662854,0.03582651996607202,-0.010231053817346594,-0.010388790913028812,0.009238771496577518,0.02215441997811311
SPX,-0.06550711959087731,0.006290909229854075,-0.005831173437771504,,-0.02329077366254257,0.027481571312412984,-0.05380176975487963,-0.04738693950284899,0.010958357908612307,,-0.06826910886658029,,0.07341223555838092,-0.02484842632881825,0.0585756500925629,-0.059042034610342686,-0.027796609444837188,-0.004588166836178598
MFGE8,-0.022872072490040203,-0.03330454672767528,-0.03672347245053385,0.0388790793235542,-0.03457254239748524,0.08032219561933283,0.04998960429061225,0.06183775250025092,0.06554733628549989,-0.017384799487220867,-0.00384291507178168,0.08719136301600103,0.10166366158055083,-0.01200298933583602,0.027039544842495485,0.0714061473882025,0.047398945865630066,0.014195074256772407
TGFA,-0.04932405136457352,-0.0056177570998944895,0.010449364981924902,0.03664300151675422,-0.029081446535036807,-0.024921902277449184,0.01456504404953444,0.05243373805241095,-0.03268888168446634,0.02893526219850611,0.07683406569463139,-0.011542186083571668,0.04440450400052694,-0.024810222976505054,0.015062727069614954,-0.057341269607108614,-0.036161770726132796,0.1013615502281507
SLIT2,-0.012300627847019982,-0.03703972759386555,0.022681094095318523,0.0016618622545190756,0.04536823190355162,-0.0387765490952372,-0.0012791449477906065,-0.0632749670834599,0.055451332861778876,-0.05780137048264819,-0.02444653815630476,-0.02879891600282364,-0.03091972730041454,0.04525565759476982,0.04473107535440033,0.08063071398392196,-0.015448981964363185,0.043475182688045795
PLTP,0.006359444101353505,0.004190357595240933,-0.12282415617100738,0.03585762477567101,-0.03028491651860848,-0.024277790335531582,0.035963136968189834,0.10357038160772385,-0.011365856365252933,0.018839682407783238,0.03295148562090385,-0.16181986894289074,0.09386530126399406,0.029367177007611312,0.07672347847054702,0.104953480599417,0.007253048634523843,-0.02444674425338205
APOD,-0.10690040393522117,0.02648348086131334,0.06996104895527154,0.04295640063133952,0.0338187323546628,0.0251939866364665,0.004291021954864953,0.0733177672546457,-0.00020971616292418118,0.04841793301776851,-0.045135405310659474,-0.04551473653662369,-0.10185804442133094,0.11073849764120136,0.04202733701269667,-0.07441215690875504,0.019750039507855706,-0.056662709042703
B2M,0.03934386641427119,0.05660025176675287,0.03598548491308204,0.06689876051499352,0.015260747451086992,-0.03719667643363978,0.07614592400069502,0.15483883754288713,-0.06213736771584778,0.13161577405023103,0.08113338252342316,0.1553617687332946,0.0004572199085273707,0.053449753344749544,0.10370950951468877,0.062584170511758,-0.028797898317015125,-0.07419206176523062
OMG,-0.008298209990020641,0.02013552582368038,0.015875728722538198,0.0611611146008644,0.062176924442439135,0.08176824860544317,-0.009622371920042594,0.002013832800955037,0.031240319010619567,0.04973778588514657,-0.026332681577828084,1.881601623918273e-05,-0.08450006583592753,0.044176074793383605,0.003381722217935408,-0.04499730616546085,0.03756092899766581,0.04695083255462693
CXCL3,-0.022581818593127412,0.0963267404813968,0.0028203491704819976,0.09448131926351377,-0.0359905230433461,-0.04200828834034674,,0.03584221207769383,0.01576251350424438,0.10764893547578414,-0.022301621410491725,,,0.009594491677183986,0.08962649972752385,-0.01850605740047521,0.03180535565878173,0.01502102241617889
CXCL10,0.07947670519093893,0.059240548072232856,0.015575047255376891,,0.009505093065658787,-0.060945224028682694,0.06143165165481246,0.141832142189893,-0.041679245431055736,0.020698951975784103,0.023328442676328717,-0.06116464265165315,0.13704629644735292,0.11118926380307005,0.1624496915296297,-0.02493160675550223,0.1094782471548874,0.07707380430530189
RSPO3,,0.00018533280138794713,,-0.02743757806965294,0.029312928714223446,0.01891452440457819,-0.010997197346628079,-0.04748341532199817,-0.012261815063181287,,-0.023304764552315102,,,0.02748768845646782,0.046954496592073736,,-0.0737449480599269,-0.028671613339876327
CORT,-0.011169969738655854,0.04141044676070167,-0.02639314903427036,-0.036413404242599534,-0.020424278334951224,-0.015654863552405095,-0.031031876322752092,-0.06339526874212623,-0.03495601911763422,,-0.015675327444747613,,,-0.028102050515749186,0.05207517379325535,,-0.052179681949114334,
NCAN,-0.038562038572677836,0.003380418037262101,0.002611012757862069,0.06354938019175843,-0.018271560071564368,0.07882832820002783,-0.015069571829755298,0.05681589166293803,0.05205456580927129,,0.08099395133672402,0.16986137703496307,-0.0010550527413678795,0.061843039372091894,0.020183230681268642,0.05609499778561497,0.02145813393751868,0.026803113294824713
PRG4,,-0.028920932497570342,,-0.030678756774712344,-0.022117616182231365,-0.02130895349331927,,-0.0014249141021398539,-0.03454852879403078,,0.11224204260163714,,,-0.011187419849360296,0.10350683293664784,,0.041844910115242134,-0.0012879691401514954
ZG16B,,-0.0004080972489994461,0.03709320762579844,,-0.0020157326301731334,,,0.007635988231778042,-0.018469420449166697,0.08354310247500735,,,-0.02538301808238361,,,,,-0.035750416199204556
TGM2,0.0832099193441517,-0.018313009407524686,-0.039609600770528754,0.01632739449725585,-0.01791777442306026,-0.024921242789040968,0.0330084679796683,0.07499718596406704,-0.024551202217630807,0.10624268327345872,0.00341743696101434,0.030855199110285624,0.029981922657789067,0.02364266223268665,0.0804594840736904,0.02353824459122144,0.031105645506946517,0.015218241832356448
VEGFC,-0.0280413955486169,-0.01693904472914636,-0.00826842851462683,-0.040797350303927185,-0.039419514243802516,-0.021562216331691038,0.05586585226771339,0.006350266627863454,0.05612462704004995,0.0134529546358467,-0.027806774252632952,0.11577588245823715,0.010581433557632075,-0.03171695713289176,0.03975372016488469,0.05914082430384282,-0.03913939820088846,0.09337766254616858
WNT6,,0.12702319404736664,-0.01644594660681162,0.004512915555983959,-0.03059151110763287,-0.029361686403945625,-0.013834574072734914,-0.02125392048927375,0.010926786307508353,-0.02666537943353287,-0.024268348411065246,,-0.024139253176406857,-0.036790844830348945,0.055745806236593004,,-0.0012812975664591901,-0.024184572534886324
NRG4,,-0.01771230683131705,,0.004313917164049093,0.041174884170538426,0.00628286636815641,0.004642793087196934,0.08397638578887578,0.029850836298523295,,-0.022261733173040758,-0.040289516525232216,,,,-0.01960071253451855,-0.005001857992276564,0.0773390424441455
PMCH,,-0.02041438682730323,,,0.0362355315160185,,,,-0.00528757955035286,,,,,-0.025050149761133456,0.010002472444881953,,0.008759020159258881,-0.018859760588267577
COL9A1,0.010285729635752557,0.01997323999460088,-0.04084768674314928,0.03362000351579647,0.01294340472156019,-0.004411278515634315,0.1430454952703613,0.09108805831603513,-0.019296575629210055,,0.018945336577675543,0.006026412358735357,0.055046866781142664,0.06143606049341202,0.007403738746583873,0.029101402475566418,0.007152455227926615,0.028831429822205826
GDF11,-0.01275932236999955,0.006674734672318464,0.01751162919631008,0.00906836885772398,0.0006722923477537801,0.03662800714022704,0.038843652445955515,0.10278040637356746,-0.005378439001039145,0.08106792012928331,0.033472841176265714,-0.005868864458264534,0.027290230044920927,-0.04362384725286394,-0.042642080808786585,-0.014592817526531169,0.05666876513733345,0.02186798498350953
RAET1E,,,,,,,,,,,,,,,,,,0.05418681393354646
IL24,,,,,,,,,,-0.024826922775409835,,,,-0.01867678803018816,-0.01630343254390553,,,
