,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
WNT5A,0.07092647351043672,0.09282997921157729,0.026716620878723316,0.03591240415307545,-0.021944443485757695,-0.004763157503014203,-0.0316844390133176,0.048209949201601446,0.006324782901529734,0.015277196440239347,0.04436319512805028,0.04791209817419584,-0.009560238008901828,0.007234435185890077,-0.05055404470376406,-0.02097140437556377,0.04379424969952435,0.03092229076655432,0.02071725438338772,0.05163589074071024,-0.005298269391974702,0.06951976413610195
CXCL8,,0.013897798436264382,0.01874668553569938,0.020223073393491862,0.03535406189192752,0.034480215119940004,-0.007901955859202607,-0.022238617770321868,0.029340649650137215,-0.027300979548285566,-0.011272851387151084,-0.04724767822341197,-0.03142905465923236,-0.015952750577283206,0.16158400691713565,0.06827109199494669,-0.00924292242895999,-0.0412114710617165,0.012106907899544581,-0.02098119594933163,0.00429011012234464,-0.050310371471036806
GRN,-0.07498635269805067,0.04475588856860954,0.019353790125273516,-0.033364307107727226,0.01700854644881094,0.0020639528623338653,-0.023857841738113162,-0.03139885354960931,0.017797709560022006,0.0009842274271108433,0.06413408017562068,-0.1299568754930299,-0.027771800621266544,0.012378126039701292,0.014734102208210155,-0.0055943531719181835,0.018610738720073076,0.02778186336458089,0.022194378578517637,-0.07063547140865337,0.019024967742039506,-0.03941225994282126
MIA,0.053183586940683494,0.05582368177022109,-0.027023362163030848,0.057098364596313254,-0.04798186389334214,-0.0188224586282505,0.018982080194759058,-0.0282696263195951,0.013555048971810552,-0.0252157656878802,-0.013767070232359143,,-0.020393449621985825,-0.03477815166142736,-0.003847912770155141,-0.0008989166658717079,0.016041115369900546,0.02995318712648808,-0.09645318496144048,0.14372465549921454,0.03242912144005435,
COL4A4,0.020763421640506007,0.019512289380237944,0.04655870052847142,0.027763551632786886,0.06133157073414156,-0.06098554255634126,-0.04455958516872669,-0.014875238729352083,-0.0012951080626620755,0.005271818949786288,0.0016417954871506648,,,-0.03373609734965545,0.12115228287423449,0.0437722213770037,-0.0056617657088093975,0.02216753150260186,-0.00023097707767132783,0.035197572746433925,-0.031111668640543415,
TAC1,0.20746574680480664,-0.060437033487622326,-0.027481882670079213,0.06724294453539403,-0.04074523697115126,-0.02328583508739598,0.08068590535986697,-0.049610093248940994,0.04303697204548315,0.010047736814533153,-0.03996921941476795,0.09105887682322975,,0.01979628682870893,,,,,0.09338670444663338,-0.0363266123912323,0.08888487575998412,0.1755643988431921
RARRES2,0.09690044142860924,-0.08898405356697166,-0.047607724019728494,0.01955154519063923,0.06964944281867076,-0.053247961862349605,0.0011608209411916742,0.03769068993351416,0.031246757439292602,0.003057535613028368,0.04387790841012458,-0.008878704255259735,-0.002713930594606068,0.004078163942983204,-0.002566146593960144,0.03608478860716199,0.021310315912380636,-0.06452571054613515,-0.03180382263828459,0.07028456906592258,0.11092460421881649,0.010268643089077371
FGF7,0.008253169197356745,0.07169958756026094,,0.0025907795027804784,0.07377838292624946,0.009283585007778036,0.07948375698375969,0.00857014483388286,0.10015300371241027,-0.025144316597570965,-0.00787101081679184,-0.015037475480953662,-0.020088145926139347,0.024108370678500125,-0.05172529190039376,0.08781433781626063,0.040371945455515264,-0.033389493496716056,0.030759285254254146,0.11326121423444306,-0.03195366972805401,0.03263211739626652
EFNA2,,,,,,,,,,,,,,,,,,-0.02159695101482089,,,,
HBEGF,0.02503133232626923,0.05578419188267935,-0.011804347058320463,0.012809982412929619,0.07050166491905284,-0.015533518160189375,-0.0378205021567094,0.0006950828543640471,-0.03753519479110165,-0.03274984170505638,0.029107810379612954,-0.04598713037064476,0.0388075573114186,-0.030748538765707902,0.19196759592586304,0.03343616917343419,-0.012703276252332397,0.0898250944415408,-0.023836730458658282,-0.10468549875327973,-0.007028604505394918,0.012240148544487154
CSF3,,0.010848622893269929,,,-0.005898680119922154,-0.0013440583734577877,0.05751689300108959,,0.012865087393246063,,,,-0.022591117931837875,,,,-0.024029820462184555,-0.003727639189576635,-0.027982842918840525,-0.01440568089150263,0.045361082103989335,
PI3,,0.0009064326645600525,-0.007835773663914077,,0.08006404212890797,0.04820973926690935,-0.020452746083276938,,-0.02473057453080106,,,,,,,,-0.03262025421679356,-0.0738684679868443,-0.04094052210392216,-0.06321043527218508,0.085088407323385,
PCSK1N,0.07045187592186065,-0.04565975806011317,-0.039200586200783705,-0.018352820947509976,-0.06519480270051861,0.00901152926048957,0.023069723205748415,-0.031126459506692693,0.057007993475409795,-0.05754621833580874,-0.018932227397980853,0.1738034948949688,0.0017420255436687865,0.010443322675375804,0.025056822698014097,0.020202361674015176,0.08392650865653435,0.03243852962281794,0.0015473811040397586,0.07256886808596782,0.0298557169775106,0.10518880921053103
NTS,,,,,,,-0.009875679149622833,-0.018159286712653468,0.028648195942312993,0.03313150945325297,-0.008143758617461227,-0.03648330140890522,,,,,0.06878993454528164,0.09962427043858835,0.059730538498999564,0.02521532933936689,,
SFRP1,-0.027115605454231233,-0.0508536465167369,-0.04449459170298707,-0.028527599097364523,,-0.008535221816233484,-0.021570852120394345,-0.041856905106270645,0.037390485735465974,0.00703300373181975,-0.01650301375948292,-0.08089261024856087,-0.011393354332926209,-0.040941131270126906,0.03040200224871244,-0.001629431515422429,0.025958271715792885,0.06780642573018246,0.015586634030401801,0.031283328323595455,0.050000658520745686,-0.007122766321262121
CXCL13,,,,-0.029249089042162828,-0.0254898508090373,,-0.021376989923676135,,,,,,0.029522608033115363,,,,-0.037097000770109106,-0.02604243118877885,-0.028971457671498526,,0.058926282683315095,
MICA,0.024303506306851522,0.0028999321575690477,0.017642172076926525,0.03663528433799943,-0.0026440138787557957,0.0031352102341344217,0.035045262098812764,0.029351453238376155,0.04168950379686974,-0.0288363905841834,-0.03844765437643209,-0.004618744242836185,0.010605612314653855,0.0047065502036017035,0.01446913778817866,0.13338838061504413,-0.010330424880973079,0.09956254252259669,0.04876167587393153,0.04389275736773455,-0.006172531373495365,0.1642460970321912
TG,-0.021582570427593716,-0.030130949502068682,-0.015345568284808596,0.008341694419729373,,-0.023826233761571124,-0.013676142727122153,-0.02096060389544183,-0.02650731883259697,0.006414626784644801,-0.011943159271124128,,-0.020332173318281552,-0.014621345695710662,0.13526817230149246,-0.014612798504618042,-0.02751701860523033,0.1250121989028812,-0.023030309722823005,0.0014585221832292548,0.07830847262083764,
ADA,0.05677079673842427,-0.03794177592166191,-0.020722803433552685,-0.00020656250359324106,0.019195066547084156,-0.007192539786299595,-0.019315189750282347,0.03187609957961929,0.008250016446641873,0.019796005906227036,-0.004324958187384373,-0.05616991878092452,-0.0591935838457033,0.05751280647264103,0.14828495034816996,0.027571663128442277,-0.05812279817106795,0.03221523200666252,0.0877789236756996,0.0023518197955639804,0.031386477223877225,0.21148859728833577
LAMC3,0.08634058300517534,-0.017751141302711153,0.014845968971454475,0.05276458192175974,0.036161062359802806,0.0004978251662277939,-0.009700121553536403,-0.019428414226316432,-0.01575838555335087,-0.028903105215034506,0.044791785416089865,0.016598826398799896,0.03346456872635123,-0.012837570920996005,0.016673307580580297,0.04288276411230856,-0.05499969612020964,0.10731882087573608,0.05285227923146403,0.004261539593264344,-0.029452860064322732,-0.05740677794258144
CCL7,,,-0.018486380711461702,,,0.03323486351569086,-0.01537107218056375,,,,,,,,,,-0.016743785825322422,,,-0.030487131724747173,0.03492870185216624,
NGF,,-0.012466994514420873,-0.009764611803335774,,,0.029456827232286712,-0.030252073076099766,-0.02000203810704437,,,,0.021869433245670172,-0.010223729236206737,,-0.013912339214884783,-0.007878783791852697,-0.035846341026300764,-0.021306651658784845,0.014022271840854169,-0.03235232655538118,0.012739854899778722,
TNFSF15,,-0.024707658202982652,,,,-0.004400799451152332,0.013689648207139492,-0.02428685936992408,,,,,-0.014386467941998875,,0.020404016609794223,-0.025428729812342336,-0.03025851054600136,,-0.01737686504646221,0.008544001950523853,0.03217508871801934,
HMGB1,0.003350300215470028,0.04565676453967196,-0.00946054119061202,0.03280933891788456,-0.03353519519518609,-0.018427489261995614,-0.0700430048668154,-0.008322114447560902,0.020267616563197255,0.048011571468128816,-0.000744676200304002,-0.030770605470557107,-0.03012366520571902,0.013168235013425584,-0.05136219755131857,-0.07308609722863879,-0.03841541600120228,-0.02981863662785928,0.012086003581801877,-0.02350614986807558,0.025838904630692053,-0.01882783846687733
ITGB3BP,-0.02462968734119759,0.038073601726527295,-0.03753176187522145,0.014444728336642848,-0.003206096495046508,0.014905060936479479,0.00011182693097285977,0.05596101323561936,-0.01634099733468503,-0.012045353507940353,-0.005502381293300647,-0.033950683362136726,-0.033635808949872684,0.023648137112094788,0.07385962480809544,0.0574843618055232,-0.004689718514531817,0.011733494520554437,-0.007468800489487116,0.03675080329728724,0.0023535081269696616,0.12392181456403659
AANAT,,0.025989660648885672,-0.026820925905868764,,,0.015317993927975122,0.03916301128791995,,-0.019811177623786917,0.08749477048758234,-0.01376707099811874,0.027072445390422115,,0.04521454648574859,,-0.02976123159277627,-0.027229035073028325,-0.0006358889996636563,,0.01829736751828905,0.04394198522804032,
RELN,-0.017892523084869803,-0.01146922821597489,0.04884558020530151,0.017099034848552682,-0.039532767277670126,-0.030296213459392186,-0.015352540783445936,0.023436722294504504,0.027768503663344157,-0.020050998900645253,-0.047944688239968634,0.01031946848254717,,0.03181222618831083,0.034440834773179795,,,,-0.020989369804808533,,0.00023839454509511158,0.08140448012844767
IL15,0.11722425961734623,0.02235549657650849,-0.05245140578781473,0.026787580016584246,,0.03666200215538333,-0.011658002084750282,-0.01728154427880688,0.0020040265216544643,-0.017801189206866092,0.02806656575323974,-0.07028772899027882,-0.03382812394626003,-0.029477872206059866,0.0802420015691067,0.07826860394227458,-0.011647075926219832,-0.010958616655220039,0.03628553077526926,-0.012688790098148928,0.042889899750888576,
UTS2,,,,,,,,,-0.039886958700303204,,,,,,,,-0.023187516192092365,,,,,
BSG,0.07396390236729267,-0.004926122138911589,0.03511599726846575,0.028654384438017863,-0.020758535481582945,-0.014348392041655448,0.033240380111251584,-0.014530305854610638,0.01513981738567252,0.008116248793903524,-0.045030180878275164,0.0784069032050438,0.013016617404572809,-0.04736952555496505,0.02673144686453234,0.0668084153661886,0.012169273463637848,-0.0694561461379656,-0.030617229584477403,0.06389556185348819,0.012226387968966874,0.02603501160623266
ADAMTS3,0.046015425238904464,0.058706601982124684,0.02451000351977335,-0.03402690879530336,,-0.003765845313092069,0.06766844582955145,-0.014776489748073765,0.05147376732607098,0.011070066593208064,0.0010775398845779937,-0.021933391160310838,-0.02822559722496487,-0.018969370522512217,,-0.03563604501338178,-0.0008501602810321999,0.11877574048851194,0.04667127067738373,0.058704898102361854,0.08962541530226796,
CD34,0.09516359358728935,-0.042100836803150334,0.01470346694072801,0.036582251929854696,-0.03989250416469886,0.014929501450098337,0.004462636709735305,-0.008185793019227085,-0.0009197423922634783,0.03455673750432793,-0.02575781603269495,0.03305514263378452,-0.024690186803046646,-0.008276148758489222,-0.09614625275054245,0.012066144506423501,0.03162322370573553,0.08268186291509426,0.025453971704193064,0.006922563439339239,0.023532165986342456,0.03496547940858774
CCL23,,,,,,,,,-0.022541975318410932,,,,,,,,,,,,,
PLAT,0.09820159789539687,0.08511265921321623,0.060053697154996415,-0.020405255839945652,0.028594135736987946,-0.03873180149875871,-0.04521079949129776,-0.006842575838499709,0.03731933042224868,-0.031231143912923368,-0.044731392185263806,-0.013448007303258205,0.03213486880027905,0.023806291132828738,-0.14106929557275932,-0.008553834526510585,0.03780016438051128,0.05652078899801399,0.03046035244893519,0.013360895305443009,0.011253274046179564,0.1835703491965218
NTF3,,,,,,,,,,,0.031858701447390024,,-0.016972794103804145,,,,-0.003202626498522114,0.08686798909847918,0.011217009108520644,,,
LTA,,,,0.033213521339166364,,-0.022078530724400688,,,,-0.01784920201968763,,,,0.0157491512365655,,,,,,-0.004259244186362891,,
CKLF,0.028971869414104637,0.0019414077603571,-0.01458558798145151,0.008304818618196099,0.010520732008812409,0.04555484283317342,0.012008694901844414,-0.011198294646938788,0.02839428524284288,0.03326340634095707,-0.01307682268484224,-0.09857788770460173,0.0021278888578033467,-0.02569351945844062,0.010165023973154259,0.12020630596620611,0.021006578705012425,0.015342598774175332,-0.030303491334768104,0.10392238959535283,-0.01794974006739187,0.05710918955560678
APELA,,,,,,,,,,,,,-0.02652068261844764,,,,,,,,,
CD24,0.010425172589799584,-0.036937040193206726,0.05362392371291008,0.0799116562184502,-0.01339532695495759,-0.06192642084020654,-0.06458468382369394,-0.0009038939801944851,0.007026778682939496,-0.03595802308792921,0.056999246762950165,-0.03389329797369527,0.0027487598396252256,0.02920478733308329,-0.08347314821337247,0.18139865099504024,0.05115886851249191,0.0011795958954864884,0.021757794187487585,0.009779902127857046,0.1474085723525481,0.0850723961942284
HSP90AA1,-0.07792924069350009,0.03291631926597534,0.013640479581485485,0.0030050632498705818,-0.03658805232101059,-0.01672358634008631,0.052733019001218316,0.012480839012531277,-0.005008500935199371,-0.0030838850708958193,-0.02325800018154384,0.17799035110425834,0.04284229211801497,0.06241560951441596,-0.10765140657881601,-0.06158430041928797,-0.024034580821262353,-0.06730389474445864,0.013943034609696122,-0.05177055049793355,0.046553758917408775,0.058849099178632444
BMP4,-0.02221159822796953,-0.03175232403181418,0.05994613254058144,-0.02550067096583816,0.026387469580833954,-0.01325657333204194,0.013920753268620845,0.029377657579621096,-0.031140988470171584,-0.045799380272962514,-0.0014451933208551836,0.07886998840796029,0.16500530288636414,-0.011909999014841218,0.034193661353042394,0.05159642784515034,-0.057111802031128714,0.001015690395728431,0.06498891495843663,-0.015332794414921644,0.018887546913926013,
SCGB3A1,,,-0.018486378862848332,,-0.037522988964936325,,-0.005735311766183936,-0.022060196918708617,,,-0.011612659038359448,-0.024165583358299974,0.05049509374064777,-0.003717755097382442,0.022633097301347008,,0.07308997723767979,0.07357533356689827,-0.014771825054691587,-0.02197739943138983,-0.046367225068051715,
IGFBP4,0.10906753985790733,-0.019962799264778213,-0.0013412285168050934,0.02500436079491799,-0.0338488066434901,0.018865900576106914,0.015617703978226191,-0.013656271131498128,0.0649408446024739,0.01179136983275644,0.001348018557592391,-0.07783843227269492,-0.02707190333976759,-0.02406423668755114,0.022608456060787093,0.026781510705669427,-0.013669453787150601,0.07857630738989597,0.005029652227669647,-0.0041386563016798964,0.016723432752800825,0.1050478848207601
RSPO4,,0.0498362083204864,,0.05521419417922143,,0.0032859256205161704,-0.01200507402955737,,,-0.0207597085806571,-0.011612657339745367,,,0.0013368287603029412,0.030926389085991463,,,,0.05209324800847943,0.0031464526675312877,-0.005904863742918838,
LEFTY2,-0.021369177546090926,-0.012244503969409676,0.005144111136677821,-0.024351349554377795,-0.040467283914502335,0.0020946934909741657,-0.031188051228605795,-0.025456573834363755,0.029110233391528396,-0.008416855137285618,0.031481549309408004,0.03649104439719487,-0.0162666334297739,0.021258017727165998,,-0.0008235123891744027,-0.026347700040380236,0.0416248247483461,-0.033049881594438155,0.04205883638451341,0.08984156253245275,
PF4,,,-0.019176650572334315,-0.021882116431439076,,-0.015029632622755085,,,,,,,,,,,,-0.019795100831657943,,-0.023530707888160054,-0.027333665206120853,
ANGPTL2,-0.002092359678718867,0.052799784345489834,0.01059686793731058,-0.025056705620563422,-0.030186062471520805,-0.051100620622097866,-0.01692790548606008,0.020000978954831217,0.023543349518653157,-0.012757815230252363,0.00012441093248738945,-0.07420653125604036,0.036818249274744384,-0.011197410345058768,0.0672995725645295,0.11286849284995625,0.034199567903529314,0.07311954134881288,0.04329234018502775,-0.03470688159648686,0.016302377615044685,0.04697578846028757
LRIG2,0.009537163616153551,-0.02374512429221633,0.02632190170895563,-0.0009058800662698479,0.037363300381067555,-0.02144373705736043,-0.04754073297466886,0.06465171287529858,0.013515849824259228,-0.016875978452810563,-0.03842576125593304,-0.00649015034323819,-0.040225829480226426,0.0035327599720021735,0.02539238999011725,0.09252084224692067,-0.018274487611177604,0.03259026414025904,-0.007009043538013324,0.029135048818347015,0.09113799966374114,-0.046503705710937246
ICOSLG,-0.05978328592258564,-0.014637595844989183,0.015081318301258945,-0.021658522032638034,-0.02110618549120863,0.006633473944885132,0.014986112213723587,0.04606520009008365,0.009922897287676811,0.014384966236763672,0.03220335722902945,-0.06364390440416073,-0.028511913825797902,0.02261024453021141,0.1191480366581786,-0.025585464428542887,0.02921407563402856,0.10133266377910527,-0.04928650138035258,0.08971439751298625,-0.024139305936938995,0.007029043025633643
WIF1,,-0.08455556252173319,-0.03450527007926613,,0.053362385431824005,,0.06817957211303073,0.013850749258524944,0.039033518782364544,-0.016019775403825334,-0.021852616767711715,0.09083847625824613,,0.054272639943762656,,,,,-0.022591587315400907,,-0.03023561897359531,0.19410893620915473
NPPC,0.09895666845189861,-0.05610266961085837,-0.0018648212777403934,,-0.04707569567259288,0.07466079716572457,0.10362063234984993,-0.02198275737253451,-0.037114548959684975,0.039832217723777756,0.09001549003702837,0.0950840012128651,,0.0010485886445632652,0.07291900015624896,-0.03563597657222339,-0.007648264276988313,0.0741395705016808,-0.03313155099439606,,-0.024122075952337473,0.05676723867301921
LYZ,-0.05600934936297867,0.0002953977248239624,-0.01053429393847659,-0.05079649539142944,0.08385744977781782,-0.042278698640325955,-0.024421583399297335,0.007164878009727014,-0.035099241407986655,-0.01949103878314641,-0.019437288364622673,-0.10687012440011145,-0.024561848304348335,-0.041284491790941485,-0.03053948936013648,0.05269575573212115,-0.0013794578790438257,0.03365258251182626,-0.03869214447624483,0.010350371005765788,-0.026834423997632643,-0.04553030926796929
EREG,,,,,0.008231127410328751,,-0.03657199840463163,,,,,-0.03753068004094236,-0.01902128890546114,,,,-0.013741688531585567,-0.012361519077169536,-0.030269253318466145,-0.008701085168854653,-0.03146914578015009,
SPTAN1,0.09894482590414751,-0.0541717293534146,0.045334337534773256,0.040463564141703295,-0.03857151900766582,-0.004674160794450496,0.031344572077176586,0.02821559102184998,0.03282577611528166,0.003530457608831026,0.06327846239150613,0.14872879378908285,-0.011514894961353616,0.0287621998820493,-0.02071089385449871,0.03619928186195547,-0.02508056683365463,-0.0016327748201556897,-0.006165784539750815,0.02292564875792946,0.01025561304940709,0.10345800203478897
PTH2,,,,,,,,,,,,,,,,,,,0.004429672290065309,,,
LIPC,-0.027632150868681968,0.06794484295149242,0.08118809603455239,-0.013614823160531107,,-0.027009369190340724,0.07938487260176746,-0.026799243957282008,-0.002520473427970442,-0.002691363315709457,,-0.03429593605899114,0.07530266022130619,0.02432458177025353,-0.032208497998502866,-0.0321766352825847,,,,-0.030923372388634622,0.003241859107641741,
COL8A1,-0.010969591630673233,0.07116926149224535,0.07175964220775902,0.0009068706880361283,-0.043828316868665285,-0.013153821269122675,0.04306289504284167,0.005760365537226836,-0.044511395398194785,0.04578076111954355,0.06559163080185575,-0.07554801198232114,0.04106164897863717,-0.04562668348573775,-0.022722412947681212,0.08876759710780319,-0.009218890852561171,0.025112483084254174,-0.10865572537662233,-0.02584532495133894,0.05645969248107654,
GSTM2,-0.006749382806202206,0.013067136927589948,0.025875221315439362,0.041320599668549535,0.02219966262979766,0.03415386039156661,-0.03560645569633673,-0.014613872692795862,0.049776298416411444,0.0017734949461424769,-0.016135490602457933,0.0022261562528014724,-0.034869972446862546,-0.019130767377544437,-0.03346553902291984,-0.021434834287602757,0.02867814844887441,0.00219880478501434,-0.037416724858391204,0.04788762820612142,0.03390667651119777,
SPX,-0.046614302297206194,0.09097505084795207,-0.037970760172834815,0.045841739243766104,,0.0017779076562039807,0.06722124024369648,0.08160092040207143,0.021059488057695138,-0.020377860586164913,-0.026248650553173786,0.027067915239650298,,0.04878880841593568,,0.012210860050908568,-0.03129388530563095,0.059245865642207754,-0.00040383556125684445,0.11449471698294118,0.011988277183664313,-0.04112570387362583
MFGE8,0.05254600751285692,0.0857424225847421,0.04362698689908085,0.027575271629940477,0.024669668612185267,-0.01552807362808468,0.07371048068667967,0.030094304949004967,-0.0008433284442038475,0.0237213512001868,-0.011268775605593414,0.07514437055812874,0.012888053555986087,-0.0138109438327345,-0.03120369696889613,0.08732621220888158,-0.04701332084021153,0.03584265954611019,0.018968596815483553,0.033816449305601105,0.05663693450755332,-0.01829774273316926
TGFA,-0.017265781926378745,-0.011021374478095503,0.021347545934885144,0.07542363376129824,0.027580309058729886,-0.04091540592599248,-0.02919843219167419,-0.033919542451624596,0.0024145082293316107,-2.540782991179763e-05,-0.03875165636136506,-0.04344518495620492,-0.02563483226191661,0.009364949676143394,-0.06852324891608863,-0.00848265832224939,0.01028974329281595,0.06683155612071141,-0.042195901845800604,0.11712996335611241,-0.0022147640556667717,0.002398284356853647
SLIT2,-0.022211594673780723,-0.07919275817409475,-0.0021031101843759447,0.06222366030993991,-0.02788971890975028,-0.015183032593642223,0.04495638144398065,-0.016274516720599774,0.03407909496398575,0.012024416736615137,0.027022581315515312,0.05884404593399125,0.016746272533044046,0.05380034786823847,0.06330474631455797,-0.022113149507701525,0.14519581550014948,0.13154509549567622,0.02731886199770811,-0.0015846370510636243,-0.021225014130556115,0.18493436232734234
PLTP,0.06078174289320137,-0.004580203636437757,-0.026168720965201748,-0.05104850878742734,-0.04246534391788145,-0.043776311132930394,0.0034397237240266472,0.05052668091788901,-0.0031391312556303314,0.05842412050433618,-0.01663225597166918,-0.138842634925739,0.019238467662887,0.016710157860203367,-0.052059873126686425,0.07484413663498936,0.03314880571454641,0.04527226012751949,-0.06191595308734579,0.0570483248630345,-0.04206874020952533,-0.01914940821368429
APOD,-0.06593676466377531,0.06256541998331444,0.0123408783891378,-0.012903793415269222,-0.05872622648688388,-0.008880673893953467,-0.033057983557123465,-0.039933836129398076,-0.09598295774807714,0.021845909867966463,0.04678576578083595,-0.05260713224277353,-0.014688836265542952,0.014282780181326749,0.08004503354382511,-0.13828078267531235,-0.01774998009808476,0.09185289299984287,0.07144680757069032,-0.008680963735241978,-0.0025144114328638587,-0.04080184962880888
