,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.005679824808016523,,,,,,,,,,,-0.04358900570571802,,,-0.04530791617420131,,
BMP1,0.03199616762350139,0.09508051335543473,0.1111221198193518,0.019312494120590735,-0.00033337868254132316,-0.035110850720529614,0.04081483848134178,-0.04007620438819756,0.09323389529792339,-0.031109493192238366,0.05202544523855968,0.09773723145965305,0.2290969733129704,-0.011640230240551882,0.00894595559111955,-0.029827808280552162,-0.06561528296692473,0.1266521184981947,0.09061290328690114,0.09813756822456322,0.23560319800910298,-0.005314499665387624,0.13887034642069404,0.16301789931470798,-0.022710643583080257
NDP,0.07030780790285833,0.05391114153676923,0.005077924860944017,0.041247197109789545,-0.0029706620429728625,0.013864802623623362,0.08453111450095563,0.029983233525795485,-0.05749844961363065,0.05107282319711567,-0.0059511698735174754,0.012798401040305378,0.15591926008010087,-0.011543548168088303,0.040359918561390894,-0.16433365551175386,-0.12661037186141214,0.09510745021845204,0.11344948851929375,0.058170639556594926,-0.09038244417215259,0.024086543421426458,0.057616459853839896,-0.012599104133815516,0.016768197223170127
TNFSF18,-0.025387504361744268,-0.05184488701543031,0.005959243221659341,-0.04560354537790469,,,,-0.02304316877536517,0.01289343740856825,-0.037257676010258464,,,,,0.03447874963898786,,,,,0.013060769275083761,,0.02637417584704725,0.08540488986661082,0.05740059342037345,
IL36G,,,,,,,,,,,,,,-0.04808280229190901,,,,,,,,,,,
RTN4,0.00294494227550732,0.012156546049614648,0.009120056931479758,0.027569818859674917,0.04264603959461465,0.03607331953818959,0.02188042331387663,0.20822865085779352,-0.10101606865495379,0.10918348216348385,-0.06081299888427168,0.007498739477605704,-0.07191599473176334,0.10789627420029507,0.06472138447198138,0.04155960295995842,0.015359543535236485,-0.2214320783744556,-0.134846734043352,-0.1515667918024885,-0.09356812266148874,-0.07384129013850742,-0.11701402899409574,-0.06372807807544022,0.023545669820770724
HEBP1,-0.017682792295404964,0.034092016975241356,0.05040011404487317,-0.04590574252926981,-0.024325085092913305,0.010800880212800838,-0.04105312588422314,-0.06335162130442636,0.055360560593188585,0.09280288008704628,-0.013377196404432183,-0.0014688501875537907,-0.02622995568521495,0.0011517487274503727,0.02801056686982698,0.17384943808016545,-0.019523736975224415,0.005432235938462385,0.11161465297002669,-0.030516053283929458,0.020955040522876202,-0.015375906234117774,0.08992203000595712,0.050297936947954015,0.0750702069847021
WNT7B,-0.02236559618394837,0.037752540870204944,0.0010766386598142772,0.07161582777711051,0.05773022447055732,-0.001447898938678836,-0.033155267746359345,0.0837432610743005,0.005565708140772599,-0.018610545755050476,-0.015648293587568717,,0.038880040340370604,0.003961866307152493,-0.052524256333419186,-0.0005688012008297112,0.053537883110621486,0.06350851036185365,0.057219766924771195,-0.0007065623747928886,-0.03361897319886301,-0.03150406143865055,-0.012944423563638544,-0.04324770864979614,0.06805225962396685
PTMA,-0.0327244974325568,-0.07264800780686285,-0.0055928974313034395,-0.015368579869883024,0.09846994279023834,0.01104648901700065,-0.08538027630069762,-0.1708539085497598,-0.07004472223516864,0.0901383401275494,0.00040933309265719014,-0.03319662930937135,0.2297796229231913,-0.07133538333458891,0.09704451583878776,-0.10415940650811117,0.10588147052703807,-0.10253944473535093,-0.09004554979921997,-0.04982811391484413,0.0842919278122226,-0.03077914251171332,0.1277144153788372,0.09614065473789107,-0.09508014208328092
FASLG,-0.022365602506645117,,,,,,,,,,,,,,,,,,,,,,0.013661270635950237,,
CEACAM1,-0.00039247309996097565,,-0.03354040169250133,-0.02731405234344358,,-0.029900226516914964,0.017648260840510493,,-0.0008838724536590166,-0.026557713979303423,,,,,,0.014219462312535902,-0.04995687384633839,-0.013478342538999504,-0.021499072839275265,0.08262114141259079,-0.023765733916523143,,-0.006713642374716492,,
PDAP1,-0.03952276056023555,-0.09458281502731848,-0.02882338932759823,0.007575934596626586,0.05138663852629481,0.016227014356902818,-0.02509510071889588,-0.015003784077871124,0.07930622561743121,-0.03587852395823746,-0.005353056585413588,0.04203826855722808,0.1427653415930732,-0.00818377062811735,0.0588035964909412,-0.12257756941759378,0.007633455552946431,-0.0287488859982553,-0.03311848336361334,0.011523917532937156,-0.008084991355125757,-0.04681507400071834,-0.03874269228153939,-0.10982705753120228,0.03695375533639447
QDPR,-0.06832691507828537,0.05500829364541086,-0.06984541436491461,0.00747828658210808,-0.029473597512011878,-0.0072868760324009225,0.053099930941162596,-0.052856182547461064,-0.14667394620768662,0.06807232881633307,-0.06903558027518271,-0.055968123344844814,0.18375454574548486,0.0006470970085587133,0.01201432987031276,-0.13172766834571623,0.1403709028308218,0.026585321090703648,0.09861409910472882,-0.09311038953110543,-0.10206115749563476,-0.1129589215790364,-0.006671102849878186,-0.04563160398290365,-0.058494727393546025
POMC,-0.04005143577997574,0.1468100206234795,0.10389950061511166,-0.03469412355142065,,-0.02828411660452819,0.07491148073214834,-0.005022059407508855,-0.02898461380479275,0.04471534776122098,0.0018427127150254029,0.03543621290261856,0.024669470987564567,0.053785777932190214,-0.024216549608423656,0.1051948294829847,0.019714927988533717,0.08342196857010553,0.08701531752404482,0.042824346743933754,-0.019568496436400205,,0.08181748178453903,-0.013113595887628423,0.0989480283138845
CCL18,,0.01078600934911276,-0.013677876993148189,,,,,,,,,0.09319173027117499,0.20452577777902456,,,-0.03782730325988513,0.42489209473004996,0.15457292551299834,0.19311166747709385,,0.0725239505802371,,,,
CCL17,,,,,,-0.03535782093250586,,,,0.0022513815121202613,0.05120778411905194,,,-0.0033169117427384927,,,,0.006093209019668461,0.07601991842899071,0.003253471326631019,,,0.06577729602440295,,
VEGFD,,-0.031326501157609196,0.011470435994411209,0.05419332910181294,,-0.031371027677672525,0.007767582105440284,,0.037288827147316614,0.0380622814743381,-0.025755757627706075,-0.034162553358527,0.0472749937629526,0.015434493153479422,,0.0021509130674439068,,,0.06000849964809588,0.04081071578166243,,,,,
TNFSF13,,,0.06980893422736832,,,-0.024389033547843306,,0.023271335644644262,,,,,,,,,,0.0840251569939337,0.049513688352125454,0.03780273041002254,-0.01612362904935057,,0.005473277878697476,0.0012425876260174279,
WNT5A,-0.006866424757153835,0.0027794732653489227,0.04793036244249963,-0.04960976820688885,0.034283463301866,0.05736769001062653,-0.08123439004687712,-0.09403544057006605,0.042128099068228904,-0.007977775354737949,0.025236520503104716,0.020114385594960867,0.11042989203005948,-0.03372971480141597,0.08916007623179495,0.044373970724141704,-0.013855228032991024,0.034570511394229814,0.0006091466406214072,0.012863610574264642,0.1386227825320642,-0.0002567152633158966,0.22832956122935152,0.14560827441224805,0.0996060386596657
CXCL8,,-0.10211611400421242,-0.006488649654197165,0.0018738358230539118,-0.03251163297448083,0.04929788417984011,-0.09133752793056546,-0.00020062563523023927,0.009798451381917055,0.02844606172392971,0.057662028464253265,0.06821435282279988,0.021423299128692428,-0.06846818362804492,,0.27415067569427237,-0.06236291787160372,-0.01940833415518335,-0.13651064833982662,-0.06318396865830246,0.07279157334531453,0.21297476232568263,-0.024302882882798575,0.05298857467391379,-0.04658466982221592
GRN,-0.03374200000396864,0.023552309037660278,0.1644112054557609,0.030451630979253016,0.021208733721971556,-0.011938529225710537,0.0003773469046540596,-0.134143252331961,0.024054348053012254,-0.04576911281481999,0.043958060312885315,0.10799858088297389,0.04662884914648164,0.11804156365593527,-0.012689473941404395,0.06760328163905203,0.03373354031229956,0.12470963488350388,0.047462208125163434,0.13257983030364487,0.16929600270704911,0.07897438657409166,0.2539883171256724,0.1565611468347025,0.10217134381235524
MIA,-0.02927464459982076,-0.01691492662362069,-0.060818991829111296,0.005850605192713976,-0.03838383335041441,-0.025103414936277376,-0.04186783034804169,-0.003885122466580062,0.025969497104121858,-0.05611112927813459,0.041975973516745,,0.0037854987716392655,-0.011473029805021637,0.020077714146063817,0.008722301966793815,-0.05887613287026841,0.28587532134944055,0.3281021844617674,0.09992900178098758,0.06764493020324094,,0.005671798657421785,0.11131368305392852,
COL4A4,-0.025902092936844184,-0.07166848228599067,-0.016598492410363912,0.056278148239227,-0.04460469072738951,0.0021750469379855208,-0.08315328013063411,-0.02508345516643874,0.0009647573013737589,-0.03661489498961803,-0.004805930234305614,,,-0.0379891129155143,,,-0.04478225675894348,0.03361717750024671,0.01431463961561505,-0.027880583627137294,0.06883660817128129,,0.2313268730274246,0.06357769785492978,
TAC1,-0.02236559033844105,0.11989627852239373,0.035721191552875786,0.007069460623121126,-0.004691743376651847,0.07442411131093145,0.13701438500678811,0.10124493382104269,0.033215793229131395,0.13227032104317882,-0.045175620466237354,-0.005437137729210954,,0.15657412082785332,,,,,,,-0.07364932831490659,0.022420725896972766,0.16632400197115715,-0.03858375720054113,0.13819615688644543
RARRES2,0.03123130055859666,0.12217808756959735,0.013656785647511847,0.01701114696686218,-0.08765143869029253,-0.008359340954930848,-0.09922275104702491,-0.022217613288521815,0.06521026192912284,0.13608054050767426,0.044217184949857775,0.04721741076894619,-0.14663769275793062,-0.07353921643883995,-0.03531783606708852,0.09311568501830811,0.04415801746874924,0.06776384774414111,0.08893544989064466,-0.02333675054140998,0.05476091821127487,-0.01825970527625425,0.15830403495095877,-0.007617257826672211,-0.048370293923351314
