,UKF243,UKF255,UKF259,UKF260,UKF313,ZH1019T1,ZH916T1
IGFL3,,,,,,,0.09030476116494039
BMP1,0.006298005375879404,-0.030920557662143296,-0.03417657905402594,0.004301405382731006,0.1020483259013155,0.0741222756905117,0.13592806112864078
NDP,-0.01580513342483642,0.003492014498289329,-0.059850523291424054,-0.011857092197591925,0.00645678075728776,0.030771904104539376,-0.04758708071846281
TNFSF18,-0.03062559044396382,,,,,-0.04653279085846348,-0.010235441090878457
RTN4,-0.0524006418960427,-0.05165992490582154,0.0009558146597907444,-0.00558572223534915,-0.05927861859064482,0.017305000527793997,0.0016632592811946024
HEBP1,-0.012556495248753383,0.02804148557125248,-0.026432574047840857,-0.0073587228917734665,-0.0008259220972490072,-0.060964919797916926,0.022042556170280277
WNT7B,-0.013777721211856483,-0.03572386541025049,0.06562677517704875,-0.03541599593645486,0.06673305475324744,,-0.021414763942305317
PTMA,-0.08320820226351257,-0.10230967171242095,0.07515584964956736,-0.02804589125365752,0.08647872887311961,0.002282468160738775,0.06279921233260184
FASLG,,,,,,,-0.013629416918361
CEACAM1,,,0.0026198446700886426,-0.017345626237185535,,-0.04397964671743276,0.0033593471586110583
PDAP1,0.08827538063781981,-0.03542242032307963,-0.016417748929936127,0.06715528750059103,0.07051876195221245,-0.04211677989366453,0.009868745978758916
QDPR,-0.002708588421684368,-0.04461491292331944,-0.008979813931203751,-0.0523168246333594,0.11741400382401992,-0.03706743695189717,-0.0076910524156134025
POMC,-0.04715718796148729,,0.04902388154965963,0.04107179492932862,-0.04295264485007347,-0.1036204867688981,0.07365119225687665
CCL18,-0.025736416582005893,,,,0.13366306560608013,,
CCL17,,,-0.00804451235633351,,,,-0.012353535585579849
VEGFD,0.017567967899591422,,-0.000501891642211555,-0.016595313106322843,0.07889698764692223,0.16655190986295879,
TNFSF13,,,-0.014929407169836418,,,,-0.02012905512898304
WNT5A,0.0691448807751923,-0.09336834217960183,0.000999854853699938,-0.06153735408213533,-0.022887212930162968,0.05212729546595693,-0.0009911843705362462
CXCL8,0.034085842820298584,0.13742937929361826,0.0057519595666825985,-0.017745182407182886,-0.027785565252102153,-0.022910019699153766,0.03133691470253504
GRN,-0.011946088027998226,-0.12730617727348179,-0.055624736618457,-0.05614101440849024,0.04669337242273872,-0.004218886635220803,0.04714596764007151
MIA,0.015252398782471718,0.02185150599258108,0.006819446873173935,-0.010689068489534641,-0.019889345057719738,0.01620722051844539,-0.013004396784116927
COL4A4,0.11157398070603547,-0.007194057967948869,-0.03560738008690337,-0.056372220873301945,,0.05525542714957955,-0.012815438295768145
TAC1,-0.05834329097095599,-0.06467589868368104,0.021598747334807395,-0.06188018313810513,,,-0.01623997868761495
RARRES2,-0.02271191342841037,0.02275210697398309,0.019816597496114034,0.06679130189816715,-0.11458181281831621,0.13874454863824826,-0.07241796477512416
FGF7,-0.01124766296291189,0.021719775555715436,-0.03836563938810402,0.015647933315203037,-0.0005930547120179118,-0.0641117182789269,0.0360899485275124
HBEGF,0.050996824927434674,-0.01810327795545309,-0.02254324464549428,-0.051634214688028666,0.0524861400303173,-0.04624029879827106,0.029138650031834166
CSF3,0.0034676670175221537,0.05882941359732111,0.05515463834501413,-0.041210790232567206,-0.008104811576545107,,-0.013006367213817214
PI3,-0.007555701447165642,0.10472548737194107,0.06331271554054028,-0.04375873178146144,,,-0.02825851501371793
PCSK1N,-0.07729979550529709,-0.08273769130749467,-0.04997275020075377,-0.10557886495364123,0.015117088479802844,0.07049223890010124,-0.05096622557454665
NTS,,,,-0.055592273321250565,,,-0.01926065627959495
SFRP1,0.018196295945269503,,-0.018885050001120274,0.020578546197815586,0.02582668276272943,-0.04071235911272504,-0.018813087423410375
CXCL13,,-0.018412493998824202,,0.019923303272289826,0.006088024944299359,,
MICA,0.04869000734519198,0.02969964198749305,0.02874092549628333,-0.0704682157289841,0.038606552925387304,0.12141141253118415,0.015019857471440893
TG,-0.00426803575681642,,0.038340194143571794,-0.000942077744630505,0.06158355033898463,-0.04068349969606082,0.07437379076696418
ADA,0.03642907644388474,-0.01605753013964127,0.0007495063017917774,0.010376262535797483,0.10508894940705936,0.013989723228836544,0.06240945442634269
LAMC3,-0.0004188068820572234,-0.04733333981023634,-0.016526733680124004,0.0248697624471367,0.06177946090170141,-0.09707448394696973,0.08124652788923703
CCL7,,,-0.01473467923397907,-0.02487525124439768,,,-0.013629412071903027
NGF,0.015341109811553774,,0.035856384559991905,-0.026551741654245883,0.024487901277563968,0.05658044820464305,0.05498023775398449
TNFSF15,-0.033202646063106404,,0.0015198067744895559,-0.01841755160911256,-0.013806489631635433,-0.007028116091908391,0.010654967302732927
HMGB1,-0.09216857802406532,-0.11263010436083461,-0.005951567943283112,0.04268163127693625,0.07428558368298455,-0.00896255045798621,-0.026859449183403262
ITGB3BP,0.07267098597023346,0.051765782592604004,0.032744958552888774,-0.045950723714435315,0.023698852429924984,-0.01996995994695141,-0.018462177848629815
AANAT,0.02639365282535474,,-0.01492940876322363,0.026549713417675338,,,-0.014420486348244338
RELN,-0.0462754786164427,-0.028556339764803276,-0.0019785888789236013,0.09025927519984815,,0.05734549510916215,
IL15,0.06948321728374394,,-0.03834396859783004,-0.005490500633819992,-0.012821521045203219,0.018492913597412588,0.057289562204698184
BSG,0.08788419856973943,-0.01485208345912698,0.0122973483743918,-0.007651720639730657,-0.04182200668588429,-0.039185061038401726,0.009612501777761871
ADAMTS3,-0.02976197607838225,,-0.012530832555791646,0.012328974830456052,-0.025376625906967442,,0.023107721845450742
CD34,-0.03472567809213309,-0.0420454080626956,0.01001890069050868,0.00023397420357684355,0.048175730313267155,-0.043741449057218926,0.08539269950673233
PLAT,0.01229455348907875,-0.11462953762765532,-0.0563724507481745,-0.045856477605135414,-0.01489707583602543,-0.11497787018002632,0.06718590258650477
NTF3,,,,,0.07878563703380845,,
LTA,,,-0.018885049117647948,,,,-0.01940780140528675
CKLF,0.002563463167692768,0.02753230985340332,-0.011995819413446494,0.06188120226199182,0.06432786020949668,-0.0772834256480683,0.048819817202971044
APELA,,,,,-0.05118194250664387,,
CD24,0.08130020720613976,-0.030361638506791418,0.008863417121011498,-0.0707541311265471,0.135269128087869,0.165299658405688,-0.016791515454635277
HSP90AA1,-0.06778404548523778,0.015255886474799083,0.018539869668070183,-0.08122991972631556,0.0038680886317344976,0.007258226833944348,-0.07613665412188064
BMP4,0.004111603698439824,0.001552307404352843,0.015112247918119036,0.049701931644520275,-0.015434415483421678,0.06919766656777025,0.06741908369751441
SCGB3A1,,-0.027104584264176407,,0.018260338464185892,-0.0027904043127766716,-0.0350330395456588,0.05992530369536381
IGFBP4,0.010234810505836871,-0.026780501310959742,0.013389221420235228,0.05333937254087669,0.10900722543346078,0.032950065504743255,0.10154681964517125
RSPO4,-0.032786050457495344,,0.04606836806973941,0.010145166495656534,,0.012431171574082333,-0.025596858504314996
LEFTY2,-0.03378891889912562,-0.02582089909129414,0.006235459453108688,-0.03540415287733255,-0.03139277781636797,,0.04923294612328985
