,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
ADAMTS3,-0.022669480801139414,0.006261200094852448,-0.03236368735781641,-0.013687588249543902,,0.02834691885503211,0.012374512436909275,0.0564830722702424,0.010611134865602409,0.1250554600603965,-0.0666969385539989,-0.0002710907814656362,0.07383474867693121,0.05122726639930002,0.015406503057678635,-0.020738259000438953
CD34,-0.04803015056100012,-0.1360129244366578,-0.08238290126365137,0.06973125543035778,0.016486795055393962,0.04159581247803064,0.016158509144634764,-0.01334940773636054,-0.030908069814371268,0.06117613002150329,-0.04255893259636008,-0.0026544398889107733,-0.011207534292407234,0.08084926004436462,0.12615260870436243,-0.059901922087868514
CCL23,,,,,,,,,,0.15443012490467295,,,,,,
PLAT,-0.016305979342112756,-0.0640762208899047,-0.15319141187841637,0.09951336375191361,-0.0654887264642877,-0.07144881511942269,-0.012324500783473953,0.03972641893065969,0.11313023030772189,0.16160823054442383,0.015804321321803528,-0.0023166962991381817,0.0027153470899658116,-0.10011398200807982,0.0909916105238623,0.008918583479603288
NTF3,,,,,,,,,,,,,0.028800574166251595,0.007735363821366657,,
LTA,,,,-0.01784297393377333,,0.08330030498373113,,-0.020751737677220886,,,,,,,0.066934848577821,
CKLF,0.06109195798337764,-0.00032693721124141316,-0.14141281584523757,0.033037962245060455,0.009720664957806652,-0.02440194197584224,0.02495538634417377,-0.0015142258602977127,0.0883875405740098,0.06628562750065942,-0.011187753745900367,-0.026794094590829265,0.004496172021968473,-0.00509360405556541,-0.01717851277432005,0.019912298284855436
CD24,0.0173590764617422,-0.0058080145721602205,-0.10426622543799467,0.00975741683635912,-0.02227566159925713,0.0051240202973596525,-0.06426449912288074,-0.0037127362037122475,0.03631005311092103,0.06396465268073308,-0.05037638926268985,0.03304613468278695,-0.030875173331953477,0.053365794964260006,-0.08438083507958746,0.006126172156550209
HSP90AA1,0.04239911464833287,0.08957732284593384,0.12553055445099176,-0.01978180030597566,0.117221410005475,-0.009144888896286675,0.0011555717100855028,0.014758554722161105,-0.05213042112319968,-0.08193320126896703,0.01473744252160667,-0.028919484989754905,-0.015405764227254674,0.01702036727898483,-0.1398825565193494,0.03902527887921013
BMP4,-0.024029518708592,-0.07187099779932703,-0.033628921348972954,-0.030859136798266136,0.024968426665455838,0.027052304544497707,0.03194067527097613,0.015600374913648159,-0.028368581211617606,0.20716251236037217,0.06246684138121385,0.04297950579270953,0.0005840832698348214,-0.0014614146615599204,0.09652828346323188,0.0013203386319714859
SCGB3A1,,,0.010319509112166196,,-0.025056007340992108,,-0.029965022228745385,,0.1800671497723723,0.0785249816085562,0.12971255596961076,,0.03059265958062283,0.05679830755959299,0.025798479257156375,-0.005802346097756212
IGFBP4,-0.005085056710961609,-0.020222015825624218,-0.056598947671262646,0.0009580891477245363,-0.02211423809244591,-0.013924807903087689,0.08060898269494013,0.018909307916792985,0.13779274568161975,0.0690044088438497,0.024592076068014206,0.015377892161734477,-0.0020404196963596222,0.02503842090983038,0.1897332666502678,0.027562653565014108
RSPO4,,-0.04840189044181043,,-0.03958488870083123,,0.007636242519536425,0.07843933752226825,-0.01234647122442752,,,,,,0.07750284649607075,0.03185489868676642,0.01398244764197399
LEFTY2,-0.00228338122622581,-0.04827516047571018,-0.0179492782688865,-0.005303488869388829,-0.0015567136605809076,-0.03186942458627025,-0.010436772907109655,0.03285504986614095,-0.018918000183774947,0.03057548115406368,-0.09198779452617159,0.06706058830873796,-0.01658380795514632,-0.030104483992526875,0.10629178486556795,0.07259212687868914
PF4,,,-0.02462168197167062,0.12860154394802212,,-0.013762822687547862,,,,,,,-0.01321963763137516,,0.05701277291323893,0.05949929765071475
ANGPTL2,-0.005636930218749448,0.053108092686279834,-0.08491386897017807,0.009148530616145244,-0.03228904008975303,0.006945092674029799,-0.05171766752129794,0.013827767170723442,0.10752256194228657,0.1341414805620883,-0.021657921566841928,0.053284344415020106,-0.01822647733371773,-0.04741954517025212,0.11944335420536464,0.013756588221686813
LRIG2,-0.04072050519000604,0.04936318279821296,-0.049833246238463774,0.00940710587348934,-0.03055017799924238,-0.014320205713249939,-0.014264702960467932,-0.04796494030333755,0.0025028707259535285,0.09637874516822807,0.00747831430790098,0.006704000791274542,0.08110926958921298,0.020242730559702167,0.06679587295057939,-0.03459109770471967
ICOSLG,0.028024846979356925,0.0011255354200458243,-0.04881527221465215,-0.007029732774248711,-0.044889921287046365,0.0007017370691022263,-0.01044461260151843,-0.024548077478343196,0.0154632776015956,0.08916796701135032,0.01799119563568911,-0.003967582685240127,0.014726952423457082,-0.04175964028988931,0.10356695784916833,0.06476094834177488
WIF1,,-0.11263893482398868,-0.011188779022891107,,-0.02712824571145217,,0.011923973298612885,-0.018624820115851683,-0.04333577252909745,,,,,-0.020578230416919637,,0.029020807463159822
NPPC,-0.062094071181743274,-0.024476675152357137,-0.04648784605656306,,-0.031434835254116306,-0.021349531988894357,-0.0039240581064904035,0.023982457197787774,-0.035489775017582936,-0.038224460248014944,-0.03863147463310151,0.04309481903345364,-0.02501244064314227,0.04787831413495709,,0.03227657670751682
LYZ,0.04636662540823528,0.11209589469542527,0.05522126477766746,0.09243371059806024,-0.03201065851189248,0.034447213005433575,0.054911762448533255,0.020149544038007536,0.14678242408623277,0.07956687383490431,0.061227575194267345,0.13950142891651499,0.01855726311183896,0.07818207164146676,0.12131278680441937,-0.002591273806327101
EREG,,,,,0.03837818035579232,,0.044385096602523585,,0.20228558970524027,,,,-0.018136652070711884,-0.02757166464840994,-0.019588612889970144,0.02975973118028356
SPTAN1,-0.025731663217052617,-0.12377542165157455,-0.11703355966455571,0.009137134740596778,-0.04794935952904326,-0.01704837243282567,-0.03649175185062828,-0.013385378425594048,-0.07127803559185826,0.002085874360151688,-0.05087500718033535,0.004974877639014336,0.044910500961193575,0.014991871413043496,0.030578718861835268,0.08391720598716489
PTH2,,,,,,,,,,,,,,0.01063497143169915,,
LIPC,-0.01412496723430223,-0.026400952837258067,-0.025668160633802856,0.012287714682388035,,0.07962126919964119,-0.03348349469331189,0.035838692802763694,-0.03485446397897083,-0.003267200894125251,-0.0392052993696185,0.08935507837140348,,,0.10498475459907235,0.04833903556863375
COL8A1,0.05914068890456532,-0.11191354880012948,0.007214113513943402,-0.062250456468293185,0.04330594388557863,0.04362987711220779,0.007059088519436872,-0.02246307637227137,0.0704764602562947,0.0912313283875107,-0.042812526488611426,0.07370537527852042,0.017633292043177734,0.010082149275685478,0.03817476064828538,-0.03748021072362982
GSTM2,-0.02989398688243346,-0.0730779543991455,-0.040258374744085786,-0.023102011876579263,-0.02405504725531139,0.07639129309131017,-0.02003191470555092,0.04977186927982722,0.057834621973849545,-0.004858695200240333,0.15439688474720023,-0.07611689718179268,0.0021986133995597155,0.03627700492113014,0.029756267620780732,0.023701153208239883
IL4,,,,,,,,,,,0.013807443374616446,,,,,
SPX,-0.023815867527671,-0.10468013571455254,-0.05686681116258611,0.049895100991322695,,0.020276519526919785,-0.06115749934504699,-0.03343467345119827,-0.11954529974891809,-0.05067385455507911,,0.03960244968040192,-0.016413869834756158,-0.015395972027992581,0.0036867551840405995,0.06937801518298845
MFGE8,-0.015079613726573703,0.006371522490688313,-0.06801798175380383,-0.0014117453681234211,-0.009722667187383257,-0.024914354913540937,-0.008624185348941375,0.0171639765983099,0.05637201849622008,0.11067418533168126,-0.03002723038417349,0.021157240108607856,0.06536796613797059,0.011962344172912347,0.14593512659566893,-0.023426819830278424
TGFA,0.03881782154084434,0.01681022584919782,-0.012570484572716527,-0.0019716688212390917,0.07749236556672613,0.0006533287964920306,0.034212155697432876,0.028495756557872242,-0.016918435426900733,-0.00039036513825456724,0.019860257591782688,0.008224310369199008,0.002911802832106063,0.013657760796962036,0.03437794686900753,-0.009426208210438967
SLIT2,0.055060901937326115,-0.09046314866980791,-0.0044242738388408885,0.005359050364886327,0.09201701308841684,-0.014020084056882598,-0.054792512745135434,-0.035746449209612244,-0.04816084487879874,0.14046936116227723,-0.010150407660094191,-0.042079321710014946,0.01791542178517794,0.06047552980935299,0.009665002676699976,-0.04791529208232055
PLTP,-0.07014534436506653,-0.13127082072049723,-0.0654366029564442,-0.030436773632283573,-0.09268122397028253,0.06124371155171851,0.07272321388077925,0.014956414647738185,0.11124176816208231,0.022829668797632135,0.057373618279448965,0.07052813998367881,-0.054369886045719684,0.04342708382631176,0.1454454597155998,0.04897713999974115
APOD,0.10030429228485117,-0.01613796942512573,-0.10296871704507876,0.02636972905887335,-0.03173916748637896,-0.026215053204282943,-0.0533371841756878,-0.042949549426237056,0.018351790617680573,-0.12055490632598376,-0.07725950755954412,0.0018788635042415445,0.027365507500589525,0.026971933465921968,-0.006075322376420218,0.09703372184805376
B2M,0.04824393976595955,-0.03499270531314562,0.0667011397087293,-0.07505585908616386,-0.11368407713438546,0.16262081925708113,0.05690069289886522,0.007147956315642101,0.12346862155806845,0.2091469305690816,0.10620394943191051,0.11604307577049633,-0.02375893017012343,0.017106401086722647,0.14534901288161575,0.16735042777012407
OMG,-0.033848081863423383,-0.10510710342705908,-0.18105501013974296,0.022460758635257216,-0.02703162547243571,-0.04914754848602571,-0.06543017732958151,0.045626306432894365,-0.03544974452961341,-0.005398290958069934,-0.0320397562815529,0.004523136231224463,0.09349002154211399,-0.035044824253822424,0.05152672739195143,0.1205449431444663
CXCL3,-0.018803030021264138,0.07795931065759089,0.24294860503961213,0.06962838606033254,-0.04413599332677176,0.035341875448991714,0.03830326420696158,0.007406766164638348,0.013979622628620203,-0.01993934372655724,0.0699366036853974,,0.018954702924092237,0.020852059740467502,0.06508433316725788,-0.012702248726261496
CXCL10,0.022957817182396867,0.06631129152629939,0.037314820241804304,0.014507864674830822,,0.12139759540659471,-0.004389591884573159,0.010512255204551985,-0.0027675554939530496,0.11487965068252971,0.14305872865079208,0.021975884362804878,0.02865568818472371,-0.005423303465520737,0.10825379005629379,0.1714465672671316
RSPO3,,,-0.04503150878044329,,-0.023440903838002927,0.019400918973042913,0.04670974051830594,0.052502005729843586,-0.041796617379219525,,,,0.005825283762245445,0.019562058282907253,-0.021561703171764916,0.010662299257155453
CORT,-0.02334901266767084,-0.006635209798511203,-0.02793431444941633,-0.031491620256912205,-0.031109273023233006,-0.019900455008876224,-0.040637251267687344,0.00787265827598394,0.04142894903734473,,,,0.044963594981187016,0.08708574804771022,,
NCAN,0.005330342130566605,-0.11333312707311889,-0.18748137339552265,0.015290090405653427,-0.03420470330836783,-0.042442706774679186,-0.06290409283589436,-0.019667460935531886,-0.05999236616943108,-0.042653786206854324,-0.015630951927477224,-0.03221804824660019,0.038866092814338775,-0.05043812258340717,-0.045940864087861334,0.057649014614136324
PRG4,,-0.00863269254117315,-0.028165831983216347,,-0.02620995867783638,-0.015774367456560565,-0.02397404720730554,-0.03084425463010553,,,,,-0.02041243972408969,0.07521046589539658,0.14294980160820106,0.06918999789758912
ZG16B,,,-0.03772749145165114,-0.031864633759619405,,-0.018308082634394075,,-0.016489139395799768,,,,-0.03454429508650377,,,0.14461649510758026,0.06492307257439509
TGM2,0.007343638122437136,-0.05561969106376692,0.04247027425976794,-0.017963465439884505,0.014637117059556316,0.019318791429188468,0.024914458739209187,0.0001762077261870344,0.1068573043565412,0.12396224391314117,-0.0235797099324117,-0.02853610326240799,0.03571505797901548,0.025740499677825317,0.12498487612916101,0.08913908451532038
VEGFC,-0.02334901417103999,-0.028663948051632384,-0.057616762110866054,-0.015545836404538693,-0.018505399636396774,0.07011082696914499,-0.017605176075823684,-0.031772760079416616,-0.0219909510586356,0.15272817413984924,-0.004286250355634222,0.03735002457749776,-0.027717650673440605,0.07585411196803245,0.15549853954034593,-0.018710067998820735
WNT6,,-0.06739669700938218,-0.011090957652714456,-0.018544865349222235,-0.05352443361134158,0.0974875476948868,0.013920891582395187,-0.03669599159682405,,,0.10092139762415232,0.06073581482756886,-0.01007042957427766,0.07491450359439855,-0.016784235100317946,0.03408340182131547
NRG4,,-0.026741161898424258,0.039112889691871086,,-0.01757021750254703,-0.004310092762010759,-0.03414789509983122,-0.03167830660871832,-0.024499220735566093,,,,,-0.01538223650868077,-0.021621739396039116,0.08162617808019192
PMCH,,,-0.00424884263343286,,,-0.026600875040061117,,0.02296979756809134,,,,,0.02156946716564696,-0.016830647871795265,0.09941456235708929,0.044021495142139495
COL9A1,-0.03597279876262706,-0.06198945100959079,-0.028155111350975752,0.04393939158312813,-0.05031462733281843,-0.02005104226051747,0.0959434694896751,0.0005174378773907898,-0.019191308915797803,0.0650226633695461,-0.02528155412502534,-0.013824372916346883,0.03241876655275689,-0.001630947021546743,0.004427647234444442,0.028487610633198344
GDF11,-0.013309729712943698,-0.011541239750329073,-0.04898378003158697,-0.009638933333289062,-0.05826229905399555,0.012519680521149575,-0.06783948544844177,-0.022411082401984216,0.0708307068415557,0.03624974659918258,0.05640048553806236,0.013399909591996764,0.013618805257973545,0.023416243950355332,0.06307692714500332,0.017798203121939395
RAET1E,,,,,,,,,,,,,,,0.02714369834375359,
IL24,,,,,,,,,,,,,-0.013008857230453781,,,0.001389387519800473
SORBS1,0.009912743307586134,-0.11309574447891643,-0.05110690261379211,0.004110570847693649,-0.06670059681215909,0.0014284016309873452,-0.06583034226950976,-0.014096668619992099,0.033087325428514315,-0.1019614768167508,-0.023507858310817316,0.022955798403570173,-0.039048302638090025,-0.05362279905418218,-0.03745244619911027,0.0064820606089714865
DLL1,-0.01937473523393561,-0.07752953014484187,-0.13205201554880935,0.02359290837015143,0.021033733593303655,-0.04324180552470069,-0.021189234344824944,-0.008664621988669753,0.05855667261972183,0.08339361111762836,-0.06450104782119688,0.06384900526267019,0.04597853019481021,0.033710837259993236,0.11719063154997583,0.03456180133323024
TLN1,-0.015428995967859635,0.005933525364068893,0.07966767907910739,-0.051608771064215526,-0.03843379511461804,0.006919125918336263,0.10288801502924677,0.040111270993634866,0.05415543445802791,0.094165411394912,0.10471034248381868,0.05732564576180025,0.03110226250992538,0.05843675164171018,0.10743241814404116,-0.03595195266096515
COL2A1,0.06591770627047501,-0.03981149633709864,-0.045332339141352256,,,,0.030048440029244033,,,,,,0.05457262813383814,0.008916088785352667,0.055667890199387615,-0.0109567878594919
SHH,,,,,,0.01939597387880674,-0.047359384938342415,-0.027761189043075292,,0.23837686098351502,0.031200489900893667,,-0.06428419665208213,0.013317955214653997,-0.04837746952039112,-0.02587675439077344
PON2,-0.04200529845729041,-0.11795537112241654,-0.18148403443520433,-0.054197614183167556,-0.11974992630629883,-0.03844216078178765,-0.05945346634145309,0.04057455568325521,0.020746135943596856,0.06354745311552765,-0.04701189573609482,-0.05875012114834835,-0.010738977113026394,-0.06897162041279797,-0.012528057156135376,-0.02660432985059436
ICAM5,,-0.07277403524031045,-0.04150467752078757,-0.037932331540021055,-0.025056009114203172,-0.025548341257331256,-0.020382236060216948,-0.003058746399152216,-0.056688528058168396,,,,0.001520181281073909,-0.009069964277270661,0.03308875497672027,0.07714042479743187
HPX,-0.024910683183052663,0.001731830328782912,0.07000246507693804,,-0.02344091000053801,0.012967025827483197,0.03400942781403837,-0.0323589141025153,,-0.03939411892664454,0.023724613035247907,0.008696948287551229,0.10036372677262155,0.021061805377352652,0.10299498220467958,-0.028984774818408044
SFRP2,,-0.05690309921611738,0.05007640169830184,,,-0.018668891225759276,,-0.016334153496401636,0.06179893217441207,0.07446093914316657,-0.054094890578725886,0.003604693623732662,0.028140840215014347,-0.006910022496156705,0.15808679209635446,0.022833550570796186
CFC1,,,,,,,,-0.020751738931355592,-0.01999051906153249,,,,,,,0.036910903827322684
CD70,,,0.1512268413904721,,,-0.022032462854073488,,0.035581713325004,,,,,-0.026886517952354794,-0.007391164110422191,0.07340897629996085,-0.03495389129943896
HP,0.003477530468928119,-0.09976359285319326,-0.0669930070016191,,-0.03012657562250254,0.020387871900555108,0.018940339426337077,0.04179150443512167,0.0363852917541698,-0.004349894910083539,0.017162693518412563,-0.005470419060102038,-0.037591264219396174,0.01933556372603034,-0.020090197928452794,0.09259195923110111
