,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.10877324296278176,,,,,,,,-0.02032216852435632,,0.0703353484698045,
BMP1,-0.0010519818894554837,0.06807257135471025,0.00970315170902513,0.021966507228262204,-0.005778173148789006,0.0538053758479845,-0.010539821327935371,0.020029633100797386,0.11520430527395144,0.007173831192103296,0.041006117693322665,-0.060215271508257145,0.03517123335963367,0.09965924041884648,0.052545394566079005,0.030038584244935062,0.0009042849290222878
NDP,0.04690266446785895,0.05064292209839023,0.006336249706197945,-0.0023714989244097728,0.04370244245024516,-0.02074775935944174,0.056031159270822195,0.017756802064658225,-0.023280861207826693,-0.013661411617998179,-0.021587838642093616,-0.03439076651876967,0.0502650531119855,0.0448537517794566,0.0036426929614871194,0.022305249829717818,0.05533770305190287
TNFSF18,-0.01987258763735762,0.06222707904301513,-0.02587281447879345,,-0.016689359997218413,0.0888083632717691,-0.019246033495910992,,,,-0.0337593075740633,,,-0.020957893691829113,,-0.04019803958911389,-0.03283797098640893
RTN4,-0.0050538681134401735,-0.0389189230005923,-0.058900859126777616,-0.0012406002139512696,-0.09544448960122749,-0.062335665942836495,-0.03952411628521854,-0.03492518363371985,-0.022716560067708055,-0.0018402141449996273,0.11465712387351437,0.04487602546775408,-0.025837440051004947,-0.15460811902330499,0.08254573415098547,0.006493655788198234,0.012397596098866226
HEBP1,0.030031495037357057,0.03327466535203282,0.047841780267770986,-0.03476447980910257,-0.0006130072066892439,0.04732550915474297,-0.04994734584131579,-0.003169066060453532,0.08926467296712451,-0.06773974147000013,0.0118614675854689,0.045743650161009036,0.04872316888636461,0.007759820096991617,0.01915052748990967,0.008858437780366614,-0.026723931825610496
WNT7B,0.003949678704870933,-0.05465613376015932,-0.022011069912573684,0.036656842690539114,-0.04193106482903914,0.01041529362381279,0.0014201864244899306,-0.01711057969084609,0.107172604911329,-0.06842543084236911,,-0.001243557911172608,-0.02704811519338527,0.16552953108166557,-0.041986630554099,0.024179881248138458,0.018331179610020096
PTMA,-0.04623610246765374,0.033082687133392324,-0.0022814103005898913,0.07908792196975312,0.1081197869333687,-0.03747142748396247,-0.03013225083751353,-0.004631730350438068,0.08157081692604148,0.06816485262226323,-0.04708773829958246,-0.009532230542996716,0.05240768206260415,-0.09813783192472365,0.04550109635745503,-0.015608412015442266,0.035094785582551156
FASLG,,,,,,,,,,,,,,,,6.48348303739265e-05,
CEACAM1,,-0.02168714839825156,-0.016892172281190585,-0.01163543862569049,,0.021226813893377505,-0.021026714922209953,,,0.053315603566256795,0.0421211363512625,-0.04078518498856596,0.012371714031716769,0.06830849902810725,4.8499597982434515e-05,0.004263080510268335,
PDAP1,-0.021880429721759215,6.330360354968695e-05,0.0918524255088377,0.0006465583188449279,0.03860217684457681,0.024537374489517268,0.04287641081704791,-0.018641775917596744,0.052377835457448146,0.00391661811630751,0.04057514760201126,0.004002237065374982,0.008408532148910828,-0.0349748450723293,0.03185893258703924,0.02888828129545562,-0.04183844289847118
QDPR,0.003699003429834112,0.02531008125189976,-0.04917426053152547,-0.016268809185989472,0.0016003044864607266,-0.05645299435326611,0.002722594840706081,-0.0018134635828690703,-0.01705023090419798,-0.028768855685578455,-0.039037731413023295,0.015978642090652577,0.041042913148924526,-0.05664178082814154,0.005556660791869678,0.035925643517071226,0.06077538839799425
POMC,-0.03752276192963311,-0.016804795456603717,0.039575614344272945,-0.034858969584469414,-0.0017383025436957492,-0.0456786303459579,-0.022331575328176617,-0.03263246738297905,-0.02602452692750219,0.019818423650156132,-0.06289025929214995,0.04453172179465336,0.017250401951328393,-0.0036147784969966117,0.031717347993494856,0.0032016000729717187,0.013400819718152308
CCL18,0.0575936320629466,0.02090527199701131,,,,,,,0.0011515865043620621,-0.059884393487441345,,0.004557375610123,-0.002574981052795452,,-0.0045764379342540865,,
