,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.0010455415090789095,,,,,,,,,-0.024374739350363325,,,-0.016190498171518658,,
BMP1,0.007772838657561817,0.022997109281289993,-0.009657950507526429,0.004380678286722112,-0.025004885093050527,-0.07647742355240453,0.012577148011754921,-0.08030422325352451,-0.03251030268076089,0.0042892897983302074,-0.11003592196678505,-0.10816897570338839,-0.1069527754939192,0.05798543872926797,-0.015627992789971026,-0.13652822389947064,-0.006174732723182635,-0.03696960165334097,0.00630978120666093,0.08165410976172299,0.056598735782028745,0.028241018292098317
NDP,-0.0342643587072236,-0.006463490925263444,-0.008299107122653648,-0.02534642657317117,-0.030104102267332924,0.09016289899827774,0.06098806990591715,0.0018564199778107447,0.019841257946647102,0.012771775677366787,-0.06449626658450566,-0.07983292961040588,-0.11186721585234585,-0.025601222045058953,0.03167352785627091,0.12127559184629977,-0.028851012387691582,0.06329661267947734,-0.11680388114686881,-0.027223200430945383,0.0353037784739624,0.02665858271008935
TNFSF18,-0.027310995626378363,0.006063143182137298,-0.04888197427166856,,,,-0.0014653913881466998,-0.01142478552087349,-0.03179079071626537,,,,0.0298092334203898,,,,-0.025137238452614334,,-0.011330926765309291,0.03428707174802024,-0.0028501275199476575,
IL36G,,,,,,,,,,,,-0.02648957729607643,,,,,,,,,,
RTN4,0.21664434454156697,0.06389114882658908,0.0008526061949017021,0.029465270635589014,0.052581752080833564,0.14261035755568816,-0.023997824665560018,0.07949357272748808,0.06415140871183375,0.014340341226312859,0.28046612310199664,0.1908889521393214,0.0062983297941854215,-0.09294895318208092,0.025859484056991875,-0.02518080193079515,0.06205383369231448,0.07370590577874948,0.013387795120704298,-0.019164429433083562,0.19468681903785917,0.0793266549110279
HEBP1,-0.03280766895566296,0.01320199071832027,0.01522411926514261,-0.08084797386502139,-0.05691908489858763,0.027075042381521315,-0.032718395878751985,0.004493992426527442,0.02460381624330029,-0.007531791835864948,-0.1329690322910161,-0.03307185785018047,0.07888419544656658,-0.03553106157217504,0.057973873010614525,0.04046794649754877,0.016349663797703338,0.06529796875461781,-0.07621239893067216,-0.01071606785006632,0.011599963676063212,0.043864187552275107
WNT7B,0.32743991707250464,-0.009500768361112187,-0.030363967137143098,-0.03153612298983071,0.06925770308303839,0.05665783812387156,0.03153722052402569,0.09810853334685667,0.004472120788885046,-0.017158449892874034,,-0.005483164259759592,,-0.0011717033149675157,-0.03001242134600481,0.003324804728432553,0.036762939810167615,-0.020017966580363773,-0.03776016304070385,-0.021906446222958745,0.06974027577221278,0.04086277786596672
PTMA,-0.004276827330451363,0.0948377911536713,0.0471234953273874,0.09448623309406076,-0.002813275312478564,-0.08377441952651311,0.026508256708347017,-0.03448083305650408,0.029111915674353107,-0.05160944731328485,-0.3971167364620328,-0.20538906700854645,-0.014053267903631228,-0.09597933854358576,0.001946981470299591,-0.020353767167770407,3.1372184568100634e-05,-0.10758642387578661,-0.11813382146986949,0.017643595474773337,-0.06258963784910847,-0.044833409792846876
FASLG,,,,,,,,,,,,,,,,,,,,0.015198414655805504,,
CEACAM1,,-0.0206186039206964,-0.023302518508109046,,0.03061575344257327,-0.022179973192075802,,-0.010528134242409384,-0.02059688389637933,,,,-0.046725760291239656,0.04122527752836212,0.0528209813086679,0.021479154746885866,-0.02237272451963314,-0.020194062885680736,,0.0012138335870695322,,
PDAP1,-0.06829821269190524,0.012752762160769301,0.010196534258615674,0.01716787866208478,0.06692574276901102,-0.09229725525324775,0.029184963151976884,-0.008205169871924508,0.04811914397408989,-0.0038638699710108644,0.06125098834541719,-0.12578233777657752,-0.09809369601331844,-0.006113742210745645,-0.04971435367095604,-0.04458783898273346,0.0010426342307638002,0.038935807211442054,-0.034368343056351267,-0.07700827959976815,-0.009767124155852945,-0.03743795907213549
QDPR,0.11553808013712814,0.022848677300501226,-0.0692546126950139,0.035364358212975955,0.00708985465676986,0.16673297115305424,0.08243104123127218,-0.012936344457477697,0.0659330925858996,0.0705597415986993,-0.29443960129773106,0.07073718891481962,-0.008276801924349188,-0.0908067884733721,0.03090303250081311,0.1159107408430798,0.006497975963706973,0.05864339592723954,-0.14796810029371282,0.01843689647676225,0.0822648089895596,0.0319080114585789
POMC,0.2589414092078062,-0.0049427707725577695,-0.024485132800730974,,0.03989573150695982,0.0677374970918783,-0.004027370764084293,-0.0014595503608417087,0.03361992495193438,-0.009173354496008678,0.022455901538938196,0.02776193367940205,-0.016217137387258263,0.0722259547979846,0.004129005026256877,0.0480993572445589,-0.0329546930629811,0.06431569947184208,,0.04240552580349241,0.02069981039126702,0.014014047581519813
CCL18,-0.019784394941664816,0.00827441446772843,,,,,,,,,-0.13936421017367567,,,-0.030652159682474867,0.08806170854553098,-0.021445149734261332,,-0.03456458891011316,,,,
CCL17,,,,,-0.02962905144307127,,,,-0.0024809476981088045,-0.01587656317101071,,0.0178327845306231,,,-0.06586383020322154,-0.014866427488214751,-0.016761791323555875,,,-0.012727508081025579,,
VEGFD,0.016838374627036058,0.05905898643352984,0.005094665169279307,,-0.0330100352354501,-0.03184282165873968,,-0.028387822188988332,-0.007829509363444433,0.014558589399010365,0.06803512326706282,-0.013015873294722561,-0.017010248885214806,,,-0.015206325768342648,-0.003736402354408899,,,,,
TNFSF13,,-0.03006522991483671,,,0.03750291192488074,,0.07188713784642967,,,,,,,,0.01729678787529901,0.08506410049022739,-0.00518835800501716,0.08584023577347692,,-0.020738412096095955,0.018938989224023556,
WNT5A,-0.08059342643288106,0.01296578535591973,0.018745271746821914,-0.005662554961414567,0.030837944696799874,-0.041962829162239666,-0.007878919965873787,-0.08420608363764363,0.02327213759658302,0.015262146531741806,0.04260398743029208,-0.01748569888207147,-0.0070768094566561425,0.0848202099261733,0.0019393791524445919,0.047039099991081225,0.08103956680442777,0.006744211598973647,-0.04276151168216309,0.06125560249180093,-0.042804459098663115,-0.02797029208992867
CXCL8,-0.08283242000800527,0.034908349176606714,-0.031251479110979107,-0.10659856571725601,0.015900439071673805,-0.1408092422266148,0.0203631327811083,-0.025173136306360217,-0.00924509961533434,-0.029416093740374398,-0.11125733852265506,-0.04961417539019437,0.0915149540935556,0.0004980162225840718,-0.10176805937026379,-0.28173449719946075,-0.001803082155613652,-0.016747941933748615,-0.00010018818151874266,0.06549367344240091,-0.05520352468963494,-0.0476035463917079
GRN,-0.04901352479711749,-0.040862667991103864,-0.007458317523502777,0.010026743043566154,-0.05642975242343701,-0.03268126811117459,0.03380675623704745,-0.11162714871195469,0.04473033116090615,0.013379153854888996,-0.21785486292149284,-0.03847557001155935,0.04078468944720785,0.040449931831471726,0.004277378707600026,0.04623064896694531,-0.011987616832357047,-0.03205923900717654,0.09863666698731646,0.05003576575073098,0.03288695744450071,-0.09448743820407475
MIA,0.00695309898182145,0.049357691301893394,0.013052436907905834,-0.05540977992638992,-0.035369690249311116,-0.0431230973574313,0.06060914479807341,-0.021460021714275114,-0.044282682859729514,0.029253199812008534,,-0.025501255931836088,0.027522421842294826,0.09757032218181193,0.10686651482660701,0.14412677184889058,0.015579411058372405,-0.0690248528441278,,-0.009633566758526415,0.03651436384497585,
COL4A4,-0.02604377049029646,0.04091202446400223,0.008867292222130762,0.010431350471412677,0.05536565183545704,-0.008434681557216097,-0.04125945461495353,0.050509252643324766,0.008487616901114905,0.0064510064449912925,,-0.03445464441650008,0.01211111924808861,0.03643258411029936,0.11677531005422333,0.02193170239649414,-0.01649803664588343,0.04727801319243801,,0.07715979282462623,-0.054093587920304616,
TAC1,0.2944191353874702,0.1265333845691853,-0.05355049821259522,0.08696246507437393,0.1580126886428657,0.20271702199058034,0.10579887156918122,0.1805644308559718,0.1354346068820832,0.09173075328183639,0.27653722673776915,0.1665770545944884,,,,,,0.03731821840742631,-0.07051642236705216,-0.01673160356000226,0.3089757934147251,0.034062088876106296
RARRES2,0.12284642319405313,0.02865590111727329,0.027593115054496374,-0.09661660620177195,0.03796259606956407,-0.14144641510044698,-0.0360841003043956,-0.0898267778642952,0.05261604197163108,-0.008632167525871376,-0.08190516816157714,-0.05629094609458507,0.021535105775965995,0.02012202841585993,-0.047299250429031145,-0.09949305349547216,0.03409318971474757,-0.05511927481777329,-0.01094619663775668,-0.05737635714131288,0.04335605480163889,0.0022579981566955482
FGF7,-0.0327893074256932,,-0.03767119357750019,0.023863880185678994,0.03568591001162111,0.08727419036441252,0.03376027128754305,0.05669039072398219,-0.02181750353520647,-0.0048839137797872445,-0.01760697600288095,-0.04947029365041053,0.0715600391883852,-0.06643829820751541,0.030474576889012363,0.032978372675451555,-0.0015172300818049578,0.10025474954077608,0.030377829492191935,0.009221454848272376,0.052857748069128754,0.08322763824181882
EFNA2,,,,,,,,,,,,,,,,0.04214053683019838,,,,,,
HBEGF,-0.020962265554029972,-0.02750273448777846,-0.010649753138818916,-0.03136310058454226,-0.028455897374965303,-0.04848905222571801,-0.024517078255731024,-0.0074344288694867785,-0.07272626349408878,0.005356397324265394,-0.14244530869869232,-0.04078564609266578,-0.002480683176758139,0.12190065477125946,0.020293086108959368,0.0011203019542239136,0.03859347656189225,-0.01766169287706657,-0.11825085672400001,0.008268289360042353,0.02411192445009989,0.02823402171292363
CSF3,-0.013704855555822414,,,-0.03242700063702597,0.014985810141580418,-0.002263053037243618,,-0.028457796142336945,,,,,,,-0.0819537147625129,-0.19422813367330422,,-0.07030372215238374,-0.003603445976276827,-0.01340010255945482,-0.05037185381966282,
PI3,-0.049213321385032927,0.007614481103881857,,-0.05426426708379072,-0.025960506182301207,-0.06918213484634655,,-0.03204385405852507,,,,,,,-0.1071536746312935,-0.2410200390290377,-0.027305355984376653,-0.06401806952284818,,-0.029113971114043288,0.03283150753456506,
PCSK1N,0.22641954932939576,0.04013918475985119,-0.031426526579549224,0.08184076343834099,-0.02691598673281641,0.041079229983354074,-0.01539468607440719,0.11480963069961427,-0.040000541760947576,-0.011673744601541735,0.36314635136127543,0.20586562808219405,0.02714823626547172,0.04872307394573484,0.03529796296431295,0.06181805512633597,0.019694777525296893,0.08381854532988663,0.016296632685180078,0.004060332086656452,0.16661681324592964,0.08316898471894185
NTS,,,,,,-0.000492023492375965,-0.003518032196777781,-0.013534631883187598,0.01746874089184327,-0.03005596423725291,-0.018773116474684895,,,,0.053238383025665886,0.047068320269033855,,0.06477081767589175,,-0.019843724636253144,,
SFRP1,0.10100306142850198,0.041546274945319414,0.01179313142759513,,0.0215166279887627,0.03471385730557316,0.05111506109497048,0.03391118618321742,-0.0465769794545561,-0.028924278480945798,-0.07017662239090698,0.03834198539871911,-0.02236033912950689,-0.013360580571174318,0.0465975816101166,0.035889309180245264,0.03988085149090295,0.04484867261472969,-0.090102670755521,0.023472825728497085,0.008105179295140664,0.06376683465122612
CXCL13,,,0.024650719165717032,0.043512422854649145,,0.02870601618562095,,,,,,,,,-0.0733483026787014,-0.05485007050443561,,-0.030026411783603626,,,-0.018719544295735666,
MICA,-0.054589074905113784,-0.0267341678619936,0.07691795756592741,-0.04805725499235991,0.04093908684261182,-0.00467554089366704,0.006216107549754394,0.0020738302713297556,-0.007010413954822564,0.017791920544828515,-0.07723132656774105,-0.07596691012588924,0.06563659205833094,0.06405164178846282,0.01461773589647626,0.12118522999970865,0.02616451142211538,0.044752731637749524,-0.01961370420510912,0.022723497812531943,-0.04055184115610371,0.032545185654824435
TG,0.0012247791575628135,0.027778224558510367,0.021067932975544844,,0.08702476107897503,0.013693529646276606,-0.015747261485503955,-0.02314385114067854,0.010832828392916728,-0.021765335090382507,,-0.007821235088458073,-0.02307268481120452,0.008003401465651493,0.03769296364297352,0.028383488010379522,,-0.005454595851611641,,0.005278947694851622,-0.0009327028556808283,
