,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.10365075985520092,0.028625872202202654,-0.07683301589425504,-0.03632574250371679,0.032578830807432874,0.11585250342848812,0.006270100418077327,-0.05222866543347869,-0.04745422502307048,-0.008959423806847548,0.009043413152625444,-0.019041986487287537,-0.037152366509917115,0.05652213901469068,-0.11098814101860617,-0.03989330054591333
RARRES2,-0.05435520088345327,0.0766551629176229,0.04770056892221479,0.09239390252860898,-0.025893399248532272,0.08090596951565948,0.0379091667875108,0.04026636043449011,0.06015180198373327,-0.014118694042697917,0.13157849605889602,-0.10798272228708408,0.033583224522674274,0.017660743266907006,0.046776116392751664,0.008014182641415681
SEMA4A,0.039634106265209565,-0.056441568101274424,-0.016914844766557784,-0.05475851383737946,-0.021746253770800382,-0.009416056709277703,0.004309099528940731,0.06439659377827421,-0.037374964643285366,-0.0011320866252511304,0.07087865031603517,0.039124693209775206,0.003435817979581876,0.05781061028204205,-0.024623610771654834,-0.025551158330049048
GDF11,-0.013473484462654863,0.06173037993192254,-0.008203799742171383,-0.020165275406805884,0.0028056036925034234,0.07100925650742307,0.00787673025515076,-0.012965186378689953,-0.04407372118454281,0.10352270716421069,0.02425658499930281,0.005997511333759526,0.03978145713568109,-0.024255120283401408,0.06027033635310522,0.040695489747752764
GPC3,0.04084896310392618,-0.034016084581881365,0.05045702757448658,0.011692341940203835,0.0070447241085116324,0.020682287648215662,-0.017554611451709737,0.018400829987166332,-0.01885947244965322,0.11218236218500004,0.022766721763178788,0.09974155656035036,-0.0438697424256059,-0.007789762980918709,-0.047132108747226266,0.02463541161876829
OSTN,,,-0.024599343535942866,0.017304643500260865,0.02826330710709065,-0.01486082964477135,0.03530558796704258,0.05711957685579336,,,,,-0.01850606240701248,,,0.05587568349956038
GRN,-0.044821860914212884,0.05909153660812554,-0.013437611596460985,-0.03117044877622746,0.047819794677929094,0.08872287199578745,-0.025106842822320185,-0.012793649132065075,0.04367774152078772,0.09863745640626485,-0.03734944568916377,-0.057060082990996276,0.01972274278846029,0.003458705670326144,-0.1224164867203648,-0.029683705525861626
CALM1,-0.029251002086096614,-0.06976529878314155,0.03964285852263343,-0.04906250556996296,-0.0013951334726808198,-0.06793081449041968,0.021010361247294027,0.03568017037037429,-0.039722368659838955,-0.02636350498869189,-0.11550660422856363,0.011742171608561586,0.0715408571597071,0.007129673309230656,0.09971071796304144,-0.07206637316883115
ANGPTL4,0.046045007995469005,0.0002790468198267933,0.08074787378151863,0.013795140342962938,-0.0003740715947622172,0.038803654395812466,0.00445894089202165,-0.0027326793912117,0.03298073145365005,0.049539580190248844,0.04115017830698771,-0.10197513741150704,0.03237770122549377,0.07338811144634892,-0.022081300042967638,0.007028561887918737
BMP8B,0.0249550655331891,-0.04931456351404177,-0.02922793554409378,-0.006806563881200891,0.01353807917490607,-0.000886914734718917,-0.03803871346916307,-0.011842272120760222,0.07694392107876429,-0.006539186071664823,0.04462918560011976,0.026485359980037124,-0.005568939110652855,-0.022403248040625608,-0.020657952163690495,-0.05139817364441044
TNFSF4,0.03414911466067969,-0.023953879397159112,0.0011779719854978598,-0.010720527316143232,-0.018695594977558044,0.010649750596585194,-0.031531973047321124,-0.016028231441153347,-0.0288639800375438,0.04629112548792421,0.013489374191193743,0.039743304176907746,-0.014062701031535526,0.0068436949104712244,0.00467455089141344,-0.019392135195185276
RBP4,-0.03360586618996405,-0.04250106746433348,-0.026663634499751072,0.005150808503196827,-0.008704128042651383,-0.05671830459512691,0.053492053404195515,0.007715857074055126,0.031618716730505314,,0.02232421783854422,0.07665450757112562,-0.024903420754712628,0.07230390006972626,0.09657032608970567,0.009938761200040681
DKK3,-0.00024740844403146103,-0.021500060986838834,-0.02361285701355049,-0.016892654809238888,0.004142183876125818,-0.03731818129660031,0.02250923897795192,-0.03056173225684267,-0.02695442729258316,-0.016689180469552596,0.025344331949775208,0.07391004299039729,0.023450524259533253,0.021698033590759027,0.018553498365197853,-0.07521847849752235
COL11A1,,0.049965170227449764,-0.004252832120368518,0.03247867281516252,0.004353566012750087,-0.026066243484906684,-0.027387437722777675,-0.008026215635792321,-0.032266408858685126,,0.19453587085409846,0.021137344807089144,-0.005629168246465498,0.019283122139057172,-0.015976328754021014,0.04683847357251574
COL5A1,0.09870504078554214,0.022504943756030876,0.07552234495676773,-0.00872894891154062,0.0690928136677947,0.06218115787126521,0.019759245646689794,0.021539051618376926,0.05913762827442713,-0.06776754472221234,0.031262877012918903,-0.12437261648058359,-0.012527047804695535,0.04096097518483577,-0.09028320032097178,0.05942483115396751
KISS1,,,,-0.0090601172429981,,,,,,,,-0.022155280337475814,,0.06333496259117073,,
MEGF10,-0.05453463402436941,-0.0437638137748084,0.0136295297211147,0.012408916855120793,-0.0472713693577779,0.017653449023391284,-0.024766141901665335,0.03631415431563941,-0.04202737462982334,0.06807056216135984,0.028232215927562844,0.04624775160529079,-0.011376824638612478,0.0016626922521416876,0.14582206448684173,0.06716553415415875
CEACAM1,,-0.015803929877416658,,-0.042778717335685584,0.023959705375425418,-0.025856699135212987,-0.009014881179518467,,,0.14297435608835443,-0.04408048700481457,0.16752025569879828,-0.02699779950509897,-0.014646430826540071,0.05581855910324143,
