,UKF296,ZH8811Bbulk,ZH916T1
IGFL3,,,-0.02018781071647412
BMP1,-0.0006607253878610766,0.0029038203894027515,0.15364289881981638
NDP,0.04174082874130814,0.011199308367654306,-0.010004357715423795
TNFSF18,,,0.013793800671852114
RTN4,-0.03664166760226065,-0.022648572872948185,-0.013704128384147285
HEBP1,-0.021719135293534652,-0.033593459179395505,0.05933262908155115
WNT7B,-0.014137971819613737,0.0021672837761569077,0.11657430497060978
PTMA,0.013199353094541243,0.004163493741799255,0.09327752884167875
FASLG,,,0.005903979066472753
CEACAM1,,-0.01668743094563076,0.09898196622214699
PDAP1,0.07330960642778582,-0.021525455320828783,-0.025533972909916332
QDPR,0.030766145006169997,0.009554642775580822,-0.010206085160237088
POMC,0.016863546131424902,0.0642344696842191,0.11597898492699328
CCL18,,-0.019167452571614868,
CCL17,-0.01749884584391124,-0.024089354197485893,-0.015869834350380477
VEGFD,-0.012835615047498196,-0.01668743094563076,
TNFSF13,,-0.026184304423849728,0.08555706593789933
WNT5A,-0.02640004285184231,-0.030971561929984723,-0.028721255892517575
CXCL8,-0.01195308284332714,-0.03465700302377765,0.0046453805992252946
GRN,0.040452910821294076,0.01856787780947111,0.024093067270826878
MIA,-0.01459780896117001,0.044231793995207186,0.05297839869105297
COL4A4,-0.024523158129530195,0.003329144839119161,-0.0011442714812774095
TAC1,0.03268446161743685,,-0.02086251096625319
RARRES2,-0.008800907761962646,-0.012041387004585092,0.022398273083430863
FGF7,-0.037529016239908244,0.01871622528222807,-0.06100487896707187
EFNA2,,-0.01586028633959297,
HBEGF,-0.024130293387588913,0.046976161387350314,-0.021607267128848792
CSF3,,-0.03075928217508594,-0.016708487360042722
PI3,,-0.048294990034387884,-0.024349373943829498
PCSK1N,-0.010431774990086148,-0.03944793447976635,-0.046512379550878176
NTS,0.010589323591818906,-0.019322749202555344,-0.024742991390544505
SFRP1,-0.01749884602013899,0.0028556071097998155,-0.024168026955558822
CXCL13,,-0.0006663955575016558,
MICA,-0.00805040801061776,0.018551845255939545,-0.07831224947018825
TG,-0.012663838746380876,-0.023798077936831915,-0.032584737368720154
ADA,0.008174937344842653,-0.0029518579708405004,0.08798761521668584
LAMC3,0.03669648827814491,0.032522203004158534,0.06868938316516383
CCL7,,,0.02931682905545418
NGF,,-0.01564709740807336,0.033453395821143456
TNFSF15,,,-0.0462614794371964
HMGB1,0.04072086291756888,-0.00910381081644233,-0.042830517694284004
ITGB3BP,-0.004676014491981593,0.002796782421149246,0.05289382296204196
AANAT,-0.014597809773137415,-0.0015671026711674947,0.1378837416939463
RELN,0.00019839562540425676,,
IL15,-0.03137547719077178,-0.03869583842983582,0.049113298061694635
BSG,-0.024243080790556606,0.013342936265917978,0.009524461869152847
ADAMTS3,-0.008526600920080733,0.052661634811184285,0.018916761686210922
CD34,0.0043911770042532735,0.08050024993364455,0.06923081499564587
PLAT,0.08189116172675666,0.036310791066802225,0.0686505832918346
NTF3,-0.023564347347386515,0.08046310357387836,
LTA,,,0.042341469731923466
CKLF,-0.005898308824896696,0.06596477736591279,0.007377367575252113
CD24,0.04185247518609081,-0.02109474102152154,-0.0801324081813169
HSP90AA1,0.04437679665797287,-0.0733599367088842,0.018176165145415216
BMP4,-0.013964406132498398,0.07703797164048407,0.05855072847040622
SCGB3A1,-0.012313395320285686,0.0652739302258065,-0.014130544848083572
IGFBP4,-0.0007912195860649948,0.017789378414131522,0.09722013972282419
RSPO4,-0.012313393519173073,,-0.032882724264604916
LEFTY2,0.06906151982388474,-0.018236479718014276,0.1487840708100508
PF4,,-0.014537050489013839,0.058224263787311825
ANGPTL2,0.025569246943357035,0.032433862743383474,0.04699789171151178
LRIG2,0.013777759803256236,-0.0013128959705485787,-0.03404955126090988
ICOSLG,-0.011270388716121916,0.0268201300121275,0.010874662421890129
WIF1,-0.023171257173288336,,
NPPC,-0.01711260364273879,-0.027505074089159965,
LYZ,0.038949185477615784,-0.004857626117772649,0.026356580666641347
EREG,,0.015647575716676795,-0.02612066420548555
SPTAN1,0.03435488201809425,-0.026552948078586474,0.017723716307702368
LIPC,,,0.021858697032311202
COL8A1,-0.0016308651841861106,0.038810444039758994,-0.07558900923884
GSTM2,-0.0363943973382664,0.026520869277311503,-0.05492678858799096
SPX,-0.0020676031828480196,0.004108843986603131,0.02070053848650116
MFGE8,-0.04630580620955126,0.02563058488092086,0.10969156842769666
TGFA,0.012308093961464036,0.07018075235232475,-0.003654500641355574
SLIT2,0.08141883687998144,0.044418359780823,0.020611557514449985
PLTP,0.03288613352462381,0.010530692371991472,-0.013859975973876336
APOD,0.027984741592754755,0.058960692864978646,-0.026299894805496552
B2M,0.08549598844068619,0.03779945028369256,0.06988168363021148
OMG,0.014069905678365508,0.046025940078895974,0.010355781308154434
CXCL3,-0.013172728301176558,0.006280027506463807,-0.01967770941935681
CXCL10,0.036764696823620255,-0.01949839894565795,0.078540378584103
RSPO3,-0.0029169650675524832,-0.004234158629042637,0.07406188895308788
CORT,0.078248214842885,0.01179914849636195,
NCAN,0.0012978438044848229,0.048192720725908175,0.05866302543473559
PRG4,,-0.02244665664426202,-0.040249500078071314
ZG16B,,,-0.02215488924046865
TGM2,0.005770163529092403,0.0037844195441291057,0.09101014395959899
VEGFC,0.011772350083346067,0.05251860439984112,0.11465953348410407
WNT6,,-0.014050288585474588,-0.02675658210329456
NRG4,-0.016863954240771493,,-0.017768086546003408
PMCH,,0.015920776075585893,-0.014826107590113448
COL9A1,-0.02608362720577472,0.07761378959953828,0.007216729807101222
GDF11,0.04890150458596158,0.011381108710307723,0.08677289279191397
RAET1E,,,-0.01949146469530541
IL24,,-0.014305264609874736,
SORBS1,-0.020504106007728992,-0.03234654620074291,-0.014155278399847596
DLL1,-0.03869106728189391,0.04576255598585808,0.12000220076120083
TLN1,0.019101802800172995,0.04173765411825562,0.012163988744423844
COL2A1,,0.007310107560085012,0.040582964495509355
SHH,-0.014137973828358226,0.0047010553590469155,0.03149189210903383
PON2,-0.03621809987818496,0.052384493660722134,-0.04680294897320215
ICAM5,0.0193436515473226,-0.045657166050334756,-0.03831474290237926
HPX,-0.01231339406496469,-0.015164605725034842,-0.020424610663526414
SFRP2,0.05293367781231519,-0.009504398767072549,0.056856432622079185
CD70,,0.022962209449253562,0.019861133334198717
HP,0.001158456124733225,0.019280115793340442,-0.026579114101003727
CXCL2,0.051552021412324484,0.0005169142383806926,-0.010725050080229422
NPPB,,0.001402534370341706,-0.018023744965205524
CCK,-0.05581725223143562,0.05205438109513012,0.048538947700946626
