,UKF248,UKF251,UKF259,UKF313,UKF334,ZH1019T1,ZH916T1
IGFL3,,,,,,,-0.015224982195130802
BMP1,0.10327670723933172,0.004408008931714606,-0.0050623292069880135,-0.11417892583988694,-0.023900833540207958,0.04808056848318006,0.009346756956748623
NDP,-0.04446972977087469,0.033235841234412374,0.054463259816843586,0.06737095743561759,0.005769173182111561,-0.0037147866455949515,0.021111743504776584
TNFSF18,-0.02446914214989032,-0.0018213019430629277,,,,-0.05814476614338653,-0.009760963430291657
IL36G,,,,,-0.013552787509216431,,
RTN4,-0.03738358370351936,0.0038401588357446837,0.05543663140400375,0.0009369094980351917,0.003798855985602653,0.1639090784119385,0.003741916918935658
HEBP1,-0.044854860567608845,-0.03953358603611198,0.006676999385120478,-0.04885580096636375,0.030648587427597854,0.03648077143260987,0.008039669640822623
WNT7B,-0.017448230206514797,-0.01701862024144157,-0.035278625706563406,-0.0702862462875532,-0.014896075314828347,,0.08379458907678417
PTMA,0.004157425194507147,-0.04989754361610096,-0.051154199054496405,-0.04638384812443906,0.006253205132618301,-0.05445583200018433,-0.010513294004136298
FASLG,,,,,,,-0.013204621863759215
CEACAM1,-0.01557393838450833,0.011997181692024277,-0.033409300780290724,,,0.04956573056999705,-0.018372291917483883
PDAP1,0.02224379328752158,-0.024806913997702598,-0.004496605844907954,0.06379234912932037,0.000336088014260748,-0.08074591680709237,0.00439452984154419
QDPR,-0.06547310798104428,0.01803570657275139,0.014754588355351726,-0.01963450254045755,-0.006225645866083289,0.04668271891635309,0.00015524696785053425
POMC,-0.017564975303982593,0.03216436545865048,-0.007099545363112696,-0.004154405247593452,-0.029036992499080944,-0.04833046324094143,-0.04777144149396394
CCL18,-0.019434803615448956,,,-0.014470753493694036,,,
CCL17,,,-0.010762231308148422,,-0.012380856153176141,,-0.011968506581401982
VEGFD,-0.0014909056628526597,-0.01870692897603575,0.017904161121370984,0.051454389665532015,-0.013268947015785886,-0.05558312971759838,
TNFSF13,0.07806665331250372,,-0.01628668031256556,,,,-0.019501682503740386
WNT5A,-0.0003553048701578533,-0.018893914791535623,-0.0005180685673028712,0.04850031480392113,0.09007064529874945,0.023047355004994864,-0.010980832123567848
CXCL8,-0.044371180937539965,0.0015403805735316105,0.026211992762571207,0.12365954230691756,0.06059639530307585,0.051018704904499314,-0.03657956063174587
GRN,0.07081527091828733,0.02462756411147244,-0.0018237074485756273,-0.004276411652948291,0.01900202581478078,0.03191754883818399,0.012655741315695962
MIA,0.036036956069137996,-0.016636634402924306,-0.03610577644917099,0.06317513810584169,-0.01817243102158761,0.1244479822947422,0.06605408285860093
COL4A4,-0.008439018275293116,0.020065127342919098,0.06480160658187298,,-0.017627932271746753,-0.043522685235899486,-0.023514871089303856
TAC1,-0.048014529950977665,0.0016595108995878455,-0.00453959324127522,,-0.031240385198943597,,-0.015733818910226113
RARRES2,-0.03195515678198287,-0.0012609701120277017,0.04299776797534627,0.25431114598896454,0.01933164723280462,-0.05647043443466472,0.0006100010405042911
FGF7,,-0.021114228409009856,0.044038462483480235,0.04506106753867008,-0.0011711783713024395,0.039974892529580586,0.03228485204147456
HBEGF,0.03868776111183401,-0.02623116914886675,-0.041779704566605555,0.06303545030587684,-0.00561123362457615,0.015434645831184353,0.012373094098018012
CSF3,,,-0.028142842422246073,0.08883761765431074,,,-0.012600991070152459
PI3,-0.020446232808865303,,-0.048566049432264,,,,-0.027377767326555592
PCSK1N,-0.002213956313774633,-0.031838321033366306,-0.03295167701413488,-0.0471888998352646,-0.08573943837642517,0.003411345887638699,0.0315226507113531
NTS,,,,,,,-0.018660349488411936
SFRP1,0.015446945795181273,-0.001991582581120503,0.0359745995563844,0.0003513687882497678,0.00383329957390414,0.00501125761494293,-0.01822673024121209
CXCL13,,-0.021411062119911322,,0.0008035335487792668,,,
MICA,0.007635832816717234,-0.03937052740264586,0.008023083580151922,0.11720645349181986,-0.01681559954457691,0.011086987362257088,0.05405991881501683
TG,-0.030605100809313314,-0.017760012170894044,0.028985791509928513,-0.06889456091951367,0.017947124876254886,-0.04308144159538502,0.08011824142183553
ADA,0.044926639927288674,0.004192885996850095,0.01213006225822776,0.03800155545616714,-0.05667293718831408,0.06977354877536585,-0.01428937268347185
LAMC3,0.05924636967996922,0.002522913463656937,0.01701687562611445,0.08387104653179231,0.037935101116381556,0.056422932627457276,-0.02337962995254199
CCL7,-0.012362176908202538,,-0.01607424912871775,,,,-0.013204617168353295
NGF,-0.021225243856974635,,0.04442949056831552,0.0013342287107439032,,0.10631533354824008,-0.0395342258212049
TNFSF15,,,-0.0015281018745209882,0.0668570338425082,,-0.04649058959726861,-0.01134033023025176
HMGB1,0.0022048312678278155,-0.06822057480531116,-0.0013121710891459643,0.10969621040714798,0.043422638165843526,-0.030070371971258007,0.040638544320589
ITGB3BP,0.025379060501826124,-0.02505608232652021,0.002855280764542212,0.032766339839946354,0.020769737403304372,0.10825847119033404,0.006627726433171588
AANAT,-0.017935637919896844,,-0.016286682050811952,,-0.016607734287803457,,-0.013971035625415953
RELN,0.03953964099161916,-0.015287875452802356,0.0649261246478608,,-0.01838619532893565,-0.018878445542644184,
IL15,-0.010547026040582039,-0.022625983793372016,-0.01097984478001526,0.1603910287783389,-0.015402905954945513,-0.06349048404528838,0.09990195266799388
BSG,-0.04235709781433139,-0.01842208145487541,0.01383453132658212,0.09148721549519236,-0.013692721978119599,0.017556402275879474,0.010302227583320098
ADAMTS3,-0.049415513034867874,0.024465704483544324,0.025135168717538892,0.067054640072326,0.039919007696521965,,0.04899909892575301
CD34,0.05737437701442453,-0.02940143704371684,-0.004047317999140009,0.05757574228065206,0.038467021404648784,0.10178888084034313,0.01178711955333477
PLAT,0.07315897255437318,-0.023526800162291216,0.03421979453155009,0.07418335025348596,0.03735299639419467,0.009249026070965671,0.016730661889747922
NTF3,,,,-0.05564423695269471,,,
LTA,,-0.013060768774493511,-0.020601940463360047,,0.07003922964533442,,-0.018802908466209297
CKLF,0.07040165042672222,-0.022094530125852448,0.040784507092922175,0.02273292826008517,0.08114965716270123,-0.029530816020556933,0.06462216253394275
APELA,,,,0.13520232900917806,,,
CD24,0.026589246810511214,-0.05003952371180952,0.01897387381361707,-0.14359619226818263,-0.008662916898051634,-0.0931254339916346,-0.025681072212941258
HSP90AA1,-0.07355043707821618,0.003145285849182997,0.06680207199535089,-0.12021625088280247,-0.07407832125510566,0.023237016343017256,-0.03917923821175355
BMP4,-0.024822807983024615,-0.013845180523303038,-0.01587645419160679,0.047452521528857816,-0.013124868374045386,-0.029746942241420934,0.00015707741995250958
SCGB3A1,0.015016263033260964,,,0.09692402877042945,-0.010747945407180028,-0.059639443724759544,-0.027686551847923044
IGFBP4,0.10339959180768096,-0.018850817085927347,-0.017695898099380065,0.03284524021022924,0.01809456377621558,0.09654733454950236,0.0021948218459442153
RSPO4,,-0.021114224400474932,-0.0020539681549423807,,0.044152765021843426,-0.0355215820687134,-0.024799068036013568
LEFTY2,0.046792157810064246,-0.013221174886655935,0.020444425576422974,0.1370478327114011,-0.019014717734544148,,0.04877310319144342
PF4,-0.012823772840240057,-0.011880544344541794,-0.014024465683215394,,,,0.0027870116729232035
ANGPTL2,0.0715421746071857,-0.01353275543743653,0.00875711862433691,-0.15892987464416541,0.039570440384463404,-0.029583308243084718,-0.004942472989547373
LRIG2,0.030808335574952123,-0.0028027156815336007,-0.015211198574987652,-0.016944803554089765,-0.03421602471958155,-0.022055150305980153,0.04403082682196752
ICOSLG,0.02074987430365761,-0.02638477131691721,0.0008737491301201968,-0.031640846098892325,-0.02741993240500468,0.07233927829172854,-0.01317876898374096
WIF1,-0.02307429775698198,,,,-0.05143743791553965,,
NPPC,-0.028647455722280505,,-0.02175540479801862,,0.0017336930914147823,-0.09503151359398308,
LYZ,0.04525558631883686,-0.03665134380010582,0.04696217114464101,0.1446859466277941,0.07939817251116894,0.03165660167569546,-0.001154189361544002
EREG,,,,0.036987172398243694,,,0.045049405345309095
SPTAN1,0.026052662163313287,0.051443539275151356,-0.04181617293014335,0.1098786768564803,-0.028843400877606052,0.1269435124365825,0.035239016566143186
LIPC,-0.015699668618356737,0.018811102954040135,0.055450856467323256,-0.05243382145655485,0.005872814458275973,0.023388714401090742,-0.02377398765785286
COL8A1,0.07737776200388004,-0.018237443885981187,0.010129194605142711,0.025549852911978962,0.08817690897017381,0.13993295095646213,-0.012980397639795508
