,UKF243,UKF255,UKF259,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,-0.021305647743328368,
BMP1,-0.0629194266029395,-0.05001553102667502,-0.024332067851001435,0.051922212842364576,0.023661056639593895,-0.13295402113387148,0.017002647017028152,0.06283590446981616,-0.001946339836002771,0.03520216389191573,-0.1119745151774437,-0.009317963121286136
NDP,0.01377017809336074,0.012186905348128553,-0.06808957417380387,-0.016448787441726304,0.0075488836820561305,-0.10505347313214942,0.07442491747809969,-0.014374305947805095,-0.013157671257294928,0.028319135484118338,-0.06251923233677531,-0.07918190606504245
TNFSF18,-0.040785413079635645,,,-0.01033603514997156,,,-0.07243499444252359,,,,-0.035938818684169545,-0.02568532160157249
IL36G,,,,,-0.01596859936265681,,,,,,,
RTN4,-0.06149451220253485,-0.002424245692861603,-0.035979313539898576,-0.013672443315446668,-0.05943748038172993,0.09705497207287868,0.006722820319603861,-0.004528176885795819,0.03708254352501526,-0.07269466079060087,0.12179294596323874,-0.04123063486709482
HEBP1,-0.02753456318391371,0.00819345515535274,-0.016534989935423728,-0.03306515864070486,0.017326481801342126,-0.006756578984655076,-0.0910173484642968,0.019947312919298955,0.015595651997915242,0.006267767029226451,-0.01240332603185306,-0.0003079178998961507
WNT7B,-0.05670142460479228,-0.04346607394761735,0.03343828491912188,0.04558664176250557,-0.017551330943298207,0.06859443157421083,,0.002957659567330689,0.030177046547491322,0.030680518695183383,0.07480568419764293,-0.0073071531646910146
PTMA,0.01881398661695539,-0.1340343966027782,0.04972918406958601,-0.03320972482903161,0.049365226042792476,-0.02729448051854693,-0.026999949715569436,-0.05783845570835676,-0.03334137831107356,0.02606562201810698,-0.02102542436987554,0.0650436268538027
FASLG,,,,,,,,,,,-0.018478381019261938,
CEACAM1,,,0.026971209694849733,-0.016256120895520573,,-0.05851257425752746,-0.013921192625455513,0.01148169995555056,-0.025116510517117354,-0.014243232583822105,-0.0257099532081356,
PDAP1,-0.009113310784370646,-0.009139435408826899,0.024584713784215305,-0.036619540937196375,-0.014078565676970743,-0.08751130090785747,-0.04983291237489051,0.033916789912869186,0.057879754999481024,0.024744484500398668,0.05119741106330447,0.044474456625514934
QDPR,0.03471157573104745,0.016210357626751715,-0.015481347112915314,-0.034265476129333776,-0.02193412477691704,-0.11577766703749617,0.026070140837851113,-0.0019971018518796144,-0.005245941923467516,-0.07515641663043446,-0.04926143418276346,-0.03665004977778909
POMC,-0.04156093711470496,,-0.019510719109164514,0.03330769646966123,-0.03421289528807072,0.08860227167314617,-0.02127913733693111,0.01577311651520062,-0.010224485546540887,-0.03336680863686339,-0.05360535817064541,-0.011341480323060562
CCL18,-0.031178128614908786,,,,,-0.05017147339597845,,-0.022974120244503304,-0.015782325388082854,-0.009664792214148807,,
CCL17,,,-0.022722727094064758,-0.012891048196246379,-0.014587768866169193,,,,-0.01781894853861402,0.05806140666642935,0.05725452077962125,
VEGFD,-0.03980425328665782,,-0.025315627247189488,-0.01373432151324282,-0.015634163725751198,-0.05652377301640303,0.09437688939771423,,,0.04214357206059385,,
TNFSF13,,,-0.01567362859983684,,,,,,-0.034191885798468005,-0.022349104494849892,-0.02729040812670409,0.04529977510162605
WNT5A,0.0028712321574724956,-0.03316629064590494,-0.01814177749222619,-0.03397651496549338,0.014392865474217698,-0.03688716910751732,0.02214845320213874,0.06899401594106364,-0.054104921302152414,0.03460336162325309,-0.08508414863479744,0.003970587515664933
CXCL8,0.041530762756470274,0.0761602931585555,0.14488069058515887,0.051226484159915105,0.1447658672329376,0.23689251052004584,-0.027763835612902573,0.08903689852033453,0.08156518387253392,0.10251720435728087,0.12880325353289115,0.09630760060922297
GRN,-0.03208839617912555,-0.09262850064829607,0.03899659826637302,-0.034907358239045956,0.007350928283455094,-0.05573700454033584,-0.09849518562426854,-0.06842359890552914,0.01292975146600722,-0.04962962882801977,-0.13337915971703945,-0.05987826124213815
MIA,-0.02538192869106444,0.07851010673345085,0.025533428850319093,0.055375945071056525,0.12441554872715851,0.047034036441998106,-0.04048260532794614,0.02498805371033079,-0.00975209972656075,-0.024077651901984864,-0.04887526368627242,-0.01858403396193876
COL4A4,0.01913851182959199,0.14033726180336295,0.005962215166220133,-0.013458653148786621,0.10922927803842755,,0.019114069521001892,-0.029046466328081964,0.048921000975010745,-0.022805642423058957,0.006461934087645721,0.03652423351603339
TAC1,-0.041028326150296016,-0.09862027130538241,-0.04553447204482544,-0.07859181191463428,-0.036809047204330175,,,,,,-0.022017707414186977,0.02594058932710629
RARRES2,0.05287515848320624,0.050599924009652374,-0.0071367903620379244,-0.05976596458287915,0.044070417259657664,-0.0017872303833918698,0.25777361851054365,-0.0017560925440614128,0.11842834728201707,0.12673861706011103,0.1625366019174643,0.1082222639378295
FGF7,0.0106009757610773,-0.02455873835115852,-0.017418725470682333,-0.011981480667114894,0.03228425847341823,0.018526428669233878,0.09587406354428533,0.059218231538847685,0.012620484423316774,-0.0038443365705095652,0.07166651733117513,-0.03329399234075163
EFNA2,,,,,,,,,,0.10676556214383028,,
HBEGF,0.016218415904350858,0.0650769045518838,0.01905756950800783,0.07440469068326032,0.004271352137480703,-0.006844868570383162,-0.09144352747557766,0.05645423184963124,-0.010531061850372643,0.056126528199481114,0.09844899816918869,0.03545419911202192
CSF3,-0.02222975125410667,0.10212128606276298,0.06921528876479081,,,,,,0.09683388046957483,0.05438577560289339,-0.017633667712488785,-0.0028112666236002554
PI3,-0.036087458234656325,0.053291094567755604,0.0318663813647386,,,-0.0029603129825687387,,,0.11439799737617935,0.09565086625659235,0.09170786964493077,0.06149154219151634
PCSK1N,0.00018502901208253324,-0.10316886519823623,-0.054077235266792555,-0.02223959665675963,-0.06958514979892055,0.021548830844550212,0.08308900174387421,-0.04610169356880196,0.009580389682676348,-0.09995921232627496,-0.04784239350550362,-0.05075845468617429
NTS,,,,-0.015374946754285827,,,,,-0.02128718048949692,-0.016492557299415747,-0.026113057333797873,
SFRP1,-0.049512014483622996,,0.009444455503866649,-0.028548050566692316,0.027168506924156715,-0.10142916042110105,-0.07425671537621822,0.009312552334726951,0.030512438038120843,-0.007692002410816293,0.008716485364646323,-0.01692268061167762
CXCL13,,-0.021283489628258663,,,,,,,-0.029081224644817383,0.0019373134516410726,,-0.026645595423753138
MICA,-0.054003726052269815,-0.04393163411624669,0.05080019428890661,-0.01218495921049234,0.025743513956665076,-0.03740977976880767,-0.028948302963248625,0.04717475017294738,0.035957535186758725,-0.008800963859243146,-0.05850458701452649,-0.0803678794905088
TG,0.035816149698335666,,0.09825842448298544,-0.012987243215421676,0.039837070030281516,-0.008894028448634279,0.05071940818577598,-0.03740723905811359,-0.023676927615359642,0.019935276422307906,-0.03438901552709186,0.02222810261557624
ADA,0.1044327533135838,-0.033340257451577926,0.034027098984023695,-0.002241325021035979,-0.005427990634685395,-0.1493027988395686,-0.10382720619305078,-0.025657177205061756,-0.07028594293648638,-0.04105769363726651,-0.09837872087846601,-0.069230388808343
LAMC3,-0.015403203096408415,-0.05561933478070715,-0.020897130585579817,-0.03839652603551314,-0.015934148148201804,-0.161628786904151,-0.12427564349002003,0.03131429503032877,-0.044268683573912455,0.06496399093069041,-0.1644112802017067,-0.08234625702576756
CCL7,,,-0.015469193600514998,,,,,,-0.02670649658066335,,0.0040484288484520375,0.07520988899338912
NGF,-0.035742059749547944,,-0.018352325437365244,,,,-0.1361455721507695,0.1348755193027749,-0.0014175807372520787,-0.013355276097982071,-0.05532369616965268,0.07561300011377609
TNFSF15,-0.04421738864099637,,0.01630144599643814,,,,-0.011240013875776316,-0.03447951652025791,-0.0260358352852258,,-0.011161862274521983,-0.03635630623538532
HMGB1,-0.053880094214071673,-0.11446544415509396,-0.07218718945884718,0.05317025988847451,0.01841019294693284,-0.08700038077914261,-0.08299391882971816,-0.03806446599933202,-0.04992021450451378,-0.018314932292816513,0.05998083311339614,-0.02277627881414437
ITGB3BP,0.13369577318918413,0.03487978007076027,0.09339737168345656,-0.008755317394246221,0.05313914737682918,-0.02305639402711817,0.07248923452894758,0.05271337944288479,0.022726080235169394,0.04743787755965821,0.10357270534426823,0.021113340175078103
AANAT,0.057994034228516345,,0.059017259072499044,-0.011679503721314308,-0.01956809659880257,0.03931354776614756,,-0.023928509267046587,-0.023429133137906104,0.0036662160247498896,-0.01955089075505131,-0.02005800627591647
RELN,-0.024078086632021652,0.03902591620454022,-0.0058582582456529085,0.018776163618352704,-0.021663571926562313,,0.12189631418382274,,,,,0.0032301788829072913
IL15,-0.023660821521068864,,0.01504774977879838,-0.0007484035869754331,0.01895823162621438,0.09145272647342656,0.034855933111204274,0.05064506965670465,-0.0006854832502901337,0.035033445288009016,-0.017840400736413804,0.07857442024102997
UTS2,,,,,,0.0579010299930467,,,-0.01995162158867738,,,
BSG,0.13039213842007588,0.03583001555442435,0.03978659868020977,0.10165203482929018,0.027187150039210052,0.07937333820627825,0.019389820705625876,0.09223607823049167,0.11368633135495036,0.08806950393959305,0.07179813003769478,-0.005827727877715004
ADAMTS3,0.006314240458102888,,-0.006530450594389165,0.03436992945497066,0.12821167932524566,-0.20389506135811333,,-0.028651953824067194,0.021665344585045074,-0.04504679330150002,-0.08130859070017435,-0.018974519121433716
CD34,-0.005628134971684807,-0.07198604318439003,0.03684016362169791,-0.05038990490363288,0.010623439276670709,-0.10479497474853083,-0.07703688783216422,-0.040176687763502694,-0.030813149530350387,0.07760202454809549,-0.08577333086018055,-0.033242592326213245
PLAT,0.00601627974605061,-0.019948927541168966,-0.007405986511554785,0.059179076741603116,0.022333142806895093,-0.1425225950109338,-0.06664595911951898,0.0036143816167106234,-0.05475585451661229,-0.09989821528521972,-0.12593194766363772,-0.10109918106327942
NTF3,,,,,,,,,-0.0500130153792805,-0.03753759991841959,,
LTA,,,0.0094113899258198,-0.011248579278273002,0.055042692861759134,,,,,,-0.01023981873055737,
CKLF,0.01218097580622075,-0.1002664566475763,0.017903421211062264,-0.025001002766414798,0.01711780295054226,-0.10721235311468728,-0.15604087773604472,-0.005772384790186108,-0.016911767884026863,-0.05257428750178142,-0.05275402964624296,0.022719341410329306
CD24,0.14755185378182284,-0.020883382130125104,0.02047476343488863,-0.06682969918861473,0.004090033061408125,-0.04048242516118412,0.18928878153649192,0.16547059023886435,-0.055082051399599236,-0.060160732228622234,0.12127405871053734,0.015625036959742523
HSP90AA1,-0.031377836724626476,0.02566863352448149,-0.008237937174074478,-0.08965077191531479,-0.030647769131781195,0.21769360992232795,-0.10540694015441254,-0.030847658238002635,0.025279402691141484,0.09816286736947215,0.14388497749397927,0.0032104128699651574
BMP4,0.10381324960941073,0.03728103123104274,-0.006546674602748311,-0.014895482137864687,-0.015464402773983513,-0.05163991651547904,-0.11120854328324711,0.14842427035771688,-0.012405400761500292,0.05164937309789463,0.008047720434263836,0.01586519256310225
SCGB3A1,,0.03508187784667027,,,-0.012663788468774433,-0.05652371807019432,-0.07429701865349264,,-0.029647817904315005,-0.02591375493301298,-0.0387442108857046,-0.04030667989755397
IGFBP4,-0.045442794259436356,-0.06596696557443045,-0.016121539894078375,0.013634349085720286,-0.020095033679605086,-0.10403046628575459,0.00028369511845390455,0.027277026004732308,0.016766843564069576,-0.00441999899204783,-0.1843056106741027,-0.030077093568034823
RSPO4,0.02395971617916998,,0.016503012162128686,0.007804467589354631,0.027575463813779018,,-0.06793376181023947,,,,0.048169462964941165,0.07456514248692077
LEFTY2,-0.038556482760232526,-0.016025038139253798,-0.0016604670424913359,-0.032218323126094475,-0.022404129725376032,-0.1258553175759668,,-0.030578606906122942,-0.022670791325071656,-0.015565393078186237,-0.028552928238189165,0.028277138744388836
PF4,,,-0.013496566655163184,,,,,,,-0.012407817109319737,-0.026312546477428846,-0.01981293001004107
ANGPTL2,-0.007064389571659496,-0.06407128417767634,-0.0687863044087751,-0.06053178952363974,0.09446984501525225,-0.10026364734085684,0.05107838357701336,0.009587459612394048,-0.006542097689408876,-0.08954572422641485,-0.023964736456278203,-0.023178221335195568
