,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.016979912652057883,,,,,,,,,,,0.03206519408319668,
BMP1,0.16426526052304605,0.0794593233279866,0.04593769400876313,-0.005846816677119955,-0.12057098047169212,0.005143029133800484,0.062081819292627564,0.0031646622770531894,0.03950273149463012,0.05429402008488481,0.03565243726084312,-0.009313450213065582,-0.030291250054217077,0.20698385821024143,0.17976747911721438,0.12344915566580515,0.11464019844308061,0.22128172249727862,0.12113234469653676
NDP,0.10522967849344377,0.01464500935017376,0.056402989384112166,-0.0009656103106714216,-0.05702989160857503,-0.06432798476210327,-0.0173600939414505,-0.011035103294150451,-0.004756699691348924,0.10865496153549334,0.06753845901318924,0.12923721068507438,0.01844171224932678,0.004670230057174952,0.18769203454116695,0.12993833859836926,-0.05211970662079783,-0.06819888312570857,-0.010529280821172392
TNFSF18,0.13262683479156098,-0.0014490883985378018,-0.02789547545242028,,,,-0.01907199274436813,-0.012622089446573373,,,0.14763221668308055,,0.03993028231956654,,,,,0.06083711298807673,0.049210531142734326
RTN4,-0.07183854184164871,0.00012154614030542734,-0.007338350985692891,-0.022446877037343764,-0.04791575633295784,-0.0012118982999676303,-0.015206498005112434,0.017473773936848208,-0.006141245277506455,-0.05709604755209323,-0.11749869626717081,-0.09169803007206752,0.15241531527340288,-0.069680288833491,-0.06695739821371897,-0.07538750319351689,-0.09030343185686068,0.014794416192105725,-0.13435322106087524
HEBP1,0.02242483930740138,0.06592516845219171,-0.0285578000661194,0.028545190821053886,0.02858373156987829,-0.024337895310431183,-0.01956861460118461,-0.020969336011289152,0.04076230837242622,0.008576360677106373,0.10825090656924417,-0.04634032998338773,0.0360940885296685,0.01575413103286901,0.020976507174326132,0.08628098789551718,0.022077835028483667,0.0872725652156927,0.06887714522432536
WNT7B,-0.1239597640266221,0.013691491338957308,-0.014819770541251236,0.06254424473627887,0.0013500540593904544,-0.015655496486982487,0.0026843180399153776,0.015060364009268065,-0.0047978791346830925,0.03213175161394035,0.0034146336120748247,0.021063886909288735,,0.0503079472292085,0.062165003576319496,0.015443617554986444,0.0030958203931939036,0.15887293752526685,0.0897840533392639
PTMA,-0.23183713391254832,-0.12360628246210588,0.032150239477396446,-0.11634643514032256,0.017098488520499208,0.01174721448239041,-0.05132891725051776,0.008431914551913073,0.0893310826902858,0.19523013006698592,0.04060819492172816,-0.1160733619022843,-0.05238237017919208,-0.058451373611257226,-0.17050691470353968,-0.083117543494234,0.01723002601684444,0.10895743341717495,0.07860312054301621
FASLG,,,,,,,,,,,,,,,,,,0.04024347368045535,
CEACAM1,,-0.020763453138433925,0.010220031698431414,,0.0039146007170028155,-0.01702949975384744,-0.025097656192104297,0.1053992655934777,,,,-0.020461848455026275,0.16034670820693803,0.013396925931744744,-0.05152957208511638,0.01299266314016501,-0.02340438741661501,0.03787361852404921,
PDAP1,0.08266147951372046,-0.03180753532706201,-0.03089532094062454,0.017846063855228335,-0.033954952691194855,0.11398959733600873,0.04444610787649285,-0.04812637734768811,0.06837222466969055,0.15881717755986544,0.07544123522648385,-0.066835559638244,0.026116222389187767,-0.0006343443166202455,0.0823122708156329,0.008808697615004366,-0.0170288208500678,-0.018671073705838887,0.14582220930900056
QDPR,0.03280758995757139,-0.07059025984530012,0.015737837659094134,-0.024962589252779322,-0.002489255054108395,-0.1709765740987591,-0.0337610943911461,0.03283507532541886,0.13298805287544818,0.04605420695506697,-0.049538754635799306,-0.03661315816092396,-0.030574004567875027,-0.2133092313856375,-0.007875148099691419,-0.03895800405846366,-0.07913646914092762,0.00457310812082252,-0.18480779650378937
POMC,-0.0038489828999652125,0.005737164261513944,-0.008283476930181461,,0.10040635189641624,-0.025924464116627934,0.042055316772810644,-0.014645674462481979,-0.040182219735397394,0.0206409671916124,0.1113197670733089,-0.06369858252488259,-0.10691190030281869,0.021220098492449782,0.028819404361287566,0.007876048544552787,-0.018924210812543127,0.10751606436816685,0.020158359056427627
CCL18,0.07731350326881312,0.023641361595555577,,,,,,,,0.12035833778794512,,-0.05192486023693449,,-0.0349482311263943,0.03518608728492835,0.16088206844624528,0.0018632026433926616,,
CCL17,,,,,-0.007945881220565755,,,-0.01574220298520926,-0.023987076956449666,,,,,,0.13119086392205986,0.06716944198337786,,0.08335807532707777,
VEGFD,0.05879784923241499,0.023234363282612816,-0.0294896249154218,,0.09245564975124138,-0.01963413792646315,0.04856673650037314,-0.01677198578689285,0.030869991863498567,0.022053875356705926,,-0.06228742426544096,0.024576341842245945,,,0.03333697005685127,,,
TNFSF13,,-0.02387499657248588,,,-0.005639907340725541,,,,,,,,,,-0.02676858691608478,0.093620101429481,0.09319093151913257,0.08447737243464007,-0.021858096772986068
WNT5A,0.027676684843147354,0.05583886609558645,-0.04027600491153643,-0.052338881298858456,0.01705577706459094,-0.1525787610144335,0.04166590414326006,0.05014592054093903,0.0001475065456547244,0.006911645406156638,0.0540273667776494,-0.07595821640828086,0.06382144105106681,0.07893937281407323,0.05873382888070555,0.08647367198730742,0.11551661758113721,0.1100240696884241,0.15679968851185377
CXCL8,-0.0922211972231769,0.08196816733771754,0.020021192323811422,0.15656417812175755,0.15720425082927572,0.30640787667832015,0.02036457098468664,-0.014826471816742742,-0.01638505308219919,0.06391458298971003,,0.026963557236130645,-0.06078263985799874,0.07593010664028214,0.18894142617484364,0.040575259194310036,0.053118407471775916,0.011457354897745332,0.20135687480958694
GRN,0.04510205907232297,0.11830317122591363,0.05999094559998753,-0.08249753501146735,-0.07266311275120142,0.03717843191155451,0.057928639168648446,0.036847392224259125,-0.02431623112507939,-0.051022074299749,0.09738671299202989,-0.00865123070271472,0.10618934270013587,0.18416791604241106,0.17501211813864756,0.013889664279030545,0.15447032651261958,0.2092551838047607,-0.05018286970198097
MIA,0.03793893070397085,0.020231066627683512,-0.026226010107042518,0.06019350351474867,0.0052177565935563434,0.1988674097702113,-0.03668822148345131,-0.022062241097460255,-0.005911337934364172,0.07782024439523708,0.09510814389834879,-0.06382758787356067,0.023095746745466047,0.05384166089175825,0.008095457825593231,0.16510140016990546,0.22912288896264932,-0.042310454510720866,0.09281446482029114
COL4A4,0.0768166611715894,-0.03214094698567588,0.02474825759861561,0.06725609827810483,0.039639611962154535,-0.05070949939669749,0.046927566295468376,0.1389378865826242,-0.033615867384356894,,,,0.06782400207044016,0.0661163485335516,0.09047085267944636,-0.019474357217332768,0.043837935076117045,0.020626857240434827,0.14541711707958818
TAC1,-0.10955417676435007,0.002447847504025598,0.022926794082037145,-0.07009862528908381,-0.03893876027516856,-0.15305942430007435,-0.0045504249088876535,0.02186074351528709,-0.024688878440085216,,,,,,,,-0.08982529900316849,0.009905440114719314,-0.037770940733524314
RARRES2,-0.03517999537092261,-0.01956212736877654,-0.04271815027016574,0.06062954681642011,0.001286899775249365,0.2905919050494631,0.03855287150097994,-0.012540770065121725,0.030605484223113936,0.023925724842457717,0.011518407149955773,0.07670775947458909,-0.007779208570103486,-0.05347155608686432,0.19065286791040761,0.1518266958109043,0.020972258595392552,0.027098742660233512,0.25457877843132376
FGF7,0.027117891850940674,,-0.02307311269041255,0.014574902457192963,0.002240336109364288,0.02543660497285403,0.029004324603420326,-0.02880198263230933,-0.0050031140341409005,0.06702204828173161,0.08092220847471697,-0.08399271076395638,0.03832710922311906,0.11099397713151063,-0.06267298781657911,-0.007983288933913745,-0.04397107569082828,0.04580925183387087,-0.011103387926727893
EFNA2,,,,,,,,,,,,,,,,0.008585421232931243,,,
HBEGF,0.0722664675089558,0.1364491258609562,-0.015644469354206977,0.09610704558634504,0.07966204559323038,0.22241995478532575,0.04622604960382316,-0.008729229302425373,-0.018324017268590422,0.10307700605003746,0.18080881156372508,-0.12193418840537272,0.01720307271805277,0.11025384021745806,0.061902507829954136,0.08828573515203449,0.12287838683899428,0.17668775807260262,0.20319972241767315
CSF3,-0.025346972624316174,,,0.1683871274117602,0.1037681183913932,0.2510587508966075,0.27350956351118494,,,0.070934305976892,,,,,0.1984612442379002,0.13200306289690777,0.01014658675582748,0.023878449400264797,0.12407557011315905
PI3,0.0618122219694427,0.00954405171918715,,0.1710145588743199,0.14821953386341744,0.20308364832912504,0.03658187207410044,,,,,0.04883030758953069,,,0.20281231409137304,0.05685205506424443,0.06857109837345449,-0.08562208441642895,0.26825162062838515
PCSK1N,-0.048886333731791166,-0.08591494916782817,0.0009711890105749246,-0.058140260987715534,-0.1423877738170079,-0.14883830919942556,-0.03033068448053133,0.009836041866018379,-0.021360015544445814,0.023753614644556543,0.04146436846571285,-0.05018690539925906,-0.04430690462101345,-0.06006083533289337,-0.13147846048764616,-0.047953370652969875,0.060698888270317476,-0.03797242762036202,-0.293145173749088
NTS,,,,,,0.036247564930923244,-0.0164579019898371,-0.018775473414429384,-0.01402824504684877,,,,,,-0.08137695931150478,-0.05532841706065691,0.0022052405877937883,-0.05566216569299676,
SFRP1,0.028746384468148718,0.015082751510092847,0.013382238669945506,,-0.0413633070097629,-0.051331658899174744,0.005211794033686982,0.062150136797929155,-0.02398707719801923,0.05119882656096967,0.0329440053982362,-0.08072909134841605,0.006334447254354489,0.10683212708103067,0.07793023310909573,0.08957763338414292,-0.036362689139602174,0.1261977178826151,0.00824620322176591
CXCL13,,,0.04563638290514335,-0.04844924062913525,,-0.008558226240955017,,,,0.09283945589157998,,,,,0.10945682795434612,0.1440245910970882,0.0726064569988465,,0.10507332692140801
MICA,0.04968723107931153,0.08110598300556418,-0.0329353644076962,0.039080209910821694,0.08750246160162964,0.055698806191656174,0.07438435088852778,0.026692094754375825,0.05643741137225666,0.01769505447570591,0.025354381492662934,0.016852215479936455,0.015898954599058556,0.18888198631779732,0.06277009322265252,0.12035045724890692,0.026379077025197154,0.2402998057670636,0.09041808113927967
TG,0.021110073422844478,0.018983253732704274,0.04297677624896389,,-0.02938687915371573,-0.03565101568809599,-0.016160513650382995,-0.01585967376764452,-0.017359343426595418,0.04811710957743022,-0.0696234270327483,0.024476336081414984,0.024605753921428077,-0.06621016984318809,0.055478419302811,0.055424805065021066,-0.01087248619801609,0.13079806771455113,0.07230535916653424
ADA,0.06259911265939369,0.08123727546236548,0.005550044226161125,-0.03109470945441724,0.06491135504323503,-0.040249402295864704,0.010255596456071546,0.02620844427712691,-0.008496471994884978,0.0886193356163816,0.1253996530213502,0.0535798326959048,0.0014419870739391656,0.1422257758555813,0.025238469597138876,0.12829173917915154,0.06494156588323283,0.21655370283550737,0.0719897010430238
LAMC3,0.06157421985508887,0.16158969906117007,-0.04978599082389592,0.08589046221809664,-0.011687900487162933,-0.07920715185887066,0.012097480735419613,0.005032165810468861,-0.007221669656088119,0.05853498580260977,0.10721462784881915,-0.002175794985504122,0.058951160812803036,0.17142325765990077,0.060096479135713074,0.0858586954565589,0.07170017656824622,0.18511664063455457,-0.050839142736181724
CCL7,,0.02010584234621889,,,0.12640884227005203,0.12789984095280252,,,,,,,,,0.09814710295793973,,,0.07962613461442453,0.25837668945916686
NGF,0.014944613941045926,0.0547752988790567,,,0.1536853322473718,0.05139845217250521,,,,0.07515812964791967,,,0.07002486857223096,0.005754183038177817,0.04373317454974989,-0.026051796275163002,0.0703178392891254,0.13347725250695702,0.0923897033661709
TNFSF15,0.0228306132654364,,,,0.07928454164850036,0.012561830822937707,,,,-0.005549301684499921,-0.00021684535192995915,,-0.042051927337151455,0.06556161260083083,0.05692496614036028,,0.03662654021448424,0.05527065782983856,0.08872700419587272
HMGB1,0.08011092351034421,-0.15619016392051954,0.0029148094946268035,-0.11044144729050197,-0.06276657466799233,-0.10855082195732031,-0.001926458489571119,0.05666279166279129,0.067884935241374,0.1503616889138847,-0.07517641011631729,-0.07387614085806189,-0.033530700039637346,0.06009688130986015,-0.04762957525001341,-0.0666939375968242,0.04132457985496404,-0.1858281034629777,-0.10306159093409427
ITGB3BP,0.03685256882275753,-0.029710573471379377,-0.02691651291932305,0.0033061959279799542,0.07413189240289325,-0.004921642664175327,0.031238191610736654,-0.03616383782979873,0.019270848784770624,0.09411980866580355,0.10993306234905835,0.0678296929674403,0.011013054154539126,0.11518640817798283,0.10004511415339629,0.04453989805650313,0.02550520752760172,0.029054088435094234,0.09102640327107427
AANAT,-0.019338881818025854,0.005614420439524752,,,0.009142691213832047,-0.05939155657786139,-0.012078128627089218,-0.014262697303464704,-0.020010393230916922,,,-0.02215884721483353,,-0.039106681082671166,-0.017257776818843582,0.02463910679132561,,0.02834444254509262,-0.024001406284144825
RELN,-0.07170893431053467,-0.09885834528037211,0.018689914175717946,-0.004226975074222778,0.008908108427382782,-0.07225446535707612,-0.03544101902607577,-0.03140185544827179,0.02370421745809089,,,,0.015664252529833136,,,,-0.008531848474886796,,0.06303190117711982
IL15,-0.009227929052457774,0.08646847466597725,0.00035445919974589425,,0.07832770986886095,0.02555230490992187,0.023754097006245378,-0.009242814366477952,0.0004539841213210215,0.08419308375033217,0.07481283211792926,0.11383290617187064,-0.02328720141919657,0.004069775596724822,0.04846238849687091,0.02524278541423666,-0.05932744171400276,0.12237772748168714,0.06897565139592364
UTS2,,,,,,,-0.01717298890670926,,,,-0.03410367139794568,0.035203338573446645,,,0.06533837467249065,,,,
BSG,0.005409664014108076,-0.036945789674870166,-0.006323237862688961,-0.03899440528681567,0.042895484023730154,0.0584009194486973,-0.01771591514980528,-0.008898176626268704,0.04199452301333176,-0.050490889478460324,0.07363099393343014,-0.015488306810499303,0.05891874016195994,0.10807143246116271,0.2159743688662503,0.1985624274373697,0.08433354718238449,0.08252857832671626,0.17127662642073999
ADAMTS3,0.07152553699014522,0.04514360886038756,-0.04196703758065512,,0.06189546885119555,-0.010987311590361405,0.03272552005849768,0.02371875399735807,0.02273839643132652,0.10511436880984708,0.10872416273667725,-0.016663304161912668,,0.02380525637597164,-0.02557909066345366,0.004835496831183698,-0.056270092767875715,0.0683070438374143,0.05893548532702522
CD34,0.009728908270993214,0.10097493573752891,-0.026234662540795674,0.07543719267746765,0.02627498582112444,-0.0428887587828084,0.048759912476749684,0.033357525703701,-0.02137055421280612,0.15032306618592697,0.07129657911499679,0.03876297275661197,0.09534616251529932,0.12676350494798555,0.04055797983950794,0.08159927668444321,0.03883980148934811,0.2083774422149083,0.10334096330377056
CCL23,,,,,,,-0.013742993100901492,,,,-0.02243544358909106,,,,,,,,
PLAT,0.11717445401602683,0.009662854352774107,0.02907210050988301,-0.0033477515821900942,-0.11519392973146868,0.0947492780245938,0.021589186733364303,0.017177589495653584,0.02607560841577866,0.06133039739750871,0.04697083677198474,-0.04054576236349872,-0.08399450062464052,0.13988428739173345,-0.10668112504053111,-0.01748830210226551,0.06672587781236335,0.14275170226303197,-0.008503810222864616
NTF3,,,,,,,,,0.09196436230167392,-0.010576050338854292,,,,,0.0006451415353114219,-0.0008513049812168716,-0.010219260067397847,,
LTA,,,0.09010620199939566,,0.0026200545992531247,,,-0.013736463908757535,,,,,,,,,,0.05217413529132092,
CKLF,0.059651767141505656,-0.04937936485628452,-0.028623569725461106,-0.0034440487164392125,-0.034957815282680285,-0.0632047900863113,0.05673053374249253,-0.04132784559691487,0.04117674094902805,0.12600226120486102,0.12263440435615758,0.040330662028712126,-0.043362177773262976,0.1476317962248004,0.04354462599062314,0.02439827633038643,0.059429922432140764,-0.08115544036270796,0.008707048359670174
APELA,,,,,,,,,,0.013610122041006934,,,,,,,,,
CD24,-0.00982656049429532,-0.0021108672474204004,0.016342389059713035,-0.08116854763998288,0.06972108949656361,-0.18416153454896658,0.0015742318169373122,0.02312782887703205,-0.020487640942869693,0.09131599460640441,0.022664337779838242,0.04168642406924866,0.10001683063756811,0.1811227613556858,-0.16705438940738085,-0.03875461289506682,-0.062290476465765854,-0.013388425890591285,0.07758421061428616
HSP90AA1,-0.0895980659377702,-0.02037136188788792,0.0378009248544469,0.011121002421672044,-0.05654846573948173,-0.027131465327918304,-0.04960117237062174,-0.007653509952653119,-0.0019477903486250629,-0.0021279482081808577,-0.15403658326573513,-0.10610317152473359,0.04543656932212629,-0.14601612246741036,-0.010577276301634944,-0.028993565287758472,-0.0639116664239948,-0.15041477030707737,-0.11535937466000548
BMP4,-0.09153897394831573,0.08107602378452,-0.02182555891678121,0.0701695950009431,0.04468292974008244,-0.03183819754438797,-0.01388167164598732,-0.03940016752775393,0.004627835106742983,0.06733224846415173,0.09680138527684734,0.07304734553474147,-0.016530028306557636,0.12522288129344886,0.07198942963759222,0.043183352277147175,0.04381093623622858,0.14395023225911316,0.07867496764444892
SCGB3A1,,0.02370181731051177,,0.029839926600474367,,0.05091112058705233,,,-0.016878962405720715,0.039472633553816285,0.05376548967359804,0.25152943435274383,-0.06944777956432936,,-0.01921302333915469,0.03413078983776189,0.0699536729410765,0.13826336104903528,-0.00030114460614254836
IGFBP4,0.032358763270479665,0.18062123990531156,-0.03177636802609483,0.030541398912592523,0.020577544231163255,0.10996831254655874,0.06864420806115076,0.013470935067312116,0.013508380905312296,0.10285734075715432,0.07630355464997508,0.006126885117067986,-0.010448571246158566,0.20532136026667236,0.15444664510754666,0.06612303464891961,0.18004347853913255,0.2812060981397504,-0.027566271685315155
RSPO4,0.0819677388431217,,0.026816651289014535,,0.016330910608898658,-0.01063420037167935,,-0.01597634378052218,0.15105658546535614,,,,-0.0836078036025789,,,,-0.02750053006959635,0.045881851519293484,0.06572935220446656
LEFTY2,0.041676921952330546,0.1310887336987613,0.04105097356719166,0.04508589259507789,0.03612124510259913,0.0009726519827843754,-0.012321121313669102,-0.008981024095201703,-0.018507986004906656,-0.03194600614536869,-0.04384218252604822,0.05726495942541028,,0.12711532005975942,-0.013516558161882792,0.07781355819959898,-0.07262573379269589,0.1817308645210065,0.06699648081584572
PF4,,0.09790101266671383,0.01635987840602248,,-0.03311667875623836,,,,,,,,,,,0.013834960514558329,,0.0034353908282375983,-0.0685614078498127
ANGPTL2,0.1420060258363833,0.06188799878904115,0.021329458147474355,-0.04284327098137913,-0.011060352734863485,-0.018794099644736224,-0.029397106999129872,-0.05700753201563469,0.00464837456487075,-0.1728868898215918,0.08812563386994679,0.08725300237368122,0.0030161900129161224,0.09649712342857016,0.024445106855611815,0.005460979100757159,-0.002308515030717753,0.2393155136648409,-0.018733980253970436
LRIG2,0.07233397759676055,0.007201173122946453,0.012505319486266668,-0.043305808737222305,0.02259388792156324,-0.012991192986562533,0.03009821056548925,-0.014003621846082096,-0.020185390729283322,0.0197548905142133,-0.06035674097554153,0.06941286621098222,-0.019539459947634327,0.09945675486700828,0.022764251617681294,0.12299531714603412,-0.021517417631461134,0.09635125497923905,0.03385244019266245
ICOSLG,0.07685655352906345,0.05046177655782111,-0.013864187181830601,0.05471623201200694,0.019655748822614207,0.10283451066425188,0.07605376570023673,-0.0034207821875821332,0.030644742924415665,-0.03701082245217684,0.043748370953302765,-0.014177051011032244,0.028789347705845094,0.023042890652926334,0.08055648652463851,0.10188061566974799,0.007253466144931917,0.11382432613711684,0.03704951268002428
WIF1,-0.0815802529305795,-0.04395449842723517,,0.03157363904435618,,-0.1414672316159758,-0.027757810233967853,-0.012328566084821505,0.033882949796462315,,,,,,,,-0.016456062022193477,,0.05491408892252134
NPPC,0.05091477204409576,0.005709274282581118,,-0.0014496430118029317,0.012457094399613998,0.004077584830344741,0.06922664658541369,-0.02404911519291441,-0.023457623672159162,,0.020610138353207904,0.012303429681300476,-0.02198493892452209,-0.014956771075007225,0.076034003056314,0.009359199433004659,0.04645687957733157,,-0.0692893158391319
LYZ,-0.03818381125272214,0.09073509216605281,-0.038497079334512185,-0.030284429231404293,0.013034989355968696,0.2377714602145439,0.09292933172056815,0.007892149392094998,0.051751229417421295,0.10232927703959228,0.12715118447749224,0.04862804333010337,0.0470826955641096,0.1939216867868577,0.06506062651166589,0.09700139466116396,-0.0017648972008669024,0.11047779032466563,0.019158129043809737
EREG,,,,0.13254833508867478,,0.24589543788267748,,,,0.014823111536484242,,,,,0.12584110287007386,0.1566068233509711,-0.033935633416155596,-0.017767820446816063,0.023086467278779325
SPTAN1,0.08511602729051769,-0.13263424704561308,0.0005848165871942662,-0.07460846080889175,-0.15342391118400392,-0.12031573273546436,0.006816895883372443,-0.005100596514847899,-0.011302021861107943,0.07052993984094803,-0.05379681022719119,-0.05095200756047317,0.10998063030083469,0.00681789155025946,-0.04963837661553696,-0.051823884058071513,-0.08134739557092052,-0.053916572126553444,-0.17043784617151575
PTH2,,,,,,,,,,,,,,,,,0.004486932740689949,,
LIPC,0.07535806351052557,0.038159128977332084,0.055335283963006424,,0.022346043498862694,-0.05421903662723571,-0.03159017623587128,0.12593752693946572,,-0.007438767769702865,0.08643976056423766,-0.0008608332594365668,0.06366730780866925,-0.005054062288782108,,,,0.08693285303977467,-0.028840371227165026
