,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.0934797380538175,,,,,,,,,,-0.0173127393196354,,0.17644190774038532,
BMP1,0.05657302012682042,0.0781208467018376,0.14633168878326858,0.01339521774574541,0.07284525498012615,0.048499086612957876,-0.010898038002636555,0.2033821683273047,0.2897337093005251,-0.02111337511369667,0.09865952650062443,0.052923971880726756,0.07267705151705452,0.21682687069099976,0.11508931916962163,0.04661803429698653,0.07362466584893913,-0.016134852705602967,0.04376204319409045,0.10282945631453158,0.1354096148288732,0.0630506888473497
NDP,0.11702251839436838,-0.005369055542567902,0.052096721531513575,0.027889523316873707,0.05122383325223751,0.04054059867191809,0.036036679440832727,-0.03611563401415202,0.04330384172343539,0.011436284114641135,0.09018444141311818,0.09450286223497194,0.06989975516028474,0.16812961752311584,0.01956220423902194,0.009013291967612216,0.0653228790216084,0.15581068823951022,0.03494235996019615,-0.09639075037646613,0.07048378765368957,0.03768515492557256
TNFSF18,0.11499251443937683,0.14366058262509243,0.06286610458274886,0.012050335583662416,,,,0.0644216359333149,0.11418971863463433,-0.02498216454938283,,,-0.011245286285848852,,0.06504407966738893,,,,0.011156257184946132,,0.021957141873962877,0.07548119654768028
IL36G,,,,,,,,,,,,0.04430924716374878,,,,,,,,,,
RTN4,-0.015066214045097726,-0.05510401720950467,0.022923005232878733,0.002279443905770776,0.07183699622680592,-0.08679945067349863,-0.02304703920414851,-0.35531740148097773,-0.37339833964790864,-0.04129570953744886,-0.08099587750642095,-0.049884807092225744,0.02912544916721917,-0.028512403583975516,0.0014219149857444642,0.0017611642067084567,0.08152716957067242,0.06615665751883283,-0.06738369391101513,-0.06599800770885775,0.029505224181514023,-0.023819386522646223
HEBP1,-0.006158438477834139,-0.06901293300988326,0.05602538009786237,-0.0032065112310081887,-0.03718436974575217,-0.005418718314370381,-0.037375229107020715,0.17597381563663714,0.15084201306068046,0.02371642480276176,0.057373864430070934,0.03634719740524011,-0.028374144328994346,-0.01411314757208638,-0.00978117828292287,-0.016588786818041486,0.03791129552167035,0.14614204774314873,-0.000747226597713646,-0.04666124545354721,0.06493651381285083,0.04300696707335403
WNT7B,0.03599283320273394,0.004778839014314632,0.009722301676351481,0.018219005856200798,0.08135102795995545,-0.0016511904845380012,0.036879562485012625,-0.020750885237972402,-0.1425953843195633,0.04129826635868962,0.010793001166534592,0.019074848601293156,0.06485293771309092,-0.001674226537991967,,-0.06433945870246507,0.016161691064060076,-0.055763384459884116,-0.024004976208941823,-0.06449366417164143,0.09943176596348766,-0.08218132850244164
PTMA,0.021074335125262557,-0.053820902891341886,0.15831790803976178,0.10239964146889606,0.1658220823677271,-0.018308118504398428,-0.03679253085728485,0.48209360047438393,-0.11530214724124295,-0.048933033220188424,0.19274150531778889,0.07004493826529902,0.0381831339107354,-0.02030594908705105,-0.0429336079708421,-0.03434211570082059,7.863641891643278e-05,0.0009689971927152721,-0.05433793834172194,0.1188473924826983,0.04425415958035278,0.031264028226618404
FASLG,0.06820550770709746,,,,,,,,,,,,,,,,,,,,-0.015179273364750338,
CEACAM1,0.0710408312394264,,-0.026444152866952488,-0.020829399336357513,,-0.05902689205043319,-0.02118288613510206,,0.17074066938609056,0.004251193403461865,,,,0.11692147058052589,0.01190650076735265,-0.05770065711188568,-0.03964696464276165,0.06030985671606922,0.012602041441100444,-0.0033196955077672134,0.06410629645930825,
