,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.0983098271573033,,,,,,,,,-0.026672785540272904,,,-0.0228913077477534,
BMP1,0.019881449401538933,0.059534360429631464,0.011492601275813525,0.011444809873253177,0.002454944092238367,0.012941443644066722,0.043515850115038626,0.4509682450715518,0.09624068801029437,0.08181796849437184,0.01791630914387295,-0.010334235739023642,-0.02135881323737961,0.08728795287582644,-0.013273235146477786,0.049219037515533914,-0.009586004146732278,0.011648749285222164,-0.02829863670236711,0.11097464326389478,0.01080517273279778
NDP,-0.04649928892142525,0.001999669464669115,0.053058934863363334,0.00038633284627472,-0.0023452738907530552,-0.0458723802845429,0.06737691891605199,0.12933319663982426,-0.04242377939040274,0.06430792660149115,0.02023871196124487,-0.04371898596873042,-0.11186124919900003,0.012886401692760062,0.10183111885511008,0.07729976164961269,0.03983780390032636,-0.10900760526224337,-0.07878551803376278,-0.001554508566289922,-0.027241216772845828
TNFSF18,0.009922287261290741,-0.019285637042543106,0.032567911724379825,0.002568248476312974,,,-0.025553874407400798,0.1108146625775721,0.15637348126704786,,,0.0727760730477347,-0.00616053700684037,,,,0.04449018503839647,,-0.02954109353568844,-0.027658887132804306,0.0040200393772042995
IL36G,,,,,,,,,,,-0.018081045632544073,,,,,,,,,,
RTN4,-0.10611027808719727,-0.010402563214310665,0.03158260653249306,0.021868956385756873,-0.0515197798238222,-0.036510058789438055,0.015037452671827293,-0.5263454386950849,-0.13908350180105067,-0.014950167559977863,-0.023961434802242602,-0.015886912584577723,0.0041142553192676954,-0.014948075283028422,-0.0010197625392749893,0.023097929117776018,0.03128118273751386,0.10037366331577842,-0.05004720366914116,-0.06602723719225216,0.0761627517631969
HEBP1,-0.007377432640721475,0.0032561925118590267,0.04525600454533812,0.0001416196211211273,-0.01732348368489175,0.031398599911173115,-0.0038097671184286015,0.2417903324885733,0.02239195615253847,0.04200804928808492,-0.028285760254566902,0.02219368799766924,0.029172377175909682,0.020627511131389446,0.09682361659014652,0.09996764619976406,0.014094342030364203,0.010508702641394712,-0.02544497131511271,0.024344561242983072,0.010184009877430832
WNT7B,0.023854741598383602,0.05441156619432931,-0.013797306447822818,-0.015709238582761135,-0.022088080988344146,0.003173373459513825,0.022211204656305907,-0.2313240116016734,0.027884077300569257,,-0.019873152835168786,0.029833534274869396,,-0.06094187297603764,0.04380865020537759,0.042246096350929574,-0.0575197238593376,0.03146854411383587,0.041760486266272205,0.09464999478335254,-0.012617525572723859
PTMA,0.0678416137156619,0.028070534400363317,-0.02790607462023028,-0.036553244255845566,0.02223894280528393,0.029186446148365394,0.00080242968460397,-0.2250843239741827,-0.04474996491244864,0.03239882179486891,0.015438175424600322,0.04168091410994402,0.04130405327293505,-0.12282956342482562,-0.08354688143609186,-0.010081420258740406,0.042186560894859525,0.04018401183036648,-0.04756824897340717,0.055615990188104855,-0.020688013922069818
FASLG,-0.03426456290123186,,,,,,,,,,,,,,,,,,,-0.001793570915815805,
CEACAM1,0.08279968822236143,,0.03963061375110061,-0.012055895765191327,-0.0010409504322034153,0.006947200967037191,,0.1296373522802786,0.00046284061793927284,,,,0.030037024317436833,0.03328699632960181,2.4665994098618475e-05,-0.0439425501246126,0.04137829727594995,0.05896739554392785,,-0.04256197547717471,
