,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
BDNF,,-0.0383457018707484,-0.022790490538557636,0.01854572979602322,-0.08750688756872053,-0.020482339515396866,-0.020126014918121868,-0.01589550639124687,0.0680060795932221,0.06697459921430306,0.03398320277193559
CCL5,0.08472789583865777,-0.020706951179002488,-0.01524931649669182,-0.034959514271881605,0.10550482544018572,-0.038354843255490295,-0.011656996798652898,-0.024717661616293393,-0.03411615999149113,-0.0021435998224989612,-0.07124264454481437
GAD1,-0.0007519431864872915,0.021579147205984646,0.04048408471328796,0.00862898903940942,-0.08169890277978437,0.03638705680216285,0.030140861121830717,0.05592122969067861,-0.002056390543873102,0.013381015760774473,-0.011027348226835489
COL14A1,-0.035013836556769345,0.009326691623290025,-0.0054258848875455455,0.04551357504207824,0.03618126580169195,0.02744189279037926,0.04503156905064565,0.010129166943569981,0.047568299954233305,0.05023521292780909,0.017497505535875434
HLA-A,0.051905667912465744,-0.048749766495665,-0.07396735675170427,0.03452466040049833,0.17265214482038432,-0.026895545813311418,0.01672266179856043,-0.02409104062689764,0.02356134258361415,-0.1097496772615956,-0.07382093543182333
CD5L,-0.03453292640319363,-0.016322186822926438,0.08476694203006233,,,,,,,,
FGF18,,-0.014768628937028428,,-0.021285247762044154,,0.013135229825266258,-0.027134747787176287,-0.02438489840028491,,-0.030500236559888726,0.028031333262691586
ADM,0.05876531105895821,-0.02662291152289866,0.013545987592066544,-0.036590400167819774,0.12595709449118223,-0.023532119539612158,0.0306811966714666,-0.061747748703799996,-0.021209059277312398,-0.02768999871167377,0.014147063668342138
CCL15,,0.036117896809785034,,,,,,,,-0.026452852800559083,
GNAI2,0.035247240690903625,-0.02183175277791337,0.029468902904632978,0.03949355254869496,0.17131996120252488,0.010495718618836962,-0.05213968997572506,-0.023663125798731928,-0.045658502334423555,-0.0522032015210513,-0.03560265232623002
HDC,,,,,0.0995586435755979,,,,,0.08796165429149601,0.04419122217823323
COL11A1,0.1246852978746147,-0.035690492453453466,0.007838308062630382,0.0008182933538745022,-0.02995283054884513,-0.03377387107667455,-0.001051052945996998,0.04531705267361427,-0.04538163961559902,0.009245431998836673,0.13326599755294802
NUCB2,-0.00887088558065466,-0.048525106010960994,-0.004368114330724341,-0.025780901034716246,0.06579421494062482,0.01401958837660967,-0.02244982781541149,-0.023426549275085817,0.011646237213242483,0.001300751652527514,-0.01781600165466284
FGF16,,,,,,,,,,,-0.02738327453962544
CXCL1,,0.10513442078124806,0.054537512322069916,-0.031886233670473406,-0.01285150362433499,-0.030125700278521825,0.06291999110765217,-0.024270993351733338,0.052506246502617336,0.04202947074449239,-0.023773642261863893
VCAN,-0.014410596417727992,-0.04462934706651639,0.05132310295255452,-0.04800457369723652,0.10816996877839057,-0.02261649504233394,-0.060838948002758755,-0.02484083461288504,-0.011878087835230507,-0.08553354195811916,0.01607523026056366
MMP7,,-0.017818573287701978,,-0.015110617500512936,0.04358317662997449,0.000906747496546754,-0.008391557405755718,0.05738289821115693,,-0.042568777238321975,-0.024498864457124236
PTPN6,-0.08400905242448693,0.0035300549607999885,-0.007971173242916452,0.02772249787350394,0.06244911199559921,-0.03733621519265916,0.00025679319851770076,0.04156741856934232,-0.03305314595542026,0.045362585452370534,0.05191130366971038
PTGS2,0.036645386854041735,-0.03003679470605186,0.06345474404462394,0.021388349304601997,-0.1410587989808293,0.02761011652934377,-0.0354440945891502,-0.02641996415159038,-0.03244303604966865,0.0036699937290113165,-0.06314696564778628
XCL1,-0.017638272595775707,-0.017886197369314016,,-0.02315911132795321,,-0.01666836950321311,,,,,0.06691037289038336
CD58,-0.007743430875792778,-0.018282697343446244,0.0020270854985773913,0.038178784561799406,0.10983737624604106,0.007210555914981152,0.02968732535851763,0.10355010921293921,0.05517607715914536,0.04446372964432702,0.11684995634309563
TNFSF14,-0.011329868783358274,0.0007765417587778323,-0.04288209027107173,-0.040330684892952356,-0.007915792496791292,-0.008973871106566347,-0.0217063710194307,-0.026584600136195027,-0.0038150609113869775,-0.043430720703408726,0.0893854473347156
CNTN4,,-0.03168517217555638,-0.039175184331746576,-0.0048596686778239195,-0.0829526927957805,-0.016824035111593433,0.08350462031069779,0.006654255539293886,-0.03293293943532961,-0.007318877087591318,0.014883479591991345
NTF4,,,,-0.0292952616381978,,,,,,,
INSL3,,-0.016022731783748002,,-0.02128524358706704,,0.0385952188539338,0.06696807474346943,-0.015431134623059135,,-0.013595344642455275,
BTLA,,,,-0.01627234812417158,,,,,,0.011469578770437867,
MFNG,-0.07823923131110443,-0.02221086674265253,0.017874673232093997,0.05756070634616764,0.14729494315133876,-0.04383958752803206,-0.007540021216782616,0.011514114697224891,-0.047863299128609975,0.04505257882049337,-0.0036475789948577134
ICAM1,0.0028898309901107433,-0.0027215396010090913,-0.06457976363309613,-0.05114379501720506,0.05057919442644299,-0.045173844803037946,0.013493803173256663,-0.04374152425233445,0.08056606229162047,-0.0017997870833631208,-0.018835033534970815
PROS1,0.027748313756319493,-0.016777967312076036,0.016936478802844702,0.011940654615755303,0.14574976770257253,0.02296662678325701,0.044925342191713104,0.03381384402288006,0.07296286523095923,0.02874980283923311,0.05428297345454801
CLCF1,0.010021111682120571,-0.024380637832719623,-4.280633890403197e-05,0.007829627045070248,-0.016113460110139255,0.03546759974273878,0.003308408900199932,0.06963234604259687,-0.08388011675716071,-0.0032017124720140288,-0.016033942249408403
PSAP,-0.05577124066460415,-0.0358504913651861,-0.05283571062998712,-0.031211576442801398,-0.06510276945747633,-0.05045037205764504,0.03379774275769611,0.0025927182076431426,-0.01995506855791768,0.05739227772042888,-0.0640762791820676
EFEMP1,-0.037707088889234644,0.019918237296840165,0.07524398006249343,-0.013471950645592033,0.12370409748953631,-0.005296900130252771,0.05807319887008903,0.08006784240707823,-0.04295656718732614,0.0008676006998433168,0.058552107319840556
C1QTNF1,-0.012575830732293257,-0.07255937749898675,0.052444765841324514,0.01935023631194065,0.11265753733354913,-0.02299213360651626,0.037593434965506094,-0.05213711490111802,0.04630408042826671,-0.048869710689793185,0.048431000143776715
ALB,-0.026554006753202814,-0.024771561449653853,0.04098521304727693,-0.029427185124238073,-0.039186369736277184,-0.0068897094786080195,0.037996345984681296,-0.022338084894143,-0.02859874581793593,-0.040956096584517813,0.011106122334822286
CCL13,,,,,,,-0.016113311961626624,,,,
EFNA3,0.011668379864319053,-0.0472441214706665,0.027005826376045816,0.03174118367558435,-0.12098056444872177,0.021882150529430457,-0.004097487791525713,0.008800910020660564,-0.048461323523164665,0.03263139824105081,0.08467623856962632
DRAXIN,0.03331745520038547,0.02814894513363628,0.0475998111145205,0.014890925381738722,0.11720198985107495,-0.0024787469966634267,-0.017277454957211082,-0.07785031606826287,0.006951126261811179,0.03148075732444445,0.021694847233432808
RAET1L,,-0.012481863670499915,,,,,,-0.015621284862345569,,,
NPTX2,0.0754467614148612,-0.006242905283481252,-0.04689424032044543,0.0199798065470436,-0.12351860753359668,-0.010026081289629557,0.006172238780102468,0.008614411476971246,0.04844128591737183,0.010637728782469222,-0.029930389638549333
FGF11,0.07697240100964774,-0.05364627559453091,0.01442778065803344,-0.02667433419404615,0.17576135862671372,0.021681342702475886,0.05734723149694536,-0.01843888155922435,0.022695964603798118,0.0422374602608029,0.05415617930615443
CD59,-0.022604269033835032,-0.03112964939619154,-0.08174966699401709,0.04910354243754858,-0.06235575708335143,-0.04554068040685316,0.026158746294141392,0.03964499980103268,0.006359460269616307,-0.052308708151038746,0.013428712262514315
COL9A2,0.018968842622626794,0.0006745550927431677,0.03626955210160561,0.030922180092725512,0.07076684614029576,0.00044329167693863954,0.014948988570711896,0.0750536721161573,-0.10137149039150237,0.12455469134828712,0.12313554006103013
DLL3,0.028822236716902608,0.05252566454470825,-0.01633073927057017,0.05068672817281497,0.027267976758263444,-0.017001557314679602,0.003320970324800482,0.05674945238909556,0.05038966847288201,0.07953468575412487,0.009711323602106659
FGF5,,,,,-0.031203885623134673,,,,,-0.0021782710563526533,-0.0352442863696595
LIN7C,0.014497426207376653,-0.04271571238782787,0.012101072093925755,0.0032528648809307145,0.07475062821330412,0.01005011308995757,0.028918518240451604,0.009083264752460782,0.029173164385004502,0.020096831021690693,0.005573897640405422
GDF7,-0.01826980421644959,-0.005494148762779248,0.0006747702534140415,-0.02211707571791112,0.0034810515536163825,0.008106438779237817,,0.11049148455952573,-0.04288043201147669,0.0457907495679966,0.11881468623835723
PSPN,0.025420893968145997,0.03669698342782936,0.030571640419109456,-0.030871911815792318,0.06584940681646309,-0.01764005035317835,-0.014936616893499942,0.056461205828970656,-0.01780354335127497,0.10501118991629338,0.007912698124741135
ANGPT1,0.012029194010831466,-0.016969313464151852,0.03884068023161878,0.06347256569706998,0.13938464143137072,-0.028452412224614226,0.0617137241116381,0.05059523511540902,0.02468616260808335,0.03911438581306624,0.10415334616335417
PNOC,0.04939782338713989,-0.026088425101780957,-0.0325975831030972,0.013482347866647086,-0.11873372101254666,-0.01470335183990769,,-0.014240395154740555,,0.05344366099854344,0.017015061595816068
L1CAM,-0.027434927287048223,-0.002851488544744557,0.02762968154400977,-0.013473581363996026,-0.08670064115691893,0.015338289041616765,0.05715677753874483,-0.03454844884101469,0.010866579722962351,0.03287031013948287,-0.026366870053265
APOA1,0.05870669259875961,0.03061319496815161,0.008129547332490853,0.07224944206039027,0.020218067409700054,-0.0017876693641090276,-0.012395025728953655,-0.011868775917073231,0.019112226475965003,0.0025741683743860716,0.020360246989440285
PSEN1,-0.07993514079104709,0.033439228480893,-0.051296456076430914,0.02459442851086479,0.0034988812682497537,-0.018514996354803397,-0.009637074819683155,0.041493324009316275,0.01829916461744144,-0.02472632881125565,0.043603256146328415
CALM2,0.005107526891471649,0.01990125203918254,-0.027119352794112272,0.0059411073538643095,-0.18484325658708936,-0.019176797498746092,0.03537158640417188,0.039845748211059025,-0.0008973954727632255,0.06020704237559189,-0.020684343693672634
CLEC2B,-0.008205967479659125,0.028597671498145138,0.019524396517536683,0.027560996306598105,0.12116588608180724,0.005771833952283607,0.03822732788666615,-0.026221500287780912,-0.027330618943927985,0.024228589661895217,-0.055826126104739165
NTNG1,0.005221237910973818,-0.03873409664498934,-0.020778926302319502,0.02251118092165524,-0.007611948412990999,0.030987215248887912,0.0033764312387607356,-0.010368958900517559,0.03875353162469105,0.05514502891796352,0.01879334336101114
LRIG1,-0.044708127453734335,0.0007589958418123694,-0.032796457057766716,-0.02534668349498244,0.0968755526967026,0.0063295024334409,0.002317038091964852,0.08912014151955971,0.024017361266494893,0.06443177704668246,0.12131342377711643
CPAMD8,-0.016075859785445748,-0.010431533174219217,,-0.02517664511096852,0.08261983397594953,0.04510305663562627,,-0.015044073462854642,-0.05261507926747591,-0.03795155500340466,0.02017935787352176
GHRL,0.029007035792023645,0.06950979385113175,0.026989523877559356,-0.0485683958289866,-0.0008656241048534583,0.017272895939255975,,,-0.0422825402489529,0.07358791628443942,-0.026552715876668142
NPY,-0.023583913716374638,0.0012885513448015267,-0.045406562306186955,-0.02936966396505472,-0.04637907324961049,0.007357974928834889,0.04565190800044888,-0.016247428355838714,0.014988580519430418,-0.02551104807683851,0.02153325582378765
MMP2,0.010593141267458481,0.041274360851892775,0.053415931393199556,0.02576125513760595,0.1455825312554023,-0.010178328857395997,0.02178942511680067,0.035586469311440924,0.01582716482181694,0.004725578809920286,0.08345984856069563
LHB,,,,-0.021926956544811797,,,,,,,
PPY,,-0.004945081341569393,,-0.03816843627779942,,-0.01523546064918287,0.08201559948611215,-0.012393308161120328,,-0.020698390814723255,-0.03398985997641891
ALKAL2,0.05747697581374704,0.03544249686536353,0.03197918722142937,0.03150454971967943,-0.03200598610596342,0.00142513840112773,0.04583307347847578,0.048241520244833504,0.003964065988934789,-0.04811850266451729,0.00536959422655914
CSF1,0.015493881558790217,-0.05083361268387298,0.003074761801109192,-0.03467904027138343,0.09030952158041358,-0.08064432155485744,0.040704982578629374,-0.004085702179674912,-0.0684019099910518,0.05674063562225986,0.05260359531510321
SEMA4C,-0.035200329585491096,0.0197424437716779,0.01193402537449855,-0.0030420342522411575,0.030688013036972436,-0.09001458351421564,0.00461202164538528,0.0251252131430483,0.034981728220311877,-0.0037070441306403237,0.06375953048740156
BMP8A,,,,,,,,,,-0.03250935990619099,
ICAM2,0.016393248324473083,-0.008082379199355474,-0.005771649345646418,0.051233584764833424,0.08627416886464374,0.018926601711110103,-0.05433573824253548,0.0575914392009293,0.026441561045261946,0.02411547293451171,0.07009391034313847
SYTL3,0.024328774217359902,-0.03680711212613547,0.010769998435482268,-0.011871174896512394,0.03628955137998766,0.026628561022067995,0.05050914133259174,0.015756140333232416,0.1169777224817018,0.05864151817331208,0.05288698969960523
IL1A,-0.01867989070402591,0.013584922878227353,0.00019494319019492366,-0.039821516784717355,0.03267305761973746,-0.03765340320564972,-0.006588384996246028,0.03540817276613676,0.0022748703671090146,0.01719059929192699,0.11769553639711752
HLA-G,,-0.019206607744874097,,-0.023159109236490946,,,0.01612126674101457,-0.037875573528469667,,,
PGF,0.017757326051072865,0.06616097707886312,0.004008097893198707,0.04994526158458536,0.1859698151383638,0.003166099254918606,0.003925531583164199,0.08760226395773864,-0.006913432114354134,-0.009345170993538862,0.011012207004340217
LGALS8,-0.0027209472529055177,-0.026796983301026388,-0.0047769446293019656,-0.08038719885741982,0.058156875409507786,0.006487901103578018,0.010694050855243937,-0.0048573626945612285,-0.0019592365711282736,0.01419290756620988,-0.048970538995813655
DKK3,0.00922131775575684,0.016753756118247327,-0.058452676035138616,0.04787001858414595,-0.10153654255523162,0.03908376255317505,-0.015413670044807322,0.04068665240034662,0.04110018652010043,0.0655676247147653,0.00030201428727367086
COL16A1,0.027165618388146778,-0.06649802830880262,-0.04085276223909355,0.027735903533354256,0.03391312951195786,0.01127227318666553,-0.028239345815918138,0.04023360146313764,0.14445432816807396,0.11162988874279849,0.07181284221821216
TPH1,-0.02994848578411375,0.08021547360649442,,0.05444810264593883,0.026208624896230104,-0.010722917023189128,0.09262120796495106,0.04502628088466999,0.022683692831706292,0.09692990715666212,0.1500044593751884
TNC,-0.0007324889517867028,-0.04366533552290198,0.011756559552725332,-0.04276546407791096,0.1745584124087767,0.0022004944549474173,0.04790047339016436,-0.008553144693375158,0.06166346126394607,-0.015842870872670316,0.02433346941293575
TNFSF9,-0.016075852155581136,-0.025077352141637244,-0.011036338589219702,0.018370769233883637,-0.05244054631720715,-0.015985759130964134,-0.03960235500539462,-0.03364186273040018,0.00689412690782561,-0.00855533224998325,0.09567866329712718
C4A,,,-0.013271566056827744,-0.025995679355058966,,-0.018060874408617582,0.14935466585385987,,0.019326175328666876,0.0377203830109759,
CNTN2,-0.02192279694562843,-0.028401921199116404,-0.008216948745091995,0.02316646957680919,0.0014062387981756482,0.013318636133696575,0.016143100609644138,0.04458996242091614,-0.04811197207220064,0.018825708477803207,-0.023799037827725716
F7,,-0.01375807884588136,,,-0.02822809745116553,,-0.022602363150957754,,,,0.10515137785917429
LUM,0.016171123522097444,0.014501745413158308,-0.02021058402149961,0.09092896804932092,0.181545111268318,-0.03594935302961863,0.00914070570844787,0.043889241616962595,0.041078077818499543,-0.039224037000375904,0.01733264716566118
IZUMO1,0.014444239991402026,,,,,,,,,,
BTC,,0.01493936264866895,-0.031871023158308115,-0.012287808049215837,,,-0.016352015124368152,0.0994431595655925,0.038633186183166864,0.05109019606574799,-0.011519761215570702
APOC1,-0.06080074371777556,0.046516557146931245,0.03660109203043227,0.037485307980009555,0.196791975835484,0.009096521119447332,0.0008494721674962577,0.017087765689663765,0.04896465263449937,0.16551941052016858,-0.015040341650252486
PKM,-0.05089653536225476,-0.028363463270489466,-0.07634050213768312,-0.03178177489729534,0.036412133075062095,0.010143541002579064,0.029673992519815173,-0.00932162717152057,0.04941474249577031,-0.03954097702001178,-0.02852899936721347
TNF,,-0.03210400358329775,0.07063443690758275,-0.0044175069403728845,0.005708136350932444,0.04626648690649205,0.03946296218346978,-0.015621289123054532,,0.08875115671729547,0.045149687809811385
GNAS,-0.008406969074845136,0.022082109449955274,-0.01621631844154351,0.04236786637977988,-0.10808652255159841,-0.08007298389044176,-0.009706563396638574,0.019666037358124885,0.047610546225458496,0.0029359583846645426,0.04503500200135902
BMP8B,-0.037235552994697295,-0.018867592424679915,0.012872123378420072,0.10502113726258935,-0.046878822667294026,-0.007851215119543028,0.02133681453122306,-0.022588110556064966,0.02886391212654529,-0.04363634641652967,0.003113477481201569
LIPH,,-0.014102524448447402,,-0.03293311424450005,,-0.01456200201133543,-0.016113317887710792,-0.01741639345284047,,0.043732524629586114,0.15379938865007528
CCL28,,-0.019836954890187365,,,,0.02808767242120518,,,0.20332851871730775,-0.02524358826277194,0.15029470641549517
PTPN11,-0.0024719300296643415,0.04041406383573272,0.021139566722503892,-0.07173426217819913,0.046275778591958666,-0.048868730096003836,0.017138661277443436,0.013729478145816917,-0.03810871704264821,0.03134566855321205,-0.043697224321159175
ADAM12,0.11414714276049819,-0.00018908663055325987,-0.022230242656717473,0.0780098789949281,0.15037369442069715,-0.026901331486830916,0.04310224124931331,0.054090184516328826,0.04495127427379218,-0.06684792021991924,-0.021064801031275955
EPO,,0.016809367405126494,,0.05617765296586595,,-0.015235461314213737,0.03298996131243344,-0.018088252315022084,,0.12873030505125768,
EDN3,-0.022576637904682766,-0.024565929148924557,0.04803123107159716,-0.011641910249523746,-0.03466810864413186,-0.023614213626558404,0.04337504054279412,0.02218491888721851,0.021604366325243395,0.05738474091470888,-0.0228021755285906
CCL22,,,0.006447259927134375,,,0.07350488965242206,0.0019978045631600053,0.008347366483302796,-0.030674848526337485,0.023428251862558258,
CCL2,0.033904829936348996,-0.014037261715163424,0.004471947123215799,0.007823729620281982,0.02855832179282588,-0.04382992881536762,-0.025251593730095445,0.07789754522917068,0.05520291165244502,-0.02033156274541906,-0.01060090936666701
DSCAM,0.025764563147903596,0.04696093563612903,0.005349980448486518,-0.02368053328965324,0.045897993089978044,0.009856892085986483,0.04719432408208848,0.07810294231513487,0.03536209275654776,0.009764020214408297,0.04476655005798869
GPHA2,,0.026805675175091703,,,,,,,,,
ANG,-0.02240007219560071,-0.04431947777756385,-0.005214444378957763,-0.03726818436645267,0.08514121967936264,0.001664640559145751,0.10133807419885486,0.006129400644579164,0.029980750049477832,0.12399556626821724,0.0062630905330265454
FBLN2,-0.02116837561285485,0.010783711585806382,-0.021434425322030107,0.026881703328196727,0.07365108393340672,-0.00588584195182359,0.034023632849335295,0.11466207584894435,-0.04383884397669254,0.04567858120815309,0.04745482903658114
VTN,,0.001309727998547765,,-0.015646046363947026,0.07836064219127614,-0.013307389271162097,-0.020003097175017547,-0.012719294380599738,,-0.0034630985373095826,-0.025549659814858714
VEGFA,0.0965102249235478,-0.032445032389257875,-0.041981884414028996,-0.03536929120764438,0.0950736974425595,0.00742408032010423,0.027187572523043217,-0.07883071366688428,0.024936744853407276,-0.13003588480265915,-0.016198820408172793
F10,,,0.04736716969328041,,0.10334676351969782,-0.01670535404000594,,-0.0217233928558287,-0.026539520813649797,-0.02042207052904008,0.027375396067086305
SERPINA1,-0.004511113111561996,-0.05789002898208827,-0.026570502488339132,-0.013230716138412734,0.12640266272791262,-0.008087476219267642,-0.012082026171854367,0.012247703999407663,-0.0019372178822626217,0.022621540370452463,-0.04123129042519002
VWF,0.07553211346091397,0.018337292542566982,-0.026321998579739332,0.11065102876054611,0.16284099541384625,-0.08688425971511032,0.02512419732516251,0.032768236137991916,0.02367817789613213,-0.06066388007801013,-0.059623260683492274
GDNF,,-0.0220855748268209,,-0.01648005569481521,,,0.049335418288669323,0.06402011630987804,,,
VASP,0.03375467664827036,-0.0335253371399347,-0.013073934662314437,0.05344673150354593,0.1299070641960499,-0.010126866840064086,0.00936981968570331,0.04397905696347034,0.000943523777925261,-0.01175818811534925,0.012701563789179098
ADAM15,0.023580355228209244,0.005276665913085256,-0.00717583644363643,0.01816703463766805,0.07107075403218945,-0.01605837077168328,-0.04379152582938449,0.020628839143057676,0.07424440669575813,-0.027485493067154552,0.08501492312801609
WNT2,,0.0031838048521915106,,,-0.0289370880224891,,-0.02170636118235405,-0.018577541190145614,,0.022899631736046096,0.036486278063909396
CALCB,,,0.0018214687719419283,,-0.031203885284031896,,-0.018997036235804152,-0.02200205106558371,,,0.02624821592523111
OLFM2,-0.040766481462061646,-0.05757886945758312,-0.0070440690391158885,0.01469484187634194,-0.07264302763270475,-0.006381027072651558,0.008894197012117504,-0.02869125178877717,0.030142622194173463,0.09113518021430925,0.11114253683584396
MFAP2,-0.02336214556180665,0.041409077508532996,0.017340672987810807,0.005077367865538553,0.2137548394701611,-0.01257723497618677,0.034166356261884766,0.017674506462821284,0.014427237105588507,-0.019475282221589472,0.0004678903419272033
HLA-C,0.0190417285873149,-0.019016360630282798,-0.09566118247710236,0.02699079439918808,0.1848639738683912,0.03437949197365177,0.0721917077590833,0.016397014675483074,-0.007827400645695605,0.06369778932463413,-0.062064075155180344
THBS1,-0.034894059058906704,-0.021568868846463283,-0.015468473328484725,0.0021608722997257137,-0.0012312917338236002,-0.03219230307167414,0.002347958937217929,0.02009798403561026,0.1385155156498453,-0.1393329188972288,-0.05543046252718361
HSPA4,0.05861614183089108,0.009434883123180046,0.08428578266941289,0.014524879734899914,0.010090298213412592,0.007413573453388129,0.02896517067719872,0.028316366841356414,0.0010786991373122814,-0.04105365843338482,0.014428151530689477
LMAN1,-0.03315782789697967,-0.0902947981066162,0.06402189189879552,-0.024532787369413663,0.14707220803747284,0.013838732614164292,0.001798220727434087,-0.07000440139921386,0.04626455389927528,-0.060703635165064315,-0.05047677718213617
LYPD3,,0.040607987075311894,-0.038750065734166866,0.02441901245980902,0.07705500114093071,0.05683235144363584,0.014614544816904197,0.015298408211363888,,-0.018460402473254884,-0.042203756558522716
APOE,-0.032720638304105765,0.032697123828602764,0.023947006901014478,-0.0054584114223465005,0.052744209091056496,-0.008981657534334636,-0.05465826238321159,0.044508455597455435,0.03382600641610919,0.14403879628302976,-0.04854610510932619
SOSTDC1,-0.016075858450218656,0.06097453400765853,,,0.07397585484276652,0.017422787229241798,0.07264219772242587,0.08800155662675573,,0.09601236609606358,0.01704654505105647
ANXA1,-0.002989059729206709,-0.033057671768490754,0.006295900966045732,0.00979357358472976,0.15152695235108596,-0.02808231626499099,-0.031431418238147726,0.016603856396146966,0.06406437468117539,0.03663672419544432,0.041723322763331454
WNT2B,0.01769335784207632,0.0015433001189539826,0.044537897237776854,-0.02554330391147297,0.08171032487189085,-0.04408584743620178,0.02238811677438799,-0.03153854045591571,0.04112162419654528,0.028390333574642365,0.05514672780451606
AMH,,-0.026270727234764445,-0.004380666354543226,-0.016666738247620928,0.09754693062369181,0.027121383504488936,-0.041541561971271075,0.041382292913593965,0.05914833837330192,0.00015725554580270183,0.10109171621535469
GDF10,,-0.016322187571755957,-0.04359445778928714,,-0.04220263772576007,-0.020517820527278914,0.0046135903424309715,-0.027857640120852144,-0.031189028726757936,-0.03997645603476983,0.09392105464333451
EFNB3,0.01782862027803877,0.007339156081433168,-0.0001765812005910612,-0.016840595664816237,-0.020919455469204696,0.011677388739502952,0.039686039613274715,0.003945149160855715,0.0314380363536039,0.057401465572825765,0.05249796299699578
LTB,0.12000305919784064,-0.0034204735201975667,0.00673545147143283,-0.036554930352990185,0.020817129856392582,-0.015374435836914111,-0.013955961336959526,0.07897308358510445,0.024416818615666858,0.007556016264978396,0.06804159353130168
ANGPT2,0.013477648475108671,0.060387627594887104,0.022736233819710936,0.05404291418438639,0.16546451802900428,-0.06064212661064232,-0.005403038509597538,0.04921811987303143,0.09566393749229915,-0.054132004109302315,-0.015970293899858292
NRTN,,,,,,,,,0.03485344683226425,,
ADAM17,-0.03338666378181132,-0.010423362470620142,-0.008105099725874105,-0.03878540597628507,0.11592989587146654,-0.02520982251265188,-0.023050567129636247,-0.010980650457664807,0.06840860507091093,0.012907842470697636,0.011837527396867456
LRPAP1,0.021033648116557117,-0.045282760275784865,0.07438547656716572,0.019589086123709437,0.07117359564683359,-0.0102052930626615,0.006747239458745791,0.04370801684833602,0.04621340967930729,0.08374614995591084,0.02730631368830483
NID1,-0.00901845790789841,0.010027067834879508,0.03570154236471988,0.07629915897267113,0.17917432383790172,-0.03245692359336018,-0.01695183972110144,0.008756203519212446,0.004297676336351493,-0.07593454797150065,0.01263110511777846
MST1,-0.04152999102526829,-0.024362112320127548,0.05971189209575199,-0.016543756185719127,0.13032829289130515,-0.043646030267891184,-0.007392222724468403,0.02735832498648373,-0.028501112602205243,0.10984928892826515,0.06703942803724595
IL13,,,,,-0.0066062067789822015,,,,,,
DCN,-0.001979530255990521,-0.024665874974905907,-0.024353899887169284,0.1116156449155379,0.1705671791823403,-0.04149540972644088,-0.0329838318497639,0.01814094903674574,0.02325475014942091,-0.05804421114839557,-0.005455529579418726
IGFL2,,,,,,-0.018060876319677805,,-0.017922446478708734,,-0.058720882374088346,
COL7A1,-0.025952880174469322,0.033290732677017,0.006726329858649412,0.033491165712721614,0.1259353007424857,-0.05662633483865298,0.013153939478613505,-0.017526803567224504,-0.04020157221560848,0.03777089792364253,0.014939196893943922
CALR,0.04911321955301082,-0.026560579794783146,0.010242091828290343,0.027313544600624205,0.119761570812491,-0.010287045922928917,-0.012012750476587933,-0.0068346491446052435,0.023277157814589475,-0.08642523226938953,0.0005530963960588166
PIGA,-0.04605379764775142,0.012794365272712984,0.026733743023349257,-0.023851948174201856,0.09757862175582833,0.006845137775626789,0.07020151487872021,0.0504228189446694,-0.03520612623236963,0.00808935552328201,0.11904085434885905
CD200,-0.029576091306765605,-0.03819714948979695,-0.050172641717454336,0.05907693078283986,-0.08477608306463788,-0.033581734310386926,0.0335077588848363,0.006985987918883744,0.06263192533565329,0.06544712986166734,-0.020095846054565273
GRP,,-0.026173001303539334,0.07836720929953704,,,-0.028041695925833623,,-0.01689644418305361,0.19343180517581518,0.14321501479813706,0.06533659624405601
CDH1,0.023820365391618685,-0.027342992338498576,0.07708739513329767,0.013660228096438177,0.06784710795533308,-0.015360663022209878,-0.014369627635219666,-0.028345792116047132,0.005969296209742129,-0.03736164858741371,-0.028146488788793222
LPL,0.026410275622899746,-0.016751513627505692,0.0360594755194535,-0.0031369049846591062,0.17704397580987558,0.03307610671139563,0.058847291072627685,0.02795260089970866,0.07151476272849389,0.007779956273728322,0.0643320897513208
SEMA5A,0.004718264774763629,-0.034022208793291556,-0.010221846374518275,-0.010810559635614194,0.18231491900772906,0.007864726427653358,-0.056808365789975813,0.002155433628396866,0.03063852595146091,0.045133135123598636,0.0663429433055387
SEMA7A,0.03878604284753323,0.012520318190758295,-0.016018428536684715,0.012100451161270582,0.10371603324361724,-0.02154233749614604,-0.01112429402033664,0.0008683903417894298,-0.005555363651845636,-0.013109734773315283,-0.0024112614886722663
SEMA4G,-0.040889137124398976,0.06862031109859625,-0.00885819992534991,0.0009466232777120509,0.03899243640183903,-0.0032289000950659784,0.07431200156165997,-0.01430174002852419,-0.07335433566981749,0.03269637910547401,-0.019092472465266783
SEMA3B,-0.0214065932076605,-0.014448177787521823,-0.004160711121470453,-0.03583707312232914,0.055451588493831284,-0.002383646919558467,0.012668455524378813,0.0072715264382893175,-0.058653812111559255,0.054558196392898044,0.10780490681414812
RPH3A,-0.005997013468255034,0.03322354899813593,0.016086588233093557,0.016561523914141285,-0.05292969366893271,-0.019197120869907477,0.05153634701298327,-0.003518120734966931,0.001580391196602067,-0.002124322225097343,-0.0038654380593114578
JAG2,0.02434110722276742,0.028583244928423585,0.09247103439380042,0.06360443513221574,-0.0294231967914567,-0.010135095216161997,0.05093213774635672,0.05291390142449535,-0.007414416809561504,0.009493496340405956,-0.00542915499828116
