,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
PDAP1,-0.026846363367849624,0.03261215178983356,0.054828500669783856,0.058924324160739124,0.11373863902257532,-0.021160966600431243,0.03372861680298978,-0.03511270491414647,0.043194246205260106,-0.048758272086757155,-0.011878195425553297,0.03375921521930807
QDPR,-0.0034153375389613283,0.004192117253658533,-0.042156265914574644,0.001134955651012561,-0.10885899702909693,-0.16593545318933725,-0.02662017516766898,0.05164100718264145,-3.5691422674293063e-06,0.02713258562144737,-0.061303817471521596,0.022374361095504773
POMC,0.008455602039805539,,0.09364752865430233,0.027021762600975052,-0.008009011521321578,-0.019827197395800637,0.05326321242000571,-0.00968003453484398,-0.020410247893155185,-0.01283288299788078,0.021641024943791047,-0.010149799259375765
CCL18,-0.03421828870183458,,,,,,,,0.12765894080793647,0.019595677571733996,-0.0011013117774685715,
CCL17,,,-0.023756672741684175,,,-0.03883385264350676,0.05347748901122906,,-0.01868496576777211,-0.0293729450023909,,0.15156944731123262
VEGFD,0.025246970677340018,,0.016726099407949457,-0.01827489439308767,-0.008199718497446959,-0.02826123052103439,-0.020770149743892696,0.04347915456779907,,0.058792238710808443,,
TNFSF13,-0.025822226912611684,,0.0016753541065927752,,,,,,0.07674851430934015,0.0922586614876462,0.05394497634673066,0.03214110622394944
WNT5A,-0.0033272882133276054,0.007942338224842816,-0.04846911289654866,-0.05662496397284381,0.11142483888815523,-0.06407861894600028,0.009118276136354917,-0.07701800824255471,0.015003252500391853,0.034569048422367826,-0.003424008866963235,-0.012780646525365803
CXCL8,-0.05264640172411258,-0.11646593694607517,0.1040157355641294,0.14922389583431625,0.009436228471680849,0.12309943796544116,0.050382522739687394,0.131190777558073,-0.05464660721340789,-0.07191529675204497,-0.002957158401869824,-0.02035837060940509
GRN,0.101971996889682,0.02179871773740001,-0.04474980885915714,-0.022385987191314002,0.04932486465321248,-0.048622990975212686,0.0432548517118747,-0.09539517632811949,0.05852462819298477,0.001151305496925544,-0.01359230971851376,-0.008441281046094542
MIA,-0.04334159994538607,-0.034368264894225335,0.06251871681374184,0.022913911305206494,0.07704670874401556,0.12904081028105588,-0.02844567191954987,0.033320816817047794,0.03995444174366047,0.13521779768453732,0.027277759623078063,0.05998890358975005
COL4A4,-0.041095886715314535,-0.03533595884060257,0.01470104032951539,-0.08368450154327638,-0.022656028194013685,-0.03361462652722468,-0.015455586155964473,-0.007487621432475714,-0.022531367579615883,0.002457178571251062,-0.004395890964432692,-0.0009858065259430394
TAC1,-0.00014540417034781606,0.05313771621245833,0.02415433067238202,0.000877976689580588,-0.08931895446036567,-0.08087754574526239,-0.01877708322855781,,,,-0.031448969348708895,0.05260211861963054
RARRES2,-0.035432700584521505,-0.028386183711559383,-0.015595689755042871,-2.852655058601863e-05,0.0878693454885521,-0.1598517232983954,0.008884482994495265,0.11298435553181702,0.0005562653382660288,0.04831200910576601,0.022027638850567296,0.051918111676981626
FGF7,,0.008069278565105038,0.12483426779833127,0.01922495066515421,0.04893007300665302,0.024866575207316388,-0.015153217381960168,-0.018783051286687936,-0.00947507357182869,-0.004296587738050397,0.04792121369826371,0.06796872626021473
EFNA2,,,,,,,,,,-0.026463879651600755,,
HBEGF,0.017413761809346392,-0.00518666385440845,0.011073503466408242,0.021399384890311613,-0.01463721468660066,0.1712450482293833,-0.02579073280583799,-0.02214683647951447,-0.023348833034293276,-0.03776023162242602,-0.03800174490043908,0.005386810274001622
CSF3,,-0.024733827977899185,-0.028315882491633783,0.22358339601718696,0.0387419236217814,,,,-0.05138606273138244,-0.02081624666732314,-0.026132723880069143,-0.017783616974932935
PI3,0.002343373005815668,-0.03151328368690637,0.06826219522643924,0.14533067623624749,-0.012691163072150924,,,,-0.04614209307099407,-0.082373616970035,-0.008467474131494065,-0.03863789165897787
PCSK1N,0.04248220027373022,0.037304935586651954,-0.09760937896162629,0.0025191875816170813,-0.03233379442831206,0.014535812064803016,0.02099991497661964,0.034445922925613666,0.011691565850874637,-0.048798085250224214,0.055680646254421116,0.04453436066133405
NTS,,,,-0.06121866562616664,0.025720128465286988,-7.146753597178673e-05,,,-0.04359008010295851,0.019310202937141606,-0.013835910340495158,0.14791436003301667
SFRP1,-0.029416267085456214,,-0.020728615247818983,-0.02084848971427137,-0.027085060516464022,-0.038901701448996025,0.007405984838222954,-0.03570911246270332,-0.044017883009821394,-0.0007687634597333364,-0.012970463460049169,0.10791829332224348
CXCL13,,-0.01795968568754399,,-0.020661119554218933,,,,,-0.041970264069164646,-0.013422369619037602,-0.0069615509227435686,
MICA,0.015642207401406295,-0.0024831642428729,0.027645982737800515,0.009929136770339641,-0.009433463046667942,0.020064532001964033,0.07211697666760579,0.05637795984789775,-0.013491093148148963,0.07779868852412498,-0.0002386686245517712,0.053362411940797945
TG,-0.03239368957992655,,0.01732472161970293,-0.044218846620496084,0.02552763060724348,0.007053573630273916,0.11221307086820367,0.0026220109979849427,-0.02482764799619449,0.03464039304223312,-0.021507633323910428,-0.03468144519053707
ADA,0.016805643737908715,-0.02567759532162157,0.03017630772588837,-0.04466428841674828,0.09202689998147955,0.03559897429413042,-0.0005015173730281924,0.024333438446361544,0.021236825029417268,0.04178484194341684,0.011865690815600308,0.04122058981826568
LAMC3,0.11152945951872018,-0.0011188598802400894,0.000869779075257135,-0.04292514161633128,0.0867964377340127,0.0087643269825322,0.06527544243430933,-0.016102686729777212,0.042315029563306,0.035953074601025106,0.08885163665843758,0.032048377727536936
CCL7,-0.02176572229892612,,0.14656796623155874,0.1387762612301513,,,,,0.004940580402253969,,,0.0033976111068044945
NGF,-0.01751219799624498,,0.13064427584005067,0.1360360349514667,,,,-0.08206690649225046,0.12964922294343326,0.08556054765134151,-0.036587822153127364,0.02693742115395654
TNFSF15,,,-0.018009519850627948,-0.02028155832188166,,,,0.02387455610111229,-0.02730120074063788,,0.07736074375829768,0.013006052326424968
HMGB1,0.047705439847694736,0.03887350226082444,-0.027036425584424907,-0.10036005899473006,0.12239192673426579,-0.11443445440938266,0.009387396041527812,-0.0817342566589058,-0.03612038509729529,-0.02173842168684752,0.0340497490715463,-0.02946825084979309
ITGB3BP,0.007793840060719301,0.01485738949684892,0.04431552017538303,-0.0018922262653449837,0.12479206411714992,0.03685052189881865,-0.046374750982699886,0.040997586722983606,-0.01621399366694879,0.013038161735879185,0.024102346591920072,-0.01525162612543729
AANAT,-0.03157875163229041,,-0.01638682291611205,-0.01827489700193183,-0.02162126552743771,-0.018798702707297433,0.05518604430079405,,-0.024567810480045377,0.02470770444528499,,0.06263885630752634
RELN,-0.01220374725179892,-0.02785406944845883,0.014651530069665705,-0.04795284672507581,-0.06344357694677295,-0.03014361810776527,-0.028780281490922505,0.07775298774315179,,,0.09253509665382144,
IL15,0.028133052579812513,,-0.02790176402100098,-0.032274432301020714,-0.0073727969208827035,-0.02396802256871964,0.0048643223139281065,0.10925749919118492,-0.0346592728627032,-0.01477251015682955,0.08653525703139817,0.09949007096254747
UTS2,,,,,-0.05472441089770053,,,,0.06038679061012995,,,
BSG,0.029862675103339398,0.035168879310282175,0.03445649915718591,-0.018604355790450527,0.012933040875573686,0.24193405945096255,-0.030562105106555753,0.028175998081045185,-0.01657555556054714,0.031465013358104574,0.014979303330992191,-0.01737158824018539
ADAMTS3,0.008217550215707407,,0.02346392898552453,-0.05367250178556464,0.11871148537177091,0.028577130275958713,-0.022894511030995095,,0.06903159159728522,0.03918361062641462,0.004301277780427973,0.05292302796149445
CD34,0.06699092637446356,-0.04101140852829399,-0.017978315213635822,-0.04264103161428478,0.043696343122875306,-0.05939264279256621,0.05484864882289287,-0.003366523158331862,0.06041528062460657,0.06169676028470905,0.026576594904164696,0.06049741960144209
CCL23,,,,,0.006055778816350194,,,,,,,
PLAT,0.05191920140790985,0.04869243404525126,-0.09303521649155799,0.0019671770503117253,0.11690117963591509,0.12510931463102923,-0.00011680365235441292,-0.018431165860273744,-0.0022424369286526778,0.08238498068291956,0.0410875295046432,0.0469165404682842
NTF3,,,,,,,,,0.010936670952545925,0.055639527546512836,-0.03559674798714461,
LTA,,,0.034209509975474776,,,0.04354578418318566,-0.02411048158424821,,,,,0.004382346924460326
CKLF,0.10581368466819312,-0.00658805688520378,-0.052420227075732094,-0.017474695790691427,0.08534108228645959,-0.060217063071161335,0.06905291964459374,-0.036054052368083074,0.03057275922469207,0.09602664552798483,0.0038702199543733246,0.020024090069421113
CD24,0.008361277557604224,0.059215435965386795,0.01276688424419647,-0.04497463970646221,0.060062191036161054,-0.17794521870233299,0.0049691276443896756,0.044836425551133346,0.01558982833392188,0.04207530260203557,0.04057780598656665,0.011871377525299251
HSP90AA1,-0.07977880177017573,-0.037050617677492965,-0.06447781555719245,0.04202229195354848,-0.07328862412596493,-0.1914068281836254,-0.02550080692523461,-0.14986521000636757,-0.10362835439294531,-0.11681734168122364,-0.024180085859061607,-0.047851968676792214
BMP4,-0.017765553283261903,0.04941273272520652,0.036579907352605606,-0.03546538973066252,-0.029681029174068882,-0.01816983477149747,0.04737046746554729,0.008939393905369472,0.047125071774076724,-0.02282745156172879,0.012940757158298908,0.09304964338656932
SCGB3A1,-0.021765720122382974,-0.026438016170283334,,-0.021763146300532752,,,0.06139465877578563,-0.007833170380292586,0.031566289474920836,0.09331410074448902,0.020668899344927587,0.005152301547257029
IGFBP4,0.12712993843265633,0.018633099736293648,-0.0019787372719521365,0.044948934460430884,0.049251597299805314,-0.008415828963891946,-0.03005760757768521,0.031481133489524186,0.02382740162963447,-0.05066881454915717,0.10723751199392025,0.03828914134255251
RSPO4,,,-0.021920682823683597,-0.02511820854260852,,0.04183560440016718,-0.033445033714566426,-0.04429948486060621,,,-0.0063459548704864945,0.061004852896416835
LEFTY2,-0.011180639203249871,0.005236754763935574,-0.0003767432873492327,-0.0005183050672493393,0.04304462112819163,-0.00304723092589284,0.10936692102353332,,-0.023772612560124563,0.011669061229083205,-0.03086474924943826,0.06065084777533647
PF4,-0.022578440717829856,,0.02635915330437905,,,,,,,-0.02425597788043334,,0.036944222409288144
ANGPTL2,0.02297652664963588,-0.05093212290331072,-0.011560465524485067,-0.0627505571618764,0.09171857618793222,-0.06639507905173968,-0.01372476557939415,0.026379103263942227,0.05370764150202452,0.020687370595148816,-0.03832443662794257,0.0600099478719971
LRIG2,0.053177125319312714,0.03048612766913064,0.06264925136101471,-0.07802644406595592,0.06818895476685775,0.003255653671584724,-0.033669040785858036,0.07789179483809623,0.10049589754974866,0.035221038444211115,-0.021327671454681816,0.049328246970364885
ICOSLG,0.029162726729540858,-0.04736590505894567,-0.00551436528067953,0.013739067751303952,0.000121349595564781,0.01304724906732141,0.04906580180659956,0.025210612217279656,0.004030566874933854,0.04727120645941538,-0.054950368574242,0.05608828540956162
WIF1,-0.023397666749569477,-0.042872261380027886,,0.020888064788214148,-0.04475557169923015,-0.030412879257974392,-0.042588329335040136,,,,-0.021097917571782837,
NPPC,-0.02712447012886422,-0.017844770710067608,-0.021889170844081936,0.02374789816806767,-0.03159076896014696,-0.022102174443809262,-0.0004937881135489466,0.11334208456944977,-0.020589787845533194,0.06411022090600747,-0.04517866820974335,
LYZ,0.04181564927139672,0.043901694739928394,-0.0036590188979619158,0.036148200975769866,0.045655835485735485,-0.009496019906349382,0.05332235298796625,-0.09786794924192259,0.029634308713198283,0.0612775990464906,-0.039942168487724215,0.011403077973389714
EREG,,-0.0011498702865096072,,0.1555379722350169,,,,,0.011197300158500817,-0.0557023617909532,-0.014582173547113842,-0.04007595563475749
SPTAN1,0.09228218478242592,-0.0016799019819463048,-0.12812134288617658,0.0018441154526965542,-0.00620899644552178,-0.18745215219692585,0.020458280563445067,-0.034856092008860105,0.016296839599866414,0.010957594492237512,-0.017109414355344982,0.008279980659383982
PTH2,,,,,,,,,,,-0.025763634488883903,
LIPC,0.010547894828427707,,0.021759303802272995,0.034557169880858864,0.0007186395598987736,-0.0037221858452492805,0.029033819618201322,-0.057020439311117985,,,,0.05426371249455821
COL8A1,0.028387658420902503,-0.030880635633074523,-0.01077538934774033,-0.012393977493066689,0.0506207803505719,0.10548799095925832,0.06645936887364573,-0.029513730643247648,0.09158864912080793,0.06464720582306427,-0.020629843765213145,-0.0249405912319496
GSTM2,0.0873765261502822,0.04790305200238406,0.02474405941364312,-0.004457284888986161,0.05148910578701031,0.05870784567873615,0.04320251844136205,0.06419481380583741,0.025310052833484427,0.041823926279308754,0.005767579953602513,-0.002055358311132771
SPX,0.03012890909487122,,-0.012524005275444484,-0.02609870051830461,-0.03899231879040919,-0.08064421850861045,-0.002361510876328218,,0.09530756876414072,-0.016175300638504152,-0.04244072501401166,0.06876233635937663
MFGE8,0.057189599367048434,0.0025720963567895734,0.006412156299249112,0.0892484968425122,0.06341420934684375,0.09385174927672356,-0.037030130335670514,0.061279096870901634,0.053126159195950685,0.04767242104735585,-0.03813339492263356,0.05566107531194353
TGFA,0.047895873589049204,0.04419274581445308,0.0829059195383874,-0.009466985663490995,0.07260912432414184,0.20155400818153354,0.023242620868884713,-0.020901043133719148,0.029967503505738315,0.08271205222028266,-0.001503149222199371,0.09925310224294122
SLIT2,0.023386597776082162,0.006348052683381677,0.024595867870164472,0.05086328517677685,-0.0485769262053872,-0.050012055558710064,-0.0003683810648697036,-0.036890673065185245,-0.0026905656600045257,0.07728589899004346,0.04197934434042651,0.024162640513680417
PLTP,0.0683756756516073,0.0388719294224011,-0.06666385714086814,0.009785445502995267,0.06456356870490212,-0.09304085353143753,-0.0014408924826128035,-0.0073675745069772276,0.051564142189849164,0.0002919472955346893,0.021249565772140933,0.05221326062329843
APOD,0.09060156360009237,0.04731910972718329,-0.06275372630333079,-0.15882402648324748,0.011035667620132356,-0.1722090162808003,0.03319825666096985,0.0021075490790139185,0.0742286321933539,0.0054131361578214935,0.07584570335379408,-0.043832722539924915
B2M,-0.013841356469636707,0.08857207138657594,-0.01944726115026984,0.027836580693737432,0.10469392620142519,-0.15467978782583447,0.05596693684826575,-0.011388877807117295,0.060968125808309424,0.09542562868496006,0.021018977117254062,-0.02583693245208656
OMG,0.024831569982699513,-0.01765365222352133,-0.0259859874158883,-0.08981243821109682,-0.03985298342046121,-0.172028880823684,0.022924931245043686,0.03192006892271489,0.07482630383627606,0.06484319196112485,-0.054686413037256375,0.06766401090423277
CXCL3,-0.011419596760661318,-0.02335566289868914,0.09642838524470172,0.18192943761708072,2.5131532487735634e-05,0.17332812181443435,-0.017363912820711862,,-0.01959218364574674,0.021019540287966945,-0.04063190676504131,0.054195958919925555
CXCL10,0.03263826287855427,,0.06043804268429773,-0.04979961552063986,0.07961838381243469,-0.11989639280438598,0.046098123517852155,-0.05110637384128947,0.016575717044679642,0.0436979416381335,0.11800094281361431,0.017977120919858678
RSPO3,0.017695320123807312,0.057635281879060786,0.14322448254184889,0.08201753965216929,-0.012857546978772373,-0.0037240804111771646,-0.018144954241006157,,-0.027545675865617843,0.08703500793303612,0.008960936947161643,-0.018911395345895973
CORT,-0.010398182258577127,0.0008171179051721229,-0.028736615515720657,-0.017291139095502114,-0.004599366240689955,-0.005509329755825444,0.011915381365133322,,0.05466386827979413,-0.025382648015020385,0.002014856311419552,
NCAN,0.04558488367256627,0.01388828350248116,-0.05961764613373088,-0.03351124730646225,0.09186494512664027,0.009894829752830984,-0.0014280882761272384,-0.07580434119021717,0.06352369399932982,0.06465172401349266,-0.0327337807647574,0.03652394036269267
PRG4,0.06764815909747604,-0.027655615753809034,0.018894436342425804,-0.017411990980869516,0.007380984249965071,-0.016959392038554393,0.011714118307311288,,0.09895769553440979,0.03953534130219304,0.09236444119617802,-0.02369770886255438
ZG16B,-0.030182484496045093,,-0.018770844663961905,,-0.010210841356739806,-0.02692547913982552,,,,,,0.012355871345305016
TGM2,0.044169434970487,0.03401626604115408,0.07566703697585786,0.10390207092834979,0.1018375145349936,0.06554189974416813,0.0454884297446512,-0.06703118914568519,0.049711957151400823,-0.016659382378024636,0.07669451147539627,-0.01096657574764799
VEGFC,0.1307808983833395,0.019252748229985888,-0.008027961558361076,-0.013109892750213622,0.05861890908778918,-0.009084949831584428,0.008719405866846889,-0.05708997829367428,-0.012529221901304732,-0.05085757570516827,0.009961526544407616,0.003330780008331258
WNT6,-0.02463623349971677,-0.017236516266808666,-0.022369460903665244,-0.023992047240091113,-0.030243980229221888,-0.012164793914590365,-0.018895195033404838,,-0.04180560948152253,0.05630067451243479,-0.016928577666124028,0.0017550995844814274
NRG4,-0.020046994378176298,-0.01853933422536029,-0.0044161231769620155,-0.01032123233023664,0.03622872535029868,0.065739240562918,-0.011273858785831044,-0.035356235513368355,,,-0.02997035456468232,-0.0189113974654122
PMCH,0.06750602290752454,,0.05152181774248804,,,0.006989311079400682,,,0.064699326043203,-0.035613213121869006,-0.01725569275319605,-0.019996836129986276
COL9A1,0.0993807315208409,-0.030419860289256723,-0.02055785999761878,0.018490212553058268,0.039336273649610495,-0.02652094723602178,-0.028780292529990027,-0.035852663096949164,0.042905611275474466,0.06224838716953303,-0.007992562618581478,0.06490727808396286
GDF11,0.013615378305339572,0.047090806446155896,0.012860911820703883,-0.055053229610861246,0.08768360282255949,-0.01653835188480397,0.05644899492085652,-0.04850580194137411,0.003142331133211392,-0.02774376294273667,0.02523318767027405,0.043244660539461084
RAET1E,,,,,,,,,,,,-0.020745668650453644
IL24,,,,,,,,,-0.02122252180833694,-0.023869228645322416,,
SORBS1,-0.02113843971750825,0.05724710332029496,-0.07301743400440561,-0.014616806736045398,-0.0023043184353511016,-0.06801639083094985,0.016673618045491372,0.0031381231656602416,0.02106112765029451,0.04827232168718189,0.014346137589567468,-0.0032926188215727284
DLL1,0.02830976158078221,-0.002718270564592825,-0.034861961685621265,0.022845562552269875,0.06396605334405771,-0.05689750627979943,0.024662595913548586,0.04631230683311129,0.05136463301927085,0.06832422534884725,0.0042977605530210615,0.11850627953168096
TLN1,-0.017734919156903332,0.03192632421376485,-0.0021827123832084423,-0.016230795756589044,0.08430236018478877,0.06310182292157208,0.001228158345149306,0.014706175948567048,-0.05694475748902412,-0.03729139642858213,-0.02018612232679902,-0.017934452895057337
COL2A1,0.038116272623637905,,,-0.015551549376190436,0.056777273760038105,,-0.01762793637670037,,0.10825212572323556,0.019166145968420065,0.04170230186585046,0.09286627404383277
SHH,,,0.0006386644292102261,0.04694811582348468,0.04832545086094283,0.12084088310014143,0.023546950459662874,,0.024838542461279586,0.13507759591819996,-0.04680345700037224,0.04019344116761284
PON2,0.007292843630892879,0.025972458677939948,-0.08694011006007141,-0.10588361936744434,0.11290569384376382,-0.021316249883248265,0.008956853550395499,-0.03900864211262153,0.04533135133674136,0.11929725647142975,-0.03312820699480855,0.044072951176144105
ICAM5,0.10182537165824687,-0.0069720950561563124,-0.0027675920796067237,0.06076657323742863,0.013276562049185939,0.02244429509180567,0.020832274837314622,,-0.01567643446111537,0.06910406580429583,0.0001982072287175345,0.04548515945826229
HPX,0.01329033855486644,-0.024733835251815568,0.009006717729351004,0.0037239205967434116,0.1335938813513209,0.0646213952053351,0.020521804848551872,0.19111364160950686,0.07604480368964511,0.03890068382786358,-0.015477015045729582,0.08682711853443852
SFRP2,0.020859144886331234,,0.10274671825514867,,0.028834947017063347,-0.010849501994701756,-0.012284304479996072,,-0.003809693106701324,0.02653237655020874,0.06351835513463223,0.041923861224150746
CFC1,,,,,,-0.03388597186907456,,,,,,
CD70,-0.038598028045239804,,0.05788125658405083,,,0.05899173072965116,,0.03765497109883694,-0.03070281763558375,0.015613697370750138,0.01943255273803175,0.01424900819165247
HP,0.004476911178613648,0.022951725415912817,-0.01202848334259812,0.07645992351566508,0.006170132224472713,-0.036154230497031106,0.06835002090338889,-0.019758092040235452,0.04194541173039517,0.026353294027977037,0.020443230664817777,-0.02828938218762136
CXCL2,0.07817461858155543,0.04032326952549414,0.041429823254597216,0.05058757355333876,0.07384054362906285,0.040129049291778456,-0.013009827102518178,0.08086501406192964,0.04276802781338968,0.02972010603948386,0.06804378141571167,-0.00029832934931325097
NPPB,-0.02807988554463821,-0.010075090363369838,0.10540200703295202,,,-0.010314465325266064,0.1041392405718836,,-0.0010084156650582029,0.03144275509820497,0.030757346810374484,-0.01918350656215665
CCK,0.09195701676094432,0.006475954874260857,-0.010722205832731422,-0.011455286055259577,-0.07997859582199701,-0.14041977902296932,0.0013367675560240196,,-0.04229623752781634,0.06315006250294315,-0.005237625672599232,-0.007669628236615879
SEMA6A,-0.015337976124360726,0.060732432040495166,-0.07272227051997836,-0.053540650666424994,0.10808147171820774,-0.03331889497741169,-0.009345286904456027,-0.06348714390936544,0.10949513425346163,0.018266863111001414,-0.02720964669328721,0.026334679491365347
IRAK4,0.02647338863717247,0.06420475886989513,-0.03905549105351219,-0.010007969401824256,0.08960521104794536,-0.023307982631158044,0.027964574091771516,-0.007568610498522524,0.01972460049805085,0.0550605740851972,-0.027159426036308963,0.06283275294266731
GSTP1,0.03349496691394544,0.059521252599447905,-0.012187929460612621,-0.010026601419313007,0.08061954136132213,-0.05654035319374939,0.015556570443539476,-0.06123545257263873,-0.009657449623206868,0.12343854462056203,-0.023118622006588263,0.03702037176379479
VCAM1,-0.0026459346962713014,-0.015118882413246142,-0.045464161858546674,0.028362582215234286,0.07875103057446418,-0.13463607540810327,0.04729862494815654,-0.018088008947017037,0.05984063882171695,0.03061927736251311,0.05205267290035538,0.07662604084542626
NXPH3,-0.002831845568482902,0.07110139700194025,0.02152754794996776,-0.012973289070136845,0.024679686878198596,-0.04020259245658043,0.017215166858871825,0.034398385999324536,0.07600323420397087,0.04825702706544616,0.044927355908718006,0.12750604694526466
MTMR4,0.029979602073629933,0.01274982583764389,0.0696583482232935,0.02598315832471599,0.04476279113049055,0.0007286895225289908,-0.019284011103146086,0.07363573686251011,0.013271010614099202,0.028619421460803623,0.04478733028850792,0.005923301436356471
LAMC2,0.042716231642885245,,0.0016454166987166566,,,-0.006714369819819033,,0.016947804367225684,0.10829249526648355,0.00829625600680795,0.02830294990437067,0.011424782764180574
IL10,0.06165553055888662,-0.025810555270534285,0.053879535378046677,0.019366374673721678,-0.004617593709921705,-0.062018657290842355,0.11994712009198509,-0.061576727412471076,0.012740330904103496,-0.03209789328751271,-0.011941741338113977,0.01527946326868756
SEMA4D,0.037650627241674936,0.06331484182915406,-0.013975691582596652,-0.04503455904589397,-0.1015667289245162,-0.09616326719372231,0.034180936325058954,-0.05541292312165794,0.039851540348081596,0.09731984318833606,-0.015461900016815435,0.04658823934163543
TRH,-0.05888109835824902,-0.01910249666055008,-0.01003564411709073,-0.01530390364903021,0.0647902903938513,-0.05007179049929485,0.055533057735534325,,0.06815493228439143,0.13125223545994666,0.010617823221866527,-0.02148681382384337
SEMA6D,-0.04827333061007083,0.05644107132859618,-0.02585061013493506,0.012529603534041055,0.05819518473172918,-0.04355097888515698,0.015446601620410873,-0.058561260169074786,0.0479377373394257,0.03638704087542879,0.02982848008007796,0.01331299533443632
CEL,,0.00324882127000621,,-0.03019300774316819,,,,0.0023189710973644515,-0.005791847640155788,0.05745832185323031,-0.008017840492200366,0.07834521247925823
PDCD1LG2,0.002159465943606891,-0.025810541895733917,-0.025971109990038065,-0.03402690328837932,-0.01190164363098435,-0.043395622286464916,0.007988713262763113,-0.017863591655620317,0.02723009127588908,0.11961421159748394,0.005407685295245507,0.010249023356447859
SPINT1,-0.035034936091565085,-0.004721211809043082,-0.0045070870728730755,-0.013718273976295154,-0.008943219401790587,-0.05650590284426207,-0.016255582510124766,-0.0401385130462392,-0.01695085607617609,0.027260303621697075,0.06334964011717256,0.03313312108537752
CTHRC1,0.1191577206892661,-0.02244401948227595,0.0032637165025593147,0.01193209797780266,0.05678704408973313,0.00811409026578727,0.008036816983308805,-0.05837505080364429,0.10622828573071265,0.03212187603535706,0.013665203784851277,0.05165817122910703
PODXL,0.07687696812299986,0.028315055509507834,-0.07876812951216319,0.01047438593371139,0.09477460108574239,-0.015379318957027455,0.04473339573145002,-0.0992268954316873,0.05329495000449474,0.04173014831656708,-0.00971470430268378,0.0522066322244229
JAM3,0.008476770937557,0.030772924254431542,-0.02115510629735143,-0.02156836871537549,0.08101892053470469,0.10113991363363825,-0.0015727426975067924,0.015985552905625804,-0.04790108997358114,0.0029770521077987395,-0.005155503470668876,0.03199731264555968
TGFB2,-0.006258313677988385,0.010843630861134297,-0.001831268789302186,0.008179437648733263,0.10456096322246052,-0.02821227551068973,0.058295854691510926,-0.06138857136562377,0.03854312580176414,0.03378715355645199,0.03406825568659477,-0.017278396947861895
COL18A1,0.10310905380027889,0.06161167755440626,-0.052793785609197015,-0.04025080137491209,0.030917313550419722,0.17956597770338473,0.06548100285644509,-0.007940982221378188,0.07783292116347217,-0.009616062153829267,0.029578554712065594,0.02125629235326596
NODAL,0.025410586494084682,,-0.023884879382614358,-0.01520054960335908,0.008261806465986652,,-0.029764116929268787,0.029445627188031346,0.008574200190561458,-0.029484120075205518,0.020707648485393124,-0.0016657682916529917
INHBB,-0.020795554063818323,-0.006479570267627206,-0.00466242437224831,0.023359997389306757,0.03640928706724629,0.05767420624057458,-0.04514106213869682,0.05466916099894483,0.002570447023383231,0.031831583195911776,-0.0009328095849443697,0.0009727382834439479
LCN1,0.058839248604841056,,,,-0.02491185140338348,,,,0.04563729794131186,-0.027844022155964678,,-0.02172863564165235
ARF4,-0.04044699176356609,-0.029752029093899415,0.043295566461912176,0.0209942948182295,0.06031494126330037,-0.019001074767941523,0.007594370759170667,0.181342936096565,0.057762575876778924,0.0647247352145578,0.05557905704748659,-0.03417515514280663
