,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
FGF2,-0.09263695842011392,-0.049314154656689674,0.05215429750843183
AGRP,-0.014905244757455837,-0.013201405961292583,
CNTN3,-0.07050865726418953,0.003505396991943728,-0.02561745835279771
RNASE2,-0.028228399978057015,-0.019013750787453685,-0.023940571388740256
GAL,0.02176220576512029,-0.0271561803532136,
CXCL6,0.010645443208038854,0.0541183317496242,
PDGFC,-0.06038945785367671,-0.011271124133728633,-0.02238085598308815
COL8A2,-0.015329708350908506,-0.011450865501109197,0.02095470191055991
SPON2,0.016199264068206876,-0.024486230282966717,-0.024356933731251525
LCN2,0.0889810277549117,-0.012496424723608424,
SEMA3D,,,0.06997015574420862
BMP6,0.02706345903119846,-0.020856371724388045,-0.021522803428905495
TIMP2,0.012745191994391768,0.0009912258327878665,-0.09024293068207431
EFNA1,-0.059788750347327634,0.03030636706906389,0.030471859573333385
S100A12,-0.015951183135910225,,-0.017487044314665915
TFPI,-0.01594216853065831,-0.019962287992770902,-0.02127399046555228
GPC3,-0.07022491726001712,0.01995584750060788,-0.037587919035066655
NMU,0.036159111378099705,0.076289160904774,
SCGB3A2,-0.018053308734443198,-0.023913761403244346,
LAMB3,-0.024908518854817898,-0.048890395272536635,0.0148178577384458
LGALS9,-0.0541818335823048,-0.041793770308532076,0.03176451106168068
VIM,0.051713176889375115,0.030842964981331395,-0.14584573944855336
PLAU,-0.08682841664736324,-0.020594202941442333,0.008048647695095409
TGFB3,-0.05118365456732204,-0.041655940939574525,-0.07277506581257694
APLN,0.0057230647984490585,-0.011903899360834396,0.08701100846266216
SHANK2,-0.038505460760384774,-0.030776324537120568,-0.01703588762492893
LTF,-0.024011319465398553,0.021285922482118205,0.024534795602382364
PYY,-0.021079016687809992,-0.018939794937086533,
PENK,,,-0.019997215447842793
CTF1,-0.024873484779434987,-0.023759929952699616,-0.06463451349343674
COL3A1,0.012942351144412475,-0.047830085201274734,-0.0505381823241314
S100A10,0.07884383161996879,0.0723374973326628,-0.03870800028168524
FGF13,0.07400057978629468,-0.02766937299591199,0.048781153030122384
SEMA4A,-0.07301306887893577,0.027388078855913014,-0.02020060550418727
EFNA4,-0.04653771577885989,-0.03816352437351903,0.008972695111308004
HSPA8,0.0005335471158168563,0.07002958722045396,-0.01551862312705888
NPB,-0.010420742886514744,0.009140341265460592,-0.058170501983037935
ULBP1,-0.019450572974039303,-0.01612921719127411,
SEMA3E,-0.06470988654135318,0.0249014138053709,-0.009876974932354055
FGF3,-0.03114935204095068,-0.043513878294002876,
ADAM9,0.016689416969745467,0.003999728647942583,-0.014558268936114423
ASIP,-0.03667676258228815,-0.01571674885897047,-0.053336892694015973
IBSP,-0.031665009535742354,-0.016249529054611973,-0.02058114936139337
FAT4,-0.05769712633721179,-0.0016065005991760385,-0.026731354289257787
MDK,-0.09936330336051653,0.011073095435560114,-0.040285101002207564
BMP5,-0.03219822229037432,0.07865236156695632,
CAMP,-0.031282343873680715,-0.03769380163505735,
HSPA1A,0.05119179988931067,-0.023106121448816463,-0.05441119287563505
SEMA3F,-0.0626509606219711,-0.03489867103831015,-0.04973114566005349
ARF6,-0.009935919489244672,-0.011842376577383806,-0.004083440801190402
IL6,-0.04893614932431895,0.011664698508658207,
CALM1,-0.05620698629243102,-0.04362322886266818,-0.008325556371255684
NMB,-0.0047586861984677785,-0.001239997714746339,-0.01926106985418575
CCL26,-0.009595445246725455,0.03138085562664699,-0.019193801087023923
FBLN1,0.03053575838459943,-0.042318064997783345,0.0786739996276215
SAA1,0.07011592581822386,-0.026683951483846034,0.02796301377707985
MICB,0.011936333841085334,-0.0028902927689441757,-0.031300531151267214
F13A1,-0.005473182135270191,-0.06625870913616325,-0.03405468466003036
COL5A2,-0.06641937816046957,-0.011968837311272651,-0.0620039174947136
EFNA5,0.0017574077753683443,0.02891748508817073,-0.04720623892840495
AREG,-0.04107655742250573,0.037573200071957365,-0.02188935526111652
EDIL3,-0.019376615361463755,-0.01756006532064129,0.05178069078424181
CD86,-0.04164354658192384,-0.03659439296762241,-0.027755801722431476
AHSG,,-0.015949760545629677,
HRAS,0.08652867025077399,0.06563201309596553,-0.06045300559646511
C1QTNF5,-0.0037665573326025707,-0.033261470694041374,0.02813124758253813
RLN1,-0.01615275710558355,-0.01783171407597383,-0.015360592209016687
COL4A1,-0.014134142757011562,-0.05797304233848556,0.002852099801087528
CCL3,0.012831573165136284,0.012877274196852001,-0.0323995753758573
BGN,0.0673516986502867,-0.08086870838321317,-0.0341524960310031
RETN,-0.026719563680349633,-0.03005325385194054,
S100A9,0.08666064194145756,-0.011311710827364591,-0.08033578752564682
HCRT,-0.04496475162560358,-0.005972567639898408,0.1178191397036873
FADD,-0.08644100675160164,-0.036692962945221515,-0.03480878551871877
ACTR2,0.06851347064873059,-0.0012428137648792116,-0.030185831725039497
BMP2,-0.06805482724746942,0.02561957808963588,-0.018093118351329544
PDYN,-0.0015350189512364533,-0.018472295276049207,
CD55,-0.013897930250715762,-0.03604712288995001,0.038398891570251885
OSTN,,,-0.015856130830771992
PDX1,-0.024320560081154307,-0.011133884631842771,
CD6,-0.018937586755560037,,-0.02038818029930259
IL16,-0.07392607663807682,-0.04281755899786119,0.019538526098579718
LAMA5,0.004291521502906363,0.05446781110939672,-0.0039019764551777463
RGMB,-0.024822511106343922,-0.01974325867591285,-0.04440250963565373
IL12A,-0.03496625024674418,0.022443139828907603,-0.0011582283055098768
S100A8,-0.04706061903173757,-0.021275229372588578,0.029634342984283184
TAC3,-0.04416483445887269,-0.04054714536787961,
MFAP5,0.023530687896464005,0.005182019589976994,-0.02188935881537975
CXCL16,-0.032895590146892785,0.01860073834655781,0.016640027574939664
AGRN,-2.0977755364482368e-05,0.018245707520833463,0.012749410195547274
COL4A6,-0.06312748335968511,0.001202837529260823,-0.05751934884588402
FST,-0.08314616307349136,0.07623975221187798,0.01559040853496546
MEGF10,-0.06847207407571063,0.0009514216684803783,-0.018139630699105246
C1QB,-0.011918568826290306,-0.0006958626058545831,0.04688897237107797
HLA-B,0.08011846923747926,0.02971620499787147,-0.011756622941833654
PDGFA,-0.054343839875775825,-0.0021304392161512202,0.012889063944111294
LAMA3,,-0.014038426829809108,-0.017927690383747672
DKK1,-0.005943552450096212,-0.004709137721533973,-0.01609853528725253
INHBA,-0.0701737385153246,0.017613917126564523,-0.04481586998575171
IL7,-0.030367183937656295,-0.026783947488730444,0.10551868484133425
FABP5,-0.11100291312153804,0.044896246589343415,-0.09885758903656656
CCL4,-0.03733222816708989,-0.0013291147653292726,0.08109113863244644
FBN1,-0.01161026220316305,-0.030491273071477948,0.015939871495725715
TCTN1,-0.06331798983694088,-0.02362020959505217,0.02247047111028803
NCR3LG1,-0.025676570512309687,-0.0014168024179104777,0.10234035754461927
BMP7,-0.05635537582315903,0.060808665998610324,0.0023328096130422987
NLGN2,-0.09335977936690587,0.04631022056381125,0.057694099419971966
CCL25,-0.03358470275729874,-0.03523755750330753,
NPNT,-0.08874095442531818,0.0020526186959715816,0.0011849735291211126
KITLG,-0.04892730733898845,-0.04479178201016278,0.03495257218868114
MADCAM1,-0.01945057017681016,-0.016482679874587618,-0.022250586323454988
F12,-0.04375957887307248,0.05895575812202958,-0.03404506007770669
S100B,-0.12961118552929024,0.005344607669854227,0.038829820735248724
IL27,,0.0004492112645429379,
CD99,-0.018492163930241057,0.023682753739225057,-0.03166354311376489
PDGFB,-0.07693726582368172,-0.053864025071577455,0.029783885213721623
CLEC2D,-0.04792850682729127,-0.011608622007180725,-0.019098275912798644
F8,-0.0021769148244700125,-0.062281599432967356,-0.03319344996379581
C3,-0.005598217743774836,-0.04071323387235224,-0.02322793063894133
DLK2,-0.04317128561479582,0.04091348134804645,-0.017927697544751323
TSLP,-0.025676566494366816,0.04493676762815857,-0.029926658378107884
OSM,-0.014998892247004028,-5.055640514384872e-05,0.062412687468893335
SLPI,0.0854718774472311,0.002491575439864615,-0.055073921298175496
AFDN,-0.05323810161878457,-0.0053802509323952145,-0.026336160891617347
KISS1,-0.022155263142572917,-0.01576840556289101,
ULBP2,-0.08106380569221124,-0.03002455251867166,-0.025137190777954233
ICAM4,,-0.013833673792573036,
ANGPTL1,-0.008786686654063213,-0.02678394362379974,-0.0371135973092825
LTBP1,0.055841136473651416,0.027499888691043143,0.05913246723681428
NTN4,-0.0736211359801397,0.0008850445751642388,0.03781179131664356
APP,0.0693336460759841,0.04341703708526993,-0.05819549239307056
RIMS2,-0.03470028688943994,0.0028300892538446728,0.06597937632664386
WNT7A,0.021847876554841987,-0.012454532113370153,-0.0006414504402044986
GAST,,-0.015768405848211216,-0.01939748527116684
GPI,0.0298467884215072,0.07642697855070482,0.05617617294883066
IL1B,0.08143933530322492,0.012947793295382636,-0.026658230737798896
SFTPA2,-0.015747214690149985,0.1907054036515295,
HAS2,-0.005806532092810093,0.017290226798690612,-0.014663815202335543
IL11,-0.0051269504752100474,-0.0016903330901992526,-0.020388183531263655
SEMA4B,-0.07941461922405903,0.06350495449305166,0.01304667010561185
FGF12,-0.08125390932412956,0.04447072718077854,0.00955965811737693
CP,-0.0035519009540748822,0.04271357419128497,-0.022317733332932643
NLGN3,-0.11182571990644147,0.026792429050594445,-0.038045527507655004
GZMB,-0.02260267717360946,-0.019547394113672286,
PROC,-0.022305265365360174,0.031790911398400255,-0.05141077017590034
TNFSF11,-0.014905243996396852,-0.01665679874823275,
AGT,-0.016364784171233885,0.030246752008179403,0.0187902216713952
PTHLH,-0.03511831669415893,0.028098777249417298,-0.03840826067093038
COL1A1,-0.017049967561835393,-0.04559722287553063,-0.04471273387666441
LAMB2,0.057246454666952946,-0.010399725940282309,-0.039968724208740355
DSC2,0.06952802815679339,0.0017193922529769405,-0.059280221242778174
WNT5B,-0.01643236012779663,-0.0157742711622627,-0.03887171075778336
LEFTY1,-0.034053926267877725,0.02419783440844253,-0.02731750214332044
FGL1,-0.0016075426076037544,0.013894608920537385,-0.026246279163819688
CXCL5,0.061780948613510585,-0.06338531538875664,-0.02082765025703377
S100A1,-0.0912850340640464,-0.08293864765133044,0.016282081222760782
NPTX1,0.11545940699378175,-0.01793407005418899,0.045246926718298025
TGS1,0.020963422469579582,0.052762917681807825,-0.06966514159459683
SST,-0.04096754854679315,-0.021484051628680306,-0.034045050766457086
IL34,-0.054344544631554685,0.014869898042772792,-0.027854124416230273
DHH,-0.051930729991548345,0.041020144100106626,-0.028355216519007898
TF,-0.025794351886450483,0.007814715400389643,0.015866198926731842
IL33,-0.018448964099449457,0.06267718260651588,-0.04121818039415095
RBP4,-0.07902984657696217,0.026633628243680117,0.027123493242120236
CCL20,0.02157433652546335,-0.020519817387677584,-0.01792770013931998
NAMPT,0.09113914533842986,0.009718159443619387,0.006401484751772564
