,MGH258,UKF266,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
LAMC2,,-0.027370495660473754,,,,0.004890463453305194,,-0.015332719164440513,-0.026276339274624014,0.005374660102388294,0.1283176477737154,,-0.014196597013491708,0.04101381832788341,
IL10,-0.0074481046515460884,,,0.036658780263977855,0.04513315106106548,0.12711631265104745,0.06421616895643695,-0.04136342409355032,0.05043298775728426,0.016353044036565116,-0.019269154919401853,,0.07366961236128186,0.01512101079165472,
SEMA4D,0.0703708720219709,0.07515937669659152,0.012304101436388687,-0.0016725485531348156,0.014184180523458944,-0.05790855167752958,-0.08473767862554238,0.05217996249750058,0.054850821066483126,0.03398998729050601,0.05296641835590271,0.04053045955048874,0.10891038957498564,0.05837322986758802,0.09352315922224633
TRH,0.061582357538380934,0.03385124229839228,,-0.01235063020135183,0.061547562082967223,,,0.07419884682309107,0.07234615571803756,-0.055278827241392395,-0.04023555185088326,-0.04234958418970986,-0.027867326097380487,-0.009332825246787805,
SEMA6D,-0.012377084975535137,0.09363507725674795,-0.0003956183070698857,-0.044900478196699525,0.021953855825432595,-0.08579347615670607,0.09457940099384987,0.059865008724532535,-0.01044835395727853,0.0438421319393408,-0.07057729779823763,0.04271363980468706,0.10801918041442918,0.05906252617331647,0.08371651345294726
CEL,,,,,,0.030002660724610625,-0.021879738773660326,-0.03671568766224962,-0.007055899553742146,0.06637525581279857,0.07994887801070755,,0.08409284988386595,0.005115575217918463,
PDCD1LG2,-0.05676375364661071,-0.019220948851926555,0.05301493494550366,0.06216293945542008,0.013909311230083479,-0.0027410722122237045,0.16895849119089498,0.039939537350687004,0.0234318749254675,0.005199813384540572,0.020931135421684108,,0.06325105027605715,-0.01138724257869733,
SPINT1,0.0035044022927603127,-0.024861129990922944,-0.026464044666472765,-0.058542744015426626,-0.030010698249470457,0.0058103994227901405,0.04146941467340145,0.12602637609221506,-0.011167707114124178,0.03342365001557555,0.00973393523352133,,0.023575384387247617,-0.014161155421405988,
CTHRC1,-0.06020800717950682,0.04284510730008691,0.008803163497711328,-0.045514044773995656,-0.05343417007067985,0.14393241468772966,0.0932000139617524,0.10107218565068202,0.09774603158005535,-0.0065824032408990955,-0.024649163060012327,,0.03389973799749516,-0.04587979938267379,-0.02712812411897178
PODXL,0.008556774825006452,0.02040178326256922,-0.0017181470694955794,-0.07479384966973245,-0.0033123211580788365,-0.017881319213518848,0.1088961768030662,0.0173632378622368,0.008753121364693322,-0.02150830815815131,-0.06438665629210347,-0.04020305327001081,-0.03264898723659296,-0.06395929457289874,-0.024297856907679487
JAM3,-0.017590413538592444,0.048651230803710706,0.030037259712441686,0.04123092332287351,0.009244101034802511,0.11130914480930039,-0.12928296276156448,-0.0002663478175091857,0.04009480898905834,0.04742983781992545,0.0008190510163129356,0.12979678211223333,-0.0955692729546613,0.008001192424612932,-0.027648178269324555
TGFB2,0.06041650656543003,0.011022840788139953,0.016284675596292916,0.0047971263559481595,0.01207995902012345,-0.017315968191194023,0.16116786368456187,0.04647027503568645,0.009029550170295561,-0.09603040118130779,0.06319897030303136,0.06667672454165388,0.0408769421348447,0.005534438294120531,-0.03756719402021008
COL18A1,0.017561343058810866,0.0462231713437604,0.014308516944193118,0.059924795299776755,-0.017375239039757538,-0.04157043451310616,0.04431747546331136,0.0179302423344614,0.008371941423429893,-0.022452551465179528,-0.03945709670428248,0.04542543698374644,-0.0997559627249887,-0.025297458455741467,0.20725645826051867
NODAL,-0.02935122427147225,0.011674637461500815,,,0.034479114198718255,0.06936826768467479,0.14340557450709815,0.012473664564027842,0.08854317827406064,-0.0755051358725534,-0.02391491858260298,,0.04563090469361372,0.055858768273748284,
INHBB,-0.0007679675203363221,-0.00631939896471366,0.02351818208403322,0.06947777213949571,-0.05062837913219332,0.011372738845109837,0.19509138787550356,-0.003156611581563102,-0.008754788745066596,0.08538201949686203,0.008635396368415727,-0.09110712579767566,0.17198087206469742,0.036581522600365034,-0.026930093997135748
LCN1,,,,,,,,0.008690355453716872,-0.005746681863419138,,,,0.007147436817912696,0.0016515215711295755,
ARF4,0.034561637639907467,0.05106107510379569,-0.018256591709624667,0.058591773906515064,0.0016006193417558697,0.15054227599904038,0.05378794365917693,0.0531748559929997,0.07315776498153218,-0.06022338820858522,-0.0274691134761207,0.03390126849119366,-0.07645688078709775,-0.08836700609454899,-0.028357518816338433
CXCL14,0.06639575870508801,0.02928724163931926,0.026583504267062328,-7.914215668286068e-05,0.038703543140930316,0.002766396525036317,0.07306230220222877,-0.005105823158322381,-0.06916494783574047,-0.0526718327779754,0.07210021934200135,0.06926203135726051,0.06888419595401422,0.1369194891126383,0.016425681689871848
LIF,0.005274978179857952,-0.009068316109529854,-0.005645189321789703,0.06259314675840613,-0.00115969545033107,0.07138731491431585,0.0645314403852558,-0.007787990087469207,-0.01385511644553845,-0.00361372465870041,-0.09013221688478788,0.04822700358950753,-0.09320075651825789,-0.07265443769616113,
IL17B,,,,,,-0.0315336781181756,,-0.03354801113360175,0.08733340292810587,,0.019186001916309432,,-0.028732451722121348,-0.01048025813879043,
MMP1,,,,,,,,-0.04373780743694832,-0.016785802687224523,,-0.021544622341614566,,-0.04924436863261833,-0.05648887815206726,
MATN1,,-0.023409542491964575,,,0.0910213924811371,0.10333492174856324,,0.09336069731738111,-0.041281992396537105,-0.029942835358217575,-0.03066302262648688,,-0.004000136979866205,-0.011276401721622505,
ADAM28,-0.04940123567456755,0.011297386391447499,0.028347742228624438,-0.002433044776302375,-0.03957805409048755,0.03661503361465066,0.0045868729359831144,0.029704366995768096,0.06772080146820618,-0.03159395340217922,0.06807931480237071,-0.037481726156094186,0.078093547531495,0.06161984619491183,-0.04679848568399464
TCN2,-0.025958937752068353,0.0028812691038872075,-0.00878761344891656,0.08275456244393234,-0.0006007800079100323,0.10282278260187754,0.06951916180744447,0.04111247338580967,0.021577342367593382,0.014499910548848728,-0.05710886278979275,-0.020044853395375487,0.02756650996640619,0.0680007372237575,0.06532322074434836
THPO,,-0.033289390143403944,0.03210220391358128,0.028237395754299552,-0.0185977921915648,-0.08633134657270675,-0.0487247827711644,,,,-0.011776817112420122,,0.06516658346832863,0.005911879314185096,
CUBN,-0.03556555955136055,-0.04164489976238621,-0.005110007415911883,-0.040201306593912016,0.008067692805242305,0.03591596216895279,0.1461949895487192,0.060789925266839295,0.10869976677902185,-0.018129063596507556,-0.031246312646403675,-0.05283938036713842,0.13144346012557995,0.014511397272205798,
TIMP3,0.04964221622982614,0.005790674423769644,-0.024120463349871106,-0.05611516286959094,-0.011282144991652804,0.06780687032948751,-0.004181088826629695,0.05405028114576896,0.02609791095601765,-0.008266522569904608,0.10748157963816904,0.0005034297883498318,-0.006721619858834781,0.02727205782089514,0.12268681934137457
PIGF,-0.023728612903640825,0.09361168414632662,0.017245642927396304,0.02356554382866494,-0.004279265187431276,-0.038692921981097875,0.043029650962381656,0.027920271173410293,0.06704996889543999,0.011334395408181475,-0.053786427701716946,0.11207293432562217,0.09719591413272881,0.06763031701179374,-0.03316250576159962
CRH,,-0.019727415503285866,0.001222451723638607,-0.044848380805335826,-0.025436989570617328,,,0.047537010838677216,0.13894551097557511,-0.053125959072275845,-0.013098786017209164,-0.029012606656645158,0.04307333170132899,-0.005112706798648357,0.07911716051047839
BDNF,,0.0033442605728564363,-0.046016257990049735,0.04241291679588632,-0.02094589060904145,,,0.038496231150101035,-0.02864800522452082,0.0029739537961332788,-0.07966901597449613,-0.04564843125792313,0.06132979541369951,-0.04328205537469882,-0.08936314362634498
CCL5,0.013028221658706507,-0.015987797739992964,-0.008646051911958108,-0.01702983420498795,-0.012131538976891983,-0.04117920340158486,-0.01604906985754955,0.10531528572785241,-0.052525423909261744,0.05004485539903276,0.05636863734703731,-0.060831390835231154,0.0024445136064973794,0.03045057294273955,
GAD1,-0.008592047266140292,-0.017955308201377397,-0.0375069060805021,0.031096066152359377,0.029878034420815686,0.041756232987438024,0.02122905044435438,0.051129617765136526,0.07780922140229415,0.00028165789330761006,-0.0744616860001364,0.12148662765147754,0.11375480479772436,0.03220711435825166,0.04281472190483753
COL14A1,0.047840342002460276,-0.006047333378836307,-0.00690165962343332,-0.020883568115642438,0.014924278319514263,0.042859728246663814,0.08151076962093781,-0.0378910814021183,-0.0381596487382048,-0.011073790827702039,-0.018176050044959417,,0.0520742514927744,0.08043777276703783,
HLA-A,-0.00043771264346621194,0.049266089758941645,-0.005206808208603779,0.005561407072974508,-0.005399409304662746,0.032442532158127625,0.12968340242891535,-0.028015920349416808,-0.08003745169160763,-0.042280919900781914,0.013968221319755999,-0.05718467456616579,-0.11269774574860665,-0.12818967332614253,0.12713718939261992
CD5L,0.024249442150538703,,,-0.03556244511216697,,,0.014305059815475148,,,,,,,,
FGF18,,-0.01382915186340453,,,,,,0.0426827498280602,-0.02469671228256287,,-0.03723064047423237,,0.023230366710197025,-0.08296449762043126,
ADM,-0.011647072017948124,-0.01777671760097023,0.01247374827198176,0.031825588663063765,-0.002727358897045245,0.011552075069002833,0.11834743876416955,-0.028288563774083366,-0.09495709911429077,-0.020224455125224108,-0.053118063174242544,0.039048062674993236,0.01932327486858784,-0.06595073130804643,-0.07206162650245836
CCL15,,,0.08960780535856558,,,,,,,,,,-0.0005268625658182471,,
GNAI2,-0.0019142964534571846,0.06618593796635915,0.025215599138148147,-0.019332773512078877,0.008637863971415725,-0.01650770750713071,0.015328008569485168,-0.018441024186004438,0.026223165660431064,0.05633600322621159,-0.032657379440549174,-0.0578471154214572,-0.08164630637465867,-0.026994622979104696,0.018425606943613632
HDC,,,0.02271629085756455,,,0.03583371483280047,,,,,,,0.19210836882432222,0.009367074601637567,
COL11A1,0.023143870067122242,0.04566832678594349,-0.00394680119629386,-0.024756946229381644,0.010335146252141353,,-0.04035921584711942,-0.005867247771489249,-0.025136713071183498,0.02764382318337959,-0.0837075616613552,,-0.012067584784605881,-0.007662562785612883,-0.028293931412405635
NUCB2,-0.03238199840155219,-0.04397596565255633,0.07472316635349896,-0.030846575867511435,-0.013895262597304467,-0.010729706696807928,0.07085649200601296,0.061562309531114474,-0.04427318723115964,0.013039365405512036,-0.02780204678986578,0.045572832972593395,-0.02864300105690442,-0.08696688565969218,-0.07203119839959883
FGF16,,,,,,,,,,,,,,0.0778682412898065,
CXCL1,,,0.08299520863145589,-0.03603707308977018,-0.0252301458738644,-0.003798543507762494,,0.0019505572457570407,-0.01820148926179946,0.03417680157437576,0.0032030687745606,-0.04949465284122077,0.08005691688981659,-0.03296183370479187,0.04842537272699506
VCAN,-0.06704875335657855,0.051310821892886126,0.006669981426672968,-0.07760160405214596,0.04446789531799298,-0.08311674535918454,-0.08740260807839874,0.008939147918063248,0.05294853109153696,-0.028045123281764103,-0.10681686837005386,-0.05394021038215306,-0.17963471738077075,-0.061506719077731246,-0.07506414226225458
MMP7,,-0.009278050095177254,0.04195016149071554,-0.03210750549621046,0.01829476704460847,,,0.048871865501808893,0.005183338908838088,,-0.06317744295497155,,-0.1412048836557068,-0.11247212037739997,
PTPN6,-0.006868530793619411,0.09325736911440963,0.0007149772850656598,0.010956935915467073,0.056693015709136575,0.13287993676368556,0.07458480238904042,0.01259966327756319,0.019537152925421793,0.036252841351160615,0.0016543845136712068,0.04505683027646718,0.09088150319748867,0.0542070474572239,-0.022458576497373664
PTGS2,-0.05900687621145885,0.06444444657019743,0.004151100624413548,0.027431749665839222,0.022435352198909693,0.03979650430157755,0.08943707580712562,-0.006889399405973484,-0.05497154564198407,-0.0045701123105365855,-0.02735255411484199,0.020681856541020983,0.049774702899598774,0.051459064482125984,0.022490860148113172
XCL1,0.047774205354400065,,,-0.015270798091164326,,,,,,,,,,0.049260512553194746,
CD58,-0.018802660366404704,0.037695263446596176,0.056791970828849264,-0.007894958986133994,0.007319832712324575,-0.018614790898723983,0.12579473958563753,0.1098942145006255,0.0420225911361982,0.06277585869637398,-0.02007576179197736,0.04176308168653809,0.0767118628713349,-0.02583322204265699,-0.12409895475621431
TNFSF14,-0.00901046370133217,,0.03369305014432487,0.0377453049116945,,,0.06258208956898298,-0.031727341899886706,0.034089577362229936,-0.02535195429378262,-0.03110930397489158,-0.010614708156268818,-0.009843009755666302,0.017306290296228502,0.0812643692354941
CNTN4,,-0.05089646709692673,-0.018844344513844345,-0.007286520517793798,-0.024313347837657498,,-0.0054749503270359046,0.014062376616766532,0.05541199902259027,0.07349460243069746,-0.0010679351648086402,0.019948664867199047,-0.0017558557298342178,0.0673332553399036,-0.043003647943498056
INSL3,,,,,,,,0.012579643959960403,0.06655866474354469,,0.004418963888301356,,0.010843216058246044,,
BTLA,,,0.013966281231480648,,,,0.07347890127346444,,,,,,0.02540306835054143,,
MFNG,-0.010316519163314738,-0.005324539293713451,0.027436986667144468,-0.005292954958824594,-0.012004257535508388,-0.07925985860118698,0.07253769283809354,0.055242732301415846,0.0498059636059496,-0.028571231930754417,-0.0054675487924952726,0.08942042521776429,0.12155447280422274,-0.006724034904118956,0.0552641736423274
ICAM1,0.04195977082300179,0.05738770929025645,0.02999807960832483,0.002703799089062524,3.336271721831442e-06,-0.002792854233432094,0.10626164068264637,-0.030672270496809786,-0.023393264799312606,0.05047221465985267,0.029114649527088483,-0.032601091052514436,0.048750143607676565,-0.05099106498114888,-0.030329423732095778
PROS1,-0.00431081279861972,-0.01266810545040787,-0.017467755999930636,0.06178840432704685,0.01793875609612448,-0.029466463471606818,0.12849390445730616,-0.009787463704992304,-0.02965540851214977,-0.010577606585615506,0.00021984245928021245,-0.016222817341484015,0.0065651612594125885,-0.0014980350692964204,0.06264236624043902
CLCF1,-0.0167824433674872,-0.02254165033368186,-0.010908332659626799,0.000456636715707029,-0.04171079866280741,0.14997448393453425,0.0653937466755734,0.04716435741506849,0.011698051312048156,0.04777074005432156,-0.016997806346546677,-0.028755828080089103,-0.008940508964516257,-0.05012096700192828,
PSAP,0.06200710332163943,-0.01704197940430162,-0.009397245021619573,0.12088789367944233,0.055697619610418324,0.0527384844323742,0.050075469765607526,0.03701422822359346,-0.016895717754330266,0.021109971356226224,0.0574441238678964,0.016370620497662747,0.054474733582897526,-0.14287065383867517,-0.04778221281673793
EFEMP1,0.09232451704895853,0.053834277455643,0.03023499847864286,0.010139384149888471,0.003969781118720643,0.013111527502307133,0.17178148562319043,0.052603101004147515,0.020921783715500717,0.056989692217891394,0.005466692182935292,-0.05083889111556842,-0.0508443151711715,-0.08498140208782229,0.02662859818939518
C1QTNF1,0.04038227055885199,-0.017364576544746605,0.018349304665061128,-0.010933980789276094,-0.027285425884139368,0.020121450843749077,0.038238240495832396,-0.012069206271491483,-0.056053458749944544,-0.07838512754979442,-0.028362851393727396,0.025759104687255882,-0.042757771364578825,-0.08282799619258295,-0.015163633017927997
ALB,0.09788530041650692,0.02453330095331085,0.024257621523061535,-0.0067732824882442135,-0.03159308444653914,0.039514718648932176,0.04968878221286078,0.18234429416466857,0.03336403596144883,0.05735478478312939,0.06529433439047314,0.07469468380275086,0.07480174681740105,0.08480099238718367,0.022137413834811694
CCL13,,,,,,,,-0.02355218922999273,,,0.032351249032306455,,,,
EFNA3,0.01864321757052764,-0.05197297599349594,-0.04240887442829846,-0.005157490919067818,0.00245205828360384,0.11039425364005524,0.09286022640975126,0.08359529453667516,-0.010443612672134664,0.04592414635521426,-0.03710196932271019,-0.022340158662723632,0.06754282248028534,0.03910865309395288,0.03836713180770627
DRAXIN,0.03354852788194266,0.0477671854256974,0.03166865452320887,-0.004845709665102527,-0.00890252008098422,-0.03670973733120825,0.08002149059408914,-0.037295235216718986,-0.03472379270607192,0.02358501031751016,-0.05287203206386391,-0.07043307098313752,0.09427578305289022,-0.012349446070253102,0.07404489076271249
RAET1L,,,0.05004981352338692,,,,,,-0.023339988359163254,,-0.015925521745727665,,,,
NPTX2,0.0067188012957397,-0.03597667594556538,-0.018636948208610574,0.10458218895583174,-0.002985871854392221,,0.07285202809411931,0.06015186718943131,0.06560983190772772,0.015817779375284266,0.05320180943039144,-0.030417325564128524,-0.0295005237775383,0.029308094408297496,0.0026584378264293265
FGF11,-0.01780065769228985,0.0940739090241934,-0.0124637607285113,-0.023433414915800116,0.03528821080852893,0.09103483467352383,0.16310516808677164,-0.03994380467653372,-0.0016741174008944443,0.042048361717012726,-0.0063849800929177665,-0.027938121139849947,0.06440461108758334,0.024494308721155884,-0.053801184313584084
CD59,0.03893003580590202,0.066126069024433,-0.012392382733334964,0.08193146044445426,0.05956712653159997,-0.031888962657876656,-0.016440860814291997,0.03321187486008856,0.03280049954389981,-0.0012879521974794319,0.08935862288853164,-0.08231753192589092,-0.07353866373745231,0.013915690055285979,0.07983300497761843
COL9A2,0.021766850370744096,0.00023345451297267307,0.04440085850187112,-0.0926275424535296,0.029657090537219197,-0.05721299720357162,-0.022261466201451075,0.026125419655141948,0.07587249049779693,-0.047006150770152605,0.010136342084325468,0.025208724141626344,0.23079884426368513,0.07778049699288646,-0.07412222392251859
DLL3,0.06811186022414649,0.06205033742454059,0.03001721956150048,0.07191047223597,-0.01918437334451885,0.08466459850382595,-0.017653713229594185,0.04341698403459179,0.08181678184033984,0.03891199665757189,0.005287982794447747,-0.00735382845850724,0.16806571537819653,0.05544709382366244,0.048680246457023825
FGF5,,,,-0.03087947172124945,,,,,,,,,0.05826492780997566,0.04338277106996036,
LIN7C,0.037311896884758326,-0.0042590758985444534,-0.009501372744553873,0.05849411108727239,0.03991650959029873,0.05560639212759275,-0.00334174738675352,-0.020043606535404115,0.057546378748378174,0.002493966280733411,-0.06211365411574616,-0.06965120063298252,0.0804465095434556,0.05735183597761619,0.08598450354479213
GDF7,-0.015985735767943175,0.024342982598491436,-0.011917630278881937,0.05523995963748945,,,0.0028666823378866594,,0.06260622413827499,-0.056997380922627634,-0.010010207829387264,,0.03291025728092394,0.06724023387692304,
PSPN,-0.024343950604201126,0.10032880620908045,0.007597577485406616,-0.03520585290797151,0.01833631214580814,-0.005360719679346647,0.01549927764780284,0.023135530714583886,0.04092990074691975,-0.0013386143907260725,-0.019814163811049362,-0.0699239260586291,0.10989376904454262,0.038376579474546625,0.01624964301752366
ANGPT1,0.04845582997191449,-0.010387725412280804,0.0664271401935967,0.04331222246960952,-0.006413905549242207,0.013956152040507054,-0.031082169525202766,0.017537985491543326,0.0955581894047564,0.02614916618858826,-0.014850152039128029,-0.027546310587386155,0.03031078725093604,0.0562835054376294,-0.013521809976493916
PNOC,0.023062761630413466,-0.01748091567059067,0.010922310933616479,0.055234953127708035,0.0210328049891652,,,,-0.0017804516717664911,,0.04592141065019294,0.11218772529044646,0.026899247667189666,0.011315602772808422,0.04954445225007474
L1CAM,0.09108083157870478,-0.08944033112450799,0.026712145240112572,0.07639138200046143,-0.007989643679390288,0.01650199662318374,0.03618696334233821,0.05439391388689507,-0.051586362385089304,0.10921021992361192,-0.09830087934007013,0.03583978019177138,-0.002680821412133752,0.032696501416757305,0.04012443658752276
APOA1,-0.05855542559253823,0.08442888421664724,0.0034368890421885446,-0.009827086278809441,-0.0008290409957541465,-0.027874904193125907,0.04206913588267363,0.007463415064416386,0.03968664345587107,-0.037557854893039117,-0.0470162447119323,,0.11348384162256228,-0.014682583328626233,0.08183354970937345
PSEN1,0.026854768817217923,-0.0229537729894225,0.05953047188270902,0.031803725471345995,-0.01817478311755813,0.008027415349503728,-0.07890824677401581,0.074201783024247,-0.014546516238763879,0.004870423076586341,0.0031321629409481844,0.0784074778067185,-0.010704868896494028,0.04347396262939205,0.1267996114822438
CALM2,-0.03206860883755842,-0.07960090116527996,-0.00630646117134204,0.05207763907800814,0.01912012000278933,0.06403686372587035,-0.017646390042663437,0.12170592202616562,0.05238488099003389,-8.177115368727169e-05,0.021769109543560573,0.04673384856626763,0.1507278227909502,0.1060328441040228,0.09838719343998437
CLEC2B,0.08839336957481933,-0.01808269162171243,0.01473481023387997,0.01906510627614788,0.011670446490375026,0.014054674158702657,0.07805713489414931,-0.0009957232045936654,-0.03407529552944244,0.029170615214706576,-0.04104376158260742,-0.0804374062351028,0.07461797140653974,-0.06132082079281115,-0.010606391077014665
NTNG1,0.009011718430266973,-0.04813299798949658,0.05556652701835005,0.002490822880393357,0.017292504038726886,-0.08571977877338435,-0.054672822481022045,0.011604875638348168,0.07356693644757954,-0.07164617840493782,-0.015905923373278313,-0.02869998466829627,0.12959742371332508,0.014506166836010626,0.024965454772189786
LRIG1,-0.023447687207769876,0.05379658625924648,0.0673980114401863,0.013328946871452188,0.01581986399364016,-0.012866306776867769,0.10051591814020057,0.10987893416879733,0.06250026433382269,0.0059961851788079105,0.11384272395112863,0.07029033664915474,0.16876716563206662,0.1657211703092921,0.020792603531583666
CPAMD8,-0.02757946465465183,-0.014224093809101475,0.006835673330340102,0.006128293168130852,-0.013591719808011613,0.053730337536847854,0.019358538299051375,,0.01353729587613837,-0.02321755228817458,,-0.05053805976083637,0.013622712194005003,-0.03773878906141637,-0.02834119383740074
GHRL,0.003054090682824933,-0.024658542302032578,-0.016250635342837005,-0.03443944035421091,-0.023735817678176757,-0.07456260142133436,0.07225663471050539,,,0.047436798463395075,-0.027356094686334875,,0.06320149079677556,0.006102283376054131,
NPY,0.0665176866046582,-0.01790180108233758,0.04520169550624875,0.06653780269574734,-0.004343337940387122,,-0.06811500866252815,-0.07497481582800251,-0.03638878802295867,0.047717349839883155,0.05320257006276493,0.023108362782459615,0.020633514535490033,0.036018373765902986,0.019648354450605938
MMP2,0.031317099268331296,0.007432280646547185,0.008983242485576377,0.028658686844778878,-0.01669348273656836,0.18177206014784575,0.10366402368177548,0.09588681715746745,-0.003010032728966876,-0.016756797449847167,-0.007435672880940887,-0.028167436350551345,0.007663845221723134,-0.031592638769201056,0.06223305564353515
PPY,,,,,,,,0.013480251779996224,-0.019772511743706114,,-0.04853556697372222,,0.052566934412726064,0.04701772599933693,
ALKAL2,-0.02952260900630777,0.04759741291823387,-0.009984848928406773,0.024187916370441903,-0.003090010725007495,,0.012801977615426867,0.022333241083798746,0.07208225495511973,0.11318720641542276,0.0011452952065942404,,-0.0321603194252847,0.009061292261194922,0.07584680932738637
CSF1,-0.06594608865567073,0.029124098602251104,-0.06138091260340183,0.07124311503409818,-0.04806021381442438,0.03844455361835198,0.057977269830760125,0.05255490686586367,0.026002484763917273,0.006836770408111315,-0.008869894647068733,-0.05603399446523551,0.1213791861943128,0.028661143362697747,0.0657901659293581
SEMA4C,-0.022192222678392444,-0.014030097330315962,-0.00510060772276528,0.02850386840008132,-0.04818923950672929,0.0999852352269094,0.05429332779952225,0.036715386404580774,0.06456300475216428,-0.04206912890719601,-0.0006622603930697355,0.04752213974714191,0.06324559902305515,0.05893887085273712,0.03953942930215433
BMP8A,,,,,,,,,,,,,0.061892929643720396,,
ICAM2,-0.07291121653543028,0.027251894103781583,-0.023853922675961415,-0.01587384715808315,0.0033838279116555976,0.08266905692702395,0.057391146400174065,0.029473996240237835,0.10663846921819566,0.0025983298787849753,-0.006236000147309412,-0.04486861280043225,0.029310138068328006,0.10157195516333373,0.08214096731507659
SYTL3,-0.03361117888658082,0.027280538016145158,0.023224843087762886,0.020050490238683046,-0.0037712316100051552,0.03767503575019518,0.09248114565646465,0.01209905630677059,0.013404086202820752,-0.048241672219329866,0.028621865583098247,-0.03061629184123268,0.0438878351832375,-7.771276156626429e-05,
IL1A,-0.016879734792357333,0.002383763151663821,-0.02202544298393371,-0.0045705243890983545,0.12996285547476447,0.04191931107407336,0.0828427093381037,-0.02132644245013143,-0.020049320633438318,0.05344317882891515,-0.003057337376671487,-0.07172998898394181,0.05732530580290633,0.0025508503055334543,-0.007279735714764137
HLA-G,,0.024618804697895354,,,,0.06904106195010447,,0.036941720301842194,0.02977997032935569,,-0.01158790046284577,,,,
PGF,-0.019518787344272443,-0.013994625854833511,0.04692431606734077,0.01090660212232229,-0.043404407832495856,0.04582029736378192,0.16766358950435073,0.06432059029137668,0.07792996699795254,0.03597313508881166,-0.013745191256161545,0.1334594568449669,0.048800224227253594,0.06255565689506126,0.05116078226426721
LGALS8,-0.025988906813703628,-0.005405472585792178,0.02406881967415884,0.030976013859057457,-0.006707249512866833,-0.04000851295708201,0.12694921130451398,0.05413574451758119,0.054893056800949816,-0.01924276269820056,-0.05249435311899927,-0.036971757993448075,0.013899756783505333,-0.01702277412550918,0.052868580026622404
DKK3,0.048157655210108855,-0.051186741590565576,-0.10090090138174677,0.037121107947401526,-0.004535407277787362,0.0017733368535519094,-0.02444532544836166,0.10088823522157106,0.1137344030574997,-0.03795070933687548,0.0869354628501776,0.00040563652247813326,0.07527077369998662,0.04152227583725839,0.11745167245140022
COL16A1,-0.02024690245159792,-0.04326291121388592,0.05717795132850074,-0.005246538614640939,-0.005605209448645334,0.03857861903163018,0.025082224506018463,0.06628346876329465,0.04312425953304947,-0.006469936358328562,-0.018272878582108996,-0.1055473516039035,0.07677066438107816,0.10279457038240415,0.09814324124596942
TPH1,0.07188486460563068,-0.0189629246450548,,,-0.022381628734245776,0.056908136393287116,,0.028793385063003864,0.09117088905028227,-0.023250246907394637,0.030410762714260266,,0.03840037654768107,0.07126240978083213,-0.056753984930417854
TNC,-0.06453441106284631,0.04056722603181703,0.027746809455177726,0.018457229473340282,0.014061339857227765,0.026046629846287445,0.1804788049049334,0.00011853482233130212,-0.03933634548035271,0.027850831796200022,-0.0445774805079666,0.011598874659154264,-0.06881147362222634,-0.06613148693696727,0.07338417085560124
TNFSF9,-0.010062559899568911,0.01918061997782266,-0.02132495661277692,-0.025618699607526323,-0.018587124611971092,0.01071270189510287,0.018734955827388957,0.03486736797745966,0.00028516753556638206,-0.00980100607099546,-0.019947420956218286,0.025218507584800032,0.051917988898005134,0.01612622004242909,-0.06598384952982692
C4A,,,,-0.022425739599959485,0.014618474840292698,,,-0.02622102537937249,,0.017523312785140018,0.04591597762055915,0.02363929981677206,0.031489317350608254,,
CNTN2,0.07881206543359655,0.02111541042842782,-0.025269018967758402,0.0509915657634291,0.011481337545292878,0.001816641276486757,-0.16166473261276576,0.046458573116282646,0.06488727704725993,0.05840854189845491,0.06224757124488288,-0.03979096100310061,0.163906779154575,0.10009326112221138,-0.010940076345183436
F7,,-0.016469354166265413,,,,,,0.19769381249172654,,,-0.025290048299684016,,,0.0655255752789736,
LUM,-0.005951270414825167,-0.03449780519624805,0.009394056809135777,-0.07979200673745425,0.058520694926734534,0.06666797028507215,0.15895013797003613,0.07751718235947051,0.04675911158030486,-0.023041605575742776,0.008253637033610319,-0.044354718041220244,-0.09322304440573538,-0.0009720626871265384,
IZUMO1,0.06260295917448985,,,,,,,,,,,,,,
BTC,,,0.04925400781365651,0.0029199769601168384,,0.0321252864197444,,0.04824805602723591,0.015089154790644816,0.0504068319148834,0.08300281683412303,,0.07846426607295669,0.03137587928470063,
APOC1,0.10786117174896787,0.08554583563529117,-0.039961170165919706,-0.024269807046459823,0.007355823427581543,-0.034899131904663545,0.1607967756580645,-0.007226079014490814,0.026701531406826746,0.00428373790458442,0.0790959357172835,-0.04771882074493261,0.21871271294225333,-0.006316418231783307,-0.06677473604040227
PKM,-0.06198296140857494,0.04787316810146701,-0.04368007397719389,0.05347673847831559,0.020653968117453406,0.053805567895774835,0.0856041718549997,-0.02240624940568662,-0.11519015758232973,0.008284196696303672,-0.06450197297325122,-0.016142695733573822,-0.06511012888254693,-0.14331630771330153,0.04642084068423886
TNF,,0.050197439486520945,0.016957682570407355,-0.02762151001616255,0.03709249859371567,-0.012245180031910807,0.003053670162733576,0.06849983189961009,-0.02333999472515033,,,,0.13569964860418463,0.012253567789876057,-0.03544226181407435
