,UKF334,ZH8811Abulk,ZH881T1
BMP1,0.0502719122617166,0.0029563692342327824,-0.03994738938649188
NDP,-0.008581284410095242,0.00669822336360373,-0.0008639850079823624
IL36G,-0.013552785952373803,,
RTN4,-0.0404684452562209,0.005316714646766089,0.03570075729795691
HEBP1,0.037743548599084194,0.02635315714969123,0.02978740040620784
WNT7B,0.03006030639092818,-0.015639976338486485,-0.021233127084575355
PTMA,0.05836196752235899,-0.05817147693193678,0.06737917491735704
CEACAM1,,-0.021561218761737676,0.0119342412606436
PDAP1,0.021548391261129143,0.030028419280644463,-0.009356399432929674
QDPR,-0.08745058682635304,0.016791545783426228,0.03574761544840156
POMC,-0.01764804080090795,0.0707449762317958,-0.023053863574923224
CCL18,,0.004159845569065676,-0.03243596548050449
CCL17,0.014195357699163335,-0.015296641119130172,
VEGFD,-0.013268945491548724,,
TNFSF13,,0.02899622443259181,-0.015825197159702688
WNT5A,0.06714184223943938,0.051465939632065,-0.03992615955128927
CXCL8,0.10358812745037821,-0.029689786562200914,-0.01808128810796485
GRN,0.032395947538374985,0.09995637631322432,-0.05125483710195487
MIA,-0.018172428934074964,0.012335238015887522,0.002226742465370884
COL4A4,-0.017627930246782043,0.054559492923565746,-0.00109555869120586
TAC1,-0.03124038161028234,,-0.024313983087163735
RARRES2,0.007616060205648024,0.03698373285768848,-0.004224288600743655
FGF7,-0.00014350354583199065,0.006587816734277637,-0.00043929322852157693
HBEGF,-0.03249190431091439,0.04819757047094591,-0.04408708151000068
CSF3,,0.010087584355632461,-0.020203861035834113
PI3,,0.022097733325020512,-0.03323670851711764
PCSK1N,-0.0286716399522654,0.04537806898822999,0.03329372259901936
NTS,,-0.03568547140927389,-0.006834457295589728
SFRP1,-0.025740688826730074,0.0703724037808422,0.02968570319909868
CXCL13,,-0.03435939220442492,-0.032956701689472685
MICA,-0.0068800444095432995,0.018286073220533168,0.0018306474358932212
TG,0.054511732858734376,-0.02032541166786206,-0.016628088096754937
ADA,-0.011974439659954077,0.042213011482160744,0.010452714239537463
LAMC3,-0.029576484215239042,0.04936241862344996,-0.009789177107541574
CCL7,,-0.02292613915228578,
NGF,,-0.02647785534467925,-0.03468561427165954
TNFSF15,,0.09220884566573967,-0.01254625084575619
HMGB1,0.029196475913567017,-0.0018926857313028113,0.0536766715433227
ITGB3BP,-0.027435092545573407,0.03727665338955856,0.03312006386643871
AANAT,0.10420948981362022,0.0020519161992219844,
RELN,-0.018386193216867366,,-0.015154511355262093
IL15,-0.015402904185575144,-0.012782838857645907,-0.030604167183775396
UTS2,,-0.017127430079576733,
BSG,-0.004989570439094586,0.06690692580975056,-0.024924851493144926
ADAMTS3,0.1509408127457927,0.10611601175067772,0.005163006185661334
CD34,-0.016486189910994282,0.02375461549368197,-0.014847300464464742
PLAT,0.0002789878092708711,0.026750730181030257,0.07237982065122807
NTF3,,-0.036659872965564576,0.008382027467982424
LTA,0.07178562321161354,,
CKLF,0.057145303128189134,0.05424569876113463,-0.03218587923305258
CD24,-0.05107354482022973,-0.011780767364486525,0.10123014244624678
HSP90AA1,0.03947349161811925,-0.06203181151250596,0.001094538503957937
BMP4,-0.013124866866358898,-0.013101397226846705,-0.043475732360165574
SCGB3A1,0.05088560179629398,-0.03489455298966792,0.0030624090619865503
IGFBP4,-0.027842393466050212,0.034637684965920956,-0.05828237910223884
RSPO4,0.10594386976274388,,-0.017546667046520265
LEFTY2,0.050643941010892236,-0.019461695960051536,0.040416154685680626
ANGPTL2,0.08875592781602677,-0.01347089369495956,0.016863902653654773
LRIG2,-0.05001209240334595,0.06202177846161816,0.02072337359395054
ICOSLG,0.05548790867359424,0.026645893807403988,0.02158666621607332
WIF1,-0.05143743200679238,,-0.016311326623356007
NPPC,0.011106948416454512,0.08374849092087248,0.004238114924678342
LYZ,0.019024978906586464,-0.010530439673094697,0.05438301349327131
EREG,,-0.0080962827705726,-0.021854669644484088
SPTAN1,-0.0776107987050971,0.00752330698795856,0.011868114298936944
PTH2,,,0.0549266728738693
LIPC,0.07829646309170868,,
COL8A1,0.02075470138438768,0.009984831537495284,-0.013438161650921635
GSTM2,-0.008771432396241464,-0.021514380424650665,0.016080583476237587
SPX,-0.01736300584488428,-0.02311518957227831,-0.043181392084979876
MFGE8,-0.02386289751041781,-0.02293942540162619,0.019837693506466844
TGFA,0.03782889368230687,0.05372139525931844,0.014140993915681832
SLIT2,-0.03464705506878631,0.048035897593329595,0.06217455718860376
PLTP,-0.00857090647119676,0.08279848311342816,-0.06607275714667452
APOD,-0.07215505387302401,0.020413957671429905,-0.05838885195581012
B2M,0.11799784240820556,0.11303289702023668,-0.04173648904407435
OMG,0.001753869955360596,0.03089076438902112,0.03064838941018845
CXCL3,0.2010960535571349,0.010456415268130247,-0.04922186972744371
CXCL10,0.13714656946473233,-0.005233132004549573,-0.023975905829547183
RSPO3,-0.01159184751864158,-0.016268515168434545,-0.023950015135903325
CORT,-0.030752811493345262,-0.02614186574414659,0.023434368726985785
NCAN,-0.0323120478822109,0.0018571436666443676,0.05687150590187131
PRG4,0.035228256421842755,0.009620870641836114,-0.01228057864640755
TGM2,-0.011654923201455976,0.01953710480061016,-0.04478427343541968
VEGFC,-0.013831158276593238,-0.029504624038599422,-0.029947189976265838
WNT6,-0.012071136512829093,0.10097837553476624,-0.023287290769476263
NRG4,-0.01613565938495397,,-0.023170829095291234
PMCH,,-0.023302842316055037,-0.013340806724266371
COL9A1,-0.018386200269141277,-0.061845464118229596,0.006258890113590225
GDF11,-0.0219320647075921,0.007448655631679529,0.019138325243764822
IL24,,-0.01737403770388342,
SORBS1,0.014243463501348487,0.03607952023541291,-0.05862561861636357
DLL1,-0.03821891139303139,0.019340872630738717,-0.013440261068700518
TLN1,0.04363864928572038,0.050362578208193634,0.0167004760599747
COL2A1,-0.01126155226587636,-0.013125271405418297,0.014064086498979268
SHH,-0.010747943233099402,0.0013466654186981607,0.005879318111504338
PON2,0.0018934980261555011,0.07093473262687727,-0.020613970316276906
ICAM5,-0.020990152562879966,-0.0485652144164116,0.07411369194494712
HPX,-0.0031005129121391543,-0.03347016365352908,0.07851200873589398
SFRP2,-0.0049099253603595095,-0.006559211559201666,0.03872257282610926
CD70,,0.09876717735538952,0.0036858694767316494
HP,-0.027144285630653915,0.06868718677821753,-0.07005980661539506
CXCL2,0.05790496905762178,0.055275050760841764,0.026582961157428954
NPPB,0.08343502666784412,0.06792091296595919,-0.019939214483914915
CCK,-0.034947997657799594,-0.0077967500784472624,-0.014382940898994686
SEMA6A,-0.018691598831247738,-0.012742668529338703,0.013717902577757164
IRAK4,0.022044608042769694,0.03544882316426589,0.04043231902962004
GSTP1,0.024366250157316558,0.020468864731068286,0.04801488933442266
VCAM1,0.020183866437503025,0.0329434863382377,0.020228195239186703
NXPH3,-0.023395550464949132,0.07902213016532307,0.05915163638874896
MTMR4,-0.03061305755728667,0.05167687273381279,-0.022178078732295468
LAMC2,,-0.021359794453355285,0.1001083955763871
IL10,0.1476758279983401,-0.02953458677736197,-0.03224649033317712
SEMA4D,0.010131917635674694,0.06164113789613888,0.04047681151204072
TRH,-0.015680068392549124,0.0038193015644460877,0.010534857313803441
SEMA6D,0.005844977342356402,0.07532845011976087,0.04123835787608662
CEL,,0.0067374732822620695,0.003369763790052082
PDCD1LG2,-0.021178921262919072,0.07100846869441604,0.021403045132754397
SPINT1,0.01820417391757333,-0.017724532095880423,0.008706011222230858
CTHRC1,0.025723214194239407,0.023668605337230902,-0.028459597991029914
PODXL,0.011756359181981741,0.0587071338671728,0.026853857264826083
JAM3,0.014018641710178237,0.06820978466181712,-0.03965328788028931
TGFB2,0.013473516383268616,-0.02639944001478397,0.0005103938644900542
COL18A1,0.05737235144561671,0.024411489479489228,-0.013535641710112713
NODAL,0.050972846334940335,-0.025972453040876343,0.15798464218995958
INHBB,-0.03248619856235054,0.11197849095939104,-0.013689207887676521
LCN1,,-0.027625901930236542,
ARF4,-0.00979899562297285,-0.011475328425351304,-0.020383907890049152
CXCL14,-0.033478913262011176,0.003894461076477551,-0.04439033954016841
LIF,-0.022906058569116358,-0.0062545176741425216,-0.013564119949956646
IL17B,,0.012003431725218977,-0.018423192849329903
MMP1,,-0.015232812099867347,-0.013340805667756108
MATN1,0.10561069859138461,0.10647482950202264,0.00034509778412675506
ADAM28,0.014292760751901926,0.04216003673956869,0.003781342711996435
TCN2,-0.017325060869354116,0.036504677129056556,-0.0028335309212830524
THPO,-0.011261552158072782,,0.07476267110035967
CUBN,0.08421498170004757,-0.025909835145052913,0.005491554916578674
TIMP3,-0.03180042986686659,0.0018104081078268365,-0.033142050863550376
PIGF,0.01607160651413765,0.022886545552380018,-0.052676452412651745
CRH,-0.01540290276626421,0.028684527769078882,-0.019349535927358375
BDNF,-0.012683400113374434,0.012397185764933871,-0.020428265473906145
CCL5,0.14042048900903598,0.007345391467691768,0.011336510586154312
GAD1,-0.053224173467757305,0.090121491577542,0.046594038852118526
COL14A1,0.00017788376713568494,0.0418126511925888,0.003196100493839708
HLA-A,0.024319636575269196,0.05572003002187822,-0.08056990725981873
FGF18,,0.0023518239289915966,-0.023053861496260847
ADM,0.0536703048815794,-0.0010337015533814424,-0.027591423142423296
GNAI2,0.003687752790466689,0.01927229737575329,0.011076402635689727
COL11A1,0.0460146194524624,0.016325239408868025,-0.00820964760629827
NUCB2,0.08131996314911388,0.027931007030798375,-0.03343692521582691
CXCL1,0.07183958013388138,0.09049287938005032,-0.03805494391184204
VCAN,-0.0163759470169828,0.025541414741929325,-0.002206311922791792
MMP7,0.10014567573517635,0.06586804569687874,-0.06302533714555475
PTPN6,0.03659802030884894,0.02636050343773926,0.0274563760921595
PTGS2,-0.013265101069136621,0.012973615363272909,-0.007613062394474089
CD58,-0.016463407158355346,0.021140419702680227,-0.019605291790062734
TNFSF14,,-0.022735694495565176,-0.01926342324351363
CNTN4,-0.03541653066258393,-0.036587759698680014,-3.927494166990338e-06
INSL3,,-0.025284927840680874,-0.019263421382356774
MFNG,-0.0008019866764862009,0.06957888909100475,0.04495418259261418
ICAM1,0.10140267412899837,0.05233914742747786,0.008970124031564773
PROS1,-0.012845628308918652,0.1010630139127199,-0.028519539886386086
CLCF1,-0.021975856578871435,0.008148461249020241,-0.04527356584910939
PSAP,-0.011220192758136386,0.08548307460994423,-0.03349913436820016
EFEMP1,0.06735063772658902,0.06757496865334414,-0.015388120616025512
C1QTNF1,-0.04656618776577103,0.07847210549669513,0.010920631408644542
ALB,0.0030155190369428415,-0.012946291802928509,0.0422067172319784
CCL13,,-0.016877410680179523,-0.021607929944076357
EFNA3,0.024479689833455377,0.029032228353146828,0.02132899630854739
DRAXIN,0.019284412310343103,0.04522588928753034,0.045396847210368935
RAET1L,,,-0.02340326085675404
NPTX2,0.002115190010977331,0.0870015161010752,-0.021016119531069976
FGF11,0.00664603837137091,0.012109022317730391,-0.031950464942708465
CD59,-0.040634627159452916,0.03815106037760612,-0.02466281912305386
COL9A2,-0.029679988493309075,0.04583199794647395,0.05947064259386753
DLL3,0.01822524406174869,-0.04022841224259527,0.011671381140891847
LIN7C,-0.05725825379575276,0.07649176608781762,0.024289833115880937
GDF7,,,-0.015660037187925822
PSPN,-0.008254832619751172,-0.044119906245243465,0.019614641197794526
ANGPT1,-0.017847508821838644,0.0413531361918038,0.01736109030276658
PNOC,-0.02228283988396897,,0.0018893046124343622
L1CAM,-0.05368634563528722,0.09034626487380963,0.07272354760294113
APOA1,-0.03484045557409247,0.04229015571429551,-0.03352258345993653
PSEN1,0.006135813399918247,0.013328737985378388,-0.002857043325733117
CALM2,-0.06483416485872628,0.0973083494832287,0.056760743270438126
CLEC2B,0.08843382504817998,0.03700901636038917,-0.0325140797575313
NTNG1,-0.013661358644486301,-0.0027212112836628574,0.016231049316436347
LRIG1,-0.016631850478246533,-0.007205558476712629,-0.04054208549981959
CPAMD8,-0.02079993534503211,,
