,UKF248,UKF259,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,0.053949272102548365
BMP1,0.0738452250426485,-0.01714130379338385,-0.02917595864640142,-0.011672019450029316,-0.004848051785370986,0.04156587423919073,0.12208362873506907
NDP,-0.02958040502605994,-0.015353581630261907,-0.0182984606127721,0.029873507933081068,0.059613522985514145,0.041244481082231485,-0.018405582164834806
TNFSF18,-0.020099900202680605,,-0.013134252457674401,,,,0.08368372700954371
RTN4,0.02245861917970451,-0.03379275029437566,0.01284755957641539,0.027777408583686703,-0.03880534854280277,0.010431508831063566,-0.026870418228802023
HEBP1,-0.01121826172692333,-0.02499081595975302,0.0035847514738250523,0.02745141762564601,0.03518517472728718,0.02735299389283633,-0.025420986591086808
WNT7B,-0.023250417456486525,-0.008538177141723934,-0.029085375319228786,0.01300177889283638,-0.034445892283375044,-0.004615270229048724,0.04383811608719825
PTMA,-0.05059971301505372,-0.004764761047929018,-0.03270074483710171,-0.019313173053550393,-0.010484224423454399,-0.009454942922915523,0.08446315038947998
FASLG,,,,,,,0.025741354689607587
CEACAM1,0.06731605995189334,-0.0026099700727280034,-0.020657050089930355,0.08667299179694278,0.03277237355585439,-0.019518784813862378,-0.026360886880200735
PDAP1,-0.024008313837404663,-0.03327409131336535,0.03926478258930143,-0.08505151812834785,0.00661409489876728,0.021510154058929757,-0.050132850563243826
QDPR,-0.0267835514270763,-0.008369788709338114,0.02172916648675082,0.019100362914661603,0.004286557174821648,-0.0020426390126224627,-0.022589930190093498
POMC,0.04971091464605495,0.0016105235565112494,0.09325258723545546,0.07254723105577175,0.003743862797823853,0.027569471302880077,0.010072942962255678
CCL18,-0.024574383797704904,,,-0.014197897017636024,-0.040749601807981754,-0.025754139160368266,
CCL17,,0.005281704789685148,-0.016380969975127654,-0.01965227155818676,-0.024089354477817414,,0.15665709891902085
VEGFD,0.05964722696637729,-0.016470165022201503,0.06279110372216724,,0.007137070612015055,,
TNFSF13,-0.018544624489883456,-0.010197150045518584,,0.11990880793116485,-0.02618430472856051,-0.021918287147524196,0.18604333942872844
WNT5A,0.037708091763203715,-0.03726394265171222,0.014646907145788163,0.023143036758224288,-0.040837346669603744,-5.6604845630748926e-05,0.050635806046508074
CXCL8,0.000699418958325321,0.011106568938470144,0.06202702662051712,-0.04809099797064186,-0.12892383655376835,-0.046539083189537506,0.020414316273529118
