,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PTGS2,-0.05977977443563346,0.009888752713260123,-0.023490047335727564,0.08289672512251237,-0.08960842145391562,0.00673447171540634,-0.028310814404248392,-0.013467185548892084,-0.035301783862862056,-0.030523972320851755,0.04209542920044747,-0.0549163395118784,0.1157718236068375,0.05396660086910208,0.0024188455002338203,0.07464974897427189
XCL1,,0.05355398432399869,,-0.017264384123008802,,0.006855782238993424,0.02851749477207869,,,,,,,,,-0.015071330600308018
CD58,0.08481084692171831,-0.05169479547427431,-0.006595020359189672,0.013960194765848912,0.06789694399314299,-0.06201967164397279,0.04431328276681529,0.030018390185308056,-0.11438210001707232,0.11778521514897508,0.07055837123193766,0.013845637864823164,0.07281238000493806,0.009478783936678364,0.02459250625332886,-0.002954593675133691
TNFSF14,0.011882647986743239,0.101107076352926,-0.0025037608513162877,0.016079155161226124,-0.030582555475944257,-0.033465698067333176,,-0.031703536491636396,0.035335449122037184,0.04584283635729933,-0.02860120616009176,-0.035068933841031796,-0.004926205872290812,-0.02191828629811956,-0.033188152160488475,-0.02729416225894749
CNTN4,-0.02369456196201789,-0.03426377876614814,-0.021489228370125697,-0.02100762184239473,-0.05211647656120677,0.07065936676450162,,-0.004033774634397372,,0.048885453689616186,-0.04090724445371972,-0.029456417573972153,-0.0326538392134422,-0.015828099894335985,-0.005373965885335288,-0.059138903986179776
NTF4,,,,-0.021838689867837432,,,,,,,,,,,,
INSL3,,-0.0173266957182956,,-0.015867475061333125,,0.06104303400959675,,,,,-0.031808108349424775,0.020466538948001337,,-0.021918284180460178,-0.018946224286082294,
BTLA,,,,-0.002581243746293398,,,,,,0.19974513885023734,,,,,-0.01832005156093954,
MFNG,0.028685003358762777,-0.01437423773843631,0.06692160791975756,-0.007859841677659641,0.09825455232281843,-0.04901307080415748,0.0176860110148716,0.05672415566539825,-0.06178718846650443,-0.012027712095407823,0.06727762171990677,0.07132676765925539,-0.019729853720373884,0.03381291781715877,0.03381596466765085,0.0418579676690012
ICAM1,0.020326050526633176,-0.031012395534408703,0.0017141594435434327,0.013114893124010941,-0.026707503539031185,0.013195649377321995,-0.013663350944597691,0.019138049132888763,0.08192287643053871,-0.009578864220157015,0.07091135403849556,-0.008482695992396254,0.005855638658861557,0.042919689521342,0.0058893877618026395,0.03929874164603876
PROS1,-0.08342409365791598,0.06426451749527143,0.018009543731433354,-0.053127050976640694,0.1277128281126775,0.030022218708489853,0.008206470521762202,0.13640113682149038,-0.008805408782534715,0.03332380544024217,-0.029996130221896917,-0.013084325419545873,-0.002657009058599378,0.0044025584605627156,-0.01944908189189722,0.01643940176571098
CLCF1,0.022437943511092736,-0.0005758396637484821,0.03610430055906005,0.022024827567329344,0.024581854879290977,0.013631697557956167,0.01727211279232949,0.11447147559601097,0.03503105184010698,0.09282803676013233,-0.007718197114284517,-0.05926848195977213,-0.03366159240016307,-0.02460278826429014,0.011231739630210761,0.08210484036154587
PSAP,-0.03919147995719139,0.0007304096711514592,-0.05772684589905562,0.005673359078640877,-0.04231273504686449,0.022565247101422853,0.031398120123123985,0.1193951803469531,-0.0039411744279323835,0.023954886916004284,0.08316247277535961,0.028974693325246388,0.013981119665632155,0.05650305390999004,0.005596613543536594,-0.05982279524553082
EFEMP1,-0.07055038396651349,0.0021204919039698312,-0.00582600629218098,-0.04437384137774647,0.036772602169148176,0.008511033418826804,0.028613886879123078,0.12482108021246423,0.1045490795553183,0.11958286251539599,0.030297415070461967,0.04603631910452815,-0.006648208128507044,-0.002296119629927028,-0.03807999832190327,0.020364268055837607
C1QTNF1,-0.01971879588550815,0.0586095033806738,0.03439484883069916,-0.039891213620392836,0.08625215514706897,0.0024571987829671233,-0.03835163218901539,-0.046103398520166636,-0.05629895188075025,0.017677970118126534,0.030740219515085248,-0.02827609418863431,-0.05661213271220245,-0.013395115810554364,0.018025498837046714,0.04740127618890642
ALB,-0.0151847214749443,-0.02678752371930513,-0.01747219369580706,0.01286420295031904,-0.024619520488711053,-0.015906687017693707,-0.01394098598278936,-0.03371209312501128,-0.03577268458305048,-0.018172476920719365,0.007239510467924757,0.04461928162386923,0.07760174246523834,-0.0141154742438447,0.13739186450102253,-0.02519520636269709
CCL13,,,,,,,0.0020141250518527346,,,,-0.0005551463014077483,,,0.08459254616381717,,
EFNA3,-0.036103897393738815,0.007592599383279144,0.038888666014781456,0.02503725476424374,-0.08557990045961139,-0.030181226156692147,0.03651171832802934,-0.04044974043151677,0.2366302275063763,0.008768283703329783,-0.057840217874038626,0.0018786113214257882,-0.030576392063049528,-0.045432223010558694,0.0054859477423061295,0.026187931026744528
DRAXIN,0.013506682880930217,0.007722850434874388,-0.017039855514715214,0.04873429449699399,0.0621911536491508,0.018970548904465163,-0.012367614889440673,0.08051038793848907,0.08517895394375849,0.04225002906986147,0.007449797829141339,0.010725058416862153,-0.031328482765025166,0.0137918414753693,0.04541473977016613,0.019630644654837156
RAET1L,,-0.013497664239462854,,,,,,,,,,-0.020606734821775517,,-0.026628671616849477,,
NPTX2,0.04468445637315163,0.018483734157660095,-0.033947000736592695,-0.04620850974430694,-0.0984246686131953,-0.001521387373632433,0.020115083578376956,-0.004792232151664859,-0.06653793553082707,0.024830320851021884,0.01892729007049689,0.11454084194040882,0.05195476230208733,-0.015436649790431406,0.05834557965039251,-0.011225269700020376
FGF11,-0.03975603506212875,-0.014572738364310799,0.031251660955808065,0.021735111381170513,0.1215373250841538,0.006142289231680002,0.010832769566266262,-0.031791127010790246,0.0831021124298077,0.05896474547938862,-0.005003380794784267,-0.03723289623190437,-0.03612362052224496,0.03428146791531612,0.001169024742722811,0.009290049541815601
CD59,0.04027330578608419,0.024701700902798045,-0.01264222987795126,-0.004851481678088674,-0.05263657466149711,-0.011643814578681775,-0.0361509301988785,0.06275650890094821,-0.10402124790008885,0.021368220363898283,0.02354733688017098,0.08422879488162227,0.017411041301463377,-0.028148051388455757,-0.022580171510822113,-0.03003596924847917
COL9A2,-0.007660209313937473,0.015656283737162397,0.02910555767085019,-0.02868312311923569,0.0730630148380098,0.019187893195225406,0.033680026680537885,-0.004822723134395163,-0.06568393447647126,0.090792413697921,-0.0669723794475119,0.07558688267469586,-0.012422914096707207,-0.08113021524765661,0.017082176347403104,0.012637547327816669
DLL3,-0.04284389754453858,-0.001790824922942969,0.00547304290226732,-0.03170946697132975,0.03838631023203795,-0.021408024487320765,0.06658814322720974,-0.0905698015254159,-0.0332489310527064,-0.001162103822408556,-0.02660630083158682,0.0523705795915985,-0.019781214383815898,-0.025999916499185514,0.033090635122967504,-0.010333904045129776
FGF5,,,,,-0.019604385570704413,,-0.03363382597291315,,,,,,,,-0.01835006337488192,0.03980732634397329
LIN7C,-0.011806770355945956,0.03788206826926843,0.03287878260492048,0.04183891396952945,0.06730233155169274,0.025419248390450348,-0.053825844530998514,0.04989038297179163,0.009745362350996321,0.05629815932726974,-0.009633911118240298,-0.05765142452390998,-0.06888044070946724,-0.012517611602413194,0.02464903724842288,-0.0357414621761335
GDF7,-0.02370879273236729,0.08985262982779049,-0.023059471189422975,0.04569997853617137,0.04744514559631839,-0.03423894827559441,,,,0.09175817833306572,,0.07479633546407462,0.09435890028363685,-0.017818285679817226,-0.02702588269759118,-0.027202764988456793
PSPN,0.03369596730540905,0.11155557562066562,-0.033211113288191645,-0.025715214924841558,-0.000595393372174333,0.023654572686337805,-0.0025080049527218067,0.008394867009565724,0.023684736914160707,0.00033950694802325636,0.05239022990860444,0.018559069259503035,0.07162791917554599,-0.02122468165401482,0.025536534113476568,0.03187882973352516
ANGPT1,0.04467609843565612,-0.033732111433683626,0.02930205044592698,-0.030031037555694858,0.16048186154184807,0.026911266838622674,0.03222097281701354,-0.005629367170509945,0.015467774169253613,-0.03998460331009866,0.0352810926329637,2.385062439180809e-05,0.04409517802963446,0.01834204755339053,0.03603215909087687,-0.03365331118231952
PNOC,-0.04515166627961975,0.023710774917817572,-0.000285428507203959,-0.021036152545545115,-0.04587013682386802,-0.008350605822766852,-0.01394098598278936,,,,,-0.01878514151024666,,0.05006412836870923,-0.01955426231523595,-0.012127007181580555
L1CAM,0.0024031724580211586,-0.0005745574411984923,0.031931396592236136,0.009031871440148682,-0.08098288259223851,0.04460213360094412,-0.028543530561244666,0.0425092722715336,0.19716532108233573,-0.028405310917374256,-0.00020516813995863034,-0.08438411193701444,0.009534244710796521,-0.007677566767272479,0.046798036858508654,-0.015297012048609417
APOA1,0.07459783648063088,-0.011504195415695823,0.009690901492197406,-0.024710970743157177,0.004796864290071314,0.08277674404433148,-0.004155449938170521,-0.03171874300508668,0.01956764152139,-0.03354721341917347,0.06655651408526245,0.06455607939264486,-0.006685046608394957,0.003529535821997174,0.035371133623385315,0.05282026598797324
PSEN1,-0.035701003151847606,0.054435539964217516,-0.028692499368873088,-0.06449341073765133,0.025386788880070236,-0.030676737828549308,-0.06698959857059383,-0.05435995525530761,-0.04558797284892316,-0.010221999021089853,0.009108620541895544,0.04518191247065275,-0.001846274972726967,0.008912915879041763,0.008106089810440932,0.028331197634294324
CALM2,-0.054572976100172026,-0.04937530536056487,0.0057129212236833385,-0.06785582322322022,-0.07363793669645201,0.0020927570964374745,0.0111324939837682,0.03488125075195096,-0.09836530897828316,0.017741160381792208,-0.004681649168238085,-0.002609084314901198,-0.054729127871247424,-0.060880360126000455,0.05199914562542662,-0.07202536143792584
CLEC2B,0.010406835874953555,-0.04031118095165201,0.030426753330335888,0.07530888127148419,0.12880428257949175,0.0364397469363657,-0.00972563180864671,0.0569168531279503,-0.07015701108420447,0.04251701368088921,0.07960216687644157,0.0403482200235348,0.044722897807979285,-0.008032055314313046,0.033622387074654494,0.06022605737482919
NTNG1,-0.03455404004367182,-0.006639712693899855,-0.010274924174529338,-0.013170868521857178,-0.01460169317632831,-0.044551543670789756,-0.02284525083359033,-0.017970315561571467,-0.04805898015041629,0.06774652187584104,0.035540302424567266,0.1169670106276951,0.0013815054194192173,-0.013465141329176984,0.0632570022955524,0.03644619897477075
LRIG1,0.045103161825512474,-0.033309555575090695,-0.012917649753668567,-0.027543395043887288,0.002113257457579636,0.03468576978423461,0.017595147099079094,-0.020617954370952728,-0.09891087511191225,0.08594312855678858,-0.026851164965991048,0.08392259300984464,-0.011243859499493754,-0.06198402533736092,-0.02237786553377268,-0.015270087357824525
CPAMD8,,0.051888071812886655,,-0.01876839166966632,-0.01773480503983659,-0.016161563604044648,,-0.026639983979135258,,-0.014532389891012236,,-0.019845309474870378,-0.0003739392574853814,,-0.019852003123116465,-0.019288799214203796
GHRL,,0.004923755154578655,-0.007119198493714369,0.01144946800722559,0.004070928662179785,-0.02833695441174457,,0.006232803540369612,0.0705111435114064,-0.007832708602568511,,,0.02055459114725572,-0.019273935405867425,-0.027252348953022348,-0.017003277208125972
NPY,0.029537139543613474,-0.028765740001751104,0.03255971124972673,-0.026286266493051505,-0.01020993682689786,-0.013971037804974341,,-0.031109732366138627,0.09259648967074899,-0.033854434965947595,0.040859967133802584,0.029264304441171698,0.008954090783801492,0.029548114178322656,-0.023924447456801418,-0.026946325870532157
MMP2,0.02077189133775362,0.02834244653589483,-0.046998617476549875,-0.035260156119488434,0.1270582470096002,-0.04157931300730147,0.03579425919650371,0.06974015135258788,-0.11170507318150198,0.07023516087619254,-0.011122461388144085,0.05322884460913137,0.05020053813623973,-0.0393906589794131,0.015721749619721503,0.0339527192348042
LHB,,,,0.05416240276068174,,,,,,,,,,,,
PPY,,-0.022759729266838554,,-0.007876881093737026,,-0.011811473690754309,-0.012894790373175528,,,,0.04726304724427597,-0.025099695511911154,,0.03361516342649269,-0.014241045474676403,-0.005666870988544273
ALKAL2,0.10409136891356795,-0.025312749057430427,0.016185686545284468,-0.01610837201963655,0.017589999698663508,-0.028491178659483946,-0.019983384120607583,0.029092581042998843,-0.055947201052439915,0.016956790225117455,0.002210673584076659,-0.018806553729133386,-0.00028935622558485895,-0.03129517260866971,0.02431449433542091,-0.012121492283407328
CSF1,0.01557870288793465,0.014380831129707781,0.01493753912965201,-0.009178990259989308,0.03580684573170377,0.03785796241278102,-0.01810590113474375,0.12488971339942849,0.014066390656447958,0.00029313974947161014,0.02419920116086802,-0.05655558230560028,0.008634486331726665,0.01881929737277394,0.030463344096896487,0.04104523126231688
SEMA4C,0.04487884110659946,-0.003569766828230629,-0.03374036844607399,-0.04575495984140964,0.01869052855889318,0.007728169334186279,-0.019696603297966735,0.09556322654468066,0.0024267328089959445,0.07955098753319538,-0.04692856410528449,0.05554342819232295,0.006890922485285984,-0.0582941888370083,-0.023948728785164613,0.0009627126482423229
BMP8A,,,,,,,,,,,,,,,-0.017005256156969687,
ICAM2,-0.05946038092208199,-0.011380249748437272,0.021683111667398315,-0.04257251250785784,0.09201703690373,-0.013845790589345382,0.0012249024064652034,-0.025720813533778027,-0.02317185099597459,-0.008016472873764207,0.0770313300984136,0.05686015229375061,-0.04746282992748012,-0.02690026357070743,0.056679270918396925,-0.06311077635304012
SYTL3,0.15997433136290992,-0.05412111028736841,0.03660459299093557,0.07908140881780992,-0.0035288361871069402,0.005389587083755715,-0.04331997116145189,0.02352353423135839,0.06580579454945626,0.131601191967739,-0.0299890949482451,0.033000287703505944,0.03166343421481393,0.004067417195258961,0.07137967721920183,-0.011312107134784234
IL1A,-0.05329985078116512,0.017557599266133924,-0.036932205258939615,0.028415865884887277,0.05733912408454162,-0.04204654062579671,,0.02670065318074505,0.05289155153387182,-0.020775898872401343,-0.008798206992995366,-0.046543476330166145,-0.05031426175873189,-0.0011066678492829942,0.0021087889197103833,0.1807719176648908
HLA-G,0.04516551634723801,-0.020769682265644733,,-0.017264382563889912,,,,,0.09751140982635918,,0.0008524696758904771,-0.01681649351152281,,0.08026310627211654,,
PGF,-0.01406841486342726,0.028637646759524297,-0.007441085176024176,0.001734446176171625,0.12685320120248905,0.01299329777240801,0.007598883375202071,0.06844661962355258,-0.05453361312966679,0.079178877702611,-0.038107828271050956,0.062179766916913494,0.03447068477850819,0.04233375078559504,0.02051447973872723,-0.07609135015085262
LGALS8,0.029882060400700124,-0.005022384099929149,0.013930542020445085,-0.003092612179526688,0.02146802952541932,-0.016214759331300788,0.0062172810865406625,0.02000647104483339,0.042825377361953736,0.10107394056252902,0.059751770177857294,0.04805344376953425,0.014104455367210845,-0.014540818219077713,-0.0008299926868737886,-0.004968011594998329
DKK3,0.013949948871356284,0.014018784654850696,-0.055480596777540116,-0.12271841582518359,-0.09614033606167792,0.004809441681506991,-0.07896559959004786,-0.00877278298867434,-0.08222285714124136,0.017532923313227606,-0.04694799027039499,0.045769741089303644,0.008642019465360909,-0.018204827700272187,-0.004674865272773479,-0.09322684478032887
COL16A1,0.005700798984643377,-0.009657647278508073,-0.023867610520719982,-0.029305060031952254,-0.015791178676989603,-0.009852057319967049,-0.024303126823221322,0.024435347347089797,-0.009902484488519625,0.013180806016021392,-0.059939484104675145,0.07651294017107135,-0.07420314465989133,-0.008388042079038361,0.0370525466157918,0.007377391693358237
TPH1,0.024912168599524526,-0.015250221587247093,,0.0962210633834177,-0.021082208828659438,-0.027317460138720284,,,0.025379323999054983,,-0.01815721907944473,-0.021529837015307682,-0.05048489014677134,-0.025149153548539648,-0.016367109039003357,-0.015629881187286247
TNC,-0.03389950317088412,0.03373857164087614,0.04925585854450365,-0.004463602899320011,0.0671482216670414,-0.005306924142071932,0.04125085388875116,0.1363889872141593,0.1258416765283373,0.07950881961171079,-0.008363088282905084,-0.004662848497143848,-0.0989491477693047,0.06949173085951911,-0.03338900382786087,0.02657363239600028
TNFSF9,0.06893050002527903,0.023811821595484773,-0.030951273774058506,-0.007874725574907671,-0.04759107863166942,0.09988975482246154,-0.030517098343858025,,,0.024971102470046143,0.01968127065649275,0.029373843667624792,0.014521133323307865,-0.027537202539454495,0.03579965683161556,0.00419733935515239
C4A,,,0.0533866186961235,0.04015941890343329,,-0.014001909612155097,-0.015291585396044175,,0.0234563994103385,,0.04820501543702871,,0.02296746355520083,-0.01800620883456882,-0.004559311111363326,
CNTN2,-0.04555415573500576,-0.04098220568869316,-0.030448306010662708,-0.07475585768775986,-0.02430616156832911,0.0006683815678333229,0.10462388662594388,-0.003241578308810973,0.12766467647276517,-0.030799875054639044,-0.0903427746203319,0.008431749776357222,-0.03861474712078607,-0.030384685395136737,-0.050512341804379884,-0.054671177905943176
F7,,0.008588200344695722,,,-0.017734794731774646,,-0.013940987939057506,,,,0.031909804165721825,,,-0.017818287402801912,,-0.023842045853511244
LUM,0.0751803174876611,-0.02956749970080934,-0.014863598756045893,0.03230620916305267,0.1417059152541715,-0.02787016732124557,0.0008943567573245713,0.11706576606777865,-0.06973372872295056,0.064594143591741,0.04464107946663521,0.07897059404009278,-0.02955017450893208,-0.02053269173640614,0.009887652255683478,-0.058785487043937906
BTC,,0.08841016975900431,-0.02854203728160849,0.041622664804789614,,,,,,,0.01762613107713871,0.023434467873273412,0.0341842279447036,0.06722618233606939,-0.036531253422116536,-0.048574055561240795
APOC1,0.041342871263574284,-0.0013220044053119052,-0.0219097197408529,0.03045290655619051,0.14069258102169566,0.05739442994734158,0.010582297248597303,0.14940177730183268,-0.08545613469059284,-0.017042856206390608,0.031116441421274673,0.09142438695852972,0.09787836674388421,0.038977831745689445,0.013151075312248519,0.06873991389907348
PKM,-0.07007315181961685,0.027230037104806284,-0.044270439092098685,-0.0026207711251205923,-0.010776926698418428,0.009421925368503888,-0.06762651252510651,0.11092463940439475,0.06512800648133336,0.06086415049779264,0.06877746606975635,-0.0974268773803654,-0.024917970488857882,0.05270081368335397,-0.014771223026314574,0.03528154107349645
TNF,-0.010305519201591003,-0.024139867097252427,0.002466541892847417,0.10243733008379217,0.09714910819311465,-0.014278452385716973,-0.01984519306354436,0.15757059235665172,0.101755230683157,-0.041863161406330916,0.020840152246857344,-0.020606740442267076,,,0.036166386760310386,-0.018556066588954024
GNAS,0.008421703159718144,0.01678439650320224,0.01511375127270117,-0.1003162509367764,-0.09499379186903452,-0.03815012765800152,-0.05641946973808821,0.0756917282055687,0.028518388399530314,0.03134513573911484,-0.030012278008314533,-0.0670035044233603,-0.02868115442397064,-0.008497777721852031,0.022127838107361627,0.0066072772241854
BMP8B,0.0037404266699674164,-0.019601498820619408,-0.002743353539752808,-0.0250289076339293,0.056903143601659496,-0.036366688393378824,0.037861465880093925,0.08159273553938166,-0.001476233975582843,-0.05399855328376865,0.054581698018524354,-0.015655801473225154,-0.023581541529923974,-0.03735353105368663,0.012549120844338612,-0.006681131011909328
LIPH,-0.032437872598361554,-0.015250217832761773,,-0.024550593787150795,,0.03691353547951466,,,-0.026135562939000778,,0.02017289983116957,-0.022974742769046586,,-0.02829622849835179,0.03765620470242636,-0.029588978200094325
CCL28,-0.023708771921069266,-0.02145132840009588,,,,-0.017383767655826395,,,0.06769796435836128,,,,-0.02450234549143003,,-0.013204618176679648,-0.009605801678731912
PTPN11,0.07824130955530749,0.009014275942063043,-0.010907132448553902,-0.029562483708534468,0.04507680354615191,0.005431363570844311,-0.019624234045974825,0.0926907170943709,0.06122790410754666,-0.0036462615947517366,-0.07103709293553795,-0.05464625808813196,0.01932245537440866,-0.01834379550788088,-0.02899034617422175,0.029135544021523227
ADAM12,0.03578995546111598,0.013098338463713449,0.09532943786888949,-0.01588798831918641,0.08181176985266315,0.011722825347584969,0.03906379895565388,0.004547932256255825,-0.05139228926547653,0.04213326742731641,0.0018324458084506287,0.03794464565411859,-0.005496610268418023,0.0057543673226570615,-0.009362607454179826,0.011390849627798898
EPO,0.020361520113890124,0.12712560561156772,,-0.02502890833476507,,-0.011811474206327466,-0.0126756841819903,,,0.028685161979556284,-0.023058026801239542,-0.023861021812840784,,-0.017047327026695976,-0.014042014022524432,
EDN3,-0.032720827787971134,-0.026565156625311614,-0.026918580162816723,-0.031157511961963303,0.03006658450142798,0.012106343467860778,,,,-0.026181976848510626,0.013493957758561279,0.05423630622154074,0.019339924700924015,0.026861656617498834,0.006905298439988255,0.0039229798370246935
CCL22,,,-0.02305947063102869,,,-0.023782659107864423,,,,,0.007917846028041565,0.05143418203874927,0.14180486893671607,-0.014958287349970132,0.056877482365160666,
CCL2,-0.050983244075888695,0.011580602166494331,-0.018699816153198306,0.02857006494326855,-0.020901475581417587,-0.02596126396173702,-0.019482688598012828,0.09284224554560289,0.06055990126621683,0.07805799499092013,0.026306430041752427,0.045696588685071045,0.025887755436189045,-0.04274571457176476,-0.0029727671858311455,0.030850192709698413
DSCAM,-0.05401347542188395,-0.0460802030408173,0.011914988433232031,0.0013383092521272906,0.04681264516852516,-0.03422528700312845,0.02185976431993751,-0.03807296036729495,0.09334138228791727,-0.05284475177314388,-0.008723355149238355,-0.014932627020008287,-0.041967464686241115,-0.07004192252439945,0.020684925003569655,0.1105450963355789
GPHA2,,0.062386230351772216,,,,,,,,,,,,,,
ANG,0.051654730574965314,-0.021595095213992273,0.034116887009770315,0.05000064899142307,0.031215286892312295,-0.012879830697181013,0.004757398630536164,-0.00526189619400387,0.032013094535234383,0.1310333623744715,0.07086273345500996,-0.04552045305509702,0.040343230968932414,0.013617533298787031,0.048374388232302036,0.03887910601290551
FBLN2,0.11351746394461877,0.005383734426435359,0.038322285411953295,-0.006322003534350514,0.11675176518737136,0.03154182163689057,-0.0009346601865740907,-0.04322530405773979,0.13559512563902068,-0.0471444680405171,0.07565165375023387,0.0244858557814626,-0.04303239475029404,-0.032065237462592384,0.031190169811062332,-0.010107277025589655
VTN,-0.03069243012398175,0.020310266129479802,,0.03149335489269282,-0.016908899324778275,0.022627087592976627,,-0.02259346165683515,-0.034019412651653355,,0.02452087830521529,0.007690636726497488,,0.013008242572811288,-0.022900181018244096,-0.03007970211108604
VEGFA,-0.05748457469016123,0.02768659629566539,-0.012798899287124717,0.01912951590557502,-0.022207105579490394,0.011703346416944206,-0.04907605118039563,0.05869165922537753,0.17128749655885425,0.05817299017988718,0.01878104743802356,-0.09214886757189993,0.0527285913361861,0.07077987510257323,-0.05173661041835918,0.08008422561898187
F10,,,0.0384166497866115,,0.023170476823623682,0.07318679575743885,-0.02235113720664183,-0.024507811553701696,,,,0.0008780443248942263,-0.026314603564388746,0.03371949593355139,-0.024791101807450158,-0.02443000283242382
SERPINA1,0.012959224232198712,0.029599741727686854,-0.0015339607442256247,0.01373612679645574,0.056757456139637986,0.051349763946169434,-0.016183585193325654,0.09242427150746453,0.034849633232957825,0.01081407886016157,0.05747208832170236,0.01076451803261026,-0.006815789213152149,-0.006419255206867265,-0.02363686831431238,0.06036557206207369
VWF,-0.00413962423393593,-0.032738623229992055,-0.02095005966339136,-0.018697241067056704,0.12031311406428935,0.034862647411941165,0.0621681402385948,0.034248252090572265,-0.0392064299350003,-0.013556694811166198,0.01881740358460382,0.0935999695354447,0.02756466169123136,-0.008342615843618091,0.013827544267873193,-0.06933705816154559
GDNF,,-0.023882945801796444,,0.035850326776994304,,,-0.02252349600303925,,,-0.029179081906871664,-0.008700551789644217,0.03543948297307568,,-0.023871431643550545,,
VASP,-0.024472591012485327,-0.019268327474737633,0.04562691065561393,-0.003166336663882592,0.10502743552602756,0.015247077624259852,0.025468151920803192,0.12796679054406948,-0.06950800211564753,-0.010543789703863696,-0.017696598111780065,0.08070839001916408,0.0132543019905365,0.006283848797641533,0.030034152514592564,0.042113973263715694
ADAM15,0.002363263752669875,-0.012481531809201928,0.001650428127119192,-0.014194333708871664,0.025210007071040944,0.01116048882283289,-0.020108616333959856,-0.07861426531044269,-0.028917723909000215,0.04871179746148722,-0.004246818980294435,-0.015070369206452983,0.0018324428460341953,-0.034654743793508754,0.02068346712154314,-0.03732102857785045
WNT2,0.014905824265551103,-0.026676531384569258,,,-0.011948659366013798,,,,0.0472697551942753,,0.07888972859945813,0.042567815220970015,,-0.020469127218540367,-0.034148269690996234,0.053668790016380905
CALCB,-0.02885426471806001,,0.03689441372460438,,-0.019604385357657173,,,,,,0.009297452699945141,-0.0010316883291735697,,-0.0266286663632224,,0.10226541660889743
OLFM2,-0.015349713056993073,-0.04734065332901838,0.017096134857990063,-0.062110497474333795,-0.05581926081070412,-0.011659281616752986,0.009471790265021277,-0.008795589424773731,-0.03485875297018996,0.07046095849603401,-0.08095300823450409,-0.05887962053993137,-0.060166083181059274,-0.03145467999708825,0.020716439580659794,-0.03588039553065275
MFAP2,0.03074757787050038,-0.003967210212256601,-0.0013689029356888627,-0.020670949573165214,0.13537033850354047,0.007910297444397724,0.020789145924156916,0.08417134042396535,-0.00969589804813346,-0.009488779535673706,0.017713113893716985,0.05599697374688941,-0.02463007237488922,0.07234990156165716,0.007944070976893957,0.022246876519988756
HLA-C,0.003239648253142892,-0.027945997193479333,-0.007742297814259172,-0.005949198943026832,0.11150117834093054,-0.0035709078514430236,0.01927504082132936,-0.05213908992106343,-0.045295966579451494,-0.019565452156382973,0.05843343938601475,0.04709109635252798,0.03778041058684286,0.0917531089744842,0.027531424927861724,-0.0091391646364323
THBS1,-0.00489455566408284,0.03223755853039946,0.11796447237690702,0.03821511296218781,0.013328820318662716,-0.02013469160619692,0.004200197113136641,0.03999311114210774,-0.029508493613851987,0.015544004724453867,-0.007714530081906395,-0.03634124120188266,0.038244164766741306,0.05443328263362493,0.008077155645625589,-0.006966016872208004
HSPA4,0.04444178614003968,-0.034276864273963654,-0.021784016607831427,0.011378898132712645,-0.01914313482173479,0.007325163854164837,-0.02588138074058778,0.030882386905535214,0.03100933659465104,0.02828959377197462,0.03253442745306255,-0.01409223041713851,0.06878583239985432,-0.06438527990690117,-0.04121612896687987,-0.007553470477639752
LMAN1,-0.03701662703463653,-0.046860242032998656,0.04020238734302659,-0.01203250373264451,0.06020331351651421,-0.016241248389007854,-0.00709863770618487,0.047577162229850686,-0.05795677468450123,0.07225724469536508,0.022470736863085584,-0.10893755261450541,-0.01138331026517937,0.09212900390557083,0.0052486179074801385,0.012805941061185436
LYPD3,,-0.023264803003880615,0.038910241762295815,-0.01835066247765889,0.056859771379250044,-0.016537013943064217,-0.024140762587640426,0.004875080465080173,-0.053884271741802395,0.0005605225312008734,-0.048093657291225875,0.011439733143486243,,-0.027150988209637454,0.09130913402412912,0.010747349302271648
APOE,0.043721696759973276,-0.024261629396722457,-0.014093497017687766,-0.04404849909583089,0.07743864679319305,0.006374894635007934,-0.034879948522551225,0.03582423793102884,-0.047296973544176585,0.011706435636305535,-0.04811519226235278,0.02861805089958798,-0.06649870994444215,-0.0008520299317163512,0.0038015807852579907,0.030135924170758208
SOSTDC1,0.0007366196011102192,0.11188280769966635,,,0.05260380236747865,-0.008761042745149421,,,,,-0.020709482939475457,-0.04515110250198265,,-0.03712587340014596,-0.005718356471716044,-0.03707871354767573
ANXA1,-0.04241990541041274,0.015478622065892164,0.06460234703886086,-0.008536630932431694,0.06998343238119806,-0.011544885369709485,0.020870353798291507,0.015796535046864877,-0.06999208476727847,0.09488958131302004,0.08400953082916492,-0.031294041542542415,-0.02360173248664958,0.08954028094703567,-0.003682105869857594,0.08072014413365872
WNT2B,0.005791740855397539,0.023818448881460345,-0.02993991533683272,0.027393272947918035,0.020017176258227194,-0.018937625998212852,0.012888768576186562,0.11374806744631624,0.02801387549019708,0.12264075543423741,0.0466541909082838,0.0354906715845523,0.008330899772463648,0.05349361923653689,-0.01461059289148813,-0.002172788965377598
AMH,-0.023426205650696367,-0.016431970149501873,0.031563226343679716,0.018799344115281582,0.05813818337088777,-0.017025642129856914,-0.018788484705739964,,,0.0852971007657533,-0.0776049119633805,-0.021125864382356807,-0.004452753637737454,-0.05533828861496853,0.008335995952588483,0.08833583012999001
