,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.028288006283751367,,,,,,,,
BMP1,-0.05927619350636597,0.05533435106980079,0.030757699132655435,-0.05442516945027215,-0.0013352756619633291,-0.18309262373878943,-0.06696068580856558,0.015088760755991205,-0.06372931361931623,-0.1055625888238,-0.0717019215597026,0.014564606086019026,0.012304278980911774,-0.03704412318720066
NDP,-0.007622369669789443,-0.000599248968907212,-0.013339090485638663,0.07134133401821625,0.06108376819019618,-0.056837750302223794,0.028331463025648648,0.010053292641499479,-0.0774508854969892,0.009828512370359926,0.07683034278344533,-0.0461757791073022,0.0027228895715957807,-0.03863180548581273
TNFSF18,-0.022076429669156596,-0.03035158164777886,,,0.03368571640047823,-0.04200684010215069,-0.03167263018156609,,,,,0.04615665379592159,-0.049353578458127136,
IL36G,,,,,,,,,,-0.022633725160432296,,,,
RTN4,0.12093317087311788,0.060457169080628634,0.008047227632611021,0.18268638985203114,0.09973062775850403,0.20286303521732177,0.13823571990510528,0.06143431960380869,0.2808567112809207,0.20799917175099325,-0.07798208295528995,0.09852641242602923,0.31885018138271976,0.06416871058966106
HEBP1,-0.0168636308800282,0.018999886011445408,-0.080730292400607,-0.02796976883208331,0.000795763489798058,-0.08676012656832235,0.0026119013232565754,-0.04206537993989424,-0.12438696136148393,-0.026940103600961184,-0.059267989229096374,-0.04968885268136538,0.03529669969518285,0.057223846651623146
WNT7B,0.19692428302089632,0.026960185766631235,0.008339613647076922,0.012818020254838478,-0.03774923711515826,0.08883429690555095,-0.039954748468577175,0.015538565525104676,,0.0987593267027254,-0.01851879103081611,-0.04582707281308068,0.07429188447905913,0.007733986703017643
PTMA,0.025268913317348513,0.05618381637779546,0.025990699707531397,-0.11655253795873181,-0.07979836726324563,0.027884564377703282,0.07356884327135559,-0.05340741726045186,-0.3725284221247314,-0.18775690357929928,-0.15815585676163632,-0.06712062525431385,-0.09117108743332908,-0.11832597209209954
CEACAM1,,-0.019317949912559584,-0.041236269484909806,-0.02704964836684932,,-0.04109389228868843,-0.02575289693716359,,,,0.10963721759405166,,,
PDAP1,-0.09300233077632411,0.0223298661071881,-0.0039455922267399995,-0.08339645029770756,-0.02195751520915457,-0.08137919857097041,-0.00019002351959557758,0.06940621990573388,-0.023268573777276307,-0.12800176975545405,-0.07091727123698903,-0.08664300499959267,-0.06943078027064949,-0.04673257106214356
QDPR,0.017037097846798775,0.003399474963510019,-0.007665882780616491,0.14210466671313585,0.10584374500292525,0.13344074441570453,0.06324344410071307,0.0556031092162216,-0.29355112700644487,0.07037315374396412,0.12320850195913934,-0.07717794881907833,0.2638041456452368,-0.024621778113481246
POMC,0.11629033427833944,-0.006081027899328752,0.03116743296849913,0.15176319972922295,0.049633972554626316,0.006758990973087137,0.0822164486412459,0.07449023558444214,-0.08711439441971172,0.05102899762306174,-0.020106773735983817,,0.11202008928660753,0.021096714038651432
CCL18,-0.029606307403693907,-0.024106976253169987,,,,,,,-0.1438185164547228,,-0.01047565466154083,,,
CCL17,,,0.02387790219435224,,,,-0.03221630840895563,-0.029947890678957603,,-0.0035695382149497743,,,,
VEGFD,-0.033357654971690194,0.0777636878456984,0.017867121752461093,-0.025879572056121743,,-0.04738999860658374,0.02822141030351553,0.01539625941308465,0.018633946077824252,0.024960784591955425,,,,
TNFSF13,,0.0007870193541854491,0.019578937622832675,,-0.012499739496538233,,,,,,-0.013802183637609012,,-0.027786061236704858,
