,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
COL4A4,-0.02105285971801424,-0.002349596777471925,0.10137989578686625,-0.03324238734171983,-0.03452944361508991,0.09648408681574934,-0.030830761632069287,,0.004375300680891049,,,-0.03837816951947956,0.08687045579468868,0.02138301543040881,0.015756790804959262,-0.03243204955644724
TAC1,-0.0181784397521022,-0.04223788451454056,-0.04590635000544216,0.05681229692301304,-0.029532772094789207,-0.06821014014892761,-0.08230505692916713,,-0.042728813251293345,,,,,,0.0004503151884707491,0.02934126673107513
RARRES2,-0.078483812843041,-0.0335776525968939,-0.018981251002497757,-0.020871676448472164,0.018394539645841392,0.01450644531798199,-0.0831621185604364,0.059095876209586236,0.06299259686280333,-0.06557680577480966,0.04373984329191634,-0.04697154043109913,0.048550742013248084,0.12132477239448311,0.01223045410534622,0.03672991079419504
FGF7,-0.01958530649024091,,0.03824392440067805,-0.04679889439930107,0.030295534803308696,-0.027070352390328536,-8.270908269784148e-05,-0.015295548163154784,0.024612023438136038,0.06666960467974707,-0.07954434918397657,0.01609062750137477,-0.03117001589198338,0.07054968404527738,-0.04868331645013864,0.04920021987125172
EFNA2,,,,,,,,,,,,,,-0.02114793477683642,,
HBEGF,-0.026696449964231674,0.08885815130775068,-0.0002766713149531147,0.038541887386229,0.025070808138707146,0.06041212683773174,0.07210365552831677,0.01731356265827888,0.00182877257492977,0.025467236289031057,-0.07643365871909452,0.051257831754837564,-0.015119632583427507,0.01627421686097729,-0.004042893700947283,0.02984121458042845
CSF3,,,,0.06428281706962038,0.07437145785495743,0.04699213636892419,,0.13652933436160491,,,,,-0.0346076513668209,0.05104505710315733,-0.022748421436162857,0.05616993559069656
PI3,,0.0038827378322296665,,-0.023003538101897817,-0.019106685304829275,-0.04336999824414547,,,,,-0.06714763595154304,,0.05215628857063289,0.018482193517986033,0.04547351707257959,0.048382437149933094
PCSK1N,-0.08514696621152655,-0.03529674216744382,0.00888828220410622,0.0682018863885539,-0.0217738058952271,0.002362675363343375,0.03229436616792618,-0.04751447356164919,-0.03310463980096329,0.06436337655719242,-0.008124971837170753,0.013706523832943468,-0.02511625525731759,-0.10545484567906768,0.006102952314932213,0.05273616736892719
NTS,,,,,,0.013737294610281829,0.003913795172546938,,,,,,-0.05210142455375705,-0.009879383012721335,-0.015631664198613927,
SFRP1,-0.026450089022823836,0.010149003499702184,0.010660868909275178,,0.05469533727332258,-0.016129125284815526,0.04022081409012755,0.02289656371074226,0.04717559812916265,0.017049693541161422,0.07944576755958792,0.02824020793449607,0.01912041292117119,-0.02751478190269341,-0.008794932994367824,0.007005704220908476
CXCL13,,,0.09734646698517611,-0.030606244060027987,,0.007142525427799973,,-0.014229650586499817,,,,,0.020534730169707603,0.004667093960659734,-0.03710740921491758,0.025391246982006056
MICA,0.006025855218471779,0.0352646376817767,-0.0394367526204876,-0.02718780147432842,0.012809516899574772,-0.05685142709827504,0.01995919640547014,0.0072616731503931,0.02673673745788523,0.03233710001985923,0.05365608937630336,0.09288791453854728,-0.004286916829597576,0.06150989495143208,0.006448671645042993,-0.0214897683745829
TG,0.09145188957595117,-0.0019418100748549401,0.053245023393886426,,0.0136521040112826,0.0379145032900817,0.03994691118047222,0.026303813038983475,0.06913991392010914,-0.031407871400799856,-0.03157536768129591,0.005226294614055833,-0.02967546345098754,0.1471253330116503,-0.018722300407418534,-0.03049440210235495
ADA,-0.022351364763923888,-0.016528788658078455,0.0017559270612435638,0.037645911124414365,0.012547407745855417,-0.0007589460891941384,-0.03338619437957314,0.028590682981395308,0.07034861902403888,0.041683246526670735,0.07987050174464708,0.07716609115533354,-0.008323420726473945,-0.06131678647034472,0.035357531374524284,-0.060209645960734484
LAMC3,0.014456946384265342,0.031901872446421356,-0.031969933370061605,0.04864645280881094,0.016788559760747373,-0.02533380358384531,0.001918838060169321,-0.008685447704708322,-0.025719271465129426,-0.009791309145891058,0.04842581865485155,0.09673912261123468,-0.0027253086373383285,-0.052133672923736905,0.05937642080825554,-0.07109017064985271
CCL7,,0.07611676720424324,,,0.06185789966701616,-0.02119205716288663,,,,,,,0.006811461056584322,,,-0.024106420119967734
NGF,,0.05881569740429477,,,0.12741132923578677,-0.02262031532395891,,-0.02539312201739602,,,,-0.05860800537593995,-0.004968454326154163,-0.020863670954457285,0.009756555353606393,-0.03866254516468768
TNFSF15,,,,,-0.011037226892653872,-0.01569052720979577,,0.059692329695606255,,-0.028950106757371297,,-0.03755078263043497,-0.032631999006553294,,0.09117412208457548,-0.007760430415235917
HMGB1,-0.030152398476206925,-0.08501072835537715,-0.06776831867836812,0.05326406512133005,-0.04432008237974214,-0.026118160180844507,-0.023526120736519957,0.02679063476680154,-0.025038529266897477,0.018434083923311972,0.05354041987965763,-0.014945279344938348,0.01482412390968201,-0.08415042318026449,0.0009812843209325319,-0.03791098010327524
ITGB3BP,0.023667718805649048,0.030055777463195724,0.0057223052396567975,0.02740394086864566,0.05084956611804143,-0.03225341695214893,0.04025024612910168,0.054776336872681,0.03749583600728286,0.031115089541539208,0.027595892032366214,0.035551366647024234,0.043803097204681916,0.021202035008978378,0.00888046627563493,-0.09047569526263417
AANAT,,-0.036065101573335506,,,-0.007768474759823253,-0.01413810339985865,0.026997694401888834,,0.08124592106933796,,-0.057127286324109676,,-0.029364890386843073,0.13172121464697326,,-0.020830458154724764
RELN,-0.017453374929671268,0.008359888826375665,-0.042188778842644985,0.012666167068221719,-0.012816136316328068,-0.04256234635620615,-0.02310620439446786,,-0.025147587061073094,,,-0.04542412818817445,,,0.13220855439854315,-0.03303243714970692
IL15,-0.011256655281051648,0.009016109131527547,-0.02290386627885976,,0.04263909673652326,-0.04423190715960343,-0.038883031073294945,0.04202142492787362,-0.02106721437283547,-0.01493837963764109,0.0163450245586426,-0.05598571288414053,0.02280365820798313,-0.033532771081287646,0.008462079851886241,-0.040997593917480146
UTS2,,,,,,,,,,0.07282056969251269,-0.03286057773177448,,-0.008027440794357014,,,
BSG,-0.02193835691236795,-0.03667105800832296,-0.0035043248771437227,0.0031819004918462344,0.010291283423668517,0.04160128413313055,0.07406543517234287,0.01676401746596977,0.08777005051058916,0.021545250217450025,-0.13907708972248203,-0.031196588975777775,0.09040913185068547,0.10044865398678597,0.038848406892728435,-0.04245050833063274
ADAMTS3,-0.03789604923971481,0.011467802469865158,-0.010235960063574584,,-0.012566676094336007,-0.051568043193707926,0.04708071156082408,0.0020136064765650563,0.045986289779379526,0.028898223561759567,0.03886572338367816,,-0.037083892869679586,-0.0641632736723726,-0.02621377682102506,-0.036170463617440855
CD34,-0.04383656111352014,0.05050340809374402,0.019703725436463482,0.013675887889398792,-0.033266312427844516,0.024153352351020826,0.032126405241605996,0.06451424318341124,-0.005044902679387688,0.051155689781799366,0.06176914826625441,0.02975315439014252,0.0611611217539761,0.12980633008635975,0.11348028671261014,-0.0838510077147993
CCL23,,,,,,,,,,0.08791693322004848,,,,,,
PLAT,-0.014858042724059719,0.04003289294961544,0.0047211366191452254,0.0882689966333645,-0.09012483248197067,-0.0257694358060634,0.058192486288679464,0.08041888185813434,0.03032103181487413,0.10375687949315071,0.031140858904644807,0.11647046688697227,-0.021372286700840074,-0.06602799788877028,0.007547087179799826,-0.05011928161775128
NTF3,,,,,,,,-0.010146722092714536,,,,,0.06319026196449351,-0.026231362796717023,-0.036740134923482416,
LTA,,,-0.013221175452169122,,-0.026874081907208858,,-0.025767977121777245,,0.0452450315501011,,,,,,,
CKLF,0.01642861032880704,0.004270010827258337,0.010844553334325548,-0.05523845470437415,-0.009146671198879032,0.00895469767961769,-0.028314209364781028,0.01910506455596102,0.06433716368251514,0.027205916880801616,0.03136992141029583,0.04053394195188504,0.026146332368923834,-0.01404708358279523,-0.004340472928907757,0.009524138066176479
APELA,,,,,,,,0.08423192549736816,,,,,,,,
CD24,0.007677393892848014,0.028984487700022873,-0.012112457273369372,0.10171726155525994,0.0051090764395919485,0.00728462291107324,-0.04379078922482126,-0.0644327696740166,0.07669769154313556,-0.0024134243966285446,0.11010092099555634,-0.02175121872901172,6.83929920673876e-05,-0.012986265119330447,-0.03767828801861753,0.04305412895659066
HSP90AA1,0.04789388454684209,0.01266714516863949,-0.021844582692511324,-0.0009453286168590953,-0.011294154247440256,-0.05354388290102984,-0.02260449294313606,-0.03764828973121349,-0.028094107772714587,0.02904343393355688,-0.08071525338766378,-0.06593360258457785,-0.09650265541955047,-0.06776793458616666,-0.052991610166421885,0.14280276174727627
BMP4,-0.021666444124238227,0.024755898545671593,-0.014015221004679545,-0.06347498998695014,-0.004687604759876961,0.001157306410710635,-0.057103231669144015,0.030999170107381086,0.11173097506238892,0.08844586012502112,0.11603806109987362,0.025599864011287433,0.0364287216269589,-0.02952486239430724,0.046493715254747894,0.0024048620350687086
SCGB3A1,,0.030186814957131086,,-0.04505470693910084,,-0.016836735805988816,,-0.040818570803532996,0.007889435818081436,-0.033712108256887474,0.16292597240097265,0.018658476808585886,0.08309386342233635,0.10284539996992831,0.03392103048784152,-0.028414759117234584
IGFBP4,-0.022209499493240557,0.06268712822135233,0.053866438848825325,-0.03381590425930342,0.0017152431490518806,-0.00894504202206703,0.07905776221980138,-0.003580058794734421,0.05425742708238543,0.09915602607981715,0.004566028463914697,0.058615073740249254,0.01694798430185298,-0.06277834780065426,0.06221674448114063,-0.0826355051898097
RSPO4,,,-0.006014832235579642,,-0.041135490708942755,-0.019432330018443997,0.018078393444846855,,0.11567341924429064,,,0.012457727515546406,,,-0.019756569106583882,-0.02626638261985375
LEFTY2,-0.020844699536312013,0.08135773496247439,-0.013383551602387888,0.07777777751766296,-0.01267925978713913,-0.03016198004227135,-0.016653645923645165,-0.022045041037305743,-0.013103228298583253,-0.06279944258735254,0.12261487310599233,,0.0015924901658306036,-0.024316325404095035,-0.01264952263725359,0.009308377913485967
PF4,,0.02763542731619608,-0.012026456019435494,,-0.0022737852433451014,,,,,,,,,0.02278189818528132,,0.07917674929167783
ANGPTL2,0.02198284973750738,0.06479653655498666,0.03860151317703115,0.11984304034949421,-0.010769913464900081,0.04091768382855279,-0.020266051942564707,-0.09583020863468998,0.06957030970562404,0.07255909391898742,0.000605191257550456,0.1403025935845643,0.037469397653550354,-0.04448035773681058,0.04687345321380035,-0.06704462689017587
LRIG2,-0.0424404591976895,0.062402124978337345,0.004815788640261389,0.1053620785633604,0.04504404197035187,-0.003179737110923236,-0.006899779131366757,-0.05791328000279166,0.03833819794968793,-0.013003254992844814,-0.0017117454052794653,0.01479696363329577,0.032665169201840136,-0.037424897260722165,0.01688823046406072,0.0508103314191997
ICOSLG,-0.005429645941860376,-0.013185775790430513,0.022672115909318637,-0.005309461650450153,0.011725358064602133,0.021992650750471028,-0.015539107611583693,0.017306999467380624,0.039036170972189185,-0.041717508096000576,-0.029608224586610245,0.06586725004328758,0.06621651665942191,0.0962826909453255,0.03313822329877703,0.06714058764764316
WIF1,,-0.046397953396225176,,-0.06570637681631382,,-0.060410456307573156,-0.02312692778346431,,-0.028546710982613542,,,,,,-0.01836564464351092,0.044576198770619156
NPPC,0.008255214587666392,-0.04901905380193197,,-0.005887138560595947,0.034796865052183865,-0.022399690871882004,-0.0015527533597893231,,0.06620358369969981,-0.024136033763851775,0.02011124899279397,-0.07143431327815723,-0.02240949607080292,0.007735636195421638,0.03819835426252564,0.06138788969248848
LYZ,0.045758756827244965,0.10234307478816493,-0.018832421652433012,0.021479373968172635,0.015001526777260773,-0.026225623228760105,-0.0037046854798892283,0.048973843592774825,-0.02677839007198331,0.06217852516177624,0.03180194079541315,0.034061740601670845,-0.0010536947831843596,0.04957644782002121,-0.0072839663374065595,-0.02043183323367468
EREG,,,,0.002487290323802268,,-0.027345899035053668,,0.050261044077618895,,,,,0.011438066041853472,0.09069209272251258,-0.02460713991939781,-0.023689006561419503
SPTAN1,-0.041562078531980275,-0.038126154353386704,0.005381277728771264,0.13258372661386403,-0.04182500023525126,-0.00021296162164049031,-0.05146138884040862,0.021139939788244314,0.01820063742424246,-0.02236725043331863,-0.01969541993365231,0.026465072148256625,-0.0030592640627545974,-0.05705664640296814,-0.02197364722362589,-0.028240340386178536
PTH2,,,,,,,,,,,,,,,-0.018907883356744544,
LIPC,0.026338129373394064,-0.03156899943662557,-0.018100459058062242,,0.019749237469021127,-0.01881369383639949,0.010600291731977154,0.014415373510861376,0.09362268656083733,-0.025593793142687032,-0.04256555124108463,0.08522082788760751,,,,0.06251745879497342
COL8A1,-0.0074227747975228455,0.07568290738577181,0.0038527192935573634,-0.04225088918108005,-0.02081590834192962,0.042056941135182865,0.049475602835803524,0.05748146539163782,0.05114083982180069,-0.006033121835863983,-0.012264611552410319,0.04243700956819474,-0.00036880480004840017,0.07074049210613127,0.015575214900589591,-0.020972775790116974
GSTM2,-0.03254772675551766,0.053554957935812615,0.08868206925416988,-0.006600001478029339,-0.030002699128905148,0.012569681359914403,0.04513669142325456,0.03144672541203068,0.01373289495171101,0.014322511986903026,-0.005979937452741416,0.03178966365641371,0.021189271135357377,-0.059919872615768796,-0.013901254287360453,-0.04932227341661715
IL4,,,,,,,,,,,-0.014503582801823145,,,,,
SPX,-0.002752248161884746,-0.024775693296657367,0.03670915967011796,,-0.00718980839093901,-0.01689881693581489,-0.05459624598323135,,-0.044723125699417395,-0.03199694270501619,,,0.03302933602867438,0.02650090850157199,-0.005246231599007862,0.049365741583514894
MFGE8,0.0010294485764202734,0.0689809400413534,0.03288592984784661,-0.06922856078812074,0.0072068567707023355,0.003764312587229634,0.019260704004661983,0.06513879246623913,0.04969543674075557,0.12361372878404081,0.07995087605194819,0.13693876191440513,0.042022637494571385,0.01995692028724088,0.04686358289809983,-0.006744923134751056
TGFA,-0.021452012098868788,-0.002381357473175944,0.017408482736581115,0.038461005090479145,0.033790746520397985,0.028619718164953796,0.0539628028149487,0.011454941697255737,0.027788446906143637,-0.06125998193268506,-0.005833444097715076,0.00016067438704733475,0.04773854755564965,0.03962388746407417,0.021679299567900524,-0.08208061379592825
SLIT2,-0.021666440657282248,0.007406721905363328,0.01108857460669677,-0.03348782031375229,-0.004004968971145688,0.03196782965761405,0.004414714057358716,-0.013368970252939717,0.009346497994172129,0.028053085138058563,0.008737944436211852,0.08074180307657843,0.08620017874299321,0.07758901863582325,0.015486306867534374,-0.012626239614148967
PLTP,-0.05271102077941266,0.011957184302267082,-0.019494174496533446,0.033252129028830166,-0.03301203063918017,0.03818834311826208,-0.040987807721463786,0.015020861951221078,0.07899032210551872,0.07180557704748096,0.008620431583190485,-0.07237524423037602,0.06839261653412902,-0.05157078379368493,0.06075718498208549,-0.004515363461331442
APOD,0.046783460042756714,-0.004731336989086027,0.02919210768540287,0.05987279918976467,-0.06295198505047003,0.04382297240414092,-0.07494117061925375,0.03859516702878011,-0.01592166606133379,-0.017613755839042896,0.009621582281119371,0.0037494498811159464,0.06575041531176326,-0.05996335974929993,0.042786576959211314,-0.02473149881814798
B2M,0.0073926674742333534,0.1103406161067928,0.01779879782159447,0.04886425911845707,0.08161500972547331,-0.03442563476285682,-0.007454784361526761,0.09411829694535166,0.05493746558720147,0.021958266604139055,0.02916764733524913,0.1553254442202724,0.1447510319247278,-0.00779498250713391,0.05418094942398884,-0.02834251562774426
OMG,-0.018108294719818195,-0.03156373527850767,0.015182315626653772,0.08352896087092822,-0.06811859996622457,-0.029098887091173194,-0.04785379788363782,-0.01632549767788842,-0.05480343903414373,0.013289337839290611,0.06722749161224365,-0.04738173689940698,0.07208483491883381,0.0061827518818357435,-0.06049987633143087,0.010871003846304907
CXCL3,-0.016953930882370325,-0.026591696278559694,0.002182025695754246,-0.021584026278606994,0.06531304943668921,0.01915410606263217,0.0301453474135,0.056374528738367256,0.07564319170060602,-0.024874603219747292,0.10065320224229907,,0.020262331552700578,0.043938528209571434,0.003448514895270799,0.06723699481718567
CXCL10,-0.053341734016176624,-0.012446657163417864,0.04397644356052329,,0.06976946928106775,0.10027364568853007,-0.003029474856307257,0.10019504111380444,-0.024110479715095876,0.135636473115796,0.016421021641535683,-0.034997668036835974,-0.021601515258213508,-0.00933777613490086,0.014707558248973606,0.07874415346598566
RSPO3,,0.06389128468627496,,0.04402258855523777,-0.007667496837099425,-0.01881368223683434,-0.03895930814700553,,-0.01585466829568052,,,,-0.0320763867270409,0.05019096921575599,0.06454688290247582,0.03445878033235654
CORT,-0.02105285937913249,0.06236418699847283,0.008261405630520986,0.02179589524505431,0.002905689270453083,-0.02283324398202133,-0.05860965001151406,,0.08701021673160671,,,,-0.038167590113693646,-2.428122354927639e-05,0.0032155014257547244,
NCAN,0.042870094920074396,-0.0030325868534379617,-0.02638828872547334,-0.017501866339026943,-0.05584337798638301,0.014629238752150659,0.027620303972779002,,0.052669529681760904,0.05869748020383304,0.025578987454811082,0.036516247682411254,0.025700301422431536,-0.050847850828340604,-0.015521859513303126,-0.07753740150636938
PRG4,,-3.918235694083748e-05,,0.011062733060120305,-0.020967964438499583,-0.013470528936984796,0.039044973894219986,,-0.018536728111001405,,,,0.07501437566633119,0.1245904713845394,0.05561304079168476,-0.028638910533179792
ZG16B,,0.08144420605751203,0.12038678244860121,,-0.011629791224266037,,-0.020474997001102543,0.04921262384367642,,,,,,,,-0.01755339031030168
TGM2,-0.02771702386093673,0.05958453664304907,-0.014826766868545735,-0.02533306758092796,0.015571034343962783,0.017062780603299705,0.008220271767569667,-0.041203428124272086,0.003102876880240619,0.02764059219111313,0.020591663381461667,0.09045020010586312,0.022297497553949087,0.03130205314145181,0.013639827538808352,-0.005933028508326747
VEGFC,0.0009930712965082144,-0.004281924048767713,-0.018582457871372166,0.0077579102879694155,0.040251924273852845,0.10777419713509435,-0.002409980157680664,0.033407760409382856,-0.01891746990872599,0.07320080813112036,0.006629428919745638,0.1507937399193879,0.030176224820340915,-0.019575265205674836,0.05801557722608941,0.014425164414179204
WNT6,,0.08090435167075657,-0.013383551953632552,-0.017664976524405147,0.06061233939879749,0.06213192969810497,0.07571493121122584,0.06414664745158272,-0.016510212462250432,,0.12181888744877227,,-0.03225034780748557,-0.015544979273454747,0.017122246705412014,0.17930891572592672
NRG4,,-0.022895043379413508,,0.035577133383432435,-0.0014096643922377767,0.00032731836097202603,0.0048053050407165,,0.06946089951238199,,,-0.03837812718496464,,,-0.026089062103036183,-0.027276647581301626
PMCH,,-0.00024996895733240653,,,0.027055358449415163,,-0.01141577389256455,,,,,,0.01830768205951145,0.000999840268484552,0.08301164505884226,-0.03493167281085676
COL9A1,-0.004608644375132367,-0.036814293596102624,-0.023543808692572374,0.1156625500013609,0.06274713715769129,-0.04697595879008715,-0.0033674788577307577,,0.014585580851500263,0.07260655773774154,-0.0762379994453509,0.10531744820454775,0.007654060801560959,-0.006831766267175306,-0.010370825007793781,-0.03261615940410261
GDF11,-0.05102791775170435,0.024252445195804325,0.01177912447325744,0.08609115506567513,0.003713928645888441,0.034055295549241985,-0.013852885871607446,-0.033164440790212774,0.06889794354168786,0.12564947159954548,-0.08223651164004604,0.0869052533039483,-0.0005312445985911346,-0.08961749100584311,0.016049880080667732,-0.0721808281425329
IL24,,,,,,,,-0.018338639393544267,,,,,-0.02536640483857436,-0.019074485570906848,,0.004865130442151184
SORBS1,-0.020701069179605302,0.03835065329497782,0.018703660445858278,0.11773634721220622,-0.10166538363582454,-0.036500513309627204,-0.0101015733089666,-0.020627760378365216,0.02171894137429531,-0.09567319179939024,0.02461832860086601,-0.013375111375747043,-0.009549759290806861,0.024843407585993443,0.026252479648905966,-0.03305050776795175
DLL1,-0.013083056334084459,0.025750047990622603,-0.03329341006510691,0.026638518297691652,-0.09601642640845498,0.032627954123788515,-0.023053927445724934,0.05476913403295346,-0.004353893199232675,-0.0397116094845865,0.07889327791328649,0.06753890296826424,0.031402202145119754,0.034070601564937936,-0.02042272322853042,-0.05279281885878692
TLN1,0.0086142483048889,0.09707819705293416,-0.024792579188882766,-0.019993589306359295,-0.06763280222451765,-0.0176720158644512,0.01185194698627619,0.09819280346592683,0.0028271927949548715,0.07807539315019368,-0.044454143053240774,0.05359016648858045,0.060646796866423144,0.022108694344032252,0.011473170335442406,-0.0056554394310957545
COL2A1,-0.019774019034985768,-0.024979494692183364,,,,-0.012031225844137197,,,-0.015402909275920383,,,,-0.005215053644413686,-0.04971394442580642,-0.0085099427391414,-0.02457479541076386
SHH,,,,,-0.021789157699193085,-0.01801218883544582,0.03614248229194821,,-0.014700424116824862,0.14854029050175888,-0.027906714932510512,,-0.031854130631892255,0.0835907866908931,-0.036888715105369854,-0.029580176906148663
PON2,-0.05855726031531834,0.009609621676794718,0.015607724757570657,0.08462104579564189,-0.0727428854781062,0.0356696814840783,0.016271011315226337,0.030027474981680676,0.02832770319707726,0.01883615109536136,0.09014261005242742,-0.022212709689918703,0.05726061915135172,0.013667604240934158,0.008053562533989679,-0.06454062074816251
ICAM5,,-0.056294141484194836,0.02152544243038895,-0.04505471012761782,-0.03395994878536806,-0.03190674253140357,-0.009861435023845306,-0.017359775431225476,-0.005194986193591271,,,,-0.006319166874122297,-0.005905339173324215,-8.440051359865436e-05,0.05098821880636983
HPX,-0.02246095445470686,-0.0041121867769587095,,0.033419697239850624,0.010054237641810173,0.0025457426728746854,0.02208673100500213,0.04615468897226117,0.03571939692416422,-0.024874590205889488,0.038966423001725564,-0.010520790533194614,0.015035197922450906,0.05112394505806148,-0.023127402208257698,-0.007595905617592565
SFRP2,,-0.02209450819896591,,,-0.024815489331404775,,-0.025019072121646967,0.1307870619355527,-0.02883847007994635,-0.023276838901703775,-0.04068862855966361,,0.0654126273259926,-0.009262298893991987,0.04130317943700554,-0.04683961164153466
CFC1,,,,,,,-0.014836221665835295,,,,,,,,,-0.024135541332643836
CD70,,0.02135526802609041,,,0.03828218443314718,,0.05417169161734877,0.08499812263314284,,,,0.027338862261461417,0.022266147589214875,0.07237030575227568,0.002820463462844891,0.04353582272651512
HP,0.05185579957506081,-0.013942543543366928,,0.03549487222785705,0.026242633574538328,-0.03831117111325159,-0.018241790666196404,,0.0791667130440769,-0.020725769862737744,-0.051803715452749026,0.11835104157997806,0.08181681229119904,-0.023831218732121896,-0.040753380778572774,0.004873010824785609
