,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.01983926187052763,
BMP1,0.07848547598317246,-0.06956856820164659,0.06195888809724349,-0.047899177041921315,-0.019463702447967354,0.0406493688696636,0.013183377752060355,-0.06768981839307861,0.05532972974241708,0.08808450785377701,-0.027260074995535188,-0.0960799446798227,0.09232383588577514,0.0058570748639971745,0.03441614887821396,-0.025801022934731372,4.683246780741354e-05
NDP,0.028765019858706053,-0.010592131263839871,-0.019764464480024353,-0.0917343894902137,-0.05877800422605382,0.026934626044090883,-0.054016577645946334,-0.033280369661814094,-0.027083659153454353,0.01029056337235418,0.024761484470784193,0.1022537249483154,0.04309736104542518,-0.015800784807022523,-0.028194688475951735,-0.013379931419069888,-0.07341998552579873
TNFSF18,0.014248054226297293,-0.029448339547305205,,,,-0.01583009322864653,-0.01796889873957333,,,0.03200706104567979,,-0.046026216382423116,,,,-0.00964361177073907,0.17340404215877442
IL36G,,,,,,,,,0.07801918549963041,,,,,,,,
RTN4,-0.07566911095044515,-0.004843226337250406,-0.06798165341642659,-0.00695001045777502,-0.03477698074126539,-0.10639881998707924,-0.06494296365795575,0.013488654766667963,-0.06933893288474142,-0.06300950211783292,-0.023206289833240423,-0.15746470306472998,-0.11112338174506188,-0.06192691284458074,-0.014396442877931155,0.04144899305344337,0.024342622147664035
HEBP1,0.009593935795435295,-0.037033723775103125,0.05636022198386789,0.05426485043605969,0.015885626002021806,0.060710776585590945,-0.010553005816743769,0.0629901219866308,0.004753285015199866,0.023390641101044662,0.05644136865153718,-0.16256744325130948,-0.006919442718685457,-0.0010396166602880228,-0.01218735623716451,0.009455528811711364,-0.013761463065387556
WNT7B,-0.07610466625002917,0.0463562813062537,0.009336092078968135,0.006089752012106804,-0.015515470890924307,0.05212486781800884,0.06817270538528027,-0.016319042424273837,-0.016173009584151098,-0.037055450498240494,0.020002937807223724,,0.012561462286893964,0.010881492342915538,0.01588096711665685,0.08235144600084107,0.16047267618442515
PTMA,0.0339978386233464,-0.022754752845565968,-0.16430559782887436,0.09143562549895308,-0.010624091043879668,0.16828092235337744,-0.009258442600407993,-0.03714863035997102,0.08971734293556623,0.04018567913297733,-0.08727808807200152,-0.045399536406861535,-0.015955720036792635,0.07719972596918165,0.019028679734744442,-0.03230763107498734,0.015959707481969072
FASLG,,,,,,,,,,,,,,,,0.09302849393014503,
CEACAM1,,-0.018743061069587473,,-0.005218500441214166,-0.02776327150894028,,-0.02826079691405414,,,,0.0959183719267562,0.02508913575956002,-0.04895518974681625,-0.007277108305945659,-0.027141620337332764,-0.03961455231977395,
PDAP1,0.05026751788041325,-0.05197326554951701,-0.009325835581412822,0.029664615659152203,-0.04625869176267099,0.09842732458587708,-0.03212784696445732,-0.00286442666677694,0.005430421079098281,0.09769905061127228,-0.010792339397563251,-0.01991078855348123,-0.08293208604218842,0.025723264199556763,-0.0007359017819304516,0.057564217084083505,0.10019287305989669
QDPR,-0.03922616746060235,0.025107533618112625,0.003993881029003576,-0.03320699030923549,-0.1033243705808585,-0.050626454367897186,-0.04726511320603816,-0.010295510889557876,-0.07894004379173936,-0.0287494965419183,0.04567037944479672,0.015335718516961522,-0.06781090161330702,-0.024549930154115725,-0.08990605188921241,0.04158262809950774,-0.13025149296554037
POMC,-0.03201392342576527,0.011173109043244395,,-0.021429501424821758,-0.0006456576242423642,-0.041762978715196665,-0.0077580849242285515,-0.026341193752310175,0.010555996472135096,0.12013927434006241,0.06325901436883631,-0.0728191761555314,-0.004518434403013081,-0.03800540878180205,-0.044400125395780074,-0.07641607740395663,0.050244036810333306
CCL18,-0.016144044278873903,0.09487773081314525,,,,,,0.011598336626472005,,,-0.04460004697938564,,0.009880694541423606,0.16339398553211557,0.009896878043198925,,
CCL17,,,,-0.023611494970342674,,,-0.022410715165374413,,-0.013442178627144061,,,,-0.04125546447156342,0.10251826111266384,,0.12144526210193578,
VEGFD,-0.07230572849308482,-0.023389576722237602,,0.00721783697069627,-0.03637772066586578,,-0.0238767214843385,-0.01779717530106843,-0.014406399183835702,,-0.05358833764379164,-0.0439984769959464,,0.06746488477159178,,,
