,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.024678233551449307,,,,,,,,-0.02224509018135069,,,-0.019995967822216625,,
BMP1,-0.011201129089236133,0.012134999343788661,0.005924127868526845,-0.06246294716356727,-0.014680996993496303,-0.1336023007475049,-0.021159240083875874,-0.034797589864822315,-0.06597023239347256,0.05488546607963415,-0.1319108872928176,-0.2261055192776175,-0.09529384796444015,-0.042891095339977515,-0.1918461232467537,-0.022724906208336632,0.1841661707664913,-0.006339288208031558,0.07477378053502992
NDP,-0.09443214887234688,0.021488663667839462,0.06487171468832904,0.10681041728462877,0.0010526534864168321,0.00750684223472144,0.03434707885901374,0.023369216359278765,-0.02643965727560514,0.06970853389563546,-0.01716865581948958,-0.05974223604660843,0.05479994366852622,-0.05238334210520974,0.05868343781216961,0.11999405851620092,-0.06674080382613354,0.018791741378824226,-0.03168366550313072
TNFSF18,-0.03492905295746582,-0.014138422686026027,-0.026357043474553535,,-0.020260018999798977,0.02511099293381135,-0.0207856934659758,,,,,,,-0.02294096885512694,,0.017058959396667843,0.04998432448752108,-0.014057439380580515,
IL36G,,,,,,,,,,,-0.020540510866325953,,,,,,,,
RTN4,0.24666762304396317,0.06621884557876759,0.007470697274588972,0.15142407147918704,0.22073198775271805,0.2284584886868234,0.12438126027884203,0.05531282504301005,0.2574592361622533,-0.04683992908415758,0.1825604772648068,0.15965412786245312,0.07306545678494229,0.0605544510119041,0.3770068557722443,-0.06310140433482961,-0.04312752920106795,0.18148783839623442,-0.017717143449016835
HEBP1,-0.031505613675317325,0.04260637062181513,0.05443701531710564,-0.01280605377038549,-0.13400784553391137,-0.022987024552341237,0.04479833225781744,0.006586075313398397,-0.1843000729912935,0.02438330472541635,0.0023494098681639372,0.08035138123133133,0.04525604925369543,-0.06910013691007533,0.056160103647288157,-0.015405682589536894,0.037059531681227706,-0.03427124249625862,-0.1560911128045907
WNT7B,0.2503629522167759,0.03829652793798987,-0.014250154566871998,0.058691065113407,0.08439136599826427,0.09587655365837103,-0.01054849838931276,0.023179314154141695,,0.02675566375816403,-0.022576388559310597,-0.01291228163704849,0.02856243466463876,0.04371330935764742,0.07544170865300474,0.17583048348921101,0.028723109257646734,0.005962454062591737,-0.034579896396226086
PTMA,0.07660962331459024,-0.0034232277982853177,0.07655204198907357,-0.09652421168717566,-0.16048702799031248,-0.003429590016246769,0.03249826788083356,-0.10604678615733332,-0.3239235783172123,0.12388839522441188,-0.2000489380699895,0.008799595917191623,0.03562057089260624,0.015500254563755197,0.074911854294806,-0.019724953355654412,0.1550826491983058,0.00656666063660534,-0.15700977646871148
FASLG,,,,,,,,,,,,,,,,,-0.01734249607048548,,
CEACAM1,,0.00974466070417304,-0.020160208858880094,0.07955501385856148,,-0.048224622502421384,0.0024568301414681693,,,,,0.06249967005803279,0.04358308662075172,-0.03296377717525179,-0.015112413912147833,,0.0470830297913022,,
PDAP1,-0.06415530252851182,0.03347487768641735,0.06370141358360498,-0.07780811676341505,-0.025150969683304904,-0.1339780716672581,0.027630654459060187,0.024246506425510555,0.026320448398919765,0.03325294141550079,-0.09225065839578862,0.0330701599042162,-0.07019840920041762,-0.03922823687243021,0.0745962749848973,-0.08011500026238781,-0.0745768629065456,-0.030076028223626004,-0.07355791029897711
QDPR,0.13578179935261733,-0.001494154447852842,-0.06765399912016483,0.12935842267977476,0.03340455598216493,0.027360419787954882,0.05655983819638647,0.02722341159923778,-0.28264522730454067,-0.027332876853429288,0.04383034887043163,0.05148205454305162,0.14179939199437705,0.015101431768220297,-0.02895304379623594,-0.032706040418714506,-0.08684605048055197,0.05919632064147355,-0.13033495393038697
POMC,0.06830050774824976,-0.009863019247235436,-0.008797879199655132,0.0015108721838887442,0.10747876807552542,0.05386694382975904,-0.024118075003997375,0.01059966466124459,-0.031111525951154646,-0.00893118596133498,-0.001685312379026803,0.010234736413842236,0.005385000256002185,-0.03954670974987998,-0.0165308674308562,,0.030207619967973637,0.01142695683666115,-0.0162804134606479
CCL18,-0.04684273203032582,-0.027432422871982647,,,,,,,-0.12008366584926185,0.09285479466205172,,-0.06640989360062652,-0.042684037492824865,,-0.08345431705337622,,,,
CCL17,,,,,,,0.0398522461525272,-0.031249169849539023,,,-0.018764339821294534,-0.09168064594596757,-0.05266257613528533,0.0063057971570493546,,,-0.015719024785345297,,
VEGFD,-0.040823921955841475,-0.027432431583061766,0.005363291928498407,0.10327058754262965,,-0.041342660980950525,-0.02761962326900636,0.0261236019306239,-0.011575845356269661,-0.016577337112962925,-0.020110324180697723,,0.01472470556154829,0.0021118373417818295,,,,,
TNFSF13,,-0.02070139317414422,,,0.1079965670467209,,,,,,,0.06516704681934857,0.05172910781515003,0.01747552411906887,0.020627022465242853,,0.13588414913365174,-0.013714126900173736,
WNT5A,-0.061289674015692276,0.016229104006446997,0.0308695240679863,-0.09618478173870905,-0.11915642230993699,-0.12574793655135078,0.0032617859884157,-0.013399114437353392,-0.021634934803469945,0.052911470885919486,0.011137839429893758,-0.003668941349714259,-0.008307801303170078,0.043278386498730996,-0.04738493992940698,0.00820919553230526,0.051187098510428596,-0.032481536584385094,-0.033876828014640974
CXCL8,-0.08479877844344277,-0.018034008824044257,0.020187538476327007,-0.04270451257593883,-0.037674076156703054,-0.0771026664373781,-0.08596800693880309,-0.0332786145594196,-0.0892848603437575,-0.04237024659059585,-0.06046404987663283,-0.23054021711523412,-0.2950617909373098,0.15011112646548075,-0.16255547858950212,-0.038090930717247715,0.009569646588710446,-0.0948948220904494,0.11938480490790569
GRN,-0.11653797103743295,0.024642266220736682,-0.005118121504252514,-0.051875710038068276,-0.12180967301939086,-0.14268401506198683,-0.00991793769669243,-0.03569938110611771,-0.17741610792458626,0.058752904501824604,0.0507735323104961,-0.06876192427929688,-0.04484225940768123,-0.01574466812499981,-0.29767772391870106,-0.03402490940498088,0.10863343973009819,0.08934509223976841,0.09238044808717193
MIA,0.032635300769021776,0.06886342828728394,0.024970432841531758,-0.04041269796341967,0.05140045642052302,-0.03814438074430494,-0.033409775111663244,-0.04064180464557017,,-0.022481847292183957,-0.027542010572558603,-0.054463350134275314,0.0429955430310974,0.01815955953992736,-0.36781742194114847,,-0.00574848730004562,0.028093420357831907,
COL4A4,-0.01577668888137661,0.007992298036761233,0.09741302896113249,-0.08180311169528388,-0.0043881393543635915,-0.024318567418943435,0.057706124573434485,-0.009479950285298503,,,-0.026716772039142415,0.004328742517101844,0.11496704143165529,0.0031966102145397695,0.028663505263209387,,0.03777699350776793,-0.035100955513610234,
TAC1,0.28948941487549956,-0.038253628488581146,0.01652613966722085,0.1649951357547432,0.07342357026218263,0.21274056011431067,0.08771687444789819,0.08721396244975121,0.2845909697940296,,0.2413023635656542,,,,0.024350006241920383,0.057866733863758214,0.12011171782884357,0.13548257434299385,0.017668068028433678
RARRES2,0.014461313836827078,-0.029198732867366742,0.0013830423916431417,-0.12974211101693808,-0.07022685761069353,-0.18130771413496255,0.04920219400709645,-0.022377805001880014,-0.03657604449644779,-0.05770170754704597,-0.058707164525147425,-0.16625200834904202,-0.1349795450258269,-0.0389657311155524,-0.0992660179767632,-0.06375132076844899,-0.05326722653862854,-0.09371234036923076,-0.07687134631493009
FGF7,-0.002857142143116515,,0.07180634736141511,0.040481205312180524,0.024116980173378884,-0.04227504484672508,0.002760143102737859,-0.012820908974276147,0.04468292492130194,-0.02543353974815517,-0.034424477244172136,0.11242834127986007,0.0351048631091905,-0.049246389175614136,0.053977791171483755,-0.028840491115977956,-0.003879534512307569,0.15149601231986212,0.02108081369209027
EFNA2,,,,,,,,,,,,,-0.007222605311817468,,,,,,
HBEGF,-0.041403931410686934,-0.011712498889128729,-0.017877564979530768,-0.05660625637222965,-0.07399113117432043,-0.043681834124196156,-0.09110547449722993,0.035964138064278374,-0.1614384960406096,0.05392061728696499,-0.04069209313270677,-0.05832543534483611,-0.04735427901726956,-0.07533213427218718,-0.12321889783752717,-0.03237364300502571,0.08742221591074877,0.009264480744038305,-0.0417206794738646
CSF3,0.006346001130807563,,,0.011416355286959496,,-0.0257285762549435,,,,-0.024904568521636982,,-0.18804452171102617,-0.2690819472057224,,-0.08743214871802382,-0.03314278060125436,-0.016549708153182036,-0.04849018918357523,
PI3,-0.06294075589138635,-0.028860065460396045,,-0.055065271406341355,,-0.028970716443516557,,,,,,-0.1671281451346855,-0.2813745550668328,-0.0249196554504813,-0.23656050555233835,,0.0011373160959385366,-0.04815911381970557,
PCSK1N,0.22885866048340606,0.05765880003970806,-0.044888685108885586,0.04357836830853997,0.014307245178833474,0.06800807929895054,-0.029948534792377978,0.12346016248927134,0.30389624255526987,-0.048867170864651935,0.14933211531529322,0.1804892838219505,0.14510602727844746,0.03382246382101857,0.21580258864633364,-0.02369389206058538,-0.0817309758199676,0.1520418066807901,0.08498894666314058
NTS,,,,-0.06013238845072507,0.04166645726042685,-0.0193789660362855,-0.03091890900653178,-0.04603639007857352,-0.03527724909572546,,,0.13234114034333735,0.09782069305872804,,0.20702033844559334,,-0.024507861036509787,,
SFRP1,0.09485051087787241,0.055670883838362,0.0159365890433663,0.12199325135436627,-0.006698627888341288,0.007444173319111646,-0.03128433325836594,0.05290492236602018,-0.0821792232015924,0.044153221414930006,0.026361391288051785,0.08568749535195644,0.1425451837579608,-0.02443235609128828,0.21782618425919636,-0.0071198660774252544,0.011614683358203644,-0.020341172128451435,0.10951554414275196
CXCL13,,,-0.022553698045897234,-0.02029450420314496,,,,,,-0.019269363251681184,,-0.15579909981285292,-0.12316594485000688,,-0.0851687130870309,,,-0.04399440522924468,
MICA,-0.07287084565855229,0.034056206082618605,-0.02264012593244119,-0.005159497142168572,-0.0057925055590724904,-0.08309154966506889,0.021538722631111843,0.018794937733002618,0.0034803339423557897,0.06427114571559096,-0.05510121879925869,-0.048365890110587444,-0.0038687546998752626,-0.04341127904884634,0.035841180486053476,-0.055133574565406816,0.08510581867079905,-0.00684833578713416,0.016532492272652195
TG,0.013472861436285153,-0.008418065885204083,-0.027413822082402527,0.007944789546451812,0.008094455249875517,-0.03105208965609012,-0.026117254104401116,-0.018004936000589417,,-0.035383224295251064,-0.015410912726085406,0.017931485099863937,0.0303677796265347,,-0.019207942290251648,,0.018811952919599507,0.003638616144187815,
ADA,0.018281113209428216,0.012969165669303201,-0.017623635973641895,0.03799752445034761,-0.019047200912437064,-0.1118304552829246,-0.03678982173618554,0.020018416316159977,-0.14715409726202738,0.049082350943739285,-0.034421798031875846,-0.01479000273967009,-0.019618347400455934,0.046893483692942425,-0.06445948563699859,-0.09996149704391609,0.1365790555627464,0.030907660218977197,0.0024352125140577165
LAMC3,0.01830020151248362,0.005962355903257039,0.0588422306832907,0.006387560167706306,-0.04230490215640404,-0.059699694590953145,-0.03444185145950302,-0.008350426288958011,-0.01357285682556337,-0.005107713883704179,-0.024459665454996428,-0.02897776318156588,0.04042896329391765,-0.06724665075438345,-0.0410184821602058,-0.0010372409277387192,0.1334047888472268,0.07385458596686093,0.10600293040586711
CCL7,,-0.017449338376359872,,-0.026906765657768488,,,,,,,,0.014450364080357988,,,,,-0.01734248990370088,-0.05337816981845747,
NGF,-0.030609872587614367,0.03054817195591079,,0.06065889637641939,-0.04994181427824688,,,,0.13428698747244647,-0.005967207389994668,,-0.015481485110131294,0.10122833583114055,,-0.15136814843071458,,0.02327251341394117,0.03535029181419856,
TNFSF15,0.038614106064083,,,0.052708131463678344,-0.040007862887850916,,,,,-0.015859718749947516,,-0.029928482449101037,,,0.013383884114605582,,0.12749031745696465,-0.03834556526482629,
HMGB1,0.05651336539609751,0.011208131728465293,0.09739088319081457,0.014167184050656595,0.029481609785834927,-0.15650375246554138,0.12124690410952647,-0.050518643195679086,-0.0648761158743643,0.11714022847794667,-0.041821426510550104,0.0753358503827801,0.07128138940656875,-0.03272838832196292,0.019087293829850343,0.06974576562171374,-0.033926426052701554,0.0035210624592316754,-0.06237650707417893
ITGB3BP,-0.11088373417439851,0.0041721884255425164,0.003201867325212746,-0.02829306251435544,-0.029999095337254738,-0.1398202591667355,-0.05316626608428007,-0.03582141497637041,-0.03517084036378641,0.05571392404214777,-0.12607415117126752,-0.019060069853942988,0.007054978565429755,-0.007431760552459277,-0.021828837640403095,-0.04159340132084445,0.026864167974685032,-0.011282929105295613,0.05348614576626155
AANAT,0.023427550136538133,0.030146292281012416,,0.06435821326967987,,-0.023207872046645896,-0.011576143818321893,0.045949285818592076,0.0681328892230937,,-0.02517056704177633,-0.010665365721571944,0.023331404911880863,-0.036278866825674896,,,-0.01834907753771986,-0.035077060712506915,
RELN,0.05032523996024183,0.0241194481601826,-0.023018209557848217,0.03141220682709401,0.10055122724133359,0.17242757962259272,0.034264214600371455,0.009006995605398506,0.144876648498351,,0.15906987279351673,,,0.00012590626752755988,0.002793871628445517,-0.06008856049706505,,0.09257268513531311,-0.06999697834500439
IL15,-0.030994816143186478,-0.03458418196530244,0.0044175489081489105,0.00993556186948673,0.02060443142862792,-0.06053558740820865,0.02553688097627007,0.007182094991847001,-0.06796418164496686,0.0060293185166129274,0.006484052324000631,-0.05231160132791946,-0.03232766233852013,0.011115613687328529,-0.007582963399127374,-0.03505352725523724,0.030722699245125686,-0.041246390354613915,
UTS2,,,,,,-0.07655451449263233,,,,,,-0.016403365966671378,,,,,,,
BSG,-0.12730297945501573,0.049114706324181356,0.05690884737909428,-0.017304530454781065,-0.011241673347137974,0.10536088649064002,-0.10598665427300578,0.012169845627328498,0.1505866625866045,0.00040844719606282314,-0.1522217056270699,-0.1440878176801812,-0.19539521437922347,0.01916392382284981,-0.31717316062010126,-0.12589189142431162,-0.030516651416290418,0.01059456154752287,0.03694640026785583
ADAMTS3,-0.03727535570414757,0.001410977808289103,-0.0009936832601313656,-0.018641552719646858,0.06586049381132601,-0.1786349682806826,-0.03147005061139154,0.008985049729515606,-0.029547852258507843,-0.005533314569366139,-0.019983395370661794,0.11312470440082874,0.15745273221222605,-0.02632733634281747,0.21793903228365497,-0.040301302645569845,-0.03336473647749699,-0.03704112085233008,
CD34,0.12297204666071078,0.04327299960674365,0.01822257556210817,0.02317797757205255,-0.0035803376345196836,-0.11413565838814524,0.07585998111048246,0.00020088198006713932,-0.005414249701479377,0.03188787367531169,0.0248047717166637,0.009999134256181742,0.02347565225299317,-0.005785173905997651,-0.09358887228005316,-0.02292025404310903,0.1457132892250078,0.06245702117815412,0.014887566978427729
CCL23,,,,,,-0.026406874381873835,,,,,,,,,,,,,
PLAT,-0.055363499935537484,0.0411597822308037,0.028351539305301217,0.01056679879091415,-0.1155400876551692,-0.16394832936350126,-0.11649898536488915,-0.015086873979201476,0.01510320861816584,0.004680823983798963,-0.0586962864454943,0.17454629993897142,0.18039817682131495,-0.006437301845918328,0.078911184255908,-0.10896762954758334,0.11583589583917182,0.06261862703066688,0.10447509328812377
NTF3,,,,,,,,0.006300519334230456,,0.07362135958670073,,0.08010749063425032,0.16001780111622757,,0.21172963690915217,,,,
LTA,,,-0.02016021092767863,,,,-0.02262081324351468,,,,-0.02334454044822407,,,,,,-0.024695093093419235,,
CKLF,-0.03390722169384266,-0.020901200034279793,0.03078871857499345,-0.03101079273878196,-0.04461738546826699,-0.1542630661451689,-0.008429271206330906,-0.06497919373765906,-0.13992192313991367,0.037671483736472534,-0.12195593099558934,0.03356070456141583,0.17643769312751914,0.024455008947064538,0.020428613777532367,0.014200832846495136,-0.016819202219862925,-0.09259365016324987,-0.0058536866845890975
APELA,,,,,,,,,,-0.02923654152506047,,,,,,,,,
CD24,-0.06341851961388634,0.00693016680336554,0.08136773499277276,-0.012295034736187744,0.0197228765915772,-0.010825884488407276,0.06790947598651484,-0.1123559524490893,0.04695509914552308,0.04738292495237568,-0.0647423871024266,0.3397623085830528,0.24664515446329152,0.07448112742690324,0.5083679724438981,-0.010947620437192085,-0.004040312794387794,0.04061997757253057,0.03310513811984677
HSP90AA1,0.09977967443620035,-0.014312947411549261,0.0435551548499994,0.15864872925701423,0.11376712539324228,0.21422295866424182,-0.08033400966811703,0.06293472190359342,0.2776065086369587,-0.030663165087249124,0.19285478646851867,-0.11365268740086572,-0.2682758103131707,-0.06261762597763633,-0.03134945837342359,-0.07611820749288982,-0.10581015274609616,0.051980097923015146,-0.056020615542717846
BMP4,0.06228175882654888,-0.035447203948946994,0.05631194659852196,-0.034836084224106494,-0.0584279011533809,-0.006258925886576398,0.03933208005050753,-0.02410765813692647,0.0530973902446421,-0.022804783518917033,-0.01989195958933497,-0.012158179366473126,0.07021199618247013,-0.0199925891278782,-0.03375056331518048,,0.052790955629363714,0.039456499355301065,
SCGB3A1,,-0.017449336631449347,,0.047510627833720745,0.0026523505114099425,,,0.0042752288338405355,-0.0026345952883184147,0.09836610542678477,0.06689002962435252,-0.003416154650928843,0.04868545490338444,,0.00374641693208258,,0.11713249990198081,-0.041626561209918145,
IGFBP4,0.011110087498582095,-0.03906920463780071,0.03191468028487845,-0.07035926421507127,-0.12078838704827474,-0.06963249441287468,-0.05994595120463292,-0.0146561755825015,-0.07288732072765833,0.10515451107747435,-0.0004983072213177242,-0.07274318118467218,-0.027390967199269187,-0.08935342019167708,-0.35629253463073535,-0.0009393636891454335,0.17342333693831982,0.13226482516996102,-0.08597394147737336
RSPO4,-0.037393097605460626,,0.007595726087642283,-0.02467250564548176,,,-0.026309382922265326,-0.02518179452335502,,,0.033576457050863304,,,,0.05353239321811018,,-0.03257024278344831,0.03205241878920794,
LEFTY2,-0.05335244009461895,-0.00867301031594966,-0.020407808991094217,-0.03829554264288046,-0.0013306627159934312,-0.10949047699271414,-0.06479081957152609,-0.037590365404281775,0.026036443377341758,-0.01793242318022804,-0.028818574480041128,0.03778589841149214,-0.013873742007852548,0.027167089473937266,-0.008005308358030138,0.08725998207799376,0.010917872435693955,0.022124743346847754,
PF4,,-0.018100885726885937,-0.018338451897973385,,,,,,,,,,0.036381115966817604,,,,0.04207623383663047,0.005925726467553176,
ANGPTL2,0.009829375357763558,-0.008160034980163185,0.10637851859855348,-0.03139451064788888,-0.1571285719214834,-0.08445465661134262,0.0002641750806244985,-0.0007241674093985707,-0.12111571493287335,-0.006686374927568663,-0.1521988477369829,0.027985830082353398,0.20357622535196807,0.033915854777303356,0.10967722388806346,-0.08887895046699301,0.17197784877088626,0.11809642519625131,-0.006547246339638326
LRIG2,-0.02214994216268585,0.007391409341033307,0.014537403224813563,-0.0036178853253435537,0.0008521369487873682,-0.06616321774052572,0.03290028743262034,0.021917324112030727,-0.010989020281528079,0.039851980201209024,-0.05777378974487568,-0.00724611549541228,0.06907411190728091,-0.031369677629842635,0.00457879405915726,0.027868449165355455,0.0487654103462736,0.01578272357935245,0.07563602995007213
ICOSLG,-0.055081954161619526,0.05859987200472069,0.047191983128366595,-0.008057275807963785,-0.011465289018021036,-0.09447633944899536,-0.04288130879421147,0.00585576778610787,-0.15345260917994832,0.03598366636253189,-0.035225249557353976,0.029769967862119998,0.10551661207271872,-0.092757519929393,-0.021938457753094394,-0.05657463376071014,0.050721204514112134,-0.008488462835471623,0.030281123586231987
WIF1,0.38511927751368763,0.0436335495697167,,0.19745455350973234,0.1957479627147157,0.22506114435565175,-0.020302327645419564,0.05774013368117869,0.494848405561201,,0.21090591821339208,,,,-0.010548890044208484,0.08501054713563531,,0.06269886568095805,0.10695815079705051
NPPC,0.10844439042785683,-0.023085182419695927,,0.10647576465099987,0.06492066748186552,0.11761903540762657,0.052408498378800156,-0.01994448710598644,0.14001557799780073,,-0.12363344620104404,0.08403071609053209,0.06375769513415229,-0.034418064300289125,-0.041312750450670954,-0.060885734816154224,,-0.0130994638957422,0.12064199941012307
LYZ,-0.04869232361749516,0.015899133068509454,0.0047548068471131456,-0.04271455328670075,-0.04291166373870281,-0.11752578525531483,0.021330069404792828,-0.019934037738448814,-0.25175036576329723,-0.01078278207936167,-0.0041137026663200975,-0.0697972132362967,0.07189161203169438,-0.047401024757336804,-0.018835398392783153,0.011432992247714118,0.06853076369799423,0.07719658372764326,0.025533367752295914
EREG,,,,-0.03472006947611321,,,,,-0.036290003848531246,-0.020969170022714836,,-0.14323677168113796,-0.11403132415941754,,-0.04252386191549959,,-0.0036269389270071816,0.061015525696633245,
SPTAN1,0.1828541897693869,-0.01553735100056468,-0.010614131913151616,0.09350328281932387,0.1270278983400886,0.14044803289794908,0.09986517568458451,0.004245149095444696,0.3310844806588429,0.10161407992441199,0.12051009523896268,0.16542043593333447,0.2584218226734021,-0.006478011467001172,0.26876214990052727,0.006221920605989963,0.012784875126745964,0.14138432126407594,0.12451412169619601
PTH2,,,,,,,,,,,,,,,0.0767235453403561,,,,
LIPC,-0.03481460422158399,-0.022160241853249555,-0.027600350197188973,-0.023887046326938628,-0.0004493297493802369,-0.03141413794571903,0.028967533264233156,,-0.046790622615457536,-0.026219253426754907,-0.03667208998813191,,,-0.0299740987310455,,,0.024431913853468355,-0.007355248986172065,
COL8A1,-0.17044745186453958,-0.02378973252398129,-0.025649071665024104,-0.07389386174573248,-0.08100945568742068,-0.0010457367870336423,-0.033430743687899965,-0.015829848255563758,-0.10079319445046794,-0.04898322939036553,-0.09337398582249477,0.025461589838239908,0.019747221842552315,-0.06356765076656322,-0.12731611076878496,-0.015858664506484633,-0.027648630541861972,-0.10945296027903974,
GSTM2,-0.02890162442874077,-0.05187164819335683,0.018666232414223497,-0.024245115018618545,-0.011754186127060544,-0.06869180320837409,-0.023428816304198196,0.0236183541006026,-0.05771969821710576,-0.03844084302382429,-0.06487125327017366,-0.009794753371228301,0.10025646845318467,-0.005402669126507097,0.07486776145247903,0.019734285928259352,-0.007530318683605489,-0.04173594816182968,
