,UKF248,UKF255,UKF259,UKF275,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HBEGF,0.07394555947967682,0.03279507132616357,0.06049633509603371,0.10660608747040784,-0.08437230533816294,-0.014891301407689739,0.02574719153620887,0.01857444538475721,0.07369755519100948,0.07647465809026974,0.025441302156543933
CSF3,,-0.025357414083894823,-0.0044877179686384095,,,-0.06023063688651701,-0.013003478602739801,0.03125997012771223,-0.04816886772158925,-0.020675050654813173,-0.03493468424455493
PI3,-0.0054997076130160125,-0.00908495360058794,0.11346845077394226,,0.013191349932897382,-0.09564552310919112,-0.028415091760721985,0.05176066094990374,,-0.010983273135760415,-0.033964300847393734
PCSK1N,-0.018523959515975984,0.002764304259972083,-0.05258521563899131,0.017107844028594183,-0.04941170712584087,-0.027849962405264043,-0.11058663626516047,0.07610079417747755,-0.05020155061508293,-0.03948933088087179,0.052385746521408504
NTS,,,,-0.018775473414429384,,-0.04770596987463834,-0.028237343262113128,-0.04802743741688201,,-0.011382774290997308,
SFRP1,0.018093318719310157,,0.06740238310174301,-0.010237486948888338,-0.04980140204737905,0.08204427544386632,0.02091986845797475,-0.030021400840160556,0.03581640341411809,-0.019748418962867123,-0.01812436802494288
CXCL13,,-0.01841248298494609,,,,0.0026147625424540214,-0.003669231020237847,-0.0003130170054570125,,,-0.028336774412205792
MICA,0.034361370090908956,0.016042601421550267,0.05926279404415579,0.03033263019849873,-0.09059834340233863,0.049872646689663805,0.07569852258981573,0.014052887954192505,-0.08012972394232204,0.08136873979659359,0.024814307852677034
TG,0.03132703703840832,,0.021715007596653183,0.05426757376949359,-0.07855839982553738,0.005619336210764203,-0.023281296685888034,0.00497874339531421,,0.015839098331609805,-0.031227272043330673
ADA,0.010632368867379866,0.09207269606386319,-0.029616270610336753,0.03179371028643067,-0.034235551274815014,-0.014287746634899474,0.0677743882669307,-0.0002659578837624991,-0.03809604801960987,0.06864106748011778,-0.037169310311372945
LAMC3,0.08964501987669496,-0.04733331149665561,-0.03520121537298997,0.06357470759612549,-0.01063341195761629,0.06745924703230047,0.01168387824792317,-0.011439811311694062,-0.047906086057154615,0.07965912598656107,-0.024816048486086442
CCL7,0.014540523311699733,,0.04057068821188833,,,-0.030648711101417012,,,,-0.02353575688378814,0.001403594738701154
NGF,-0.026704933361290692,,-0.0028342823090982293,,,-0.03539680770729664,-0.022865921196609944,-0.04192555383911974,,0.09430200220260959,-0.026818883899420706
TNFSF15,,,-0.012350612332163533,,,-0.029879051770449198,,0.03695919831413786,,0.07070523782877576,-0.038663817860673425
HMGB1,0.0764325997881972,-0.02597855252710398,-0.046401948337222616,-0.09443605419377014,0.013461479486765045,-0.005087341011729999,-0.044498970000407215,-0.028448227204709214,-0.020768146003257718,-0.03707617404696273,0.021222200867233133
ITGB3BP,0.00824714616769534,0.008538518653936327,0.0031458080423090013,0.02362024240798196,0.12246189108983085,0.002547305003737003,-0.0031498649585101047,0.023715731816246328,0.01515569257084139,0.06718028344959744,-0.04180581038214808
AANAT,-0.04555825554317605,,-0.011237795281124983,-0.014262697303464704,0.06792245473486257,-0.026887567627280447,0.03635911564034894,,,-0.005932867487828892,-0.021331075172468208
RELN,0.024141877324102074,-0.028556322683138756,-0.019506295959500788,-0.03140185544827179,,,,0.018712242590277386,0.06819955825985874,,0.009531528525870681
IL15,0.022629162897870713,,0.005970738963016444,0.05246279272244629,-0.004542569075226868,0.026071437660897895,0.006131699523068453,-0.03834376728033007,-0.0509458979271263,0.0762954047501493,0.002295339148109737
UTS2,,,,,0.018469118217161587,-0.022896731670859212,,,,,
BSG,0.02258718977413685,-0.014778823109342165,0.018258063655835724,0.0524198324402938,-0.1153409584890432,-0.06283207431967722,0.03901131462256239,0.03199429813597386,0.051519102562362945,0.009573594415836682,-0.016178475488643252
ADAMTS3,0.021525221444356025,,-0.00950325188570062,0.03009561375520708,-0.01010365414068281,0.018962120791723252,0.019027520647895247,-0.009736779676262283,0.09464926727823268,0.029362002177620333,-0.01429661854720731
CD34,0.058941262955672195,-0.042045382912218994,0.0519004316543916,0.06246259708952419,-0.10594282581547494,0.01765365934582359,0.04687362568104308,-0.025694833691449655,0.0718645603089251,0.1369115204355313,-0.06343756335146143
PLAT,0.07231761098297604,0.056465588580476365,-0.04961302932138428,0.056927562911538616,-0.03588580056212034,0.08991297234102809,-0.013234554255613092,0.02653937695534408,0.16213163089037363,0.08001244469857,0.016520597957652313
NTF3,,,,,,0.026186513695485088,-0.01751488849239991,0.02912225014910809,,,
LTA,,,-0.014215319522960984,0.02649434677728309,,,,,,0.008658689393976425,
CKLF,0.07116792700711812,0.0035071717385749142,-0.024720996194452116,0.007046878213316803,-0.08718926185374468,0.043952847988952666,0.07332688996445949,-0.023417172374395313,0.0056256121257710736,-0.02755286040616229,0.08563799930839122
CD24,0.03385476745615998,-0.011283384191768359,0.05802755555608256,-0.04968905015404251,0.0657825968473043,0.0706599841862994,-0.020378111620531464,-0.037780004409694666,-0.029788820336941225,0.050523701205461666,-0.03031379855696305
HSP90AA1,-0.06429620723398599,-0.014392411678346798,0.0033102680125053634,0.08265522202860885,-0.14829845360806904,-0.10510696225379637,-0.08406583466748209,-0.043044326044197785,-0.08440594737267074,-0.017237354202898476,-0.05239868312812855
BMP4,-0.0033030747418388395,0.052538667166733555,0.020537250486670124,-0.03940016752775393,-0.0511729971632871,0.010651087732939985,-0.014471450180018983,-0.016473200983055273,,0.08220226678256211,0.011932262189335487
SCGB3A1,-0.03140112221544621,-0.007860777970716923,,,0.12364916946270767,-0.04664863396708429,-0.006678008075146826,-0.00030231689761711395,,0.057394061434169995,0.05374929130748048
IGFBP4,0.06265823994739078,0.07532434991259566,-0.015200835620158648,0.0922307917072045,-0.057915761080614823,0.02701616384011519,0.011252718966551506,0.0018258616289043167,0.16882086890300846,0.12198286363425778,-0.006246914395106457
RSPO4,,,0.04373978612052659,-0.01597634378052218,,,,0.014474193535485238,,-0.008289034250619042,-0.026897640849336185
LEFTY2,0.09425677181618973,0.10120310420996478,0.06709661363164592,0.041201796827045306,0.09408921689111269,-0.009630280516602403,-0.01098244505042826,-0.013286651896526813,-0.02294204851636167,0.03473501984335842,0.041953933151096925
PF4,0.056115787040351854,,0.14011340018113339,,,,0.11993750336763187,,,-0.03766248778700323,0.075543071366844
ANGPTL2,0.09235987264707107,0.02814535904160398,-0.036510770021007104,-0.01496091692395664,0.050087680277595935,0.06590817271211011,0.030460910161320277,0.0042459463422573835,0.09684691111502203,0.08511214089651506,0.050772412465726995
LRIG2,-0.015006972693941644,-0.02856615180337319,-0.009592388340365571,0.004956516248235628,0.036458185518314104,-0.025360276954591743,-0.01643336615266544,-0.046441485336765814,0.015525133740529452,0.052541129497716804,0.014877420109428616
ICOSLG,-0.04568848184293746,-0.023472358123166222,0.060762045330708024,0.07384053874368814,0.01942531239729059,-0.02031754069549338,0.06411041684929152,0.005909999303253533,-0.04789846190550128,0.0843128830431921,0.041700739468600326
WIF1,0.01244488718870158,-0.02044802074759023,,-0.012328566084821505,,,,-0.008917862434545757,-0.051841865521530694,,0.0010258658936585416
NPPC,-0.014457714778705787,-0.034004924237092976,-0.015011208827887021,-0.02404911519291441,-0.005382529774545249,0.06568424010170672,-0.029848986208039482,0.014057319622448793,-0.026584352502641937,,-0.007680293514532373
LYZ,0.07290424570427695,-0.03621449868538001,0.009916659403535538,0.003130655059760618,-0.046254144821956375,-0.022575079614666076,0.024735719428535363,-0.012568120744087561,0.0689073711168853,0.10803114032005817,0.0008312000132218457
EREG,,0.014116929485521772,,,,-0.03304957394596449,0.021254844835315492,0.04459123267142835,,0.04035257502774002,-0.02425832288322075
SPTAN1,-0.0039896929088602505,-0.009684707964945279,-0.055547858838595233,-0.034063583853779326,-0.04388438671086745,-0.005561903338837022,-0.01744759486719689,-0.006122141060322215,0.06318787564868564,-0.03899238609314098,-0.015484043450704307
PTH2,,,,,,,,0.006016392603301605,,,
LIPC,-0.03987867719301014,,-0.0173900527144219,0.03564400372616839,-0.05044987840760706,,,,,0.1000100372380015,0.027383718334475553
COL8A1,0.028279101771674805,0.08530758365773052,0.0008302280515186541,0.03010280586765629,-0.014206474956215688,0.020712825396475953,0.0022649056871221515,-0.038509511471194344,0.04135777861815106,0.0873238231657498,0.04160226186140855
GSTM2,-0.013703538573817516,0.03595581801907532,-0.012620556265559784,0.02005545014272184,0.012352853109022554,0.011264391401734651,-0.00018328831397591643,-0.03375734852658618,0.127182138268823,-0.04142961809422468,0.00252187589842834
IL4,,,,,0.08987282974538074,,,,,,
SPX,-0.0030288344409005585,,-0.008569591226647636,-0.01415264142754358,,-0.030901442347069197,-0.011216226165752512,-0.018061525755753868,-0.01632521263485395,-0.04791605088116494,-0.034130181029303513
MFGE8,0.06164210381779068,-0.07008071859358049,0.022948533539495008,0.0450321148396016,-0.09699438793720758,-0.052875533756584533,0.0389254893444907,-0.017533809694800125,0.07125295487084202,0.10160551238715776,-0.03154168770086236
TGFA,0.031026441002031887,0.10940192091284735,0.010959477936803437,0.0410423547452182,-0.08754316553499285,0.05959004323154395,0.03896026354119845,0.014261907830826743,-0.01592296929709118,0.10031243251693962,-0.045887242363220344
SLIT2,0.013455382077304704,-0.020146017280675513,-0.013028059705148186,-0.01381883341167794,-0.029595493698147558,0.010563192214497766,0.0009543545619196637,0.037883555301656505,-0.034068412145868365,0.08892689793566294,-0.0482751451934673
PLTP,-0.017068106328394166,-0.013827018208119829,-0.0053220145558377455,0.022102561235864536,-0.06975170471552608,-0.009121872646995127,-0.04667023189112851,0.028083725985806857,0.004766916956781103,-0.021937174916727288,0.048525869552704985
APOD,0.031675682857127546,-0.022004723156484083,-0.028961354315277427,0.027996785279847607,0.0013938448898860667,0.15698340249336545,0.027010622110730288,-0.04084765203308954,0.09381298173337516,0.02269974774430282,-0.06418971238262908
B2M,0.08659523513438615,0.04309869677028748,0.0170162633684812,0.005483881289482125,-0.030151712507994623,0.05267649937884021,0.07392479286447477,0.0036476894231133325,0.06847286438594473,0.08996429413159186,0.02179684293729933
OMG,-0.003942329678159931,-0.006000464340176056,-0.03727984974970495,-0.0064283611301247,0.08948159459016584,0.08754456335389388,0.0028458899756323296,-0.06398779589769252,-0.08363505913454612,-0.025536521893344842,0.008056591326751895
CXCL3,-0.04760937951687577,0.0956061362401405,0.06540941467326526,0.11053859357745821,-0.00814676502189816,-0.07220295047224215,0.05509227670611936,0.08240926939287113,0.05261348600284567,0.048614613316711595,-0.0676861659001706
CXCL10,0.046844393588482004,,-0.005494851735598323,0.0053915286265125316,0.04219945160839903,-0.0316487260615881,-0.028494029411578567,0.012628432922278884,,0.038736940199479195,0.03040962518803768
RSPO3,0.06611853966639487,-0.025357414874820846,-0.011237794450779147,-0.02412985223294111,,0.023039402743090603,-0.009767134102163774,0.002816661211496153,0.09121335807079119,0.13430909726136842,-0.004254047991370463
CORT,0.006841267107246987,-0.033652744277944124,0.008498794129517623,-0.015199115480717356,,-0.022003708431754542,-0.022230506333327273,0.015981586112344105,-0.03796130302415839,,
NCAN,0.03632362630607968,-0.03284285965495234,-0.04693851129329482,-0.008037899166905255,0.005682155494232645,0.07940275410830216,-0.00802875145744719,-0.06824546541399372,0.0653472809020981,-0.06595459095569592,0.00753626474881377
PRG4,0.09852533797404185,0.048580824350094524,-0.011091218493287385,0.0871770891440246,,-0.033568820016518106,0.044648595666118195,-0.044112255310378067,,0.05219868668579336,-0.029327187568473422
ZG16B,0.005575014266225145,,0.009572497523293994,-0.01091486755085125,,,,,,-0.011956007066594204,-0.017975249774129013
TGM2,-0.013437509808789676,0.07039206663327585,0.0306944346351902,0.0406561117655805,-0.06396709032154814,4.279204704885188e-05,0.010389486754869393,-0.04082578911309256,0.061332053567931324,0.1118078750057759,0.01803109324036363
VEGFC,0.02732237674296454,0.07860774412107795,0.09880813036086523,-0.02939104542696541,-0.054666720618877465,0.07563338255268799,0.0017358944410608783,0.01619324208785794,,0.062444937054666784,0.02353016265901015
WNT6,-0.03620012449694193,0.019025841260748744,-0.01534058331327611,-0.02429064842695862,0.014154042550543967,0.04434319765306445,0.03912352187561222,0.006653135951124072,,0.05581454754712987,-0.018573825980756895
NRG4,-0.004438202105454364,-0.019006745547524993,-0.01349852028380456,0.0759831409342491,,,,0.05506137618470061,,0.006784791458455752,0.0072920073364239855
PMCH,0.061799202490233775,,-0.018703514926631623,-0.015976343009491033,,0.08438478673360951,0.04844026765209383,-0.037861921957505464,,0.01136700505795676,0.06934085217037571
COL9A1,0.039122689119400325,0.01248650513804121,-0.014098219237123575,-0.029253270587196505,-0.049218055832931866,0.12061174047052495,-0.011510878889859834,-0.008136585857533588,,0.005562236318105243,0.08404822677018743
GDF11,0.02423356201995006,0.032246482331025485,-0.029714617701593685,0.025925293857113677,0.016832091479540102,-0.025378929518196036,-0.00648027303736275,0.002823991857100631,-0.07946022144872598,0.03918602052080829,-0.023381520702972794
RAET1E,,,,,,,,,,-0.01413675164263908,
IL24,,,,,,-0.023226408019003886,-0.02090503080125742,,,,0.08418114555962442
SORBS1,0.012818313016519417,-0.01959033294541977,-0.018774080303849163,-0.02360042357928357,0.11567415918031759,0.009717380050796398,0.02434684852496834,0.0410125827518746,-0.10703585467954502,-0.0857070254017709,-0.009771230316761062
DLL1,0.026786705876828673,-0.043533693652017494,-0.01142702605438831,-0.08361941025421175,-0.011240447820977951,0.08084807578823144,0.033669810336370426,0.022817454701949437,0.00983572590219589,0.04887467494359922,0.011816133117878625
TLN1,0.024321533584524175,0.04687137014863541,0.0002818967352753164,-0.013947884273914002,-0.0011011419023372016,-0.07758341339055509,0.03080384229929645,0.05808360171368943,-0.005138972532489409,0.12470228041586386,-0.0140983339011295
COL2A1,0.026703738353955165,,,,,0.04991412671467192,0.0322803494691392,0.021972011108993387,,-0.004967679107945004,-0.005030213650540556
SHH,,,-0.011525597038056534,0.01612230727883286,-0.1275988553503941,-0.0501403548784641,-0.03639791341517169,-0.05441844201594837,,-0.01749688110829344,0.029402511513869387
PON2,0.10200945480193203,-0.019750064198469544,-0.07640853635704559,-0.0016726538589750342,-0.018119947629156752,0.1051307182590338,0.061579020585376495,-0.04561980157236211,0.003277509969581287,-0.09685450063578906,0.05253163373432492
ICAM5,0.015521339960062958,0.050490900092461294,-0.017963461026659362,-0.005151423894361343,,0.0068365780852089175,-0.002779673233528869,0.0235140940280271,-0.09687575927732636,0.009937863065845449,0.043059988144074225
HPX,-0.010421810342515929,-0.02535742154120026,-0.02804334556475603,0.004992268624949946,-0.011722770672177392,-0.009443532092440934,0.00298538238669983,-0.06820696675259558,,-0.02790188771307069,0.038661838436569625
SFRP2,0.001345751212388784,,-0.013126405999005381,0.09138124911373252,-0.04822529730158876,0.05894782068437219,-0.03664173976944089,0.008464326645602248,-0.07401714701700846,0.12017488304706651,0.030124352922596326
CFC1,,,,-0.013736464738923006,,,,,,,-0.024715589194953157
CD70,0.0005938654782126281,,0.04423270732926817,-0.0037190236916764896,,-0.041593329795264186,0.022345580052055423,0.049725819825418016,,-0.06153663482141456,-0.01744262727910701
HP,0.034719382231957654,-0.059427576153846896,0.01455834075883372,0.04624872226388796,0.015446570479150766,0.005560419614486555,0.045375781757649954,0.05059762773670368,,-0.019171524523669232,0.03670530803544867
CXCL2,0.05500085600771911,0.13864840948172194,0.060286550325290164,0.01769623474331831,0.12859118472232542,-0.021618001620957516,0.054352891674929155,0.020864285382662624,-0.0061620783579728715,0.07361122777307037,0.03603956455436307
NPPB,-0.04051048680333717,-0.010950255383863133,0.1377948308973796,-0.012028207169398841,,-0.014649536436394663,0.027957357115866666,0.0022326209698692195,,0.08136496285434558,
CCK,0.046444029104629435,-0.05267930601785232,0.03381275145473543,-0.10291252209020074,,0.06828007295159295,-0.06685636907713988,0.03912550677602103,-0.13389020804203922,0.022866899454766155,-0.06090187269573674
SEMA6A,-0.005420318591907728,-0.09289863744354936,-0.06945298253418311,0.04768510733333247,0.02599032657187664,0.08579105815551724,-0.026585518436913265,0.007296059446724132,-0.03530801972236744,-0.014521220564588568,0.01927757398270045
IRAK4,0.029779085631174592,-0.010381903450185517,0.01958454554824957,0.024466311530108305,0.002763981498268803,-0.025856748666823214,-0.010222038644027537,-0.021432673283381703,-0.021684062495436966,0.09083136503019919,0.00487966167267732
GSTP1,0.05808186213440205,0.06772836126114218,-0.0408252958012128,-0.030237856586457265,0.08214273143576427,0.0419536074541323,0.06358745131443966,0.008851067315231208,0.041726384485177834,-0.014978522609690232,0.08013708634929148
VCAM1,0.042108670785094,0.09463472495169248,0.0045532760948460305,0.016969243761621608,-0.08454779734563087,0.018568355404157535,-0.025474227663839197,-0.020000381994082456,0.0010570571887919653,0.08462123097993052,0.007596676870745281
NXPH3,0.07784887111173364,-0.021588802583302317,-0.03199184874949027,0.019555396317905736,-0.038375708748904926,0.07857842166141477,0.06344382989854407,0.014220925359460066,0.024231107145535734,-0.06917845763138496,-0.0292327616545723
MTMR4,0.008577765180601944,0.017336829195321025,0.006890542482710152,0.05725345129874933,0.050016517323141926,0.008567475595275547,0.006008526383009091,0.04099072001799701,0.009468442321456697,0.029040024036574675,0.016109086914348782
LAMC2,0.02340548807333603,,-0.025761732884729525,0.0033344636373673553,,0.031933342433448024,0.03378652538487434,0.02055628704628853,,0.060844367052134696,-0.026897655656415095
IL10,0.025097576999909853,-0.026461287687251967,0.03146636151512408,0.024651942366506,-0.011991662089157515,0.00523489925814266,0.06196172042762437,0.0003935612502398639,,0.12316861351821398,0.020755490365955052
SEMA4D,0.03228870656399872,-0.051582194884953754,-0.07889925210332364,-0.05635793235232208,0.13760470897716084,0.10491694752944922,0.03406324356742774,-0.05351077990403292,0.06106643479956104,0.07043699711293488,-0.045435878708683784
TRH,0.034149478267568985,0.033037236462910326,0.06993558466170495,0.0519739383656848,-0.07978606037261139,0.033869087411244905,-0.05918098063719175,-0.04195607047737789,0.02512557964644292,0.011582316684241412,-0.01256439094838098
SEMA6D,0.013453911404078275,0.0334374284628993,-0.04539428067977734,0.0035583124217638752,-0.06034135484911078,0.02026252462877094,-0.007023154831360521,0.008273948386397445,0.02357784946707104,-0.02957785633850809,0.010431516898199083
CEL,,-0.021491203015073054,,,-0.02217776440527024,-0.010050331938166533,0.05146324967427779,0.04187372298780707,,0.11813061952270784,0.04346560950368231
PDCD1LG2,-0.010483172228234923,-0.026461273975247838,-0.024853126618969643,-0.00013899835511045318,-0.06735880321059765,0.00907981994395008,0.00667516323493011,0.006913079538003805,,0.09853124295975421,0.054359254122910906
SPINT1,-0.019120726276002933,-0.02580396783200465,0.031010909300739083,-0.026306213041352028,-0.013038180929254408,0.11760594241632154,0.04183892736557376,-0.009730206528433634,,0.043203898632353015,0.022792920757350184
CTHRC1,0.10172881720920929,-0.023009875229487775,-0.04519665436341255,0.021575577427197117,-0.07158166960690672,0.05798312617896962,0.03166746605753568,0.019300680632634706,,0.10548744697386532,-0.0538676626238172
PODXL,0.04590917259464257,0.02470485737736402,-0.031560276923080985,0.011870135266541765,-0.09813500848884263,-0.03812316605113005,0.06675296879063129,-0.0521028070388083,0.0746324802829709,0.02735574214381314,0.03947684469769301
JAM3,0.02478727940196816,-0.0014561993484591956,-0.024569600899034576,0.02313256865874701,0.010555283303815043,0.016157857540262464,-0.004142564904455624,0.03819446288446652,-0.04518480100816832,0.06836698877410231,0.02104400852387736
TGFB2,0.09651340664118796,0.004254248205979401,0.04380135709521918,0.025912586676469566,0.06599677616891123,0.002433809676243792,-0.018272093590596675,-0.016354666417778572,-0.07678837915796964,-0.07311633561905274,0.050103678208358766
COL18A1,0.0817462773050579,-0.024595274746783122,-0.04408370396252127,0.039307026928643116,-0.015897399373564623,-0.003250590032266807,0.009380560465984851,0.005967819801062051,0.04964841338999182,0.07404692672467464,-0.029019471090094305
NODAL,0.0676131457999997,,-0.022698605506577048,,0.041260067236743934,0.028979112045638637,0.038020578349474504,-0.024241711591486078,,-0.027095040943403,0.03748178789141773
INHBB,-0.03109551895424067,0.06867488699664842,0.015295161560431725,0.004870370676515092,-0.02310910911418967,-0.01055084189900631,0.011418269360201742,-0.0022484882622299243,0.009630331223208775,-0.02191728806719022,0.027757723458237248
LCN1,0.002200874788580502,,,,,0.049050428287839246,0.008916504688229658,,,-0.003307328314641421,0.008553613015069518
ARF4,-0.02181336751140896,-0.0343374150761504,0.017848175209091436,0.019660994727073017,-0.03139021319104552,0.08087087644777474,0.0406838664401896,0.03799794735505263,-0.02462159358239717,0.11384434070624701,0.0005775529742054151
CXCL14,0.05013452860100829,-0.048017387989264276,-0.006847431462956491,0.009064026437224853,-0.02091267973690668,-0.08872455968182069,-0.06108185055280782,-0.03995817084348825,0.08824054833179915,-0.020593382749817084,0.0755853098272228
LIF,-0.00824021918896979,0.05847474207549894,0.04468535717567354,0.12529694018236326,-0.08196340397290709,-0.044430669288993516,-0.01723465338946223,0.033558292179632646,0.14561734822006497,0.03746629243143309,0.020749712188025862
IL17B,,0.00709697920076645,,,-0.04483120605876837,-0.032138278220351674,0.03750707718240321,-0.052286005208411424,,0.022420557741350742,-0.0213310708886046
MMP1,-0.03540639039674377,-0.01971890373293755,,,0.03207941619347087,-0.050775977556464374,0.0011899937909261508,0.0042469270686526445,,0.08617338801884494,-0.0477373012480898
MATN1,-0.007174272637636308,-0.03128555586632603,,-0.012179272019504476,,0.002486106660295557,0.02725965573979032,0.009770274991502043,,0.0036450550475744387,-0.019439219097766545
ADAM28,0.010472881377335548,0.006362417510945036,0.026131780155632018,0.08184915558256532,-0.06261213958358247,0.04571990253396766,-0.015540178529025882,0.04232621946474988,0.02142239978912713,0.08159759872843385,0.033236719436400816
TCN2,0.09787600938470462,0.08069319797646747,-0.0015018043352944663,0.02711645817847611,-0.05948790638402565,0.06716893601590516,-0.01724655720669371,-0.06992517914590124,0.05665315680029248,0.07213368907891628,0.06037757750378326
THPO,-0.034897726613743796,,0.02569176588084936,0.0739586812142679,-0.005530697813536617,,,-0.03001666750170747,,0.044897518061548666,-0.029131437239592224
CUBN,-0.008104046938055375,-0.030717983375409576,-0.008672844803206597,0.011581580513372115,0.10617499341713413,-0.020719644144317793,-0.02704782646165196,-0.07709260367819555,0.013319144883614707,0.07697441958484283,0.04785508147093176
TIMP3,0.009024310411111755,-0.05587904971503988,0.01507776537997772,0.057448679265445696,-0.04940024414303548,-0.0064399010636310376,-0.01844614124998855,0.0037767095901441033,0.09312654158680733,0.12332960037264501,-0.054332061071386765
PIGF,0.044030543084908065,0.022644266084251394,0.0002080311272935026,-0.0021910636094928894,0.052574282465487135,0.07970734342286565,0.0827566467310447,-0.03002178929662084,0.1108426523434137,0.030890961355993327,0.04366864072120013
CRH,0.09831640895084008,,-0.013000143999300908,-0.01917301712439625,,-0.015443923844300362,-0.0289861175675091,-0.0034219992230537844,0.004184465941176421,0.023649094070316266,-0.029997555462459344
BDNF,-0.011032478187372512,-0.038506193330434306,-0.034865627921154045,-0.017665031688712342,-0.030188352751067092,-0.04152836258587324,-0.0041295851099274064,-0.029301721538890768,0.018029748649298603,0.08103846729827072,0.07116393298416517
