,UKF243,UKF266,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TAC1,0.12623681706389814,0.07568111442345739,0.017874884344676253,,,,,,0.002841179293702184,0.05223219360027386,-0.009398405378595008,0.04074930580418353
RARRES2,0.003067631438716323,-0.0575520004365882,0.011260703801809538,-0.029357337529779606,-0.02715185747898208,-0.014842533729218187,-0.00553676137213408,-0.019729770960021688,-0.015670850221889347,-0.011282572563798957,0.041589659902042046,0.06855858760106931
FGF7,-0.012686288221744703,-0.02863372518834734,-0.03931034748872349,-0.03477141540664741,-0.050127345526672605,0.012543720900642413,-0.0016510143413375532,0.02500893391149121,0.043603919209456915,-0.08418075995964928,-0.029902833510986604,0.01069418320587166
EFNA2,,,,,,,-0.024669419424285296,,,,,
HBEGF,-0.05248896850714214,0.04779288484336649,-0.02545505531739785,0.06021690787407843,0.03045118376979274,-0.0003044826452139183,-0.011938209629806056,0.02926588573431143,0.02148366388342091,-0.013199338417296726,0.07632950701015233,-0.025289559007124738
CSF3,-0.03152337465507612,,,,,-0.07166777040098668,0.040207377463527774,,-0.03102654004161921,-0.021476996145227068,-0.0015358860303305983,
PI3,-0.004876714822813321,,,,,-0.08751653078550391,0.004357609201940256,-0.036847562867786524,-0.0013909968314033607,0.07233792165779057,0.0859858137867808,
PCSK1N,0.08191091815867774,-0.024144611406990167,-0.04042805690239193,0.03199454045874481,0.01525889683173119,-0.009478020772851764,0.03244637602425544,0.002843139572173528,0.0025943402443542552,-0.06876070294317879,-0.07128902792026408,0.15542667791275291
NTS,,0.01865627295599143,0.05817451195200071,,,-0.040172414411655144,-0.030055006214997838,,0.013267111635175282,-0.03180450266173899,,
SFRP1,0.086805882044156,-0.013298016742481109,-0.013513116984766317,0.01556440463982972,0.09170864738401047,0.025447978327846954,0.02853981656954024,0.06161827683310153,0.02389630603108276,-0.03106544659473912,0.021739099394259567,0.06663856966349789
CXCL13,,,,,,-0.0274134027008721,0.05907300286248433,,0.03865392658440198,,-0.006515928597262394,
MICA,0.05439747663725353,-0.025886029124206025,-0.008862868495411111,0.15467065815614622,-0.06600140261210956,0.018005832839900753,-0.06218770316640835,-0.006089765975160478,0.0016827649887350173,0.029790943604763327,0.027946997122581346,0.054506718445515016
TG,-0.025129161102093997,-0.014077191882319175,-0.009779383981041622,-0.06344983085354523,-0.03612986532773703,0.05103849418853722,-0.03701602565963531,,0.00418970791328458,-0.02083340361821313,0.05886231533424314,
ADA,0.04345314164269693,-0.012391343905095978,-0.015882506043794806,-0.06616949576357586,0.0155100810212885,0.08429775360051929,-0.03213686540425632,-0.032056882051137145,-0.017721960095519854,-0.0328684341549127,-0.025302724672076875,0.27382458720343494
LAMC3,-0.015260965016698307,-0.046555244803200876,-0.0024750703978182256,-0.021724555979759565,-0.038749919044228136,0.042163119022110576,-0.06312641621501304,0.04867309113190501,0.0008429309574868164,-0.02740352892698348,0.000777678229220798,-0.062481683295212476
CCL7,,,,,,-0.025808776695760528,,,,-0.022505810094228695,0.034426984576743896,
NGF,-0.018161512237950796,0.013968816817150058,,-0.006706040376758777,-0.03297515443574595,0.028684945389703877,0.04260511388181668,,-0.008532079115687423,0.023454020831049097,0.016775202202056614,
TNFSF15,-0.02246805725693632,-0.016311113042104263,,0.001086170735735514,0.14290055342476227,0.009221824578373308,,,0.06032078440708379,-0.007370298750092176,0.02405705462569648,
HMGB1,0.045563394283190416,0.01097034703416625,0.005110872761220075,0.050957949884402796,0.07771754673113267,-0.0155541978496068,-0.0384166179457699,-0.01363576662130616,-0.08809016934670524,0.03383391204413998,0.02854349412701772,-0.01068045792849155
ITGB3BP,-0.0008269849542318543,-0.02993910071147346,0.029803860906548716,0.015578070917538,-0.07538332364022687,0.019733131485239398,0.0058314896506810624,0.04857121584811996,-0.012877299121671371,-0.02848580846739416,0.036922627996397096,0.04039226628954829
AANAT,0.08986980511749089,,-0.011272852561748762,,-0.023111404077932992,0.014557276638669047,0.01689329254768927,0.06726810305477521,,0.0958558292347737,0.10554664366228837,
RELN,-0.03131437479923224,0.021803454857991667,-0.03592704615569246,0.0717229130900162,,,,0.024826177148751395,-0.023272386032613616,,0.0006330443239681877,0.05481404179769654
IL15,-0.03193795556028914,-0.011606326613922762,0.0007610545254488328,-0.04537955897818984,-0.0014256988759052275,0.0025977226366767545,-0.0374478646314756,0.04524345947635923,-0.02985521585975372,-0.053897834586603265,0.03814863196272829,
UTS2,,,,,,0.09305365041623255,,,,,,
BSG,0.006659131281471567,-0.039501830960765934,-0.028044419040954192,-0.02857865411210876,-0.02597927013713222,0.04361352448512218,0.028175343235865336,0.03921879089618708,-0.03201127253977423,-0.006787923315021018,0.0875156865257432,0.08408102342951045
ADAMTS3,-0.011941876812803825,0.022080048295222143,-0.02328595776492257,,0.20543281878466424,0.005305963830357909,0.074301228535081,-0.031178532498110072,0.008965250817080508,0.03963419547865361,0.08647443493173207,
CD34,0.006915399108433677,-0.03929798319386361,-0.021091201061496426,0.020673970902191502,0.030286393632978106,0.04402705904264914,-0.03756720551531506,-0.04262009127603053,-0.016312685952360885,0.0260371833030852,-0.016298120255800182,-0.07013859321016007
PLAT,-0.008404408971617842,-0.04706748032756962,-0.024746605896021776,0.051148072787005665,0.04049720911740932,0.02812252681747248,0.08040915286539249,0.0500931886498193,-0.0796685253406853,-0.025282898733347384,0.06286978580875921,0.020415114742178518
NTF3,,,-0.0021760633107549,,,-0.006488768660284415,0.06362905879385991,,0.02123816585445355,,,
LTA,,,,,,,,,,-0.03204747867843291,,
CKLF,0.006662674522968236,-0.04715897455739151,-0.025821274789922317,-0.04002833809662749,-0.07917976471420335,0.0677983415724456,-0.00557493223559104,0.041458417487872115,0.0007394880120717592,-0.008991205274923463,-0.04523309554825554,0.0854079139419852
CD24,0.050462709048642224,-0.06220294047769467,0.03450617734928408,0.03584275475173022,-0.016057021860951287,0.03467659145100177,-0.008720459480869793,-0.0047202794903650445,0.07286229855886707,-0.004733008901423285,0.08847759968235831,-0.027411961104244202
HSP90AA1,0.029610832980342897,0.03071907753825312,0.10002430252729447,-0.007899653791211436,-0.016839021295226516,-0.14575288355824853,0.0186420712223355,-0.003321362585547766,0.008207793293209868,0.08591796468928888,-0.016694666331874282,0.05692227965442645
BMP4,-0.03930595502306852,-0.04650951494943868,0.018148789861859523,0.016423516536907976,-0.021773305874133873,0.06913418736330632,-0.02844894380904452,0.028687337751580538,-0.03765877764431191,0.014236167359943461,-0.01723634321785918,
SCGB3A1,,-0.014815681195804663,-0.009508761392105386,-0.042627043952029875,,0.007497061440373072,0.06456983681291087,,0.04060740607627576,-0.027818591235046788,0.11311577277527701,
IGFBP4,-0.06922959724629223,-0.03760722658240868,0.03401757050932216,0.051574316595298875,0.042908601165266715,0.010484050615440298,-0.033009707611249633,0.042889062211688096,-0.03377427316122466,0.057383043844135985,-0.023639407711473666,0.015780611857290808
RSPO4,-0.02218614918545108,,-0.00950876000123393,0.06128414518041281,,,,,0.016024205393050564,-0.042267269744858504,-0.025292349681534498,
LEFTY2,0.043805292989348536,-0.03326877097011966,-0.010426471636043006,,0.01728042345184562,0.055405504516752524,0.0008647967507512958,-0.0246367024691472,-0.03664472111124219,-0.03362265301944991,0.1323333164416202,
PF4,,,,,,,-0.02261123084582958,,,0.03418355884935994,0.031084725807518903,
ANGPTL2,-0.01902160860297563,-0.022145862236726762,0.022502733584504733,0.03477283954665379,0.020438285812126592,0.10143695299307824,0.005578972951318615,-0.08979582077663266,-0.048848383483380865,0.03240652550203197,0.06741156020851849,0.059247852588580056
LRIG2,-0.039185715853155695,0.0691013633603041,0.011976849186791854,0.0037228506944563004,-0.05205243084432571,0.010587383173814835,0.030102150921703447,0.008962278977060823,-0.041125871331437254,-0.013629212876467163,0.05536494229808164,0.02967832469290576
ICOSLG,-0.05154334411577504,-0.015558397966574771,-0.01804585079841351,-0.0943635940066281,0.0627626629200309,0.028368247947940437,0.011577741918758044,0.04561753485522419,-0.03595323566274691,-0.04009380309741536,0.05464824214765372,0.031782765675591886
WIF1,0.06703033509480057,0.06819633478231696,-0.017893517578610248,,,,,,0.004555380721171505,,-0.02212488046028986,0.18641766570593937
NPPC,-0.015364411730837432,0.042583804270655584,-0.013214849406191343,-0.018698553765543763,-0.02767350039614335,0.00952106569317992,-0.032264712158973634,0.012059309455636581,0.05374739336613181,,-0.047615044115153084,0.06026778679507034
LYZ,0.02147609740520332,0.003645209139955498,-0.0020140093389595967,0.022944161103742783,-0.041908013680081214,-0.023675908745766753,0.0073722942804854185,-0.01919783187694632,-0.010436335976096105,0.020115486912829515,-0.0657752189762773,0.01843270423794843
EREG,,,,,,0.014528077541668377,-0.0023014956732083955,,-0.03356164356992427,-0.0002498394852309773,-0.022810550132880202,
SPTAN1,0.04751243957367237,0.0054110975937704826,-0.014683240313813956,0.016183077391349863,-0.05238719478938928,0.03681369355700556,0.019573490714195646,-0.018576706478075147,0.03834945383322636,-0.012306696667164753,0.015298076406731318,0.07559143252301204
PTH2,,,,,,,,,0.0209841056554658,,,
LIPC,-0.03234750857465233,-0.017998436560779693,,-0.029697763920667135,0.03647144363390198,,,-0.026156636658074724,,0.03373350766090901,0.03921326175901851,
COL8A1,-0.011852050026730213,-0.03658207932416812,-0.03727002232333598,0.019624919721593498,-0.013074716647459466,0.06430461918688511,0.013018549034331707,-0.03162809546183459,-0.004778766053776249,-0.012616973546789742,0.07806747129653956,
GSTM2,-0.02294883261090109,-0.009814711974257997,0.1119376473279426,0.014394907496004288,-0.013739127725068094,0.06461911574864078,0.08439967133340377,0.019932685392640332,-0.015300058070902353,-0.038119219294846615,-0.003811187675423668,
SPX,0.013362510488299794,0.022840122013373942,0.00040572712058367443,,-0.028317421693838597,-0.0260215975305909,-0.028074733230676528,0.03163709424124644,-0.012282607570871774,-0.03598385221199234,0.03871917189396214,0.0489121864240726
MFGE8,-0.036965624760443176,-0.02384888861376458,-0.013156756913532365,-0.04800665648588848,-0.04429705459872108,0.030171318217667036,0.00690739820787162,0.06548374953765924,-0.02126929867905809,0.024739533404164203,0.03353515765775255,0.03613453141524442
TGFA,-0.05177756152346124,-0.023669412972504134,-0.021774124751210808,-0.023882190333255376,0.125312661605349,0.015742565188672803,0.02162919843925544,0.015525633871797145,0.04558698729166507,0.0201784760113009,-0.042472700283620664,0.00409000811409328
SLIT2,0.14288994294093124,0.022241968714767867,0.0695826744091212,-0.03245767421697941,-0.009282291450428113,0.0074332137879459656,-0.03358446192943851,0.020403351905582377,0.011468151253341673,-0.03575881768580502,0.0592626974148348,0.09847838633733605
PLTP,-0.04141436695154318,-0.011634019721076232,-0.011220194840424675,0.13229324459865238,-0.024994261113533738,0.036448604488444426,-0.027963516673582333,-0.0012977746550569868,-0.0022840472093150557,-0.043885380903576805,0.0717333103608792,0.09070807300494851
APOD,0.02157461409233133,-0.0020489241819678047,0.007064343708297361,-0.05771839430245451,0.04807210936837996,0.14493914988554352,0.04837826725114501,0.03917340764496418,-0.10353858329260969,0.08020605814479052,-0.11284945642649796,0.004112081136001326
B2M,-0.06647576101979955,-0.02514308778785548,0.02146299775986682,-0.1118505284729576,0.004508577731005234,0.07877643659439296,-0.030847998778268625,-0.05351582341892704,-0.02199810826562761,-0.00022661812315557067,0.015507127223213788,-0.076631108033526
OMG,0.009405197472960524,-0.01627295288799445,0.005014803984976587,-0.05509890921422746,-0.0739317811501438,0.1300095111720343,0.002799783757350177,0.01993277286520434,-0.017259806232734976,-0.053617021855574945,-0.020551226669995825,-0.016818144948058302
CXCL3,-0.0796742383856485,,-0.010172363271125409,,,-0.02860359527460785,-0.04968553334190298,-0.03777606928785272,0.0038690032812099123,0.024104627723105253,-0.015470852312551958,
CXCL10,0.06952964208940757,-0.015864533623916086,-0.015452564341407835,0.10110904236931943,-0.03732822553792385,-0.026650872884212706,-0.03032821548068108,-0.0508924231602764,-0.026472627323119873,-0.02482595472577685,-0.03505335175545539,
RSPO3,,0.008692701611876847,-0.0006620979037762409,,,0.06575496352926495,0.0015755662147112126,,0.057592972797023335,0.05031656310663947,-0.0032597240472508966,0.031588207410635706
CORT,-0.0011424929709947422,0.04886486239606139,-0.03342141121226898,,,-0.0002129222466392366,-0.0236615038393913,,0.0523176068565543,,,0.18528001419716877
NCAN,0.004032255050564517,0.04634740862171186,-0.07802890954689254,0.0391668364786942,-0.0169921888044201,0.08389480822379225,0.008317075101190632,0.029960291854807475,-0.04454782452898396,-0.09747209383392878,0.0011703082731316073,-0.04819312800659249
PRG4,-0.03394796436695907,,,,,0.034853570069910744,-0.03491399685816967,,-0.057882981502567765,0.02462747713311055,0.008793422261538937,
ZG16B,,,,,-0.02569214383675407,,,,,0.0021004187609085204,-0.0169024601617214,
TGM2,-0.034432935338088534,-0.026372262802789405,0.003669645090535154,-0.04324885666738789,0.02746506890452456,0.04876862778503016,-0.06433247790790873,-0.03640588375539801,0.01801264183233991,-0.027193822528406488,-0.021345103867337158,-0.027780037631407094
VEGFC,-0.024358342227007005,0.04193224509308682,0.029051972184062528,-0.05022971289345331,-0.03330212095038707,-0.03321441295660371,-0.029049413379138984,-0.009636919387537024,-0.0032130136600684056,0.01760566127407964,0.11031771348226148,
WNT6,-0.03089286721671419,-0.011904514942897591,,,-0.024433231805105662,-0.03852785461409506,0.03410499293691663,,-0.013054656609890131,-0.021569196355601217,-0.017465312451031095,
NRG4,-0.02302246053087867,-0.01457332697734597,-0.04547828510567922,0.02921193395875987,,,,0.05358762694190667,-0.03558283515450287,-0.022838999008920478,-0.00694076170513918,
PMCH,,,,,,-0.026232844951201515,0.01651692007466272,,0.017044052794210264,-0.004598432842900634,0.02657238868854719,
COL9A1,0.13147918426862246,-0.06333603212277142,-0.020142534279861474,0.07040470442528739,-0.035548530723963204,0.018522174604602634,-0.01531592311364959,0.009872610554025251,0.030277687143991282,-0.02013083635717557,0.044966243287494635,0.028858079388526338
GDF11,0.10270978540748076,-0.060526709727697275,0.003008112738955644,0.013633714196627983,0.007714219750658681,0.059001079311064214,0.08090036358361882,-0.025245607225332437,-0.04341810496492207,-0.03921857643664875,-0.01911301420817018,0.07034887981831839
RAET1E,,,,,,,,,,0.026022531628139885,,
IL24,,,,,,-0.019558577064579336,-0.02225070626596528,,,,0.02334022819449228,
SORBS1,-0.012436313989241297,0.03823195401386615,0.014632966810505544,0.15530404069179382,0.02063682816480653,-0.004433525265601456,-0.036534353061611805,0.048426952480602914,-0.0316535595937484,-0.03314986491283061,0.0011401169928159,-0.053797013285709544
DLL1,-0.008607365696174039,-0.029425898492652414,0.03414756208922327,0.03844460641947288,-0.024655277443088087,0.038513816139223,0.00512545124571205,0.04674015687400086,0.0591663779696034,-0.059163926648183776,0.10960887826730872,0.027514865877595333
TLN1,-0.038939555214289906,-0.05171132117274901,0.017404208879726695,0.056939089510540324,-0.10390187078048696,-0.08492948085500582,0.04813578547356196,-0.0597286545782531,-0.07452729947397863,-0.018678831976750996,0.023388420295529247,-0.007045896812046475
COL2A1,0.0006641209927140425,-0.01289706039107234,,,,0.05550188399762074,-0.003935410158732852,,-0.025094012662894325,-0.020706362348424337,0.060571005803814644,
SHH,,-0.014077193387222638,-0.010917753893616567,,,-0.012039325647767938,0.0523861016902914,-0.04634599712538377,0.03455965040087054,-0.03410181915323202,-0.04785801681236005,
PON2,-0.035576037280432966,0.012357241475259507,0.009432415081273312,0.08255286346537438,-0.014367952899940226,0.0687090211833765,0.038112117687358206,0.013153780181852282,-0.03083967005093738,-0.07655190682136388,0.052153320036758884,0.02325766348159302
ICAM5,0.13735136596322142,0.05095461031873059,0.010908112729226777,,,-0.00589453805596393,-0.06537754611851088,,0.010771754714931704,0.028106044948534636,0.008154906630388106,0.08951443530891762
HPX,-0.037525745024227807,-0.011904515745941143,-0.009508760422710063,-0.040468099598801224,-0.04210552967445714,0.004450348578095502,0.0006173653685901202,-0.00595297361617809,0.02342795648750125,-0.0008445416438924001,0.008007709298289402,
SFRP2,0.1389408987603248,0.06621648614218974,-0.012334233333307626,,-0.06352885460474549,0.030811144519208293,0.03160785738488646,-0.0007915650259291998,0.0008084071203997739,0.11354364798756651,0.057093141128324726,0.028677352026608552
CFC1,,-0.0009491401199644893,,,,,,,,,-0.02324052611176636,
CD70,,,,-0.033760803311593375,,0.037070349374670755,0.02981897074931041,,-0.036307224692332385,-0.022855535555546164,0.011752867505039856,
HP,0.07170091476667335,,-0.030094859283451805,-0.026326897950363186,-0.027307441930816547,0.027341001149800603,-0.022597112178806663,0.008499278228421255,-0.032987631574847444,-0.021787124741393073,0.15487349665101477,
CXCL2,-0.05865761209201765,0.0026688615163427093,-0.013214848371956427,-0.030646005520713303,,-0.0011486630340119522,-0.007531783682333035,0.05784022239123577,0.02889542290159992,0.03996905994710019,0.07998923957578373,-0.0004693118709236287
NPPB,,,,,,-0.043210443624786,-0.03717954986668308,,0.07026322504708292,-0.023167620910196213,,
CCK,0.06454274572333986,0.05046121311369332,-0.028223903262970647,,0.055752750558443906,0.013124897279184217,0.06950234014752456,0.004103924818646703,0.005286362632229552,0.01162559148556359,-0.09740097771650875,0.10768561007314648
SEMA6A,-0.03436915846095862,0.024183723346661072,0.015594144850630745,0.0731163151910514,0.0304677024499508,0.046586087888636926,0.03213244835720341,0.049398981906648126,-0.007163782492980338,0.007056364437856967,0.086165204083163,0.04512549519754566
IRAK4,-0.04415168393807345,-0.04576019228948505,-0.01592917110948945,-0.0014822286015552882,0.016247911493631452,0.009143433844718834,0.03680658783378513,-0.014959313072425087,-0.001880934925123747,-0.05894255849705934,0.01352632489349479,0.0404401582883162
GSTP1,0.01348943062567012,-0.00700008715862805,-0.02745604828991942,-0.046267274814667386,-0.01668307882228908,0.04755343013259966,-0.001520351072238551,0.003880595353305334,0.016135191734860162,-0.02963069665489855,-0.014733660517216403,0.04251042213847545
VCAM1,-0.07265895197686566,-0.040926663460289,0.033878781887111555,-0.026228986306711347,-0.04275410996320384,0.06831275125095755,-0.026585559716431683,-0.04271612369420754,-0.0416016465501679,-0.10526379659967061,0.036913092820724074,0.044217024770815565
NXPH3,-0.022033513476323756,-0.02298162903709883,0.004134153363820619,0.07790032214275315,0.051287439146913645,0.06554996894058487,0.0011424860170328773,0.014767250157786634,0.016503379591634067,-0.028374787823029494,-0.050980120277038174,-0.08046770134254808
MTMR4,-0.03965985907874942,-0.032322871580967076,-0.022713998773269805,-0.011512776909167759,0.007650705184353813,-0.014156671562878415,-0.016315614784069683,0.012917884325624886,-0.01918729577938129,0.03331972427750517,0.029617435374642682,0.06022891362662371
LAMC2,-0.021024035631874282,-0.01631111143899202,,-0.03110764229712919,,0.012694800357666016,-0.029221420755584423,0.018238944062277294,-0.019885952631251255,-0.03438337127880457,-0.025292363604904944,
IL10,0.004289483551342607,,,-0.017918937004785924,0.024516523520647107,0.136847477503069,0.017161930397233637,-0.022414962744958137,-0.009411072665353577,0.015619348253065577,0.003022279777597572,
SEMA4D,0.060691504570650846,0.013031079272770101,0.0023405241694001624,-0.04803781085640156,-0.023754499435608478,0.05139220509603904,0.07675058131148642,0.022856622311209912,0.008008990232443723,0.018443840280272933,-0.01738647953335394,0.01060073768850901
TRH,-0.04102762083591083,-0.004813074631138423,,,,0.04210338066188583,-0.03368061707008229,-0.012560638792258704,0.017115271706126728,-0.025949289074228724,0.05492424385887449,
SEMA6D,-0.05066735706359259,-0.011078420783930152,0.05065326418422172,0.04196808259472455,0.005490399787905521,0.03050531332331565,-0.010639425634377076,-0.03586948321206928,-0.006526075973666962,-0.05094722262450393,0.02766859552322758,0.10099062225490649
CEL,,,,0.08113175922830246,-0.03551805502911326,0.07196481377063835,-0.036327228495293254,-0.03674058355844119,0.06635733500685755,-0.028491851066539987,-0.027021439888684464,
PDCD1LG2,-0.03666613704314416,-0.011454488898412343,-0.010486691024588296,0.04914343864653799,0.03058743292374482,0.023498814979383033,-0.025400953005242966,-0.002219682512683769,0.025595601400635305,-0.0007597884845830827,0.014771861287039147,
SPINT1,-0.03255161947460945,0.009950334107660531,0.003285796699602235,0.12847906377117047,0.074669010461242,0.11663805483434772,-0.0012566059843935893,-0.04888490401440129,-0.02947606043776587,0.03424446811569522,-0.023543680132672835,
CTHRC1,-0.0519363151591862,-0.04195499157764189,-0.024701583416796236,-0.05525900706341974,-0.008833737228356831,-0.011535903280556713,0.004938375725433028,0.0013104460923602417,-0.012406950655799654,0.007601061525758337,-0.031428196646212624,0.07883083243739553
PODXL,-0.012686195015280313,-0.02065254472126045,0.03399742587942008,0.02561692838210615,-0.03334668983522727,0.049336581827579384,0.00327319658321978,0.02121942509754175,-0.06698349785140086,-0.0631702913685066,0.05943051173306639,0.03439472209456698
JAM3,-0.0579565198161416,0.013334706188358973,0.08323925792224471,-0.15854322999126175,-0.028098592846320936,-0.04587057324446106,0.005416464179501518,0.02642407836658312,-0.04905854431131696,-0.024034457725586836,0.011480579555673468,-0.04738928318977358
TGFB2,-0.048145019741479354,-0.01970175877263024,-0.04371746068516725,-0.03202493566675813,0.004425105756791799,-0.030299550317039674,0.00879569918380712,0.011940459051987129,0.020924467993837802,-0.029451595545865173,0.1158375907602123,-0.060401582764267346
COL18A1,-0.0031073207567949416,-0.049507565258913214,-0.00015148803165917793,-0.036009866688058265,0.04372784196741675,-0.0024659984559946657,0.00809565937741145,0.006307553433941168,-0.023051057726206227,-0.01875568664339229,-0.012054153041064572,0.04752090384281823
NODAL,,-0.03205459107612674,,-0.0507695237447952,-0.01471800362474032,0.016919943154076383,0.03103653373259223,0.042926827038533844,-0.022741078307848543,0.04611849100054919,-0.010398428194918787,
INHBB,0.01116726766304941,-0.013724340445864024,-1.8756126150320642e-06,-0.003746654562261482,0.0575702495599868,-0.04210013774434866,-0.010353647840638193,0.004184060476206978,-0.03433111766437152,0.026375090404561305,0.0868312415480732,0.02479579167365237
LCN1,,,,,,0.07071252350973127,-0.025955977357350026,,,-0.026241333502324313,-0.017740435175963427,
ARF4,-0.07584627900353672,-0.0737832321703782,0.04622862251233372,-0.06515776644187847,-0.04434284299172826,0.11855045106439874,0.0025460899646467176,-0.05581816410011364,0.00739089397894268,0.030445031495493397,0.12574636336323594,-0.03240373470682801
CXCL14,0.048907552177037635,0.0870009089155121,-0.06258168724564152,-0.0014812365819861471,0.01453215982747615,-0.049269447727882575,0.01331758845877072,0.003940276164016965,0.035114964935997355,-0.04259416582189379,0.05986843526642942,0.1831527190958278
LIF,-0.015161961148685161,-0.014450759505288516,-0.011272852561748762,0.04729950839269247,0.03707640306847922,-0.03159159935214113,0.017926365005339222,0.03441857332371155,-0.0008143282228670161,0.008766236541319302,0.03314386043433985,
IL17B,-0.025129172733151933,,,0.09817510885168353,,0.0998931847428985,0.0504348469011597,,0.09350676504376952,-0.03493295417606413,-0.02005800088633064,
MMP1,,,,,,-0.023005438203066695,0.015807828599333214,,-0.02048712572829309,0.005434632168126737,0.004873608641996169,
MATN1,-0.019799446091271506,-0.01395062994323735,,-0.03245773819502433,,0.005777813567358527,-0.007408042645339663,0.042556712557394204,-0.003452892010728451,-0.03155988054825836,-0.01827905762110021,
ADAM28,-0.04018598857234162,-0.03693946731902859,-0.00923345476905057,0.0834903637886425,-0.025020518247495203,0.018860773862372258,-0.06067167514148332,0.07052052212191019,0.03847288952455292,0.017558385429506978,-0.04699037556924289,-0.03759419760823645
