,UKF243,UKF248,UKF255,UKF266,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
LAMC3,-0.0187277219587122,0.13264385951709234,-0.005148411275522757,0.09923647319846544,0.08157782016081758,-0.0307424420325035,0.05878825848617474,-0.05469848476634598,-0.081689710643702,0.05819625307996214,0.026122106790560064
CCL7,,-0.008648598305800675,,,,,,,,0.010035102507677422,0.024946258530923863
NGF,0.008450475288796095,0.030681361813186633,,0.022051974211264702,,0.014210093066807053,,,0.03311275575491861,0.03352849093028593,-0.028978954392664673
TNFSF15,-0.02477577674197568,,,-0.005583436984804634,,-0.028127995300244565,0.11755458169087919,,0.12547114311902258,0.04642112567278298,-0.009245344591905215
HMGB1,0.04502477985860938,-0.003605188892999965,0.1453277650829694,0.08578887537719312,-0.052826073747102305,-0.026213938403653277,0.02973583843954419,-0.10716385192134793,0.059287180750152886,-0.013323543334513594,-0.08456576445379071
ITGB3BP,-0.014508842930564557,0.055335423461350695,0.06712667947589458,0.11741029944927742,0.012407941932349224,0.031088634378150164,0.031876939479683515,-0.05393443771538004,0.0235588127772281,0.06677116169717441,0.03866434424630015
AANAT,-0.002771614223438334,-0.023898853058903567,,,-0.03632138552525507,,,0.08188859873559129,,-0.0030074256062087787,-0.040283903110285534
RELN,-0.034530709529895454,-0.029274970078377507,-0.0057639103053651105,0.03500200575480886,-0.0693117525348197,,,,-0.031816339160599054,,-0.0989174752924231
IL15,-0.03521833897377037,0.01098761941463745,,0.007616136380862861,-0.010858096876102999,0.011428026265977824,0.08926241668855055,0.016749802890401382,-0.02664140388909594,0.04804560961946254,0.09296170529810815
UTS2,,,,,,,0.03324769670728264,-0.053506851741974885,,,
BSG,-0.100372044711073,0.038476788669932906,0.07385950490898395,0.1095263266180037,0.22919226269452894,-0.09304774304167705,0.16361324869835128,0.06991625147783209,-0.04113797551622056,0.18824393879271067,0.09629175127414877
ADAMTS3,-0.026004784294809867,0.020033664279263518,,-0.01055933623497731,0.04941327400856103,-0.019985906821946165,0.08759236060127928,0.09688988816460781,,0.08678396730472569,0.024759870619385962
CD34,0.03693198363298524,0.09787486407715004,-0.028148747320871255,0.07800373658605934,-0.02677964939286552,-0.033115272417314004,0.06553958227590374,-0.0013247764009934424,-0.11060585876090781,0.08159096594987689,-0.019672596494393534
CCL23,,,,,,,0.043098336330056,,,,
PLAT,-0.049607413927252014,0.09166531974877035,0.09746464122184197,0.08938114782953029,0.20767463650951018,-0.021504879255829213,0.0745252615614652,0.0042605611456166086,-0.09717024295678055,0.033550848372641835,0.09430572398396092
NTF3,,,,,,0.07700671787325658,,,,,
LTA,,,,,0.04262169218402477,,,,,0.025906327692134024,
CKLF,-0.030195024054000805,0.03856311677680021,-0.007949500663586096,0.1083166099601162,-0.03531465230574792,-0.03351108004188222,0.05900703115255546,-0.01930803450275068,-0.08570704526755321,0.06015320057949068,0.08961686701998856
APELA,,,,,,-0.021160598227149902,,,,,
CD24,-0.06733746985579175,0.009659385404234899,0.061501234979370094,0.08731094578448756,-0.22677778426409087,0.11831749974147478,0.08636035201266076,0.0646065540425098,0.12065050685856757,0.09046348776907966,-0.05910579291929437
HSP90AA1,-0.009881220517055868,-0.08135856002723918,-0.026981814548978612,-0.11111191020556857,-0.04907921141040111,0.09516285796957766,-0.06648956765176685,0.04981620340257709,0.021465724846378504,-0.04944550178963582,-0.18307365805057424
BMP4,0.0743051242376417,0.06078010529608882,0.08178848878145342,0.18340675774347673,-0.05936777063036402,0.004574202075382017,0.08152248383996416,0.08790586247030427,0.06468353144849796,0.1488929345487654,0.01509435830216689
SCGB3A1,,-0.023355382173096132,-0.0026074430668520275,0.01696632042407152,,-0.05238719219751695,0.05128716952375519,-0.013605350066760082,-0.04464144824528108,0.05402952483857945,-0.05569924263127678
IGFBP4,-0.012153828278838172,0.12759842465787508,0.004009954483053386,0.1165680472514522,0.03567731231366117,-0.04835271280197526,-0.06733912924042287,-0.04060880161457245,-0.006895816468594878,0.07613496577393047,-0.052166834229302475
RSPO4,-0.024464913574724183,,,,0.04711599758317743,,,,-0.040818078126429576,0.049455228351579145,0.08140017882340952
LEFTY2,-0.04097888849318498,0.08403283749336113,0.003587442007243807,0.07511780705313817,0.0308621152208435,-0.031804039080902374,0.056077937780679404,-0.03183465330202701,,0.07999691340960599,0.08490271721028458
PF4,,-0.00968934281862823,,,,,,,,-0.0028708669694591784,-0.03979169922853636
ANGPTL2,-0.09480904335159522,0.09258886429571021,0.11327096406225146,0.13710585201914213,-0.049207768481563406,0.007703761356187386,0.13509238889222341,-0.0013891936315767036,-0.061907584782763515,0.09980233842938811,0.03219710250915487
LRIG2,-0.055049404269487796,0.015429004727354827,0.04417283344869293,0.13425920597725563,0.024866657831657007,0.06631625051957644,-0.03926552456383431,0.026179693912183343,0.03519022263310511,0.09627636871185882,-0.012903831345546207
ICOSLG,0.001107606912274697,0.07836553852217389,0.005367842810423007,0.04400803064330858,0.02964624225762929,0.021701921281142657,0.06933508325008016,0.08350494970699915,-0.03389992523680245,0.09451894971012915,0.006896543315941698
WIF1,0.15639663160425546,0.007706222978224722,-0.017414355184656997,-0.10743887759714675,-0.03139592688625656,,,,,,-0.007550688325412258
NPPC,-0.02636795324477067,-0.013538938205021266,-0.0220120225629971,0.0013224317764590097,-0.027188705328533524,,-0.0437381235903946,0.1739494900656169,0.1350158384630516,,-0.029266725390698856
LYZ,-0.03723468849476247,0.0249704316294501,-0.01851260499889335,0.1146178147879967,-0.004261827056423601,-0.01976209916316148,0.08028368673118613,0.0013593833931641222,-0.022153627583730528,0.060844217252076005,0.03275742583551334
EREG,,,-0.019964544196495404,,,0.04794216756915392,,,,0.008779986090888318,-0.04581203341812674
SPTAN1,0.06707166482613722,0.0836293195926786,0.08982338296760928,-0.016215368402255206,-0.08075380148658816,-0.016762981628955363,0.06536357235725482,-0.03853519932212524,-0.04741740105219861,-0.0598781188907347,-0.18055433008120345
LIPC,0.03779245524511772,-0.018266244052358504,,-0.024291095820602463,-0.031502422191789906,0.03078471206881787,0.03484092098717943,-0.11584886954183797,-0.03066387605916836,0.08874227958303697,-0.005578671071318045
COL8A1,-0.043089066274433166,0.04073962018643354,0.10414728288641141,0.04474153519923459,0.0702049932318601,0.011242983867937697,0.11464826078785086,-0.08205447410740313,-0.011870247256991073,0.05625293406056405,0.1311205577196406
GSTM2,0.06787607610622295,0.011638060953398342,-0.00018230051068177057,-0.013246156587724607,0.013361476249182797,0.0009178855998048463,0.08486178622841256,-0.13125238102265724,0.07621774605609465,0.06765173572432379,0.04494654994570072
IL4,,,,,,,,0.008578802664086836,,,
SPX,0.05690322216523596,0.01089272572968545,,-0.038459303573243654,-0.09026850466372384,,-0.00026208659488571493,,,0.02043992484975211,-0.08156935931138723
MFGE8,0.02199472665547576,0.10861247805187936,-0.02377351060385367,0.026877612489588105,0.05913691232587674,-0.028589478094816455,0.04774392507446057,0.06380764768052948,-0.08768293884138025,0.041742113104050675,-0.053103837043615175
TGFA,-0.059718250052864665,0.027125314527703167,0.00880792192623882,0.11173023037106547,0.14148639736209406,-0.050120463500338754,-0.0011571816572776858,0.1345786580479249,-0.024854785208488057,0.17366426563879694,0.01643134214740146
SLIT2,0.11679438377802787,-0.01124128107855219,0.00875471062623242,0.040361861745582366,-0.016009585327780847,-0.036534022409024744,0.06943241364117714,-0.04938324780871638,-0.0339915098346969,0.06561101203153481,0.06079630213167887
PLTP,-0.053796561954794264,-0.015475717811798973,0.003479994458240235,0.05999615864262287,-0.07631152344878024,-0.053498603169883516,0.06466298813230806,-0.050927850302582255,-0.001363429099260343,0.024313770314026,0.04704554436350097
APOD,0.0386314184338609,-0.012697936234144095,0.12003954041553194,-0.03592245654268869,-0.1374428898872693,-0.022094232950661343,-0.08872280958853136,0.04838327100901697,-0.09983455079308955,-0.01950417695613443,-0.0994270178065498
B2M,0.10191611338718992,0.07360495125768639,-0.015260378540185412,0.049891343256364865,-0.16406494445447745,-0.06561820401643388,0.1793484402449458,-0.07352311481781323,-0.15182877193064073,-0.019378401164562804,0.08844102458692009
OMG,0.035545729490453926,0.002436712215668705,0.10942929645494578,-0.015222788078733944,-0.20864765400864535,-0.023552542509859657,0.01763530358427468,-0.05681337501556489,-0.06506201907192098,0.07511434797233749,-0.12197016234272923
CXCL3,-0.013206323406723886,-0.02336740057541286,0.0010430065280936551,,0.1396862080633377,0.018295992352078697,0.10774676817879857,-0.08522904703430939,,0.0834227097217173,0.06557324775411474
CXCL10,0.03751302070602827,0.03288641817699406,,0.04871732415862137,-0.08093562480460569,-0.01970710282662532,0.0013897382626481107,-0.038136953395489115,-0.09198929388100756,0.04217691180795148,-0.02081637654244352
RSPO3,,0.012133766137085479,0.024871797987787766,0.021484894646183385,-0.03533827751811092,,,,,0.04320729946661348,-0.11680566744109538
CORT,-0.027429478552234172,-0.010385364895573969,0.04569106109928824,0.029944352615562494,-0.02344705815179823,,,,,,
NCAN,0.01013043795280718,0.041762369332297086,0.13527236292792558,0.07631895363852757,0.14797956277783517,,-0.06388791182758785,-0.05764235199797718,-0.11129520371024383,0.031972468488263746,-0.12483815031611564
PRG4,0.024634204125959687,-0.015895595675552602,-0.005079170107227728,,0.014106513518257945,,,,,0.13855674221923195,0.0590990570975938
ZG16B,,-0.03238686596974881,,,-0.027795802142927102,-0.012608930898065723,,,,0.04961420362538511,0.040677435664664634
TGM2,-0.014184993443462303,0.06376913610282335,0.009279345405712326,0.042833528546365345,0.04389165821902563,-0.02676662773607622,0.008816788982751967,0.06471512033270724,-0.06934767299891106,0.09080748027438476,0.0064760934222930005
VEGFC,-0.02686021501189887,0.01938290264820081,-0.0471557864949938,0.0483529555374014,-0.05544140298245597,-0.0026284892462884618,0.09290472536050824,-0.0947133463191689,-0.05260339260287001,0.051537904604017866,-0.005105024161906603
WNT6,0.085920455251747,-0.009662005459797427,0.020218973619384364,-0.016066601796172465,0.170638195543282,0.007327793121406585,,0.052509798305680616,,0.0727621040378831,0.02619826959670527
NRG4,0.09113154105092285,0.04359864416236498,-0.01791653943071017,0.05395019930593782,0.049569545607312984,,,,-0.03257766062025861,-0.002793886818127562,-0.05275015173342824
PMCH,,0.12581136070856866,,,-0.03364047424080266,,,,,0.05476325294306707,0.03252598345033324
COL9A1,-0.009710100633088846,0.0692634482279041,0.09555424473053564,0.16261598309831307,-0.07449638005106238,,0.09901619747913815,-0.09199109866886228,-0.1130003811606779,0.0874003170414835,0.12638849226793586
GDF11,0.020115169209135877,0.11418505802013278,0.053374052774148285,0.12085197156269602,0.05813729002056864,0.01837333065389089,0.0454560793192596,-0.07595383264323408,-0.10988010653571745,0.09980177238988545,0.022674540335021594
RAET1E,,,,,,,,,,-0.008714620272797513,
IL24,,,,,,0.03346285567940045,,,,,-0.02377493593451136
SORBS1,-0.014205298752717305,0.04974223494033083,0.07323390471268376,0.007124419926334207,-0.025764751940064022,0.08520476333478946,-0.05217671236133272,0.0669369913005687,-0.05798803422574688,0.00699735084897748,0.005880933434091765
DLL1,0.004884969561271693,0.05729388716809108,0.058224375604447064,0.05663795962402012,-0.08695478366356395,0.0067479556189627195,0.007352281149832194,0.007690221218818182,-0.10211594465263231,0.095675844855683,-0.0025946568204930458
TLN1,-0.03487977251359786,0.07503669061543723,0.01047885862087609,0.12292728626614813,0.03998006271931148,-0.008418175159570598,-0.030782232462760597,0.020709598492993867,-0.07678590914108042,0.024057648018843206,0.061518240498422444
COL2A1,-0.025985392589891142,0.023647826815122123,,0.1530146459544293,,,,,,0.03613118162657028,0.07829231718285497
SHH,,,,0.07650015987220123,0.04666121152832084,,0.19440960443280916,0.11706354736457575,,0.05898367785955875,0.13701170319428027
PON2,-0.008353777858785931,0.04958056470604282,0.09072981565613086,0.038297881511928415,0.10566706117574827,-0.08020042815343459,0.08537353345569386,0.04179740000302417,-0.10513018982047392,-0.03147331533363925,0.0823113098033708
ICAM5,0.12042087882225347,0.07241683302081742,-0.022625355952585455,-0.04230113059638752,-0.021113227923126185,0.03853410607854229,,,,0.025411497195821024,-0.04715388933874362
HPX,-0.025997729879791646,0.0039598270135710505,0.006452748450204753,0.07509753869916726,0.029082690979795777,0.02064914927438768,0.021670229904424188,-0.02725243415869017,0.05017122756542569,0.021388832347087515,0.15062354633687183
SFRP2,0.07062017636125267,0.02783747674487997,,-0.028409860644343404,-0.013254047938333494,-0.02611059459509527,-0.015013895262794317,0.05510041495039486,,0.08269399915137186,0.07230643919149966
CFC1,,,,0.02736108769501745,-0.03498128165527954,,,,,,-0.04667558444162137
CD70,,-0.005840993232648246,,,0.08360054659530411,-0.012856956626315226,,,-0.03535622023074488,0.012269024571100573,0.03194158914909312
HP,0.02222573930527967,-0.010821219414799129,0.10351702887539169,,-0.02931112728598958,,0.03922910312614442,-0.05659116913076991,-0.08301736963180772,-0.0055418403070059425,-0.026038902855805707
CXCL2,0.014994576499418526,-0.010706815127236332,-0.01748709688617559,0.20030786812368181,0.055874204225122924,-0.01304958668055831,0.03281968057077482,0.010737643579447,-0.0026505443729006963,0.11290022141409188,0.060541606964756293
NPPB,,-0.03013070344488204,-0.09235746398012984,,-0.030631032860190123,,,,,0.12171644762431201,
CCK,0.11249332064368232,0.023892699154111588,0.013193923528472802,-0.1011555696748817,-0.17236509991561283,,-0.0137159289275124,,,0.055507479463719776,-0.24013636474495678
SEMA6A,-0.017037509183967472,-0.039034424284106244,0.06525847964496502,0.10288599999770928,0.011545926283274874,-0.022983041652484104,-0.015490096177613764,0.020308436268722564,-0.12917395807028667,-0.005788010927699919,0.06780084398752773
IRAK4,-0.0040245605654021495,0.038098921079918774,0.15374876847459004,0.15393696991049816,-0.01732142075736275,-0.030677996091816873,0.057178703583188745,-0.029881435352674627,-0.07396277901503093,0.12165822227363327,0.04090296024973147
GSTP1,0.0628336217840774,-0.02264306229019987,0.0321800674290643,0.101544523247411,-0.05044295546110428,-0.15096724804577472,-3.275807921457916e-05,-0.0187799204181845,-0.030217978760674637,0.051360920731311516,0.15312894195816612
VCAM1,-0.01867958847338586,-0.004745461519930229,0.007885392527163205,0.13166173057110345,-0.15427762650799254,0.0966013843505236,6.767150457299978e-05,0.08006187398897197,-0.09549060825132472,0.0984764710076698,0.020292587431522183
NXPH3,-0.07842807682099649,0.005220886147177075,0.04435419802166948,0.14522570559231368,-0.09539956074479282,0.006398730438082755,-0.0010390908203385784,-0.07819044631608262,0.019781593713311927,0.024902605870499746,-0.0027189394851552424
MTMR4,-0.042017185651213,0.04923135764906567,0.11915181009540154,-0.005007236129614989,-0.002109304423610412,0.042433367412859115,0.016459235872642572,0.03936424846980655,0.06551889012017918,0.09530228078705386,-0.012366772220955072
LAMC2,0.0017336428313395366,0.03301215319403143,,-0.02201384378954724,-0.010093859743435577,-0.028165523803454263,,,0.029369467186923636,0.20906100645231648,0.02436467243596067
IL10,0.02740680330194555,0.02226564701301758,-0.02339457278906535,,-0.03304301996486116,-0.03124533041040413,0.033577633477634164,-0.06504342230753568,-0.05673753720163929,0.05543274019931927,0.13699795262541342
SEMA4D,0.09282734985839512,0.07465587980795536,0.16100074922164842,0.006487262030913126,-0.04496106310765377,0.07129174538345036,-0.062485413626173325,-0.018753028474508437,-0.10062786912512287,0.11857407773634872,0.027756812938041338
TRH,0.008239611807973352,-0.017286589899025883,-0.0342109441360145,0.006937606122422621,0.05605496739271778,,0.11713307845193519,0.010156897528292363,,-0.026215527564277342,0.06570180307907561
SEMA6D,0.026040114782714383,0.07095608774711233,0.08709313927222781,0.10930090945098976,0.07725051674253361,-0.03565146780432682,-0.04585265286252574,0.06393812519673897,0.031381566258036786,0.03406104441728853,0.091946879547766
CEL,,,0.06877772856918063,,,,,0.04133811136805518,-0.057662668834086536,0.08347520605707127,-0.03406791508751919
PDCD1LG2,0.02950301792530961,0.03844455362748966,0.0024537163091640315,-0.015459236499112223,-0.030281064861341876,0.017544616438377465,-0.05542067874884492,-0.017051623913923473,0.018289053605961825,0.0908671321721545,-0.0005185112192193405
SPINT1,-0.03589503300040292,-0.002207410066543824,-0.045076251408774345,-0.019995583523251863,-0.026662368375342377,0.01607020612213368,0.07408241360016056,-0.042165984127679135,-0.05620758019762605,0.1080595202759207,0.11272576503962246
CTHRC1,0.05430468036166541,0.08361663494058658,-0.026092783204541888,0.14555210484288808,-0.02289550736270949,0.15557183172816474,0.09968745911802776,-0.1526084760398176,-0.04498340524820896,0.11254664148042368,0.008463675888353518
PODXL,0.017384061219661243,0.08375506113702674,0.07164438963217984,0.10642837679470275,0.05165414992823406,0.039750913037315656,0.19428889164752525,0.056982602795091424,-0.18029692449278795,0.07158790783259218,0.13874723780416165
JAM3,-0.05058312903269902,0.07179108640889711,0.010792453352142316,0.0854375460576424,0.09237386155989512,0.0758211798552275,-0.008608278294182103,-0.049321803912802,-0.0678643410340706,-0.036496104760448705,0.055645220714831606
TGFB2,0.08150691200184797,0.06512578093179273,0.06227514744546645,0.04636695979395853,0.012431473743692802,0.03258261202666466,0.03134698528932316,0.07987509269908638,-0.03257501454936506,-0.053939092248814796,0.08399807069486723
COL18A1,0.026600423080509417,0.1391380070888303,0.10543838338578729,0.13151913581247265,0.19253831322667944,-0.060067594435629756,0.04229403590498788,-0.018047690226689107,-0.018511654411954803,0.006270223940596433,-0.030975192461157337
NODAL,,0.07880553266925679,,0.091784985278897,,,0.08820109370989294,0.01936427640343003,-0.06180779889043153,0.06401971608287378,-0.07357911893890194
INHBB,-0.05531827415304785,-0.0001573725631716362,-0.01811338048768446,0.07367612079756729,-0.06162172744725293,-0.019645877629137855,0.025368963885040015,0.09496477589949692,-0.007235698166628398,0.05932512906025266,0.05801873184093258
LCN1,,0.007048123343368895,,,,,0.06049052320814269,,,-0.009403848199217725,-0.00733128922438228
ARF4,-0.010136734292091326,-0.031631327769054134,-0.1001568419962457,0.04444367872707998,0.0011646160344430598,-0.005077526969620961,0.03451195295792611,-0.048554589342961876,0.0007519216814613783,0.050517001588483906,0.10603348169721036
CXCL14,0.11348573628564333,0.01902571779681965,0.020716065017500975,-0.05380360963973768,0.10194142608564027,0.026032627578922666,0.17513709379004883,-0.009301241341555314,0.024622151447373678,0.027553011282317647,0.021738511563538686
LIF,-0.01452472697473674,-0.014926324478310061,-0.10881279355335019,-0.019503070871631237,0.18242917237002365,0.0003790966670294876,0.04798396111540677,-0.011534237220082694,0.0905284011834737,0.074496327034842,0.16425895557930018
IL17B,-0.02771021838814783,,-0.0035305260539463096,,,0.06701884522238652,-0.014612848082829864,-0.037222487476678,-0.031107643989767477,0.1284746194135777,-0.01578301081930685
MMP1,,0.04182842401784963,-0.04500239117909954,,,0.0010951271948062907,0.061757154020401175,-0.012686023645839921,,0.11214019727070287,-0.005276765354601027
MATN1,0.13744202970822217,-0.00774108035664976,-0.05465188884418978,0.05838845317696727,-0.031015734613530188,0.030749583223655334,,,-0.033991576836119385,0.04050532025708952,-0.03671111804456826
ADAM28,-0.0165642381486846,0.02557127589192689,-0.08177214729949753,0.07202001567495281,-0.0915889534797213,0.0236253528914137,0.05372164469544882,-0.010900235453885637,-0.08894236401200262,0.08395792500734278,0.04241701896554564
TCN2,0.0018271181377647028,0.07643184936035072,0.028972546878466846,0.059734470595510104,-0.05890158945374166,-0.10340859395004803,-0.018944912864467978,-0.05128497868670596,0.043876365433806845,0.1449066681539172,0.07241371791323298
THPO,,0.03816425398145057,,-0.026774357452520586,-0.026350498035790534,,,0.07822601095491656,-0.03257769655633889,0.0354430398539533,0.053762025628587354
CUBN,-0.0750205994295771,0.03410018364958994,-0.014985996630472924,0.13556883164619657,0.01732698380002157,-0.05669912328505669,-0.02895098170508925,-0.02468596175460955,-0.05782033880784782,0.1224443535303068,0.04599447365637286
TIMP3,0.01843695139832579,-0.013814591180347401,-0.023991872804676483,0.07403230859809613,-0.06591776741931618,0.05953101906121,0.028698434215980704,0.04660618513528003,-0.015597027354276118,0.06358286368714908,-0.009961622108410204
PIGF,0.02859289141024936,0.014358055521976746,0.11579660287014455,0.09537414086130575,0.00016053489364202547,0.0047327496255929365,-0.014770195085239824,-0.01669920642553518,-0.03789980001887193,0.07183109278394237,0.05833481442029359
CRH,,-0.0030824644319384677,,0.03009988291601441,-0.02448404127055093,,,,,0.07687501343712046,0.0891346674300117
BDNF,0.02339409050921108,-0.011417115666919496,-0.05073336890964621,-0.050592257495982874,0.10152300189711294,-0.003375907377381974,0.014025959473722536,0.09422124318130241,,0.1333153082231763,0.17026983229518652
CCL5,0.00390124677330825,0.020775675496475254,,0.008009476120079339,-0.024171116264279955,0.010899621315173264,0.07326345019235972,0.021570134066861067,-0.03139220530404022,0.09960319061453682,0.011203537563673671
GAD1,0.12750633419203383,0.030071752485914142,0.06882219571445018,-0.04959803840443245,-0.13179247357244514,-0.018977910353788263,0.031214484960400073,0.08480677046571214,-0.00723613001817746,0.11927064321539592,-0.0924701116577834
COL14A1,0.010848283443874977,0.0433882704164442,0.050907364854273385,0.09968812494569178,-0.030144067289441533,0.0166858336120871,-0.00890182918976711,-0.043119051680838745,-0.052373253909496244,0.12997538714228662,0.04243296121499935
HLA-A,-0.05929144464573064,-0.022999424701682245,-0.0621900211919923,0.055427958637155536,-0.00985300102354859,-0.08013216358971008,-0.12669961337376362,-0.16697410717054487,-0.078184530874573,0.013723765706489617,0.04584269141516552
CD5L,,0.04626148256379782,,,,,,,,,
FGF18,,-0.025070868840551964,-0.03421090593225557,-0.02201384058278941,0.02040549628101317,-0.013131283853824423,,,,0.04360031092461846,0.056064060837430534
