,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.023222018774758556,,,,,,,-0.016603069796319224,,0.020007793216872165,
BMP1,0.010219519365885298,0.08845875334145482,-0.01323921639829802,0.07263366564254874,0.11537922216936826,0.04423402810373932,0.026996754764005843,0.10405100651885532,0.04589479572735449,0.018238802740129297,-0.03430244683626354,-0.031722750920518496,0.10641233777830393,0.11320573845414987,0.04589193934536622
NDP,0.0481241265313734,0.02200964386060995,-0.03425872630977242,0.037387354508205316,0.05754287063619343,0.09645267966988579,0.01803236790913293,0.02911869742517519,0.12319700539992891,-0.008890374861118287,0.05011387074932183,0.020822662535543875,-0.001036776083586245,0.04026178653640454,-0.0773525579034835
TNFSF18,0.023996324259568106,0.01904683324047173,-0.02492196106117779,,0.04546044663123168,-0.02191796521894537,,,0.0003139495656745738,,,-0.01712245281955207,,0.010460806009132982,0.051880567644420554
RTN4,-0.08133311916291475,-0.004808409831110664,0.014740342679258545,0.005030351129169782,-0.14221925468583538,0.049584827846692194,-0.016577696860475638,-0.026808475819508813,-0.011686925737247472,-0.04511888514834962,-0.011754882254075522,-0.029673982815346233,-0.04576079675106695,-0.08625529347150704,-0.042578042558739405
HEBP1,0.032558530178876104,0.013556522098359223,-0.023843630471829913,-0.031056030140620368,0.08259471482695127,0.001379912620048118,-0.011357317981469642,0.02616872219121477,0.10371522089749426,1.4067431562928473e-05,-0.013969280259721691,-0.01371695849346187,-0.05882122709411494,0.08127690625577115,0.03221761218326292
WNT7B,-0.01840844681097209,-0.004391755354975347,0.005721213016864295,0.01481408387591315,-0.027446072358307903,0.01808931055476071,-0.025939285832722807,0.040754612601241746,0.20106248301557433,-0.032997077777050486,0.009187430924325102,-0.008196352133331726,-0.017201854363374576,0.07881416373495521,0.03674061852439639
PTMA,-0.01967040905505569,0.0438213763038671,-0.027080528309088324,-0.00741903369092298,-0.1011226298746046,0.011221953924899329,0.02393964042390725,0.07678409579792188,0.06540893814978074,0.029611388393526873,-0.04389903064960271,0.012257199707098099,0.04678748517467523,0.05839564175150239,0.012739849319795805
FASLG,0.0071590853295536465,,,,,,,,,,,,,0.15399244350985378,
CEACAM1,-0.02556029672783158,-0.018743062859971224,0.04216991268414093,-0.012355007516828852,-0.03584995245645537,-0.03447173768405493,,,,-0.018489890155958488,-0.023033463509417467,-0.02460317709342677,-0.025530837803811626,0.005250820321884901,
PDAP1,0.0356110183158759,0.04233321262092799,-0.015816028031026743,0.04491842182799609,0.14598954791324914,-0.004005477482019747,-0.02567457846863868,0.06107639080508656,0.038275296017748324,0.0277546257422622,0.02586573752481466,0.028758479654924028,0.037498026538193015,-0.023822248024692898,-0.0010966672959150186
QDPR,-0.0033600277777153472,-0.0716698714249774,0.02484614679931168,-0.028997210261301073,-0.19848788909453935,-0.0027919397891749,0.04287170287269127,-0.008966915795116739,-0.09720026135924116,-0.00951550590074063,0.014021223551140926,-0.02735240344704266,-0.022576376086901204,-0.032820659142444863,-0.10067476501276953
POMC,0.06129053135801292,0.013201233655428085,0.10286920815448963,-0.011450850900990581,-0.019202871949679613,-0.025431873608202163,0.05118119185916034,0.15724851937940443,0.09535707744197447,0.08569944767930665,0.06483284006955253,-0.02131046694974619,0.06339227252198427,0.05939843957071487,0.011973495949274812
CCL18,,-0.023389571529183608,,,,,,0.02464120108442366,,0.052985618900748654,0.05562010391872984,,0.009529972904556238,,
CCL17,,,,-0.01052315296912158,,-0.00576161594290985,0.012846014858849028,,,0.0526575642574194,-0.008254390061909611,0.001443462388234897,,0.09229742605493066,
VEGFD,,-0.02338957895646807,-0.0170164960674329,0.00020324882917739347,0.011206850455662599,-0.01983049753817108,-0.0057309202449260105,-0.01894356961575741,,,0.0825390117734303,-0.023087392422788656,,,
TNFSF13,,0.02147179451480577,,-0.007139158740662408,,,,,,-0.025170861701026965,-0.024729345918551908,0.15336786850553896,-0.02866941971220375,0.12472077177735948,0.08288990664167398
