,MGH258,ZH916T1
LGALS8,0.04502182294016757,-0.004405954371295015
DKK3,0.05716031521835644,0.07533526917576111
COL16A1,-0.023235338739785262,0.07139791121285562
TPH1,0.02897722308384993,0.014815217105826955
TNC,-0.015408714498006317,0.02402140034832019
TNFSF9,0.039188528171462664,0.005504751789916207
C4A,,-0.022900174943401082
CNTN2,0.01591002174201672,0.017209977741869793
LUM,0.11629173871864282,0.07988403334991116
IZUMO1,-0.016229762415285825,
BTC,,0.0115758923099256
APOC1,0.03746485926318433,-0.024827946398664
PKM,-0.05198969938235503,0.048060331584748206
TNF,,0.037732773069700055
GNAS,-0.0832095841164504,-0.018861650020393556
BMP8B,-0.03934149660915833,0.044624100277558726
LIPH,,-0.03232015631191696
CCL28,,-0.013204617415262255
PTPN11,0.004347895277937049,-0.01286120867295986
ADAM12,0.02989834483280683,0.042311383238274776
EPO,,0.014706395050334348
EDN3,0.015035092535818528,-0.02551423577143843
CCL22,,-0.021698590135255606
CCL2,0.02506776826286816,0.04735867643817404
DSCAM,-0.028875315840819912,0.03565586935030107
ANG,-0.014007943147781064,-0.0016535260659777382
FBLN2,-0.02236560250664512,0.013661270635950237
VTN,,-0.022900179697751835
VEGFA,-0.00295238665186513,-0.01958626112852521
F10,,0.15867420530700285
SERPINA1,0.05231035790231141,0.03866212898914965
VWF,0.00276200785759741,0.001706911778836756
VASP,0.03086187447556647,0.02783688982382101
ADAM15,0.0705530461429657,-0.017287643369122398
WNT2,,0.04103806145765974
OLFM2,0.03350517723783896,0.009927827741051538
MFAP2,-0.018715225148241768,0.07084412824989864
HLA-C,-0.045544243495689876,-0.03492399921883087
THBS1,-0.03686757401833797,0.05627761670808205
HSPA4,0.06368424664094885,0.014986758929865146
LMAN1,0.04013384918483586,0.013486028233249646
LYPD3,,-0.014173669331047788
APOE,0.02876921130893224,0.034559116058601035
SOSTDC1,-0.0169850661489747,0.0507188642854539
ANXA1,0.014328403942916228,0.05535575132782981
WNT2B,0.002219592073877461,0.048381419947815384
AMH,,0.12378341069539549
GDF10,,0.060231109873389393
EFNB3,-0.02772304537483403,-0.018969211229749035
LTB,-0.034852532733084654,0.06200801595130626
ANGPT2,0.016086180526815118,0.025782790854016965
ADAM17,0.05412770154997461,-0.03137158360323518
LRPAP1,-0.010111910919409044,-0.01972611091207115
NID1,-0.019628659127762228,0.055259118420503295
MST1,-0.0334080821666607,-0.030322184811957704
DCN,0.058232860075510054,0.051205590348525294
IGFL2,,-0.03710134810711817
COL7A1,0.04298359572360938,0.07340637837340361
CALR,-0.022180860027528945,0.05803956504481608
PIGA,-0.03751981388875287,0.0031720378503298876
CD200,0.022618399063753073,0.013296272637765538
GRP,,-0.01666175456181982
CDH1,-0.011709982310997425,-0.028253341443376587
LPL,0.03092935006490493,-0.03946987513470875
SEMA5A,-0.054387827144596876,-0.02224924813064439
SEMA7A,0.005945002247021185,0.05887548826782193
SEMA4G,-0.011162913883511772,-0.035645926132060156
SEMA3B,0.04811646500565527,0.036850512320595184
RPH3A,-0.026504892327222206,-0.03376657137050433
JAG2,0.056343206144596605,0.03390040054171547
CGN,-0.0312124571998818,-0.018046662934830784
GDF15,-0.05418323766183589,0.05227769986349086
SEMA4F,-0.0005014674335137536,-0.01633409658055642
NXPH1,-0.043366872460100236,-0.03192543454165754
ARF1,0.030849721038373145,0.04215736978058096
DSC3,,-0.014042017475126286
EBI3,-0.02955800923025411,0.06336040435695965
TIMP1,-0.05606640953021341,0.05136193537375536
SEMA3C,0.057453613005511016,0.0708660176261512
GNRH2,,-0.015216439696471616
GAS6,-0.037251045483194564,0.06779666175694007
MEPE,,-0.019403847564422753
SERPINE1,0.043614888449421026,0.05497644158178925
RSPO2,-0.017945696396057857,0.00048790403874213054
SHBG,0.025118634651256327,0.025399020567829705
LGALS3BP,-0.07453517837413247,0.0037331733032967915
LAMB1,0.040145438351467874,0.057105597495662075
SPTBN2,-2.9235037339666055e-05,-0.055048622469171075
COL1A2,0.0004068876402048459,0.052299874307540864
DEFB1,,0.10125678141437532
WNT11,,0.026733381791849708
LGALS1,0.060802523739571235,0.029147246008213026
BCAN,-0.019920079850498842,-0.06258389981058496
ANOS1,-0.06560862846523778,0.0006840512508833944
EDA,0.011506787401546871,0.047465098090845974
FGF22,,0.033046896001752785
SHANK1,-0.02138903380181458,0.04369013640472126
RAET1G,,0.07523269100721451
TGFB1,-0.02499625455933045,0.05757287941954209
MSTN,0.027357209956977203,0.021132676448286605
WNT4,,0.09693464072775139
TNFSF4,0.0368425025979334,0.11966468950486786
NTN1,0.053549253992024246,-0.0016370587088382538
CXCL12,-0.015223075805506915,0.03731071330863936
GNRH1,0.05922354591907595,-0.0052047728358830874
RIMS1,-0.0016093792192086946,-0.015973094815244445
FGF14,0.000891929515617496,-0.0485772457175208
IGF1,-0.043752779925607437,0.02012777587442611
TNFSF10,-0.04849269484853004,0.0382673643869339
GDF5,0.007554514909417506,-0.017877146078985603
RGMA,0.06825048111965248,-0.02743869286392883
WNT16,-0.03345389065844867,0.0936014389311618
CX3CL1,-0.03538170289388168,0.02354472516484621
FGF1,-0.01324639681899726,-0.011252499182258483
ALOX5AP,0.013262093364046629,0.025302693485068223
IL1RN,-0.015970527120657326,-0.0030446103540004506
NPW,,-0.011052702426013255
CXCL9,0.11338455030342992,0.0415765555845245
ANGPTL4,0.02131271606122323,0.054270754531555485
OBP2A,,0.08659892826468084
COL4A3,,0.041551430890558495
NRG3,-0.028986573700693206,-0.0351489583636619
IL23A,,-0.022769376451482748
COLQ,-0.02913928697809299,0.03456000976129046
TNFSF12,0.006347260167568341,0.061836960911143664
DKK2,,0.09553219371036123
FYN,0.015422439821599975,0.004427536289860895
ACE,-0.08956080682770777,0.05105284741393679
IL18,0.028492237674938314,0.03433502323872296
CCL27,-0.01817844926392372,-0.018567988464693104
SERPING1,0.04642056149314388,0.06587455490990424
AZGP1,-0.03731223297075098,0.03863707344728202
INHA,0.030650886574519722,0.0268837298166598
SEMA3G,0.04470408594045569,-0.03895582438549631
COL6A1,0.008436164462192915,0.03989122193173596
FGF17,,-0.015026694220717765
TNFSF8,-0.0197363754375294,-0.03499622933723053
FGF20,-0.02627814043366634,0.006920512780665058
ICAM3,0.034013840668471795,0.0401622028187191
LAMA4,-0.0714241770389394,-0.0062880590217583915
DLL4,0.0032736071835781453,0.013487764083282982
SEMA3A,-0.02667694083550934,0.015267764445859889
RLN2,,0.030669503902786853
C5,-0.03418645650322934,0.010512037589579287
COMP,,-0.021423640964348883
C1QA,0.04313368657508111,0.045212859342660096
UTS2B,-0.01673685616402685,-0.01847838991755367
COL9A3,-0.05993355283118976,-0.015191661677452749
HGF,-0.02126040167966807,0.06986006334283028
P4HB,0.010441025315996165,0.06774481746487897
ADCYAP1,-0.01840845416513158,-0.026568259812327365
GREM1,0.023548846420886886,0.0308227479814523
EGF,0.013116693789363929,0.030710282171269185
VEGFB,0.018507760184353465,-0.026494880105856995
FARP2,0.04004141377993106,0.03149923787196493
LAMA2,0.06462436800661617,0.05882173267095553
NRG1,,0.025453692533734064
SPINK1,,0.04353101298514506
EFEMP2,-0.032911790565131736,0.088382037241732
SELPLG,0.09045377310293141,0.03781363682685394
HLA-E,-0.047055455800911514,0.028567651857429915
PTN,-0.048312486416386344,-0.0069460307160259015
CD274,-0.05903996460970348,0.025125766592855737
CD14,0.06120083309615203,0.033571376707951815
SFTPD,,-0.031832911641841426
SLIT1,0.009401387203966024,-0.02903502630931235
CNTF,-0.021587528875129217,
BST1,0.03379790770217188,0.08636042923967169
AGTRAP,0.056537618249888545,0.013628034980467761
LAMC1,-0.02317649179326169,0.04239933891195594
COL6A3,-0.035453732413069136,0.06623340645159533
FN1,0.008070723312836614,0.024522811005649448
MIF,-0.0012111325744025687,-0.016231549776957174
JAG1,-0.027570260273054537,0.01323060553087994
NID2,-0.01460036226223517,0.04410835623152516
EFNB1,-0.0031861546667422114,0.012141905059661251
COL4A2,0.019737924957814068,0.0058184273236818775
SPP1,0.027239327449755726,-0.029728600979347975
PODXL2,-0.05136636904159554,-0.032495232458165046
FGF9,-0.01973637859372244,-0.02454611156978609
ITIH2,0.036808325151371585,0.06762316900163268
ADAM10,0.07050929814744981,0.014076998853787428
CFH,0.013658666448542663,0.06874597372952983
COL4A5,-0.005300666725043472,0.004698680772565487
LTBP3,0.008767292673260844,0.020406636130034128
GNB3,-0.030777791183103028,0.046590330888266716
COL6A2,0.01686810219491595,0.050477736543925886
GDF9,-0.021188871762906614,0.017072130667263773
NCAM1,-0.001892243954593586,-0.028989370244361597
APOC2,0.08502740041005774,0.02206003441138999
BST2,-0.029119698042653967,0.03184150074016199
COL5A1,0.002179653873204559,0.054343705884991225
CALM3,-0.058488259134307156,-8.983885953140657e-05
THBS2,-0.03050109970327028,0.04320489113238856
SERPINE2,-0.007579498273104597,-0.03521451893032343
EFNB2,0.008041110732072233,-0.019214788329205167
MMP9,-0.03922047298542386,-0.004159739191526914
NPPA,-0.04759805988144497,-0.018791435587519417
APOB,,-0.014244070241254191
C4B,,-0.0157728605064877
NTNG2,0.0381679059671646,0.06619904921087316
LAMA1,-0.05623685340562943,0.028175426229232747
UCN,0.011575291040224991,0.053218482562195774
ARTN,,-0.03619637185412983
PDGFD,0.01354931398240604,0.028794063722835134
EDN1,-0.04056318902968093,-0.024515370132444276
ARPC5,0.05779497118887547,0.049893779656227925
GSTO1,0.02866600350631857,0.05929473266583712
PROK2,,-0.012987277859847062
SYK,-0.006061381909159533,-0.0018002649525835752
CD40LG,,0.09241926257797677
ST6GAL1,0.05362160364812018,-0.005090115982362167
WNT3,-0.012697938389609784,5.20578693398518e-05
HSP90B1,0.03899404357224215,0.0136634504020796
ZP3,-0.0650915562942793,-0.007800763856961726
NRG2,-0.03597265126850963,-0.029010796797138676
MELTF,0.047191549419516046,0.003195536290220951
NLGN1,-0.0031570217852733675,0.006463607214126996
SLIT3,0.01128419923334347,0.011841214611925357
CCL8,,0.005470425983172566
S100A4,0.0584030828584767,0.005018786857194898
TNFSF13B,-0.001285730035301314,0.0616563264795958
HSPG2,-0.06519371492283614,0.01504207323309899
FAM3C,-0.08347524458400879,0.06932856156752003
FLT3LG,-0.005180034561582205,0.023324307638033476
A2M,0.07088971271464428,0.03705009780522475
VCL,0.018009203174825,0.029071777607113436
FGF2,0.07270164735157796,0.02253124148457743
AGRP,-0.016485147707189434,
RNASE2,-0.0036539462741141397,0.038082641664815765
ADM2,,-0.014640298049707878
GAL,,-0.01444346447802148
CXCL6,,0.05627735801007794
PDGFC,-0.024848495324348917,0.005461140397133489
COL8A2,-0.045898881275367356,0.044769792563798566
SPON2,-0.0010374225909194415,0.05637062244400043
SEMA3D,-0.022745678577822753,
BMP6,,0.029898363172984967
TIMP2,-0.009775543114340498,0.042526388589777586
EFNA1,0.04711197569962911,0.022900278420693226
S100A12,,0.010492030099828605
TFPI,-0.051242313552244095,0.046074584334421825
GPC3,-0.023305427324027274,0.06728489389864019
NMU,-0.027516276811831338,-0.007947454183355528
SCGB3A2,,-0.023030326839372634
LAMB3,-0.016049070639674843,0.08842491123617223
LGALS9,0.005217615187095703,0.04870543419847658
VIM,-0.0394446734869578,0.04305818555388845
PLAU,0.054098894338993744,0.05177656781392385
TGFB3,-0.06795643737939933,0.020554252981578803
APLN,0.03564395303577835,0.024875123818552773
SHANK2,-0.019520844539673506,-0.02276937763535675
LTF,,-0.028248520556369394
PYY,,-0.006306134325364928
PENK,-0.016985064032859393,-0.017342492945917512
CTF1,-0.045213250552420585,0.04860141544991462
COL3A1,0.015388038248988972,0.06129861518799674
S100A10,0.04819297392010913,-0.045538527795283675
FGF13,0.050304765893734234,-0.023924449157936827
SEMA4A,-0.0277398065157326,0.04197192929442765
EFNA4,-0.03399600661695586,0.09868286174885427
HSPA8,0.00867846473938897,-0.007637496988402533
NPB,-0.036613540277538145,0.12517295724570576
ULBP1,,0.025893320164478976
SEMA3E,-0.04136073939590139,-0.039728589460153146
ADAM9,0.004992938560599539,0.022314234666192093
ASIP,-0.019986687889721657,0.0035355952478646675
IBSP,,0.02591458571313679
FAT4,-0.0625650987888093,0.07115575716552835
MDK,-0.024184924706329665,0.06538031883278242
BMP5,,0.028776709864084215
CAMP,,0.0030775426406161573
HSPA1A,-0.047038987313982296,0.0031053839360169855
SEMA3F,-0.034130485537363864,0.015209425284851336
ARF6,-0.06381809745375637,0.023272588131997094
IL6,0.1209171540730422,-0.004752765366184317
CALM1,-0.04072827460440283,-0.04395988177020632
VIP,,0.06205502045065027
NMB,-0.014075956273830474,-0.04018838120082252
CCL26,0.11096479522764084,-0.0008466869828865435
FBLN1,0.022919318086907746,0.06471886279697026
SAA1,0.08142544835974523,0.011864159335454767
MICB,0.05115350844791367,0.06219757058219586
MMP13,,-0.017342485619350975
F13A1,0.10643556720809558,0.027240185733452403
CXCL11,0.02497699685042785,0.030251840611796445
COL5A2,0.02324550779173691,0.027298357306053594
EFNA5,0.06527322195111483,-0.06936630464587798
AREG,,0.029644028127390684
EDIL3,0.053114281496669025,0.04081685396782839
CD86,-0.00220556390946698,0.03829748620228381
HRAS,0.04629536658703931,0.005365154933394237
C1QTNF5,-0.027580643967272816,-0.01218949326962861
RLN1,-0.016985065443602843,-0.013629413410954111
COL4A1,0.02833587958415655,-0.007446895693502107
CCL3,0.06620137487699392,0.03425796219057837
BGN,0.015784285376209052,0.06044688254074807
RETN,,-0.02367192244381469
S100A9,0.015211059829646172,-0.006427852869722091
HCRT,-0.04675369500502959,0.0018269524103841903
FADD,0.020496817666144442,-0.021518766003076294
ACTR2,0.038532309041254216,0.03763646049247387
BMP2,0.022500381240675934,0.07153689550252036
CD55,0.08687015521055962,0.06323373389536757
CD6,-0.02773980716508731,0.040771706872407096
IL16,0.0436946280039891,0.06877526205387369
LAMA5,-0.029347874862700712,-0.019210396526535427
RGMB,0.01882930004061804,0.06824300094335749
INSL5,-0.016485147707189434,0.01147136457891226
IL12A,0.01037977560809617,0.05712624255139521
S100A8,0.019644325130324044,0.010312667168206979
TAC3,,-0.028362816859067694
MFAP5,-0.02611144631570643,0.061632585312478956
CXCL16,0.058185359847810446,0.012002924034013075
AGRN,-0.060149066281096,0.03429001416151181
COL4A6,0.03779618310677639,0.06369330585687334
FST,,0.006760972880357231
MEGF10,0.02698190655064651,-0.03657328292203097
C1QB,0.045328251798787536,0.03196068356174342
HLA-B,-0.08233058373663307,0.06873459389838263
PDGFA,0.012202445495425925,0.028404093998169268
LAMA3,,-0.02610411572571176
DKK1,-0.0169850696758353,0.05799387075218146
INHBA,-0.021188859188673782,0.04622695803032049
LEP,,0.10514320628386793
IL7,-0.025263787700688788,0.04415297900811029
FABP5,-0.07956128099585777,0.015213218628542918
CCL4,0.0557883199278988,0.045547419324264524
FBN1,0.053918393921814085,0.0778173155566665
TCTN1,0.02841002525035775,-0.018678186298562247
NCR3LG1,0.07318554098304095,
BMP7,0.0062397412461283564,-0.04504716999805496
NLGN2,0.029525852279302444,0.015469155460270277
CCL25,-0.01648514553086152,-0.0024780459076428557
NPNT,0.010503598440568184,-0.026395503794075226
KITLG,0.030105437693433768,-0.03060398281545189
MADCAM1,-0.0169850696758353,-0.03674116695477823
F12,0.03312154544281887,0.10979658023922528
S100B,0.016335738690017716,-0.04582993130822857
IL27,,-0.024668868808233248
CD99,0.026210909709232663,0.015228107049929676
PDGFB,-0.013817172027077336,0.034177771047431076
CLEC2D,0.018071275406805386,0.0566890490050467
F8,0.06635176325138499,0.03324901088118004
C3,0.08264408269359709,0.06656076552985857
DLK2,,-0.015403989190963422
TSLP,-0.01673685708354613,0.024991107145211574
OSM,0.10100924156032369,0.03397501381629546
PRND,-0.016985067559718677,-0.017999576865690408
SLPI,-0.007078614072493938,0.034418231424105585
AFDN,0.013555613301891598,0.01607146719603106
ULBP2,-0.03192628555377609,-0.009115637201009181
ICAM4,,-0.016487525254532242
ANGPTL1,-0.0373949152159913,0.09672166452265538
LTBP1,0.11741258367778176,0.062090797868469064
NTN4,-0.0033453230071821944,0.08138039511722844
APP,-0.06692975527994759,0.012921036357699736
RIMS2,-0.0169850661489747,0.08236604693515374
WNT7A,-0.01747154173645515,-0.018180166462961826
GAST,,-0.018946210765466417
GPI,-0.025144678863683906,-0.0009049569048105324
IL1B,0.024353485108339314,0.020762238830780377
HAS2,-0.0651507227290741,0.05313472018414433
IL11,,-0.011649463194405177
SEMA4B,-0.0817999023016128,-0.021669002297424772
FGF12,-0.016070959995775732,0.03596420431626398
CP,-0.010756653382508833,0.07575319508747927
NLGN3,-0.03742569779493383,-0.005757643037824481
GZMB,-0.020986975137651156,0.09823649657182341
PROC,-0.024611396975355006,0.03565139285148005
TNFSF11,,0.05721755034670849
AGT,-0.044178159439029994,-0.009039405860399391
PTHLH,0.01568196273806929,0.0007741460513991847
COL1A1,0.07856029686004597,0.052225445242404016
LAMB2,-0.03029805271946513,0.04082841941583921
DSC2,0.060326536329057295,0.0532459916276703
WNT5B,-0.016022416217576246,-0.028719124729904753
LEFTY1,-0.018860673896609927,-0.028471966074614854
CXCL5,-0.011501275410483625,0.08568229137658853
S100A1,0.02103859859882748,0.017311980454101785
C4BPA,,-0.013837166690970204
NPTX1,-0.025435274311550404,
TGS1,0.018873733149073226,0.034632298569664356
SST,0.12599891669882268,
IL34,0.026064259950889887,0.015529987707946176
DHH,,-0.020435876883610215
XCL2,0.2425720711722425,0.15943626057924642
TF,0.07004237532222587,0.037222033044694985
IL33,-0.002251143573638174,0.07145985646899225
RBP4,,-0.025514235156812837
CCL19,,0.08698115619187408
CCL20,,0.04731988041793609
NAMPT,0.08251784813311809,0.00012477101423550676
