,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.027396520575179748,,,,,,,,,,-0.02454491733605462,,0.025094087401881144,
BMP1,-0.017176255558816737,0.08294557365956065,-0.056215074311353315,-0.006589916157279724,0.04429070370902797,-0.03672402974415836,0.10050514831962509,-0.03749112124776438,0.01871416864147344,0.001878127287090065,0.053440331386012674,-0.012351758929645604,0.020205929180573155,0.006471425007894962,0.0546180682677781,0.04348168170313159,-0.005026061590594937,0.010840876560515978,0.0065051180098597405,0.011880505219616854
NDP,0.026633874643089556,0.03813658847752201,0.005801947405727265,-0.04889363206294361,-0.01408760171170216,0.003294125590978353,0.008001739254136988,0.08334243187873616,-0.007812771936637227,-0.014220136580919255,0.03045100993517503,0.009751154503452377,0.0077172994778166755,-0.0028081204430414944,0.07012155311165524,-0.01165136012295164,-0.03587651333111713,0.006219729214604071,0.16645827662695323,0.035823467792117876
TNFSF18,-0.017829532108696564,0.05893708743829991,-0.02656699335222418,,,-0.014769709317500854,0.044736916507567774,-0.02127728495011585,,,,,-0.013035613055572737,,,,0.0531600434879669,,-0.0341236029467184,-0.0014517179536509832
IL36G,,,,,,,,,,,0.10645500252354294,,,,,,,,,
RTN4,-0.022894299901498313,-0.03530247632356218,0.05747466685828738,-0.014763729604943963,-0.012921799870832645,0.07674087963454417,-0.0937107206666727,0.04199676576697793,-0.051916277050152664,0.04679995241798019,-0.0029598094555900326,-0.06796030449729808,0.026365931913234886,-0.011606545559316585,0.007146799601072079,-0.011038197969922824,0.0310509204874162,0.004376582648609528,-0.013484379347371041,0.02130823801777004
HEBP1,-0.0022126457352910395,0.009412875865584796,-0.03437527139195478,0.007001292352491882,-0.011198886779319451,0.028978463974128316,0.053539878518687425,0.05413873812339815,-0.013971394408958584,-0.026486767071098583,-0.017638721811142982,0.04380297311586435,0.01991019664718893,-0.029698090116304234,0.0414262894694221,0.05977384053429378,0.0021452649860961583,-0.024081691816427064,0.08208675710163954,0.0053475430909778856
WNT7B,-0.015707259351287067,-0.046302089048866325,-0.019240137094225385,-0.008647678512663567,0.04973715460664191,0.11556202831916733,-0.0349156555097588,0.03117307031680155,-0.03728624114955852,,-0.023462748857565812,-0.059085884023158286,,-0.04460061429644286,-0.014408512129429207,0.07838316517277384,0.04245231190125829,0.03400333493285351,0.039161475612215634,0.0095375429739633
PTMA,-0.09746141842400101,-0.07907948699090912,-0.023451360329265255,0.011343531456721827,0.04608659970594705,-0.05961384691728793,-0.05388700353895434,0.03540505124533017,0.0029511783442186627,-0.04666231150423214,0.009358880182911807,-0.10094145550618153,0.03361632485055523,-0.05356351434193501,-0.07649831049401402,-0.07486588941730953,-0.0065579095819414115,-0.02560493142171574,-0.13810596332785158,0.013476814203655629
FASLG,-0.015707263791689047,,,,,,,,,,,,,,,,,,0.068668898937427,
CEACAM1,-0.021809673239819832,,-0.01690916318171932,-0.014770765599061453,0.028637445035034237,,0.0529814852071592,-0.016858191033136186,,,,-0.044493152356873844,0.05726491431480508,-0.039998545284620435,-0.02490786579632865,-0.019915041153113495,-0.008847072906623305,0.09273622703643095,0.0590074820556687,
