,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.0845425848926167,,,,,-0.020322179410075143,,-0.03455212086901898,
BMP1,0.028880535831954664,-0.00477753765204071,0.04568177673914361,-0.012146003453923995,0.13170324347036608,0.0015419947806013371,-0.0034433646013354983,0.09159387916101468,0.01719499642103639,-0.033677344697978596,0.016011908920145767,0.09623378306343093,-0.028131067151437466
NDP,0.029319628126027467,-0.024574813745080186,0.08738748065526475,0.025138672558226195,0.010148659709620705,0.0003554416566883392,0.013493846829738863,0.006159704795957309,0.07059107029940981,0.03751337861065131,0.030500325807019214,0.023222633445501958,-0.00012862930569220208
TNFSF18,0.05949324128200692,-0.010121484623043714,,0.023162638113277546,0.04556119627536306,-0.013259368995374039,,,,0.0729045401843768,,0.1243812444405959,-0.041969071239494456
RTN4,-0.04734230449510308,-0.018803860131640156,-0.04159156661967213,0.009881759796662016,-0.07688026503166412,0.04122741679190635,0.07664396805474906,-0.045438361479969,-0.01173972209847052,-0.037137747326990565,-0.01207133400077397,0.012493703539845101,0.03200807397591611
HEBP1,-0.07038047113583144,-0.013739364140515721,-0.007681463774635326,-0.023928430302424388,0.01932257324570553,0.050588937304427206,-0.012788661100783857,-0.005435824432776916,0.054988361197162244,-0.07398058607434405,-0.03240374190250143,-0.05700699295622426,-0.028794452151265214
WNT7B,0.008261098934860564,-0.014775011867234523,-0.028604352092385786,0.06997935652947324,-0.04997648207614256,-0.004571540028660427,,0.012560566268265351,-0.0053852410140950106,-0.04382467463409444,-0.023907317441323756,0.03420084188224694,-0.03524925852196038
PTMA,0.07121699439619461,-0.03241111210293157,0.004762723299082268,-0.02519437242863904,-0.08628047868376426,0.044676536333904206,-0.016452239908471035,-0.053681480706740156,-0.02291846421568925,0.005881643712688327,0.04091022543310806,0.12109387469740421,-0.013314343309752919
FASLG,,,,,,,,,,,,-0.01546478220883925,
CEACAM1,0.06345621415408682,-0.011338932950977942,0.0033374164810148895,,-0.0022218430305297712,0.005344836545476214,,-0.02033423766753272,-0.015399748413266412,-0.030114321332390833,0.07767715928551291,0.02283757964824523,
PDAP1,0.05316986119165128,0.0013307272568729277,-0.013739907656991858,-0.007936509733423622,0.028194249711616985,0.007985570382904017,0.0017256228259832232,-0.008453472668086727,0.027065171501084142,0.07296057555857029,0.017926447377150045,-0.042556070903766924,-0.02930143734095197
QDPR,-0.013773821331432673,-0.04527711167519639,-0.009397766317366845,-0.021777602379468772,-0.0574228509811865,0.0014632766565836563,-0.011919615924561916,0.03965421886462291,0.03755475219528963,0.012563771027098132,-0.033757812958757925,0.0003032133904567745,-0.01943285956401739
POMC,0.08322518579214908,-0.020147474811071077,-0.020706456554101322,0.01934150977210472,-0.03828999717348188,0.10907377433548765,-0.04310419767667593,0.04682780044324492,0.025368332954178688,-0.046773005472833466,-0.025957365231193078,0.07037022436523574,0.04189107833939692
CCL18,-0.021629328775557188,,,,,,-0.012903187720276993,0.042346576302991136,-0.037605165859596015,,-0.009558509588630238,,
CCL17,,,-0.019144495632894033,,,-0.016537014657080764,,-0.014426157420346059,-0.022230503622037538,-0.026793619641102304,,-0.027161758268230123,
VEGFD,-0.021629335643882128,-0.016240746529345516,0.005841551914754143,,0.005372719717476807,-0.01761879039717581,-0.029580209292239118,,-0.015399748413266412,-0.028258998888912437,,,
TNFSF13,-0.01632219075818291,,-0.013205444621106099,-0.017238851588737357,,,,-0.02768162924755606,-0.02416379740041662,0.04637774216932899,0.024465020834749898,-0.007459615316825442,0.0889308175810149
WNT5A,-0.006373621566034716,0.0039897670694716576,-0.008555415767409666,0.023643894440992564,0.04294860597525957,0.012787219106770291,-0.02958633334074309,0.01803104957793034,0.06572957148488254,-0.04355602135287474,-0.0007931893711051356,0.06848852827249631,-0.01541168922245019
CXCL8,0.024111092060164145,-0.015206872430332653,0.026146614875985102,0.08092025981661492,-0.033513645536490944,-0.061228986737066636,0.034982992930973525,0.04466247551349708,-0.09814326255730452,-0.038041099293437984,0.029870579602630978,-0.0006649963445641079,-0.016864496041172704
GRN,-0.0411379643872944,0.01724061287475743,-0.05034795189212853,0.025044369315415628,0.07942364696241722,-0.0036864726873753577,-0.023699174660298607,0.027940074629509818,0.00953209273242988,-0.007711196492638314,-0.0024983055067628298,0.1364380651622048,0.011550262819374676
MIA,-0.04309309903885666,-0.01444338420193972,-0.025553467714828852,0.053749303098119344,-0.003991120510338163,0.00466045090819123,,-0.0004352093990291807,0.04580582802431134,-0.01722759068602065,0.0911105557426622,0.02089627212690377,-0.032270067720186486
COL4A4,-0.025976648126209024,-0.024289470315731435,-0.005241187657691318,-0.016402005667051522,-0.014979002359722082,-0.017265154935256342,,0.01235484319868238,0.06048946051183167,0.008777944167595234,-0.031978767449656616,0.05248847236661613,-0.008262401759494857
TAC1,-0.02250032439684992,-0.03027524148298254,-0.013235774997858971,0.003779589683455441,-0.052834962050327505,0.10440922003759018,0.04712669681816756,,,,-0.02737618955570931,-0.02400302889582459,0.016104471577668807
RARRES2,0.008996878683153135,-0.019470338024072126,0.014483244811631577,0.012803118292998263,0.05164041247708084,0.018590758666320182,0.03951618379785414,0.04374724426965659,-0.0659381008950631,-0.055321938811170306,0.08002048469998327,0.027592841443024832,-0.03139384818488299
FGF7,,0.05529382241865441,0.0008612632090518341,0.01625355326054006,0.06386135904865926,-0.03238549780602755,-0.02455693279684733,-0.010323059189357834,-0.013032254102035307,0.008121327415304533,0.010258209061976449,0.04809404335144173,0.04182091614828521
EFNA2,,,,,,,,,0.09649728685707801,,,,
HBEGF,-0.02989499586961022,0.0189418062248134,-0.020817130222424585,-0.02555324834073308,0.04943268107230853,-0.016719813763012334,-0.0008741667632804736,0.04990273821677023,0.018001807470611964,0.013357150607724785,0.041630476328897326,0.04653583172777219,0.012199503119804358
CSF3,,,0.08105592107360307,,-0.015847496186592064,,,0.08056101747332199,-0.050671938324197925,,0.04458321005342734,-0.028597141260669697,0.0002929341764779745
PI3,-0.022754965802329552,,0.0006327226818605409,,0.02576487000096519,,,0.027561493282670362,-0.07151308691798125,0.022743328693664785,0.03265875383137986,-0.06213208749062188,-0.0933991199620862
PCSK1N,0.07792963516597888,-0.04433604835342897,-0.018069245420551553,0.030033268605819882,-0.01826961184759462,0.0079328738227091,0.023458530312224973,-0.041402300695799435,0.015256073469333971,0.03539968083955339,0.0054532327109096165,-0.052454947765091936,0.053662616354285576
NTS,,,,-0.020023122249650707,-0.019478479130266534,-0.019723432567841558,-0.026631690327776264,-0.033654723554024095,-0.017831712822752234,,-0.022317706158762465,-0.042348466666052895,
SFRP1,0.04632423496095845,6.929826639438496e-05,-0.01670431244319435,-0.012075127993644021,0.07137657419686512,-0.0053480889985129424,0.023441599142692043,-0.03559660101541881,-0.014068564821758675,0.05739710383941461,-0.034177786487649374,0.10072647703722484,-0.06696452199419356
CXCL13,,0.056558304643246404,,,,,,-0.03240410734279102,-0.03760516176710098,,-0.02600767140776808,,-0.043538130840058455
MICA,-0.03911367280917473,0.035500467673609905,0.09665168982871833,-0.032390257101386946,0.009574987227659816,-0.029700601416994314,-0.05503570857315564,0.014034556540626441,0.04621671134151791,0.026365892439639323,0.023467469820460288,0.051980079097427856,-0.00113055423866354
TG,0.006400509017486818,-0.015418664196302785,0.013938134723945273,-0.006816876286642036,0.020297502451544065,-0.016660416448604845,,-0.019168756465575636,-0.02196170364033618,,-0.018722300252241322,0.011516380876215145,0.15205970565650476
ADA,-0.008237481976911707,0.011987037428011072,-0.02107903754264459,0.03065481642912974,0.08528461031424538,0.07419178427060572,-0.02543361108581153,0.009067695442221756,0.036324564772176285,-0.04672413272353515,-0.004040987158286105,0.10667453808778825,-0.011131872010086412
LAMC3,-0.0038108766160828036,0.12228443570924666,-0.00439236607704757,0.015967619320187865,0.0767460328098381,-0.023326094360810044,0.01663286933676791,0.03262672423375303,0.06077301112170408,0.010877326020623329,0.04006518605300486,0.10744957943396173,0.009479318685751583
CCL7,-0.013758080298612627,,-0.013033202753502544,,,,,0.01842454151762248,,,,-0.029967031986151124,-0.03679811477410619
NGF,-0.023621940659021918,,0.009831295741465667,-0.022055010232337434,,,-0.026631707862977357,-0.0071316477630485415,-0.014439692021334966,,-0.028284607275140317,0.11240442879060217,-0.025752732465651143
TNFSF15,,,-0.014513108711806185,-0.02677961760938603,,,,-0.021078519733133613,,,-0.014126379052563778,0.013100774722972145,-0.05068002149718415
