,UKF243,UKF248,UKF255,UKF260,UKF266,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
EFNA2,,,,,,,,,-0.020535691271838134,
HBEGF,-0.048445464924463534,-0.02182326138937421,0.01680917165839866,-0.03248216469315807,-0.016089546792418655,-0.10633220306593852,0.005444126599068814,0.015151492579576153,-0.028433640160323095,-0.001403184466275217
CSF3,-0.027946549402896252,,0.06989740955099025,0.016738908772072236,,,,0.016733179299168132,-0.058976380190488474,-0.03411480676194873
PI3,-0.033106855184657995,-0.0067424426735205375,0.08480264618521252,0.0104643642444716,,,,-0.005134854250256833,-0.078818634188179,0.008429825278039128
PCSK1N,0.024917005033786462,-0.03789782096286243,-0.04042480417348402,0.054295126730804985,0.002694529624926732,0.17852944753871702,0.09581179229217403,0.07299589756454951,-0.0499042486168998,0.0846372468135935
NTS,,,,-0.055592263359898114,-0.012887206845278762,-0.02338911478674871,,-0.008109837160548986,0.07398367296806217,
SFRP1,0.10507527166205616,-0.03864772820407802,,-0.018932374938216624,0.002875848505309992,0.00010358797378642619,-0.035399514747600114,0.01712582644939472,0.0073336966435050685,-0.04256096821289123
CXCL13,,,-0.016031275147720517,-0.018762225341245192,,,,-0.020485179354909688,-0.02225992438699394,-0.027671742402538203
MICA,-0.03338233997034613,-0.011877631281856354,-0.04054565627042791,-0.020904586662793937,0.05565393251238485,-0.030331908182878668,0.008203407943708255,0.06646176334210754,0.10484705357427707,0.0035959127024786882
TG,-0.02227786047265481,-0.03322902137457301,,0.018186370648926996,-0.014875233938252175,,0.0054524514245137745,-0.019870249608227072,0.048855719450496535,0.03823710538232025
ADA,0.0028547466596071055,-0.04968090226539594,-0.04356250075215643,0.014592276617431134,0.008613388527319226,-0.0512035951091993,-0.0009127986417472601,-0.05858681888397028,0.00970705865043041,0.037181700607123294
LAMC3,-0.0012850360144250454,-0.03012909155517495,-0.04121189634641069,0.01707482354685568,-0.01673023373107457,-0.001952702153253748,0.06468124276532568,-0.01931559120922007,-0.019860831245502378,0.023332143797800062
CCL7,,0.011710998160071515,,0.051266856782015986,,,,-0.022412737067912136,,-0.030796980854636332
NGF,-0.016100801533552412,-0.02304498476245206,,0.06945399307262883,0.011299371704515348,-0.023389130186928956,,0.025535188153446926,-0.020259657032195764,0.013348464654886079
TNFSF15,-0.01991870093188017,,,-0.018417548308946693,-0.0172357970483673,,,-0.021849901907902775,,-0.03775642183460245
HMGB1,0.0009490697213011396,-0.08566170743466349,-0.03911662815817628,-0.010315448517967375,-0.06863696605197642,-0.045325058809041856,-0.014329224052985765,-0.09091749562924513,-0.16246865008034006,0.013413171858303647
ITGB3BP,-0.028893137870423417,0.02676977600901014,0.07616165484055513,0.034020950965703754,-0.00895385741731981,-0.041774436253312536,-0.07302372447156728,-0.05714897249515752,0.015545037920078547,-0.017839862739017838
AANAT,-0.02885814089602848,0.01679157680167773,,0.07137886954773584,,-0.021989222126130317,-0.003937027932614712,-0.019662294496882816,0.03111753816180465,-0.020830458991389866
RELN,-0.00572443623894027,0.025215208909078166,-0.02486325535316335,-0.017230199721745557,-0.012238037129458068,0.022125846910101537,0.05419098853987601,,,0.04221551447768173
IL15,-0.028314089549717664,0.034927430425136116,,-0.055737320094964876,-0.012264294256207882,-0.03196034633627976,-0.019105175415467822,0.08291659038170443,-0.01706422372674075,0.004447178912175271
UTS2,,,,,,,,-0.0167438828000104,,
BSG,0.024305866225889074,-0.016368950925615394,-0.004429046130730246,-0.05136405611252621,-0.010623947737465946,0.11288316845495294,-0.022669065439681644,0.061550864672397815,0.07612576553749162,-0.06079180192049143
ADAMTS3,0.008964971905973293,-0.006004742566211188,,-0.018904995856080836,-0.0004680252114426382,-0.002379601620245123,-0.03174663549143715,0.058662683149649994,0.029719064801386638,-0.03171346873115449
CD34,0.016606194466327915,-0.05523984675381296,-0.03660783299613313,-0.0072624506877750124,-0.0427386395793482,0.03272009033665821,-0.009026907720823834,-0.05342335753261503,0.00032897053409935815,-0.023165399912356537
PLAT,0.05846822345968093,-0.07224957526483444,-0.059281302950976764,0.040691408520072934,-0.04433417962514618,0.020217836649006938,-0.013596316653834128,0.027543238601263797,0.023123857872088833,0.005515153165628373
NTF3,,,,,,,,-0.045902324402412854,-0.01580089518900744,
LTA,,,,,,,-0.01910517777381959,,,
CKLF,0.02500413057099989,-0.02263981911138793,-0.0394641804012197,-0.03364073987733145,-0.00993141093302502,-0.04906224444416702,-0.02488470392458619,0.00483260153998143,0.01869466911156461,-0.08989206746067684
CD24,-0.03615005295484853,-0.02684928664680324,-0.07321083582470177,0.03004800318511063,0.09395875461942636,-0.015325030359778868,0.003524394182604049,0.029380015112880187,0.007703538642802413,0.01641675402385718
HSP90AA1,0.1278409212839487,0.02352444622850285,0.10121655749731862,0.06772822490021546,0.04573779235408806,0.15733883140818075,0.11914655211506045,0.00871710641925549,-0.11709176558810878,0.09325832945050685
BMP4,0.09170498952644032,-0.046706093764641875,0.057786965102017876,-0.020174624063165197,0.05939174108457598,0.026072788325580337,0.025685982350159526,-0.0038550431924154324,-0.018150830619328182,0.04044303268223121
SCGB3A1,,-0.013422043671758012,0.021796105876247453,0.018210926827300217,-0.01565558852820368,-0.03870718458181478,-0.013331340395161982,0.01912032954862931,0.08651943454966173,-0.041858928107584986
IGFBP4,-0.012239003736307185,0.0039749903882018165,0.07570644629813977,0.014395554414615798,-0.006278822549006379,-0.04953268344001188,-0.0022154906225793163,-0.04261371124093541,-0.12944010672054612,0.03976648456019502
RSPO4,-0.019668779788187873,,,0.04482616108489159,,,-0.026501889335368296,,,-0.0262663836748553
LEFTY2,-0.013894348311690787,-0.0025912585606605912,-0.013313136033097429,-0.03540414653340696,-0.004183934696272392,-0.023389130186928956,0.06390403216275412,-0.01902587572861321,-0.023612355373395472,0.047781026965033384
PF4,,-0.013923215756287735,,,,,,,-0.0188223828027794,-0.020575944607664192
ANGPTL2,0.014505791085034877,-0.05032142740230882,0.005704003389825687,0.013174397253316551,-0.026836323778831998,-0.10135582497081581,-0.10479353554226128,0.00912914306187563,0.03919315553242441,0.004190618364228044
LRIG2,-0.028164821419844086,0.05567095602998779,-0.010434285580985697,-0.051215984570945304,-0.03166888615697481,0.015158975822050688,-0.032890492486885047,0.05681087239222197,0.04502622556086337,0.05332401570567369
ICOSLG,-0.008580019346941579,0.021337846373564902,-0.01475506829998006,-0.05063796521908951,-0.03183929213255265,-0.06773973279035006,-0.06308484104927672,0.03469057791479808,0.05719923797014088,-0.03423259293092425
WIF1,0.12550019420619216,0.07180341557444739,0.04413933757754584,0.11507469251615937,0.0069463439445546496,0.10653472588701303,0.13357462147350502,,,0.04825734443467124
NPPC,0.004597784081181851,0.03962301669062272,0.07399205490352403,0.007031276168256646,0.05925175444225895,0.0025947900521923763,-0.06035855746850601,0.04655354289046061,0.04837362196729403,0.22094320152790844
LYZ,-0.06227278740909247,0.053647219761709476,0.004396284800165207,-0.05910986121113476,-0.03508800580431926,-0.10146181728127987,0.006446201694973009,-0.014096161945052473,0.06865736294350347,0.05867932666271072
EREG,,,0.07383953896193962,0.029116670228258434,,-0.024060579761240444,,0.01357548132216193,-0.0136760274863047,-0.002505956164647139
SPTAN1,0.01778400958314293,-0.022544437828857976,-0.09306365448564144,-0.035891372068425645,0.0023197378557270757,0.1421608692802386,0.13541411583124005,0.01704134332831982,0.0245537475801257,0.05155344400181166
LIPC,-0.02746456708687178,-0.017045675730443518,,0.15797328981106593,-0.01901877566225807,-0.04309205982030519,0.018036623754354487,,,-0.03208695396089063
COL8A1,-0.06247592744003306,-0.0031765160149344945,-0.027564845798702827,-0.04668843413860696,-0.029377354753641893,-0.04067556737536259,-0.08989333810117893,0.023637344753876646,0.0958843174971613,-0.011696486603234522
GSTM2,-0.029842157973462954,0.030250192468011253,0.006570424970828278,-0.0253913246462602,-0.01037111221287126,-0.03826864853869693,-0.046259715470662224,-0.03724821274325599,-0.022031868258059337,-0.02800163761199567
SPX,0.01923806088059409,0.06325112946661124,,-0.018468016414174542,0.019801907382248653,0.014808516612370821,0.029245484933405546,0.07435384099402162,0.06429997996245938,-0.03884135189107824
MFGE8,-0.09748156197306186,-0.06534887982238302,-0.04920826844031543,-0.011819670401797175,0.011501614551765274,0.022750182422280135,0.0021521398736365368,-0.044929068656927494,0.014469081569420549,-0.0035886422442738173
TGFA,-0.011613031537180055,-0.010272852757281797,0.02385383255137987,0.05847159476359106,0.02171642172415136,-0.07924167093827952,-0.039823596267179934,0.03263080604600242,0.029481490919571703,0.027500958415519444
SLIT2,0.14745421640417755,-0.04508900910135733,-0.017540618851965614,0.03939963066572653,0.0691767966916433,0.08832988980381681,0.06943258814585149,-0.007877236393258612,0.03073596515044512,0.0001946019993857272
PLTP,-0.04979474278974516,-0.055810474754274954,0.008443247233228684,-0.04725776891026321,-0.016247456250898268,-0.1459648574714907,-0.030988091494694062,-0.05000775279515027,-0.08603512178841927,-0.019373305338773284
APOD,0.02850855184392639,-0.051151308302907275,-0.0514889967991339,0.024837400943098567,-0.022405265250743083,-0.15791992041660988,-0.0050453408871076934,-0.02029809343861732,0.047143458163904396,-0.018518534857561504
B2M,-0.05542311902639783,0.055804702948267774,-0.01896476838922552,-0.015302735640539966,-0.05799475633866972,-0.1463762023673143,-0.0808225816443889,-0.04026967368606149,-0.033677358024292274,0.027723019783252877
OMG,0.08079616251887993,-0.039662084268846196,-0.09860686492868075,-0.02367738364306189,-0.02709334615377472,-0.02674924680613894,0.08027578793221529,-0.0765243778573929,0.05103624656643441,0.0990323580575293
CXCL3,-0.024358650465061547,0.01919240425965618,-0.0280674033909267,0.0184654165497089,,-0.03387115598129092,-0.013759187684809134,0.03199628645211163,0.002705148525431146,-0.02275213112236991
CXCL10,0.034157505441875166,-0.0014110303820887376,,-0.020375397208934116,-0.016763900851093666,0.03406229050551977,0.008226101126726977,-0.023144026298709736,-0.025246271881207524,0.10122441143734863
RSPO3,,0.05797131918612968,-0.022078048638280612,-0.022083509166584515,0.06506570907585087,0.025407312737967362,0.14946117370872766,-0.0006824742171748956,0.08890752198174026,0.0068691558188931105
CORT,-0.02205216755419495,-0.013607228053197324,-0.02930057849539835,-4.6464563497962675e-05,0.10970396649461538,-0.05887570002484442,0.0004877652613617272,0.04491914030861966,-0.01969666693472377,
NCAN,0.054248438905537155,-0.09120833328557149,-0.01423861288889784,0.09294519633407893,0.005198172871320316,0.07281521581229652,-0.06826670200666891,-0.03271121213045686,0.08886596005611437,0.05492410537309483
PRG4,0.008386288265443687,-0.02018515276632468,0.018214674687409824,-0.015811713279404272,,,0.06457751043024718,0.10104766323048386,-0.00022288253561107823,-0.02863891168347504
ZG16B,,-0.018612323541341378,,,,,,,,-0.01755339101534182
TGM2,-0.04971771925814516,0.06782987865742934,0.011845463712009868,-0.0288917788270413,-0.061329758468823325,0.010135975705238564,-0.0017570254647937401,0.0520430225132504,-0.03896587768644736,0.03598961687352117
VEGFC,0.03233011679379216,-0.025629067120170133,9.97513040525943e-05,-0.024339466232310574,-0.025141951163347658,-0.02718835036728372,-0.017155641682227763,-0.014159670382649599,-0.03946494192329421,0.0016250352824091136
WNT6,-0.027387583001999262,0.040061480363214205,-0.02809884244264226,0.01269821574280143,-0.01257938700966592,,-0.014972577753073063,-0.03345817918593186,0.05493000043807783,-0.018137919316169187
NRG4,0.00773752344066753,-0.012362174672762948,0.04592543000992296,-0.022521717828651477,0.03338555672070573,0.13219095386579607,-0.020014057042728677,,,0.02787385022481781
PMCH,,-0.01424807159224827,,,,,,-0.022781004437578228,0.03223437047944384,0.008648522029284587
COL9A1,-0.013866297615900384,-0.037337285074464314,-0.047389332644673675,0.08331580439050812,-0.018964693316343675,-0.02372703342471355,0.11436131180357018,-0.014618316329767166,0.06712427117007627,0.02382646902754287
GDF11,0.03148979078177278,-0.02697341665136491,-0.02005925755357148,0.014515149668306684,1.8836968596363913e-05,-0.04672499335730826,-0.010759035001933379,-0.06278773299885741,0.0014445992694487682,0.0070796298454917665
IL24,,,,,,,,-0.016984967956382095,-0.01852226947864036,-0.03049438581643928
SORBS1,-0.06264674491530338,0.023694933796156403,-0.053618773586931165,-0.011823329334690085,-0.004741717859253246,-0.12308101939369648,0.023754881397181824,0.002080020946831901,0.0067461871269424096,0.10124083740217604
DLL1,-0.03360467672946453,-0.046658684551330626,-0.04439680056617782,0.011846387898340017,-0.020178780581560436,-0.04941799243926786,-0.053320042623938316,0.019215149336334877,0.07027876977461914,0.047600963102218626
TLN1,0.01678450781401172,0.0160554042928737,0.11828676489509345,0.002859561309781316,0.00845440403867472,-0.11254360969376531,-0.09785520300946367,0.020906722912433395,-0.026566881784902883,0.07248572567786345
COL2A1,-0.020891182100402736,-0.04098137953411733,,-0.014122258623783296,0.09471231213139422,,-0.013968400302815563,0.045784934396829804,-0.04827470036232068,-0.024574796397822025
SHH,,,,0.0160563181144964,0.034012755818824465,,-0.013331339229919841,0.0700029898341787,0.05810305967865397,-0.039407254788396635
PON2,-0.0571304295203832,-0.04409443863448974,-0.048575598148878206,-0.01523045655429026,-0.06883946548851935,0.004919659935794346,-0.03109932543116272,-0.027846660824152842,0.053851992318664506,-0.049520197249795665
ICAM5,0.04586273325469279,-0.0069459343892236455,-0.02359925162133635,0.08964944428285465,0.003179077544788609,0.062428811714399256,-0.02603538539743757,0.003918735228638495,0.005792349300730165,0.002559781608331364
HPX,0.05682820340539067,-0.0015122897824109895,-0.022078054442525627,0.06484795060704063,-0.012579387858234356,,-0.03388560363187723,0.0037783385162823554,0.11735779738587476,-0.017955153007908363
SFRP2,0.017411388276042845,-0.01784464283054377,,,-0.029737633965812152,-0.0024959594254389114,-0.026152675899169683,-0.001963048707908377,-0.11034558709025435,0.038732096954363394
CFC1,,,,,-0.021256086983743133,0.06199101562508679,,,,-0.024135542302059155
CD70,,-0.03260172074414808,,,,,,0.04743173100300921,-0.00016411121132535862,-0.00019255229697655193
HP,-0.01328456079861584,-0.020540406400836805,-0.0394708828336913,-0.044969670892264314,,0.01959935157285876,-0.03249553927848492,-0.05156643421943411,-0.11665674436264091,0.03279406574382614
CXCL2,-0.04588633281656054,-0.00020386050934522308,-0.016076538161161516,-0.01758245802023977,-0.019441988504112447,-0.03498894912547687,-0.00016362387432534157,0.03035307584623577,-0.012625676668184212,0.03883677756942437
NPPB,,-0.017315735383848976,0.13147510605693852,,,,-0.01715564293000678,0.029578390177554172,0.02729509135882803,
CCK,0.10067708987300683,-0.005929657812329458,-0.06887324139593416,0.04944389309872102,0.01804042815296779,0.15769146409028284,0.13873725144358923,0.002011725776374682,0.018734860676334796,0.06245501398639575
SEMA6A,-0.08637650794605879,-0.02232373109704212,-0.08907962081961968,0.02487902036307873,-0.03294691323063023,-0.11959047278024665,-0.06641837419535122,0.013588242273504868,-0.06924276767627478,-0.04505233349532641
IRAK4,0.04234956687813985,0.015158114907324308,-0.03526798319720988,0.012640027487780557,-0.018052764481014394,-0.037378004458900445,-0.07860851992953614,0.002726060553101801,0.056720395246112595,0.0396049255677184
GSTP1,0.02527554516751679,-0.06102815363099005,-0.07823602689079918,0.027294260779706137,-0.0697453095005185,-0.12711737886944446,-0.06401686920123241,0.04751241041766196,0.12461939514103967,-0.05507232837670531
VCAM1,-0.034028954280584965,-0.03453643463792782,0.03750938064859236,-0.06622010535855992,-0.04324681359558332,-0.10684434556585064,0.03623896658167894,0.05199879667934865,0.025149497202774266,-0.04316641725480456
NXPH3,-0.001862039883771931,-0.020609529980406084,0.046847150118041865,-0.011460325972787743,0.042151045363085296,-0.04150584413243828,-0.05041289169670334,0.06596926354732789,0.06889644044326101,-0.015703052970329784
MTMR4,0.04936836532611889,0.04739539379701463,-0.011172248846111635,0.003947549844785628,0.06495130733682315,0.039237506113890874,0.033349117993962826,-0.002392006316958532,0.024735462619652045,0.035181690933979395
LAMC2,-0.01863852639075919,0.0850323051237058,,,-0.017235795354373935,,,-0.020881468690726743,-0.024324937074539598,-0.02626639813442884
IL10,-0.02957067208010047,-0.02871637719729066,-0.023039162291373462,-0.03472234993672693,,-0.026911944229583106,0.027692476800699157,0.0863779007130819,-0.04867937130203719,-0.03402504049752371
SEMA4D,-0.03948341959386169,-0.039743196689914294,-0.038102982533181624,0.00401790226075333,0.052431918824302065,-0.13337163545793276,-0.026318268810863257,-0.005924407135919648,0.06721247190232021,0.02019371100988577
TRH,-0.036372388588461195,0.0032947067886533957,-0.017051377474054726,-0.013897373184948117,-0.02357889959867502,0.018664005538004912,-0.031197390373510405,-0.013871569051175248,0.026462147077620488,-0.004826132332278736
SEMA6D,0.02494661435729288,-0.036952851747205494,-0.09328699579631054,0.008255692797480684,-0.03375507664636932,-0.008192271203533337,-0.04898980560322393,0.05930080071413313,0.019652654592609387,0.014686744687927826
CEL,,,-0.018711837456786423,-0.013669981214932144,,,,0.13098553415253833,-0.0020928786968808523,0.009552087781775461
PDCD1LG2,-0.04015893716955853,-0.0018070553114044507,-0.023039150352684303,-0.03089960471338381,0.017698342451812985,-0.005554335080274455,-0.026269526899828685,0.002111238935587165,0.006128000687904431,-0.0021284741417397974
SPINT1,-0.028858123590678623,0.06187712199570641,-0.022466850807466316,-0.027274574001746,-0.015655593311773415,-0.03737892950708749,0.06932084541825559,0.028039091237571485,0.09133666293246828,-0.060624077119724416
CTHRC1,0.02859732415516433,-0.025979734520105477,-0.020034106275629904,0.025603358469412817,-0.016527984627971476,-0.013390648131349396,-0.03301696708775093,-0.0047111868356899764,0.01328947123218577,0.03937206111717445
PODXL,-0.02195715599681941,-0.05854753084766053,-0.05085615969751221,-0.008261246801518747,-0.03442257685022027,0.019418520399159398,-0.017325081384294335,-0.035552781733799624,-0.07252299917719761,0.02162938572699107
JAM3,-0.004686130767119547,-0.024733291170266795,-0.03550841839553001,0.001769793966302883,0.01965302815947475,-0.14103885618468875,-0.10505628387968986,0.04953353992824367,-0.04360090182729127,0.03223725560024981
TGFB2,-0.06175590092190019,0.021204324069048888,0.029052920555433303,-0.005125416679702017,-0.014129540824481174,-0.030227121859173967,-0.06595221134205953,0.01815617839471873,-0.012366519704041647,0.026140215563993544
COL18A1,0.009660911855680566,-0.053349042565944256,-0.09665434061857271,0.03477514417261369,-0.045674224749570516,-0.04713351836327303,0.05651559945121026,0.009126010033541548,-0.04480088186967862,0.07801358647997635
NODAL,,-0.027925784679985816,,-0.010797522359506647,-0.01249345362706671,,-0.02358512596388541,-0.025390832584029688,-0.022879365960599102,0.04045447898549883
INHBB,-0.10742836472648969,0.03223119701984073,0.023868313338277044,0.03802167577027572,-0.056415871844997856,0.023246462524534047,-0.07125384909364438,0.024451818259498964,0.047916898339456365,-0.04103517210454985
LCN1,,-0.0135910447462752,,,,,,0.006452320472658727,-0.0023477124663371218,0.03711670624187715
ARF4,0.017446618077670104,0.037247430733425256,0.08718601402161424,-0.022744927556109056,-0.03986937818196279,-0.09328419654576725,-0.059816747735491935,-0.046988950816623555,0.08110211955294652,-0.02809961530973694
CXCL14,0.01911835845285611,0.032427754825207634,0.05030319947445637,0.04001500223794939,0.025753229405978736,0.02951583997666652,0.049287865485128965,-0.046700807497336676,-0.11487766314898504,-0.026587216832655525
LIF,-0.013305720189761179,-0.009458876765892599,0.07819411556022653,-0.017027033382930188,-0.015269979270267228,0.077135910757209,-0.02841180220089819,-0.04970261933080318,-0.08414610613272355,0.019515787441091077
IL17B,0.028883207422610094,,-0.017051377474054726,,,,,0.015103057740433256,0.09780155215989798,-0.020830454808063687
MMP1,,-0.01873749949559792,0.015640225337311048,-0.01389737015327624,,,,-0.03713137007861411,-0.03561320780665475,0.010782212289071202
MATN1,-0.01755288589480377,-0.017844645262304698,-0.027239528457542402,,-0.014741497148467732,,-0.013968398564514985,-0.007954577213601079,0.08087091912094456,0.08480304378374474
ADAM28,-0.017989416353252193,0.04559620638959089,0.10177567011685326,-0.026272393594454133,-0.03903358159201602,-0.08616684820924043,-0.03774645148777687,0.01705749691369362,0.020016483089844016,0.02088780793973767
TCN2,-0.05342580426747701,-0.030710785259023994,0.022467492621675928,0.021565574102290132,0.022119654357287296,-0.013272440546752185,0.03643280569841689,-0.016357299556765494,0.055058464477479356,0.052494986559907586
THPO,,0.0061733064545504415,,,-0.020963051714558967,-0.03337994994991744,-0.013968400169100113,,,-0.0284477553931642
CUBN,0.0008547984137885036,-0.024215557743739534,-0.02674535769439232,-0.00260686291699551,-0.02622469752692379,0.03754821843451571,-0.008729298652616855,0.04558033324793959,0.02391374895314426,0.029657389044716934
TIMP3,-0.018415129698403282,0.07966580168196796,0.037734918315432714,0.056920768152397945,-0.0158478252013648,0.021504225793022975,-0.012550993163320838,0.0321193570746728,0.050965272453037724,0.03471916040153587
PIGF,-0.02337646827889341,-0.010458408300741509,-0.04721777925432024,-0.010201666159114891,-0.020808562433086396,0.0007849311498257832,-0.01942565353597013,0.027813592181414794,0.08064849343862163,-0.0009218543339565715
CRH,,-0.015923527049763977,,-0.014122261214990677,-0.012422781841556669,0.06775283320486883,0.015657526201785583,-0.03627755314414721,-0.05293602809399124,0.044156580986501104
BDNF,-0.012950788298566133,6.359447543782461e-05,-0.0025687257106649123,0.018259004206550522,-0.03152937880509977,0.16892815309073403,-0.01573200619254094,0.011391965700509871,0.008715855053852315,-0.00033436945364053
CCL5,0.03595605349800788,-0.04456326436138344,,0.0015932518456467386,-0.01814662680110414,-0.0009795087067694234,0.053535641662769494,-0.04388785537893818,-0.0534194431063701,0.07183920901739795
GAD1,0.053945764357179675,0.03787718752973591,0.026755642598491444,0.045515862000328026,0.0653815215570119,0.14118706053223337,0.1001212321469189,0.019924490352854672,0.11361249854596822,0.10411583521470259
COL14A1,-0.05344461758300736,-0.03220516949442347,-0.02490704132533405,-0.03196443422112783,-0.019231395910075,-0.019519873009808758,-0.04679391099577324,0.01032102408176412,0.01743938731273565,-0.02118659164841735
HLA-A,-0.031595172483972346,0.08530232297052105,0.013179184147234088,-0.026790292285108378,-0.07846583378588415,-0.16078523223449534,-0.07730471039798045,0.0320073851865646,-0.07470705921214202,0.023810700746260075
CD5L,,0.06967794071505526,,,,-0.002981674550716526,,,,
FGF18,,-0.01440791223080195,-0.017051358432583322,-0.0005419263440965645,-0.017235792843634686,,,-0.02778502324121043,-0.033728086128488495,0.050199705409742494
ADM,-0.08419325016762558,0.09629583644074304,0.13329736569536255,-0.0720736026346796,0.021094777336649075,-0.03970688395253406,-0.07958536365138139,0.059867992011523055,0.004189979305396108,-0.04344559703021615
CCL15,,-0.02656699132092977,,,,,,,,
GNAI2,-0.0210533653522694,-0.04426839656285562,0.04693749194357795,-0.054638380576131594,0.006361033191720782,-0.13037389095727217,-0.07022961251442765,0.006031248864713765,-0.02729948366989814,-0.04355866762653635
HDC,,,,,,,,,,-0.01898299403938676
COL11A1,,0.05417122283309651,-0.07923921498736536,-0.011015914367514534,-0.046304963129323605,0.025023053482124226,-0.02452623155511237,0.020829969639239825,0.07545652294888035,-0.05455316213923448
NUCB2,-0.020512991719832976,0.022176673725104068,0.05915248804038893,0.012026848243004498,0.006220909544647837,0.04160920514430776,-0.027166503955962047,-0.04156537385584176,-0.032737032979313185,0.04117804164716384
FGF16,,,,,,,,,,0.008106901396418517
CXCL1,-0.07179873089370746,-0.03428107626635373,-0.016801779257647427,0.022013347746010464,,-0.024607958270938583,0.10371725369501718,0.038252127104408055,-0.03945330657484887,-0.0058114714532686695
VCAN,-0.08567748784920808,0.002513910483519261,-0.10482150240489788,-0.029444277142203996,-0.03181542438064034,-0.0010807235621974828,-0.12293355126612834,-0.047890053994978386,0.04467533230371869,0.009460629920567861
