,UKF248,UKF251,UKF259,ZH8811Abulk,ZH8811Bbulk
PCSK1N,-0.012860046545771543,0.019061459563499934,-0.03285492347886715,-0.06275703990524743,0.03351389291645306
NTS,,,,-0.03448035387149203,-0.019322748752831753
SFRP1,0.041194911777287034,0.004173302463552703,0.021477877332692557,-0.025446867405758345,0.03100590391810443
CXCL13,,0.07045976725336801,,-0.006808517246712999,-0.019700434292154196
MICA,0.06513524366783255,0.014595853340920114,0.07409891155522888,-0.026731824833644436,0.020897658655002455
TG,-0.017282580469171617,-0.019033201513094497,0.0003992285082868075,-0.019639011598134772,-0.023798077382948153
ADA,-0.01833538928071235,-0.0022840324150075037,-0.04565583814746568,-0.00665302374438903,0.07006484269298693
LAMC3,0.03390730103368357,0.06764242725329479,-0.061223348945831965,-0.04016458279553894,0.0744975756826805
CCL7,-0.014877744101872696,,-0.012163558549316184,0.055624645285861876,
NGF,-0.011763420063184028,,0.023512444355545014,-0.025583683947228354,-0.015647097043898016
TNFSF15,,,-0.013544717356691494,-0.021595625895395945,
HMGB1,0.012574318544424604,-0.0489327557957723,0.034407365021026357,0.046121657505408184,0.031481794922013265
ITGB3BP,0.038931648749376074,0.050008965515154956,-0.005833993285574,0.043143123104915734,0.004333036877754984
AANAT,-0.02158534320108418,,-0.012324308844089131,-0.019433476543261063,-0.021343649227020273
RELN,0.00976301111196899,0.060385695629895736,-0.02139224018548145,,
IL15,0.019747738372465608,-0.024248007536673947,0.02344176231000519,0.09890836288321198,0.019214031624814255
UTS2,,,,-0.01654902756586729,
BSG,0.0386249955830115,0.05564460067377374,-0.03776303154770637,0.03632257598231004,0.023919395867329888
ADAMTS3,0.04368045909597301,0.055422184845038525,0.026940292080581775,0.027905225344476016,0.002963930924275332
CD34,0.01462549006611599,0.03133204588150356,-0.013091455413850955,0.039270361220007814,0.03773278312310831
PLAT,0.04011340873028011,0.033018012402303926,-0.020981100168549392,0.03385698462003233,0.059853225205894464
NTF3,,,,-0.029134963438382195,0.015134294638646902
LTA,,-0.013997076218690068,-0.015589711659246634,,
CKLF,0.08040256466184227,-0.030377654485977706,-0.01833660124633098,0.07677741508947691,0.04861051926426682
CD24,-0.016808616625255728,-0.01102913020904144,-0.04039921925622281,-0.0057820163446121045,0.051487309981091633
HSP90AA1,0.0012408964562447514,-0.025922912691241397,0.08035565414581602,-0.10593052363986698,-0.06782884670820197
BMP4,0.07389063221286288,-0.014837721300499103,-0.03637266876858254,0.0680383047772102,-0.016514614902041203
SCGB3A1,-0.014877742614118164,,,0.018883697373958497,0.0676024135963343
IGFBP4,-0.0008769609709290769,-0.02991636696016523,-0.06305216807894531,-0.0012416626206131318,-0.03203082486754144
RSPO4,,-0.022627872320129496,-0.02386278501823026,,
LEFTY2,0.09323896606203547,0.14858533659832693,-0.0012428652228636216,-0.018804464033718025,-0.018236479293572857
PF4,0.006584008653547847,0.08958078847505183,0.04431132308178056,,-0.01453705015067407
ANGPTL2,0.01780952460706667,0.06129224591491569,0.026261434480807675,0.06992360009904305,0.09439102262850675
LRIG2,-0.00402392273544606,0.05332526820775655,-0.00475069963656915,0.05383120800731646,-0.0011791500358267523
ICOSLG,-0.01523361783879656,-0.04072506332840624,0.02463930598102012,0.04853809367966493,0.017823953042070115
WIF1,-0.027769663863248174,,,,
NPPC,0.046841111707551474,,0.053464095536405715,-0.0066666223062447376,0.03209539172879907
LYZ,0.03750962978355806,-0.03306953112291783,-0.027251998174667374,0.055616723368491106,-0.021217113285564984
EREG,,,,-0.014419517869703191,-0.03653593872886809
SPTAN1,0.038289688354903116,0.006611578610165476,0.026051669975191174,-0.043251138071475854,0.031893979081377484
LIPC,0.05266145715267295,0.01409252567281947,-0.019071390348914686,,
COL8A1,0.025203779152868762,-0.04551506458733744,-0.014699976056803036,0.034862802916130115,-0.008142291442475432
GSTM2,0.021028979113459478,-0.027899633389602708,0.012963152729279028,-0.020717879574203027,0.021414827007280222
SPX,0.0032672370191380376,-0.006338058864948261,-0.0036794492126722353,-0.022334577204202215,-0.018049605867272583
MFGE8,0.009499044281698503,-0.025869966503295972,-0.05157076161733014,0.006602760101147812,0.013618561909520625
TGFA,0.028981375682441354,0.05356894479181277,-0.007840792765100793,0.042767253337249185,0.05984297138992167
SLIT2,-0.009531611063953322,0.030555216495157453,0.004637543724343452,0.022211002140780887,-0.004342776611091327
PLTP,-0.05647699752758989,0.011400427235488338,-0.004407529556392362,0.041966446396912944,-0.0606046172929285
APOD,0.0012614362048863645,0.004606122248200256,0.0040814236150311396,0.09589201875266898,0.06590709412886896
B2M,0.12149387259981986,-0.0699815592378898,0.04312464023080115,0.086950019046166,-0.02293372092910621
OMG,-0.031178241948619036,-0.01570128385766497,0.02647108629782919,0.05960451331652784,0.10841488874480575
CXCL3,-0.01793316265512704,-0.02617628036068694,0.011854857824430461,-0.0419745534464271,-0.013894800195365074
CXCL10,0.062082214671434925,-0.04270039694536364,0.038844347583591864,-0.02287469004514694,-0.019498398491846237
RSPO3,0.013794418347561255,,-0.012324307933462243,-0.041294839581676,0.03461489141515239
CORT,-0.019628663248147698,0.10587110325517976,0.058220130068464424,-0.008453893030163074,-0.015212284121058366
NCAN,0.04848606523613234,0.060396277110263435,-0.00330674058304448,0.07941787309002518,0.08318931084133098
PRG4,-0.02237435034695424,,-0.012163560444826223,-0.024262472731600527,-0.022446656121831655
ZG16B,-0.004050788768318402,-0.015321185364273456,-0.014117299496513767,,
TGM2,-0.039128576596408594,-0.02617420095017328,-0.006645877441550153,0.0006437917812157139,-0.049181306446583355
VEGFC,-0.004648419281450551,-0.019672992019292835,-0.021678721624411826,-0.02850823703653963,0.02452287429421877
WNT6,0.0048785475408131655,-0.014168981982691937,0.03547864279934555,-0.020158686474115072,0.0011265051844219828
NRG4,-0.01370292463875195,,-0.014803609494046173,,
PMCH,-0.01579335808175281,,-0.02051184317381191,-0.022515892814024774,-0.02134364847013146
COL9A1,0.11711377225887042,0.03312549256359669,0.05830189592576748,0.06291458233369138,0.0352784077954289
GDF11,0.009785037543584833,0.013960755700968832,0.022040219274081296,0.01774921743127126,0.0003855147245481182
IL24,,,,-0.01678730711823696,-0.014305264276929621
SORBS1,0.03472562709881804,0.011351294217417969,-0.03560081708101263,-0.03350995413690874,0.038874789874609225
DLL1,0.05627852121399666,0.0326582205593509,-0.002026443854239713,0.07372808218773444,0.11724393996406679
TLN1,-0.010944737146575918,0.012475432113021287,0.03286554216346885,-0.044897792818241175,-0.02874591830294418
COL2A1,0.03905221379624829,,,-0.024754243403283867,-0.03728389479318168
SHH,,,-0.012639936389311759,-0.0003973908242465573,-0.004735358699567889
PON2,0.055889230112632006,0.029644700175903062,-0.014330658198817302,0.1022069006186039,0.05941557617574177
ICAM5,0.02320282820770321,-0.01823866193498283,-0.019700237997140838,-0.028588567972521215,-0.004547604905843536
HPX,0.0013103695712719165,,0.03681367553976101,0.008361003261746788,-0.04383251664514948
SFRP2,0.0146487018301902,,0.10682415488232544,-0.008396333874132517,0.010943940784671948
CD70,0.04313412843217383,,0.060037987961706056,-0.022478254332446997,-0.03065790013239921
HP,0.05940916481731375,,-0.0015639056164358993,0.06993036569742349,0.00898709738362383
CXCL2,0.004312372143668015,-0.018279066833061852,0.0005784540103840068,0.0037105046247216064,-0.04181751943052408
NPPB,0.05347384685444611,,0.014230103616697298,0.06926083744804655,0.035241153805388024
CCK,0.061489282743974846,0.000976761928321657,0.0727395055708749,-0.028021522473169008,0.0762385813665695
SEMA6A,0.02846905980818586,0.05150858792316379,-0.018413181935958502,0.007750967984659957,0.08409637165538529
IRAK4,0.027265825740842946,-0.006904967943060058,-0.0043885025030841514,0.060352009888865965,-0.036369795293400314
GSTP1,0.0289353243036968,0.02429391567072117,0.00499917785281804,0.007616888558003767,0.020991160392311057
VCAM1,0.016660537504060706,-0.008297808754433738,0.016955992104394677,0.03014125813557065,-0.05893046825029937
NXPH3,0.025507733809050494,0.05238409374745527,-0.04751974819742066,0.026088414252433786,0.03557274598667284
MTMR4,0.021427586227558578,0.01656632275027435,0.03590240311887804,-0.03614962632553491,0.0658317417782001
LAMC2,-0.015065069451441666,,-0.017747227303805114,-0.020638462721347825,-0.018786825975739746
IL10,0.09183750427655349,-0.020294540177419298,0.004402159743495549,0.018379180729534168,0.01948696981758022
SEMA4D,0.019042162274388496,-0.0028787765161100458,-0.0006669325134486069,0.0381061553955624,0.037350811034446575
TRH,0.023964040068917492,,0.0088835911229192,-0.06800595285204313,0.117482085128732
SEMA6D,0.008925718176036521,-0.02287403781760499,-0.02482955148444311,-0.0019101502639491297,0.05918273912933793
CEL,,,,0.04217771574560147,0.08054869241552462
PDCD1LG2,-0.007271478543211607,-0.026415301471845287,0.015619974257347532,0.01764931725212014,0.027767020210744904
SPINT1,-0.01084182688306161,-0.016971173449439495,-0.0008601692094510558,0.0573459595217751,0.022449349419866194
CTHRC1,0.020216943155864763,0.04148859665646141,-0.0288729861866376,0.02611599797037871,-0.002980383322144783
PODXL,0.030331521683632873,-0.020057229473993993,-0.05844684158955216,0.055151438825014686,-0.006417327179864067
JAM3,-0.03439813507183703,0.0032318930187487747,-0.007153277858503373,0.01831223199261823,-0.05541982814105694
TGFB2,-0.0018637242019258504,0.012748341798945479,-0.04073449672625218,-0.021153869143363722,0.05755708059445962
COL18A1,0.04339232142306117,-0.010767221620035228,-0.03939210739249571,-0.015380926115951666,0.001991580675350553
NODAL,-0.030954498951626105,-0.013647105225854005,0.03615137139445698,-0.025095349350699455,-0.01767037116765797
INHBB,-0.001557568909701076,0.007878144663953717,0.010486907093896906,-0.041175638156867846,0.003784339602472908
LCN1,-0.015065072841143631,,,-0.026692960382923316,0.07918396664707439
ARF4,0.04332682669424417,0.026988984348605714,-0.006566826916132243,0.0682002818066813,0.06552310866532891
CXCL14,0.005011239781530151,-0.01837214804011788,-0.0009297347041763882,-0.021952936699704217,-0.03862588084756979
LIF,0.01808526192711216,-0.017269628797282274,-0.01720534780607235,-0.028112108347934657,0.024724952761573278
IL17B,,,,-0.004495902255549017,-0.026719187128352872
MMP1,-0.020769690633197103,,,0.0011715762914216578,-0.012524561175385975
MATN1,0.04926108978898243,,,0.018774810864453283,-0.001735001318467295
ADAM28,0.045244714804938344,0.0162587409850275,0.011350500024458636,0.054459399072112176,0.03018030772119348
TCN2,-0.02956084847443184,-0.018294343452612855,-0.051776153364228694,0.01402084625582568,-0.0066690700717124
THPO,-0.025774160494897842,,-0.002302046588432798,,
CUBN,-0.026457357587264602,0.04511113758663035,-0.021120096584267826,0.10006099581678361,0.01410321334824933
TIMP3,-0.015653390216756956,0.0030855003619709087,-0.005374279195737178,-0.00012257321493693086,-0.029017280539662158
PIGF,0.05615040104283941,0.030758230393105455,-0.0033034239322796517,0.0964905092052341,0.0764788670784936
CRH,0.020216469229065066,-0.01712708107327784,-0.01425704826053545,-0.04538162046843404,-0.00936865339364437
BDNF,0.07875919364492646,-0.015321182443924641,0.04708315333063807,0.011164129407572186,0.0621060282807144
CCL5,0.09170937886534998,0.0209675168580242,0.007943481669247543,0.030863864207108547,-0.027679839677211094
GAD1,0.058756665185562496,0.03662643981659642,0.03433586313200874,0.08658720623969574,-0.025512264560520522
COL14A1,-0.035698008015743916,0.025056675713673246,-0.021705505989144232,0.028146342076745285,-0.04838941332167947
HLA-A,0.05899371066695582,-0.05708509253820377,0.01340289858978187,-0.06190831110398868,-0.06517325252252334
CD5L,0.11936408671375814,-0.023643410340577514,,,
FGF18,-0.015970534370091206,,-0.011327118225509332,0.050733913446928125,-0.026049139722293325
ADM,-0.006711539255890084,0.016866908414169265,-0.012887466051383266,-0.02274330259341568,-0.03285045532391415
CCL15,0.0639360872433868,,,,
GNAI2,0.023763696723744544,-0.00621135204375986,0.03746581452559917,-0.04714241460033784,-0.00525548442080868
COL11A1,0.01073026000585491,0.10984923547504709,0.04693151967724572,0.016393194298287617,0.03786842534169564
NUCB2,-0.03854105615011796,-0.021896348670430384,0.035960797609919486,0.02496910954065291,-0.018053941688859012
CXCL1,0.06976157052116365,0.0539093658033682,0.03433406375064562,-0.028255681069005917,0.0016087986693866156
VCAN,0.019712451617614018,0.055402519222295984,-0.0010598735105802751,0.11717583420603533,0.07081583875315868
MMP7,-0.027502207126865245,,0.0031356627042769055,-0.011403126297500746,-0.025814909142054924
PTPN6,0.03271953878407803,0.06386542113321228,-0.00011158240403046367,0.006464803471483677,0.08927669014693103
PTGS2,-0.015998767491594172,-0.01639717261405001,0.01712373955221806,-0.0365593589308763,-0.03407835993876831
XCL1,-0.019341817785174853,,-0.012324310007668225,,
CD58,0.04498769861178894,-0.04146289383788951,0.035111790238162174,0.0714273256326189,0.0021075815113162934
TNFSF14,-0.019488875377156264,-0.01916270662137325,0.0025970478674133676,0.055792641060303405,-0.014198049300744203
CNTN4,0.07942599137735036,-0.015000505613786486,0.029818233711445676,0.056734458639599604,0.028803851747761768
NTF4,,,-0.015589712449333826,,
INSL3,-0.01732669902847378,,0.03925892334652286,0.0290232138224958,0.032821862459791185
BTLA,,,0.045105525045609295,,
MFNG,0.027769112270882503,0.0033021597458659123,-0.036495429444823896,0.02612109047961621,0.03894025688608919
ICAM1,-0.030840295746588,-0.011002603703970278,-0.0012123349714091855,-0.00885700613750022,0.025755952496901543
PROS1,0.027483852426057352,0.010927188265082726,0.002000423834451488,0.02510108915243369,-0.002829027474147738
CLCF1,-0.007567489498482769,-0.014007005627576261,0.004687232656442383,0.021799359732808117,-0.0017263283249801748
PSAP,0.021950082634006288,-0.05204102734846076,-0.04927577075277538,-0.04616543627455319,-0.0505732321625865
EFEMP1,0.0272356920659732,0.02930979634170774,-0.030554860512232225,0.062045052844622355,0.014227036131838905
C1QTNF1,-0.04797080099610459,-0.05508247365495152,0.007505766743113388,-0.009616217828840912,-0.05257525377669334
ALB,0.05005456159044528,0.026719734188578537,0.03857182362368469,0.02654483701781042,-0.03779241395969186
CCL13,,,,-0.01630745145588452,
EFNA3,0.010290665650219797,0.02529722735807276,-0.053275940361264006,0.015111268630134221,0.05154290682156768
DRAXIN,-0.01477626959388867,0.0356528541324504,0.03359491333820839,-0.00538655269533098,-0.01436884718054746
RAET1L,-0.013497666818123807,,,,-0.016687419620999153
NPTX2,0.052959283783708566,0.005113827657092807,-0.04123529887731133,0.010036408074900983,0.06534498753395909
FGF11,0.0028681447010279826,0.0035125968765441357,0.0010147953875873643,-0.011827261961609199,-0.020427867907828478
CD59,-0.023857937421372818,-0.10097582699595957,-0.03337117188799205,0.03129195243999013,0.008198529673287441
COL9A2,0.029472000972378523,-0.005438322700882496,-0.026767587162101685,0.051607282682753594,0.05690166190944975
DLL3,0.023468463546432543,0.015414946522742385,-0.03509432007166531,0.07121352904598677,0.09035492267655962
LIN7C,0.02046407866421777,-0.016029996162444594,-0.07145922880812823,-0.03203832894656962,-0.008669633971542506
GDF7,0.06464923279433034,-0.0160966099419727,-0.020210881911106555,,0.01376502262278703
PSPN,0.017143329443503556,-0.029001831597902338,-0.024936975190422313,0.00465159079426325,-0.061806397884821396
ANGPT1,0.054739055210431715,0.017902451305200535,0.06760691228631201,-0.038578209077806985,0.04791927866713597
PNOC,0.021957374422967333,0.0054434530654937875,-0.002340984428885459,,-0.01521228577610852
L1CAM,0.042925379039727415,0.055912392098394305,-0.00827122640017535,-0.06235747849827534,-0.05235498024167494
APOA1,-0.006660268559306325,-0.007616333579548745,-0.0176401116807411,-0.0035109999501165595,0.08599741520995204
PSEN1,0.05613851303252207,-0.05452906907443496,0.0075526507576690865,0.013662277262318986,0.051731510908007955
CALM2,0.04900610479672058,-0.08804694013254835,-0.015377146084225591,0.028381235023186638,0.07213964192357837
CLEC2B,-0.004845839578614799,0.032591810634826225,-0.04025159896114311,0.05591350535999011,0.014270793974574368
NTNG1,0.03269113234568385,-0.01417244337277823,-0.005878042036006475,-0.003492782509275726,0.10933596481031438
LRIG1,0.011920182244888037,-0.009856199134443711,0.009397239613949258,0.04348542273665122,0.05672723753397411
CPAMD8,-0.02711820830321556,,0.008257879595146348,,-0.01607081420613042
GHRL,0.0024210439250665346,-0.020416811329362006,-0.027537080395491482,,
NPY,-0.023523231241196495,0.092320154633688,-0.058672947495824954,-0.028966205458590803,-0.05810483226990887
MMP2,0.002024635086170172,0.06254756455215038,-0.021674922198724383,-0.05505360479797565,0.010247351273367821
LHB,,,-0.011668608788833586,,
PPY,0.007884919577249846,,0.007969658242830784,0.04484036421493142,-0.01900246364151328
ALKAL2,0.055206996744832565,0.08679570976671891,-0.011499082103037168,0.06551855529583808,-0.0092576805310955
CSF1,0.018503973502240686,-0.03451012681587838,0.025229250528180206,0.0014163071318389379,0.033593787539307085
SEMA4C,0.03210736994989784,0.11457890934447952,-0.003743149088265106,0.04378889317941107,0.024276327193881477
ICAM2,0.045989928129230626,0.020366178242447377,-0.019021160398852904,0.06567217937223914,0.048073391477450135
SYTL3,0.038918787989153956,-0.023209253687108407,-0.006300702881053503,0.086300766268156,-0.0005951301663285737
IL1A,0.025571608024017076,0.026215115737789372,0.018636023016077443,0.0032746527699802097,-0.026889144104231377
HLA-G,-0.0207696862335882,,-0.012324308894679519,-0.035971153129504135,-0.0054245988612404246
PGF,0.008297697494251846,-0.012733615468284316,0.027562240070973406,0.040074594245604334,0.05707667862193482
LGALS8,0.01778595536174828,-0.025329420325016935,-0.0023499462557952633,0.029879460793070186,0.042885085208078974
DKK3,0.025668250612535113,0.014434756067480882,-0.016126319074328446,-0.008517529814445436,0.06326520027770173
COL16A1,0.06339762161628255,0.08186896532827195,-0.03579704188019303,0.02890227282461682,-0.012682233812995863
TPH1,0.05183253711559538,,-0.02242705946126388,-0.03951161415660582,-0.04357029886909955
TNC,0.0237527749185304,-0.06757917627975041,-0.02157701458056631,-0.015496871193221703,-0.03464524169591738
TNFSF9,-0.027118205487901004,0.009446665570525667,0.08220606433209425,0.0057473014868941715,-0.0132550846315848
C4A,,-0.012732245206339279,-0.013833812821867133,0.00523064154772158,
CNTN2,0.029078308886539596,0.007499301395925054,0.020242043467488386,0.020583445554691705,0.09543571378021246
F7,0.07539603592940403,,,-0.022874685275770464,
LUM,0.0067000036108661115,-0.01877176069777905,-0.06029347703413102,0.004155424741059415,0.04200229965825984
BTC,0.16411601970268885,0.013525667828322624,0.014506626037078004,-0.016549030607833155,-0.024377609791530547
APOC1,0.03382644320904271,-0.05825584147468471,0.02189211066670877,-0.007950563629440216,0.05871548149187439
PKM,-0.06564825432693937,0.03380029275215477,0.02671284781461102,-0.035693543026863055,-0.03836214727161148
TNF,0.0047345185795448575,-0.016450243509851616,0.0273623907432309,-0.016062467559068778,-0.01668742417249661
GNAS,0.05548700656316869,-0.036069233510637504,0.0033533701589220097,-0.0635070057467932,-0.03664421654489815
BMP8B,0.05390149971593193,0.023959461881653543,-0.017867073313246,0.021000406277585256,-0.017005323283796444
LIPH,0.00735720904772884,,0.014815843396353376,-0.01630745745336847,0.0030647512412186563
CCL28,-0.021451332498264416,,,,
PTPN11,0.05972230755779148,-0.007943403057772306,-0.010778829614156934,-0.04102246102558468,-0.004966875141541543
ADAM12,0.005162352243668859,-0.015161643360869052,-0.055791864236783305,-0.022294838261625104,0.03198913589373527
EPO,0.012587436676459526,,-0.01786707381354287,0.10427309123762125,-0.019322754770247502
EDN3,-0.0006969548862606588,0.03390151475385664,-0.02224202344844172,0.014163186794226503,-0.004219239464722315
CCL22,,-0.016096609552186877,,-0.020044262390768643,-0.01767036337587198
CCL2,0.009530854048029882,-0.029267247136304582,0.02636141660679896,0.02266146900093092,0.030699472421518093
DSCAM,0.0019800706679232206,-0.01798892702652778,0.04312256836664593,0.03875288575142562,0.037292760396189964
GPHA2,0.0035167067883276086,,,,
ANG,0.02635986902312528,0.023706395291528383,0.024247078241381795,0.02186376692328533,0.010726476798174272
FBLN2,-0.0067112005279800855,0.015087771270127798,-0.027091629620322563,0.013155298723543204,0.005136072363687003
VTN,-0.0288282318697564,,0.027403487069300504,-0.02024410232519385,-0.013587371620353016
VEGFA,-0.02163926762380882,0.017926778887426997,0.01713629451504585,-0.04306017832363534,-0.05461625960775032
F10,,-0.01837326170709816,,,0.030006522294830057
SERPINA1,0.02404086233418634,-0.049068538052337095,0.027985970693904502,-0.030862847727577115,-0.03560103332681804
VWF,0.011590554666065544,-0.012999488690702152,-0.053519236911065936,0.06936656305159389,0.011305123031424901
GDNF,0.0053806924214541375,,-0.014532743975237841,0.02714933654961311,-0.002835273857037632
VASP,0.008724687948181297,-0.013540913989249745,-0.002034958679359444,-0.002163809414113712,0.06753893154771629
ADAM15,0.05351127555422676,0.007595940695890218,-0.04551775781354887,-0.004777649454838649,-0.05465638005046928
WNT2,-0.001040617833186463,,,-0.021967887924476154,-0.019845437049395634
CALCB,,-0.0232876104957839,,-0.019225919969700758,0.011243183986933053
OLFM2,0.01903599804510438,-0.023464344734455092,-0.02120227876148341,0.010183567421338848,0.03653457239399367
MFAP2,0.023569277016460177,0.06362770782377004,0.001897495019423687,0.040225079478412876,-0.010106736643115222
HLA-C,0.043253770299132556,-0.024315021681729033,0.04055914200829125,0.023853564001010987,-0.011719731519773971
THBS1,0.0472939792874373,-0.026372337926710024,-0.04162580465051573,-0.035514623031997164,0.008115587669527918
HSPA4,0.0014823013071472613,-0.02132271752615935,0.0629698589122262,-0.0222900801164931,0.005530806023805241
LMAN1,-0.022901737101848545,0.018277020749748595,-0.015803539621579,-0.01766561968648859,0.010165333496274654
LYPD3,-0.023264807448504364,-0.014837724148471168,0.07472624493725381,0.011011224686593202,0.008574312220000962
APOE,-0.062018732737075186,-0.04630686933604637,-0.011490900577546724,-0.049738473870571225,-0.014490817234317603
SOSTDC1,-0.03435472598010187,,,-0.024862522177375675,0.059411677825417994
ANXA1,-0.010188196274649374,-0.026959031853990498,0.020369984381580802,-0.004301880403050553,0.03917459584257745
WNT2B,0.015325055825428254,-0.020899487889979754,0.010241038455051624,-0.047128577079129486,-0.035069410008752445
AMH,-0.0026441307486483956,0.04404511206775416,-0.018202675066901607,-0.005662548113302417,-0.018074170207418905
GDF10,-0.017650525226226847,0.02278027525683886,,-0.02730941038466714,-0.015814933372042185
EFNB3,0.028650099372787004,-0.012195397607697707,-0.041399141305495255,-0.013598178150445612,0.026478492280898727
LTB,0.01654610865691542,-0.01117072970609588,0.04410829423369572,0.022705252249422613,-0.03365735080491388
ANGPT2,-0.02921743215843387,0.006899634517409837,-0.013850242776962634,0.02272911512041342,0.0356112546674844
ADAM17,-0.0032774058030725223,0.01718516943676853,-0.00235738111617798,0.0044987109896965066,-0.035264817858458544
LRPAP1,0.06170049535334358,-0.03367043459333992,0.014827813594041296,0.1496912494654862,0.018846008284021252
NID1,-0.0013147202994096684,0.03918873306119026,0.01872944510765771,-0.010978519141014255,-0.02290351094642329
MST1,-0.02233090084975665,-0.040608613083018566,0.007139982520100794,0.07499100604779407,-0.008867592457751594
DCN,0.02162859263855544,-0.010180285451920835,-0.02980187998951537,0.0014286824097655736,0.027014519065705817
IGFL2,,,,,-0.019145632875950513
COL7A1,0.02042963130659904,-0.001771059583132096,0.006849010907945096,-0.015505191726465662,-0.07154434266128126
CALR,0.011037494266355046,0.02267033908003737,-0.01575686041361811,-0.04786252078216011,-0.0439078044750359
PIGA,0.0456881296730403,0.001703136114544895,0.03776092353690171,-0.007622779851687464,0.027708260122100186
CD200,0.05787564672418039,-0.0020172897406026753,0.012859685460619998,0.031727728465909814,0.012682069727915244
GRP,0.059419556995242775,-0.014168983503929042,,,0.07157850660894699
CDH1,0.011010581589272943,-0.03392638687136447,-0.009738427254505714,0.06822152849974611,0.003906842666950117
LPL,0.007354101096447546,-0.06007335735741581,-0.03524914257294976,0.08536973558172845,0.07955627997525902
SEMA5A,0.08944237980372151,0.01125184862362199,-0.04173182250002617,0.0646247000014922,0.03065703111037385
SEMA7A,-0.012083343085438316,0.044394405117310916,-0.023403454609224952,0.023847612471507948,-0.0007710073092384474
SEMA4G,0.040321120666466176,-0.023069519903493922,-0.007834652664053398,0.09190004441723565,0.01659299590583748
SEMA3B,0.04196021093522672,0.016114480163836792,-0.060333955372024406,-0.0026074335983753897,-0.03358968286505698
RPH3A,0.058657022711780464,0.034031436269945536,0.023358094956278913,0.06758160178214415,0.08717661198292098
JAG2,0.03643973810167538,-0.03665584338373287,-0.024005610462880727,0.038598463971346746,0.11092875443588972
CGN,0.0013695637728910394,0.04647899491046536,0.04692737274655882,0.04409847930448745,-0.00496809574405499
GDF15,-0.03182150719311994,-0.022178578306945078,-0.007345882586145957,-0.00898288114514767,-0.020814989645643257
SEMA4F,0.01157763946180136,0.05628182979467433,-0.022820487041734807,-0.007355661978771602,0.05509616952292059
NXPH1,0.013648803458480728,0.15396323319876762,0.02536126587536445,0.08561875319797406,0.03704545252552242
ARF1,0.07566180500186617,0.013697752203246906,-0.01931731337982889,0.05781595485339952,0.014132525968039301
DSC3,-0.012863103812187795,,,,
EBI3,0.05990568618224262,0.0453929432421803,0.07896086712277653,-0.01096249285086478,0.08426254293473764
TIMP1,-0.00073152170010506,0.00759675804832501,-0.02313165418185028,-0.045181477151936475,-0.09269534510597091
SEMA3C,0.055057282550109596,-0.03849666871768873,-0.027326952361355756,-0.05828605541648672,-0.008804893282973788
