,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916bulk
QDPR,0.033460141936748004,-0.03921503738965921,-0.0025804795235140634,0.07522991384180644,0.04536559963771283,0.05228451072267423,-0.08248579436385589,-0.12995688691090707,0.03936382470578206,-0.010827284955641867,-0.019510649066734484,-0.06693888740268714,-0.017851505271239996,-0.10320408002782473
POMC,-0.006411875892069058,0.056160153916347114,0.03254918818143811,,-0.026829561168073512,-0.034295363222613166,-0.027635383521295027,0.020292894062600386,-0.008474790423503107,-0.028180164965581088,0.06828973609824451,0.06057979341645068,-0.02883592293508455,-0.022605663238418998
CCL18,-0.03401179778506311,0.009540157448729193,,,,,,,,,,0.02457120137028035,-0.04691416324204177,
CCL17,,,,,-0.01669895613922304,,,,-0.011507743602297421,-0.015946953275935587,,-0.024089347002313487,,
VEGFD,-0.03118164060521538,0.014447687211221883,0.04719060219980392,,-0.002790593658014521,-0.015259823054010817,,0.08615865181177212,0.023831305317534253,-0.017090843756174284,-0.04341093537443283,-0.016687425961315214,,
TNFSF13,,0.1132477774741034,,,-0.011518566211161891,,-0.007831304432205444,,,,,0.037822733359851944,0.018739844053867954,-0.02644443158509638
WNT5A,0.0816720484472219,0.09237018257154049,-0.0061670864529945486,0.046881607346799664,-0.012168711859860059,0.1106811791191901,0.10765649003945904,0.11523942678269283,0.06301765843938872,0.03671286012651361,0.12373610324097882,-0.0022529824682662033,-0.05703943253519771,-0.03187737359010417
CXCL8,-0.08217912217338877,0.06854343684024436,-0.028732089698081928,-0.0843422833461116,0.005571995045574762,-0.0546169892522689,0.01103835246176735,0.037317094473583085,-0.009556845789466289,-0.05138562760211098,0.04886975457487171,-0.025934514628004866,-0.026182843723349284,0.029726029936816646
GRN,0.06936193550900803,0.05040054617627654,0.0017816865772841174,0.08112723526586393,-0.025477865209259175,0.026613382900943647,0.030250449580297115,0.10170620263093155,-0.00041994886451070864,-0.006296452487914384,0.05259285450146551,-0.020084972181357786,-0.05605075919392727,-0.014375940761086278
MIA,0.09866186667945186,0.08445459874175164,0.059324487220663184,0.024215239970153034,-0.03516239937304294,-0.010370091963809766,0.10768942584896733,-0.0185606324820303,-0.0023827283198620953,-0.00890676440649779,0.1641780148196538,-0.03330192175636343,-0.030458226447752954,0.08257033097319938
COL4A4,0.06573833847512028,0.03823580575521268,-0.015963904662556334,-0.02656342175999958,0.021379258608326766,0.07580169873472674,0.04461157475355743,-0.029754806423844354,-0.017060563778927257,-0.007659225272125208,-0.03399161734318853,-0.011362748485851793,0.03136773939783368,0.004161807063612497
TAC1,-0.08593935701103127,0.027335670293690013,-0.046609005412078276,0.11101801986640915,0.08133529871812634,-0.07843112966057507,-0.08487958554191032,-0.104168107245405,0.05420503249649974,-0.040238652071083104,,,-0.018136332558352355,-0.028079136087114966
RARRES2,-0.033205651880529624,-0.03287763747128292,-0.02004490263755339,0.026466940295117085,0.0940735500231087,-0.05562256527021043,-0.011335419322778952,0.1655360417130899,-0.00649679257267833,0.10892344543299969,-0.07683366977065914,-0.016160600519035527,-0.056403676341781776,0.08658371043197771
FGF7,0.051075723157964444,,0.0034002689368817,0.07348416302248972,-0.029600449133592676,-0.033382145517993934,0.032812734707369826,0.03760354671525346,0.08406666061381017,0.06548520622226373,-0.05039853745215689,-0.008177469083801516,0.035598687563889245,-0.0189968651911001
EFNA2,,,,,,,,,,,,-0.015860281602334606,,
HBEGF,0.08190543233283061,0.04423362435445832,0.029591465949843625,0.02380513890127935,-0.01840487937854178,0.008366015760003485,0.11433854886426793,0.05812494043457651,0.012786883727180579,0.016329922531528946,-0.04389311663818352,-0.006010141721710564,0.006821480347868308,0.11729483002589952
CSF3,0.12104963026980964,,,-0.044104463878748085,-0.019903699685247453,-0.06169620249396541,,0.04707172337074697,,,,-0.03144324944159559,-0.025271121169216433,0.06486515594068915
PI3,-0.021262693933824132,-0.01609265686587132,,-0.004345053274892511,-0.03434777654280444,-0.07450228153346453,,-0.024459350655808863,,,,0.0004544053506806729,-0.009947990129187277,0.022592350242961256
PCSK1N,-0.06029755830628911,0.004583498863547164,0.024120882745626206,0.009774952927132345,0.0008616547261182326,0.02767106066134025,-0.07569671212483348,-0.05532834692114203,0.04523201073376334,-0.04042251773476456,-0.0028942098972417354,-0.015445585092409063,0.017662858773515127,-0.08551807575685245
NTS,,,,,,0.02251357523412985,0.09604955177732388,0.0003062331239600846,0.017433580015004793,,,0.08785525270372774,-0.013058831359739766,
SFRP1,0.0014283095827985059,0.08040569659060945,-0.0012956837009601534,,0.08359880103360345,0.0018439059906576372,0.10405810352945188,-0.02401941828901487,-0.022699070634912104,0.04241681487954655,-0.06484894360308452,-0.004613090979234287,-0.021972401323134494,0.05185961601941859
CXCL13,,,0.0026156285588047434,-0.03202505933928758,,-0.03269847861107235,,,,,,-0.040749584727707525,-0.04122245744292212,0.014611304579034918
MICA,-0.014265568817701647,0.015460645126604137,0.003187727719934937,0.06530994849363386,0.04230602914153745,0.003776490020408271,0.05924601437220047,0.0908304248015079,0.013518164871500274,0.013813905277457798,0.04772440298033146,-0.002160886596806808,0.0129924608901843,0.032779128527592884
TG,-0.025390099429623385,-0.04236106500026613,-0.02913225219336472,,0.11189158142713712,0.04211933558015226,-0.006482226061774322,0.0019346585495274638,0.045262287898222925,0.005304545503222898,0.05130932095904498,-0.023798070828659888,0.01506153403446533,0.04352683542999335
ADA,-0.047284215651313986,-0.01663987369879086,0.028030622690490642,0.049700394717486406,-0.02319842465794787,-0.002764887785288189,0.036532160647920586,0.14856049640138538,-0.01312775822107483,-0.00801091610522321,0.011763655910139198,-0.018782064567667945,-0.04387472570949156,0.05231751795886434
LAMC3,-0.018950577787135586,0.00588400209289693,-0.03305679160369285,0.08141584937764855,-0.031492103691417334,0.05310576463308453,0.10639575189915637,0.13736541577582284,0.016342629569357853,-0.027178029736802143,-0.08038313772618043,-0.0593588321703125,-0.04183389445729203,-0.022157051916822077
CCL7,,0.055965019953240075,,,-0.011368326714253568,-0.0433521456127683,,,,,,,,0.04298555346073741
NGF,-0.028321272505664196,0.05272933463982408,,,-0.026047740109326298,0.022134746528727666,0.018937614747092938,,,,0.03212636506167917,-0.015647092734491715,-0.026333385738980825,0.025711708077738513
TNFSF15,0.06994561466630404,,,,-0.012659187814058446,-0.008002256802018173,0.1354793428892857,,,,-0.04884806167847861,,0.030561008036450052,0.025797389150788982
HMGB1,0.043080218100514156,0.05313912612772477,-0.0011839136703605492,0.1501625504301141,-0.016183743240881822,0.039356259891290234,0.09073530640425655,0.16003595333033926,0.005601231748553537,0.06234722064985587,0.06702968505263089,0.059839452169948765,0.028658829613878202,-0.012262336438100794
ITGB3BP,0.06182190261266259,-0.05219072919630938,-0.022763279283277097,0.0012867084456228686,-0.06364150558420566,0.05173828290004477,0.10190969732053658,0.14323936193436332,0.01048889125691025,0.08327442991994354,0.008539163516605322,-0.06395518871849123,-0.00666515691447576,0.03430864705047738
AANAT,0.028653742186436057,0.035818074028846125,,,-0.011518567440516539,-0.0289220207631584,,-0.028395823173341318,-0.006796382147078309,-0.0057232153964380346,,-0.001382327527018295,,0.08480306896136075
RELN,-0.005597356492878117,0.036845105000531626,0.015543551008486466,-0.03880553167747852,-0.0199936535506716,-0.03478510928092714,0.016641605626020132,-0.05416588991617471,0.010811681138800362,0.004557272765186175,0.06565300662063901,,0.11818094189036425,0.019487550379613194
IL15,0.03159733976144531,-0.028573885105721997,-0.037114043596869616,,0.0067678133161916156,-0.009051922720726795,0.06566976821727413,0.04937811980049365,0.004656453813711668,-0.019839453632141034,-0.028695772051989605,-0.017622528747463482,0.0786620034733545,0.08111305328186294
UTS2,,,,,,,,0.1445257641456118,,,,,,
BSG,0.07195403870405599,-0.001570634901576695,0.01574637102067684,0.018345405451716777,0.10649146465737305,0.03657271261762406,0.06699086707258207,0.011436466831267535,-0.057145589736168956,-0.021988304333564686,-0.007142128225517255,-0.007160333995238327,-0.02318191614551579,0.08933842440420267
ADAMTS3,-0.04894309155795874,0.06000733641711612,0.009528943331159558,,0.07006797584314406,0.10093829578233954,-0.041908750118777996,0.14750443336529734,-0.03954754632781887,0.06288373834165956,,-0.036337580940291055,-0.03115157767888381,0.047090440764651575
CD34,-0.0006526253150609912,0.04215935924106761,-0.010122675261683383,0.036727378520752176,-0.014961784766946339,-0.029745059846700568,0.10914558459472264,0.009924133333838287,-0.02292841720263997,0.04429018087965759,-0.07228145337481166,-0.022575413937961322,0.0059585005925717055,0.06629170304303576
CCL23,,,,,,,,0.06738815571325145,,,,,,
PLAT,0.05151045785486372,0.060467856480310264,-0.038896446762401025,0.0723707155985598,-0.0469202597107949,-0.03498988359715138,0.09126385986770204,0.16666834763507318,-0.025758173467541928,0.0687533328043812,-0.05155916588145842,0.051657047471489574,0.06154027057431872,-0.009419052070746886
NTF3,,,,,,,,,,,,0.06266441246715779,0.014799285909015138,
LTA,,,-0.021423949832722104,,0.02506866760304077,,,,-0.028047524504961664,-0.019839456081132453,,,,
CKLF,0.08051892984665934,0.03109136648656868,0.02599714128944354,0.08909571572849669,-0.06431862724122367,0.04288779399743162,0.14604612878551393,0.15554098373984757,0.02708695589981888,0.03822416891977561,0.07250851022649682,0.03551624139551242,0.04488344528656537,-0.0016742515643930838
CD24,-0.0862276590202592,0.0514542274765718,-0.012150256552589278,0.047451030879891457,0.026658906103419575,0.10439668517988078,0.06395760894238157,0.05312811091221974,0.08162543940539244,0.021681272145065166,-0.09708306147682828,0.005618964472510731,0.015887877907538255,0.07037242992787462
HSP90AA1,-0.07901499576083473,0.08042510602043212,0.0037070455427766257,-0.0813333389810044,0.03234861204038474,-0.05384769942086673,-0.12908222774363332,-0.13370772590936164,0.01381624368771927,-0.05372830768259874,-0.09827725840432867,0.004801215889140335,0.027441500432232556,-0.08286921426450955
BMP4,-0.03433194911012879,0.012431812702494252,-0.022710642694746593,-0.0001596145786256501,0.0017876056508717552,-0.04184263154368059,0.21093582710638092,0.03934774723112624,0.013989345744902794,0.0030777211512093543,-0.07398855627619705,0.026350328012497298,-0.04762057525250426,0.08112579100006631
SCGB3A1,,0.05713547470890194,,-0.002511534285594966,,-0.03444255631695901,0.06947212413090521,,,-0.013843710087580398,0.03998948179057688,-0.03036065473756937,0.03733856419656449,0.06797662493651724
IGFBP4,-0.035647006779832985,-0.009938175407951421,-0.06617220199230554,0.06033687423786277,-0.034746291885528226,-0.05645117317548597,0.13020281223522565,0.09413783580929136,0.025101776650901464,0.026740448080455333,-0.01633790851640145,0.0028781810549174582,-0.06331630605990247,0.025467509911089925
RSPO4,-0.05180037269440685,,-0.03463426174391896,,0.04465466887780281,0.007792551914848857,,,0.041655903851423544,0.009023475744383749,0.07270633724730513,,-0.021947485595057405,0.05887955181432171
LEFTY2,-0.06297323091398833,0.07133780933035615,-0.006234139129780777,0.0390513723565376,-0.03255647936378384,-0.02187699857217843,0.19025294575318008,0.10569278662419859,0.022152482474145595,0.102660206322241,,-0.01823647427101829,-0.029847130430016716,0.09961785624934318
PF4,,-0.0046014866467693006,-0.01948799419219212,,0.018803361182033372,,,,,,,-0.014537046146988575,,-0.0187510667366814
ANGPTL2,0.05825531500796244,0.018892265834842336,0.004201694954347083,0.09241950980750786,-0.0007181493447380261,0.0560911874677511,0.15024149246517926,0.12341302671101721,-0.002868143368408642,0.07557846839065746,0.0036091128753784,0.02170170274479161,0.04065349562285063,0.022235004818464743
LRIG2,0.033148374885078734,0.08227752927602175,-0.011598865106888158,0.02273907635324564,0.017713737307455128,-0.008488569652554526,0.1002439884339407,0.05849605433149165,0.020460547963330154,0.041087538711198676,-0.1260695544513876,0.02494070528855367,0.0487236893205444,0.01177862695901706
ICOSLG,-0.030888980010402228,0.045315517145966516,-0.04716792288674071,-0.007571714632383788,0.03848904089153048,-0.03793842639772761,0.09378377029552021,0.08688730331001743,0.056483309285681814,-0.04378890042205469,-0.06489426851360254,0.06186976963681651,0.016496019099579668,0.07135901996626974
WIF1,-0.10583276653558353,0.049709531791066415,,-0.04551733871485547,,0.03012945434908648,-0.1161815089363885,-0.09090487922237013,0.0025326481015353463,0.012493747191210512,,,-0.020402313735894188,0.05459906448056851
NPPC,-0.007259698994755017,0.06993429677469261,,0.08273766251356343,-0.015386258329345946,-0.05216868376802784,-0.015958986557974834,0.021864838215320134,-0.003467918113350972,0.020513131861067315,-0.04689380228385104,-0.027505065873757076,0.02041521443173286,-0.045063144624227634
LYZ,0.04391988275348542,-0.0522064981239934,0.01845697929728757,-0.019809609812192493,-0.02516298979994508,-0.015569328859536392,-0.006752229991002432,0.06521498015707426,0.005809904360353038,-0.020930123956399652,-0.05855249083098626,-0.011347072203901588,-0.06806767276190444,-0.04192690851201016
EREG,,,,0.05816973815905087,,-0.029110114869488214,,,,,,-0.04619208784207273,-0.02733596334479799,-0.02158803249473521
SPTAN1,0.04475158145316659,0.029608217509128145,0.012060146875463475,0.024406630790018154,0.03579273318207422,0.06859313610974002,-0.0126944526671067,-0.0447333549031648,0.00015728460235589714,0.01206540863367476,-0.04898276955482404,0.004142015206176746,-0.001196609398681601,-0.08172024366448696
PTH2,,,,,,,,,,,,,0.03284954523379612,
LIPC,0.08775616227245396,0.06457127993397839,-0.02933047278678572,,-0.017824536750695643,0.03334657250550994,-0.04034847782533929,0.0074013963842259065,0.01675428592520724,0.02507368241703224,-0.0027016081231182425,,,-0.029241166156394778
COL8A1,0.038113662430409034,0.04584390805290852,0.045994395516031156,0.13038001061039206,-0.019653965918275024,0.06179036433819367,-0.007408411634572064,-0.026046746624094754,-0.008873062924877205,0.042498669791902546,-0.0741356260756357,-0.006983889192708209,-0.08352264283094468,0.0969419050507499
GSTM2,0.019057140814980326,-0.02883300797691797,-0.003356943974949398,-0.02321634307141896,-0.029704660022163484,0.019784263089529876,-0.022002393770044534,0.034400020617754816,0.0037762229560285407,0.05735518602432015,-0.04269908278416952,0.014735555162514461,0.06594546982156275,0.024441976215786816
SPX,0.10032750784470387,0.0626470190033071,-0.03916888701933434,,-0.019207287038178523,-0.01607088773323699,-0.07890104997923991,-0.03147851616014491,0.004572703225333562,-0.02207318561640006,,-0.018049600896185295,-0.032410038073210745,-0.03031327164375281
MFGE8,-0.001217394529704689,0.010057612679492184,0.0020926146895209217,-0.007456599526235019,-0.008066906768163686,-0.0471713060945251,0.09313064316271753,5.260342552096604e-05,0.006430937735433251,0.029289799474054218,-0.059704764174645014,-0.019947238261785384,0.00797598884171359,0.06111470358340897
TGFA,0.04540357114048686,0.07311811901715776,0.03496431078714132,0.07001497424064412,-0.0160271295128764,0.04260777702482691,0.09344107968438391,0.0829980970341912,0.005402303782006756,0.013311187164121085,-0.031240967822446914,0.005203107295188672,0.0019542571481550686,0.018485233629653073
SLIT2,-0.09187097589462469,0.04876683034496721,0.008543551284776948,0.11960238037304934,0.005115708660761715,-0.00794499578442497,-0.017104705337527816,-0.05742059508372174,-0.01178644853638055,-0.029461147143841286,0.18071684692159165,0.01320814781305579,0.026360095166024108,0.04913548942451744
PLTP,0.01661788145060106,-0.04046484304541369,0.04898806619677058,0.08453721398222419,0.010263035172405791,0.013703053877616517,0.014431892232195277,0.14739005691788268,0.012958147710408525,-0.02769157765177614,-0.14721915945556488,0.03486251278394489,-0.10669118526286289,-0.028217038176313325
APOD,0.028216126257693066,0.004777699466783053,0.04251869699081986,0.08768688661055,0.022860453036948006,0.09637516614888783,-0.05061781688480488,0.071566120964328,-0.0028568796895298443,-0.00963714041313803,-0.03816292982930125,0.027243302849981697,-0.011872815336034414,-0.10623886229788132
B2M,0.03021962620972015,0.034734053556780206,-0.03196568483313875,0.08269520268159193,-0.05272142299225866,-0.0702570419060254,0.0607425393503173,0.15545511177174506,-0.02338343687259154,-0.015542770746240102,0.05654630720164407,0.02224619250488325,-0.07214658948835632,-0.045095443960186644
OMG,0.10646683277373041,0.03628607070908108,0.034079861594285214,0.10431577430741643,-0.026913630369637852,0.03685395482639257,-0.022050419011918437,0.027492354646511036,0.0230886524753045,0.045501456699078825,-0.06953062275734113,-0.017687688669565417,-0.026924019519171172,-0.09230793279985507
CXCL3,-0.05613103417169363,-0.019552289435720703,0.010431794908755045,0.046148690562706846,-0.04548327686553739,-0.033939370136633125,,0.0589583281680394,0.03487386728434737,-0.014288001033881767,,-0.02022858088957971,-0.011815545993518499,0.061483690560943605
CXCL10,0.06600976573401462,0.01945360225399232,-0.013804138129909348,,-0.026816381793034676,-0.018960371157895704,0.005150975731475068,0.10140712051037205,0.01594055482644794,0.03602719523213485,0.014907407564219547,0.023826185584985064,0.021140383692777646,0.048609881410810886
RSPO3,,-0.0016656266085512165,,-0.03157013987006646,-0.011518566589424815,-0.028183070751498257,0.03761655762465746,-0.046627447321430336,0.04981735685036813,-0.014930685706161288,,-0.02890503655489221,-0.0406168547614091,-0.04840689478824085
CORT,-0.027231735639523517,0.029629730021749463,-0.03480432355796007,0.13338098793973416,-0.025831270031516015,-0.04670948697014657,-0.008643681569476825,-0.0649729460021725,0.07370131707876654,0.02228624206582941,,-0.015212279931404987,0.005123665599931762,
NCAN,0.1403738581112701,0.1033283553740692,0.03434167089938499,0.005040808902085882,-0.07962548862550749,0.004493170920863541,0.0418660205366731,0.09210430000592157,0.019329789192388792,0.04341478725667794,0.1610401017853146,0.0033784536983664563,-0.004044255874203558,-0.07636666515788879
PRG4,0.09226888704939515,0.03123710136676682,,0.04981823667441975,-0.011368328485838531,-0.02755637772532457,,0.04062826309755938,0.05184628208501909,-0.017456439723896943,,0.10888410880999431,-0.0362138065897171,0.1494007840045573
ZG16B,,0.02364134131496815,-0.00922391367403394,,-0.013194335551445873,,,0.03523564019239499,-0.018851437045433093,,,,,-0.015996583032262694
TGM2,-0.014379993578494907,-0.08855030314938454,0.03032684227267883,0.08448526590661834,-0.05510364044565627,-0.09423014887369308,0.04946686320121059,0.0692809113791069,-0.00452334255362229,0.03082315082711935,-0.054305480769408915,0.02948624147370507,-0.010974301510161226,-0.01916979401296469
VEGFC,0.0264834631318145,-0.03524872426675254,-0.030111516683611804,-0.048927105345638024,0.009349633783575997,-0.02544004297916935,0.07995445883936449,0.004696606905024681,-0.0030879372049454107,-0.017814992549538416,-0.0037436854815884003,-0.03047986474074028,0.002596387444184277,0.14399010124776862
WNT6,-0.0636891509757785,-0.012529477714219387,0.03870791100400653,-0.01801969872248641,-0.01572386211445066,0.042313421496660605,-0.0266872656173707,0.04160321065310327,-0.012841344662090106,-0.015548025894869581,,-0.028272702184142816,-0.016277227992326473,-0.016529269593549917
NRG4,-0.03136867612856297,0.01031749283188826,,-0.03305866756286429,-0.013835775821377861,0.021799687098062605,-0.020976773261532973,0.11009971104127905,-0.045146238513833356,-0.0045184009656307885,0.021353599093561472,,0.07556374324265255,-0.024857486227033022
PMCH,,0.006367086590728975,,,-0.004209471473142577,,,,0.012478000146356305,,,0.01653950724080166,-0.016686768070027665,-0.03183358853741
COL9A1,-0.007054124621221755,0.04134026696752232,0.010114069416169843,0.03737253603286242,-0.014450458031278446,-0.04132315850582319,0.13762676111857347,0.038773469904955817,0.059216774207417194,0.033434557939762195,0.027306064233942724,-0.024323949473155616,-0.028847182061833083,-0.021655942646462728
GDF11,0.05183576358134556,0.026952593618083907,-0.0037409520152977735,0.10590686970617556,0.0297517830958529,-0.04522418697748158,0.10253445923468943,0.06448021606328583,-0.05443840431206926,0.08891256479464041,-0.00029767566524982356,0.015801341921441923,-0.012284800190251629,0.022708308247141536
IL24,,,,,,,,,,,,-0.014305260337080856,,0.00884222266934387
SORBS1,-0.04436510212119624,0.07936326999445897,0.03438668029800491,0.07919328771955145,0.026396893314472782,0.0242563447881236,-0.03886512612216479,-0.02669028013834919,0.018606551926495105,0.03893101016852059,0.07199767675010332,-0.02930151014763097,0.020639973386484527,-0.012090380334931134
DLL1,-0.011319556266261131,0.08490320532518886,0.002995276034201381,0.055948407763837894,-0.02343562659714064,0.0210737941900917,0.14436468502560967,0.08570417917456184,0.055083547822914455,0.02644435807224868,0.1378087534482259,0.03845155810546136,-0.004310188439508849,0.057076276395643624
TLN1,0.02527892367969545,0.0076277305191466286,-0.007571497412412858,0.04212525926177865,0.0017770633947362712,0.024874312988732612,0.12951606235295712,0.12174213679436903,0.04755056905603797,0.0949459033521846,-0.023479941262959693,-0.026505725442236172,-0.01947781804235318,0.07796264811854843
COL2A1,-0.03089493570999406,0.06623434089119724,,,,0.004636965410472599,0.06216522063832094,0.027979174712787824,,-0.014505254419099943,,0.03247288777791339,0.08773060876906333,-0.022395260877805665
SHH,,,,,-0.011813559817916685,-0.06239315025257245,0.054099000601206655,0.027780123534812486,0.018192039892702943,-0.013843708877553953,,-0.07143086642257011,0.014312633436161433,0.13376845254013536
PON2,0.09143636883606998,0.046091191210556645,0.018478192340205406,0.0806219481607395,-0.08476376033746605,0.11144699731254429,-0.023875494984832834,0.1437013796742569,-0.021250565516836486,0.08788816113194753,0.03165675480247444,-0.032371762214388915,-0.08348408065360177,0.051353253149109414
ICAM5,-0.07295070949791359,0.024778826513710658,-0.027916128497556942,-0.0026828154489554066,-0.018412271457569462,-0.016767811596746143,0.023407148337351975,-0.028758221192168976,0.035510356657650774,-0.0270360156426094,,0.03585312327430856,0.03750248606545129,-0.01963051602944076
HPX,-0.028020564061519593,-0.005351982305281784,,-0.044104476849331636,0.014102130708146414,-0.003461679913242249,0.04273497513379565,-0.0012728146121493234,0.009904768250407299,0.003441208379852375,-0.04421985601836752,-0.001874891157420556,0.07324220043345023,0.036753643864297504
SFRP2,0.048990114826828905,-0.008549376290964425,,,-0.013454364398779868,,-0.01926568500875521,0.008367003212611735,0.004292913598283964,-0.027157814025508348,,0.055416917706983176,-0.013657828443340436,0.03221088939913515
CFC1,,,,,,,-0.004171349771479261,,-0.036425892943193636,,,,,-0.021994964171090085
CD70,,-0.052091321820977574,,,-0.022868591335632585,,,,-0.041162692672893506,,-0.03689073310344694,-0.0016865966153867026,0.03358518863668398,0.11281238145713872
HP,0.04653564503447965,-0.019661215465359642,,0.05912426847359486,-0.02650135230170437,0.02729596284359875,,0.007058962297098022,0.011466972617996377,-0.04128674066978777,0.06664082288525423,-0.01688164004013373,-0.05340031379401468,0.04580150240119786
CXCL2,-0.04549527623687333,0.0650820186051339,0.041924445742159984,-0.013397464832126258,0.0008878650632207486,-0.02537278996974152,-0.013912515476233232,0.06392291857916206,0.05045749837196442,0.02271523679473768,0.07766243649365788,0.06697776315915,-0.06270705079415437,0.023538565070019675
NPPB,,0.10869362616362127,,-0.019421314870017633,-0.04208265625446425,,,,0.03243252560394968,-0.01781499384527391,,0.0017290218526954915,-0.010169411098576105,
CCK,-0.10072322558613536,0.08653219079033266,0.029646524723809683,0.03128675558605823,0.051042007397806816,0.013269487978228776,-0.13032125230077632,-0.11404615129180212,0.0037741021870930634,0.005363328376482485,,0.0029018722099932847,-0.016413678381351774,-0.13721747819036165
SEMA6A,0.1368893047285072,0.036323346322695245,-0.026133248083837695,0.017467561432780113,-0.010301036976089355,0.09592137994610588,0.10672288733178492,0.1403673483124249,0.04951908380695063,0.05801480193393473,0.07225605491772313,0.02425425460332177,-0.009981045851632724,0.047338332792588304
IRAK4,0.0492629078231057,0.01606847310327119,-0.054981129916332215,0.0696979142489005,0.03261417076114915,0.006236076433381292,0.0754842143982575,0.07759982521229945,0.011647068148538697,0.05045778135987194,0.06632577992017906,0.047205241035129845,0.005894731993913396,0.05030815198936617
GSTP1,0.0507842411826891,0.010587173726179731,-0.05643110307945149,0.0444418865412316,0.010801041756028334,0.042821426573738226,0.15953485306571913,0.14034485738754923,-0.012984320419062521,0.0654268217057522,-0.026829453975500968,-0.02223165678353294,0.008411527519966802,0.051228695525595266
VCAM1,0.00285119960265337,0.011984158508325436,0.009160851925554355,-0.02546668390296483,0.0028374488942826963,0.0021239399383174633,0.10402301528660911,0.1105953033482222,0.003859089109222179,0.05194193072796459,0.0671034381661229,0.06943805284321983,-0.04623027254579265,0.007386438081425444
NXPH3,0.10505034179846522,0.03481001777171259,-0.0021097076883615576,0.037742136505508804,0.01996491202852432,-0.031045554226932438,0.13592508811273166,0.06986014777674353,0.054123991319502476,0.01251882904935221,-0.052487489996623206,0.11063714220283057,0.0015674907289533403,0.022763303268225586
MTMR4,0.03906238522516515,0.09511667706236897,-0.0013355628858197027,0.13857145463374002,0.01889013718247526,0.03535655701864643,0.058444261645047624,0.09225502152805845,0.06835554976913065,-0.00573574721953176,-0.06400171095610808,0.0489823467631974,-0.0006549169561438002,0.04727196460852976
LAMC2,0.044355709762276416,-0.005481034873667255,,,-0.02640538025423294,,-0.036565871484467286,,-0.004300904933780331,,-0.03399160022554359,-0.018786820801612817,-0.016197111177576936,-0.02393683467477175
IL10,0.11187419013279905,-0.03462641621022524,0.041059455434101264,0.04758048977220314,0.014317126740601076,-0.007030422784090601,,0.00036240006392236667,-0.02035454408199823,-0.01594695226086215,0.18725480373469885,-0.043845932610092085,0.007912602486097296,0.03498019628417713
SEMA4D,-0.021945692001596157,0.02469411755806718,0.029829818442785667,0.060768569695922,-0.014384750383261004,0.026489090289023385,0.030437125635399142,-0.003466558398314884,0.04150831686910223,0.016151364694881924,-0.025370026622067006,0.0540394907554014,-0.0069915222983456555,0.005006969300622218
