,UKF296,ZH8811Bbulk,ZH916bulk
BMP1,0.006474718571568812,-0.03543182753856853,-0.01348550710391334
NDP,-0.04648806127727791,-0.011689143680439038,-0.01414018572118079
TNFSF18,,,0.11087269200590844
RTN4,-0.005440548236931389,0.037225983003142095,-0.09464505997739099
HEBP1,0.04131842488100613,-0.014073995612606777,0.02164419462132576
WNT7B,-0.0142679073097752,0.025396155548141418,0.02541827476524198
PTMA,0.015607514380580249,0.02768774594666079,-0.016639441484888093
CEACAM1,,-0.023187176959758436,
PDAP1,0.008202612844465905,0.006570144304056492,-0.007796576929586326
QDPR,0.0010165258862784123,0.021968311495485972,0.03466314121463742
POMC,-0.030626591495313986,-0.02969932522288864,0.009953078880927961
CCL18,,0.00046342308200575264,
CCL17,-0.017659669556180504,-0.033472145619254406,
VEGFD,-0.012953581185357292,-0.005955293682914419,
TNFSF13,,-0.03638307791187928,-0.025267177589762532
WNT5A,0.015500746263841075,-0.021652407745052876,-0.03191648391416811
CXCL8,0.03602370728058756,-0.05739648005763881,-0.04644967665404836
GRN,0.025665856615917818,0.06039261318421885,-0.021015580943241192
MIA,-0.014731970599547421,0.007348812682425676,0.014924416169875462
COL4A4,-0.024748539012483084,0.017774748135719425,0.04645118735464623
TAC1,0.00368150777251748,,-0.09675314647239135
RARRES2,-0.0017086190317361818,-0.0004289975722926563,-0.01238609617894022
FGF7,0.015287557981046834,-0.029234469999819046,-0.043101851332368685
EFNA2,,0.05343864100064899,
HBEGF,0.03739438225636475,0.007017244897422991,0.011127378931648734
CSF3,,-0.04326325179147703,-0.029705140402016175
PI3,,-0.032693624308830486,-0.04739695202770387
PCSK1N,-0.045795785734904185,0.054736531371607236,-0.03468344768662195
NTS,0.04384095510505981,-0.02684895036080982,
SFRP1,-0.01765966973402788,0.04266704590739077,-0.03705955438152575
CXCL13,,-0.040681439397848296,0.018587188619929675
MICA,0.027295916911910793,-0.03565212791298658,-0.03213416425132985
TG,-0.012780226168553689,0.019552669014129432,-0.02655270887595538
ADA,-0.020756115084203747,0.049505025238100235,-0.008663781398015265
LAMC3,-0.020195240335407465,0.031642981351876244,-0.026096840267761018
CCL7,,,-0.027834007810846502
NGF,,-0.02174163402920741,0.024683728919488935
TNFSF15,,,-0.03287604175807878
HMGB1,0.02606221870768731,0.02019569051189574,-0.026547513094560892
ITGB3BP,-0.017730096245239742,0.07458993474051476,0.0013189440612177282
AANAT,-0.01473197141897724,-0.0025822117464003357,-0.01813792214317471
RELN,-0.032977058421336906,,0.015745680004913814
IL15,0.01705122435747226,0.01338759691486963,-0.014098894718241328
BSG,-0.007986015323601414,0.004339675260822804,-0.04048526034123609
ADAMTS3,-0.03057576965817706,0.005006795635243515,-0.020962566106246944
CD34,-0.027563118521055717,0.039297143711670354,-0.04614420656746802
PLAT,-0.006161758715626105,0.06442503432200261,-0.02726664601666616
NTF3,0.0012872014124249672,0.09634302158282781,
CKLF,-0.056795511717365375,0.09136973980689633,-0.004946043583562173
CD24,0.047650959465871306,0.08462700270559395,-0.0572312306587902
HSP90AA1,0.02575964645461672,-0.0018082578327208644,-0.06747157090821061
BMP4,0.007527626053843195,-0.012767634613148116,-0.050300498264036236
SCGB3A1,-0.012426561980744976,-0.0229432646003362,-0.005947588508710014
IGFBP4,-0.018042613647399303,-0.008566104465891695,-0.042481608241828575
RSPO4,0.07925033261449713,,-0.022871201363071494
LEFTY2,-0.013625875198986372,0.0386254844844674,-0.01070447776580791
PF4,,-0.020199224389897002,0.06518344180549178
ANGPTL2,-0.01891123125080783,0.004480141179944364,-0.03316234875082393
LRIG2,-0.006098671825747075,-0.005539253353759594,0.021071890481159494
ICOSLG,0.002097087596595069,0.07722872875555963,0.05740784237231143
WIF1,-0.023384213366502107,,-0.03287603906010578
NPPC,-0.017269877583487022,-0.03821828670180077,-0.04305702220558289
LYZ,-0.0034173787594771214,0.04692132945100037,-0.032281464940649277
EREG,,-0.04990999624932842,-0.0206269758191912
SPTAN1,-0.0008382279939364676,0.04195769616868224,-0.007818924037257922
LIPC,,,-0.009961809536803848
COL8A1,-0.009427405198427385,-0.025508163223954442,-0.015016257017524607
GSTM2,-0.01913122022869921,0.023153925203323846,-0.01952404697869744
SPX,0.01002301325577458,-0.025079918916378972,-0.00415007440804296
MFGE8,-0.02626787445873245,0.003299129380878965,-0.07574049848681921
TGFA,0.004700405923936331,-0.004501716878587084,-0.029722720341212115
SLIT2,0.03409851816957948,-0.05444263241275535,0.003324150278301116
PLTP,0.01951388106635836,0.014496499095766394,-0.059686842609218305
APOD,-0.01905521474983616,0.01453718159183909,-0.04481901697202445
B2M,0.0026554393977342144,0.011844362657146206,-0.000935492993098845
OMG,0.026411711205663727,0.01880553557459192,-0.05716427537668219
CXCL3,-0.013293792689365723,-0.029609100622877697,0.018494468234485317
CXCL10,-0.020194244090442726,0.03417383261318505,0.05244086919215367
