,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.022874899819743756,,,,,,,,,,,0.06799792046710973,,0.03223670989174127,,
BMP1,0.01864103628364639,0.00980960256129948,-0.0027539118911231114,-0.06225736950008799,-0.011162253365757085,0.03521793456356593,0.028071434684404113,0.012716218668752818,0.0401600562445952,-0.007867697028161251,-0.02671133230923881,0.11204062698338946,-0.0007160492931770078,-0.05273140793696737,-0.0333080289398212,0.013974110656686028,0.026865905744866816,-0.05009337005239562,-0.048825815185834405,-0.005455962297503572,0.03873468613511091,0.03607773568661551,0.18696725657610322
NDP,-0.0036303515405929116,-0.08397369190853196,0.014917532704117326,-0.05345210821541274,0.005878668671707716,0.04020420040016097,0.03328142710870598,-0.016254940051127084,-0.004919669085120354,0.022622962592626163,-0.06181822316386107,0.18038992902821285,0.013711678584821788,-0.030309085114227165,-0.01984798583763042,-0.15913884571276382,0.03780404310951742,0.05953973024369886,0.011168483024873723,-0.04505270209517272,0.03080718910555375,0.08350463462078435,-0.027890695997999662
TNFSF18,0.06703935976379925,-0.01283772814141768,-0.010208713688556895,-0.02382624056890065,,,-0.01966659467957113,-0.033968539509008584,0.004006057318568876,,,,,0.044204125377857166,,0.03577011252723771,,,-0.014922187806252032,,-0.0004896783560824915,0.05139367363389582,
IL36G,,,,,,,,,,,,,-0.0022399405312258625,,,,,,,,,,
RTN4,-0.012938523405942943,0.04825475609054757,0.028007090198461128,-0.012509985164192288,-0.00718599937645302,0.024298553458589226,0.008996892850002951,-0.011011456371024917,-0.011494923731607026,0.021902016453727576,0.12026161357147183,-0.040079872165110164,0.008384355054549751,0.021566076369763622,-0.045956852344624356,0.05839349711114324,3.302711197550801e-05,0.006625868748644117,0.033697291514889045,-0.008820380049944716,0.05146025969752148,-0.05034474271428929,0.12187084588215308
HEBP1,-0.012429618067710348,0.013156445900888032,-0.01136222338808128,0.04097306639635027,-0.005753944956307906,0.02463224253844112,-0.008438513104710712,0.046585212800787354,-0.037870867581768386,0.020025896232706574,-0.0634257606127268,0.0263524252736232,-0.011244659048442383,0.0037267712611488836,-0.04212600849063794,0.0009186183127558828,0.03580365525790976,0.03954543237716509,0.02664809056728789,0.005977222715550621,0.07932128063876813,-0.0008799939847391819,0.004584979798335979
WNT7B,-0.018408444473866283,-0.037201675627933965,0.012369883743730823,-0.0047028432878158605,-0.033497372991626494,0.01510799236943159,0.0083090512510861,-0.012262407810048013,0.005081329355552809,-0.012182919158375032,,0.03489227257636055,0.060088036115098435,-0.016589895730563624,0.0017425511041468166,,-0.04370050796188649,-0.006222357619011026,0.01203284869428675,0.06291374650027136,0.03977625619083781,0.03885042932541921,0.05135615633790648
PTMA,0.042686348180788,0.06220591532213165,-0.06314426696076375,-0.01783784434537176,0.07225402538123347,0.004643456063837755,0.012743356098166314,0.007016281657140347,-0.008287759594585734,-0.01112302485040431,-0.09690945928654074,0.07389709060176491,-0.0031985697929465574,-0.026263587783414186,0.05808855298530752,0.12406574975773016,0.06986169669665283,0.03346268741838922,0.028252998682632202,0.03777827222069365,-0.03736955267983062,0.07908459653441363,-0.011789850951329627
FASLG,0.006382148403925687,,,,,,,,,,,,,,,,,,,,0.0014042340040689885,,
