,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
TNFSF14,-0.02250624312695487,0.049860797629504655,-0.0007340551779965232,0.05240617733625039,,0.07288805826443868,0.02107251001134613,0.0313964147381399,,,-0.04680944114504602,0.11143618178537566,0.013637448012158238,-0.026406605652897902,-0.02610430002843669,-0.007828592913924294
CNTN4,-0.03956868047846161,-0.012875813501983049,0.003313953839463964,-0.03516965123651898,0.05366768627615163,-0.018033132056095653,-0.010931467860342374,0.05652282608603839,,0.05810885901973972,,-0.00422386087439835,0.00421709308855298,-0.02405649992800413,0.050109125283967854,-0.03550181858397124
NTF4,,,-0.016076321249920006,,,,,,,,,,,,,
INSL3,-0.020009307534466097,,-0.011680674438569044,,,,0.07234733529676764,,,,,-0.028211738092677754,0.041590978485919035,,0.04663231585764605,0.03220105869325379
BTLA,,,-0.0032026009975813833,-0.015568283366232926,,,,,,,,,,,,-0.012845697220174314
MFNG,0.03264497487219307,0.0873887466053599,-0.03150148032041595,-0.03274581649454087,0.027279915481235213,0.09640870804596192,0.047310963307338805,-0.005601704132900088,-0.028890626716414687,-0.002277409333943577,0.004480507091121981,0.029609256017175737,0.06427308407490084,-0.045441459620520194,0.03950182166153949,0.10698190296360281
ICAM1,-0.006192441363438154,-0.020328441756595518,-0.01917121667318577,0.0039706743710889525,0.0397635535199394,0.06342149921527862,0.03282837146463313,-0.005164645275102988,0.0024426678401188967,-0.0018146535253066966,-0.08687440727262467,0.06260282608173191,-0.054093601486065686,0.021702960451455616,0.014303606936151915,-0.014800465859369609
PROS1,0.08554014057886287,-0.01310774717839606,-0.005173326567787039,0.0069427593767184504,0.03971303277700344,0.026629874071103832,-0.012186136540057527,0.007661019254466998,-0.04443207163095913,-0.04749402113707974,0.029844724377441043,-0.004049398397358446,0.003558328468463739,0.09560764201339149,-0.058934430872561665,-0.00016726097619694223
CLCF1,0.06299720630273331,0.004691977943005015,0.03371294571253694,-0.03022321483868613,0.07291118388758604,-0.01303030194384173,0.03863425441316803,-0.03653225051673864,-0.03662392589846262,-0.03474186942968738,-0.03460551935325476,0.053170000146511145,0.01637290902225521,0.006157009373384442,0.025014487671581515,0.04389324945915008
PSAP,0.09709493741401556,-0.03836703138630007,-0.019176363730661644,-0.01693337261838104,-0.07649337867893202,-0.04369028556498542,-0.026195822033891623,-0.046172982855043405,0.10549913879426354,-0.06933206365697041,-0.004521435523205953,0.009150839666490352,-0.05886426964728663,0.03499030060730305,0.01934049209893766,0.11426079076489833
EFEMP1,0.09805138158619951,-0.08830270968797722,-0.001090890582052175,0.039455898044367776,0.07270488715104594,0.03911334656499829,0.027818764792733257,-0.024791612052849656,0.03225968347902088,-0.07295751816458153,-0.09291606936723829,-0.018073147379405678,0.034354030124092376,0.06776505094638403,-0.062007032294238255,0.04367044011592856
C1QTNF1,0.0003826231891383885,-0.027088569702064372,0.020004998477034838,-0.04323899132038118,0.03507477391539004,0.09198352016795158,0.018822705330230952,-0.012567526589981115,-0.03611173638503653,0.06044337698694156,-0.017852208494081333,0.0439234054654202,-0.06485881653951699,0.06943182218929653,-0.012593939067706408,-0.038948692656922475
ALB,0.060718354524272954,,-0.006953691522229088,-0.03677363500547903,-0.017188791814964653,-0.008556343819634276,-0.013836102006838222,-0.056807166959883124,-0.012206505326525985,-0.009550297947442346,-0.05392810598796844,-0.041819348910880495,0.009303013412010619,0.043750702123608806,-0.04369794640975047,0.07398353370918809
CCL13,,,,,,,,,-0.02326435961267929,,,-0.018831024268367677,,,-0.016097789238323442,
EFNA3,-0.047539852318615856,-0.015124654216396749,-0.020484047734190495,-0.05597835322712013,-0.0209376315089627,-0.04720710155894146,0.024626387758966892,0.08255519137032032,0.11852675346258218,0.038894843254517024,-0.060185722653808865,0.03281603890300932,-0.005096323022981467,0.003028577913832777,-0.04608010662705844,0.011345758211473732
DRAXIN,0.03199160362675232,-0.0516659621883631,-0.008474635550813554,-0.03677491065091163,0.05383676813909793,0.07327642214197068,0.041207217640082096,-0.02174298584858576,0.02913196496518866,-0.0012525356215554175,0.0209176329421922,0.05197724006396946,-0.01474941153309471,0.04204497882259822,-0.010039153877989563,0.08795598708553788
RAET1L,-0.015587444897482448,,,,,,,,,,,,-0.020606733809001444,,0.0039197482289727624,
NPTX2,-0.003971525064375552,0.04041445453456313,-0.005165819212211111,-0.009752614391063664,-0.0641767047584291,-0.02763244672471036,-0.08022016807687819,-0.05562975375638393,-0.013663977093497152,0.04152035073419359,-0.08864872725620615,0.011047339370354053,0.009584346833879232,-0.004603396095905764,0.02939635902808279,-0.002645193294798363
FGF11,-0.010244644617889634,0.03530436829845667,-0.010416624411472538,-0.027739185993271014,0.06478836037546555,0.054508743437709284,0.011219336651633913,-0.014507332442345778,0.016027990612324898,0.09385982136899076,-0.03756069971353612,0.02087228079158172,0.04121030595403815,0.10658046638786446,0.0007513122319281786,0.007416070916512069
CD59,0.08085911729079254,0.015395566857967268,-0.03945320228744332,0.0018100961852063565,-0.06512316981919555,-0.008378032374270051,-0.016115293972618707,0.02459187509796597,-0.05349571821606205,-0.07732200846157146,-0.004068714621416587,0.03466955294240104,-0.07737848222002831,0.02022862064932122,0.04498202698282044,0.03464594248857108
COL9A2,0.027118360867145183,0.029871054597289535,-0.017818755673083282,0.04390708276716404,0.05978295699601683,0.0463826197592606,0.015224047721757866,-0.02800206380192459,-0.0651671679107439,0.020900052578323603,-0.04226713716339228,0.016263405470647016,0.08812227401031648,0.07686252440289587,-0.005067547189060226,0.054395637289133845
DLL3,-0.09081825247557869,0.10201793084614888,0.03201793516618409,-0.07107338432297887,0.022428172406999423,0.043079438967079546,-0.009536148028867535,0.019321573723782112,-0.015641655612784078,0.02873279674396171,0.0066321650303485516,0.0012471288808647083,0.11016637526954294,0.006149260855927563,0.03487182062935715,-0.011388409307197096
FGF5,,,,,,-0.01945603808404667,,-0.015275136222996926,-0.029449242427806232,,,,,,,0.0009890210621643317
LIN7C,0.055715538414866365,0.03775762811286873,-0.04549393469146066,-0.005116309305219159,0.02601472331371895,0.06291873140065611,-0.01353054882659032,-0.002776183747855808,-0.04524101998071286,-0.0003027800351857657,-0.013260321656375345,-0.01760695843387957,0.04893788092133131,0.022539006546929273,-0.012922136688981217,-0.00030390135863864035
GDF7,-0.018530134267465692,,-0.020841733380465938,,0.05103542660948227,0.010437177201904605,-0.03610397395907142,0.04863485841880545,,,,,-0.017665095809356827,-0.03132283747773366,0.013144250600274144,0.011338974622847794
PSPN,-0.033327606185447924,-0.029207734350830093,0.05131370874137803,-0.02251886419278567,0.07369416571535206,-0.01491011038971688,0.004860604794667597,0.022212143800184443,-0.03566473572973082,0.05651983657912883,0.01099202157647795,-0.019890051719093835,0.021482124632714428,0.05805843952283316,-0.02821358877320208,0.0919980848220815
ANGPT1,0.0026289496385413736,0.03868809555249502,0.0025291721474866896,0.029414082146936995,0.008555220312074252,0.06684135932007017,-0.047290915859820516,-0.046753329653591545,-0.04567108840895087,-0.022778256085881955,0.12252039520142295,0.06851538288001591,0.04428976152881915,0.09861577520602281,-0.03969254037339028,0.07101987693900384
PNOC,0.033410715428770485,0.08545773601815698,-0.0036702583157780834,-0.021727450552475207,-0.04360104930363983,-0.07047927289534836,-0.02478578202753666,0.08597424096247135,-0.012206505326525985,0.007967182239252673,,,-0.01878514058699975,,-0.025158682541221302,-0.0013060640467836516
L1CAM,-0.04572977208982384,-0.0959348377942314,0.02863267882296262,0.0027779751323198346,-0.007307782381589051,-0.027881697031466805,-0.022824419438749632,0.007786469495853888,-0.0004707443727086646,-0.029873047368732985,-0.041538609763645276,0.060256121551774205,0.009798944373139742,-0.014607929991633548,-0.001401877253094476,-0.03588430610432139
APOA1,-0.0411450709468754,-0.0014388455939788277,-0.01819072052712418,-0.04354028945572337,0.045219133782263166,-0.004227343494991101,-0.016503058795483,0.04457026126730152,-0.02804148124849692,-0.01999058320436609,-0.04259035593218685,0.0814423875587366,0.04051821950717084,-0.026443892534872518,0.06417833556738271,0.08356138121120225
PSEN1,0.010161546062368472,0.01597452445584071,0.019674365817592628,-0.01818562672455282,0.01648541627207534,0.008649259100236829,-0.05047290116739949,0.020851587524730392,0.030114613280649783,-0.01772356204614599,-0.018687699572094065,-0.012480338463731758,-0.016013098653471787,-0.04736503443132353,0.01120822073972807,0.0360410291213737
CALM2,0.008605271579711199,0.07251009415176034,0.0009259354108173696,-0.01890623737940045,-0.04821076855563972,-0.09224070092420485,-0.06928252763290893,0.002809631003050491,-0.04543258065688448,-0.019907200952631952,-0.05206134610828947,0.029553643706119653,0.06585741788484882,0.03884014923237444,-0.017957009021157246,-0.014131413614732052
CLEC2B,0.05332407805064173,0.023877985292027296,0.01710017154690082,0.02721692400497939,0.023647133343128377,0.027700251486293518,0.021000075652833277,-0.06702794444147321,0.02589011821148916,-0.023602745775512815,0.017033395761931504,-0.033615019411699865,-0.0068918190212952325,-0.0008199325429322335,0.033567545135701544,0.05188008699222887
NTNG1,-0.009620288608240775,,-0.015392140655823621,0.004420193931048717,0.010382842074238112,-0.006507317544246499,0.03821449962565181,0.14101952410602717,-0.02000293783598275,0.023725596756353218,-0.04116052808757697,0.01706666797876095,0.05421054339709822,0.003933112326856506,-0.019746121562391746,0.06269198996770783
LRIG1,0.013457400110785724,-0.01383470857492909,-0.06119579293333703,0.05395787312007546,-0.020374469783538903,0.02855983461254639,0.011846432993388325,-0.014468656666213152,0.04335067421638673,0.01252787226781808,-0.027971140161444703,0.024926355968677514,0.0836332247526277,0.08343051451169418,0.0055946264251949,-0.013453990343291923
CPAMD8,0.04363857154017499,,-0.013816153608657691,-0.018960041052314053,-0.03419748312710739,0.003934675185935813,-0.01405780112268702,-0.001818077118977126,,-0.000503361466951614,,,-0.019845308499518627,-0.038433698063772545,,-0.015885500323347606
GHRL,0.010859372792557895,,-0.03685250946915255,0.013152729012285796,0.10589657749005932,0.0036829518194827207,0.07739768755906588,0.04397505282586508,,-0.01834357269889965,0.0238011950280293,,,-0.0100074892176858,-0.02295492383483637,0.030589848051294256
NPY,0.07482622611554503,0.214231398524095,0.00786071267893021,-0.042421671198118245,-0.05737054842735154,0.023177653699114533,-0.04983830124821891,-0.025207597034437132,,-0.029183955701860737,-0.05302173000257766,0.017260067777863538,-0.05737787124512582,0.04362784125463061,0.004434745504250225,-0.03607425872357525
MMP2,-0.0038460833793296538,0.06729384455078764,-0.028758908741628827,-0.044180225782216316,0.04189352803252881,0.10872871740477572,0.005770805074413585,-0.06948845098624824,0.08516719333889282,0.003405257972302989,0.015136217870245966,0.07251410504850204,-0.03880922826850995,0.09032749623595096,0.06102037661369583,0.03912390955577682
LHB,,,-0.012032826393596804,,,,,,,,,,,,,
PPY,-0.013224584587125016,,-0.02094564133910745,,,,0.04277868130660255,,0.02255557615518197,,,0.07467371404941191,0.006741079886875054,,0.020597414859566957,0.026264647520065177
ALKAL2,-0.005844463219194376,,0.012733755447915714,,-0.029881844501250296,-0.01995615841295783,-0.012980633600468207,0.0566610970341885,0.03797557698083673,0.04552776993565722,0.12326214953597488,0.05377395163686633,0.043286272005962974,-0.03381667405115677,0.006628019221251683,0.051068005083400154
CSF1,0.09292511551110844,-0.005722308781509855,-0.017772910762303605,-0.0037395805645537208,0.06612819398196919,0.040429750363109584,0.0073881996660535255,-0.011874066425174952,-0.04399317179208263,-0.0075721956641476105,0.02681668146833583,0.07605022632642626,-0.002388357517793059,0.04321397338283378,0.0004941382126582303,0.05605089816764545
SEMA4C,-0.03350174202570573,-0.04762304829439561,-0.02055174975894658,0.04951787133779719,0.05707751070198774,-0.02937992389222939,0.03787926823311131,-0.04359261425584287,0.02041248868644421,0.041216976100945865,0.034696633648379695,0.057717605857240416,0.013786519385208957,0.04201142211409012,-0.022362679078286662,0.05097446165236007
BMP8A,,,,,,,,,,,,,,,,-0.025641219567342558
ICAM2,-0.021961891141986465,0.011294574274624955,0.010812182791408661,-0.02049003156244148,0.04383707397201859,0.09418347669364688,0.03899492643633174,0.04383255712432672,-0.024360492879321655,-0.04696740859132078,-0.005292652172459554,0.05121618329585315,0.03376613486511085,0.0512398705736139,0.09049551678515877,0.04173910898326453
SYTL3,-0.001634983185304071,0.011277431270116031,-0.048934916234558826,-0.01041534435143545,0.07122944889711173,0.01487211543955112,0.02131885634597859,0.009015495820073749,-0.03793027691011373,0.01156531220990788,-0.007032640362756395,0.002042800444002974,-0.007515688859492955,-0.046298140042861716,-0.014420120254809593,0.11919151564206208
IL1A,-0.0037503775808627408,-0.03870783051989002,-0.0209116288297321,-0.05835547059900459,0.037396519560096216,0.08361979805984501,0.014872972027874758,0.022147650210556206,,0.1376355852939439,0.02922258579934737,-0.006814718907376955,-0.007725996005070233,0.0037599343485214243,0.03528225647121848,-0.03106921112048749
HLA-G,-0.023985355696389685,,0.0100104887112629,,-0.013261448785001292,,,,,,-0.043175679990445685,0.10991829761804338,-0.006364942005534486,,0.009694390206030435,
PGF,-0.011793699102992857,-0.06015104149938342,0.037536449709841734,-0.016711768903963878,0.03938054365482018,0.08437721371620144,0.06125613006371991,0.050298356994897,-0.0388868740343545,0.036214510120681526,-0.014862781393700042,0.023920238911000827,0.02617889759822,0.03637021093479525,0.055134745389104046,0.029377788003853225
LGALS8,0.003681581602741369,0.01703632776960246,-0.015959288922023245,0.009539524827292903,-0.027303399609498416,0.06599317199004712,-0.008173502450925022,0.08989624192209696,-0.043501981235025626,-0.02061073701976659,0.017303598568796635,0.06318571306011732,0.0013977864479086438,-0.06834221608105043,-0.026317667318024422,0.026702480917610617
DKK3,0.009047496133973227,-0.032403123354674254,-0.020958295127231463,0.007483861523702822,-0.07497359178478027,-0.05485080161842921,-0.002888098670503599,0.0085737775802119,-0.037962730210585965,-0.05610429160215681,-0.0014542992353872924,0.07268987587081303,0.0026737849925117883,0.030361722793528632,-0.02865237554390503,0.07290800173239949
COL16A1,0.05906681937217168,0.0030207508758610456,0.025758662885393285,0.14716675940100807,0.045489625918370545,0.009940655185173076,-0.0029439915662269485,0.04646503847843592,-0.01290572379120817,0.04594148117411822,0.011571749110928838,0.0623906406520325,0.014871597980964954,0.05702295444651655,0.07893749836384982,0.0451980380524311
TPH1,-0.01761134255885678,0.05335898341473971,-0.023127085490646286,0.0011528973403323371,-0.014052354304500081,-0.02092267857040953,-0.023761526496789767,,,-0.0172970250855902,-0.05614573390003062,-0.005977350371388525,0.060812389893564946,-0.008817318989666726,-0.046902096129299346,0.06131032470182235
TNC,0.059615121386738745,-0.055060225914974496,-0.03660795630571136,0.011639070236923149,0.06460885740822224,0.07212485677444179,0.06712528117187057,-0.009849293614836167,0.03609176420888847,0.02356913889517775,0.054347006197662015,-0.02014280862724051,-0.05136318310359952,0.0855312685354851,-0.03724319402700169,0.02355210878568539
TNFSF9,-0.02052900627657047,0.041470439777528234,0.03497957816323653,-0.03537312783644705,-0.003915848462056949,0.03370865256181711,-0.014627298410118356,0.02753592048157883,-0.012559180491604883,-0.017765581260540102,,0.0031758193619085854,-0.025561522138497068,0.031499481037736386,-0.021448966305226524,0.030701052877955857
C4A,,,-0.014265613927029281,,,,-0.01217927086066445,0.03931397899403634,-0.013389068665464167,-0.01520474212803991,-0.028015735336515992,-0.02096487763573393,,-0.02611427435058408,-0.0214450834065708,0.16406785698842197
CNTN2,0.09287051901550752,0.07250313988510881,-0.029353097531831764,0.04915497169787816,0.0076446255345109385,-0.0658953334432249,-0.015454338827059991,-0.019745056302120843,-0.014176887657678477,0.002469360075922888,-0.047610836356983786,-0.024588266488300717,0.039205204240756346,-0.002864496600982848,-0.027800848172410002,0.073471621194709
F7,0.0223495973557654,,,,-0.012204509812836804,-0.017600594543997213,,,-0.01220650703940322,,,-0.026414535387371617,,,-0.021221272230373255,
LUM,0.048859264762638514,0.012070281058550219,-0.0411179731368562,-0.018336756890391274,-0.04129084960094673,0.0798525588886289,-0.012508625837622023,-0.0022901429116636723,-0.07936367251887692,-0.04134268268881782,0.05812987833784798,0.09271829422179226,0.005318844030386463,0.03764229803427322,0.03741141005361702,0.06850253927703949
BTC,-0.01558743840481068,,0.0046349707847075745,-0.02788882333611629,,,,0.02582784277241181,,,,0.13548562176482637,0.022726559660454945,-0.022407032939059303,-0.020536234727156513,0.10450407069120062
APOC1,0.08395965832683007,0.06421215004535644,-0.014926591221068052,-0.03016864164060453,0.022372210802517743,0.09458468037440369,0.033438613255575816,-0.007623600288735075,-0.04099617846394429,-0.05617630810520186,0.09240748231248325,-0.049067049099224984,0.0487784099357769,0.008179202579951585,-0.018156584269176896,0.06542621113759764
PKM,0.06686497917116022,-0.066199024127573,0.020590710680237795,0.037735635007445714,-0.005757497317943174,0.05857036360018152,0.01876264014792302,0.03934158725539323,-0.005016480812628278,0.08946039841750225,-0.007404278489359701,0.020395934154018542,-0.04748107764055403,0.08805505654550193,-0.037492188859737104,0.016342001102796416
TNF,-0.03165887032108631,,-0.03149355070199409,-0.040209264434945845,0.006425110685156722,0.06563133397904826,-0.027786135820448116,-0.02030898366426318,-0.017376135026256047,0.012785708900819794,-0.07225394173943829,0.0042833031569459255,-0.02060673942949273,,,0.10014712765091414
GNAS,-0.05355000312216064,-0.013476126762884566,-0.011086662550656086,-0.024487944929628462,-0.035017462946184186,-0.047747828966924845,-0.0120777587784382,0.0006989659695000874,0.002676862929285277,0.12620917984339897,0.014823572218500756,-0.03134428769966486,-0.04389434006596399,0.08475968915426409,-0.06114767622110898,-0.052334207124276146
BMP8B,0.06863810764414799,0.008872559147104775,-0.018424766416515234,-0.03941944836746211,0.02846886171774654,-0.05597065788330957,0.02162841788640307,0.0514074218835333,0.05679044279183078,0.06115889105368289,0.030374108056444107,0.04033739859683715,-0.002098396521839537,0.02875206445273945,-0.022162514773330116,-0.01864863228987321
LIPH,-0.017611338223081936,-0.026003440400253545,-0.018072660722188723,,,,-0.009819821718320106,,,,-0.043175704893019556,0.142364796709487,-0.02297474163989032,,-0.03370031891852546,0.08857035512514798
CCL28,-0.010480449043861277,,,,0.031415281092924636,,0.05748060592920406,-0.022833941581304407,,0.08356838879316875,-0.039267206311416857,,,-0.01805119051078904,,0.06473829121919293
PTPN11,-0.04391031408042033,-0.009960684962201585,0.03778359395147368,-0.03988941070416115,-0.03471390362176796,0.044181662801934,0.018067016729695094,0.05404471456836214,-0.017985411622566616,0.04856293411830723,-0.09790052740176008,-0.028456754698600935,-0.029038769153431558,-0.019948002218189178,-0.01672877623407253,-0.023078847262078903
ADAM12,0.03208126340495477,0.006452790530911543,0.021824194095300307,0.06365438581161137,0.0908620607135427,0.07377982032673441,0.038990864982715846,-0.010988933239608385,0.05412740904673188,0.06583777928734594,-0.053217543300060864,0.02496439646816215,0.006835462508205105,0.011364158979193767,0.009076051774153753,0.020506914173929885
EPO,-0.009178753073929968,,0.11010029776882048,-0.019971339666727195,,,-0.010273966023729566,,-0.011098627218751973,0.06092554278180719,,0.06554765865974453,0.06217126134655977,,-0.020303071751824327,0.05680032885430277
EDN3,0.025575975835542192,0.05199042840181542,-0.010625078321291113,-0.020459786494099817,-0.017504869175158443,-0.031185769916056368,-0.015924140626448327,-0.027356045968274956,,-0.017475507208929597,,0.04423626751348787,-0.016383569208862546,0.047838824527363745,-0.005132528591389647,0.030459393779139848
CCL22,,,,,,,-0.020686853085387612,,,,,0.08975733426493801,-0.021820538025945555,-0.022407033930707795,0.0684901258521205,0.006104744581366532
CCL2,0.09827834405354417,0.04366015682315163,-0.024668856362918778,0.036558308927264256,0.025688287456860717,-0.003148653430084314,0.051442652969848734,0.005908131048065543,-0.0648734434031079,-0.03251618768775783,-0.15641798595231712,0.10276698772575461,-0.04494115243059715,0.020197561802351653,0.05238141039490933,0.010802357693265511
DSCAM,0.03229848629992001,-0.013665860870846537,-0.03213954085108811,0.018889480132390404,0.1011627039514895,0.03967365361347823,-0.0019994392653202393,0.09887846162082375,-0.01632857493869352,0.1033282660792033,-0.025645719677734897,-0.03324651522794703,0.10892774942058052,0.02332405743678852,0.03535542533256406,0.005108095794895441
GPHA2,-0.019628731328002413,,,,,,,,,,,,,,,
ANG,-0.049778449045184435,-0.04002789900169359,-0.0016135052221166561,0.005479848767181767,-0.02857632500138571,0.0876295785100217,0.02897570467778254,0.09546036165895523,-0.040493109220641865,0.014935333245763774,0.10883410653820438,0.08052485971063351,-0.037802978988705285,-0.06865721794330411,-0.06290542429430569,-0.014131013492102905
FBLN2,0.023252079800064305,0.07992076098417908,0.012713027921095429,0.027843071532210925,0.05996571730414894,0.0037231387058859634,-0.035950575196211566,-0.0371860443235668,-0.031489964383657754,-0.00777033112613523,0.001478622735705208,0.03946071529291465,0.018136281352915683,0.026562772455254458,0.04370691283837033,0.06773537343178031
VTN,0.0831490713699246,0.040550354188626604,0.028045991647661323,-0.020135359533433036,-0.014052349709367553,0.0649426271639907,-0.0168789723892329,,,-0.014372788563869796,0.07753633939321282,-0.023376870580196163,-0.016778588691582913,,-0.012257042863277825,-0.009506251594310936
VEGFA,0.01878673582320704,-0.09969402867793603,-0.025626056343308216,0.03456860049775632,0.04246788691741919,0.05981372396851569,0.011376999946677931,0.018705585173272733,0.043799858448157813,0.1239871675493063,0.0002192266719330802,-0.025576085140119595,-0.0341742799831138,0.016266854159918073,-0.06838613703314161,-0.04866969930126293
F10,,,,-0.0187866311823785,-0.02443671688815763,-0.028618942071825554,-0.011265181689068659,-0.025085158302257115,-0.024046084628037943,,,,-0.028656296710103682,-0.019386304152915063,-0.01443573939110344,0.031061753224172404
SERPINA1,0.1155868182023258,0.1384971368329855,0.06941714377002083,-0.014019560973630104,-0.007523734323898739,0.06385531030758615,-0.015159181181771194,-0.030867598186605696,-0.04027171743557766,0.02958430445865178,-0.0911339442721553,0.01564699560754789,-0.050249548195883724,0.0389405891284839,-0.016262015169806167,0.078459819686406
VWF,0.03248725557522242,0.0503425964844989,-0.023697072664256445,-0.0009217151649604724,-0.001148531114432992,0.03967367972928382,0.0447650557730895,0.0140761623123838,-0.02827138007046264,-0.09674610585950531,0.029800567673981274,0.023312140752642548,-0.042210598927847065,0.02466153831730351,0.0672650119396976,0.02486856039110143
GDNF,0.025479148707462658,-0.046292540216738245,0.06287104228610542,,0.09582514981117288,,,,0.061424359915219745,-0.01729702627867988,,0.02176324659632816,-0.005900212815147766,,-0.0013617215065235245,
VASP,-0.0071915842925809595,0.1015320567862165,0.0014554682709556244,-0.013952958075953809,0.030531483134878728,0.07216671799082616,0.021451154397670043,-0.026022923766409863,0.019748985222949017,0.03667637881428485,0.11674199607992503,-0.00024098214054227022,-0.0043454064862580265,0.020528457039741724,0.06811041936203056,0.0013144506492393873
ADAM15,0.03427568464036784,0.06813671282627608,-0.09203551039543313,-0.016430522922825833,0.03606232700454177,0.022648270904119305,0.033007969461040204,0.001325188123828769,0.026411366926679978,0.05765195825398427,0.05399589316918682,0.008448931799495933,-0.02634588239343356,-0.009533712763633104,-0.01782331072784557,0.015610648127918058
WNT2,-0.03080673482729055,-0.008962079145662251,,0.00618445947253761,0.04329578500086637,0.02467722112212369,,-0.02586112566333299,,0.004956098693566952,-0.04780629926186164,0.008046119842183036,0.00871241019448056,,0.22919956823255305,0.04948105629977454
CALCB,,-0.046292562237107385,,-0.008847459856868169,-0.014243559721290109,0.0008496951200736477,,-0.017313237646730695,,,,-0.0029145532254264738,0.030380448018801992,,-0.031714281246628964,
OLFM2,0.010392919830857607,0.08645954165273581,-0.01644560151552798,0.032284851016810646,-0.001547551905115585,-0.005414571204445467,-0.03861466127348763,0.03530757073981031,0.039620993748331126,0.0429731829234396,0.046589016671026856,-0.004620411557878911,0.09365851502952016,0.028227725952848982,-0.009278482598046377,0.0377675497348403
MFAP2,-0.02003557788731934,,-0.017560177390605506,-0.0209861147584382,0.10167910846608849,0.09308093818651735,-0.026981399904331946,0.033122276958869885,-0.002013336098236083,-0.04048672322610206,0.08441106455296761,0.10753614575634311,-0.06329027396885248,-0.015675719799135887,0.06781716819033026,0.07078394506861872
HLA-C,0.08106806103137305,0.021803336859223872,-0.07853293273176049,-0.0266036147431977,0.007174377209799899,0.07069651493127181,-0.03815695992218904,-0.03512543565310593,-0.011328476046965266,-0.015128750114977399,0.11645984041352685,0.002316328318028514,-0.03989471473332192,0.027181170159869428,0.012544993009708202,0.05867271003288023
THBS1,0.03980191210377007,-0.002864075538547358,-0.015004224024201158,0.044987291398981624,0.021470751216198146,0.001967208421518156,-0.011862407937288584,-0.05174890422995676,-0.01244981343616654,-0.002115014401179853,-0.03776033970260365,-0.0028222275736287062,-0.038424886594043695,0.004259675466243836,0.04162932713606233,0.03418400252054199
HSPA4,-0.022591420127996857,0.10043395256463974,0.005595424497257635,-0.03492981769616153,0.05583149258870999,0.053319547002967135,-0.010667233848268624,-0.04800193013618996,-0.02334566306168393,0.008617557708276751,-0.09414466549886856,-0.02448790909924075,0.009153445100990677,-0.003222302796487755,-0.008089184864472056,-0.014488781328583224
LMAN1,0.049902784650879224,-0.029149909492238578,-0.03935112533348416,0.03820608178186703,0.020862120409593676,0.043214698014317106,0.00020154674811108608,-0.0029652725027630587,0.03358038804196603,0.057977004357177404,-0.045355986533044096,-0.01596594880904588,-0.07983443501713994,-0.030477590069004624,-0.0018554028511065935,-0.02785476508726721
LYPD3,-0.0020286612068597595,-0.03565679248431552,-0.013508646669055456,-0.020135361265911787,0.06656273080577069,-0.0038114913926553056,0.06148211464023719,0.005517376916413836,-0.008758690672043217,,0.11603195133052452,-0.02202882450213164,0.013729075650050502,,-0.032336357535111215,0.017967020463285705
APOE,0.019187104883723768,0.0677010241433936,-0.010248318209800565,0.08497027415733464,-0.03278448154563044,0.02073007979658385,-0.013050051107877426,-0.010341127332252828,-0.0032065526369850334,-0.11052955612317868,0.034947565615752095,-0.0007477765636917244,-0.018211593276112856,0.08806850688273275,0.024573829208625768,0.06684256587413039
SOSTDC1,-0.03089788349862966,,,-0.025137520563396097,-0.02424771496924649,-0.01656198322223567,0.01956880194821881,-0.07634746513795919,,0.025258253157233117,,0.02010506244166671,0.008847117564161856,,-0.019839477285529605,0.059321926756520434
ANXA1,0.07624748250276082,-0.00989039521191195,0.041904006093089495,0.012943175974147911,0.016873875253679418,0.02215110661305513,0.020536541736824093,0.037589662291972484,-0.017016702730900286,-0.04897101938331959,0.055671525733737785,-0.05098579230553636,-0.003085339718692078,0.029362598366861874,0.07397579285668303,0.03222467224405503
WNT2B,0.040118382745026424,0.1011698223252191,0.02763502435669137,0.02483439888149839,0.06579473359332899,0.05717610887774939,-0.021559668030956634,-0.05207204814576491,-0.019084733005623584,0.03496320316726289,-0.08086139162381971,0.07375590577793892,0.07960239643967518,-0.03579297271931421,-0.020120970929047733,0.07798316367831526
AMH,-0.03280708105765438,-0.010917167997172683,0.08788584217840215,-0.0250031160414168,0.0322752673557202,0.027951206489871733,0.021548087864443996,,-0.027247704504702264,0.07125538674534708,,-0.049888079501413,-0.0036628882089702747,-0.018051188208878546,-0.03164706884056976,0.024514316194135008
GDF10,-0.00315119260043572,,,-0.02770715174987896,0.021719306761519015,-0.01831286056613513,-0.013836101620472885,-0.05149366683979495,,-0.022567240717537504,-0.10760255657346382,-0.03153553276547746,-0.013398597723471014,-0.022782626761669193,-0.04394000646176259,0.08413883929865346
EFNB3,0.008220674465626835,-0.040437829384314485,-0.02029050736735438,-0.03372057701327247,-0.03597579515700244,0.03874052368654203,-0.04022943403760707,0.047766146552883824,0.03796218812948058,-0.01856744481367448,-0.07079419779417132,-0.022380512980522325,0.03302074473290067,0.044063307295483405,-0.030968715511959375,-0.012729171248497321
