,MGH258,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1
TGFB2,-0.0062030761997751,-0.0027698768538200595,0.09209615993325011,-0.00122861214327605,0.05081151656633501,0.06272077369527976
COL18A1,-0.019968361247758942,0.009466909186855424,0.10281502394757215,-0.04494878821718242,0.026534817400937383,-0.2011056603597348
NODAL,-0.03096890388649823,0.12391454969003618,0.06445016034582819,-0.01745007438256848,0.02741322225720594,0.028694179585033393
INHBB,-0.002211589606987398,0.03722758499597648,0.09868631133474025,-0.03609326705984988,0.05127792806916309,-0.0436862407247165
LCN1,,,,-0.016479388107636498,,
ARF4,-0.06194729210237935,0.08951251245802867,0.10478179500724151,0.05756702585134242,0.017453771010318496,0.02677528392199651
CXCL14,0.006031664892497199,-0.05569542574388958,0.005967262366373488,-0.04890097117640794,0.020568195865244165,-0.04346437231107613
LIF,-0.026439927683175407,0.0028780986809711366,0.14324060452944545,0.03174982488553209,0.04949260694656498,-0.07852393222019959
IL17B,,-0.0333949604126526,,0.004116358484967525,,0.00023141492333243093
MMP1,,,,-0.027162165520592117,,-0.024889778512760186
MATN1,,0.07316966946032137,,0.04200757545298862,0.021226968356316035,0.008523199589786288
ADAM28,0.08659530739899093,0.10984025400855899,-0.014109444443663424,0.03508888814047857,0.04683805490218113,-0.02371874796266294
TCN2,-0.08621335489563255,-0.007013856253873596,0.07167183033756709,-0.030271139094442942,0.060599922018717084,-0.060880087819052964
THPO,,0.008350181723324612,-0.04627397389426641,,,-0.030728644606169635
CUBN,-0.048606180670216166,0.019440011001274612,0.1444452448754316,0.03022719884712244,0.02425337524001119,0.02940172603530181
TIMP3,-0.10326868927311927,0.051814149355881356,0.00626594238650011,-0.03329171537909673,0.12303612514834562,-0.08755046077429249
PIGF,-0.059066110144177855,0.05557475554921587,0.10827270870447711,0.05184065479073421,0.03332096914635896,-0.008801454672115166
CRH,,,,0.09207870109112214,0.028179591167268706,0.052454782041589466
BDNF,,,,-0.015357163322504523,0.0701977858302992,-0.009419474812280093
CCL5,0.07731842372870197,-0.07437064052146729,0.051870093634402155,-0.0075981008333099636,-0.06156072427115105,0.008017508412836181
GAD1,-0.014520046322164085,0.04161562898515379,0.17053068092555584,0.014513780639769693,0.05246232709784258,-0.021034801724977865
COL14A1,-0.010487387568019601,0.06856615750904968,0.038987263661625124,-0.05485409010576737,-0.04472533799498338,-0.13057493098211836
HLA-A,-0.07653046662121835,-0.029676226322410352,-0.008295084121973436,-0.11002058142047506,0.04528703162560694,-0.13705136805871884
CD5L,0.05980430102567804,,-0.052820469576473954,,,
FGF18,,,,-0.0257243847026777,,0.0012768423200210735
ADM,-0.055874341646970985,-0.05453537304303212,0.03016306943054256,-0.0603149230977084,0.06668894215770471,-0.0990949119837438
GNAI2,-0.028401678281094023,-0.017264969948312947,0.08827292191220801,-0.014815729367232659,0.011547188862825228,-0.09861024401417534
HDC,,-0.07879192593859016,,,,
COL11A1,-0.005673179272566295,,0.058548680664760065,-0.03173456252095315,0.05921497616581635,-0.09759971233192581
NUCB2,-0.0902771437167,-0.09400892279515043,0.0035671377894695823,0.013514884622899646,-0.051399523121023624,-0.08532992238551965
CXCL1,,-0.05446813178172269,,-0.07118908089844524,0.02939641905361373,-0.03953711346547421
VCAN,-0.0965080334376514,-0.10196226265586682,0.012292911110859579,0.051730976834937756,-0.06048461402269996,-0.16720420376321543
MMP7,,,,-0.04428370325609402,,-0.05166943154404943
PTPN6,0.0227075885111899,0.031825305465091464,-0.03890060345367814,-0.0005975768249841822,-0.028105659432391426,-0.00354480160071333
PTGS2,0.009699842796755731,0.009198493194661404,-0.03705537756729669,-0.05124726483025963,-0.027755717713332014,-0.09082435293698317
XCL1,-0.01911640569502858,,,,,
CD58,-0.058814710229462976,0.06632649934380243,0.10007024113829288,0.03062045122849966,0.09233432562443039,-0.05210316424560606
TNFSF14,0.08186665412272724,,-0.03917685995693516,-0.013399043878835086,-0.025597851279494016,0.007081987290209881
CNTN4,,,-0.006754391725537672,-0.03909137738295792,0.04260643895904964,-0.03810697793742382
INSL3,,,,-0.016278781929956472,,-0.03593953045606976
BTLA,,,0.06269091211938671,,,
MFNG,0.048423777389110176,0.015775803770870563,0.0009740303352867318,0.04819361048151372,0.058151914949961775,0.07004201729453659
ICAM1,-0.023422195096179373,-0.04856112883615385,0.00944051449829457,-0.015948818872032346,0.024329758846119723,-0.06439482181802773
PROS1,0.02413059617137089,0.009631126938684812,0.0767338486959247,-0.04772275823058503,0.01345218041813257,-0.12523473562499668
CLCF1,-0.01706145777160689,0.061512155024964425,0.0527113240992651,0.031023080763600653,0.015017969301971563,-0.03514015621352501
PSAP,0.12563655364483173,-0.0163556965290155,0.09051299908895002,-0.04822526480959501,0.020259981001066484,-0.12123438529123341
EFEMP1,0.0592685469386235,-0.04246756150226019,0.08908795445580818,-0.009605537789731044,0.07101266688933705,-0.11047709114714653
C1QTNF1,-0.09465948084988034,0.07871440339062954,0.14131978094760814,-0.04271375260285378,0.01926557674127407,-0.1470892802290515
ALB,0.07353944255314981,0.022449825554705934,0.0924449067532725,0.051346086164475994,0.002274812072469939,-0.033850494116887855
CCL13,,,,,,-0.04031365150061125
EFNA3,-0.047172183299859366,0.010703601542344888,0.09305007532953335,-0.007368508625729263,-0.018499319569376015,0.04950004021365543
DRAXIN,-0.015072559405451512,9.026299977778034e-05,0.07419734583562732,-0.03336169415633955,0.005171202272826343,-0.03597098248610087
RAET1L,,,,0.03288200808052691,,-0.034765712799691796
NPTX2,-0.006368661255639863,,0.08428093985245892,0.044039543338579644,0.007818594131850246,-0.0670706895978987
FGF11,-0.02835181542162764,-0.012804427653761474,0.1663333824711046,0.00604538747555524,0.03971998470219066,0.013103797314878483
CD59,0.019103858022594056,0.04465338963185367,0.03284256032065849,-0.026945035251229207,-0.022916829379643556,-0.08076319165068657
COL9A2,-0.0233506895005662,0.06693989170757368,-0.031257138544726136,0.0423725743366151,0.04666226745352691,0.112735962188978
DLL3,0.08940119517480154,-0.06019652288751311,0.059813877837146395,0.0977568754479058,-0.013588580442423774,0.1416593906773341
LIN7C,0.03224261643522302,-0.04829614469465404,0.05766385263444399,0.0485209542009814,0.03694630496525027,0.0296623988496672
GDF7,0.07521951857166358,,0.010294310839844167,0.09998406381866973,-0.007928021101034115,-0.02921674048900383
PSPN,-0.0332316816257427,0.031511025142943676,0.035507113991302026,0.034237971835514705,0.04013232875090094,0.012808497491997622
ANGPT1,-0.034786995146331066,0.008012513602761305,0.007531895049979611,9.210484161689544e-06,-0.02245854613674745,-0.030883972865096414
PNOC,-0.027962932706716497,,,0.09611762384692317,,0.009196639404127314
L1CAM,-0.029734045518631395,0.04660080695354064,0.06594095024189019,-0.04489588314594394,-0.03584123684244576,-0.07862236646316018
APOA1,-0.04170438933073826,0.05142165007033926,0.08308558141806174,-0.00993144989621147,0.11933369906552595,0.014067831126599475
PSEN1,0.027475474632475606,0.013840931755583711,0.0185929313005545,-0.013545425165833503,-0.06890677348497733,0.01838096530595003
CALM2,0.10167387786519057,-0.0322421481799173,-0.06254186586002801,0.07538174937812597,0.0011499840755002022,0.10907999620405644
CLEC2B,0.07462164554720647,0.04069059023031731,0.01657427395382365,0.04464010609201213,0.038786374495370673,-0.015317754006353221
NTNG1,-0.06408877941431183,-0.044388065752271326,-0.051570952597134345,0.07117776326895141,-0.019693100571808758,-0.036991687038516755
LRIG1,-0.10117884581140513,-0.01582938795135126,0.1904660313411396,0.042345107106886756,0.08967197820379938,0.17497824195934294
CPAMD8,-0.017423058629254664,-0.0160557594559567,-0.011045279673627648,-0.015870459121916855,0.10005237108432125,
GHRL,0.006271359676540848,-0.013737932799858093,0.11209056891354094,,-0.0017993003320478163,-0.006326639731398755
NPY,-0.025560306998925794,,-0.059834129768006346,-0.037282126021797736,-0.05418134767009422,0.015112340908044915
MMP2,0.029305216630288185,0.03812670032078368,0.00775772595726972,-0.028229215667982126,0.03220278362674442,0.00937226853691916
PPY,,,,-0.02968646983150996,,-0.052798647045514194
ALKAL2,-0.026091173667401463,,0.05124408916418045,0.048610731190580424,0.12130336805152146,-0.04606128047092669
CSF1,0.030228677859552685,-0.01500057703607723,0.032386237967219705,0.023898292055885714,-0.006866707664818547,-0.054150179265201874
SEMA4C,-0.03672091375442876,0.02577710293376198,0.08280057878415784,0.007697392716331269,-0.06190813348666238,-0.03535958845762937
ICAM2,-0.018224046187707038,-0.029626779960938907,-0.0006831802837856541,-0.018393186831195625,0.038264044574087636,-0.0670782981725825
SYTL3,0.0560581807910369,-0.030864006057695556,0.09481827276283063,0.01695768093755695,0.019497722271535733,-0.04258743832886292
IL1A,-0.020245314108733894,0.011700241313565127,0.1310344776187374,-0.037221205314291586,0.12729329576398474,-0.014645627484517424
HLA-G,,0.014980056968775267,,0.00683114288517587,,0.006064756976248997
PGF,-0.134245144632679,0.053600966544255016,0.07058565776271082,0.038303598723294606,0.08093482570451911,-0.05159502658238055
LGALS8,-0.057114877719456246,-0.048695938132227785,0.013616198910092105,0.04849715240591678,0.02871982480042043,-0.00614373904088373
DKK3,-0.02272528264760476,0.06884266291436905,0.08779638730092383,0.042601195054802136,0.07024591915769775,0.08817023089943592
COL16A1,0.018353920153477896,-0.019770043650201116,0.06668591920927436,-0.014338364822718759,0.09086561596996218,0.0018850377586482811
TPH1,-0.017096545509753248,0.2471196630652412,,-0.04302710729291925,0.07789894767781921,-0.04469528591881551
TNC,-0.09829443443155322,-0.13114970373944315,0.06113786286985654,-0.0692686234059735,0.11436653951597595,-0.18643061994294424
TNFSF9,0.009541022258489297,0.05123670064923918,0.01714659476181035,-0.035489843131000204,-0.05263761248095279,0.0706551369125815
C4A,,,,,-0.030584894741392376,-0.0038865129438042244
CNTN2,0.14711450720834077,-0.02975918632020565,-0.10466135813447451,0.06036457046757989,-0.08851978839628091,0.09475813451994797
F7,,,,,,-0.02921674331419124
LUM,-0.07107431202793131,0.1342891885101405,0.04684448032753115,-0.014806595238196078,0.06669629142250982,-0.1396756224438883
IZUMO1,-0.016648276558582156,,,,,
BTC,,0.0403222061543875,,-0.024073693760888838,-0.02624299395448117,-0.028273606414819494
APOC1,0.1246098105643017,-0.010398372005465553,0.007147148298127279,0.02273366919235856,-0.0034064504386539973,0.16766475383882182
PKM,-0.018851161232249784,0.015075183984052947,0.10974183589805125,-0.06407839216243076,0.03873064421545662,-0.10641549116297999
TNF,,-0.04600567787294652,0.10649898554948951,-0.016479381802489458,,
GNAS,-0.07336330017965807,-0.05063740316295452,-0.010850443027300092,-0.0038491823571329886,0.028321150212964278,-0.02150236887488469
BMP8B,-0.040355989140106914,0.03331895177321164,0.09284732802282006,-0.018760445938342946,0.06667206415805997,-0.09666882846439448
LIPH,,,,-0.018373092967606156,,0.009083638539423379
CCL28,,,,,-0.021141455217841634,
PTPN11,0.043344117992539934,-0.009643737317414275,-0.05522237622154862,0.004568554931923005,-0.07806815234210168,0.03880947560748903
ADAM12,-0.002182967260979447,-0.07231418171790001,0.07768282617002471,-0.0283732109952399,0.026711912149005288,-0.07194079985501524
EPO,,-0.040543572399597376,0.11977827135233748,-0.019081857693747532,,-0.027952595368605997
EDN3,-0.024468618855513,,-0.04627387229804483,0.004968327204099165,0.0849999643873171,-0.06851816699740383
CCL22,,,,-0.017450066687922802,0.013646182024983897,-0.02452718558436027
CCL2,-0.06346798132050738,0.03763433804962152,0.06327627918444612,-0.01754470258498976,-0.04949113538258507,-0.05215900303826577
DSCAM,-0.04696483196261827,-0.0043507225162562595,-0.03074892091908675,0.05026173005377015,-0.02384936735499886,0.05875775687936698
ANG,-0.02275001896000716,0.0050308086759064605,0.05237584376111054,-0.029913048819383507,-0.03319797296325612,-0.037662778170339355
FBLN2,0.059960024003543576,,-0.07494431717999853,-0.008393636514664403,0.049849944192512964,-0.09140622144235709
VTN,,0.006371119501641505,,-0.013417977652485577,,-0.03619483824096914
VEGFA,-0.019648940538900664,0.012265426821583894,0.07507402130883944,-0.08125678490581253,-0.013384311619884539,-0.16551827921740234
F10,,0.01132058421377106,,-0.02291668005736733,0.022661772237230905,-0.0321835076865989
SERPINA1,0.04385843701211957,0.007011235833073431,0.06184031359902124,-0.006056579928689109,0.05661925059059688,-0.11532318736929816
VWF,-0.07721367730673086,-0.013138548936194594,0.06873208344711293,-0.03925942608321227,0.07228451269531543,-0.02361479958147904
GDNF,,-0.004376589182133083,0.10821919856601658,0.016876048903470865,,-0.019419755823321908
VASP,-0.06373411594548697,0.036469270415807636,0.08360596581344572,0.036940580878857626,0.09667494907977342,-0.0844519101326875
ADAM15,0.02739514237597476,-0.03239573500779526,0.06514793181839695,0.0011570036109901263,0.006992509411038057,-0.006341940392886923
WNT2,,,,-0.019598023685001822,,0.07804843856501847
CALCB,,,,-0.023210645234938605,,-0.02687048067983968
OLFM2,-0.012454326902432443,-0.05852561411195352,0.10710358527736505,-0.02583667113526506,-0.014915650049511541,0.0169167904111098
MFAP2,-0.05719233247478222,-0.13059940363654313,0.04367971376359561,-0.028549382909857698,0.07652961662475609,-0.04237540153868057
HLA-C,-0.12176190905993033,-0.0008801671774599801,0.0074211821195758875,-0.03284246029871493,0.05569028542040781,-0.0819657669258982
THBS1,0.012948840609991958,0.00621961953350175,0.03979209525725337,-0.044018233311793324,0.005888014442700701,-0.06382573949191142
HSPA4,0.04325062796062864,0.01090227282926272,0.09465420555803233,0.025548630828720168,-0.0737732896250252,-0.04498467585275719
LMAN1,-0.0541328836191219,-0.01759557146690649,-0.04107661121052604,-0.03610109981313156,0.1280750336308274,-0.07005436120384605
LYPD3,,-0.07734575387770372,-0.0023005451874211183,0.03294743113518685,,-0.018057994121642374
APOE,0.052771247643855525,-0.08101795831896887,0.11402120986795197,0.008463704764360286,0.06647469353089955,0.1394391104769995
SOSTDC1,-0.017423057182132072,,,0.06909169079352616,,0.01939396996389206
ANXA1,0.0056703402399871485,0.09295977425714179,0.14168287137851693,-0.03592369328733689,-0.0038876665303751844,-0.0434997567073155
WNT2B,-0.03884772730139679,0.042333893268015295,0.015829628602514526,-0.04419915285717965,-0.018378202387333974,0.008470883152970681
AMH,,0.03570850085235742,0.025988304049198323,-0.050910653244874045,-0.021141452521856702,-0.026119140035935073
GDF10,,0.001798694149359651,,0.027269237126200583,-0.026682887377358678,-0.007792970495853852
EFNB3,-0.03914966210227328,-0.06778540640863533,0.02358975706912044,0.041897535155155465,0.033828622823861225,-0.010982139117999295
LTB,0.03396681973621079,0.014562462823237131,0.06401059300077037,0.07947322498603947,0.03180473761518004,-0.014162093552035154
ANGPT2,-0.0786581570374965,0.016443326422752043,0.113878674367104,-0.004509383682913032,0.03121931508400684,-0.04825623523672248
NRTN,,,-0.05282050961395163,,0.04784449395187929,-0.009717014746942745
ADAM17,-0.04433587915905398,-0.12887123228903397,0.042674675783004726,-0.028612031881857583,0.03606871385776701,-0.06287485841143772
