,UKF251,UKF259,UKF275,UKF304,UKF313,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.03852357035129234,
BMP1,-0.006840256853931516,0.0532376154952143,0.041349376386408926,0.0807617736498153,-0.013383472525397273,0.07226716178055158,-0.05917830454617954
NDP,0.02863987682131884,0.010947630331403578,-0.02260605029454991,0.019601736098909316,0.05266435271911084,0.043289791669685114,0.027540589832551064
TNFSF18,0.0314198215317139,,-0.01650311295304044,,,0.015261319028601634,0.03431316665506259
RTN4,0.0781783140244869,-0.023811239236996618,0.05356039379682342,-0.044513097897247354,0.04085551869567674,-0.047701041737723354,0.10116718411683674
HEBP1,-0.056378649067842485,0.024429144248668995,0.07442707462412178,0.0125355299560622,-0.029098336922883366,0.029992310053329245,-0.011587339290120718
WNT7B,0.017440127334236267,-0.026126252167438784,0.01027726324908591,,0.0027706168294136368,-0.039869110769473484,-0.030901453412336907
PTMA,-0.06256216622699064,0.04310254867884346,0.01114311409521783,0.06602253395081742,-0.0332809543367915,0.0220431321966165,-0.10907532792633405
FASLG,,,,,,0.06412016378822176,
CEACAM1,0.15023489765975656,-0.03016833097194773,-0.025955465071903813,,,0.029336245997510245,
PDAP1,0.011778546022978963,0.01303854041785457,-0.022542167032325235,-0.031922465586062355,0.01746925950689844,-0.06887688768165097,-0.11076043605864844
QDPR,-0.009692240399601084,0.02635480869616944,-0.04004809880921169,0.06544299455080592,-0.07854465576407633,0.02538499233315078,0.20056304033245007
POMC,-0.02460067349150465,-0.02809397383656526,-0.00459085847902052,0.057979896796308224,-0.0208485284032301,0.06258963761092463,0.1299187355832978
CCL18,,,,0.07661716886533673,-0.003539913426262523,,
CCL17,,0.050379054924786185,-0.02058259490984099,,,0.01948445210073279,
VEGFD,-0.019830440607235406,0.04204672578540507,0.029414727697615824,-0.03144842993740358,-0.014086108558730336,,
TNFSF13,,-0.012061408524124696,,,,0.06487541618901134,0.058567596784887946
WNT5A,-0.07584369993163616,0.02451323999259974,-0.02259729471153706,0.002311854792583276,0.018934226181847414,0.14864471078317906,-0.08002025216919652
CXCL8,-0.018568049196915196,-0.003157100312000884,-0.03953806510575738,0.04115193369381391,-0.010303927460505905,-0.029277068845382524,-0.16021255879304808
GRN,0.03823868541045773,0.008826543793665072,0.03250739835631289,0.08099470891351945,-0.031980727268268574,0.26537454675604494,0.03609585589340866
MIA,0.02020157617543312,-0.028064983032992766,-0.0015769603042657427,,0.0015149628604218027,-0.05215997609665597,-0.03880629332860381
COL4A4,-0.02965817474011956,0.0440922278896692,0.15077867532755096,,,0.1580704219010639,0.031086469902181686
TAC1,0.01153141729481797,-0.033778723699267224,0.0446437002761522,-0.05200899741118924,,0.09476696290280572,0.12144194008173376
RARRES2,-0.018336098914959634,-0.0361360931267245,-0.01656364576185324,0.04604287416050749,0.07619448340613165,0.0920886109113375,-0.17006170000026977
FGF7,-0.02238231903103112,0.005937673695903694,-0.032044415789987575,-0.028252724935610648,-0.016842373978718052,0.023247034295326742,0.06501348991794041
HBEGF,-0.010624009526910644,0.054501585011921184,-0.013636303527042135,0.09974185532198143,0.019595729778663848,0.0092298860718562,-0.05914017512195083
CSF3,,-0.0208417131650143,,,0.07144976113674421,-0.046865036486504946,-0.07730749334814553
PI3,,0.02558313069540248,,,,-0.08644999415967627,-0.08727456208444835
