,UKF248,UKF255,UKF259,UKF260,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf
GRN,-0.017569035370445903,-0.03325106012135951,-0.0529312072071904,0.03286836973183904,0.05625265202667777,-0.007927897633480521,-0.019520878175144148,0.08845792062879625,0.0805753412051655
MIA,0.016043537932136993,0.03378946433756067,-0.01011357373171248,0.0425271146261146,0.00826633604510505,0.032256240545678834,0.1304798069766953,0.1184324626564945,0.012087780288115206
COL4A4,-0.029513636317103673,-0.032528903766621604,0.020712581835294373,-0.012891333519840132,0.024787907648768905,0.046131183971782376,,0.07674871160528629,0.03317749379030974
TAC1,0.07586225482617774,-0.013719383149617041,0.00219481200549895,-0.057866890905751735,-0.07192899449899104,-0.0003441478654023447,,,
RARRES2,0.01643160739856318,0.03290783690200854,0.03204122831047901,0.022449432768322206,-0.07415203204841918,-0.033565974861991095,0.09821373133321074,0.01833095962121395,0.032202179212454995
FGF7,,-0.01050295359604257,0.019027212675055378,0.04039516542200329,-0.03647117529447118,-0.008145659944421409,0.023145774571791254,0.0047531285435023175,0.056042643569906694
HBEGF,-0.04695110040301092,0.024447794850318127,-0.0015892223226575226,0.044668985612328356,0.13132194086684967,0.006956623115275574,0.07859063898020617,0.0474241527826562,0.09117033381257264
CSF3,,-0.022768996129483143,0.03312038940711315,0.11899398970291723,,,-0.006705223775133209,,
PI3,-0.025853288762859906,-0.011738522973354516,0.05670378418638436,0.10026770062016471,,,,,
PCSK1N,0.029207020764083536,-0.06311940550578926,-0.051068495051138085,-0.026597138472824234,0.08318363064765091,-0.01819721008666917,-0.026892312703668663,0.10488087876179823,0.0439562576509495
NTS,,,,0.02578643866661871,-0.016520789338203487,-0.009303760145306298,,,
SFRP1,0.055673687831317716,,0.02555601408393729,-0.019131989952029416,-0.008163883440556456,0.02941551331053393,-0.017200592695052978,0.07138914437006762,0.05629091103994193
CXCL13,,-0.016532985281203352,,-0.018960046369133846,,,0.004839747053908496,,
MICA,-0.06972643865875593,0.008310721083693625,0.01751513973621397,0.012243400883327466,0.03388902170530077,0.013339433738722853,0.036757226190941385,0.12113802799701881,0.04246584586593339
TG,0.0564535435992035,,0.020173388965145558,-0.0051737483442652315,-0.022695920627088167,-0.018713152228325182,0.08083827896392988,0.06486672764266783,0.12484911644758977
ADA,-0.048695379795523436,-0.044925820130423,0.03780473293476882,-0.025409693237134726,0.053327124162261055,0.009299090950754358,0.018180651828229248,-0.014577783064042074,-0.01299051060120995
LAMC3,-0.06328861317944327,-0.0425016518915258,-0.04848609550207806,-0.005251110749660073,0.12237221188131372,-0.014744966258677444,-0.0033619306251089372,0.04869235468591935,0.06431850084070333
CCL7,-0.0156313846336887,,0.02371398878493239,0.18424370593368453,,,,,
NGF,0.024251282412924544,,0.03127546913089273,0.027609380629251477,,,0.05425736138681909,-0.0230184757429462,-0.01323756796651268
TNFSF15,,,-0.023965074641345837,0.0008586621834087381,,,-0.01482155196849946,-0.027647652160413882,0.1467711176658898
HMGB1,-0.006300203948347976,-0.09259610673701345,-0.0114905449347268,-0.02664295875686592,-0.036115551067057376,-0.04642031664419645,0.020495164860429314,-0.004683898407431123,-0.0511793858167782
ITGB3BP,-0.022321027218407705,-0.068885559597023,0.049611387268611626,0.0318073903823096,0.06045796153995285,0.023781380634104475,0.022989885205904007,-0.042733583965744185,-0.01845885694852599
AANAT,0.05264748650618767,,-0.0018490065149302174,-0.01677028651029803,-0.02041057405531338,0.033904243051764746,,,-0.03234431176993565
RELN,0.040901018422510524,-0.02564136857541861,0.06301847947552713,0.004498378208155838,-0.04493749551464588,0.0503143983630661,,-0.04962333118089877,
IL15,0.06721995591957251,,-0.03938457410891,0.12414224860597234,-0.019825480918821616,0.010453046960942439,0.057057560708346035,-0.06069346785464031,0.10992131557450459
BSG,0.023445683149029686,-0.06377020785256873,0.034047892594011954,0.01894699070641902,0.08416195214866912,0.000672721264085322,0.030343913270959692,0.10208662744754625,0.0958331786074461
ADAMTS3,0.006180810713309708,,0.04973116089814372,-0.026869011244138565,-0.0101637154601223,0.02225086437193534,0.02455370267149702,,-0.01861338334184769
CD34,0.007264261041891197,-0.010844707951049254,0.02831101072500638,-0.003791181454437536,0.020836708190070004,0.01771264089434394,-0.05565005994087961,0.06086715299701458,0.14290274768486833
PLAT,0.016182272007736438,-0.05521639937146177,-0.007564682774534285,0.08804759360355627,0.13025713642718378,-0.025138264459291158,0.04648752378626341,-0.030263278895069964,0.048841787464493594
NTF3,,,,,,0.007677805621474102,-0.03157078474731438,,
LTA,,,0.116676133418584,,-0.01965750992974714,,,,
CKLF,0.0035107863748870586,-0.08579664424505928,-0.01974568232117258,0.038008298355017414,0.021085607776680254,0.01089200456498923,0.05528039275924623,0.05194485291871246,0.12515154690021654
APELA,,,,,,,0.14642384667206176,,
CD24,-0.039081394777353236,0.04302935067928921,0.04994310054043694,-0.01717265354030698,-0.017346020365689448,0.05406293652748152,-0.007944106502359062,0.09506983680846096,0.14592490362292046
HSP90AA1,-0.012917628956880492,0.11498161854241468,-0.013403202970820394,0.03355926731478537,0.0864417179217276,-0.011394202565244213,-0.03981523447880865,0.004570603145328703,-0.15378009283440927
BMP4,0.03185739880735403,-0.042814368138595606,0.02728040675711024,-0.010089961844776481,-0.05638344697406031,0.1072710602318373,0.0031998232906514184,-0.05886933954788015,0.05376014115013784
SCGB3A1,-0.015631383070571124,-0.02433780522732993,,0.016215678809863673,,-0.0020565123717799813,0.017391195439756903,-0.024691652662713344,
IGFBP4,-0.05580191360092886,-0.056614976168079256,0.04622406638996639,0.0375102087249995,0.08972896644524903,-0.011222402812729518,0.02081221382917464,0.08473513718495261,0.10879059198155674
RSPO4,,,0.013535763980789862,-0.02305017389922533,-0.022862880767039774,-0.018195304913955063,,0.02529697310419281,
LEFTY2,-0.009569334172044086,-0.026362468073145316,0.00442202430457793,0.026714711264047723,-0.02039901904225537,-0.019951374371620253,0.07407227621489343,,-0.04133328926695908
PF4,0.025642822027048272,,0.048926592445374034,,,,,,
ANGPTL2,-0.014498037086472598,0.03098948327822724,-0.019437382179219045,-0.012684836071391568,-0.03049762607734434,0.007709757139702045,-0.09404617288333973,0.07990268000934801,-0.011888930740726372
LRIG2,-0.02236324776992147,-0.028734952574266663,0.052678058919410096,-0.0518339818514146,0.04819797190139624,0.015791328107890242,-0.030809352729246123,0.017125657151992768,0.04565522726264725
ICOSLG,0.04180553212512337,0.006356746278430897,0.01875317523818214,0.004838855760186136,0.06532410748267292,-0.025586751247819298,-0.035026737895205495,0.015836064951216644,-0.02048871426403928
WIF1,0.06917117755101608,-0.039466529576266444,,0.012150672982831939,-0.017642743564988045,-0.00852355056407195,,,
NPPC,0.06026555698069223,-0.013171796658101411,0.01686890641088536,-0.040209252342650485,-0.03441538694721527,-0.002037252060999965,,0.09996486424110267,-0.03872894617566444
LYZ,-0.07841700753906797,-0.08986108194443378,0.0845402665440172,0.06450138213091919,0.004267769800129368,0.0045463778518289345,0.09068884503378281,-0.024265788750111768,0.01956672274707468
EREG,,0.006105873121455873,,0.0534923218503659,,,0.02070248194815818,,
SPTAN1,0.0177900565439026,0.0018085562283008028,-0.06676056429005214,-0.008901297537584629,-0.039803911153271664,0.013181767196587642,0.0367699102542574,0.014042141846371788,0.04511440899213855
LIPC,-0.019851484137243962,,0.018436760421883854,0.043569747677920156,-0.0018400783475159138,,0.008508098287101692,0.08248932881659964,0.013436877513360397
COL8A1,-0.007099304347509634,-0.010024831812453141,0.013950732536257657,0.021033931874240342,0.07209909591059298,0.00689413020750659,0.003961609646571534,0.057459103101639576,0.06476021221560227
GSTM2,-0.0006676735594245404,-0.03788722927012419,0.003992154760467823,0.015942064421536867,0.11600274917488448,-0.01443688911405982,0.05142056331288324,0.01995415326699433,0.14454539905475716
SPX,-0.032106639279971795,,0.03474791804868319,-0.04475756628725598,-0.037709802499781675,0.027086360263714943,,,0.04101014271183004
MFGE8,-0.015154387833288119,0.016270853831412767,0.012704676773657442,0.08812385550624897,0.06569874953662946,0.008385730564177685,0.03389289962110539,-0.01641388440120366,0.07897495807562543
TGFA,0.02765734145426874,-0.04152287550774483,-0.02887945423243945,-0.02105694795817686,0.06527920180739445,0.05097666155101775,0.07879663934971733,-0.052355844581200094,0.038057568110339404
SLIT2,0.0001712725856406017,-0.018089564967885937,0.05353305971427832,0.08053421770714334,0.0025054785448265114,0.05903616638868999,0.003830540897617873,0.04592969690243519,-0.009933423219356682
PLTP,-0.005272750050808085,-0.07101364939508602,-0.06687897067558611,0.06829299885945153,0.012061838997219814,0.03417200533626201,0.046360023758121725,0.049449830884387785,0.026492434639421015
APOD,0.006215769275635422,-0.06058029871689883,-0.03455942218011106,-0.002539416863928749,0.009765324476833896,-0.01268014185929068,0.012224862890273375,-0.10607624608388329,-0.14451783525808073
B2M,-0.0246621592205571,-0.02161908063233516,0.009223222356518044,0.01712132618004587,-0.055058229304373034,0.03132568783236529,0.11529149950327193,0.03266379092662963,-0.03569243387963609
OMG,0.028588531752352625,-0.04061479510859608,-0.022586222736842052,-0.039799562744510936,-0.05141143646896279,0.02460539696447707,0.11254944445983628,0.05872042352935688,-0.11576180808534321
CXCL3,-0.03172368573246129,0.024983971493817387,0.035100781943668495,0.10209595451253616,0.1595369947604611,-0.019465130194644263,0.12022113080542719,,
CXCL10,0.06327740661274804,,0.051610768248241706,0.008862356920849409,0.047215538090706013,-0.02003976130479819,0.07385544480316505,0.015122940274604903,0.0679856803981531
RSPO3,-0.021233247776990344,-0.02276899683967352,-0.010856580560779662,-0.022316348416900875,-0.03453092535481167,-0.008904431380074644,,,
CORT,0.03511415519885769,-0.030217560894651906,0.008209047058376238,-0.027084258242294663,-0.009260842665116788,0.014877500328138914,,,
NCAN,0.01285707886681414,-0.03616146329383678,-0.043990971537937275,-0.011956776942425152,0.09359561283201837,-0.06422660595579281,,-0.02845521850790613,0.12664573296132087
PRG4,-0.023507735702896326,0.13919350724205265,0.06926023888017373,-0.01597842534669494,0.049904593775100974,,,,
ZG16B,-0.02167601046629655,,0.005756328221619386,,-0.015619676118097862,,0.0312476985666739,,0.041297550906219345
TGM2,-0.014074783511108755,-0.07525621577435605,0.05899514917521301,0.058967919977884496,0.0708831211326655,-0.016379605775980237,0.003119627250737792,-0.09560304551584557,0.1307471437161356
VEGFC,-0.017394433198187738,0.03356172955783932,-0.05404104663917365,0.06717574660961913,-0.042059934140538185,0.030228223872336892,0.03319628851086916,-0.0052929154854171575,0.07815340708968531
WNT6,0.03160303127235773,0.03202642918307418,0.010683800864635246,-0.004669542353119345,0.03816001264461507,,-0.0247208255444623,,0.05631173486485644
NRG4,-0.014397054027016116,-0.017066587088646706,-0.034855009985615776,0.010474732565246525,0.08458652039708456,-0.033189591216765846,,-0.04160528657449295,
PMCH,-0.016593379556943705,,-0.021955443677451135,,0.002587497776197768,,,,
COL9A1,-0.04348319973374259,-0.04887241544300007,-0.0004904966138377715,-0.019729267386730302,-0.04186277202525029,-0.0013442139824666555,,0.20294479534582865,0.07124810938415319
GDF11,0.0390428514995906,-0.05508797953754463,-0.031082617106938812,-0.05105741268382676,0.001653133206481135,-0.011852043804508286,-0.004528869746696658,0.03794706822584707,0.041502524282805306
IL24,,,,,,,-0.013940982365815204,,
SORBS1,0.005282621491729881,-0.017369109433282105,0.020280167247213925,-0.003598583435510924,0.061935283310508814,0.04362839378842462,-0.0327040186001747,0.08182648085380126,0.0840252138180159
DLL1,0.0016714456136586052,-0.011842660984357265,-0.0021793416157773675,-0.029593394999345043,0.004551955699753603,0.007246238771213764,0.0029369313319750055,-0.04737754764107035,0.06636360455022064
TLN1,-0.05351199693842054,0.029156654120751486,-0.022836492930275447,0.0074055533598078,0.021340077096891598,-0.018478994045302986,0.022716484915362916,0.004097503967652506,0.04466745555469513
COL2A1,0.05677626089551035,,,0.036914535020368525,,,,,
SHH,,,0.041521963414919254,0.09029771618276636,0.061986713261844587,0.07256681563931368,,,
PON2,0.011027106149463119,-0.1376623331548321,-0.10992100396095107,-0.03402001642734857,0.04005302878383741,0.01036172025656717,0.09143327055933874,0.004781912934451594,0.04090657888198477
ICAM5,0.0855690944147022,-0.024337806949713905,-0.006130994157374584,-0.037847029317051056,-0.01514103897326549,-0.016352940982692802,-0.013196852719969055,,
HPX,-0.03906027183265556,-0.022769002825566504,0.026628348827822477,-0.019651190136492774,-0.021326869873984373,-0.018195305720462615,0.003163950984920045,-6.491284921225526e-05,-0.0076035220776628385
SFRP2,-0.020781965449022815,,-0.04023439655976135,,0.039355623150271524,0.03402227971559889,-0.013758518180506833,,0.018032305629112885
CFC1,,,,,0.08008788608102432,,,,
CD70,-0.03796813646075815,,-0.009329539961125887,,-0.020016763895688194,,0.09875416504824723,0.08705902123398417,
HP,-0.004525067095529109,-0.0036997049897081326,-0.02835507632557526,-0.012601303583790078,0.025816645261249757,0.03862538268716623,,0.06673276855966812,0.025408754123100032
CXCL2,0.07052759939987988,-0.042254353674489396,-0.040828322728050356,0.09886519691223798,0.037997245185411026,0.05409677492462718,0.10805533324142712,-0.04098788954380308,
NPPB,-0.0035949980522025113,0.12772225182921812,0.0964930684795547,,0.08077876517768624,,,,
CCK,0.08838037887016834,0.006751363344291354,0.006823811335452683,-0.055230676068311536,-0.1194611201721416,-0.03407015898555068,,,-0.01432040331865012
SEMA6A,0.05852534766699862,-0.006288789688749949,-0.03262111265000248,-0.06846784888526147,0.11759252296624352,0.012877627863781793,0.10629822819799344,0.0009701057580054989,0.03007563247756154
IRAK4,0.01703259487740039,-0.0847852587151165,-0.02090877364155796,0.0031900151533841297,0.032870134140937944,0.03092399598012538,2.3064383859864147e-05,0.009769894875462903,0.0811405201587181
GSTP1,0.036493355038982704,-0.03813290436800743,0.016848952968018045,0.05018921161141877,-0.02503970030054093,-0.027094611347351322,0.0779228525744439,-0.07878601895678124,-0.05148366654287265
VCAM1,0.008296908674645758,-0.03707973163179691,-0.04919461322711795,0.05887206235134306,-0.027134834214600397,-0.03815564793691575,-0.04214624386618876,-0.0072941944045704,0.10149053702758487
NXPH3,0.0037192902745665584,-0.04547853026619471,0.053429461008673,-0.03689250718708291,-0.023340465397967153,-0.00016046183167327756,-0.026307115580192896,-0.09018735449806146,0.09407524185851797
MTMR4,0.014501429361032271,0.07647035914360154,0.03542967442496401,0.054790032801908674,0.014813939897223944,0.015816357539983616,-0.03635151781937388,0.036015857845097116,0.08289144495133702
LAMC2,-0.015828199054658893,,0.07013631811180082,,-0.021669141125511097,,-0.020249911568445546,0.14076378234154185,
IL10,-0.03344324481035385,-0.02376018922666259,-0.005317269930399566,-0.02561909327482497,0.09647588753809591,,0.06589240812779383,-0.013868978854227262,-0.003573980872969568
SEMA4D,-0.03002666763190026,-0.06520499204465881,0.021485281553460342,-0.009685139638992894,-0.037819860088713644,-0.052967983573398006,0.02177225916669632,-0.006157963448588391,-0.011075326763086346
TRH,-0.03300471104090179,-0.01758501243382838,0.1400680834861154,-0.014043901253894982,0.12834553464769247,,,,
SEMA6D,0.003956468448012063,-0.05381326837417079,0.01344506530586074,0.017868167590612234,0.023169810348170512,0.0037116989741471833,0.08230562900830528,-0.036304672029983706,0.07886276529292299
CEL,,-0.019297437690183227,,-0.027707154267794333,,,,-0.046224293905523045,-0.03430423108698144
PDCD1LG2,0.02428391099888901,-0.023760176914343678,0.041875398274047695,-0.03122539717427688,-0.049188046554392614,0.03469590321423073,-0.02964657775684771,0.0004536971996661452,0.06865921569486619
SPINT1,0.030961846021277648,-0.023169966848685008,-0.02253447397124046,0.055873878912831576,0.021817513601223932,0.04144740455668028,0.03654655350805534,-0.04701189764594586,0.07426541988578901
CTHRC1,-0.06602890904256213,-0.020661087850154546,0.03984842449212148,-0.03236954821020448,0.05327952541187922,-0.019761321438897365,-0.0976937944758557,-0.009418693283520883,0.051396693427668214
PODXL,-0.034952489669993696,-0.09406386445701985,-0.03855660188799984,0.03946553044773037,0.11351881937883225,-0.03068024339021437,0.0895768710723069,0.06252687510563244,0.05157994410019346
JAM3,0.0188227696893404,-0.01653660454360702,-0.008956860695455763,0.05342572799648946,0.06304409749067247,0.0020261065746263744,-0.03524588041797022,0.018667318611168597,-0.055872639394002666
TGFB2,-0.004271702658961974,-0.015275396291763351,-0.03184963710270598,0.003704593874530186,0.012977502031993465,0.046443527891426764,0.022915919000311282,0.007985517691980444,0.1447853053499578
COL18A1,-0.04528107469318984,-0.0874781693588583,-0.01053771937962149,0.058958909161193035,0.1465010769431904,-0.002731560171958636,0.04295800671585391,0.09673068848997364,0.1537347361778715
NODAL,-0.022121227522987733,,-0.046043021502294654,0.03788508130323043,,,,0.09098152651347596,0.054666809863604456
INHBB,0.040360297064037105,-0.01859444042883871,0.03645866611337298,0.08448651237982216,-0.03637058766391375,0.02498622476307868,0.02122238325572155,0.1211110184822556,0.08238180647589122
LCN1,-0.01582820261606813,,,,,,,,
ARF4,-0.025134401284643747,0.08151093357914958,0.036405940127564575,0.04782258470334098,-0.010293198819335768,-0.0017860654914004113,0.053012553874414545,0.1382807039853228,0.036438673163047934
CXCL14,-0.07955526630811441,-0.04311589965988834,0.02528405991460614,-0.03319562667778037,0.05430842510711215,0.019823820722287926,-0.0034150534076787128,0.020019046650861162,0.06610718202382508
LIF,-0.01827411616810272,0.028820520843893666,0.03760900212578559,0.1376120025452497,0.13599374944233708,-0.021570950322067354,-0.00957588802308519,-0.005710701252932273,0.15817362279737532
IL17B,,-0.01758501243382838,,,,,-0.021300768418727332,0.11378850923446028,
MMP1,0.05888822279473295,0.00603515053503426,,-0.01404389819025843,,,-0.09322983472631259,,
MATN1,-0.020781968281064454,0.008591685003243376,,,-0.01742909690956671,,-0.013940984375244945,0.002943253063353952,
ADAM28,-0.0018459584910801138,-0.003761651298682204,0.021055435138518434,0.06582784068703029,-0.03397903100976205,0.048595945479740305,0.05938545657544008,0.017328188277955143,0.007803439281875584
TCN2,-0.03362607353902224,-0.04977412216103351,-0.002591699908702479,-0.011918248489490923,0.007817248565074746,-0.02108306653654543,0.14427983366760433,-0.03455061777126576,0.1025901643797468
THPO,-0.02707976515441346,,-0.011556486852419152,,-0.004190575640979649,-0.022446622245458934,,0.048435555890481256,-0.03708788370546854
CUBN,0.004878691811646729,0.07109393496263948,-0.0489377308280946,-0.03527150658799976,0.02605277038114173,0.051394947347711564,0.02162502653476714,-0.03835989300038129,0.07284499804043242
TIMP3,0.05557964760288721,-0.04903011459775261,0.07464896876255014,0.02727967774829323,-0.05070506291680528,-0.03330386762178329,0.019318497887633145,0.011490820019886248,0.02596420605801642
PIGF,-0.051417271069263325,-0.042772381392396926,0.03556473118900132,-0.05169031967986013,-0.0024123828295686215,-0.008179403511460251,0.005574721800942657,0.026952377530339546,0.06342441404275745
CRH,-0.018544623846903367,,-0.03516287055866209,-0.014271160408921586,-0.027437466949972955,-0.004228603350329637,,,
BDNF,0.045140787985829454,-0.004340419569496444,0.00028189823140840545,0.015940727575653943,0.07320303722741671,0.0048329065364517846,-0.021503941973967895,,
CCL5,0.005136575178152724,,0.03123076099039091,0.058554869856375785,0.05725939268876527,-0.012300805943884198,0.06241167001965119,-0.0033304714451396857,0.07564354196139503
GAD1,0.09882053027360035,-0.013563150191598284,-0.010837806863909737,-0.03554637902390114,-0.05916207459258561,-0.018961112623315738,0.07309824826161546,-0.004374955981536151,0.04564059159942398
COL14A1,-0.02802862350776272,-0.027831118294435412,0.009468225785012606,-0.04735890665888312,0.0054330384600276725,0.030330263090877232,0.047218418000746915,-0.019908012953275198,-0.00435493767029406
HLA-A,-0.040353726511625,0.0015399322732899106,0.010714484093706225,0.06611096625535014,0.05164638210178165,-0.018371131653277282,0.049002119505134646,0.07703406996992947,0.0027229638193038675
CD5L,-0.01854462170143164,,,,,,,,0.023923851352411478
FGF18,-0.016779530810253553,0.10072386462032006,0.03756670064429698,0.017963337252757273,-0.018675963991360164,,-0.014475357582903841,,
ADM,-0.02949689550616347,0.09270531594343345,0.08127949858524437,0.0782005909091861,0.1112245690400299,0.012586401914236918,-0.06227670361746299,0.010100687458763328,0.0600649417160914
CCL15,0.014653933115484234,,,,,0.06855296899687281,,,
GNAI2,-0.06599513386413103,-0.04341014367316308,-0.005787383956266397,0.06365963768417439,0.09193969342413935,-0.01803397811190488,0.056408346884804866,0.0054073324046834195,0.0681663551644624
HDC,,,,,,-0.01629710333398233,,-0.012232932246997329,
COL11A1,-0.015621460216318108,0.037058581883334434,0.04072735338618504,-0.030323977130695873,0.10781307289997495,-0.007642662813161594,0.035959685025139826,,-0.009521168145122294
NUCB2,-0.05361107024151512,0.043701903304801115,0.041975072009909555,0.004501952814718494,0.013142346198332332,-0.01729928331084856,-0.02464401548215835,0.01905776183959735,0.015791117164070643
CXCL1,-0.029725613369045882,-0.017327602864093482,-0.027236157593833424,0.08343351926372856,0.02513365500820551,-0.020426560251144903,0.11346836594356752,0.011145297453428684,
VCAN,0.020167939040291703,-0.04367468382047728,-0.06447297380049441,0.016437030685588962,0.038828287897916064,0.025813653877847457,0.07294194769572357,0.026619723497723236,-0.05417500624287577
MMP7,-0.02584195875655621,,0.05017596663054608,,-0.01721291608584401,-0.007560820669205098,0.02401056738081356,,
PTPN6,-0.02712350432652764,-0.0588646970791049,-0.01053729928266821,-0.017979194089041403,0.057681719138478485,0.030306928410474488,0.07776619762199868,-0.01213426382769154,0.07929946563416432
PTGS2,-0.030212566380618113,0.050113795453026876,0.1123616960059087,0.08655916004434736,-0.01137756977280521,-0.009687734526218053,0.03746460641878127,-0.009080510593190115,0.01087187800745279
XCL1,-0.02032158849114315,,0.05197240490944353,-0.014933126608629792,0.030515112567484202,,0.03242298315190567,,
CD58,-0.01696560735983729,-0.0481219678279502,0.06781753818093782,0.022207736051150485,0.05652531197805534,0.0343208401869657,0.05710818585773801,0.0751175919937369,0.07259206842849183
TNFSF14,0.13137974616967496,-0.04634162086843443,-0.02535896984205741,0.053275991909474026,0.102220089365711,-0.019951374371620253,,,-0.050563604587915395
CNTN4,0.07629250771241636,-0.02021585493549766,0.029651899597039098,-0.013635114957407678,0.015958431127168767,-0.04403920130834464,,,0.034353006984382775
NTF4,,,-0.007436339829213032,,,,,,
INSL3,-0.018204392755494615,,-0.025948875253982585,,0.036001078744737326,,,,
BTLA,,,0.022326075085612938,-0.015568281611792412,,0.04281331295357926,,,0.09076750055865099
MFNG,-0.0007767142070283695,-0.0433599700530982,-0.007004094836696368,-0.012018915801600135,-0.030076107993092627,0.02673825966444884,0.03749325848945632,0.07893061735271535,-0.004900027228319896
ICAM1,-0.014264485730549104,-0.07699123884458305,-0.017421628369473037,0.10761122753381575,0.07838263624663933,0.020784745797670343,0.03215549981848212,0.07263253993010513,0.016911785031896207
PROS1,-0.0219359065579056,-0.08031087688497172,0.04215344641708957,0.03984866975558307,0.0651516774399578,0.027518743856613338,0.06911013764093499,0.03198675553203584,0.10912411009022664
CLCF1,-0.029428385453688474,0.01802628138509678,0.08334367353487902,0.06253182489297367,0.053400047037579,0.0325083701382334,0.1297280004208363,0.021140894743741513,0.0037455859897284048
PSAP,0.06143405269475859,-0.0907489808694051,0.03329188737218562,0.017544905462557138,-0.05432826722344091,0.06450029152309285,-0.10659707678103857,0.07171107134150415,0.10287493618879956
EFEMP1,-0.01538332387159164,-0.040289971401941425,0.011832602111677335,0.016244757771867617,0.005184083670883073,0.029650261048307768,0.023358703012564985,0.0478817367437679,0.14454545937481533
C1QTNF1,0.013354945131165157,0.00815326043589026,-0.008741650604851558,0.06741785264498622,0.03886656838159471,-0.024500770267574728,0.06899993664791701,0.05266136916827816,0.032303325141470225
ALB,0.05762859043891768,,0.006196242288937353,0.031432804511841855,-0.021669140570837415,0.04007102820415635,-0.013196857058582008,0.09461215318299424,-0.014196252686896733
CCL13,,,,,,,-0.009801730512001441,,
EFNA3,-0.002735507166468283,0.05965118042335955,0.03699144148139305,0.0073304671563729495,-0.07673506355055486,-0.016361898809268534,-0.035997762513076854,0.020149185525852552,0.09843713943498096
DRAXIN,0.03396878502302586,0.05395913762472627,-0.0329286587496018,0.00740870655009576,0.06278618754549682,-0.018195307575430402,0.0788707164955143,0.016615894461342675,0.10637483998066775
RAET1L,0.08153786215034753,,,,,0.03095039387578352,,,
NPTX2,0.0571629757732388,-0.035682769474687896,0.016139458303833457,-0.05666672426962353,-0.1067351233419163,-0.006150176297497507,0.031519627980102265,,-0.03498322124286503
FGF11,-0.033539101505306444,0.061433284893412626,0.028690947619063788,-0.020190480701872533,0.014893234631955054,-0.026736155773592004,0.01820033210279006,0.03904034138122791,0.13102201168244337
CD59,-0.0441768427372111,-0.029510750735515033,-0.022464692693360083,0.07714647605958332,0.03976911181264188,-0.05277284583870063,0.08678436403406473,0.06098499533305558,0.05420942374424074
COL9A2,-0.01675743417785529,-0.06376897825193767,-0.04476432046529865,-0.027056242053339435,-0.022258630882529686,-0.005665071638972863,0.06127262537673999,0.006807804744646542,-0.026487398922123453
DLL3,0.008368203463831023,-0.09469827607486299,-0.06985820142293214,-0.02266520920828156,-0.07503825619215518,0.013524678873981509,-0.016910711768822577,-0.0026206215453916278,0.015160502575885125
FGF5,,,,,,,-0.03183855103546619,,
