,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
GAD1,-0.010066173768412285,0.015769232059554997,-0.04412282242161676,-0.04774329146977939,-0.019038660347500177,-0.032522353221901425,-0.04720864982962772,0.039425802255633725,0.1428272168922492,0.07729027281241323,-0.07251588617167777
COL14A1,-0.045689189109943865,0.04796331320471941,-0.027956190480497547,0.04951881536119803,0.006752416140235781,0.021073277966141588,-0.016055202953173916,-0.009445954253701712,0.11916680966969342,0.10650868183556318,0.1181866003796774
HLA-A,0.05313115427075939,0.008035086360321596,-0.0016413942621976035,0.08401138421141603,0.11819943622551111,0.12793781888359454,0.07244305526305576,0.1308903556814399,0.002321500250599991,0.0009753977509558046,-0.08008872209258286
CD5L,,0.020838282208703873,,,,,,,,,
FGF18,,-0.021161105658256737,0.08821621648027864,-0.015184280265462587,,-0.012071085550366225,,,,0.021509780355821365,-0.039046349273199554
ADM,-0.10532112279874717,-0.04273057454357193,0.05119101434666729,0.12145048956328038,0.04023103063227345,0.008859281387264207,0.04311724519754432,-0.007274653316431495,-0.11141046211488528,0.025077847326715585,0.005271268504231362
CCL15,,-0.03028901381369937,,,,,-0.01744597179261713,0.031157249972079557,,-0.03240533204359469,
GNAI2,0.011200552080683887,0.019835423368703763,0.011678025248089963,-0.011378625088953319,0.08851658161295141,0.06269538566920302,-0.03263031914523911,-0.011662148125537052,0.029286844977032118,0.015705885215999128,0.027038073355777407
HDC,,,,,0.05447388402946573,,-0.014921551695872394,,,0.06686384988156482,-0.028442437014956946
COL11A1,,-0.006596567609446881,-0.04415907351815502,-0.008129762050305488,-0.025686353126950476,-0.023054440627156222,-0.0012638334466770426,-0.06062464698648427,-0.04853948535640912,-0.05378756303647844,0.04182238979749346
NUCB2,-0.03974038773835019,-0.03723139146579472,0.042184434335731574,0.07877193403987373,0.06254368209737177,-0.0020698864915887753,0.03127503078648553,0.0367453261529375,0.027321287177757215,0.02187777013510344,-0.07535325236575283
FGF16,,,,,,,,,,,-0.009416381418462403
CXCL1,-0.026888767095043294,0.001869591357736119,0.036974447157277955,-0.023745300410025056,0.006210711078721032,-0.014435509931896809,-0.011154115641344095,-0.02785464168026565,-0.004943280135801614,0.029221408401402676,0.09809488160274621
VCAN,-0.025481064412730188,-0.0488323269682484,0.005100799588853835,-0.042686573162743185,0.05815396653488551,0.07570222868862844,0.019642811848603333,-0.0583314448759455,0.04583645068205243,-0.07740787915608546,0.010743816805460656
MMP7,-0.02079523684504579,0.0033956781638923264,0.012930550642454167,,-0.010312459513778833,-0.011125454233024868,-0.007684301691101555,-0.01858891804315018,-0.049861640459146046,-0.011477329681036768,-0.09366899547189432
PTPN6,0.03504700477482587,0.012383591424315334,-0.03781112488575809,-0.003209966074679362,0.009074035337387083,0.03201234812752461,0.006769623428900904,-0.011924747568721708,-0.024199799618500453,0.1525721329932281,0.08923562660632223
PTGS2,-0.017732828472993442,0.0027274347616124527,0.0010104793352245967,0.08526860464286289,-0.06158270050106512,-0.01672531191503363,-0.00026014209950736734,0.004214737135235103,-0.03676961160310298,0.01706631433778591,-0.028640732065162954
XCL1,,-0.02562808734448732,0.02154794866576136,-0.011645033063594832,,0.14645393829678635,,,,,0.09044707064524134
CD58,0.033451728646055556,0.04654545843236381,-0.05952870663838836,-0.025128880879493776,0.05352549165563444,-0.011960634626670116,-0.02986507578996647,-0.013982596186136394,0.045765445676655664,0.055022686442493134,0.0269457701815251
TNFSF14,-0.017130505356179944,0.00037181388500777423,-0.03490877845300232,0.015187770055621703,0.05038446986792326,0.008776134942910824,-0.010894635915624996,-0.03314906396877332,0.005646787957549993,0.01367988786502797,0.05980687068184956
CNTN4,0.0038800615904749534,0.020813510755722967,-0.027602413879035927,-0.013608187985838217,-0.026359015388465506,-0.02191419175260199,0.07681231095940147,-0.03092976473233129,,0.05973167985842283,0.037742323961650996
NTF4,,,-0.019428129918853728,,,,,,,,
INSL3,,-0.022958036365833517,0.06863885800215559,,,0.15739233875966835,,,,0.045375143381289236,
BTLA,,,0.01568277297029658,-0.0121403346307872,,,-0.013912822688478129,,,0.048356427110452085,
MFNG,0.002473959415864133,0.03343399593056391,-0.03817852616731435,-0.05556363430157532,0.031697375974149504,0.0500942340561305,0.037446789193535134,0.03492100664586743,0.03753693541017513,0.06054922833789321,0.009217606010594535
ICAM1,-0.014416774833660809,0.031065935008063292,-0.005633082160264421,0.11724546395532408,0.09245199483507267,0.06148187078551329,0.14152255255832774,-0.02235425723602005,-0.08273485501059002,0.05013103753948003,-0.002014569154961187
PROS1,-0.01989654887765772,0.049101394607673855,-0.0023790985425170886,0.10059864902687295,0.10363540785361534,-0.0190756323028206,0.07818852336955115,0.04660646174439645,-0.015245811924248448,0.04187721401871309,-0.022619240975930155
CLCF1,0.002065698852935359,-0.005359855637222374,0.03546964510323309,0.06976703054180342,0.09531717346265924,0.04709123181853891,0.0412921693831777,0.013718412095391031,0.024552062543629804,-0.0172147948581355,0.00790380100553284
PSAP,0.021919425607567218,0.05316406154523864,0.01332264947337269,0.0646567178563315,-0.0510191212394526,0.007912031050173643,-0.0024179093126780226,-0.021454335749429915,0.00042146849314655407,0.1883470881639921,-0.09811686614250056
EFEMP1,-0.062496372872553954,0.02747717081055829,0.016553558139470674,0.01154593747013739,0.06166853030455518,0.09694772223754365,-0.03072267001278218,-0.0383301330864208,-0.05616825455180664,0.0641397576684163,-0.004637201983249963
C1QTNF1,-0.035489958670611166,-0.03395701766511038,-0.010716112605109497,-0.0019789457268274174,0.06541679579032726,0.01378482022235635,-0.024177617068878655,-0.02462480118027851,-0.06844694361557822,-0.07916610926278769,-0.0022907741119914623
ALB,0.013768405426792129,0.03284873300647934,-0.025060976898955322,0.11140718110176248,-0.017297853369054723,-0.014005705395153742,-0.01237400537330245,-0.014154077331813075,-0.05239473722839111,0.06484563487862238,-0.040269384679185276
EFNA3,-0.014860522264012325,-0.03246814259832116,-0.00889226539970121,0.054052990985932386,-0.01649575519756682,0.01628200699837195,0.031688630534670734,-0.04229405238240083,0.06613203812759025,0.1562796347166704,0.01726890733594852
DRAXIN,0.08682950758545269,-0.020783927626227234,-0.014866242335739667,0.0010506222775567141,0.08360279286752281,0.046345442749049844,-0.009935719099587485,0.0487758012571136,0.104417479746078,0.057345378727873896,-0.03512323145123549
RAET1L,,-0.01788453329483882,,,,,0.03575575797062318,,,,
NPTX2,0.08191378984435492,0.07810432651445447,-0.03578215316665304,-0.05328526195124432,-0.05635504121859601,-0.07976949074843617,-0.03406393256301976,0.10305139563078068,-0.010801356001626369,0.1278418310687204,-0.024683555890575144
FGF11,-0.0385533419239543,-0.041587649061402644,0.00749509123949491,-0.00975382993583687,0.06080827329678068,-0.021764296969186348,-0.022520268936370862,0.1261026407649103,-0.09695692295256407,0.017476301914533362,-0.03639601659325895
CD59,0.02664985155710002,0.05876137397942892,-0.04247496212998055,-0.030165098782011627,-0.02068768346826423,0.0723383183849833,-0.01306353256122518,0.06084660118107046,0.10242744507157271,0.034179407460214965,-0.0047626733375196245
COL9A2,0.04900273824719695,0.022650184765456497,0.010386033103799363,-0.09186129761833671,0.07606975148295064,0.017944132961963614,-0.011809626148267647,-0.004884045390643938,0.1262563734443754,0.09847030395147692,0.10376916875568913
DLL3,0.007608465522438035,0.006596302670678209,-0.017354984053832824,-0.028281034768984036,0.03425947876023092,0.013812997037666154,0.029780143757806934,0.01972401256346554,0.07081925993460773,0.045944478680129595,-0.0072436515527542055
FGF5,,,,,-0.013774183260309766,,,,,0.021735453768744386,0.03455153977608596
LIN7C,0.046451127307927054,-0.02678778250206413,0.031598547530665815,0.028128992366474034,-0.030102566890162778,0.003215663320752632,-0.0182959755985507,-0.0013559132980480062,0.05541118719354837,-0.0355023788052381,0.0007585217013309758
GDF7,0.17356826395703048,0.11121699985658345,-0.02518709955810429,,0.054231906966187515,-0.02832713859242313,-0.010894635492259426,,,0.017776521206621643,0.053469110106597925
PSPN,0.04152261260597857,0.018068243674364173,0.03330866924523135,-0.016681724928149323,0.05662355678429972,0.08248817644045668,0.022195333757267913,0.03583686781667647,0.14920024380094302,0.04289007622819497,0.01447691306420656
ANGPT1,-0.011758479286328772,0.04506353719459406,0.01821244600137951,-0.037208341610170115,-0.039205857769364166,-0.005018080366013271,0.0059278264319966145,-0.011482388170105442,0.2951289271261179,0.07498708182631426,0.057041110125345525
PNOC,0.00691030905125122,0.017687967019070425,-0.028702205546451014,-0.05665355437664229,-0.041276707760539655,-0.04325305212603116,0.012664375329848267,,,0.0015451663488661956,-0.025736595714002497
L1CAM,-0.007669569797909789,0.04271060153073843,-0.0357127971812414,0.010241422269817916,-0.031620476805113845,-0.014007954469690357,-0.03558615505265519,-0.04049332879500225,0.09866454902201095,-0.016735910940266073,-0.06566305382823644
APOA1,-0.015596022064974215,0.0263504627526241,-0.021983367726014218,0.06248445881916042,0.011538129327857867,-0.016705353826836543,-0.01763192154752217,-0.03174765164816256,0.033757425206664284,0.0209089675897727,0.01980311269290065
PSEN1,-0.0801088807666371,0.010814116113837573,0.032047657392430394,-0.011403798952053363,0.012648987941416107,-0.039250939848006254,0.0075404554339980456,-0.0017686319797738457,0.07975948691597003,0.029864882614840757,0.08535795476761589
CALM2,0.1072906640989857,0.029994115328638125,-0.07695269799330999,-0.10364864393708585,-0.13204210244648837,-0.07413102799259758,-0.030187631618199068,-0.05551157533664423,0.016069811455832386,-0.0018088709272069898,-0.026291596121351804
CLEC2B,-0.05638319907879898,-0.014395884698255786,-0.02057680204893248,0.07987335566877188,0.08651803109449085,0.02858676905205472,-0.04545989857136111,0.015517605505909098,-0.04867955299750291,0.11465679966760778,-0.024675612533491445
NTNG1,-0.04106337307440386,-0.009388146834509519,-0.02433251201803208,0.06234465426517523,0.02477006103658928,0.0640801905707756,0.013139852114035205,-0.06298033723601792,-0.0184463217843315,0.05718027359947265,-0.029495581271344457
LRIG1,0.030365607239633913,0.021732518179004748,-0.022523103794352056,-0.08155324818800494,0.07586724533810228,-0.03762974850778902,-0.030827532997720206,-0.04421258122259092,0.13437594150418333,-0.0069779757450925605,0.09629701766788125
CPAMD8,,-0.035931876659157924,0.01778661539423887,0.010094425118054301,-0.012460602441405516,-0.014230122105973722,-0.006279777170620385,-0.027854638023881537,,0.019344554350922725,0.0033633591261498503
GHRL,,0.12477372203053948,-0.007512548824111896,0.03725933402712188,0.0025168835674122783,-0.014118740713969442,-0.009935719099587485,-0.03752910367545374,0.0279110191740053,0.06039579227309948,-0.027176261263515668
NPY,-0.026124968547581635,0.03181617743949784,0.013660206712900521,-0.0201652816113418,-0.041371241234249255,0.020267739123491443,-0.002697625010624239,-0.03252818525556604,0.20510870726885183,0.014027639846746619,-0.00402767621191052
MMP2,0.04150153934628562,0.08446404685931957,-0.034618257302246686,-0.011079399869133906,0.059570901396897885,-0.005797434843535963,0.045998503892852365,0.07824726498719349,0.11266759226620578,0.01859699078796696,0.06267408119051071
LHB,,,-0.01454159262132026,,,,,,,,
PPY,,0.028421432193019906,-0.025312671651912765,,,0.06830001818345213,,,,0.04281824925555186,0.11497141958061674
ALKAL2,0.01726706974667749,-0.012737551767280518,-0.01433032596152332,,-0.0141282506728462,-0.02508624544014443,0.050688566958723265,0.02676152505613785,-0.022553315645116798,0.03788251457229318,-0.03721032344363353
CSF1,-0.06583492779791171,0.05219189261301373,0.03587383472901531,0.04393536837601336,0.05015328316657239,0.056574003208067124,-0.004820068169533837,0.041212737107285895,-0.03379162418638321,0.09188250288349718,0.0045561435666946135
SEMA4C,0.01009358801417017,0.025786945287077985,-0.022917735308486453,-0.00858847781199146,0.050038812595393896,-0.0030033165725053307,-0.01433164492272914,0.008904507583230576,0.023135082859635666,0.09937295122483282,0.052970378441217596
BMP8A,,,,,,,,,,-0.03982468772753986,
ICAM2,-0.01607452235075249,0.07079737157610876,0.030005641665027064,-0.020273744891008104,0.07795274889956216,0.053214325340679464,0.06940464985386427,0.08829781901622893,0.0041863292496220365,0.07747121342969034,0.08971727438683894
SYTL3,0.03351860825343792,-0.050184131908183494,-0.02853861184809874,-0.006765029326207822,0.1159942209398019,0.08017167513899658,-0.022383411571731557,-0.029577413565437215,-0.06390380461791847,0.04434458300838233,0.06973721625085835
IL1A,0.06205773329558927,0.025279819823291756,0.020370865809183944,-0.025105397383134657,0.041134767011738085,0.08224699893427183,0.012010763058768916,-0.06081923649307689,-0.06727279956037088,0.06928940314197647,0.04395529645489544
HLA-G,0.003149821984839034,-0.027520026236623057,0.02169561564091255,,,,,,-0.04194804112462629,,
PGF,-0.0161711701416947,0.04995265895256776,0.016793229448862523,-0.03092349171319251,0.07468033994540921,-0.024582079604003524,-0.017965525242785718,0.04535911232539757,0.05902291608663099,0.08212216715440919,0.08566092669176831
LGALS8,-0.007671404757512671,0.0005765569382507799,-0.010411581726908987,0.007925436065685075,0.01308985353480014,-0.050963000841648065,0.02736670387810827,0.03857803420767512,0.04303041897563584,0.06027811055037966,-0.03572945777091334
DKK3,0.06883509942359575,0.06491365451490537,0.03910673355933525,-0.059089739599800385,-0.05926278501049753,-0.05651663628840157,-0.00900931973391363,0.02341677333255029,0.079509173416286,0.10546170059108613,-0.045896627812346165
COL16A1,0.12164024732926103,0.0420965901298118,0.041186598067313715,-0.046733982082113074,0.010940673575478722,-0.04622545267277918,-0.0013343540428842043,0.1041622143532452,0.15642944013128285,0.12445488178884151,0.14588335462751906
TPH1,-0.005729268938829003,0.06377398908771924,-0.027948932754684082,-0.014513657276594195,-0.014812512582491586,-0.0014896419918377236,,,-0.01377527386113423,0.057135719670660556,0.10565153317697742
TNC,-0.03987988498627128,-0.02163072354611391,0.01503922095080296,0.11564165913946033,0.12110191848843796,0.015731407879080117,0.019681736348303815,-0.10782802883201367,-0.04893697358325922,0.041873444462019974,-0.0289213335707426
TNFSF9,-0.0381486961769379,0.07858937761355886,-0.013936888082830924,0.0759424436607989,-0.03343783646083802,0.0022847640771434512,-0.016595651471200134,,,0.06137378273911439,0.009279714931012956
C4A,,,-0.01723990186796703,,,-0.012328564758914137,,,0.0730300952490512,0.046948429339527135,
CNTN2,-0.010824377027920086,0.08218739629675192,-0.04614403334270877,-0.0029705207646405665,-0.0519596223839756,0.029406202423670955,0.015870028438593392,-0.13253350588920398,0.0007146243697268624,0.023032481279768206,-0.038295490603097816
F7,,-0.002011401474250856,,,-0.012460595198886551,,,,,,0.046426607769842615
LUM,0.031267533279157274,-0.0034826568738799773,-0.007145834208481704,0.0014759879018747622,0.12688418845370802,-0.024539450130678542,-0.006525913849267963,0.04230169660029971,0.08931076656565815,0.061228414825684765,0.036872640226942525
BTC,,0.07855931095259415,-0.007566519527133805,0.00021848744370728238,,,0.0048659421008211854,,,0.061307574212774545,0.026652101733675673
APOC1,0.022471643779075387,-0.02082093499225656,0.029599962849983313,-0.039806169883491026,0.13070384523004833,0.05176417942468666,0.04618583699735573,-0.012711697041772009,-0.013224328537377488,0.12055485256330592,0.016989769733984816
PKM,-0.04700779340574052,0.01690557235510166,0.05791368600602821,0.09782687935318947,0.0898338498047281,-0.06811568419459782,-0.008972598495211608,0.039815503217117146,-0.14157346175191787,-0.01617152728524996,-0.09228704357323901
TNF,0.0570231571625553,0.011472116553098894,0.030019635787353637,0.018938306215800584,-0.018287469612515702,-0.028126739176871342,0.02394123341028115,-0.03870249613454803,-0.04002538111391042,0.04027564645265517,0.036735815383945006
GNAS,0.08167067734861973,-0.029241452969620628,-0.03529878657707086,-0.08597931119098633,-0.08330017762683771,-0.11175671941063617,-0.05806844960741629,0.13077112944226232,-0.03354608923246057,-0.041551380822425335,-0.046511699159212425
BMP8B,0.09849385686023432,-0.015156348702052689,-0.02226621066472979,0.030175422400557605,0.05139485781980343,0.13219665741637127,-0.00964498304817555,0.07277697823729606,0.05060485232577251,0.046480220556937256,0.021778429146851592
LIPH,-0.027808527033022994,-0.020206683448693235,0.02983830306520462,,,-0.009940193412259504,,,0.07402599762199587,0.013270506135508701,0.06469786675362531
CCL28,-0.020325193117631667,0.02203613984477676,,,,-0.015306262590977133,0.01387590854649482,,-0.038150699318806394,-0.017918004260388372,0.014697487766833332
PTPN11,0.04339102166823301,0.025101924807543106,-0.0005603418863275782,-0.02742590997559734,0.021736025886330394,-0.009307535265883437,-0.030439938052988984,0.006136678803255026,0.05292950236072552,0.04781589691264316,-0.021726328795300343
ADAM12,-0.007513335758037705,0.038562570201366796,-0.026128961298758586,-0.03361006735539571,0.062941970495992,0.009455854759937786,0.014344787883658007,0.0974320432890683,0.020168950425625366,-0.022974196400383704,0.020581839622839476
EPO,-0.01504589084068218,-0.001207534757218465,0.016711510337244082,-0.015573890895708322,,-0.010399904633332319,,,,-0.03288505732291324,
EDN3,0.03216864594181702,-0.03519908479860813,-0.02771833814247049,-0.015954787606935437,0.0464217485160234,0.05169127570749309,0.04574933258439436,,,-0.044910669303725795,0.06340602467732785
CCL22,,,,,,0.005565411794889661,,,,-0.004613829645190577,
CCL2,-0.026124811600256606,0.07275789751952477,-0.03960686696814524,0.05840147346706385,0.05895604101795142,0.08660538455170357,0.041748345081869864,-0.1107401183993036,-0.07267915948626494,-0.03196805932920581,-0.09986853041852484
DSCAM,0.04061197640127824,0.037426990519016705,-0.06154988404151013,0.02082315422647671,0.019991109822904873,0.027676230166903192,-0.005014399202126175,-0.005804700343018521,0.01988072373310978,0.006928331688340161,0.0009864413335229755
GPHA2,,-0.007433808585717298,,,,,,,,,
ANG,-0.041610817437034986,-0.004325336073549819,-0.003907040573648454,-0.027774685596595503,0.04393888239300957,0.017637474689541695,0.059732097568254414,0.015109308592733902,-0.054583911079303646,0.09664121648004534,0.026021707676600513
FBLN2,0.041963993998017785,0.06850584304801838,-0.03376198898393305,-0.015723557428604127,-0.03117710137390456,-0.028842003111008027,0.07776628170235597,-0.06042167870495927,0.020235793457508377,0.08048994041462983,0.01677099059116695
VTN,-0.026312184013418526,-0.038197673690811854,-0.028631096743705436,-0.01570179556066483,-0.02100449820145359,-0.017085875381642406,0.058450656522073915,0.07368228777054069,-0.03642086112132274,-0.0002965471204589534,-0.04807625220089521
VEGFA,-0.07770693885024804,-0.08384816968883071,0.04119975790152032,0.1089727032049745,0.06697166039651968,-0.005460621418634995,-0.013398821104175226,0.0592207398598517,-0.14131102311411786,-0.14743299806608734,-0.06919616974355221
F10,,,,-0.014650040969445954,-0.020261193523091834,0.012832076568558809,-0.009875426623818465,-0.02562524887854763,,0.04071041986501267,0.001611312422417084
SERPINA1,0.057946687656419985,0.017176917884946356,0.005411027673622901,-0.014383075189740021,0.09883810406150954,0.03303375268331151,-0.038975807406199214,-0.015891851050756963,-0.07318512914809978,0.13581578021945326,-0.04666355664058825
VWF,-0.02913426826890795,0.06817099873763141,0.024286008965287435,-0.04984222224631394,0.05954486288331871,-0.005241295399376607,0.04215966219142789,-0.014771683267444134,0.13901933372076267,0.015562052951387326,0.057606965398928484
GDNF,,-0.03164512998643515,0.09769057146679859,,,,,,,,
VASP,-0.03299643893272357,0.061368146024810125,0.0382072764415734,-0.004354694044821747,0.048348749477393836,-0.034269115933068986,-0.011811156205768236,0.07402398365639042,0.012942430135012556,0.056320549825483346,0.025744432907217583
ADAM15,0.00858622715838452,0.04282487841231256,-0.01640364518089251,0.058809694401667216,0.02042937582681882,0.04490967573008203,-0.01272029886156913,0.024630998240673274,0.04305525907569768,0.0012078385799136682,0.06875087163789456
WNT2,0.001665928199237171,-0.035346657412270006,,-0.012617212889013314,-0.031984444273084736,,0.03033559580063689,,-0.046446995343131424,0.04005273591981429,0.02484314132796547
CALCB,-0.024736350942777374,,,-0.01896614968706718,-0.013774183110621233,,,,,,-0.002779131411273862
OLFM2,0.0698454777045741,0.03562075280658251,0.008026645465313736,-0.032581812162595356,-0.05807113444841311,-0.07888488298225803,-0.030014469488188512,0.014628533750847633,0.021635694942771292,0.020317967770834767,0.04717019102777563
MFAP2,-0.03171319858041496,0.030063820209913095,-0.012616987033274676,-0.025379330668156005,0.09982359304975522,-0.027312138781727408,-0.004468184140141273,0.11993533504491939,0.1472063555601716,0.07467230227677761,0.057153530358736396
HLA-C,0.018822966646381036,0.015825716174773276,0.018725693916547426,-0.007189948668740561,0.1423393155084801,0.11423587718011072,0.006820664188328214,0.011434507352077227,-0.02736637864209833,0.0859865801878576,-0.035152536778191745
THBS1,0.018967725721287704,0.06877705328684391,0.037967348286477166,0.0800324958321276,0.0897547419829221,0.008947524947311441,-0.006106151856315967,0.030221482009923868,-0.02266366680737963,-0.03488708146639274,-0.059984216877224765
HSPA4,-0.02572312644150454,0.027046245397531206,-0.0023907081881424964,0.06268487908037626,0.00869042443707688,0.06350683973293705,-0.0013477619985895848,0.03314924166105469,0.04882553535894816,-0.008848813830422483,-0.05963650600891698
LMAN1,-0.08462973300913552,0.05337136962446129,-0.018152114198426897,0.05796328273322968,0.08435390520208456,-0.01899000104562388,0.028639394584099753,-0.04918374139005239,-0.10639289611231248,0.03389885478341909,-0.08820779685001809
LYPD3,,-0.03082608490914181,-0.01632511184830957,-0.0157017969116726,-0.0213676634760635,-0.0145607030014782,0.022516556731825878,0.020615145199444043,0.047600105681011265,-0.017376999682653826,-0.043194840025537355
APOE,0.05006310234408065,0.01765619397597822,0.0015307038651729392,-0.041040958914099694,0.06637003285005001,-0.01838480951468407,0.05610200101546474,-0.09125146556478068,-0.0024934237312802493,0.14208765228556997,-0.05159281499963528
SOSTDC1,-0.029930031337819425,0.007895768693606512,,-0.01960254089990701,-0.0061456692279772095,-0.025153922187161174,-0.02332762458650264,,,-0.04692542444716185,0.06517162039618692
ANXA1,-0.07144797412247307,0.03751844556752606,-0.005310667802423869,0.029388114106601568,0.11869431420891596,0.001831622721295904,-0.021078345082165894,-0.06515891435330512,-0.05040736167217201,0.06165757943147005,0.07592132871691962
WNT2B,-0.04516997281941474,-0.02529378194161532,-0.0543500745798868,-0.022551391982861123,0.03793537251549644,0.04741454897382669,-0.021476451011218787,0.015319834223641804,0.06030088779826654,0.08510612264659476,0.031187495740110153
AMH,0.02892063353316898,-0.007789719793362293,-0.022684442527068915,-3.896082942560962e-05,0.02855570509776448,0.021407552809266376,-0.012831263639958767,,,0.011139406964271454,0.004160284116189195
GDF10,-0.023064671733663264,-0.023387109071027232,,-0.021606370207720885,-0.02219496382365174,-0.014005705004052328,0.06131891455309457,-0.04403819174993222,0.059191701213259965,0.029021894341951376,0.015994094599199253
EFNB3,-0.054408461678407544,0.0039042812113437462,0.02189484994223925,0.01396630316838671,-0.06565477989030014,0.03366694425548873,-0.045331548580101216,0.0472177875230757,-0.024201353891470663,0.026390874153079145,-0.051539986456143896
LTB,0.03544070689994741,-0.003583540996908691,0.07761619099265653,-0.02236504636246961,0.011636419288131816,-0.018095030522849765,0.030765431592002478,0.005588215119515752,0.1861230495671538,0.03071763613515058,0.07574241039052111
ANGPT2,-0.039026083671418785,0.008493581273801037,0.03440071267634689,-0.04854840348275378,0.12631710487566195,-0.0322174396866191,0.002336954065548515,0.055032094751630296,0.15873080375781567,0.0009998046938457157,0.016236064884924642
ADAM17,0.04227633776663124,0.004116726316818647,0.0019634421203423963,0.0941300828469772,0.06849547568811801,0.03806693202820035,0.0805157686201456,-0.028958803247820856,0.05296519619403794,-0.02474291320481957,-0.04867954177082382
LRPAP1,0.002878968402451246,0.03442790857478971,-0.011042281252351124,-0.01771199968922258,0.04676880301879314,-0.009569596786178849,0.012375162927817773,0.08759337453481036,-0.00256701387816261,0.021350762483741344,0.03413031370351986
NID1,0.05955094892036566,0.06720965649095996,-0.005826472495900029,0.0034987686154849228,0.11369284414484124,-0.03859887705270496,-0.014780312226326284,0.07745259307410532,0.13547456142794237,0.002776251099885194,0.10070043718952815
MST1,-0.03764098054910466,-0.018286972584648706,0.035288482099622195,0.007396608358494831,0.053413648060132574,0.019536618992918,-0.025933030746992217,-0.06259045378808197,0.018204596980860254,0.08420737994874557,0.07352552656518192
IL13,,,,,0.013051379801844926,,,,0.07817461187621856,,
DCN,0.08806077493307427,0.00853563096090472,0.027392950741524334,-0.024874662975915347,0.09347518298663905,0.022331726741515005,-0.0036346769576153185,-0.024764355628677133,0.08518372938799997,0.01892419707192844,0.06348978367572487
IGFL2,,,,,,-0.012328566063426265,,,,0.010448646198039195,
COL7A1,-0.030843467105268633,0.032359881983504854,0.06522476877019993,-0.024733430173766932,0.07381518215022935,0.04063132974558712,-0.02326121469792177,-0.0006806975150973068,0.13549371554153183,0.10576596484994771,0.0648296945678104
CALR,0.06140132584391178,0.006278094095456739,-0.01820320566219388,0.07787924863506866,0.11325618543335128,-0.0036694253892838105,-0.03154384968402574,0.04928068160145794,-0.021793903491935284,0.001101742072082861,-0.02845941179072152
PIGA,-0.04552941750066001,-0.05125557272704358,-0.0031190994537507503,0.011601889261846523,0.019446877523353796,0.03620033046725634,-0.019778458292654198,0.02833753636236255,0.045759716401017184,-0.014360833532890587,0.006339316140663604
CD200,0.039321621039574615,0.0670250632617406,0.054244694290044825,-0.04050765059793246,-0.05159879208533616,0.056229109252547614,-0.0008792124407135522,-0.03985978465466505,0.13550489645507469,0.06089317066298014,-0.05835343605253311
GRP,,0.03494373687422838,,,,-0.004228253562877139,-0.01587137261183734,-0.04075433050425142,,0.07025738360171642,0.048489801973653546
CDH1,,-0.014531316506713831,-0.05066227148793266,,0.008610805952750055,-0.009553889141892449,,-0.03611796675048885,0.03496581988353472,-0.053156509133661,0.010756205816517102
LPL,0.02322019758006679,0.09904255920755047,0.06679226384389608,0.004242768185099367,0.09991770883408131,0.042824840727891195,-0.0061171738164972,0.07467409946763538,-0.05916136577692017,-0.02410236549543908,0.02521779832586462
SEMA5A,0.055505609303920025,0.01339539762660892,-0.02999018049720565,-0.024210714799894287,0.06923894723454413,0.0316698907784895,0.012510804255044005,-0.0040236641716268375,0.01610804140303963,0.004488570173211769,0.09129195228998158
SEMA7A,-0.015986338852658124,0.06355375161888871,-0.017825815614858062,-0.008644391159106993,-0.03641080444557339,0.016625993275005357,-0.012778041063571988,-0.007018194414758546,-0.03204495959445062,0.030028753388428128,-0.02176650824161533
SEMA4G,-0.00313660469611812,0.035776172360240645,0.021382920661686258,-0.03609960608389259,0.15403976537606318,0.006443242904029984,0.003641618962680585,-0.027105043365133703,0.0306550876046019,0.0251225577029609,-0.006463837687578867
SEMA3B,0.04193206649972797,0.03959955425960454,0.003995736634292359,-0.012122195289143201,0.015558242684724855,0.006485801538151513,0.03003450328203861,-0.07324679390351696,0.06536685747839116,0.10566326391154235,0.005558093250288891
RPH3A,0.09003037206005556,-0.027616504288104013,-0.02915193394182119,-0.04146768535843121,-0.060553011230835174,-0.013770814490227493,0.06612503064177053,0.03689921488260027,0.1355488477397915,-0.003916371106937584,-0.09936791488462825
JAG2,0.018365718015555,0.04605020349644791,-0.01764947420483269,-9.410877590091368e-06,-0.0003400633234382511,0.009912009129849306,0.018965125227408865,0.02532949168110437,0.25387667205808845,0.05155776801293159,0.06166447603876114
CGN,0.02140802724316621,0.0650261324274285,-0.0013071221679865686,0.054431443791884346,0.06285851922782544,-0.005734716207096262,-0.01202034875932887,-0.0056155332453182,-0.0028112847060489774,0.012616798773479454,0.024129126184949733
GDF15,-0.04123124447482224,-0.030850189682508543,0.04215694737949698,0.06604879905532225,0.08428827952084027,-0.02283300590072049,,0.11011842166096328,0.014909629674554357,0.1069093056667233,0.008040306697742111
SEMA4F,-0.04807874002177681,0.0018786289639038472,-0.05034524318387945,0.03194970912585564,-0.019388655206567542,0.0445279512353569,0.0034398066289949283,0.026336972005021914,-0.010300795751713037,0.05108225423637566,0.005037652585351232
