,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
PDAP1,-0.09961272552346243,-0.03657642082836523,-0.033777467142288686,-0.07266392418854643,-0.06998532129685356,-0.0048398345063862674,-0.2883120216607589,0.038863660561911054,-0.06413755732719925,0.06591055405492517,-0.07231266470149812,0.011850912447452,-0.07871639151437988,0.00600030449454905,0.0949098035059127
QDPR,0.09771220658723892,-0.029794183098681242,-0.01832364637367426,-0.040293058857648646,0.13585135642272617,0.0488797319097209,0.13388452266957648,0.09536788391503627,0.04175434591431352,-0.24194441539248393,0.042596825606410045,-0.026837831921161705,-0.018347477966435537,-0.0009132594390255736,-0.07981866284379692
POMC,0.16850994831916552,0.0049956296023145625,-0.02047308202059823,-0.007796862431248525,0.08972930112110247,0.05693125452812394,0.03128703059228688,-0.01061773069653865,-0.014300943757495362,-0.04390729896699177,0.09809010476648865,0.06380073802294464,,0.03051433048857597,-0.08540367462740205
CCL18,0.039788121883169277,-0.05524009675207209,,,,,,,,-0.09757313594586567,,,,,
CCL17,,,,-0.030799872241897924,,,,-0.022662555143784076,0.056477364126109604,,-0.012195415141339557,0.14731343023647836,,,
VEGFD,0.020469859757543445,-0.02361312726378533,-0.016503216352866636,0.024508636493518837,-0.012754311946041473,,-0.10386861213242016,0.012586942426988752,-0.019240219473260167,0.006392006591567059,-0.013070204139673714,-0.02308738459101917,,,
TNFSF13,,-0.025661202741824193,,0.06016351764555706,,0.025219688218658793,,,,,,-0.023474388242107205,,-0.001517976698322233,
WNT5A,0.022093144532943126,0.015068578070907739,0.023277448021902004,0.047744489864182324,-0.08529377616808984,-0.09225171457321858,-0.36460754306115956,0.04068155834792378,-0.0062748448684269076,0.08153417837081813,0.028310655458231963,-0.011143420508858467,0.1173464339588513,-0.08637677854349599,0.07184155955068802
CXCL8,-0.10103482224410389,0.03494450051278796,-0.015452633615995246,0.06758339008428157,-0.0796875357011512,0.02580105016415275,-0.14746674000632,-0.05513659565080578,0.0028402225719869373,-0.15091052989613304,-0.0392971027168984,0.053704286136654636,0.03884667505734775,-0.000189831304121463,0.08750315889526669
GRN,-0.04675927628132267,-0.016750456825338128,0.013917133509953227,-0.0777201151711738,-0.05662650802145632,-0.1217298802578136,-0.46764323374406297,0.07730863295846274,-0.007346440848142706,-0.23005621280869246,-0.021761721359310142,0.015278976780361116,0.11994068530700784,0.030704294049787927,0.013196182319461836
MIA,-0.03038319257947053,0.02504724514849284,-0.014676806507723565,0.03930758495119595,-0.06341651728668837,-0.013695536719294372,-0.17620640630255546,-0.03936170695073192,0.024265080674450348,,-0.01790024354485086,-0.0517910563398296,,-0.004366510498554548,
COL4A4,-0.02878246789820707,0.034234867439189215,0.02651846978640017,-0.0562062690300943,-0.09487564130627263,-0.03680016053714882,-0.03302148600452861,0.022317878424486962,0.020178170111332223,,-0.017363900321402122,-0.033720054374356594,,-0.04691260224771481,
TAC1,0.22986348246008143,0.11923500151532515,0.005519678807641572,0.04807701916579456,0.20607188710719782,0.09829398860219525,0.5489114959434352,0.12580556773394644,0.017259106411010087,0.2433081472704711,0.194705685971067,,0.08686623613434848,0.1188789163542247,0.15528216414726714
RARRES2,0.0759076940670161,-0.029885997607077747,-0.017470331363454824,0.02164349062225321,-0.11984998283492077,-0.08016275433730724,-0.4952347029646712,0.12397076464013121,0.0340656567393122,-0.1490196009894776,0.02084968917228469,-0.043475115525798046,0.042295456973194534,-0.06457982075145956,0.051734903478100974
FGF7,-0.02678099497159019,,-0.018626931229819347,4.22844718429302e-05,0.07327116059696853,0.023646597965490047,-0.07454537784185492,0.02667693663316841,0.016535102397494828,0.009978956472593222,-0.028003130409975013,-0.0013377364060344172,0.07212098896121527,0.07075115569030194,-0.04396185139037455
HBEGF,0.02436745637050407,-0.037517942574429156,0.0654585679634954,0.00214472185002294,-0.06800506543295043,-0.054102437106751604,-0.18612597524340482,-0.12247218369669055,-0.05577908147690188,-0.13343680985329467,0.08352513646872786,-0.02276669874846298,-0.014668017507539675,-0.0512405473988811,0.004127702619103725
CSF3,-0.051763931403020255,,,0.19743377445237872,0.010028545649214989,,-0.007893463523929695,,,,,,0.023210625145121403,0.025886722035419037,
PI3,-0.06132209583522887,0.0022812475906779386,,0.09374413988910267,-0.03817112277110842,,-0.07522231449738617,,,,,-0.018599278987884486,,-0.022793462273120943,
PCSK1N,0.2674138638430759,0.05324102583666439,-0.02341740509800966,0.01162315343482285,0.09019688042794095,0.03334579156955956,0.3053050948365818,-0.10380491191745403,0.0075647815131808125,0.3604314594705585,0.12813459294046756,0.0007148407204378155,0.08510146465091425,0.053653987819886374,0.16691615718574498
NTS,,,,,-0.06932622705016496,-0.028880674214537196,-0.08211029251652296,-0.03319697266842098,0.009104225301212791,-0.062275029697679785,,,,,
SFRP1,0.13570234186727412,0.00825993842839954,-0.04247406208751185,-0.026874079056704685,0.0632937584736957,-0.01733359827166004,-0.016350388088433553,0.047492920900528486,-0.0489972029376386,-0.1581118608028384,0.12030753064085993,-0.018778653070448535,-0.06703799813768661,0.03981744731766453,0.13650636656285547
CXCL13,,,0.008377386639870645,,0.004485834776807831,,,,,,,,,-0.04002686880553614,
MICA,-0.08534028943017077,-0.009612687762027458,-0.006547648611935408,0.06082981039326131,0.013785115498421355,0.04250146391993087,-0.17260013945325245,-0.04181946838207761,-0.02901237596291492,-0.008082408551309888,-0.06953895499618054,-0.029833289430591655,0.0019817999093469387,-0.003945592066560131,0.003665672861860659
TG,-0.04126411546153347,0.03679555036355617,-0.015667848189367548,-0.008334373541827129,-0.0412882743081039,0.060170570094977976,0.005032087708737144,0.01628458244294692,-0.02713280002316632,,-0.018319234351208236,,,0.028046858283432275,
ADA,-0.012289741066805044,0.04379362315694457,0.029804014554926723,-0.04933126599244383,-0.05423511855312761,-0.015465437064745222,-0.31524314425236594,-0.011538576712311267,-0.010332523103016822,-0.16400491409856674,-0.05582408742494322,-0.038967373112307,0.021132086807099503,0.02065366416629518,0.09718031840007006
LAMC3,0.08067670148856036,0.002151209328964948,-0.02786162863261482,0.0052524977081910285,-0.0003762586804903268,0.01188821225962162,-0.24710584088511445,-0.07029058208986359,0.00040216433179936765,-0.05212877266223221,-0.006778891481463719,-0.04452341244341224,0.04688901793303712,0.004821332667966631,-0.04394653272612979
CCL7,,0.004095636446163749,,-0.02096795796599154,-0.0016319931927857559,,,,,,,,,-0.007313528128560072,
NGF,-0.029822672348596868,0.010548944957650998,,0.001407396751031324,-0.015642904096296848,0.011739228203922961,,,,0.07369624462221773,,,,-0.03590758193699595,
TNFSF15,-0.021228506550719617,,,0.0014864219425202074,-0.030134687397460322,-0.019105872528204115,,,,,,,,-0.016475011932342635,
HMGB1,0.14023787229568277,-0.037364887131862236,-0.06175623745297654,-0.0760520904660406,0.028458196899871165,-0.04224936135763666,-0.40469588856492505,0.04805419786912417,-0.0047955665807880195,-0.15307153033054727,-0.032801024335134675,0.020949491692742996,-0.03129899607233103,0.04114714057366662,-0.1044973921741098
ITGB3BP,-0.11288628494299836,0.0233897133377942,-0.02849714488708131,0.020994503969882623,0.030373518221448865,-0.04443915894752488,-0.31588429861674944,-0.04405760207292048,0.011309511896822135,-0.020958030508407124,-0.09882285894814016,0.052854390320388314,0.04738083517767281,0.009127047160255492,0.014570080514232166
AANAT,0.048259991568045696,0.04458673567776262,,-0.007543339931158741,0.015572343928464847,,0.031143851693851452,-0.023423556609501187,0.11430396966986262,0.01416013388306995,-0.016358982908049054,-0.02707745164438067,,-0.03013102814700184,
RELN,0.10293158860952711,0.032842232597121324,0.00028366317782805705,0.011073053337035175,0.03760932727447662,0.021868240735256075,0.29676045395620504,0.025617409579616973,-0.021400549207632534,0.015264451592894598,-0.018110806080935366,0.07888058687364358,-0.01159472896853015,0.05204966725345983,0.015838071997263514
IL15,-0.028968397523502533,0.008508260580906223,-0.019960598889150288,0.006827193539870404,-0.008650834354612159,0.013455090408791889,-0.10601762413089634,-0.039783219342857,0.04463633673068741,-0.08763089177193342,-0.01517220054732505,-0.0027905750369550996,-0.04769341565930457,0.012387574012450173,
UTS2,,,,,,,-0.1817189835133309,,,,,,,,
BSG,-0.12211280191272031,0.006321530805099581,0.03874831720899311,-0.004189721622273894,-0.056372275096246316,-0.03588952873664586,0.24784593765379076,-0.0914226244614396,0.015001730660138385,0.20943322653429094,-0.08610630227379838,0.03898031703176841,-0.07353194739831065,-0.00663538338892776,0.08097573897081867
ADAMTS3,-0.07152588949031023,0.05182043777186301,-0.014406180690493996,-0.0158215698768691,-0.014303546613937538,0.010293655121127647,-0.42076151098631953,0.01952515573905101,-0.007618990493415523,0.1494788188013871,0.10292682955264822,-0.015949596688881486,-0.03545824557200926,-0.047946991808090686,
CD34,0.14962679677859134,-0.047349841499692714,-0.03925171329912153,-0.0017810902694213031,0.05209914428345011,0.004357677781967779,-0.23910781183119797,-0.026221661706735438,0.034991829546199935,0.022818373917958948,0.07482523014472223,-0.05594847204390189,0.048467990926104376,-0.05862522305760765,-0.025632011823694515
CCL23,,,,,,,-0.05778091792715033,,,,,,,,
PLAT,-0.0905103320660589,0.01856462749880236,0.011696080483762184,-0.045608329938776636,-0.021222420290733613,-0.10576450995247742,-0.35769780989251987,-0.15719826678650947,0.010686275243657237,-0.0011372851125588076,0.006029122032841659,-0.0701188864647991,-0.022706955564730104,-0.06994068478098327,0.002115001058616567
NTF3,,,,,,,,,-0.02461226188009101,,,,,,
LTA,,,-0.01152218480630101,0.027806337606369157,,,,-0.029261177268408496,,,-0.015172202420188567,,,,
CKLF,0.019464683758802975,-0.05943408350724745,-0.026253571248337916,-0.01632024381205554,-0.09542802729960803,-0.017389532202846298,-0.4458237698777322,-0.02139057342021192,-0.02978017758666614,-0.21197440938931755,-0.09659059307759496,0.02552094760803188,0.07368935372241031,-0.057093449863480174,-0.00047644325441290134
CD24,-0.02529052726100221,-0.013814266669937668,0.015130570601065586,-0.0033908395129846882,0.009727035604754537,-0.03807774820266205,-0.04950971007808949,0.05304114848401154,-0.06033980565330931,-0.09929538264394552,-0.01712898723549734,0.03310634531970515,0.11008591209463603,0.012924452654919098,0.1032709310163232
HSP90AA1,0.11396535838056311,0.022638636419550637,-0.015296821928561992,0.03540211462730447,0.15925255743428499,0.08599657598316822,0.4969442846720895,0.020248157466889613,0.009084850952847228,0.37182563382672557,0.1482981354546077,-0.049456745534668084,0.0671250123263897,0.06440149166798631,0.08754580913507304
BMP4,0.08198775612602972,-0.026876366200689103,-0.012214191325218011,0.06349084781731655,-0.037556610319195695,-0.01334655739330853,0.09422926396478186,0.05947754598398703,-0.00449063075082668,0.02363121570948872,-0.012928283514210749,-0.04789039549917347,,-0.024739942678259914,
SCGB3A1,,-0.0243590361699126,,,0.015082857271436908,0.02874240825631052,,,-0.02541371158925395,-0.030698828893767825,0.18030818111026636,,,-0.051912166017998015,
IGFBP4,0.01816538585547156,-0.01702728776536203,-0.01332004473060606,-0.045343495299320406,-0.08393456290859806,-0.08995272221632925,-0.24804870921035568,-0.08977985014455778,0.024718617115976883,-0.14443043093833052,-0.07158019724510055,-0.02078397452565352,-0.008020794919809535,0.015515912381433709,-0.07514542446317322
RSPO4,-0.03643145180676058,,-0.018626927693497636,-0.026330549044723,-0.03732106529502117,,,-0.01660972149643961,-0.0011958345064375635,,-0.02104623334437869,,,-0.03799403297614078,
LEFTY2,0.01817678021211131,0.04413795630670429,-0.01166369476641952,-0.016623605724085246,-0.0511857380802225,0.02166330512012102,-0.28542924470042697,-0.0218469662351533,-0.022358667747830553,-0.062275070701654965,-0.01872991445011407,-0.04938981606930385,-0.01316477220560018,-0.038001114367517255,
PF4,,-0.026556368804934404,-0.010480993110037917,-0.018294130231923868,,,,,,,,,,-0.02976287591074891,
ANGPTL2,-0.006623567281189495,-0.0010167784976779456,0.0323131582332482,0.027603559819435495,-0.0746211134633259,-0.0770305944007303,-0.31516200174419584,0.017701973605172245,-0.04054988742538447,-0.1696433578470628,-0.12500439287734022,0.017286254463012424,0.006929560850386799,0.03013712581164361,-0.03229706951180141
LRIG2,-0.09305317347067778,0.002236161110167008,0.0034350026155304165,-0.0045500280179098926,0.02196442356457278,0.02498367352864021,-0.1136027842722431,-0.04066316375821133,0.02998595295096459,0.01083752993900453,-0.07985246689221695,-0.001242709331042139,-0.07707895632128549,0.008065222850684865,0.02269502734818314
ICOSLG,-0.027294874054781086,0.015790577992002324,-0.019253718806676683,0.0422363808770396,-0.025638448072654897,-0.03801635852328862,-0.2453541833207419,-0.03234129513563994,-0.0510353856126321,-0.11810146094439435,-0.031003159146264263,0.025508912689737335,-0.050053079590394914,-0.032738979792764814,0.00752538010833709
WIF1,0.3761196665508507,0.058365459935655645,,,0.0971917062489394,0.06027648302966483,0.575155636457176,-0.01720652524589775,-0.03967903976244148,0.1471081057072998,0.09062560479757624,,0.06422976069312519,-0.044917651055612635,0.24934496136230813
NPPC,0.09256301938397236,0.020793712126821184,,0.09472689331383645,0.08736779503078673,0.055046884865971424,0.07075688442182307,0.05995817818129846,0.04392303343758899,0.09445558619510455,-0.07213941941663442,-0.02568860478091645,0.048413315093079654,0.060218398578765056,0.24529017634323153
LYZ,-0.03341150473108901,-0.02898695148562126,-0.010065768987651786,-0.0206370178235306,-0.052354095591209966,-0.045829315232688676,-0.2779993985567319,-0.019611802477252686,-0.05225565154908052,-0.3030854663986418,-0.034634604314931865,-0.03822856677841685,-0.08722189845035674,-0.01802682124265297,-0.025987185414008948
EREG,,,,,-0.022842699373917728,,,,,-0.019266601439145353,,,,-0.03426588691304152,
SPTAN1,0.14786473690288215,0.019563938453449142,-0.022096464502753682,0.01990388702288071,0.08942745476671302,0.030232271501894364,0.2392577227590341,0.0626515435263159,0.04603437679654146,0.3490643128391494,0.09073400526577116,0.04906447667192287,0.014105868861690825,0.10685576516642549,0.18118713172267434
LIPC,-0.036873137484248836,-0.020977957861918334,-0.01577445478281294,-0.0053400381951553,0.09953176722264782,0.03306743864334027,-0.10770039144105155,-0.012541860053570495,,0.008208456307506756,-0.023834111179243,-0.03153146653783483,,-0.02334663999591869,
COL8A1,-0.18470463113873178,0.026437899514843904,-0.01351549905294735,-0.038853125697710995,-0.06892030786673496,-0.06097030058997698,-0.15710343027059007,-0.0340173008323515,-0.017934103262581182,-0.15505805804539666,-0.08865368650392468,-0.05249353443732999,-0.04675116753145085,-0.060173458170127335,
GSTM2,0.017073939629575225,0.009617455595384745,0.005367461161524647,-0.01432201330058933,-0.03152006346422722,-0.03615356169734343,-0.07635369303361955,-0.0393052495075252,0.011989969807440331,-0.005006357162209434,-0.042161454754242975,-0.04538927274811192,-0.08550958792950107,0.011018834968523345,
SPX,0.09796116611363048,0.008108489913076476,-0.039868024329780906,0.10032688900638753,0.10386434574945727,0.04910392846699529,0.23613789619390813,0.07886146738619375,0.04442774930142384,0.10683173836709094,0.13703302563947284,-0.035818743573595636,-0.04726536657544385,0.0964761721991212,-0.09210628168777162
MFGE8,-0.13321997692936455,-0.030845933924125265,-0.04277822541298643,0.041492434217961595,0.09071994101598745,-0.06778908159825929,-0.12838660818502395,-0.02866723543497861,-0.008091757480669289,0.1183689285238878,-0.06804405737275947,0.00025299080516767995,0.058149644887056894,-0.09166086751523506,0.1870144095182655
TGFA,-0.1528561415303105,0.006927885653073858,-0.04220369236441757,0.008814333558518541,-0.052455743268803215,-0.05319894786339678,-0.24452337907784916,-0.07381389597224151,-0.03533908944295332,-0.15359819374353853,-0.06428698502460498,0.011060025670466234,0.0233171004556744,-0.002841627634513564,-0.04794812194338286
SLIT2,0.42883227940840013,-0.009548976440409529,-0.001659114073273198,-0.05746827041949292,0.06374883482516852,0.00335350880673172,0.2525852075549804,0.028979865326591758,0.005860486086391382,0.16959179336465244,0.14225107875892687,-0.023826868066892107,-0.12338669885524049,-0.02350945537322546,0.14341587469329223
PLTP,-0.024553731990695632,-0.023661917731827548,-0.018730182393248803,-0.009996979540529643,-0.09434502926127676,-0.08549178664537571,-0.47526826893066315,0.027414367434166798,0.0005986115973001141,-0.329203474445505,-0.03534353366948784,0.024982282978425856,-0.02549014161254369,-0.00516441860985283,-0.01954912227332433
APOD,0.1620017770336331,-0.07502436216931721,0.009559464012742774,-0.03094576130923798,-0.03948985929084562,0.002014679871611184,-0.4281827094814674,0.042155401214479596,-0.013291402835124939,-0.19792042421813344,0.06301686307783155,-0.04211873870261236,-0.010856627324252863,0.03536052364802356,-0.13147072600865006
B2M,0.0923010078543667,0.029098698079171762,0.006950436921490698,-0.014195143763050564,-0.12861210328913852,-0.12819595746711052,-0.587052961279627,-0.004086508218976042,0.015277554621042539,-0.40749836812452345,-0.13167745117890342,0.020927396660535617,0.028129748449251063,-0.04890504430576265,-0.22849076592139372
OMG,0.20713402776715828,0.008522612065495094,-0.03648429015700474,0.033791651552727564,0.06149653550528149,-0.009360213807611997,-0.10176826734624601,0.12694371095126342,0.025634496553527866,0.001510965222265177,0.10589951411378724,0.007225524793312207,-0.03360961397337047,0.09107943263796481,-0.03843289236277486
CXCL3,-0.07477079565027829,0.03850089115293838,0.010733159481075238,0.07703133581397181,-0.08202739896324104,,-0.05701625780270737,-0.0701295170650803,0.009537088798748069,-0.0701553326937008,-0.010926733221889,-0.019067954487830524,0.09632337002519802,0.01193325684990537,
CXCL10,0.1113932115544664,0.018367524772515218,0.00664896888905465,-0.008636227329169445,0.0024847124912044166,-0.028180423498427098,-0.4178245356756005,0.002553298278409379,0.006411801183360052,-0.05833731170402576,-0.01736390141837306,0.05592630440718112,,-0.020365572324523847,
RSPO3,,-0.04772964522723152,,0.0072024344624607595,0.20388582573749198,-0.02541585410161203,0.23905250051428123,0.0717931860145526,-0.025520671509346456,0.12194868349493147,-0.011418225624720078,,-0.029308072739651747,0.057632505081607534,0.03803812741504971
CORT,0.08054961379955804,0.014069008580096147,-0.01871838998990778,-0.023392931737881865,0.10320445484162857,0.032500882612950845,0.2736416214465742,0.043549317989579416,-0.012685290304341526,0.08271705480606081,0.03086074333150902,,0.12552765272858213,,-0.0465651236650919
NCAN,0.003089334938615806,0.009261912669135994,-0.005459159873200967,0.004011907600697419,0.14485931636708818,-0.040484400274231766,-0.2315769914533821,-0.001694106184060722,-0.01210059183276594,0.2557457622681997,-0.09892046630920603,0.022393216813509365,0.15496939935056103,-0.006260771885268224,-0.014619254495482953
PRG4,-0.05574530385757654,0.07416044694611736,,0.007543151425212458,-0.025871034998814678,,-0.048309236956546965,-0.016103779595933926,,,-0.01334979325762176,,,-0.02810554048212824,
ZG16B,,-0.04872491953959277,-0.012612171746484501,0.035672002737252004,,,0.07500098015003703,0.06279258375152232,,,,,,-0.025390785626817514,
TGM2,-0.06935842945543022,-0.03828667224234811,-0.05860707758472826,-0.01422383670896821,-0.07088149014398233,-0.02475823545058885,-0.17394863591432885,-0.04861139065102901,0.033950035478110825,-0.056277764732730086,0.019603332773060728,-0.024273662821643803,0.023872585562761672,-0.027946296072213744,-0.007807301692872866
VEGFC,0.06658891476982326,-0.026521270066657568,-0.01619451421122508,0.01732794289796475,0.04767985496761977,-0.024420742293843493,-0.019196918975544878,-0.010299157148006076,-0.0643725868186407,0.017356457974354023,-0.01362399614033771,-0.02515094617404943,,-0.005338359043132407,
WNT6,-0.05072858718161072,0.00054300342477704,-0.011663695072527397,0.024554577493611056,0.0049104046840068,-0.008574078888673663,-0.060027816194089395,-0.011779811808247283,,,-0.011890335861356413,,,-0.02623629933788018,
NRG4,-0.007745965793049718,0.014270435728533563,,0.05740037656947785,0.03736708769499335,0.008131959376672366,-0.006709797008974206,0.02966559146028283,-0.01875592444971934,0.0663532759962974,-0.01589398058978498,-0.020195846497679814,,0.052556401908319984,
PMCH,,0.019614892364387675,,-0.026579367259525526,,,,0.0214146749335474,,,,,,-0.019105860588823086,
COL9A1,0.12242825037084581,-0.020610050344349116,-0.006690144715545657,0.06292964513107302,-0.02447503589641206,-0.0323031382446181,-0.09252551459373268,-0.048995424186757675,-0.03945019952579425,0.02430491113735894,-0.01811081302758081,0.0051363207170298025,,0.014947341458285022,0.049482092241252336
GDF11,0.0816070002636341,0.04307932786186267,-0.04956579553509921,-0.015608280074216229,0.005965520841118604,-0.06327584264517176,-0.21721813948850002,0.006769092705997645,-0.029095367152558147,0.024897473604432903,-0.060380755592161085,0.031998867407750826,-0.023988652473196422,0.011726262881480303,0.07101699472226053
IL24,,,,,,,,,,,,,,0.035886447627249095,
SORBS1,0.08583001694783601,0.005229205206153953,-0.06213544521836456,-0.04253017210123032,-0.01441864804290333,-0.02489236024852557,0.004446732781086717,0.008701930566891933,-0.058599962738154154,-0.10469037892098872,-0.01976054362183256,-0.008574983101937675,-0.07438506953603036,-0.0041485518792474425,0.07963742002268472
DLL1,0.1445861378071863,-0.010433578186599412,-0.040065785632544336,0.011719403333460608,-0.039606021535171454,-0.048240748949923994,-0.1710382597710294,0.044696495783470284,0.0034289628392377737,-0.042045853436572515,-0.04731275641535405,0.07636214636391693,-0.023606027100818158,0.01025285476394107,0.1038188339572434
TLN1,-0.07175378400481912,-0.036653425442153255,-0.0039627096273486375,-0.02748328016824467,-0.1501608066869238,-0.06548565791797906,-0.4449717907762563,-0.0837009524322401,0.002534716071557969,-0.26834898633067,-0.12497626265936498,-0.00957634759734771,-0.05647093448790428,0.004640147784382069,-0.01587526862073391
COL2A1,0.09839522222192676,0.03729700729151518,,,-0.023106758936370958,-0.0005073138177668495,-0.06864636063420379,,,,-0.011092877511506703,,,-0.03554717072128274,
SHH,,,,-0.02178915436871027,-0.03243123507023899,0.03630391166586151,0.01214285827236456,-0.08730530120163553,0.015541557103228765,,0.14766903889196473,-0.006474694659940466,,-0.05449720326436761,
PON2,-0.0013755697377203077,0.0022533887314289147,0.0006551012387728762,-0.05391339199441706,-0.0703862899636986,-0.0421840852424746,-0.5290333902178929,0.02393272148271179,-0.01922219490561324,-0.19264287466059873,-0.08562896594353545,0.053017592951401495,0.05527930685017737,-0.040923833360776186,0.04130997151812148
ICAM5,0.3748447230455069,0.027599860951441724,-0.015013795034845264,0.003655729637120794,0.2692327430836394,0.07602913228710788,0.22395971624384825,0.18072420976676865,0.02421541417385082,0.22597310128868794,0.080436534200659,,0.026820095752225603,0.0388540034155911,0.11952199008943691
HPX,0.06869392078009343,0.035917715110429106,,-0.017467788835881185,0.007486617233992762,-0.026781668459363226,-0.07768889550865835,-0.04364220129171081,-0.03447780883138473,,-0.02690994260925598,-0.027077440555732114,,-0.05367981518157966,
SFRP2,0.21475109765559627,0.1036220260718178,,-0.024815485538345772,,-0.058860936750481305,0.0004765567566422896,-0.04869464004151328,-0.011640349660001322,-0.10713122502101614,-0.02076890868377723,-0.010704697158665906,-0.03453632803783958,0.028003307481689978,-0.03565778544485746
CFC1,,,,,,-0.010298923157644935,,0.06034122805757661,,0.09415144404015358,,,,-0.034911794538329335,
CD70,,0.051484713031160506,,0.18852581146060646,,,,-0.01488915163054618,,,,,,-0.028693593246545045,
HP,0.13509350729524758,-0.014628818628526497,,0.0035648500303823135,-0.06860255351714475,,-0.17368153940256414,-0.040915305727019464,-0.00777597661012617,-0.08734833785809144,0.005720390035880418,0.014157847309951005,,0.04598160257368292,
CXCL2,0.03204005335381758,-0.0286837083722616,-0.01803370180148677,0.07598135491515466,-0.08796490030318756,-0.00222379537253417,-0.10383561007541367,-0.03026441856435667,-0.02862200504252044,-0.1055075444408977,-0.02095414088986507,-0.06434713478617174,0.05066756847694724,-0.05845141630062354,0.09560005436898929
NPPB,,0.037113863509041674,,0.10007754172183243,,,,0.03297578868990667,,,-0.013623997131250017,,,,
CCK,0.37282010326582427,0.14037392245467367,-0.013931746391924129,-0.007711910143274408,0.22545988522151994,0.11015702800828914,0.5403911731426455,0.24305069164219878,0.016300617183747104,0.40984853183216424,0.16619567863940737,0.06796466887031422,0.0706308624485911,0.08332784109277087,0.14653127047364864
SEMA6A,-0.08664324246657482,-0.002017881565133838,-0.10117386203118317,-0.00669130804095454,0.020948601900046757,-0.06824321244575261,-0.43472284497029573,-0.019292111879795373,-0.03593934435118563,-0.10918310239458122,-0.10797370356923305,-0.03842070078967568,-0.09552604191630748,-0.05901262487814235,-0.07300908510051984
IRAK4,-0.011313412095094236,-0.011782418092036583,-0.018524105601289798,0.011154384556647344,-0.030658791719060108,-0.06547999099655398,-0.281052309572553,0.07689005159096124,-0.009062669815716138,-0.036988922194104414,-0.06242623808278266,0.1105810940035358,-0.05198854670270646,-0.00926812656019266,-0.043752135324040375
GSTP1,0.03409387692319733,0.03497757479164291,0.0012376344600213696,-0.014308460920221401,-0.05870466126357965,-0.11518186160042646,-0.5097208499170499,0.015917764303019007,0.004274494271383303,-0.3039062176853135,-0.10591669785619291,-0.02129252787525022,-0.056542096247834156,-0.08454643069420856,0.02603675430564554
VCAM1,-0.039490396704013754,0.02235747703127368,0.03812106303569747,0.05570965739565388,-0.09831348273767536,-0.04262376531869943,-0.3961446442490893,0.08603063184725195,0.0016716526114799604,-0.11318339314259221,-0.03685858969817878,-0.02289604875292428,-0.012592711771043666,0.0345603541172147,0.002904540560822985
