,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.012893089216863479,-0.01170267875803728,-0.02685722958056679,-0.018590621494669276,,-0.0018055158346007563,-0.022369360947681525,,,,,,0.058465579613034856,0.027769803648445567,-0.020080493583584505,-0.014947342199185809,0.010528374429577733,0.008455976396121133,0.027387238244970268,,
PDAP1,-0.04576573049654941,0.0010569005796803215,0.006680478174288428,0.02133251788034167,-0.04296353109057215,0.09592683607426516,-0.0947900332399893,0.031712419796165243,-0.04402593045692179,0.06752476819959831,0.0231565120205142,-0.10984682729778847,0.0029624429799442633,0.010515618219982877,-0.0001249402472854762,0.05808942980043704,-0.0592255860136661,-0.04761713221561384,-0.07476986520172788,0.0013041057421962915,-0.01760685414568665,0.004130278184970411
QDPR,0.05083141544629831,-0.012375206326417509,-0.008098884952000843,-0.04482501906558663,0.09315601113547056,-0.05311641590956123,0.046740379702309244,0.0034592219358077847,0.039113041787099595,-0.07979606314135734,0.041960382792881716,0.02919405880412981,-0.10034671642897466,0.06408120547049444,-0.05344629381841484,-0.03304273096327769,0.0036933415211145974,-0.0234493969914071,1.844835997518531e-05,0.01326118907326114,-0.03767638132404056,-0.03825841508491832
POMC,0.01320993625674283,0.03340509761163448,-0.02079379307726461,-0.007417719512269208,0.04230656904725774,-0.01874115970084992,-0.05706276436434027,-0.016503222597357918,0.0028234971561417366,-0.03312366007863106,-0.00806680580896987,0.07499014923412259,0.19748907927303508,-0.06354680775102975,-0.018629500947984403,-0.01189692839424966,0.010586225336856289,0.014315422790313418,0.13246822485912552,0.10291276722971325,0.04776398281523044,-0.02202095152841511
CCL18,-0.030304005363852502,-0.03968961715109435,,,,,,,,-0.05898422826224368,0.048304913162115624,,,0.07534080087453009,-0.01876387840112489,0.01159886123095823,0.07661824276073359,,0.04125892313178419,,,
CCL17,,,,0.023987436593096628,,,,-0.017738826621008574,0.08932461171263699,,,-0.013944022471467874,,,,-0.01424613827434369,-0.021577426850206183,-0.0024344792488510012,,0.06091156939162808,,
VEGFD,-0.03414375664631237,0.004422607852886092,-0.01676173941986732,-0.027263222689732462,-0.01778645407934442,,-0.04589650413761478,0.03971364059823025,-0.01364126823088379,0.0018706950027613902,0.05204333875843736,-0.014944240775575922,,-0.015723583094483184,,,0.011811376659605476,-0.02533448380910605,,,,
TNFSF13,,-0.01807592337109243,,-0.016879440619862622,,-0.0313434163211968,,,,,,,,,,0.0048526055945482625,-0.023453925277420396,-0.025759154593876045,0.06621632022892304,0.059089820469367976,0.06427486051964168,
WNT5A,-0.10809663736552177,-0.03629358114878106,0.02755409967148806,4.866064975684391e-06,0.014046854641144545,0.14323234044408184,-0.08353969129315801,0.026969289092042086,-0.009797680913843324,-0.01197842476229485,0.031483399246927175,-0.0327753994620184,0.12905162736117362,-0.03706113568678491,0.04718026469031444,0.011922135011061676,0.06264220551987316,0.03217306854360608,-0.04236234678246224,0.11115471781433318,-0.009414063595185823,0.09629503223597416
CXCL8,-0.15204705605522373,-0.0702048941125373,-0.015694699292783824,-0.04754329840614866,-0.015462271863996005,0.03000286703387274,-0.08681889899501084,0.0003845275728452299,0.031733721168946766,-0.0725777270476759,-0.10930568938553235,-0.03733034175709942,,-0.06941679293057383,-0.03303676217086367,-0.07587106314660107,-0.01993583197090064,0.023450191505152807,-0.025800154115124277,0.0020726374799433104,-0.03909197881998212,-0.017299914213642256
GRN,0.0034286046756892385,0.08549119332777437,-0.01967703736033603,-0.034527294227431476,0.00483499444914749,0.12068391943926175,-0.08752435924656415,0.009163222824359376,0.008160912961848161,-0.16944554417414798,0.008919889796406288,0.01984269157812145,0.12173382001591423,0.005719739597080988,0.06996754261911961,0.14495754290133292,-0.018361590588881163,0.09324137659198672,0.050269446952442155,0.14273460536202778,-0.0328183573390193,-0.012602305381693215
MIA,-0.06451245074944321,-0.03784621439083099,-0.014906718844265966,-0.012933403106354453,0.019495471680340673,-0.011083486234342405,-0.03249247515509621,-0.01778519213304473,-0.015514069788290535,,0.0028519586720539753,-0.0034464975696628136,0.04892082366507622,-0.06039857376413732,0.1040123670805081,-0.07874945268103593,0.07348420669656516,0.015989269664641592,-0.023602255942684915,0.013530928011498806,0.11824115541097323,
COL4A4,-0.03437164986582963,-0.01758872472224935,-0.02506866118150664,0.0494015095946168,-0.05327259508949164,-0.019803792748044807,0.0009774964710290684,-0.018519883808062527,-0.015220265280434738,,,-0.019853577222904144,,,-0.023723405134213962,-0.03764232670772651,0.04712490811457326,-0.009354590842727151,-0.019516637530492712,0.000521164785659501,0.05869725542971062,
TAC1,0.12658230451878677,0.024691283812745903,-0.030323409683142868,-0.053228468549079616,0.09499336840980475,-0.10001003604941457,0.11367773092135988,0.016869233811878482,0.04820032539666568,0.11431874254546215,,0.13710529210839764,,,,,,,-0.026790056976385666,-0.03152996044503872,-0.055318540379559925,-0.06433793148410692
RARRES2,0.00700329245385275,-0.05376027771826753,-0.043330191943925574,-0.0946035399010172,-0.09581009559594639,0.14172891005214883,-0.1274749171084254,0.058065275051570595,0.022091952144633453,-0.011687119793170152,-0.019334080885707563,-0.09706840069986007,-0.03112525708480786,-0.08390334211896665,0.001550980327772308,-0.020520024577446252,0.026997670369835067,0.04148483976735662,-0.05904746277905998,-0.017819206102163705,-0.03089724094538956,0.01115131537484813
FGF7,-0.0627686914924165,,-0.018918722313895346,-0.036184330971951104,0.06209830391861574,0.04814046119259246,-0.012144471589425719,0.008406166661616499,-0.022965406938266722,0.06289123766535912,-0.016289649726190708,-0.029838594815351924,0.056251045548901236,0.06049483699300325,0.0579436415196132,-0.056187660962018264,0.0030650634223454393,0.01975781777250892,-0.041112281394976274,0.016908560521183395,0.07745725782653685,0.07192037391000605
EFNA2,,,,,,,,,,,,,,,,,-0.014206448438190519,,,,,
HBEGF,-0.027834867154451944,0.0953820949453821,-0.008901611501869567,-0.04742365896169278,-0.036988131852679275,0.08528340606855206,-0.07555065730378628,0.012244052245147387,-0.018926416791048433,-0.09126933741308607,0.014871500265619415,-0.008658613424734202,0.1116977428413124,0.00303948769407953,-0.018735087170620588,-0.015334775647226651,0.021311120946932407,-0.002431959718752637,-0.004461530227831017,0.08053170926928133,0.04796850356771303,0.03545451009321621
CSF3,-0.03437162265369176,,,-0.018803674660794124,-0.001023325592141553,,-0.02856254722171979,,,,-0.01078491335950325,,,,,-0.04492296134785037,0.05226360151640967,,0.09789572722946753,-0.006472275338973247,0.05250519599029808,
PI3,-0.040718312563466336,-0.04175515062683396,,-0.038057812268332734,-0.046725972542592524,,-0.03216180515647475,,,,,,,-0.061968071336956546,,-0.052955768706247644,0.015376589841544944,0.07588288654754982,-0.034947029677322224,-0.047588968234976894,-0.043367817010906876,
PCSK1N,0.16459537264667526,-0.004302951069419488,0.03409930954199763,0.00806834642759695,0.002598466066663622,-0.04487234691603142,0.02996150452927409,-0.00652860567194324,0.017883523043258534,0.11226563616519711,-0.0232066531187308,0.15802946584041358,0.03537710267622662,0.019279821769229814,0.028374237127292985,-0.004551672413069858,-0.045360228756071194,0.0036300847526245738,-0.09249519070412178,0.005874376054170199,-0.01106306216753733,-0.019192738961027554
NTS,,,,,-0.007346707403932812,-0.014417518603641422,-0.03510680636328097,0.031451451343059766,-0.008357793861684983,0.04816033504795321,,,,,,-0.03323475762570304,-0.017307861557639078,,-0.036815679612052295,-0.0006203942323485007,,
SFRP1,0.0817186387192442,-0.0282997077730114,-0.02619128694321135,-0.02135175740541739,-0.020291263902834488,0.0833240851858574,-0.010947558433381044,-0.01752116669862964,-0.018597196270557816,-0.07125432180344277,-0.025813287469677572,0.03447170825165166,-0.016378386145459084,-0.02203294554830424,0.1731406269412516,-0.044635800428845775,0.049826051436410126,-0.03859281153686647,0.015847079692729856,-0.02209964303811681,0.03628901550063096,0.03287335888656335
CXCL13,,,-0.0155155085670515,,-0.0015404547712019885,,,,,,-0.039409608403259064,,,,,-0.03199974743177333,0.025975264496040217,,-0.03631292794971307,,0.013375963927529594,
MICA,-0.08228448331379296,0.06660679325082935,-0.001447482658283516,-0.000678798508336075,-0.018309193456279474,0.07905283639219368,-0.023674632106753225,-0.041962589020233684,-0.005637587360060472,-0.018682015691821995,0.01768691351311787,-0.0795096140534193,0.12742800193161805,-0.015265094962732251,-0.02129256436255837,0.05842249832914946,0.04675995031673891,0.12136271908865784,-0.012208022911553346,0.09217055300412069,0.01604388239900634,-0.06137980870167147
TG,-0.027399669370928845,-0.017066312403581765,0.06592143450412359,0.027894082674990238,-0.04303699205805062,-0.011976629712148162,-0.03447243906334444,-0.01787119652149906,-0.01345871004488497,,-0.002123894305410068,-0.020945889294694032,-0.008897725363600275,0.10301227180888979,-0.007126207422209305,-0.01892955602790444,-0.02131652354180123,,-0.018321450085880993,0.04527931488632199,-0.023653541207371186,
ADA,0.032515825971790244,0.1081186056775935,0.03539260009210492,-0.0036151846357217465,0.03644563774746759,0.10641085605201323,-0.0652502924127859,0.014406438261798262,-0.021858027463075396,-0.011884928998938626,0.0009563691555301438,-0.021205062500999638,0.029317284831940692,-0.020094018081455247,-0.08222559384203454,0.11948293918483242,0.10219971844482097,0.05095121428891811,-0.013653033684697481,0.14979273253359476,-0.000412307640347177,0.03151582159545382
LAMC3,0.010465725078557529,0.16840884330481712,-0.02829808135381341,0.07580789701628986,0.04011806452379136,0.09551786876280087,-0.0129809255385316,0.01553231841501442,-0.012161384173660097,0.020861899670679827,0.10077973143559608,0.014259705904100459,0.1548363688294268,0.18652975970568328,0.009348575390501206,0.13230254328071173,0.054796959847522836,0.061839093992612545,-0.001581984363661262,0.14774442357219475,0.09859595419943928,-0.011386092745975986
CCL7,,-0.025245949398255533,,-0.016659277917289043,-0.012797990875841004,,,,,,,,,,,-0.021351677529509835,,,,0.08858918616011525,-0.009637663273547157,
NGF,0.03975597860663318,0.06530742476317425,,-0.03817066068786672,0.022061414468672453,-0.052571036050710535,,,,0.04585368104476683,0.019101280299652905,,,,-0.027884307964518632,-0.02465947821555613,-0.014015489870458633,,0.06782946098247855,0.017879273233482037,0.0058315828303848165,
TNFSF15,0.14295186490943051,,,-0.0185509207557469,0.07131717037516379,0.07686711963384413,,,,,0.029317083747425813,,0.09730217700633895,,-0.028160793468054016,0.0634308532950282,,,-0.01382392896272445,0.0934149793573352,0.024904344102712882,
HMGB1,0.04058692066319788,0.02703105749484398,0.037061254772423266,0.0074718643968265195,-0.019260963588250052,0.09870939910144647,-0.09607272585667576,-0.07201030810623789,0.018216712501930275,-0.05031510898574051,0.0440443555416882,-0.0049435641192563905,-0.07811085588520963,-0.056747302301203784,-0.06118437279270446,0.08539413649147906,-0.02062201040820111,0.030324299170064604,-0.048869933810087876,-0.15650465609117262,0.021534743564160942,-0.0198392189953631
ITGB3BP,-0.1320345325035112,0.03596075842927965,-0.003559279557018616,0.008803989035538718,0.017567756726919865,0.11013213289266924,0.00413320990067156,0.003663665572445229,0.06499836642798727,0.015312735303737597,0.02290111757444309,-0.073278426972773,0.10272600850636042,-0.07721866496615129,0.05271655942592876,-0.023434936222055468,0.039433538378174725,-0.04323825590988912,0.061069323484688104,0.019939636116868758,-0.03650720256699951,0.015107152494517993
AANAT,-0.0019090222324203389,-0.017950498268205523,,-0.01687944242137319,0.06600397055729505,,0.034150939026377135,-0.016071671471381662,-0.015514070651222709,0.09756349759495855,,-0.018704572385318488,,-0.03130677486818001,-0.019543365901659553,-0.018731445887916552,-0.01911803184326659,0.02081771183195622,,0.006362986302103618,-0.049952647215207036,
RELN,0.09040089950220115,0.02449383517837228,0.0041563471704870215,0.019810512550127585,0.07984014614338147,-0.04780609892983227,-0.005038178263332719,-0.019466824864544947,0.006306059158268281,0.06157043273216908,,0.04522731008619166,,,,,,0.020322963742461998,0.029111059731214792,,-0.0122553984095198,0.035692442582466344
IL15,0.03434529066685916,0.028231631593792137,0.04726702922601213,-0.007598941286155192,-0.043863096151326796,-0.010147444544104394,-0.032061960205485164,0.041376830249799865,-0.016257776816434956,0.005911855684104274,-0.05703140831453155,-0.01734762637611035,0.040098533596242915,-0.022573677542838018,-0.03303684851537373,0.054153799738002946,0.013325390698980475,-0.01010932360506076,0.027021423917282426,0.20591227922447355,0.07985798121015478,
UTS2,,,,,,,-0.06055169492666582,,,,,,0.039382854800982456,-0.05634863534742572,,-0.015951197082910862,,,,,,
BSG,-0.11535233614671402,0.06690178357303538,-0.0038753459996468463,-0.023079312919727823,-0.009265879464685302,0.10501418930131287,0.05179323305804678,-0.056594416103047364,-0.01750099727373445,0.05422247009145301,-0.009072184442714511,-0.07226431598026394,0.11634083582555813,-0.05340915142502327,0.02407251265836814,0.001571576927044814,0.009847038180319977,-0.018877132617212623,-0.011248776609216514,0.07516055812399113,0.14551964300539888,0.011051596952939382
ADAMTS3,-0.003811305229477898,0.028733210274326806,-0.027960795843617728,-0.020353625006558195,-0.021432732575182266,0.03545338488036079,-0.11221474682329304,0.025170167157904037,0.01291236281372911,-0.04329107065969726,-0.07614499562757027,0.04607473293646058,0.09004856310915367,0.10283182989064586,-0.023401191070116015,-0.019269762541779898,-0.006286012987760408,-0.00030146664476496203,-0.057609403363630185,0.04863932375293677,0.14105254670590187,
CD34,0.20592268908116687,0.11344765283248212,0.020040288439183363,0.036741529666660125,-0.005551215075855694,0.07679921737351722,-0.06353417860039091,0.06966478082845422,0.07512634149557415,0.0018982599101962955,0.023748784949192504,0.10104009770834162,0.11947591765812007,0.16651752249274204,0.020390364330093457,0.11615285411133308,0.02732165365632418,-0.00212774791872515,-0.024092972065646135,0.12514129085099396,-0.08145042856839452,0.023963441431368086
CCL23,,,,,,,-0.01655703912660965,,,,,,-0.006121887533306937,,,,,,,,,
PLAT,0.05712345473116583,0.08699977085404897,0.015442978220391859,-0.006370310905187313,-0.0064470879139306835,0.12593660452941313,-0.04548226087211877,-0.022763731662549334,-0.03017457738187254,-0.0697772303406468,-0.021380364658026868,-0.0416070881139423,0.12599424963209746,0.10203242477448915,0.07457446120050712,-0.02565526550306989,0.0071874005358281414,-0.0185956510099286,-0.04419283459800298,0.09216743936055563,0.09132413752768993,0.05207455458552876
NTF3,,,,,,,,,-0.013594040311157534,,0.00048040379882110926,,,,,-0.05036112993072389,-0.00942865711939582,,0.00808226474456193,,,
LTA,,,0.043651588651268454,-0.021351756406548617,,,,0.10870333492533046,,,,-0.017347628517509445,,,,,,,,0.03684574113736525,,
CKLF,-0.009707855184938661,0.06292193552294544,-0.047455998486649796,0.03386471209695051,-0.058649852849832367,0.11201521786173976,-0.1170757886168491,-0.043171726531810596,0.03083946817662917,-0.07428284572765047,0.005046395110233174,-0.10393967752087044,0.11376402700796233,0.15347882693748105,0.058804522112003266,0.06923968125539771,0.02756765482850806,-0.01708842174499317,-0.0033157010037927295,0.06407705931803065,0.13207776089322065,0.022306109678279524
APELA,,,,,,,,,,,-0.06710105846352872,,,,,,,,,,,
CD24,0.0038109728029100723,0.024687421695766768,-0.052982463380301305,-0.032579019461507916,-0.0263774839483513,0.08332812710286443,-0.03134663656493307,0.04096696824002461,-0.008739155190249013,-0.05088408800361283,0.0801963590291458,0.005258651351243497,-0.017542036491122737,-0.03889763380602576,0.058887335379799136,-0.10365902512201354,-0.010485576939269473,0.0661948520035933,-0.04146394708413724,-0.0011022862268157774,-0.0250863055051668,-0.01755530530092523
HSP90AA1,0.03561325520301051,-0.04562253831737208,-0.02317178760898629,-0.03262750055738289,0.09444413555826564,-0.15772200653698734,0.12373548122761348,0.04108078804966326,0.0002577603343464227,0.11283354131739817,0.006922991671937714,0.12737986581517738,-0.08305559007462246,-0.07349478923310256,-0.037583331168729917,-0.07288921747331135,0.035349265891029914,-0.052338949634745294,-0.005988772507542578,-0.18321381325415162,-0.10209102387122831,-0.004785509152448018
BMP4,-0.04285738658625313,0.1338497834281592,-0.01240552676764406,-0.03670692556266672,0.010559959757825059,0.08329800846771536,0.026574416774684063,0.05068836135199062,0.00227887145359194,0.006392798608212584,0.0036355700089295744,-0.014781971236762753,0.2151024150190315,0.041609288994952816,0.06096214065438805,0.0047254641075170295,-0.03618879795898403,0.10298353501110251,0.017876899234618483,0.14934133593321247,-0.00229828511822947,
SCGB3A1,,0.002368233835472488,,,-0.0037805306380949,-0.020676839060020036,,,-0.013086270332613751,-0.04745675616035774,0.04058191310029464,-0.012104945766725609,0.028166346190598254,0.030801103436884247,,0.061793761305913734,-0.02719479306190218,,-0.015408800165709181,0.1785266366006096,-0.021964969965844794,
IGFBP4,0.09346168598606623,0.14513256663673393,-0.035170965179103994,0.05534128106088931,0.038887585171969476,0.15968770190648876,-0.07704478305424556,-0.006194652162556875,0.012709702740678315,-0.021820293462247196,0.08690375816338837,-0.05344011281788754,0.16758579458247605,0.11030594592819089,0.006255296112179005,0.127513924239882,0.030265201505788108,0.00325021802285363,-0.03685496977693891,0.18798402862009989,0.0421732002773829,-0.06392096424555017
RSPO4,0.14173267362475894,,-0.018918718722177114,0.0052566254254771605,0.03774092566175375,,,-0.018002664088792673,-0.013086268418450684,,,-0.024063891822672125,,,,,,,-0.01933357476793334,0.1126028700495034,0.054132273000356515,
LEFTY2,0.21622478138577114,0.07443469523361025,-0.011846406674153244,0.03490985819421767,-0.03794531235031912,0.08714126105850813,-0.00044129589278838285,-0.019348587192132467,-0.014349253369410465,-0.02867612976959919,-0.04783328810823065,-0.021415453672893516,-0.054200782297216296,0.09029769393999106,-0.024974765325325894,-0.018125156336013717,0.08235158347461548,0.056751685910435175,-0.026292384395365048,0.10554604707782138,-0.00959034875183774,
PF4,,-0.012145606055515906,-0.010645177983221706,0.024775385796947727,,,,,,,,,,,,,-0.013021193551846515,,,-0.011487613921101297,0.026496284595492657,
ANGPTL2,0.005249382162164725,0.09157944434214944,-0.06404255123924293,-0.03960343981141401,-0.03727163324036442,0.18230979226996805,-0.10550526800105424,0.10714789746162982,0.028943930688683915,-0.049962417476115684,0.0851897959128476,-0.10148980222614058,0.13570082357007263,-0.004000677730197083,0.040484221294009394,0.1113165446981635,-0.006934436568538954,0.009177650500823874,0.02935917521100145,0.18093405729815834,0.07429426467634448,-0.04585630379530322
LRIG2,-0.03324301142882984,0.032887239778859934,0.05928259159092702,0.02249850797836113,-0.057186155260781274,0.0646066179662687,0.009150542190762822,0.023236225529849507,0.0015790253523701393,0.0554876430693204,0.009375184590558097,0.016172271203627728,0.009898335192095629,-0.021330546188237577,0.0716674642683943,-0.005169503968927708,0.018138224823561595,-0.005635224024853699,-0.034909463812458595,0.1042378046117851,0.08131625803666313,0.011860692071668904
ICOSLG,0.011069241835130675,0.021246610420500276,0.00048106824579475057,-0.07997234794029562,-0.02044200172424638,0.13048787588294525,-0.0104241943902702,-0.01552384248346139,0.021916134348534927,0.02620677725958895,0.0529190654755991,-0.03189997621571752,0.010178144442953474,-0.04341695568957629,0.07510821601184144,0.030240038213863167,0.06799394031332204,0.020194699464620793,-0.04785269372929404,0.12991785564478747,0.001176168646281959,-0.004867100681849567
WIF1,0.131119055648933,-0.04712216609572436,,,0.08521704520954486,-0.08508923177108688,0.10622628270493373,-0.01389222947193423,0.0455158682227299,0.10831127594743406,,0.17561655609587076,,,,,,,-0.017972430433697336,,-0.0095083306974784,-0.00040558788420759896
NPPC,0.055052056973303495,-0.030060548985243213,,0.028653342332539543,0.07082691330751836,-0.018726525031184688,-0.005733366385174604,-0.016970313889342035,0.060099172043410004,-0.031288133666749075,,-0.076125374695697,-0.009718060560649338,-0.054485585130781784,-0.023401146126727262,-0.03187420412572343,0.009448399371056843,-0.010764022353172453,0.018909494523434957,,-0.024059665902027655,-0.002931788942059659
LYZ,-0.06281140230955,0.046154221230793324,-0.01288856999932043,0.0026807956278563955,0.0016264669055328356,0.024310854204856697,-0.02739407382087677,-0.05219561257186693,-0.015261999390564027,-0.052975372200051926,-0.023326357830847744,-0.029591477696538235,0.11715252150050086,0.04637604809367652,-0.01098652548044293,0.05798723779867174,0.060868366237015324,0.11222620465584125,-0.03523671533952469,0.07709423195567935,-0.03717283350234816,-0.06453748668827908
EREG,,,,,-0.03440253852469765,,,,,-0.029499357267706788,0.012139785262646682,,,,,-0.043340076801991236,0.13522019354813508,,0.05262962416644665,0.02842987810028615,0.02642334605932416,
SPTAN1,0.13109109666323748,0.07067852416305323,0.01848370626850354,0.04914410568277658,0.05830646955463954,-0.06745394297539235,0.09261739983369817,0.0349434540979486,0.06783150728183616,0.09161769668836606,-0.028941612835641,0.06615326613149618,-0.028362495120392427,0.0885911824759063,0.016292895489741395,-0.0356341265345053,-0.013687115048537202,0.10360066628651154,-0.010533322933892413,-0.02671115061806971,-0.02865932971578813,0.08629986840275647
PTH2,,,,,,,,,,,,,,,,,,,-0.030746824705649982,,,
LIPC,-0.016096919468682986,0.012016710267160302,-0.01602156179174505,-0.01517176238957657,-0.023668588338197592,-0.004549730287213078,-0.010305339770264668,0.01002598191833915,,-0.03161308604341294,-0.00032258308573563873,-0.013925510833259262,0.016067070131860244,0.048564772945640905,-0.04808173933386785,,,-0.034600429742522094,,0.09009970975093966,0.1615561368557747,
COL8A1,-0.028065384290667388,0.04728639770865211,-0.03671084185538213,-0.00032519129008782676,-0.026968857485998494,0.1049979490543938,-0.009622771467366089,0.022365064925921423,-0.021170223570251553,-0.06535437043790542,-0.017265695778899876,-0.0837474618569298,0.039031058214068104,0.0912828015664852,0.016792333218988834,0.028313608296448946,0.0471960405404665,0.0033035161041319707,0.0021426530280112366,0.09800974259823707,-0.05642861740078055,
GSTM2,0.015663853747723205,-0.018250657661017838,-0.02332633440220569,-0.02284247972953911,-0.04792530968669108,-0.01763065895244505,-0.03481500165125409,-0.04280210662127626,-0.009327654266702371,0.12002882625354933,-0.025263985252816264,-0.014679046963182764,0.09780629069831868,0.03152664360838806,0.10463436916290848,-0.04201723327817373,-5.225633108846686e-05,-0.0024131787227217303,-0.03043688699271378,0.03742790862677893,-0.020968343972767128,
IL4,,,,,,,,,,,,,,0.0834718894404691,,,,,,,,
SPX,0.09290517713005339,-0.009931141309414847,-0.017390359978133117,-0.007376547235781323,0.10331485278838337,0.014302126508923988,-0.0015628938660947108,-0.012320202152789082,0.002975038695315067,0.014938907197454764,,0.04804367665256251,0.0205063072201427,,-0.004693438824699045,0.062449732314129675,0.008848618669439605,0.002720130501827985,0.08411000161745458,-0.054062056725641974,0.05125357243095803,-0.0016518319042645435
MFGE8,0.02322456348716959,0.0779682312712595,-0.03229064519594632,-0.07667512089464634,-0.017407735507016502,0.07337474035308372,0.024576081582822252,0.01412748824052425,0.03337784388784768,0.1312739107045601,0.018460236061801985,-0.00181265613982054,0.1287931887618122,0.05996457467938402,0.018890173854065866,0.028496849970314275,0.019871989556634384,-0.038335770016248966,0.00708983804372911,0.1290551858010358,0.02901613715437208,-0.022740792051433024
TGFA,-0.1291287927641273,-0.0169164833367893,0.04336404076144477,-0.02145957707860522,-0.07659178928878262,0.06699064459294678,-0.09286333825130151,-0.03720329733097663,0.015343254357088056,-0.06556098126644085,-0.026143212961433984,-0.023091727848929905,0.018547288099013088,-0.09764970137244065,-0.020510497732133565,0.005402298193017444,0.025019813936569484,0.017820234710103973,-0.05919722489831183,0.07231141714864839,0.013282647695758829,7.095229011071504e-05
SLIT2,0.139902174714799,0.06325789167481953,-0.0277569700353935,0.08015713223581655,0.0300055118931204,0.05847769014989679,0.11367264313644694,-0.01777295564166933,-0.009152011213788284,0.13449498830665502,-0.023149852056648726,0.15055403838815293,0.10977389812691893,0.15229984220537565,0.0001378043392876464,0.042723608106065965,-0.014617516181627448,-0.04190994438236909,-0.05748178267482794,0.05208612656642049,0.03541688954373532,-0.051835483580405364
PLTP,0.05427610232728131,0.05991916909280905,-0.014074622979010108,0.0427871216172192,-0.04137287632894126,0.09614103401425583,-0.12091890334443006,0.04546502785354075,-0.06807069943958248,-0.08326291683800323,-0.03220806777015339,-0.016772094139804274,0.04577756452509104,0.0548770430523571,0.02169305736788722,0.12927767149265318,0.007599746648747976,-0.015405882011299646,0.010961844982979972,0.05302472516287047,0.0751466880033502,-0.039519812101422906
