,MGH258,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.022817723575326597,,,,,,,,,0.044203659536473386,,0.07473381188929183,
BMP1,0.05745559938278757,0.16861408116520624,0.09596160360465109,0.12413606124067718,0.027356205578837955,0.06298420749352815,0.38087379922494286,0.01536184232287195,-0.02301387100012187,0.03840367331311793,-0.10521424467913691,0.08309540462991816,0.07592776054051827,0.10240064678198062,-0.05898656688645508,0.036396830770878234,0.08777608999239746,-0.0382536146666489,0.11527316050912498
NDP,0.025126010385545707,0.10146965822755881,0.048139047111715204,0.15154979670028218,0.04160945450443556,-0.029065289366474043,-0.013647233228046389,0.06504280897080207,0.018100488063280927,0.03247007395772631,-0.11009776710081941,0.021031760164732828,0.008295871901835747,0.0832449087760648,0.09004335368130037,-0.007543296315201673,-0.04205660369448037,0.09477937916964607,-0.02380295309473108
TNFSF18,0.06494527231050778,0.05768631101708307,0.10726984612345562,,,-0.02706380469952731,0.10180427088665182,0.02893213212501112,,,-0.03307879124510918,-0.0022921849630219604,,,,0.015043620657537707,,-0.03067681514859457,0.09565143676540273
IL36G,,,,,,,,,,-0.011188268286705215,,,,,,,,,
RTN4,-0.05429611169043184,0.08531644152127744,0.061447730266796924,0.020361342007055847,0.04380951478248443,-0.11366881071783355,-0.41771267085278957,-0.004446500393456803,-0.0025846092395907403,-0.03909663288745654,-0.10706484341948623,0.04338593143294351,-0.09096845133735226,0.009695368632517583,0.016848400264601774,-0.02836401721269569,0.25991737131647596,0.01114714941081377,-0.058681878409467696
HEBP1,0.08612062988347811,0.04739364839296506,0.0004704667354955379,0.052762766096829096,0.005493110556754979,0.09164414567802083,0.16813716887705515,0.07333602446635316,0.014705217688368195,0.07300903032879266,0.02010666103941354,0.03891326993567175,0.010852079124486054,0.060354025392520876,0.07005132382248504,0.008998240213958777,0.014931476040490322,0.058549534773860865,0.008789312929903493
WNT7B,0.07165428320649109,0.00887874150414528,0.012116260482849557,0.06826055223752915,-0.012055329767419805,-0.017576145558252605,-0.1239203578568634,-0.025104014660605387,-0.010229015517993904,-0.027259250301656105,-0.036416520491887934,,-0.02116317057319916,-0.10207939377020103,0.016063400224318188,-0.04009826345155965,0.015723300365931794,0.004080853298137632,-0.04084504378526266
PTMA,0.07707334934121723,0.13126638287233697,0.049422387871920985,0.14777149307816048,-0.0651677484632751,0.21425008733929424,-0.24949280395852116,1.6993043030093186e-05,0.007485707235789038,0.052875990037901756,-0.15913897412581413,0.048596922161056086,-0.12222508337852737,-0.03639766576267646,-0.03895256927937035,0.024075976626286962,0.07312169439718373,-0.0723047256701435,-0.011051907879214005
FASLG,0.005008036579058137,,,,,,,,,,,,,,,,,-0.01577285786031939,
CEACAM1,-0.029367000444198644,-0.027891033421012096,-0.023962820179538557,,0.03990765951420087,,0.2010083530882832,-0.0010656937264331729,,,,0.011531796309561058,0.04667498262919174,0.0536148283169757,0.031038156177334235,0.05551383792533912,0.04324328443542935,0.055248244504901026,
PDAP1,0.05976596398218805,0.1298081337171893,0.033621718532396434,0.03174380792920501,0.04551909550173852,0.06951299562576684,0.30269026346971545,0.00038345612851109414,0.049947009068938446,0.060410169285963884,0.004413928566268783,-0.060188554451110494,0.018455091454675106,0.03782054360220233,-0.05749438510088493,0.0005466219932420379,0.07517953536231192,0.007639523933828051,0.015601190548017459
QDPR,0.0065413797514467815,0.049742389597909865,-0.0019595730851250472,0.0538377120324423,0.03046313696930398,-0.0989587871078865,-0.4155936990480622,0.05232728037467102,0.043805031475453116,-0.028448395626108697,0.04315451234781087,-0.05466492836508537,-0.12592711320557437,0.05057674665282359,0.15480114752439209,0.013924087210694169,-0.057423106053318296,0.033073281963442044,-0.06364251174813314
POMC,0.0874315602177614,0.043891657313196504,0.04459706083184674,,-0.006386230310242559,0.08112497954051891,0.012665520584790094,-0.041104134467611374,0.08384307785203973,0.02068121860118361,-0.0712706845327999,0.0635050900169574,0.016691540623744203,0.09477936936525827,0.12002148305342233,0.07156635142997182,-0.0016168907600551683,0.06313735197213315,0.07198359772290847
CCL18,,-0.07463194566203546,,,,,,,,,,,0.03797502908769759,0.11231265424565641,-0.06311799448911051,,-0.07501088342677946,,
CCL17,,,,,0.0355687873881681,,,-0.04418162031240566,0.031803889087517676,-0.022656495062982746,,,,-0.10740644044834445,-0.028886917306103894,-0.043042243108420614,,-0.014296324048995347,
VEGFD,,0.035794636399246134,-0.01535122841286247,,0.012146899380388692,,0.12603129768323612,-0.04707177951000825,-0.009286742623274108,0.046151999027569876,,0.0035268944616880446,,,-0.0168261000553035,0.07471806978629454,,,
TNFSF13,,0.02658888850566733,,,0.03470598955166271,0.029024744431461285,,,,,,,,-0.0008521918645488887,0.08647821400106909,0.05800945275880592,-0.00039832560428478827,-0.023294666772154356,0.15481400144046192
WNT5A,-0.012104588803680701,0.07779649491271383,-0.033218457079285515,0.09732542115157973,0.02804254147084492,0.15345317601611974,0.28147572160514067,0.03155404056200523,0.008010619786392698,-0.03081685187566248,0.027957453641365704,0.09783271743990293,0.03233663169797607,0.041165354175371434,0.017944455144877896,0.029941799877371972,0.08443178371320283,0.0209685199035105,0.059606604925425306
CXCL8,,-0.10243568429793755,0.03864339729707374,-0.16029680671095256,-0.10284953787004578,-0.0373335808197232,0.18403984015043764,-0.06936188765318971,-0.008648218531786584,-0.029402549785352967,,0.018263447454057363,-0.031543604712617225,-0.1938269192049418,-0.32825957269106093,-0.032693508453038596,-0.10025810051908345,0.005938682574635615,-0.013427687442888412
GRN,-0.13508200465520037,0.13610258913379022,0.017440632916913546,0.14952968337159864,0.015212024183504933,0.04720126100828546,0.28354431035372846,-0.008422696553757932,-0.05921024778134202,-0.02899595065022818,-0.030955779179324797,0.11040804337093987,0.05527403918738414,0.12843309844709694,0.048859022064340084,-0.011295093071253731,-0.08501347137245202,-0.09428478235719956,0.09610735493498697
MIA,0.10893112520883554,0.04350145545230542,0.0038111168652104413,0.022884256816369516,-0.017195222016913165,0.08904652722687095,0.16226155696066596,0.01994462370147797,-0.01056171396418854,-0.033254856419390036,0.014767610199129852,0.011916802990297034,0.08940511963930517,0.18287662221775436,0.17011444596156208,0.02807707884600657,-0.07636971249463441,0.09981798169920209,0.17403683932611053
COL4A4,0.0692848168985188,0.06624304842352426,0.0010952557460511146,-0.02072886996722039,-0.03916366831351141,0.09738680603803486,-0.015514514771525751,0.008071097360877477,-0.017742839514588604,-0.032258444451999164,,0.0003264534462678783,0.03944827800594236,0.12549172693506047,0.06477013973569509,0.009021174775335256,0.05513027751132403,-0.021413630745283102,0.03645869941643106
TAC1,0.047854376083369704,0.058327873693471935,-0.01410592992197439,0.061116604347518526,0.028694586785721933,-0.14920882133730196,-0.26381828482886976,0.020162234754183866,-0.041203876339228,-0.016934273967915008,,,,,,,-0.08034529950824558,-0.01879397167382052,-0.037951964817885625
RARRES2,0.11011444938119594,0.03832503754077876,-0.014715518260459049,-0.004064527412854044,0.025833396882821564,0.032864769413659664,0.37136493798031006,0.030084514213576694,0.03197713064682351,0.07585171509893174,0.12427761964706031,-0.01823261730311399,0.09358459672246562,-0.017489947067038474,-0.133096382224943,-0.037420720060863985,-0.04066026715192503,0.015616512201014465,-0.1051465423670173
FGF7,0.08461679481439324,,-0.021305294774707932,0.023146002326124265,-0.00812759650129018,0.02327963790908395,0.10213831988834182,0.024640015851103748,-0.036830488718640454,0.07312464514938011,-0.06099133338687593,0.06630609544935724,0.06610333892870099,0.021762926399072097,0.06492795909719826,0.04582232000158283,0.0798465090710011,0.09473810426727285,0.08488384763143147
EFNA2,,,,,,,,,,,,,,,0.01083390267877901,,,,
HBEGF,0.0837969580469296,0.05699443566356032,0.009444198075260141,-0.005836138588335575,-0.026395387426141222,0.12465089508972958,0.18363879456692692,0.009280363202671107,-0.02384924549366363,0.03246372847160994,-0.08680199724041905,0.008821454620060173,0.03325600874438825,-0.015946389641875714,0.0048082276114228386,0.0376822914650072,0.018938378666868223,-0.03920794153475027,0.14516493371043235
CSF3,,,,-0.06759505041724706,-0.06454972544369725,,0.06373153834956787,,,,,,,-0.13165964675659717,-0.13611500791682624,,-0.021254517806672354,-0.015051823755298784,-0.023642450231582523
PI3,,-0.07272419423449723,,-0.060274898588827674,-0.032208673932712206,,0.10408687379434403,,,,,,,-0.1378578726029009,-0.21844773772024526,-0.018880611001594733,-0.08725755421918707,0.021335817513715518,-0.007126522673838951
PCSK1N,0.07338095892006052,0.09229014147128346,0.013685569592997826,0.09169751866766584,0.054092275980952544,-0.08143059709841635,-0.062429771209611386,0.025921761728911828,-0.020640060773528403,-0.012817376782746063,0.036797764666980676,-0.024058460195200106,0.11584418906064765,0.09296936834905109,0.1396420460554871,0.05096783536247297,0.17277272176677366,0.08557534896248972,0.05212147591818984
NTS,,,,,,0.056854914504569434,0.015032135016066145,0.06208522004079976,-0.016755432190207944,,,,,-0.03173989726673838,0.018376179270695122,,0.047453431531552216,0.05293844521383203,
SFRP1,0.01113919832394247,0.08954508701638861,-0.01952489214430948,,0.08088647078559583,0.11170237885101726,0.038240665980400546,-0.014143110490746867,-0.012660653859747044,0.008952259670915204,0.06751464930385102,0.036883802188287074,0.029446193712312246,0.12589549747352918,0.07855185375035086,0.06944869416128947,0.04089304330889215,-0.021771742373179827,0.0618141422833059
CXCL13,,,-0.02182627120325643,0.10104499996996072,,,,,,,,,,-0.0066799823979645945,-0.06502643379375728,,-0.024235612564448044,,0.03134333928576736
MICA,0.020464824667890322,0.08333629892825156,-0.06542513814058361,0.0448968659240611,-0.034022139697101814,0.03220129425704792,0.23986567818156848,-0.0033811002453527435,-0.017073713575481125,0.08059987523748187,0.026915968149311204,0.02811801870608387,0.053665015814057825,0.09160493920018753,0.07500454300696875,0.0016671477449049289,-0.005581604877338758,-0.05343667729981928,0.04145747369215613
TG,0.052011158602095875,0.07604244721498578,-0.02265359714317725,,-0.06165170447316867,-0.035188086222022276,0.05967663158439941,-0.018936320595402883,-0.009162460125602482,0.00527374404662407,0.04962648409828913,0.04338735174040124,0.013790184269478055,0.010642824559324011,-0.026923432628299604,,0.01207754352134753,-0.014742903289841586,-0.05346674119611134
ADA,0.020466453025817854,0.048558289653127876,-0.024390171778877066,0.01244741725435248,0.01412590840325955,0.00432440932647685,0.2680757950170063,0.02624332120015944,0.043216307943412226,-0.019045956655580565,-0.03155795187282676,-0.03921189548599727,0.06104604456967303,0.07483837162914966,0.17985464790997277,0.00016206316643560203,0.009067204575489962,0.0019381322187118355,-8.245400057150638e-06
LAMC3,0.02705227743540446,0.17255068958913605,0.04115101618618121,0.06672015423335555,0.054107627129615504,0.09847756498958465,0.3115683725336968,0.012399138034574741,0.011746302122626125,-0.0311272787580416,-0.12167604611056297,0.10550100463360323,0.13809648486263684,0.06948956663879553,0.18384653012079866,0.07743544868313346,0.0364689819569527,-0.04308639221428585,0.085975964470056
CCL7,,-0.025226396444714954,,,-0.048086086232098646,,,,,,,,,-0.012098521063669581,,,,-0.015772852251679403,-0.009678324954313753
NGF,,-0.006167748084799364,,,0.0169703439563652,-0.011199130564402629,,,,,,0.032171503451160655,-0.06128070997765872,0.042271786209680785,0.06027553292602258,,-0.02611369025104688,-0.00970003794613894,0.02903458859565399
TNFSF15,,,,,-0.0412306752440148,0.02342386748162504,,,,,-0.03907470712322757,0.046725792622342104,0.1473825734519,0.043820132190552516,,,-0.026814515244355165,-0.041674606452602216,-0.05290862496143425
HMGB1,0.06718910591400028,0.11422724675954635,0.0644360734925739,0.17841216514929936,0.05230219853363535,0.11673715770869915,0.2901857832911542,0.00557715072041179,-0.044438926071690546,0.04864235623211727,0.0051629905808135155,-0.012870678259508595,-0.0918847776569511,0.05714726960734133,0.10799984881695408,0.02521845822391363,0.12346152495862107,0.041440110402155936,0.1149693236342696
ITGB3BP,0.036719621551674096,-0.004372725392163066,-0.02574231061927962,0.07610253920779961,-0.003614958515021665,0.18711466994847012,0.31909003223760773,0.0025529212958310386,-0.022534478635757173,0.026387611977629434,0.01633280953509425,0.038185843294562725,0.09502129225479483,0.037034162276001925,0.0008253640344959507,0.03578482063590657,-0.005914640663038963,0.061255917341811836,0.011331006635461664
AANAT,,0.011159101139489501,,,-0.0009166843425800464,,0.0006735468982479216,-0.025611185534056023,-0.010561714551658039,-0.030391521009831023,,,-0.026959464793911578,0.06240946690692086,0.016315885172085827,0.04326895090090318,,0.008012929495643356,0.07192206053482313
RELN,0.07505885316682645,0.08254010302212554,0.0028905909640223994,0.028462140916382696,0.06932561613318076,-0.05132229998599534,-0.12648828001035015,0.012855696179926483,-0.023532761887784883,-0.0018116632663299297,,-0.12354074473693433,,,,-0.010951075750930187,0.016593363948968886,,0.005104155737827043
IL15,0.015017732237192057,0.006324903950489628,0.0460117373141858,,0.007472237825502761,-0.029011781968008698,0.11309431257736825,0.004917816317733383,-0.022700585852323242,-0.028186731063367176,-0.008855983174937812,0.031775920438141994,0.12633741690606348,0.10890776128857867,0.08571192630105873,-0.005172706638418662,0.0424548202740197,0.03231990021089698,0.043197656747908625
UTS2,,,,,,,0.16030127655836834,,,,-0.0060136120613729265,,,0.05142858678574753,,,,,
BSG,0.04222573223620155,0.1304494667009739,-0.031210889472028016,0.01858758007273067,-0.061656563462343036,0.10882736113605557,0.033926544860685026,-0.0829419893721494,-0.01624640219194805,0.03661371769572616,0.0009420005195029967,-0.023619178263714128,0.1120136798460977,0.11514417154069408,0.02610844515468992,0.019381510005373484,-0.014991723887435006,0.04343205226509928,0.23776665865733204
ADAMTS3,-0.0008094647186022917,0.058931478568640214,-0.003909199853235383,,0.03989948262555644,-0.03846677542889487,0.44559607165507364,0.10380275231839738,0.04207636723045863,0.05854108422605388,0.004296829956082509,,0.001985544121559585,0.11056371137633995,0.1331780012174182,0.00732511845152984,0.11093487772366921,0.06858590923071448,0.16570975350594347
CD34,-0.009566343009040945,0.12930519174965144,-0.009586568406284687,0.011221395189700974,0.012749765507227338,0.028663294442393288,0.26892831596962125,0.04040455497371561,-0.01976068115350171,-0.010437769938418748,-0.10979472062690936,0.06122554701508998,0.09580679221349231,0.17030762187970683,0.1483366296027068,0.02270054791129795,0.004299614450289719,-0.03665469866926638,-0.03778215895109523
CCL23,,,,,,,0.0473317328762988,,,,-0.036871265391559625,,,,,,,,
PLAT,0.06222418975420409,0.27644303512630963,-0.03015696445763152,0.10442017659885801,0.10943977763456524,0.1370093141564146,0.3640225824431375,0.018539184443689186,-0.02408343601945576,0.06979429283173016,-0.07151286299632155,0.034305997497907754,0.05309734134541808,0.24488103315774803,0.2504496497744581,-0.020958378182851747,0.3327325182580341,0.004134790280643953,0.2686053531973256
NTF3,,,,,,,,,0.0494021073038011,,,,,0.07824104695306741,0.17204735917808492,,0.1351562142814758,,
LTA,,,0.029375101432933256,,0.005064749954525783,,,0.007519038916663381,,-0.028186734542750412,,,,,,,,-0.02245998451588248,
CKLF,0.06304364705773438,0.16923545695306957,0.051665130757024676,0.08479582773654665,0.0733392658483477,0.11956266592447819,0.34746240596716427,0.033863299201148236,-0.04552120488423908,0.033939539345661726,0.10405029430941219,-0.049575944900385555,0.11255413358017675,0.1438034977114269,0.23955677979043363,0.024893123466474227,0.07947541021811891,0.08992596383442118,0.05848006026135978
CD24,0.09400110488696684,0.2401565820324844,0.1234145680691919,0.008944143453721628,0.01147102506354683,0.06612220314473796,0.06724962828759694,0.04369151797074541,0.046958668682583575,0.05961718077002209,0.014063320180711155,0.008260349659058554,0.11969907049838449,0.15480398648880295,0.13186459469998518,0.0052345248014459165,0.14434704962697606,0.010846341472244192,0.004210892514867181
HSP90AA1,0.02281426465408057,-0.09598284007932069,0.06128252789449798,-0.12344274757324485,0.018592701971773963,-0.14838953107714237,-0.37503320150001446,0.01434891468808444,-0.061860977751374564,-0.03712726225147791,-0.11996929803085425,-0.015190125477744038,-0.09566943130540102,-0.2425142732832006,-0.33998004311305097,-0.0002608753057183015,-0.1274808053388297,-0.023919752950650068,-0.03815944920960137
BMP4,-0.032749732958150334,0.04001434062623641,0.0004625928062311231,-0.021313949872123338,0.009260578164337839,0.16630372075925753,0.05239159559954538,0.06827012963980109,-0.02261104186607182,0.07483632655675723,-0.08155038335832075,0.040606521471775625,0.05772271681104874,0.045421587290427855,0.06593734096666252,0.006404296052783341,0.0032288911019711657,-0.016578141322651837,-0.023997534840603473
SCGB3A1,,0.08279166905383155,,-0.04935661630655343,,0.002148540498703797,,,-0.008908909525173815,-0.019668330609956486,-0.010697567463562579,0.10535211755370698,,-0.006828810434574576,0.08842265299757883,,0.013486292272246335,-0.007941324183252371,-0.04362689040861519
IGFBP4,0.04126461175442981,0.15778937609578375,-0.0030378215435794323,0.045046597600287015,-0.0056487803154458656,0.09044439479230912,0.3520926374008431,0.03067916340935633,-0.03923466314359682,0.05429335681273108,-0.11972338675183396,0.07223866463860462,0.043950959502342644,0.08575814050399563,0.10582519011546472,-0.0057947012669990056,-0.016441320853464985,-0.059061990662204605,0.09358529237461588
RSPO4,,,0.0028688702656471713,,-0.027481358529203283,,,-0.016225147202603835,-0.008908908222044263,-0.030379423118122525,,0.09505180353318526,,,,,0.061258796673368275,-0.015726253161295896,0.03742338882415931
LEFTY2,0.06330006752972027,0.1533861153464827,-0.024257122559350634,0.10328055667869694,-0.019950559164492645,0.04161928081937725,0.3936860771408021,0.07215763338632909,-0.009768726823813087,-0.03479620901388086,-0.15492314589247702,,-0.04166437458445149,-0.013484219594585609,0.0824459476772098,-0.03130585065962149,-0.09315257732270275,-0.04355687256933006,0.14186160791344454
PF4,,-0.042346244908321944,-0.02179744407800073,,0.0013085857953345004,,,,,,,,,,-0.023790229415600352,,,-0.02245997931847547,-0.046820830897784396
ANGPTL2,0.07452988452082211,0.15495832244717225,0.031437641370763256,0.07394573556433433,0.04473244809169509,0.17062443834192823,0.33705086999293504,0.07849313187178242,0.00335554736615689,0.05635484157731019,-0.12500010611021659,0.02713810588449588,0.08155751020941807,0.18353922735359607,0.20856274836486083,0.021873875849478627,0.16186480088551955,0.02391640293378137,0.25742782714448376
LRIG2,0.024325200943838093,0.024611963548003286,-0.007455704447058222,0.07344305665972989,0.03493626278404794,0.07158430613399983,0.1853680688111492,0.02935056572769918,0.07134556096380239,0.04608708980310257,-0.09056187108118312,0.08764108655099552,0.04416159975462376,0.09942653576009959,0.08635096696794767,0.017870816721745227,0.018038432102410677,0.05439551879226614,0.13264544483541713
ICOSLG,0.03534496979691905,0.11394151894929047,-0.008152576657725384,0.07416477615903824,-0.011908271264218345,0.05274847163161377,0.1399702734347262,-0.009183438370215723,0.05115857707108993,0.045030242731656185,-0.04383270616015516,-0.08935181836420322,0.03428777462192057,0.08030836172637307,0.20411984824602913,0.1192053849080322,0.09011387758175868,0.002439311746774369,0.1735358691464632
WIF1,,-0.04493989050858671,,-0.020697808339579047,,-0.1506314200282285,-0.22823520791249624,0.015205328188277053,-0.016764720726644478,0.06704632743534962,,,,,,,-0.0642012970819042,,0.04429166263023162
NPPC,0.017602641579518036,-0.003717997903766081,,0.006768523056879197,-0.021284434498593165,-0.03046127270597902,0.019082512643052857,-0.0021779536385392404,0.010418957448852365,0.06620048519631103,-0.00851233521689009,-0.09287507604700976,-0.01955170019916106,0.035493225188299365,0.11871936741937594,-0.01203118273344348,-0.052746685076536966,,-0.008507049100913402
LYZ,-0.027220670635260485,0.018722088727682967,-0.046740970487404165,0.05457297617645252,0.0944263501062815,0.00844384979132404,0.2506128926178828,0.019980309998814488,-0.018649748966438427,0.022521410857211443,-0.08904487674448418,-0.01110518451791011,0.06498449689170982,0.10749509457595163,0.07480329344678757,0.003311336545823577,-0.06455569274717816,-0.024547053666943656,-0.021790321243623637
EREG,,,,-0.026772541223348007,,,,,,,,,,-0.02983470107501371,-0.051381278396353314,,-0.10024693199125971,-0.009753468222355776,0.03460773477500512
SPTAN1,0.03332611401877468,0.1459626033493926,-0.03517859923951246,0.04429951856925006,0.09981984017867752,-0.0763196208406831,-0.09520820228313437,0.09902858355589597,0.0031383525711771994,0.010007171066848118,-0.07667796932144802,0.06358524040159376,0.1207338173685276,0.1550179708264002,0.2057663435285008,0.017935211328153573,0.07796312319092749,0.10894296951144553,-0.034412592846797145
PTH2,,,,,,,,,,,,,,,,,0.058094950415170724,,
LIPC,0.017636572038347155,0.007106114384654797,-0.011511890449827632,,0.010346376668041396,-0.04498983482336212,0.1020960741720962,-0.004755767137252026,,0.006352884745778094,-0.03454460391474472,-0.05752019736863953,-0.03570667673552457,,,-0.04914785380404026,,-0.028397914909586573,0.05649327647408667
COL8A1,0.06675707206026409,0.10919786446226824,-0.039409836412667876,-0.028211206306716273,0.05027581741952283,0.16695974585940682,0.12928524256569945,-0.008476762128677593,0.012564012322084794,0.07159121178644882,-0.10197943184660309,0.03131659365308306,0.03574210531481893,0.17953866021175016,0.061246383754287835,-0.023273049842458364,-0.07616963235654223,-0.06518144108960998,-0.00013909357134253453
GSTM2,0.010223043268450126,0.04081731623290586,0.034240576510221485,0.026130256451982154,0.0016638414191472769,-0.024533368166152158,0.09204957076598494,0.020949165421681588,-0.026331843060027695,0.03011954975953004,-0.014991458137596163,0.012278018324903254,0.08401978028564903,-0.005999244868897448,0.08070889363287065,-0.022522315579381162,0.018302927847679465,-0.022652154933552427,-0.03338755161223426
SPX,-0.057461047862304424,0.04154149657982271,0.004144828768542032,,-0.008833520900081411,-0.08685468674393314,-0.09626341881373641,0.03156285774220351,-0.007340845754831049,0.013610142256101925,-0.007101646344494593,,-0.044027323942885103,0.09606609047194498,0.03479542062020609,0.02716142726753479,-0.12322881716938999,0.11461397235065453,-0.15514810439527188
MFGE8,0.025750182012954842,0.06540130034576734,-0.05288149266750435,-0.024377580103049714,-0.005674938406108208,0.09021212307315853,0.11886469160628571,0.008413729358936731,0.004047070940453242,0.06708453709930397,-0.07503845067549131,0.10604429117184155,0.10929932783410919,-0.0024173735378364256,0.04865248009206536,-0.029491137636058252,-0.005754660505980131,-0.030566325273061145,0.06845763771987172
TGFA,0.014514458482091668,0.12585215377661657,-0.012892881240359666,0.113953434948871,-0.0006344588315450141,0.08697548194442861,0.14972895248363613,-0.08594128521121988,-0.018859428059888425,-0.0201903638167819,0.09328066386486217,-0.10132186091322617,-0.019941099338858324,0.13636215752472328,0.10738544464252828,-0.03167466221920439,0.03850964449595975,0.059659877624829605,0.1010253170162466
SLIT2,0.060981270306542726,0.07627811344824746,-0.010563780618416117,0.14284274023349292,0.002623778278502693,-0.02405783622268233,-0.10679666244303741,0.0017405725755127268,0.0661161717458009,0.012494876628370446,-0.07920674496954867,0.00013807458012225928,-0.045617872176326756,0.17651240865265883,0.08247543400348227,0.019252209415110154,0.07145679884269197,-0.04626399446513732,0.11931437492689026
PLTP,-0.06399044440542277,0.044891967251261176,0.009564607785004835,0.13834668921792764,0.05832970766954803,0.056049850681448736,0.3957786665186812,-0.01606865290144505,0.070567430359875,0.01890290072686582,0.015770228807604755,0.05161665592917939,0.06858132607074564,0.14178198317505697,0.15973387160492566,-0.04687214584846854,-0.09500169777836148,0.03626641508741638,0.10873807634664982
APOD,-0.03585166849348903,0.15308200112999398,0.07014090932411547,0.11638841873452438,0.06357707702668136,-0.08685072520010384,0.09080473071892049,0.016311258905246,-0.03782218895358478,-0.012520809128908579,-0.10840336347504186,0.018495479667981728,-0.13300461545936856,0.21399491688522826,0.3071823231309954,0.016443358373230722,0.033216802167790424,-0.022575163299417205,-0.07873891952258534
