,UKF243,UKF260,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
TAC1,0.052358515759287266,-0.016283803030871888,-0.006062780902069398,-0.044761524630873246,,,,,-0.0007400197485834295
RARRES2,-0.015010857086392089,0.0887553525408808,0.015529847960823807,0.06494123454293674,-0.02508643610444992,-0.09191316827869664,0.1363129767475035,-0.02601380727248437,0.08506698889085437
FGF7,0.04426442263025774,0.03550091504851753,0.018296300775380657,-0.005863355016102574,-0.028663889742704302,0.0481495206475375,0.10662763919031347,0.03898025388943325,0.022704109895399185
HBEGF,0.052862202900096605,0.057608793943883414,0.06888676795947911,0.00032066487232584325,-0.025869597787230813,-0.002484186036680004,-0.007222260668318154,0.02606257454203463,0.010277609866295882
CSF3,-0.018594157273485866,0.03929146141967141,,,,,,,-0.016389523392972102
PI3,0.013505394487814397,0.05572256139415291,,,-0.052383911898327695,,,-0.021380331839128686,0.011206520383606115
PCSK1N,0.040013527015716165,-0.016796536279882347,-0.045663056013756614,-0.056736175372340214,-0.04222999147542693,-0.08829514464852652,0.046328207791811044,0.010318962114704256,0.036339491719043555
NTS,,-0.014507497410893602,0.0865331443014838,,,,,,0.04300752008564669
SFRP1,0.04325230509149549,-0.0252071011285444,-0.021447182919081747,0.022345349919274598,0.03211423357257269,0.033824284271655986,-0.0107827867184216,-0.0074000097423855445,0.04622048035123884
CXCL13,,-0.024980559127773947,,,,,,,
MICA,0.006518802703268191,0.03969983193942017,0.10689850295341045,0.031654749316297845,0.012166365750282149,-0.05722919450167157,0.0034842997159801703,-0.05333491047992512,-0.05050029809483297
TG,0.03305308340290149,0.03188110107404076,0.05749333092804016,0.024264858718655753,0.03511540173017008,-0.021041631005048547,-0.0425531043404691,,-0.019266690648542775
ADA,-0.0423297151531464,0.01208268748830032,0.05588296027041316,0.09578889178706959,0.02078390506384946,0.030066469090029368,0.09552522805744344,0.01900754119675035,-0.02160144353321127
LAMC3,-0.03951905110271819,0.048691982770814275,0.03658253421434468,0.0008933891653718666,0.08185324339342852,-0.00913447972006773,-0.08403040738798682,0.011363768943429328,-0.045229720304110425
CCL7,,-0.033119609315061915,,,,,,,-0.01717463180246099
NGF,-0.020687078511710068,-0.025214934836749366,,,,0.10107839778678246,0.03348965231558762,,-0.051420329981381366
TNFSF15,-0.025592497936850384,0.08019100942857729,,,,0.0023576192674936445,0.030828403067647985,,-0.007051731980925026
HMGB1,-0.010755472518516008,-0.026577673280931732,0.038556204525071254,-0.0024244147902847766,0.08025107592418547,0.013933701962373408,0.0032455041663995553,-0.0004644450357622182,-0.0376128607905364
ITGB3BP,0.05010525817543309,0.06043077055614804,0.007794606254231743,0.030969884171315427,0.030602902805181357,-0.009150090616514865,0.049386980859608964,0.03266721109979457,0.04692585029723059
AANAT,0.03199043224795388,-0.02209546989516924,0.04745853520070036,-0.023795721552487468,0.07790872894309542,,-0.027220195266767798,0.07267758529805293,-0.01817147666655961
RELN,-0.03566899724700048,-0.0026659334297567177,0.02251840210252588,0.02407148749438419,,0.043446748564078055,,-0.038925233968748606,
IL15,-0.03637929405452181,-0.005671996879206756,-0.02375339571470952,-0.022069431919572877,-0.05136779119006911,-0.04819324799439328,-0.04601405265153112,-0.012887699177747222,0.013003495671683333
UTS2,,,,,0.03002051350040501,,,,
BSG,0.06914546274853227,0.016004229197290266,0.028497400493084163,0.05247879257248303,0.045721516353868064,0.06820799045252746,0.005653874217990077,-0.04540887341432699,0.01225430830490102
ADAMTS3,-0.06785358241662914,0.01848858243599608,0.04530542961734276,0.020114887663630555,-0.020753112270212048,,-0.03259341270120773,0.04142272161181943,0.030883931095914644
CD34,0.01387509658734989,0.07431599008511691,-0.01647840900859686,-0.015676924127865022,0.16593706948420647,0.0360201441936421,-0.0372334609541047,0.02141450616068949,0.05444867603244975
PLAT,-0.04534647585881418,0.056650159343508026,0.0920373922795194,-0.010527790750184441,-0.0024982206090633325,0.0291969788595011,-0.043767759926568825,0.004051173198309566,0.009038293044490832
NTF3,,,-0.018953979383389354,,,,,,
LTA,,,,0.05383143418062515,,,,,-0.02445606908593118
CKLF,0.08519366040009271,0.04431602117742074,0.0033135132165324935,0.058417678857990055,-0.02939049979202381,0.07136169839810418,-0.04383854291849708,0.025218310786980752,-0.04248786485465613
CD24,-0.007732373595223778,-0.05843103001239902,0.022799326277841304,0.09827199387829211,-0.08318602116190497,-0.015223955125018982,0.10705330112154801,-0.02943863836761138,0.09264529172713915
HSP90AA1,0.013600607614989478,-0.02923825920366029,0.014754885884755127,-0.04234496841535891,-0.030986648453986534,0.00897191867992236,0.024909078770318498,0.026335205077242903,0.03225781116350253
BMP4,-0.01826239033491422,0.06457370203517203,0.013398008781434906,-0.018805437745424085,-0.0021468721676060998,-0.05757190410767614,-0.032302341072245055,0.023597567266647048,0.05476578561637403
SCGB3A1,,-0.02631297696817405,0.06090168022547405,-0.015399759638400302,0.12479799143983569,0.09652004786951787,,,0.012528779545952794
IGFBP4,-0.048518586328215124,0.06126250764530907,0.0006429140612527255,-0.027855702351862115,0.06481059147792638,-0.015021476225113137,-0.04820143571345801,0.016753699385374448,-0.038957051003445355
RSPO4,-0.025271387319436404,-0.03036945273153226,0.09854328604366328,0.036203464286699155,,-0.0371102094056866,,,0.04529272436759653
LEFTY2,-0.013012435586426993,0.044794650600979286,0.05438158585388963,-0.027244470604436764,-0.0029562986341625857,,-0.03478510264392812,-0.011878466101910753,0.0723218630638705
PF4,,,,,,,,,0.044553875774730946
ANGPTL2,0.026186018601720082,0.012299209671089672,0.035061401821314155,0.008459273626522563,0.04650943886613433,0.11236788528433417,0.010880841493720041,-0.018208718029621342,0.008441663016873465
LRIG2,0.01923430029837465,0.01940635439655062,0.0669228043176872,0.03615101000057604,-0.042364034681519364,-0.10400609987833448,-0.027224994486106713,0.07165568541511888,-0.008276833889563994
ICOSLG,0.03035972680667189,-0.01785462234416869,-0.009021233669639507,0.01690060182426601,-0.01206360830994173,-0.02143755083343076,-0.015694686808753543,0.03094381670086336,0.012254277006196808
WIF1,-0.028233974350678762,-0.04123057179464493,-0.02839948362815829,-0.006999313952021954,,,,,
NPPC,0.03212307644776164,0.0022843256230777606,-0.020973791078861572,0.0416173345883757,-0.04605868844456898,0.028418731976206868,0.1230440720988159,-0.029529687417344984,
LYZ,-0.03904552622629843,0.020869526039605586,0.09261474995647406,-0.020410118473430543,0.04761307780815358,0.09891666105843629,-0.05824096669567022,0.024411187725987014,0.021354870418867508
EREG,,-0.025687331010655817,,,,,,,0.050397667367901036
SPTAN1,0.07013493437698741,-0.05119657799598504,-0.008547324905728236,-0.02544741433222654,-0.041235211669870056,0.06368502811057486,-0.06680837129973335,-0.012277893737229621,0.01555542521838238
LIPC,0.004661028294443672,-0.029402628770083268,,-0.03466901801048049,-0.03320668039193257,-0.018930049833551614,-0.024427482236061004,-0.022167141603825633,0.03602011576020055
COL8A1,0.04644887111686963,-0.002292977639638131,0.030808120535370617,0.03990580820418022,0.013073284138757447,0.01831890988463282,-0.06965333897505138,-0.01089316429384878,-0.012709962372096283
GSTM2,0.12175717590404375,-0.046283966803498916,-0.025473699744126093,0.04395738432714728,0.023322600006353916,-0.04863193825742917,0.020177778096027346,-0.041893025767514074,-0.03575688503550655
IL4,,,,,0.07286094434132487,,,,
SPX,0.04552577430963132,-0.025345945788862418,0.03232052819799041,-0.04190673623032508,,,0.009048940849792506,-0.004671988742922223,0.007861740817892808
MFGE8,0.009347998031117116,0.015884757542092627,0.005582456785368998,0.03967222911976997,0.07661932633524741,0.046734345627961846,-0.0031119693086268476,0.010284638793799844,-0.05602347155534161
TGFA,0.05611195768645657,0.07339021803165817,-0.00358528156625475,0.046383810093246707,0.044069804916085586,-0.011314808711998579,0.03454576443047864,0.03478375874996263,0.08017699251559432
SLIT2,-0.051214173499509505,0.04590380043373487,0.03059906910307396,-0.021784661743145996,-0.06225727244039909,-0.025700338553893174,-0.03686019649837185,0.0847448906845228,0.0011068890291472146
PLTP,-0.019426567283283257,0.037042370189683906,0.015254123334713814,0.03464349341739789,-0.055119640857763996,-0.006547354863716244,-0.05499160805529405,0.06415316484459652,-0.016572073290224983
APOD,-0.07149652900932563,-0.08587263934863078,0.03261200065087054,-0.03811425328034013,-0.032166026000575845,0.04084505253436419,-0.013776380048415677,0.03457867296900776,0.036958738372014174
B2M,-6.772087997541833e-05,0.07844070743678562,0.03939319110937561,0.030731262157851914,0.13110288363273656,0.08477410959071974,-0.16940208703768317,-0.015393464808859631,-0.05993497877989826
OMG,0.1390286997825282,-0.07303629213631585,-0.0020706478199471164,0.013259615387821878,0.04228023768422206,-0.023305450631129404,-0.057956044108956585,0.05819668150438028,-0.0014314618407844507
CXCL3,-0.0011993094357852308,-0.04285281512079516,-0.016144945392030752,-0.015893989417792798,-0.0643314871487179,,,0.0014401919857234618,-0.01333761241121625
CXCL10,-0.021864497069941452,0.10513455759832177,0.09206538530220776,-0.025257472639888198,0.023312779527580454,0.11265246903314771,0.03616301368939842,-0.012729806342128024,-0.009013824370661698
RSPO3,,0.032856716781132084,0.08360035639903075,-0.016608912614954213,,,,,-0.017428892944118
CORT,0.011219033986184195,0.03691982489733638,-0.028120515527430525,0.0070277542991830245,,,,,
NCAN,0.05836714645762777,-0.029377123357777004,0.02001631391996617,0.00938112975402608,-0.09534826549483967,0.09281334272581394,-0.1242805605160611,-0.009399170246540642,0.04606463605570979
PRG4,0.08363884017020097,-0.0210521636588207,,-0.019418564401417704,,,,,0.028598454485415908
ZG16B,,,,,,,-0.03025974405103637,,0.055831889664966966
TGM2,0.11369882658217548,0.039321404179789486,0.04551615449830594,-0.022216605109148704,0.07876533537133995,-0.012813351324207835,-0.0898378890137064,-0.034554922442470354,-0.010185215564339854
VEGFC,-0.02774564868074296,0.02621153127708312,0.03650994476354618,-0.01981741899296983,0.11936299527502695,0.11927918199455895,-0.03922263796739988,0.09181245366864409,-0.03499778390444834
WNT6,0.03422774810759268,-0.016316764125817965,,-0.01729564257831579,-0.013729045442589478,,-0.02877702014514126,,0.03914634866667205
NRG4,-0.02622399733540975,-0.029986054087139027,0.008816520553876125,0.006754912856172516,,-0.043898101780045114,,-0.023215625733329158,-0.01742889489748108
PMCH,,,,,,,,,-0.03758331846463152
COL9A1,-0.04085371571590698,0.013109880762228882,-0.03196898373935998,-0.026343927756134016,0.08301335389230179,0.04086755043687606,0.003812191656595006,-0.064793147268393,0.011456763510046007
GDF11,0.04815793885033121,-0.042568820431992026,0.038535986997760764,0.09178065994911515,-0.020642324117099656,-0.041485088400285225,0.014049338866139934,0.014863759202858769,0.05095960741712929
RAET1E,,,,,,,,,-0.019119373866898087
SORBS1,0.005230926720930942,0.002763694925767924,0.06329781786588144,0.01969726766821224,0.019413061358210776,-0.04375620521167731,-0.02928397504084633,-0.008040601952834948,0.04347444833410842
DLL1,-0.010629322404851396,-0.03866526458063909,0.011100967867417304,0.06656494785377244,-0.019028143450300707,0.04507845604070487,-0.005271284712846438,0.06768256051753596,0.04385992472429005
TLN1,-0.07080075503991576,0.006964829680955821,0.0086115460584837,0.021285376328345398,0.023852379296002944,0.07796553684122166,0.0023591395358382493,-0.008334706880196842,-0.038358347607393525
COL2A1,-0.026841988171387,0.02133853837181496,,-0.016135662343029086,,,,,0.05630719418712276
SHH,,-0.0058428449442945955,0.015335593980969044,-0.015399758292365442,-0.06369522918751896,,,-0.014215531874677678,0.02834001361127578
PON2,0.10929869930924771,-0.09001642585808119,0.012031933906488318,0.03576937502654359,-0.004302439045508057,-0.047588865880923335,0.007888673226051131,0.005250595995219531,0.07624423243749688
ICAM5,-0.0029417158834299994,-0.03549300778097679,0.01798346753906744,-0.030074896096656468,,,,,-0.02670481607189958
HPX,0.06985036790429798,0.01239567787855848,-0.015091716022993822,-0.0043353109792376755,0.053174290322349174,-0.022955799927221434,0.040373897953080766,0.0014548664897279164,-0.018674514532253685
SFRP2,-0.0349467154444033,,-0.03919658666166549,0.03712748291041019,-0.03174243595517407,,-0.0644275158121637,-0.050984976701781114,-0.03417327826846282
CD70,,,,,,-0.003445791778109202,,,-0.01006910832080736
HP,-0.0020865437554067733,0.0003129410732532261,-0.022874101621859252,0.054142398189473515,0.046521349644724055,0.05714562992449116,-0.026731613017673704,0.15945978755800672,-0.026071720493659422
CXCL2,0.019993022143748627,-0.04462547537141801,0.03459463873572799,-0.019551081245837692,-0.04494316659653644,0.04338268616458696,,0.02657884585805778,0.05406171433789434
NPPB,,,,-0.019817420434347546,,,,,0.005836513156936023
CCK,-0.027196410208699884,-0.05988659376793938,-0.08935470425788991,-0.05861861634146561,,,-0.017768494879203556,-0.03670586723583925,-0.02293530836254905
SEMA6A,0.09266619427982568,-0.03949611884970488,0.012979802084426381,0.03038422922962302,0.04384801779672325,-0.029888877909103793,-0.017075714831738545,0.03213545519535585,0.0011139886122388204
IRAK4,-0.01480752922584099,0.02948486163103283,0.05831798599256252,-0.011689977531930547,-0.04997295997694609,0.08526281376450676,-0.10070933844089629,0.005438441214669706,0.05060910474394148
GSTP1,0.0682859050791105,-0.055630513550538545,0.08394973831704267,-0.021376980128229372,-0.013952286092639042,-0.0060847785090159074,-0.024764763200796545,0.011934223572122758,-0.03657721961729134
VCAM1,0.04231216338431063,0.033937614827670125,0.0016054689690067458,0.022188868206394725,-0.06418977329715,0.03218394259062144,-0.05246907747782986,-0.010536513511136119,0.0001137208889326586
NXPH3,0.00901900976805891,0.03664872545613552,0.046709839342869514,0.0904597267193373,0.010738356018773168,-0.00975089906549238,0.010166394633343848,0.003130864423325978,-0.02598973719950188
MTMR4,-0.028828557380195144,0.047760954196521044,0.003940751586589982,0.03794885889618634,-0.00037675748773857714,0.005257786172065613,0.045943654733031546,-0.01909062339204986,0.05298170854795466
LAMC2,-0.0239476685669787,,,,,0.025126453584081464,,0.13911005260456996,0.058701958003795726
IL10,0.06634337315845452,-0.04569313739839314,,-0.01773940874438261,0.035811932317726336,-0.04878121408550806,-0.024724838401366578,0.0020206449847139265,0.028398559606052077
SEMA4D,-0.023037037697989666,0.02433824459791237,-0.005487474126651744,0.02894526155444152,0.03320602097509169,-0.02712568025129404,-0.04106212897581102,0.008098180644426854,0.03949678777225667
TRH,0.04526963563724729,-0.0185033569447736,,0.0767891330265075,-0.061932468570745566,,,-0.0052666679661843,-0.01980241917618366
SEMA6D,0.039030608934893886,-0.01627632629736702,-0.034661571466888745,0.004964280500387062,0.018085268537835007,-0.0464988634132291,0.010234307633750082,0.05542775881929943,-0.038023452469059436
CEL,,0.036818074274498035,,,-0.04065854160520192,-0.0074436888993395615,0.11011514565180482,-0.03178956934274541,0.08985498233516494
PDCD1LG2,-0.013250059579595692,0.05629265451555735,0.03303112793219229,0.0499113433053754,0.054460689563175575,-0.044774191043259436,-0.03687985508263546,-0.0045541500098919205,-0.018325164262179026
SPINT1,0.025690238381692196,0.07140524471159836,-0.02466318423820179,-0.026037633070021545,0.005870502331964449,-0.04764663484886369,-0.07362950480272673,0.01650836409144569,-0.0049140907801459854
CTHRC1,-0.025001674739721015,0.034919264923327156,0.005451033285641633,-0.04186947481398533,-0.006134937407238157,-0.054648012610397104,-0.05671762402296225,0.015013192582473476,-0.0315352069221198
PODXL,-0.026060478508260584,0.05975534450357518,0.047772016053269487,-0.015160217123059374,0.0012459786500515781,0.10571540487043345,-0.06926813188971816,0.015383463895263096,-0.022627524037925315
JAM3,-0.02417301262790626,0.0699028754143184,0.025909917468333068,0.002018936153554076,0.049110721268969634,0.06045076565364094,0.027389647119860402,0.03417266029581921,0.04835741096453949
TGFB2,-0.01809353659158173,0.04413617771636259,0.004202035897060154,0.006245456074010462,-0.044125072454508335,-0.06857541969914144,-0.019993248249675414,-0.034385295757796676,0.024961078985433812
COL18A1,0.060328989961297035,0.03621711681850241,0.03308093551085874,-0.0033873896098345862,0.09743207099353375,0.0575723877390708,-0.014899213276990925,-0.0037263161192606542,-0.047690716189642136
NODAL,,0.06039398240604514,,-0.0030982043196111707,0.16311108693966553,0.045680909828114895,-0.009229325149762758,-0.03376587105452029,0.02107965898912332
INHBB,0.03261669502879695,-0.010792174575331616,0.00720039963242734,-0.00011644600384811816,0.040295235190391916,0.015762931521588357,-0.02811954510809483,-0.04058205388180688,-0.008593343746724895
LCN1,,,,,,,,,-0.020025284094242677
ARF4,-0.02037634609876129,0.06205566568677106,-0.03955562621795405,0.06283783706500966,0.11257505754406091,0.09080477024253829,0.03734655686459561,-0.037098477764399465,-0.018892573334624452
CXCL14,-0.03879491218003747,-0.009194558539593488,-0.037434394323603716,0.03679844544654208,0.049310217447569284,0.03608781720993221,-0.02925177183879437,-0.007952957573112785,0.027780430726520502
LIF,0.035126069234673346,0.04793426212274946,-0.017891573882193097,0.05238165251064966,0.07320758470221864,1.0800407730445855e-05,0.017200068055278028,-0.023550322749317953,0.030385436010043745
IL17B,0.05017187858128506,,,,0.3240647533084095,-0.041917267722748515,,,-0.009417997753325491
MMP1,,0.021856324248346375,,,0.03330979247613593,,,,-0.05419976179338203
MATN1,-0.022552785825984713,,,0.06760973647717068,,-0.045803341038192315,,-0.022705134263377332,0.06407293039917367
ADAM28,-0.06521672930998362,0.030803696769842456,0.011063447327565675,0.09273087835585003,0.008225826496941636,0.005217648043980398,-0.020775201522329232,0.09438055395611551,-0.004587595550762044
TCN2,-0.027871836192000822,-0.010024578319742006,0.010546232064746966,0.020102948149121606,0.1423982444282806,-0.06960374666778,-0.07181884080982334,0.075143327133089,-0.0506618690246787
THPO,,,-0.01861788165630609,0.07009762788632776,-0.013383944137152215,0.04366867509645707,-0.031212271377881216,,-0.026071728430456496
CUBN,0.10810066393889109,0.005550469073244145,-0.026730110827674892,0.039268047219898634,0.1286701977716669,-0.06947669392832974,-0.0138256109576433,-0.05310103404447965,0.010138459525319395
TIMP3,0.032422561804510065,-0.0022176443696464657,0.007800393088891315,-0.03661397781589247,0.14962963288329442,0.012525666409661577,-0.013028212009307429,0.013054160162533782,0.012853256211023425
PIGF,-0.03814161717565184,-0.05216341507806563,0.043235534395252864,0.06002366423448244,0.0355387469225876,-0.049298011464308046,0.03876897343506985,0.0368934914443641,0.0027981523996994787
CRH,,0.000220482983002706,-0.01624172042941291,-0.02206942988597027,,,,-0.009315140220392636,-0.029694933329189578
BDNF,0.03574387998422429,-0.0024715252931868854,-0.030286739242658102,-0.018172899859557747,-0.008021733092430112,,,-0.04864594740062461,0.048542350939212414
CCL5,-0.05522277699259617,0.12554068820794967,0.053294439267306336,-0.021889966162348316,0.12919584779406834,-0.02445387637513882,-0.014231457216659395,0.08064413344218915,-0.03794374044910649
GAD1,-0.0004914944206217834,-0.04638798888755824,-0.01272269334266001,-0.012808195937204487,-0.020969659270344165,0.07123819772157074,-0.08059885206911785,0.0414383371577886,0.07266758079376565
COL14A1,-0.05389342124760517,0.07172289731429328,-0.024386819507895896,0.034661877619094734,0.13852793537871796,-0.062055862035592886,-0.09283922391518067,-0.020521549726984677,0.044713034116883564
HLA-A,0.07598036835834698,0.07604916182353741,0.028433513261363175,0.06380424671512566,0.09385824080437741,0.019713219485525763,-0.012670750243033897,-0.04165660197979803,-0.004377968065864504
CD5L,,,,,,,0.04780200400791057,,
FGF18,,0.031416701460514514,,,,,,,-0.01980242076491621
ADM,0.01464941140061574,0.0554431340637678,0.010785307319915055,0.1196896444951023,-0.0799302666267236,-0.025906107452295726,0.08530210050917934,-0.0419261377586997,0.01854621317767094
CCL15,,,0.014315093456874737,,,,,,-0.0171746379920856
GNAI2,0.030701078498721137,-0.004266896291357202,-0.010928788900191631,0.0012907317069267273,0.00707636415775595,-0.014510391894682157,-0.11190845507129805,-0.043645520511892966,0.014953287638106763
HDC,,,0.03895877607215986,,,-0.05227404747215916,,,-0.035546576169102416
COL11A1,,0.00658175632453592,0.023947210116581793,0.005624573409198431,-0.038083384637060375,,-0.04205864947442579,-0.03388598727885953,0.049196300384705155
NUCB2,0.036582147865928505,0.014373337037311027,-0.02022551713425346,0.010831776556708951,0.04893747919636171,0.05964283837993835,0.014396911317080218,-0.018432578200824046,-0.04233941642356115
CXCL1,0.011639277164511979,0.02860781970921139,-0.016942383457188452,-0.021889969873606356,-0.03021692399217779,0.0004925003257228881,,-0.0033124015706185073,-0.004082361711991725
VCAN,0.029567861978102107,-0.09079873296881269,-0.03071382743244735,0.06357937500573907,0.029233116799835323,0.026763103523083982,-0.04986848891934269,-0.03552794096316916,-0.019139506402286028
MMP7,0.0016951758507484584,,-0.03272901450120603,-0.024939309787259566,-0.016220252989122236,,,,-0.028570290900006325
PTPN6,-0.09246783251141624,0.013072150332366776,0.005285891173298679,-0.01829620573132928,0.05105880918196154,-0.07047141790947165,0.01018751227781198,-0.005960769832796433,-0.028179545509679216
PTGS2,0.05798957544640483,0.058443193893456376,-0.036132937945921796,-0.00936977293159224,-0.04787502143176475,0.04609192283442048,0.10323266568444961,-0.028069328673431045,0.03541225474303733
XCL1,,-0.019674944087515567,,,,,,,
CD58,0.04756437724662682,-0.03971508913031325,0.019482859077982577,-0.019400566394029865,0.0017309946720581394,0.032417934406968274,-0.0855650015789111,-0.01459461698972911,0.02173253830672664
TNFSF14,0.01318021267383468,0.06143632112393934,-0.01654825046145332,,-0.03901060002276601,,-0.009661755877821284,-0.035234347124125806,0.001012352815675859
CNTN4,0.025753424540654515,0.01075229909731379,0.028637570211933347,-0.05074515187969245,,,0.05382013654574932,-0.02849318725218093,-0.029223714595892982
INSL3,,,,,,,,,-0.023515975060576146
BTLA,,-0.020511784188161908,0.007066311076005458,,,,-0.003351099006176428,,0.12589636197447868
MFNG,0.0369772561888312,0.04235276107408069,-0.021505294212511673,0.006730127171763934,0.05698597194921563,0.04927834118008904,-0.03302384611172244,0.008464486400095018,-0.01101713598504509
ICAM1,0.016445666975149167,0.0813107621795899,0.006650330445351704,0.013455765125309167,-0.023489276567350663,0.06974995109688138,-0.009739717601254425,0.027389431288709385,0.014497709327050363
PROS1,0.046330145650418736,0.08241515138963855,0.034020819756772125,0.006426006757240561,0.015249126959358183,0.007074691022356802,-0.02109589240396854,-0.03822547620019925,0.013195353130031543
CLCF1,0.0548850743143169,0.04376050579705782,0.08271372524121962,-0.017324508254650466,0.02791265521829205,0.001383681631050163,-0.015296844618907023,0.06887208994065637,0.024725066573763506
PSAP,0.027150354837896833,0.09801333285465282,-0.02169864560865426,-0.05200461948441515,-0.018457950417086675,-0.0789061118816655,-0.10459554462959321,-0.016701530563214613,0.00976233450322174
EFEMP1,0.08669065324310812,0.028418835657779803,0.03227437470501642,-0.019761568917497738,-0.03546640171737534,-0.022013858449827662,-0.00884638315955389,0.02244240592260731,-0.045828447789977064
C1QTNF1,0.051617073549147206,0.012550874148496587,-0.036724243555775624,0.0962595284723741,-0.014538843715621011,-0.056479483839660054,-0.029967798339718695,0.003136202463522364,0.04494096517041407
ALB,-0.0319210261786847,0.03620352052034691,-0.018795317412590298,0.023936385147501953,-0.04494323626217053,-0.025551162691093705,-0.05734196864013847,-0.01574299584937184,-0.026590936626431475
EFNA3,0.06004430853614408,-0.02161642874259633,-0.03733346604359222,0.042579878889299295,-0.018843273784496885,-0.10180377608148211,0.15775771713975173,-0.033615663453701226,-0.022164553714329842
DRAXIN,0.03345231444597694,-0.0021536014126869213,-0.01509171756155808,0.02112248192010475,-0.07975894977480913,0.025746097672994295,-0.05069318825653375,0.019853158797542653,-0.0012496105555440088
RAET1L,,,-0.01807572819099335,,,,,,
NPTX2,-0.016745516636923637,0.04640455187723063,-0.03490293105289546,0.018878746136936488,0.018345823025050802,,-0.07671059774779608,-0.007883145093608369,0.007962274329734401
FGF11,0.08734709705366712,0.025458443178025498,-0.017258176118594863,0.1048645177509116,-0.05080711286134911,0.0004455620045640655,0.05328859843764064,0.00704515233044136,0.10173500716092851
CD59,0.06029386754374144,0.020658202658540438,0.04760215080031639,-0.04283648726441311,0.0743353948962723,0.011269289063342836,-0.0908801643301083,-0.00671609152087455,-0.03720120669575047
COL9A2,0.03192700126349041,-0.026134658685101255,0.02268474678616816,-0.0047779093037064605,-0.02397053360155922,-0.005171541251251319,-0.057588328038173556,-0.056218065454738106,0.022900615693185473
DLL3,0.003676314839872877,0.012890305521966919,-0.023252854415329934,0.019636129313162772,-0.03436879803895117,0.13251104810630596,0.06615127879706229,-0.03188055403331126,0.09393025113915064
FGF5,,,,,,,,,0.06984878949960227
