,UKF259,UKF260,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
VCAN,0.0604216961272847,-0.002671253883072168,-0.008325576736793005,-0.08564181799583855,-0.03566298128829377,0.005241097284875966,-0.02615673494997546,-0.07953848792392458,-0.02085830754500487,0.028545090401557734
MMP7,-0.02104682485911809,,0.010757261560808216,0.10569554312814587,-0.031143621700503013,,-0.05170930186705841,-0.027280088762332223,-0.06709247542678326,
PTPN6,0.03484391090471513,0.0483675474755117,0.04250968553951029,-0.03068950817616811,-0.013589056742584012,0.01933305598552283,0.02123574622707686,0.0444379527676726,0.01850163556441754,0.041007785814017456
PTGS2,0.003302322575600295,0.045189033418623445,-0.010268165010939532,0.08868471363917278,-0.04897909738096723,0.038973677284930855,-0.011149416125137387,0.0343463956061543,-0.03393473436615557,-0.07496318670263433
XCL1,-0.011518568989421937,0.04564268766270733,,,,,,,-0.03378368028306237,
CD58,0.0002805138415092978,0.04163741371458104,0.06022509656238484,0.03453680948845802,0.040710156345616255,0.04144486175577639,-0.045269048428818834,0.06799376047506907,0.02218615216400234,0.04707894940862258
TNFSF14,0.018888087957597454,-0.015357014437198441,,-0.019497060964274986,-0.026207563022147145,-0.04723471503609552,-0.018477347097953862,0.06095124465995985,0.03687304652282678,0.03109873427285898
CNTN4,-0.020700940781914163,-0.04579083106621457,-0.04262225377045533,-0.03981413611682106,0.02007068547115739,-0.03456571307244554,-0.002654227066710893,0.05494793148139324,0.05840079499297098,-0.04875406934608793
NTF4,-0.014570485346536398,,,,,,,,,
INSL3,-0.010586569719467342,,,-0.021683163436384573,-0.015212281962685991,,0.0018087755076779666,-0.02442342856502296,,
BTLA,-0.01680410345052928,-0.02358244238610057,,,,,,-0.023616234234851107,,
MFNG,-0.003570500211697211,-0.035221608275934874,-0.013804381788904191,0.0034206640950362227,0.00284184959777924,0.007827025824049578,-0.00882593478280837,0.0609317524448094,-0.023335896642811337,0.012172415867726044
ICAM1,-0.02784898672573766,-0.012435530324621519,0.0029846602303321558,0.07826523636077867,-0.019634926170450446,0.022004702302640573,-0.006542251543642255,0.07995742569337558,-0.035966445991722364,0.0199353818071713
PROS1,-0.04604899405149967,0.09858610524787208,0.0037883334745101947,0.0029783755062583457,-0.020505506259754894,-0.04156333433388661,0.021401732249720126,0.08707784647178331,-0.04325794878918983,-0.022535102434422243
CLCF1,-0.04014139565262676,0.01876832660274124,-0.04036094974871954,0.005910251412687143,-0.015276478765474898,-0.013839895646800235,-0.0005048805797310321,0.0706884192150743,-0.0724376112607403,
PSAP,-0.004883618122344603,0.063599037005212,-0.0025262338287798795,0.03698423060251874,-0.029999883596957242,0.006145078496626855,-0.004389650281986943,0.05371383977512366,-0.02937459344321284,0.06599420958923223
EFEMP1,0.008176363819699233,0.05581698838966204,0.05653957578020893,0.011299651365134214,0.030037327947173533,-0.016760956130062076,0.027671028050084884,0.060188017154834426,-0.006290556372447046,0.022493657910763163
C1QTNF1,0.04874389122081153,0.0004705959810864066,0.03572986833709933,0.02188119927294734,-0.019427251946572247,0.04430773050923073,-0.014931035789835085,0.05436807194343858,-0.08855175153850516,0.10910940004633644
ALB,-0.018794943116051583,0.015775020798285327,-0.02932143343131172,-0.005853831220681614,-0.02196996764899606,0.07343664828464738,-0.03093061765307561,0.07746313458548708,-0.026876513793119148,-0.03464011638391215
CCL13,,,,-0.014473272633688503,,,-0.020726182288467714,,,
EFNA3,0.008135486472417115,0.015714489199403183,0.012011783498883839,-0.03426047488002827,0.03711496810517752,-0.024626617640771786,0.03154159012087819,0.004850126605105809,0.044486620556188995,0.029517156876526365
DRAXIN,-0.00324997847181241,0.02985543706148509,0.03679223648805715,0.005717009093822729,-0.03629459127570044,-0.0168572194819166,-0.008037999213394938,0.02306128110108594,-0.00738476463665578,-0.04539398450181402
RAET1L,,,,,-0.01539973538888933,,0.12483426972050579,,,
NPTX2,-0.03194392803370841,-0.06114133953459046,0.009884108519994626,0.029837480634835507,-0.02423950361271475,-0.000625322505478336,-0.010697259144261069,-0.05544096254095298,0.005631548269730233,0.046757536385140824
FGF11,-0.03766139404500978,0.0883444781614185,-0.011615875472838518,0.06894462700352788,-0.010677129805154527,0.07100738085626172,0.018469587293617026,0.07225093602134658,-0.015087838593060078,0.009406294735993123
CD59,0.011583634833809012,-0.015630052033582212,-0.08083996116339244,-0.027988351822753308,0.04876884391889871,0.02658623421382418,-0.00248311349101785,-0.03290981014956551,0.02958455315581271,-0.012038586740857579
COL9A2,0.033179026768801315,0.005194692800061401,0.08136439552462225,-0.100016974399054,0.01536002527470089,0.013011932992077795,0.0027779508169016743,0.03819358927263688,0.06137627949331483,-0.013612565184822926
DLL3,0.08291192635039316,-0.011601694568646573,0.021697205447394768,-0.00605756526765868,-0.01720738063522134,0.07063539654132117,0.009545772394406817,-0.00980758150353506,-0.015242389398210088,0.01030429317326341
FGF5,,,,,,,,0.03439441722953871,0.033106973147400576,
LIN7C,0.009935046842468261,0.012112538651116375,0.06417439242831063,-0.008478232553230443,0.002440418524370128,0.04725857064205774,0.0006490533176596509,0.040274779185152716,0.013531296795749796,-0.04368928642133529
GDF7,-0.0188895311368581,,,,-0.013201403172619294,0.04252733476404997,-0.015021003226184241,0.01221497285074022,0.04096894535533295,
PSPN,-0.02175761903955195,0.0006584806550099623,0.023447140119836316,0.0024447215884415134,0.0740207079711431,0.0074073829187925105,0.0035895574576225646,0.019294207137646156,-0.03276687525894976,-0.011853517032757376
ANGPT1,0.05263879770836412,0.04605548917420046,-0.021478700367975216,-0.041967873845277844,0.04681799381144093,-0.019215260896521837,-0.00031345976653808006,0.053963613798222225,0.020422288059194715,-0.069972662633722
PNOC,-0.029186288315800616,-0.05792801711306453,-0.026816428331426438,,-0.014038430202680408,,-0.01780801283064387,-0.02520724560136832,0.019728961908491126,-0.05501949155425578
L1CAM,0.01732274330247015,0.01596426386644484,-0.06460918121754401,-0.0024143257524173833,-0.003250638046645244,0.05323931981047298,0.03757485841744651,-0.003297054293411028,0.02149634262608647,0.047995991116937635
APOA1,-0.016486833197907176,0.013842754118346186,-0.026132871262919546,0.04359656591223768,0.02583302388820121,0.031058715435915013,0.022514423528182226,0.06528968169532619,-0.018988682472335733,-0.02917457474062233
PSEN1,-0.0085494583748893,-0.029174018037497272,0.09477226059034607,0.039320907743626406,0.022613026167456956,0.042974394874602674,-0.017592481454668196,-0.060628048521463605,0.03732594212636327,0.05826072885429949
CALM2,0.06992669712468282,0.02738418077745018,-0.057718587267897394,-0.11142141994960769,-0.04227528650450685,0.016144192006576387,0.06243661612276462,0.08167452343447947,0.07320638206019146,0.0012624196880217705
CLEC2B,0.026304785115393973,0.00829597608083472,-0.00518174829986038,0.11443061540425112,-0.02438337793324499,0.01155699943678074,-0.029667122828595446,0.046271181082317175,-0.011716383454633734,0.03561690834075996
NTNG1,-0.04570959263506354,-0.057475891408795866,-0.007893037034484988,0.029685957588786602,-0.004379708090570951,-0.007108625419393257,-0.009016007273154242,0.090844743631993,0.027670627082572254,0.04187912375023428
LRIG1,-0.008762399660535249,0.00770176669485577,0.0598774267475275,-0.11701529719145867,0.03564977647453886,-0.009550517218540298,0.012803430287402984,0.10493535586292937,0.06482532271700954,0.037905333935313
CPAMD8,-0.01252202295356872,-0.028720191252691006,-0.02503181723617029,,-0.014830710312274986,0.0023622098036335843,,-0.02559106093271663,0.05334662274099316,-0.05516232669976452
GHRL,0.04430996106447576,-0.04863975695780375,-0.01729702661135837,,,-0.016705710428681072,0.030017671468448935,-0.023304017871583857,-0.01813792702603237,
NPY,0.028335543133001104,-0.034181550605634464,0.009570102191530157,0.08850361675333569,-0.038880646830971956,-0.04909891070519607,0.0034113695144030354,-0.0030600112909646184,0.07393018262195687,-0.008237310235668422
MMP2,0.021872520252067748,-0.010054110277219164,0.09323786177031915,-0.07470672793963751,-0.03374751743061227,0.010303323050678442,-0.066307011779196,-0.04590093033253756,0.002730467625887739,-0.06700548119443372
LHB,-0.010905736326100786,,,,,,,,,
PPY,-0.003270388585791075,,,0.08203763291987332,-0.025040044539457115,,-0.021094415273339603,-0.022178933692651722,-0.036833498864020014,
ALKAL2,-0.0107472929873111,,0.00260797941389543,-0.01108502712431274,0.0599722097631267,-0.004189448061518487,-0.014657031900226993,0.040146704991556204,0.0355933241290309,-0.05311719909267058
CSF1,0.006607152055119517,-0.028554950228126916,0.0515060635325624,-0.027927778955358813,-0.046493234839915513,-0.0001513634009846974,-0.03004001697617426,0.10759074893329645,-0.014316846134408753,0.021294636753718368
SEMA4C,-0.04683930395454697,0.012103826788590755,0.013759881922997892,-0.03188478639093785,-2.8929534085005344e-05,0.04874360004087585,-0.007993464466775584,0.024135399168200983,-0.008079889583281753,0.036884419106543075
BMP8A,,,,,,,,-0.002470118757127184,,
ICAM2,0.004758515539618548,0.02380724502393909,0.02999207109562444,-0.00937928060327578,0.011412435590167724,-0.013696519636814276,-0.03793870042095773,-0.028068993068105053,-0.022649738828749485,0.009093049555186989
SYTL3,0.013498356501162394,-0.0035908419275954436,0.042779637993280745,-0.0009465637597378165,0.008229183145110282,-0.038562847280604745,-0.03838238797739185,-0.023994467883473057,-0.0034621228967296413,
IL1A,-0.043977354817542814,-0.02263085525197414,-0.02604842613162131,0.0875789814782727,-0.011830810459333296,0.019699157386296413,0.036583351500595246,-0.0318589256864962,-0.0326034938028092,0.07996935771280721
HLA-G,-0.011518567949198415,,,0.0948272125900114,0.007988584622611383,,-0.013216830635696366,,,
PGF,0.0028246690744943726,0.03046629972723737,-0.00393742777692445,-0.06654738698362452,-0.007229344382795695,-0.021848528893770116,-0.05891934463835792,-0.06433426094626417,0.08084474099436613,-0.050371682509526776
LGALS8,-0.035373771306875045,0.009486333544229756,-0.05949588265105459,-0.028835903908124013,-0.021497127318254462,-0.004795189986770303,0.0014453064807057718,0.019825736207839336,0.012873428411159103,0.040971327497812925
DKK3,-0.044861274124908215,-0.046852357153347894,-0.036013886739579046,-0.029683370196700008,0.046531121889055796,-0.06363310845388385,0.0282792530367938,0.021136063523920928,0.04339872037676428,-0.0066775495969078605
COL16A1,-0.023825901277438905,0.012012643932942407,0.08208408824797316,-0.04435245056057243,-0.00485023654151067,0.0314796714653943,-0.04596651770602773,-0.058347445919418484,0.09359804141799863,-0.0778902337863216
TPH1,-0.020960819021405966,0.011145841493574457,-0.016310187121875878,-0.022511077391802782,0.09259758388776496,-0.03269388322261442,-0.02402442086794456,0.07017946206057417,-0.042839494998135524,-0.027900495607576497
TNC,-0.0435748523195382,0.0367900828102528,0.08411820192064019,0.028336159633105117,-0.054384405103762315,-0.019367935208642894,0.017933790561308723,0.05721669081481319,-0.031939968095146404,-0.026754597353520964
TNFSF9,-0.01888953240747825,0.008672616223137313,-0.027672200562140762,0.02069914758621102,-0.03316473571814185,0.00770836208430377,0.0748151117422885,0.015379377967126597,0.042776660648348,0.1099937128141748
C4A,-0.012929383249551573,,0.03263111286389468,0.036252975374268304,,-0.008056720203289715,-0.015179424432607919,0.05519524444139391,,
CNTN2,-0.05262800167965776,0.027115528469444598,0.06160899847925541,-0.028951146676499957,-0.004972224422772904,-0.0024380711463824296,0.04207533002653515,0.04941001728879087,0.06271418337648604,-0.07631453262198476
F7,,,,-0.0203018575466358,,,0.08159318329464785,,0.055359367395082584,
LUM,0.014049776238958171,0.04622242507108443,0.07522039290044084,0.010470894230797152,-0.04291452626962645,0.02475202917124074,0.00092529380294126,-0.026736693809504157,0.0073863236815528924,
BTC,0.08815346309642705,-0.02074592703080447,,0.10499359819097913,0.01285364744877481,0.016116020585109685,-0.01453611614658756,0.006598170423972936,-0.03180864315745593,
APOC1,-0.025832275125907363,-0.02893295940699085,0.05759909179825673,-0.10550294941178032,0.01840145787189981,0.018230171348861957,0.07698256501837689,-0.0009926636852644894,-0.028455120373403985,0.02638697945968035
PKM,-0.025108188603234913,0.02278993899320666,0.02754175495110573,0.07642909728052275,0.0031791605393937466,-0.030004872394264866,-0.03408915992891531,0.07765457273168758,-0.0536480879696355,0.022554353318702224
TNF,-0.028543614666576116,-0.0028745254432878957,-0.012336945821437763,-0.01425584327392192,-0.015399739589170625,,,-0.0347448312188714,-0.01979433597187942,-0.013592782421516363
GNAS,0.04372192395859536,-0.046909680564688284,0.026487708791017507,0.016007570889908437,-0.043591334101635994,0.022806349795112875,-0.029399364776682802,0.014972687720336629,0.05497990492381867,-0.08294992893868754
BMP8B,-0.01669895649084065,-0.01842730583901384,0.047079602405389685,-0.016944257366366,0.010852051535069292,0.042523329413917205,-0.0005226313393600413,-0.023092081680113882,-0.03598475056843089,-0.05549404559037805
LIPH,0.10976183723024649,,,-0.014473277956606103,0.07548863096953695,,-0.023854019808652465,-0.025646377656797253,0.0033175174774056934,
CCL28,,,0.03895389924764318,,,-0.02593695149665741,,-0.017021969332615038,0.005168713462182344,
PTPN11,0.013370985481801644,0.06439118812095411,-0.045982787979758105,0.05205025405346814,-0.012337632135070576,0.01740664547427724,0.0155235096125216,-0.020325965885762104,-0.010818425498850147,0.06676187318028777
ADAM12,-0.004679404549199539,0.0466825553692565,0.012310420203067381,0.027356152351067312,-0.06256493469129847,-0.0033860252531271295,-0.016790045684428892,-0.0011328184661697207,0.051813658068510855,
EPO,-0.016698956958429014,-0.00577330778351021,-0.016310189517082095,-0.015718349489992678,0.07643093497949785,,-0.014371076930025106,-0.0181014497247405,,
EDN3,-0.00645006631013735,-0.006392748825559649,-0.016478486399651715,0.004186551685255813,-0.00777938488859629,0.05408137441079525,0.008980158153982176,0.042323679287259976,0.06661767115252248,-0.045824132448660224
CCL22,,,,-0.0177897861666238,-0.016306830318542482,-0.03219566886169444,0.07622335534690591,0.06397574429887581,,
CCL2,0.005312433985072495,0.0585750265616655,0.03491997690268524,0.05314776804710607,-0.02208402751570644,0.018762774891687994,-0.06489760651887114,0.11605494037641935,-0.08651494658723623,-0.0933239983926213
DSCAM,0.025286636343415932,0.020254800616537488,0.024190220275081182,-0.00987792623742452,0.050740371699848956,0.10665490192640346,0.015382491370299433,0.0876896409241461,-0.0004931622196013956,-0.061842427274585214
ANG,-0.012701251529800757,0.03683181150489924,0.12849641989240324,0.09970930910289295,-0.0016942141522563947,-0.06085270951727134,-0.017614763218258507,0.05999393467276184,-0.02000411115807019,
FBLN2,-0.025320428050202372,0.07519994569948076,-0.0018875512705953544,0.11318777752973062,0.013816732989027263,0.1198765828867801,-0.04807172268994722,0.02351774685929088,-0.04564403195451019,0.14022603874493594
VTN,0.0071812809245947185,0.01756904367580649,-0.013552785509640439,0.08176550049477264,-0.012538902498780253,,-0.01860860496034586,3.0510797500313092e-06,0.017030784505978763,
VEGFA,-0.02534000482766839,0.045564769421042296,0.02564676014568119,0.101268204067607,-0.0062768120652999275,0.010620676211640739,-0.032018167179995505,0.005696623034476378,-0.1164812893052117,-0.09303694825493644
F10,,-0.02845751436207079,,,-0.021415300001028204,-0.027855316812100225,-0.024889778704984773,0.10410172834611929,0.012999445098918152,
SERPINA1,-0.022390413091884567,0.00660627972923277,0.051631752996037346,0.015290268101235379,-0.08391850465353072,-0.008386582816129404,0.026134815437902303,0.03531603787666744,-0.09026780056902194,0.03321507974343494
VWF,-0.02751276148492622,0.0430891795742392,-0.0065124293215904384,-0.01822347479929703,0.014104955575666364,0.0007492107973942707,-0.004442235119822348,-0.059077649163907134,0.025016084869017453,-0.014784103719183846
GDNF,-0.01358261955275618,,0.024410157839347132,-0.015404901678056615,-0.02895293868724817,,-0.020123869275345877,,,0.14115563117160657
VASP,-0.038716653131921124,0.02821492976787174,-0.011489108142262875,-0.01473837902728258,0.006388427639870998,-0.07571310155797963,-0.030357380616649783,0.030190047109804396,-0.06751180688964804,-0.01227606143396437
ADAM15,0.0071700817946410865,-0.037480492385438345,0.06535770380084296,-0.00524479198709194,-0.030763838951559888,-0.0017557042125856933,0.04979414760465249,0.0017912694343900828,-0.012330743029460944,0.04769917349262975
WNT2,,-0.024508772210756487,0.0710729235318859,-0.019497052128432134,0.025290439340982202,,-0.017255690671473416,-0.023037252990857352,-0.027998195349039762,
CALCB,,-0.03684149950423725,,0.08322991746154412,-0.02169000613000436,,-0.022448247297101945,,0.09091921876704226,
OLFM2,0.018252289917520082,-0.05205511691642008,0.003017617174366629,-0.1156917961533311,0.05192309909495224,0.007797739546367491,-0.007533312956785207,0.10311502276988445,0.030937242900273984,0.0007433267002131534
MFAP2,-0.012139487484232346,0.030388765880929966,0.018646676577041672,-0.0018271024473835323,-0.013460518248937608,0.006439124921872673,-0.04330494115094293,0.021171473224932506,-0.027373656445374314,
HLA-C,-0.06931753458231422,0.058644102390587254,0.08058754270049492,0.04375083985986794,-0.06942871074526093,-0.041468665362763196,0.041048844631267324,0.05055964292925854,-0.021785711140130757,0.016363552298978006
THBS1,-0.03390958785346667,0.04719850906608879,0.002852424483217957,-0.0036611699321462254,-0.02089347869262098,0.005520808347858715,-0.05492381160207134,-0.076642056659669,-0.05746857074614299,-0.04746584034376177
HSPA4,-0.0009213821550416484,-0.0020168956855696673,0.01593430333548755,-0.0155262794364342,-0.015855920641318813,-0.035675943270106404,-0.04375473875786034,-0.030035774887225534,0.012363266967122569,-0.0035819934614710275
LMAN1,-0.032713682661781006,-0.0021606575747110807,0.012310889010326828,0.05635489486182969,0.007818665538485344,0.051402102933447616,-0.024541597210611946,0.005816432632113522,-0.04309155896753929,-0.022476232191104086
LYPD3,-0.01224331955570928,-0.03050053662349181,,-0.032784805051696134,-0.03412313469326554,,-0.022888570136295954,-0.025719609024859143,-0.028829015466382283,
APOE,0.01804050363919517,-0.03659055509272201,-0.0021616235181081507,-0.11112886872848365,0.06377099372290776,0.05807416745303083,0.013462554237544732,-0.03029512912508599,0.02563321799306488,-0.01755963269862311
SOSTDC1,,-0.028227368079251587,-0.024801074254426167,0.00714419501178919,0.07324367472310774,,0.024615840368114126,0.05434176821860396,0.10758872488293683,0.009676055962153991
ANXA1,0.043082573968283175,0.04163747483099409,0.06453169277649506,0.080154855400681,0.004716202415606125,0.04330305724796201,-0.019131273906182706,0.04463865158939059,-0.014961153905540375,-0.046129504657682646
WNT2B,0.013822152142811055,0.04396311491253315,-0.0005391583735149069,0.030499730876306863,0.031047794659726537,-0.010934489852777807,0.03620506133290095,0.04135954191936853,-0.01877150038914275,-0.04834358466173032
AMH,-0.01701261721099844,0.0015408122679014236,0.08806012013768695,-0.045961305878437976,0.09371635317458496,0.056074766427644765,-0.00952998451452769,-0.015653538886993477,-0.009640536851112921,
GDF10,,-0.04197009358409247,0.03426260216879976,-0.024237787433053742,0.04676892204651961,0.03402986076336539,-0.031101954467114085,-0.04782707275423335,0.049825285766795915,-0.049567628083376315
EFNB3,0.07380812101924436,0.031196548190043097,0.005769607457179778,-0.009849680962773135,-0.021027763856492382,-0.01491133001713493,0.04078108017380576,0.03619036474856992,0.037959480963187194,-0.019929250497090382
LTB,-0.018192875722383418,-0.026738805647950593,0.01594031376600238,0.003068934801244193,0.012654791618129605,-0.06248691728029102,0.054486940346566835,-0.0031603857009313173,0.03748270643505254,-0.03492435999375377
ANGPT2,0.019466466517776247,-0.010227824862013391,-0.006753593031781822,-0.01696442419707009,-0.06045906388058119,-0.013635357237209322,-0.018607764659381274,-0.049283113890953405,-0.005113447485772219,-0.06800217548969253
NRTN,,,,,,0.09407597166725275,-0.012796412833528368,,,-0.012254000859761669
ADAM17,-0.00021580873049098116,-0.011156150082911879,0.08645119685657542,0.04914223962593629,-0.00785631945171985,0.03999208146842041,0.007266160158354891,-0.0057274403296097625,-0.06002733931173919,-0.020331645340700828
LRPAP1,0.032139356885959765,-0.004831545102818402,-0.0038810757721821146,-0.02303765581992226,-0.04307117160591734,-0.04376714227054184,-0.026727015122143417,0.0485567673193403,0.0010989356083214974,0.044905526560956886
NID1,0.02011291597479686,0.0008917304025624598,0.004458048973352569,-0.018605617223524384,-0.02615947065695229,-0.03824893102921918,-0.03981540415059552,-0.04425447919375738,-0.03543413630462698,0.050732894607403135
MST1,0.02847660133194573,0.06874637374596848,0.058034929768628354,0.005381681042851233,0.02706121199291186,-0.06572839881071481,0.025173978358468165,0.11989337906371372,0.027542648453674733,-0.01808623996467717
IL13,,,-0.019128754419640567,,,,,,,
DCN,-0.019851543825820363,0.0262444441765738,0.02962276107542999,0.0034416908008957844,0.0361963429760448,-0.012257698955099086,-0.03819136625215646,-0.026455509741666043,-0.04639667158659466,0.058687955006495686
IGFL2,,,,,-0.017668260692110815,,,-0.04782705850667749,,8.188566964841137e-05
COL7A1,-0.022393574533646838,0.06059744528857464,-0.029487089513879877,0.036799230279196085,-0.016474058000638617,-0.03370208864234788,0.027192337638365434,0.017273867370789113,-0.046457108129386214,-0.009520957261418734
CALR,0.01868139848632343,-0.00795482153876277,0.0547501878886262,0.0017177622165513162,-0.056210352484181075,0.0452283042800548,-0.014906401437655956,0.004757166597739829,-0.06186537925528031,0.012447248565128069
PIGA,-0.04269844710130296,0.01636293049727157,0.0201409672400504,-0.014757687603971358,-0.021164308426364128,-0.02093899834190518,-0.05328940068982161,-0.0034696093054930044,0.019473118080247556,-0.0727282838235009
CD200,-0.019610730949024338,-0.027919820508581262,-0.04703616786675934,-0.06054109489516878,-0.02058587172530042,0.052745439688679716,0.006725856135884065,0.0001342760792416434,0.020877731694991995,0.13148424583601154
GRP,,,-0.016478488879786833,,-0.01665680971348053,-0.021598688693204398,-0.0140355733000328,-0.001436644456317544,0.12877939410446418,
CDH1,0.07590964188475444,,0.025244233313743814,0.006995187330628557,-0.010293770107160215,0.007129468667959877,-0.048784099160449484,0.05880705039012295,-0.0182704083644976,-0.024904015632666428
LPL,-0.015989065430155366,-0.0720061881317148,0.03155103769841521,-0.0599027627937822,0.0791265937831598,-0.05189098938916717,0.011675349220832394,0.059828559480989356,-0.017658378116741636,0.012671522002500485
SEMA5A,0.05164230881828841,-0.035429765542224344,0.0043730322141046956,-0.09369810415888019,-0.013339120959848112,0.006404405826644538,-0.03267005324791114,0.0034673277040500423,0.03737319505490101,-0.06330820109511529
SEMA7A,-0.053155638203151445,-0.012619818692636876,-0.0027779561468860227,0.03182235415419227,0.05064883503078598,0.06348673723445383,0.007762721696415681,-0.006148784099146077,0.016144889726219528,0.0445928940206201
SEMA4G,0.033381660627930826,-0.023421245152336734,0.05501308159601741,-0.006070769530922905,-0.003590645296807907,-0.006982776024604479,0.053278314310677304,0.0007709993796148188,0.006456614137143165,0.10400061595456601
SEMA3B,-0.026977869450060147,-0.011445919476793484,0.04522276667765392,0.05445606183870687,-0.013481219279391714,0.03150329685789107,-0.0023216094352686884,0.12508945660416088,-0.012821919248325554,0.016901726837658726
RPH3A,0.020623865818969096,0.0018418595721937272,-0.009847174829403928,-0.03619568336183151,-0.0011446750064230762,0.03329362398364608,0.026778235825929163,-0.03402525642825712,-0.015481019976228838,-0.07882025522130534
JAG2,-0.013385840482409714,-0.04211213020618116,-0.0021832168696518796,-0.02870398429963641,-0.01576071553315283,-0.03933519472335258,0.013474763490711455,0.02167379467060804,0.03799213215191135,-0.033546853083318624
CGN,-0.0025012569465090654,0.06987455771439904,-0.006768239679030786,-0.0019314004428407617,0.023478103620200825,0.10189089024468297,0.03593560008964287,-0.033970561225082546,-0.014224328602072202,0.15247724395592244
GDF15,-0.057587228009598736,0.011977370609989088,0.015128459860986336,0.04262572396299422,0.03467096735115905,-0.023251234005812374,0.0022063561126103824,0.039803159988424416,-0.006322224954035,
SEMA4F,-0.0020386681364551,-0.019994059504616853,-0.009732409334840477,-0.01072211437321049,0.013045980521617252,-0.015468214894798986,0.029802658073519273,0.052345204984746166,-0.019494536782186565,-0.0012972144458631416
NXPH1,0.019738171895007536,-0.06865458648300582,0.052261562611933834,-0.047834940910394176,-0.01633850506333175,0.032439367147339075,-0.05343833305748932,-0.012376238687982597,-0.022459485949934348,-0.07146077957859691
ARF1,0.0017588601131636149,-0.026780705146781023,0.006313953910841005,-0.015344397761729765,0.01303906066322921,0.0713644933898877,-0.029339486143146975,-0.0732706245156955,-0.0009949125926490576,0.0009785236392638253
DSC3,,,,,,,,0.07417757130509071,,
EBI3,-0.005461802413438639,0.0362713700227218,-0.02031175336140065,-0.04212067859812835,-0.04539893192903047,-0.03213503064483317,0.003319949245545772,-0.020982408875275443,0.006450956603098969,-0.06430704161655888
TIMP1,-0.068759557664026,0.058322592220997886,0.02012518931222508,0.12535056671428438,-0.01862962466973153,-0.018432793710079373,-0.01927434657088285,-0.025880481527138486,-0.10764661896984516,0.04184039057282587
SEMA3C,-0.02554036581756494,-0.04118612511188962,0.05074790069702284,-0.07466633051202065,0.03961479368899821,-0.062190651220002245,0.05090358502665042,0.0060628180806636895,-0.05438295552833516,0.07906700517024551
GNRH2,,,,,,,,0.0649956214583031,,
GAS6,-0.009949579399170011,0.047954334433384836,0.004695544619883609,-0.10900301245247464,-0.011548843908394809,-0.0015261419714642913,-0.0020929570832828306,0.026511276532193696,0.035507522534813186,0.05523093964083385
MEPE,-0.036668136372319346,-0.05732972760042432,-0.03021676509389393,-0.011260581746950679,-0.02538264236810259,,0.012376768449712309,-0.02501334857264255,0.039047348712835134,-0.03158429454364227
SERPINE1,-0.06978432336654819,0.02024234336003253,0.06405779938452158,0.10418377655989321,0.0034002824052477014,-0.04414374804127395,-0.05292169336871845,0.08726971064990324,-0.08771994628086817,0.005058765794673288
RSPO2,-0.01383577403069829,-0.018812181016165292,-0.026000432111412345,-0.021979696782587325,-0.023913766485792586,-0.028791263045808143,-0.016688874850094196,0.032379419437656966,0.09454846083033017,0.029982713696629693
SHBG,0.030740833210475996,-0.03765157424892815,-0.013143812455955447,0.05473364640681908,0.024509257688579474,-0.04334049275353865,-0.020366674515151284,-0.00408496051098985,0.02366614990073972,
LGALS3BP,-0.004922984725088448,0.07603840974556472,0.07185038221710954,0.012351222591379133,-0.045387734776910826,-0.01576551569531228,0.008486272677801927,0.11015237789650363,-0.06985762429568547,-0.05282588960645989
LAMB1,-0.0015504338921347703,0.07900745429705812,0.015321748644818639,0.04843870981933086,0.024975297522031856,0.0004542697230220653,-0.002177268264129959,-0.016705356362720275,-0.06876600895227125,-0.047514745153901694
SPTBN2,-0.021341748106073907,0.0015017174560171959,-0.04884317005018202,-0.0519001009287892,0.006586602364657238,-0.038331345611177535,0.03325773508639609,0.05729399334032229,0.08956020898204795,-0.00832007447760861
COL1A2,-0.0054241673420577785,0.0025785129041582754,-0.000731065974677729,0.0034441829498242232,-0.09261482662399272,-0.06946739397125128,-0.057191192182798216,-0.09966206989751132,-0.025877477862694436,0.08061846740567201
DEFB1,,-0.00949400552672251,,,,,,0.05826090470688099,-0.024574777789389598,
CEACAM16,,,0.06202947608940837,,,,,,,
WNT11,-0.01869992699932665,,,-0.03150908999468057,-0.015605798785734449,,-0.030150695314339296,0.028874230199725577,-0.022062481973987455,
LGALS1,-0.061368140276395006,0.01916477062929975,0.05154867682917245,0.1306464508715856,-0.035480790661210654,-0.006761789934804895,-0.04791362019950812,-0.049399654542883024,-0.08919134425887296,0.013571740000915858
BCAN,0.05923761383835408,-0.015039769710136658,0.051424308789782214,-0.13173560685554223,0.008419900147967126,-0.003028580762374417,-0.06523143114391797,0.02479242277130222,0.056590671708134976,-0.07814660863399867
ANOS1,-0.008848247180879475,-0.04542420491195771,0.04792777544027487,-0.09546741258890493,0.0343250160146182,0.012098384680370663,0.02672862651706612,0.06560764062609037,0.06875952108439792,0.03190776598229616
EDA,-0.025686150513217234,0.018628399694912545,0.017755770873045668,-0.03203368746221391,-0.027462546490059702,-0.047615145270794385,-0.028815814892766432,-0.009413593347321251,0.1256147299975239,0.05182642002395499
