,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.027596602524249014,,,,,,,,,,,0.026479924849054863,
BMP1,0.034491036198126115,0.04056839141575904,0.05983395368875892,0.06755625265702944,0.09742074788882885,0.09186426452684844,0.0900009794188132,0.2690019481927814,0.1586144306331303,0.07058069798260423,0.05571928701390714,0.14868765474341986,-0.035217622405601834,0.09997572801652742,0.07928154065863055,0.09697678156040856,0.09846147881752114,0.016925625185220984,-0.06165025084768813,0.209081195737451,0.0968153556532843
NDP,0.016587757150019266,0.06698561322552049,0.024753633239346817,0.009139395458395452,0.08281339657902907,0.07364968644891216,-0.020597066457864913,-0.012758146939322297,0.0019408328472534488,-0.04402523160304231,0.04331432391219888,0.012019655798395484,-0.07224248250787292,0.04585964344507951,-0.0163615476760222,-0.04437741725918373,0.1197348392814678,0.1219696095860455,0.020476377041265367,-0.0028371284901085344,-0.04427701212819588
TNFSF18,0.03406570083730064,-0.019853201682631452,-0.037088176722871104,-0.007734505575731251,,,,0.011981963225527045,0.03932938841205629,0.10828268643708595,,,0.004591718998057799,,0.0882215554165746,,,,,0.1409198406104769,-0.0341580899052316
RTN4,-0.0708999527239475,-0.04637947031474808,-0.012969943621250563,0.039325807908232424,0.06582894620104945,0.009034835380384222,-0.04614870442412164,-0.33342500624995214,-0.1711633267608752,-0.015802130883707518,-0.040110247109635594,-0.05340331268359131,-0.0675333503902984,-0.04585496630658513,-0.023152113683208454,-0.06236553168302349,0.05789840190156961,-0.05929123722287256,0.14895485827674265,0.01819423895781043,-0.0919026989745945
HEBP1,0.024071198543909048,0.08839470881142976,0.02667832877191729,0.020250794595631998,0.014523716123866383,0.0058371221632667,0.07959703132303908,0.20523567519643848,0.07161087934598401,0.00886836526967822,0.011715534185499294,0.03606798519279679,-0.012525928241984702,0.03160905939333726,0.03121140650532848,-0.039680437328074,0.015155879219347747,0.08817418608037625,0.08137358444713728,0.06240988218896051,0.06698341554734714
WNT7B,0.13631031997413431,-0.014059631541086916,-0.04863230905922532,0.05341302865016281,0.019076568686739518,-0.02957090314244002,0.017701504341546843,-0.010484871688895213,-0.0630478672463851,-0.05197442666260476,0.004437385561215146,0.08854361032635098,-0.028210837817228794,0.01321349514030453,,-0.0417725643447832,-0.015936792978284108,0.03147309507701915,0.06239125854518909,0.14113172215157288,-0.012233450971762802
PTMA,-0.08827614911175197,-0.09032906776998537,-0.01211752774131216,0.020855168273057105,0.07928105465788511,-0.027034929167051757,0.012391890026481694,0.4807964206901243,-0.07612331082774819,-0.07340393968113615,0.04031297974367508,0.21140981305767162,0.002849419672062827,-0.14261082502001457,-0.031037988088538526,-0.21422558220596702,-0.1065949546974176,-0.10408473988903409,-0.07294020669746958,0.18573189001972049,-0.026719609640959468
FASLG,-0.020763271570898703,,,,,,,,,,,,,,,,,,,0.03310163219880638,
CEACAM1,0.03787156569735618,,0.04905295375459756,-0.014147432738143013,,-0.00015006451416068817,-0.0024670442491752918,,0.029329810817200118,0.016540364928182144,,,,-0.04892182683077737,0.10620916841117797,-0.017383625389609768,0.059932270341997565,0.09947880995482748,-0.003219697970405487,-0.005396214208121858,
PDAP1,0.09912305146825127,0.0006395108258970887,0.04759500615563432,-0.03006172692805118,0.0406342918256728,0.06559591044914112,0.0788645472888207,0.16000384048735275,0.18483875238325592,0.06180127057979831,-0.050493572344944344,0.0774151647941352,-0.027801780333334608,-0.03744755210146805,0.034504493981216286,0.1008581198874533,-0.04243075553938556,-0.10120053232021389,0.06776157982904056,-0.012385506815742851,0.025487061511268404
