,UKF259,UKF275,ZH1007nec,ZH8811Abulk
SFRP1,-0.014570485289733877,0.03649267469330394,-0.12617126253542807,-0.005768290053320104
ARPC5,0.0023046236442348118,0.008877550721495174,0.025925501702728483,0.010596831525886693
VEGFB,0.010602970838411094,0.024913985072786162,0.07559672681354987,0.026371805963341693
GDF6,-0.015499548145601507,,,0.10919561361031274
LAMA4,-0.02559864831379313,0.018488930056954973,-0.04248218802849005,-0.015311727330031407
NPPC,-0.01538625894567295,-0.022244158654144197,0.1421418673148604,0.07530633117307092
HAS2,-0.007279510352797421,0.023314697695664556,-0.04277188217236877,-0.05688897098797355
JAM3,0.0070739655397500925,0.06923496288890725,0.02219988905650707,0.019429190287531577
MEPE,-0.0010212684131395248,-0.036701414571976655,,-0.02760534245070848
ALB,0.042522977743614174,-0.014005706270161877,0.10822011706234305,-0.03261791720655561
SAA1,-0.03412690980764389,-0.006412141335856853,-0.030727429463353856,0.048705609904958265
SFRP2,0.07119064969156198,-0.01651211980932301,0.0819090588205402,0.027627100729565285
CHAD,,,,-0.03640294023223383
CXCL8,0.1475847185409014,0.13619672912210706,0.1271008957737706,0.13761785758578113
VASP,-0.00535046025314254,-0.03344313025503493,0.11577667211852308,-0.06362703707405684
PDAP1,0.007969554457724775,-0.06402447791705192,-0.11772532927791637,0.013508996583214916
VCAM1,-0.034463981391475815,-0.08740064240307123,0.11064730489465886,0.03948398839265334
CALM3,-0.07118768570815832,-0.13074115938924016,0.16209885848486238,-0.018555511175327576
JAG1,0.03505937317690822,0.06222175071495723,-0.07996241032945295,0.030877055063798876
CFH,-0.023166829830956918,-0.02530489772537741,-0.08206905067649164,-0.03813587853653458
VIP,-0.018218245045129835,-0.02718516076181485,,
IL7,-0.017524051681558347,-0.023343269486148607,,-0.030367196341991524
FGF8,,,,0.037845641620793485
IL27,-0.022868595635947626,-0.013192239472736787,0.12113425801060142,
PROS1,-0.018176335792125676,0.0971937823696449,-0.08369970949428565,0.045220559068540486
TGM2,-0.0033150467262029032,0.0191593477952052,0.18510760759976733,0.014209585918961007
C4A,-0.012929383249551573,-0.012328565529142708,-0.036780485988728136,0.09159876277337844
GPI,0.12543863380034168,0.04488356409348878,0.20914344825893427,0.10449059090863007
DLL1,-0.08216611147984412,-0.016883972555006708,-0.025188589787670072,-0.03560004439054441
DRAXIN,0.03730377478339112,0.0026556811760270207,-0.0124754658822697,0.029085882492454668
PCSK9,,,,-0.015747219315540684
NPTX2,0.011841851293633625,-0.08524695480976881,-0.0643212823702859,-0.05266048848334283
PDYN,-0.010757596892973639,-0.08734255128216256,,0.07316824937279573
RIMS1,0.05936638493291322,-0.042568018734510306,,0.0044680497484941495
FGF9,-0.02986026397733984,-0.03639125761795124,,-0.005799913466078762
COL4A4,0.009868307363467542,-0.015201826028453276,,-0.008302925404455323
WNT5A,-0.033898520065412746,-0.045169618859616734,0.0013918729374994949,-0.008765436183896946
F12,-0.019431840627160215,0.00033389412655491385,-0.004383127183059711,-0.00329642355761287
BMP1,-0.04837593650756277,-0.004794002681432244,-0.04220571586201856,-0.061362058552170196
CORT,-0.025831271066238615,-0.04275733173803071,,-0.02275011853483322
FAM3C,0.04943581827152815,-0.01783557582093375,-0.14593930127189778,-0.037617838887771586
DSC2,-0.027933284959262915,-0.031680925087690076,-0.009808695824729385,-0.0009838238029550056
BDNF,0.007212992411434312,-0.046570956473757426,0.1275269430827926,-0.05223168767628212
NXPH1,-0.026499010226254824,-0.06779597390035018,-0.1261489445753297,-0.07473534912667502
HSPA8,0.018609836168342452,-0.12860265521870168,-0.07695305379644052,-0.02230309480027386
LAMB3,-0.02116123497294385,-0.018748117478112898,-0.014246359896834407,-0.02141676791987466
PON2,-0.13238498456617673,-0.0863755930677385,-0.07941629477674117,-0.08980472172620893
CFC1,,-0.012705502824057613,,
TF,-0.010840974662271805,-0.08325519028307486,-0.030768484058178665,-0.03917381995078699
HLA-E,-0.05334547685656804,-0.07744566035732053,0.015711272075554984,-0.018050031401716977
OSM,-0.0037435868362960356,-0.01132237711364923,0.048750900910900556,0.06705764847001587
ULBP2,0.145827089185384,0.04957337748939737,-0.06269322414972388,0.007233271560367676
VEGFA,0.1463286115471064,0.14460222727170036,0.23085362255899083,0.12909439334518844
TGFA,0.02383074362132599,0.11820362797051938,0.0725400592366526,0.004648811818111978
HLA-C,0.029949790538840563,0.008374055518648695,0.09474403695934455,0.07259389609294467
CD200,-0.002217213711595067,-0.06536784338785757,-0.10776104510907719,0.04168033753892728
BMP2,0.08953919457466623,-0.04123018081331715,-0.043588259630738715,-0.04171106607811996
TNFSF13,-0.011518566672560836,,,-0.025543719835203316
CSF3,0.11470784925125789,,,0.06911195408044754
APOA1,-0.016486833197907176,0.09698484976952829,0.21433245339988785,0.001509142101799514
IL15,-0.031591548830368965,-0.03741892407813945,0.08173608930890314,-0.032066568677281616
IL12A,0.07138653682645092,-0.02465745074731171,0.10857709169325386,-0.03496626452969812
ANGPTL1,0.0020843285041696447,-0.05598676103798252,,-0.026332466247234464
FBN1,-0.044974981290098,-0.022382956859161297,-0.058034656182514785,0.023126601468010616
CD274,0.047233327137111925,-0.05513697237604348,0.05176455468098109,0.07880891690997484
NPPB,0.1619421575843562,-0.011125454988874307,,0.16839554359371678
PMCH,0.011347097856448782,-0.01477727166947297,,-0.02027944103444428
MFAP5,,,,-0.05108235726311699
GDF10,,-0.01400570587906044,-0.08554773379058554,0.04905312099772792
COL4A6,-0.014450458266668634,-0.018970715416178067,0.02844023795557699,-0.040263043730615934
TFPI,-0.017910294831444747,-0.03902878089242358,-0.03594169793395422,-0.017644783893029727
CNTF,-0.010905736101878347,-0.010399904288683726,,
FGF11,-0.0005567721246143222,0.07226033668105915,0.10037938493799771,0.03474391399646799
JAG2,-0.0436698456542224,-0.02252036631796105,0.012219401644040376,0.01664522529585869
CCL18,,,0.0505314143130378,-0.034337491780528924
NLGN3,-0.081733964874844,-0.125912114746369,-0.13489741097413813,-0.07843978932041942
CNTN2,-0.016855468108715778,-0.09152335912994466,0.11868980470796578,-0.005652061542941745
FBLN1,-0.05067686383754707,-0.03394961394449035,-0.09522308262522354,0.01785867337673284
NTNG2,0.0041514562462879245,-0.03412039388455928,0.04823400756072046,-0.0011158882000991618
CLEC2B,0.014617514776777717,0.03360404398830122,-0.08520423150524582,0.07522818824067228
EDA,0.04428878722726515,-0.015818927827920593,-0.03774807232270787,-0.032508212738291076
SCT,,-0.010095674369440217,,
C1QB,-0.1249649142212452,-0.10543068525652394,-0.048634761817460376,-0.08290519064943629
PSAP,0.007255476734113568,-0.10977006430864752,0.09240553574211167,0.04250223719400847
APOE,-0.11197077857305018,-0.15437614243210823,-0.020269663865974893,-0.06822541372548532
TIMP3,0.029145341282610003,0.00954594309468414,-0.028947345341484174,-0.058162762290746337
COL8A2,0.07541366802905362,-0.050726503363468275,0.023674654898388492,-0.0276244009780672
PTMA,0.06763568253635414,0.09074589541948408,-0.1688823130910525,0.0016139198794391143
APOC1,-0.023387297356041902,-0.09510735471327944,-0.05112980260183012,-0.046950760958887595
PF4,-0.009918641486105962,,,
WNT16,-0.02138788161030926,-0.01736631864341436,,
LAMC3,-0.03501457972445931,-0.0369298209162614,-0.10700532414861148,-0.02112757961606786
C3,-0.1275960392477189,-0.13182412618867143,-0.16244473114532715,-0.0729100434874291
S100B,-0.13971051281000785,-0.1530356634189115,-0.16085772989574104,-0.1024379600289214
F7,,,,-0.020602595467256405
COL6A2,0.0048652714323405895,0.11427530380791939,0.13554228692313564,0.028415411562033366
MICA,0.037457605486812595,0.03378345485903905,0.057576664573263985,-0.019273732449365394
NPPA,-0.07735519380837376,-0.050778003857050995,-0.08383196983651993,0.010868904235589791
COLQ,0.015884460301463104,-0.02272894565909263,-0.023558897762484547,0.025487864129848773
SLPI,0.11059102561774006,-0.029735141207520625,0.021748048478257273,0.10002245179168234
CD59,-0.10603904206701828,-0.10465154453353437,-0.03461257648615361,-0.08025555979378854
PDGFD,0.00037717565624450556,-0.00646395106569652,-0.06741485148563815,-0.03297156413540304
FGF12,-0.05221974597507387,-0.0722706866461139,-0.018715577113676794,-0.0389592675507265
TAC4,-0.02043820429880167,,,
PDGFC,0.035113367194572885,0.043230111936379274,-0.1877083133096488,0.04895413992217461
CCL28,,-0.015306263547237737,-0.04498794401702337,
GNAI2,-0.10196424957525026,-0.06114279702505965,-0.04139346336657932,-0.057095287238250185
IL1B,-0.07067264971360572,-0.05641598879525826,0.24365684314492847,0.10225776141094729
TRH,-0.006646374314710424,-0.03690728824220928,-0.06959663168745972,-0.021536622154022887
LIPC,-0.017824537464692706,0.0532042554551949,0.05708852395975812,
UTS2,,,-0.0165674820716816,-0.014905250769818726
RSPO4,0.07241182865549131,0.07785309106074667,,
CP,-0.013481638422729722,-0.11329636105748822,0.1466698455011473,0.009446551603771263
CCL25,-0.01802235420591815,,-0.04985900184895324,-0.045581292082173236
MADCAM1,0.06314944419494357,-0.020703129885026466,0.00826962803062016,-0.019450578121945717
SEMA4D,-0.043031978971476925,-0.04900308771376773,-0.06876415119876063,-0.0567512722426164
SERPINE1,0.10747521734700663,0.16379041157927623,0.09421994644514693,0.09685856759066887
TNFSF10,-0.030177246320997393,-0.036760289283057794,-0.024013637157478496,0.01120794551366963
FGF14,-0.02379677917899282,-0.057373912581916486,0.004946874977285151,-0.036474191220553176
BST2,-0.04032890486437262,-0.07335527127897391,0.011639555912722827,-0.03261777427336635
PTPN6,-0.030123559073080383,-0.06114347461126533,0.07046097506908557,-0.013148960768100997
FGF22,,,,0.10155844180456144
TNC,0.07357614410192592,0.09833790489870431,0.14074046055388334,0.07484927394438945
CXCL3,0.10954155498774266,0.13026287964700242,-0.04918291670639931,0.09404812283216986
CRH,-0.013324948323461266,-0.017734026028506437,,0.012200532738483922
GREM1,-0.01195844899172794,-0.005521196001125144,-0.05335036434422066,-0.020848843058883668
MST1,-0.057271549306323714,-0.017554251907502982,0.059717389343490315,0.01106369783739724
ITGB3BP,0.04022222379125185,-0.006367571515440081,0.023728692566727737,0.09520412268652184
NCAN,-0.1188263158434406,-0.0422087624407442,-0.03217992152271027,-0.07506192115612896
DLL4,0.00654304518246171,-0.036651553104789285,0.05077173724938325,-0.0208425676128255
UCN2,0.09522202188272855,0.05401928090531773,-0.048847333732377804,0.0388202111590004
VTN,-0.021472420521266477,-0.0012576673410180064,0.19959161031029524,-0.018233302262982306
CD70,0.10725534787274424,0.02320984044159826,,0.06192345373309487
GNRH1,0.025771086658248347,-0.02341501835286776,-0.0036471871973875717,0.014153965108834328
CKLF,-0.02791385079230058,-0.05526743686111883,-0.05034721481153577,-0.04304137657610793
NTN1,0.010131603974138637,-0.013307468548766428,-0.05055144518307749,-0.07616168201822048
WNT7A,0.045582377538359434,0.0949275584443029,0.1786996825779639,0.03690154778474987
HCRT,0.013987900342118954,-0.01477727238263597,0.013304270088515851,0.03968426912981483
CXCL1,-0.02666504103037951,-0.025490147250664612,0.09888565570032869,0.07149442436844608
EFNB3,0.0004282627724733844,-0.06434187876945459,-0.062273648861264956,0.0032452366810901225
CCL27,-0.0012911537344435999,0.002179992617835646,-0.012898979551789319,-0.010280060621917454
CCL7,-0.011368327169634374,,,-0.019951612802439983
BMP7,-0.00830102213627243,0.1451112520280796,0.03550421890194277,0.1035836896345955
NRG3,-0.031325592590057565,-0.03649483147907605,,-0.01217672158350624
RETN,0.030653928329164998,,0.006290779821239318,-0.009526089140937076
OLFM2,-0.0809096158496949,-0.09220255538341973,-0.08874127212818289,-0.09004738434029813
NCR3LG1,,,,-0.025676581000631186
LRIG1,-0.07470272442855524,0.004115324749630799,-0.044951195336641034,-0.09491594463052115
SST,-0.03405370798932829,-0.02269399586805643,,0.0032694268621160515
TNFSF12,-0.039283985467835146,-0.06949638760569343,0.05338957023642383,-0.07467662830894782
SPP1,0.10030431652302255,0.008426091152658745,0.10209145584788862,0.1087532663995529
HSPA1A,0.02000799221330782,-0.028731657697679158,0.15050387862702005,0.14145727981058817
VWF,-0.10310117929613133,-0.09584439579913258,-0.059792957338122565,-0.07251354502156722
S100A9,0.03270898611665297,0.07495474648935627,0.11461840410154149,0.030439250720902034
DKK2,-0.01090573722299068,-0.01621834639746877,,-0.018588492617370122
NTF3,,,,-0.05532555057157314
CTHRC1,0.003566227242173252,-0.018800780123389888,-0.15811888740245295,-0.037659691311090766
ALKAL2,0.016150999472540215,-0.025086247007410644,0.06005123497066395,0.06303865389623335
CEL,,,0.031173426464793874,-0.02289672071435435
CCL19,,-0.01054884517346197,,
AGTRAP,0.010317249172588087,-0.09259591463116439,0.1532249054445551,-0.01304722820442194
HLA-G,0.013494447511263231,,-0.0494658331153633,0.03708077987827767
TCN2,-0.025213829433426548,-0.047300151085521165,0.005563913047610271,-0.06030292383822689
TSLP,0.08701215898491481,-0.025423188709544346,-0.02412907398361114,0.06324139991845312
LGALS1,0.13025432345346147,0.09257285558557547,0.18288049018646213,0.14520794013222502
COL16A1,-0.05671181682015803,-0.062482691226270155,-0.10245586628063284,-0.04934688199750496
IGFL2,,-0.01232856683365492,,
PDGFA,-0.04267035001859784,-0.07585275732623466,-0.09588476153284815,0.021254463933478823
LAMC1,0.054866385015580554,0.08314288927421001,-0.10856066089955008,0.015239509417491684
EFNA1,0.03764179827089651,0.03648304831573958,0.013312620911345354,0.010648439243371548
SEMA7A,0.06910137203580254,0.06951439609847665,-0.02279772940125177,0.0453834364921942
ICAM1,0.026304346193015884,0.03471212614299285,0.06954381224478506,0.061570351882399156
IL10,-0.0296655601580472,0.009990361938355119,0.08541189143045293,0.01509447668618953
PIGF,-0.030628148718360625,0.0012997958041375427,-0.03260186696508748,-0.024797413117013847
FGF20,0.03936073388752237,0.03444084122911127,,-0.022750124180749412
TGFB1,0.010354292227711368,-0.024052796209074755,-0.0015081978661303469,0.05045406729070074
NGF,0.017902692699582005,,,-0.023042515539446428
SEMA4C,-0.0408589040382651,0.009298365026737348,-0.04394278682638591,-0.02331938409041042
PROC,0.02343774361502379,-0.02209416810480565,0.024503831090166534,0.03808377672342067
CDH1,0.032091326666881706,-0.039474566767419464,0.02325414338729601,0.016691631386545776
QDPR,0.0007739420099499902,-0.12271693641023654,-0.05495742007650984,-0.07763825945448412
IL11,0.02151568743527752,0.06898743973199055,0.012442885886954271,0.028204322687700137
HP,-0.026858034917175182,-0.04352244483973001,-0.11269584151834039,0.03753263440056778
NID2,-0.020081670089377925,0.012646239995407746,-0.023377590135129973,-0.046339545148637265
SEMA3D,0.08774582026883691,-0.03093609284672861,,
LAMA1,-0.0373345606660887,0.050052578154052264,,0.00452836138627878
NTF4,-0.014570485346536398,,,
RNASE2,0.0034880888149616505,-0.03549288722934368,0.04757054359088896,-0.008933499034624781
FGL1,-0.011518565986959352,,,-0.021852540141957772
PTGS2,0.10654210892467948,0.08748114061833322,-0.06581516116061353,0.04347510613372807
CEACAM16,,,-0.052467072651188176,
NLGN2,-0.03207308946582265,0.02898043271296704,-0.08029278172018556,-0.08859091023264305
NRG1,-0.02419660437835729,-0.005994543657539516,0.005156122916745966,0.027106581909047456
CALR,-0.030008240791075468,0.12851603238699702,0.0031300577068043194,0.0590414109630051
CXCL9,-0.00832875940556344,-0.02724870838108286,,
C1QTNF5,,,0.08133613958327593,0.0308722292920434
FAT4,-0.01512469068422482,-0.022762580445543842,-0.0257337562651433,-0.03866459457830455
IL16,0.002462369016062506,-0.057715954271735474,-0.007456595012215217,-0.02394815411890028
TIMP2,-0.057678515480771034,-0.06660772276175567,0.003618072329226969,0.021972196493261542
HPX,-0.02874399933473318,0.05015217385697249,0.04888143080304905,0.014295970207542853
PGF,-0.005264939702357109,0.01352455072113522,-0.03634406017510304,-0.002158722662049264
NMU,,,0.0733873159876112,-0.003280457095384996
PPY,-0.018983706251005074,-0.010399904829109718,,0.036366817886936964
UCN,0.07480198813199299,0.04142743114150803,0.06431364780103267,-0.025363966105295933
MDK,-0.04432080535127257,0.042328366138257564,-0.14988209616120063,-0.028462728753329673
CTF1,-0.0019894863336067,-0.043155548170056714,-0.015541762680957263,-0.02986128878199584
LRIG2,-0.019036958290972343,-0.00870165859677795,-0.0931301764749771,-0.018153471656004075
ANGPT2,-0.030250576564150807,0.06558598701768799,-0.07242180351307405,-0.061978397010202635
PROK1,0.042333710962969597,-0.01680121683178071,,-0.014467018160654283
NTNG1,-0.06280159677395926,-0.009770762292436551,-0.03412075757703102,0.03596070218127806
INSL3,-0.010586569719467342,-0.012828819659370643,,0.0194499626991591
SYTL3,0.0355905678415775,0.0631999910857598,0.13988785613705718,-0.024355215997717825
CNTN3,-0.004258465567758372,-0.031224052404646218,,-0.023890855474941703
ARF6,0.06687746021069758,0.0310653011010903,-0.023211566866921704,0.031782961027202135
SEMA3E,-0.02193929440158747,0.0152400273122806,-0.08403993600620925,-0.06772292883286464
PROK2,,,,-0.012570707710505854
SEMA5A,0.0008078422916653551,-0.05686652881289281,-0.03376714653056319,-0.03875967510747811
HLA-B,-0.052717576952875024,0.006078882769095714,0.15578029062831703,0.08781984873376623
APOD,-0.07603599606111457,-0.10303391073158231,-0.028280263613307564,-0.12209304489324686
GDF7,-0.0188895311368581,-0.004460546185412781,,
INHBB,0.017821493198186735,0.005987698275931575,0.18930842547118915,0.06611092540596371
MATN1,,-0.011265181979487428,,-0.030251290035664045
PIGA,0.09793269424170746,0.056035038411958664,0.053626889735067323,0.03092814770269978
KITLG,-0.015581923581202422,-0.02121580760933183,0.022101189229994014,-0.023574792473559692
SEMA6A,-0.04372382389752786,-0.0700735006423995,-0.05964208966118537,-0.06365654632591382
BGN,-0.043020598944118325,-0.05465173480282665,-0.06302628965743397,-0.0070517249572837086
ANOS1,-0.07981723728098668,-0.0630828108404071,-0.06130286331939275,-0.026766674891244086
AGRP,0.04392213187373054,-0.01232856683365492,-0.04579054551790069,0.10038646298957986
MIF,0.13564272919927606,0.09382527559035675,0.2265408519032442,0.1489319608742506
PTN,-0.11892985911601345,0.04442993720400361,-0.17978649068574934,0.016935337475038954
BMP6,0.08633364856627333,0.08586418879798256,,0.0062138977489652044
ULBP1,0.037514319160005014,-0.017179815059040995,-0.06967508056353618,-0.019450580919176
TG,-0.015723862091437953,-0.014669358795969116,-0.036525538225122826,-0.01768831380433055
VEGFD,0.012244655182325589,-0.015513199125871216,-0.05068375375724248,
FGF17,-0.020172502408741626,-0.022981764798585037,,-0.02798412927383437
PODXL2,-0.022632492783616443,-0.03659821370710377,0.008330125578093296,0.06789324525814955
AHSG,,,-0.04224932264118908,
RSPO2,-0.01383577403069829,-0.024608336799318092,,0.03846325848998116
