,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.023853240181762353,,,,,,,,,,,0.05849247475977277,,,-0.01522497794756558,,
BMP1,-0.06628981778109916,-0.004370697479096366,-0.0018893351089581448,0.06722260341898062,0.06329894430728723,0.00797228088374345,-0.08035280269128316,-0.07898625445453504,-0.3786833235607766,-0.06798663351538164,-0.016285483092830205,-0.0496519085028587,0.024719122245584802,-0.22714353478128552,-0.057029034716354635,-0.11109821706793918,0.04484749826440338,-0.015607958594714994,-0.06519013706302866,0.030078500591493324,0.016283428778526884,0.000754811566879411,0.007091783816885616,-0.0542320119754209,-0.08556555808351113
NDP,0.004307368867507183,-0.10113868743730549,0.01237248928460112,0.052000382442470905,0.06291734311973558,-0.02112682652602636,0.18227512817683192,0.04089108107888181,-0.07959031519005746,0.00553219557892461,-0.050126620894145275,-0.08163095207014522,0.0743294346590669,-0.027830339026521878,-0.07617248560535156,-0.06551521368929626,0.061682060915322294,0.042046904764056814,0.026958948416675513,-0.049254008400656295,-0.02032205680592198,-0.03067172502037051,0.07340920240955708,0.055195728301776326,0.02499425443610626
TNFSF18,0.03450382316537469,-0.0064383164530134734,-0.03791183724976218,0.0008400278715038241,,,,-0.056889731440468855,-0.08356532613284859,-0.030110983650243547,,,,,-0.08225979306382085,0.06555077486746681,,,,0.028171368418826656,,0.07051215941343804,0.04331316600731721,-0.07726456878960981,
IL36G,,,,,,,,,,,,,,0.0059662855482046735,,,,,,,,,,,
RTN4,0.09611485719052695,0.28239053278542986,0.035872365277753185,-0.0064315102412222085,-0.03450042052207918,0.11432110990170244,0.16683249645814213,0.32327003096886736,0.5026489582808249,0.16511733176129673,0.15167876369880876,0.36563181050223165,-0.03941779153020649,0.3542658708810631,0.09255193101823522,-0.062470232385796624,0.020011868936872543,0.04988781047273384,0.023300165829511083,0.14795958220400107,0.10646564047790912,-0.004055667612360319,-0.022746912001869214,0.2154644350047497,0.08873595757752006
HEBP1,0.0745951335685163,-0.08121531361229344,0.028392208518742773,-0.020034133071737237,-0.024789086949505178,-0.05881924256299233,-0.007288592184191189,-0.13361520080334197,-0.1623083408805498,0.006071086024074577,-0.006615839227342729,-0.18288088422168444,-0.0034632387489035837,-0.0013230278472858206,0.041565161562186974,-0.06662879545085504,0.007545223834213613,0.008282878075439015,0.02813804469191298,0.0004584630763624119,-0.004930671106730902,0.02890042615777499,0.06972969035203241,0.019673941318582883,-0.08658303327157285
WNT7B,0.009334037008477656,0.2917879098233177,-0.007786959957508664,-0.00590154298449488,0.013453218609676604,-0.014356868569559538,0.04702181729371844,0.14001149366701346,0.281452613179203,0.04191188448176989,0.006838221517421641,,0.049738061944800266,0.08660898339399592,-0.011207283043121305,,-0.03201231593771395,-0.007206239891659727,0.05005090072031321,0.0778316578902766,-0.04800459330125384,0.15383915030140474,0.034005782992933345,0.09273773950648043,0.0037270610844948615
PTMA,0.07212129706820725,-0.009871811015124493,0.07040082207760429,-0.05440587554391563,0.16137644555736663,-0.04787059355260161,-0.10042587230332188,-0.3531339263053679,0.10030683668964026,0.06407789448886454,-0.08201625238929175,-0.4573862109189257,0.030499836593813622,-0.32983700332496846,0.0603537280888442,-0.016593128070433016,0.055993299217653524,0.0361121797648817,-0.008482616988041942,0.15168785431806042,0.01767948705075295,-0.023782295304112983,-0.035258633320039034,-0.10893651050240549,-0.13142495211819408
FASLG,-0.02265356624575152,,,,,,,,,,,,,,,,,,,,,,-0.013204618179847348,,
