,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
PDAP1,-0.037810491120817594,0.017028475226355786,0.023031839793553503,0.011015768936887223,0.02293446690510084,-0.01341301337436453,0.17784904698771337,0.02816116924289923,0.021676688459278774,0.05396021541438899,0.048644828763948975,0.06399540579950569,0.04626723028613433,0.03400439871914937,-0.007112698910013187,-0.002371191749584842,0.010540150660060829,0.04264683919725257,0.0408365311269908,0.0006818554756023487
QDPR,0.007756070914127236,0.05671081588863943,0.05066188514979928,0.022412454995843493,-0.008804672451176429,0.020788345614293595,-0.14314410956350757,-0.0011021113572565959,-0.01284689451876726,-0.012160959215001866,0.06944696859854574,-0.06199832805345616,-0.11530205751252158,-0.03232108704694837,-0.11244295141930019,0.09530603701389338,0.07575081620389554,-0.12277037541694397,0.11661041209899171,-0.0968018113505717
POMC,-0.036799537966463285,0.033150049725896386,-0.05445718857123404,-0.02047308246795616,0.1545459817423905,0.10217038945955778,0.09646950998396593,-0.03160886917932898,0.014400549845559022,-0.005268262300156825,0.006040295695627132,-0.020922817960367327,0.044138387494187074,-0.03688778912376906,0.004681059274552972,0.1365022197935317,0.01796155612295349,0.0425369536022621,0.005527451287097234,0.03635054508747316
CCL18,,-0.0020480133842487873,0.011120858868129328,,,,,,,-0.04326966578753613,0.0031869964324030766,,,,-0.020824170772640763,0.037199856196795666,-0.04125175493467741,,,
CCL17,,,,,0.007495195780582343,,,0.05451858023382844,-0.013304949314468812,,,0.05922156459463742,,,,-0.02520715998469036,-0.02438620510050857,-0.041050490749903586,0.11876374127230982,
VEGFD,,-0.06708916847107778,0.07747454297425907,-0.01650321671347891,-0.010158876966119109,0.019639729907193718,0.040494958424043964,-0.03619795769553235,-0.009759341224576761,-0.020126947509872897,0.03396047405258971,0.05248768094363638,,0.041292437610867753,,,-0.01689306862710319,-0.05361617421574904,,
TNFSF13,,,-0.02422275921940261,,0.15630344145373226,,,,,,,,,,,-0.04836875383710398,-0.026506971206425894,-0.006312289285322923,0.03167768038480296,-0.006749088264090806
WNT5A,-0.03125136104542968,0.0561835982366629,0.052753241187287234,-0.008908935923872933,-0.0055038605052565885,0.04173397499538161,0.1342053592594164,0.06031337192364124,0.0018390604705288837,0.01469269407857801,0.02427862330123902,0.01478026013859903,0.06420309165695445,0.061586177356134864,0.01317537965119671,0.005127762774981682,0.03289710119197484,-0.02873547934157217,-0.0186920542873707,0.06839616396619445
CXCL8,,-0.10066758856071259,-0.06953435741476773,0.02767532276546379,0.04346355873469201,-0.05650251872186,0.07158950833781905,-0.05454288968369139,0.0224039221721173,0.040384616656458865,0.05481241345872306,0.016479013164850922,,-0.043957675375226574,0.0006458380645901234,-0.1142461969089144,-0.062200551541714576,0.02691771429498258,-0.02361984214507403,0.10524190170923965
GRN,-0.016512146801845685,0.027282913225249766,0.003677555639454206,-0.013763598495460772,0.020278676199673093,0.005175283181353306,0.11168803740786003,0.04819039224097748,0.034564191584860494,-0.04301501958659373,-0.06166706565146846,-0.06914407013071269,0.0010511315359618629,0.10686401437207177,0.08004443922584001,0.011282234520244305,-0.012854637886131259,0.22531259990187658,-0.03564528918907053,-0.06829159397965771
MIA,-0.023180992786907943,0.03520936383752422,0.015292859764961048,-0.014676806828426904,-0.002334416084235209,-0.015099866318278839,0.14129378237813933,-0.05032811655964772,-0.011099195344831609,,0.037508081186256176,-0.00756268591695372,-0.016772392752398144,-0.02659181892255089,0.012840903750247993,0.1030615431225968,0.06930427517931034,0.04937475836519614,0.152083296594306,0.08273375436189823
COL4A4,-0.020510453252043256,0.12071139822342399,-0.0038955028385527454,0.030540854454579814,0.0055178732745970165,0.03607079251429529,0.04226137680535197,0.029071493699036142,-0.018645765489592712,,,0.043594815725843235,,0.03510184993075032,-0.026328258436901713,0.07836319738805365,0.10863631107693289,-0.010620109379914337,0.0058105571260738615,0.09833096823899068
TAC1,0.008258456963068319,-0.05139758906265009,-0.00028364507822890953,0.009125657203094268,-0.017051716593496594,0.04842384055662385,-0.032276876509452955,0.028505337229162618,-0.029468280938741924,0.14940586755643673,,-0.06181428684889605,,,,,,,0.008965863909419338,-0.041485107635779096
RARRES2,0.05278385762025492,-0.04931034356896758,0.04274843140568766,-0.016791550894650654,-0.023802792794211554,-0.06734884974733249,0.15142027300914174,0.017151265232074497,-0.014692260024086619,0.01683875671423484,0.11800175458246999,0.07379425763348206,0.02748492160467568,-0.05869893385688615,-0.013761782422994216,-0.052443812141240075,-0.06597525560425442,-0.012993202503534728,0.06611051583558879,0.06768825758980652
FGF7,-0.05845301332725011,0.011788472167054333,,-0.0008367719485966402,0.03780879055485896,0.02220946470930529,0.053829814515108744,-0.030881087177163688,0.008683424921579135,-0.04672636655589703,0.11996651402479154,0.07364411756136904,0.04812002323748655,0.11094864846321485,0.043864319692832734,0.06854408935021442,-0.014422892693292761,-0.04360571928646416,0.11149873767893541,0.010018144648374394
EFNA2,,,,,,,,,,,,,,,,,-0.016055731193926084,,,
HBEGF,-0.03247030607676779,0.052754505484230295,-0.013760629359987838,0.011750202697816113,0.033021780577879974,-0.030746471455859386,0.04689252038031686,0.029612823839522455,-0.002239758344783492,-0.01410924586344924,0.02726246231032928,0.054853756797613076,0.06252482991675476,-0.046723172068497985,0.04830891489553279,-0.0031881821482767367,0.009960319036718434,0.05275327686345635,-0.10958753287500922,0.09655156909817432
CSF3,,0.023373066800245118,,,0.10463350349298224,-0.013814627775672635,0.035645984488112896,,,,-0.009372515352996167,,,,,-0.05648618654275382,-0.07587400845547787,,0.10995352670502594,0.056890244753004894
PI3,,-0.040590851049418314,-0.013606905053787161,,0.09712951492109004,-0.05895158951887893,0.027691117303009362,,,,,,,,,-0.09600174934646764,-0.1359978070952305,-0.020495727502692497,-0.05363733690602857,0.07452026024658542
PCSK1N,0.02885727619520438,-0.02363114198681242,0.037584043796416264,-0.025705699892044027,-0.0074520965568136135,-0.017764142279653856,-0.012136040826387792,-0.0188422743812765,0.007039649959904155,0.07711029781883437,0.041231791963285996,-0.05600176152758645,0.049807610084632366,0.058737161446769666,0.02260069594013537,0.07883056757990635,-0.04831708649348425,0.01428494304883159,0.2015361732186426,-0.13740394157080144
NTS,,,,,,-0.01599428943746204,0.07071290825011356,0.0671072795957465,0.010275215832569982,-0.01812071807980667,,,,,,0.004039331660942257,-0.019560861669275516,,0.13935482348344896,
SFRP1,-0.025768628190250498,0.1367747773355698,-0.0009497308881275825,0.013516445926550361,-0.027372662859216423,-0.005471965135412162,-0.014349201701234634,-0.0021444952267129667,-0.013304949448460578,0.1066228742071588,0.020767728307022455,-0.016107570559119225,-0.015356200345680089,-0.07625024607734826,0.06482252222499206,0.060531784846378216,0.0354295507654894,0.04149259178372633,-0.05938455603921623,-0.018637485376072956
CXCL13,,,,0.01889073059882892,,-0.00482010427937984,,,,,0.06741973393468408,,,,,0.024364425189430734,-0.04125175044533137,,,0.04850813726145968
MICA,-0.04663929255436782,0.016052858118768325,-0.022620611196524972,-0.03272596161150202,-0.0125023909352972,0.044008542809825815,0.0904257010136647,0.05723552592342321,-0.015507568823426686,0.0032630656542675064,0.03764466912355101,0.05376193924449584,0.13644710049329226,0.059760006883594806,-0.0011933575360542257,-0.004732483018869401,0.024428468286329497,0.08194025804614118,0.08216004137513788,0.05190259194160424
TG,-0.020510448629933647,0.08230014810091846,0.010509297139960324,-0.015667848531726168,-0.029539439992228692,0.04515573191083275,0.06956098776508145,-0.03422897010530409,0.10907441187426087,,0.03325804533647832,0.02066351967824647,-0.03283986925160361,-0.08222452951066696,0.05087219146988195,0.10305118415069252,0.09802071527869172,,0.0025390499511736865,0.1244606265625221
ADA,0.041255105157170874,0.02267716854099022,-0.06893586660128512,0.06686307371568793,0.042270603520072426,0.0015754609341850604,0.09399296065259029,-0.0017332318798491551,-0.01563783842512289,0.005701306071896627,0.07425244198817538,0.03621049461848839,0.039295721097506044,-0.10306679671370195,0.03892725447966449,0.01674615564413215,0.10846144693757376,0.11151936401935865,-0.02237557008959368,0.035210612067026456
LAMC3,0.055908300159459544,0.0594816015497022,-0.021148557989905094,0.031234371718722145,0.009931818729856852,0.0087452775062771,0.10442745070904862,0.033917632842384624,0.01649082356868736,-0.006193500816682671,0.05702537995013375,-0.0365146513454232,0.1264997762657061,0.07850911992904615,0.08653381064427697,0.0005485461410723168,0.0923710735645648,0.06413079163029674,-0.08989337206140557,0.03139787603877276
CCL7,,,-0.020417520621576226,,0.046784718648860815,-0.02880575295148312,,,,,,,,,,-0.03777972255099902,,,-0.051560987475833917,0.029521395144855442
NGF,,0.038966596862133426,0.005728188203001748,,0.04404512451582833,0.003986587669638311,,,,-0.018120730011097236,0.0409637156852579,,,0.08444605144792082,-0.030946032505477762,-0.03388501964361548,-0.015839915154750653,,0.022490835739135448,0.047307252531220326
TNFSF15,,-0.019965817448751397,,,0.037279852665848934,0.012750782095207936,,,,,0.0715505007654988,,-0.030270046275973607,-0.049410681843953835,0.08448661510790967,-0.03683098719026774,,,0.0046303971173128336,0.01822584729409308
HMGB1,-0.049228334180648724,0.0306738386432757,0.024368166628139055,0.008370528471725583,-0.08301996484237163,-0.030634067403347294,0.1302139521060226,0.059059955664232576,0.02494767613746127,-0.017063784459709633,0.03825508176322884,0.019594225199378357,-0.019761660049966497,-0.05264778574357776,-0.03881387716731621,-0.0494651633186343,-0.05029606545969129,-0.08711324122901953,-0.00944609894991332,-0.04767241000041885
ITGB3BP,0.07919337664529386,-0.009367886098511953,-0.048011703956400247,-0.024498394018720913,0.00551456881200683,0.0518675786418702,0.11145536136092428,0.03458452227617843,-0.02909217009468342,-0.009856123540857138,0.09957343576287771,0.10266044538670623,-0.0034928222111565497,-0.0749713189116797,0.06751499036501224,0.008212946629225327,-0.030015682454794756,0.08108887662573223,0.09732895838231741,0.046630585905203484
AANAT,,0.13871201148057988,-0.018128841592341655,,-0.021639215820922365,0.0582204181300868,-0.0048977379465583015,0.03613804051292192,-0.011099195962197193,-0.017036151157272764,,0.061979667173081496,,,-0.02168924677021809,-0.019090788074237173,-0.021606665562325756,-0.03793738697240267,0.032616119093890096,-0.025852198177134543
RELN,0.03689560981977104,0.025166558713187376,0.045139925310609036,0.00024292335898702989,-0.012840687626770457,-0.01802650932090688,-0.06626999912846931,0.013805955586727583,-0.04340606276845052,0.036448513317332995,,-0.0363801388774519,,0.09544861261226723,,,,0.06596131496450154,,-0.0328196374545332
IL15,0.01740234768207931,0.026102741374114884,-0.013196162047703845,-0.003489583923223565,-0.004839906759367785,-0.032422354342147915,0.014187887137194169,0.03282465239303159,0.02629169964109128,-0.034910879013591904,0.10707307198733011,-0.019592439654527193,-0.051670608635858165,-0.03684481098312561,0.0013836114133769833,-0.00820462717296057,0.034539707482679566,0.08025227068792985,-0.0007253622557049318,0.15262697837201292
UTS2,,,,,,,0.05540470259236569,,,,,,0.08269501805321545,,,0.050265138306320824,,,,
BSG,-0.02377094138673772,0.09359226628320698,0.07588047606118217,0.058904179318182884,0.04618094501893605,0.013381956785924534,0.031185113062895644,-0.061693924070651794,0.0006185446418030059,0.046750316056683006,0.05175923775650192,0.03747340031349544,0.04115699033380485,0.002893301613264193,0.04641067629608683,0.04963799344965598,-0.01180292927448655,0.15788723061538054,0.05311731411163095,0.13985836786079894
ADAMTS3,-0.015209193218255004,-0.04212106782200522,0.049492673539547304,-0.0028106260772516336,0.012900774631621086,-0.020279472563238126,0.14110194951525892,-0.013054002899815634,-0.0164461968241872,-0.027356055702724345,0.10977988005724997,0.06514848087600458,0.056254669983121265,,-0.02597066495048687,0.06367003793502504,0.060914300039764745,0.020588499563724452,0.16508333547342993,0.09907610375145653
CD34,0.03359189583950648,0.07029260942071339,-0.021173304852527493,-0.02924998946973659,-0.07501321588707222,0.0820076903939404,0.07023785788287094,0.06576743705401826,-0.020766294278875493,0.010167605358368035,0.02742166563698867,0.04684878470685808,0.1335075334128481,0.026331824514258542,0.08815320785383761,0.02600760266919351,0.08008954268674146,0.02626579010693586,-0.023970729905473522,0.019086830226910132
CCL23,,,,,,,-0.025697572074584472,,,,,,-0.0018149472110971182,,,,,,,
PLAT,0.027065878150851177,-0.03417710541328187,-0.010145018822513618,0.008833406683647514,-0.09082756066562563,0.05225779659267813,0.1508477402033548,0.050201263975860826,0.04032061537783292,0.07009568764891712,0.04783331972868786,0.023309650826626175,0.1084698933792246,-0.06971440662582955,0.04753167106887851,0.1046012260191707,0.03557864469130362,0.0643119194051004,0.04459876759091356,-0.0006084723859290201
NTF3,,,,,,,,,-0.01791675004638126,,0.007176703506072768,,,,,0.0397753540885465,0.10810348986563614,,,
LTA,,,,-0.011522185058072615,-0.02737266157868023,,,-0.029646575293665847,,,,-0.007376726669549394,,,,,,,0.02988182744730027,
CKLF,0.011509963299981973,0.05495379417432219,0.03251551276972248,0.05010040874045746,0.001558279773523394,0.05462689554990917,0.13462815705244083,0.022606607448766563,0.0031539904664421997,-0.041425976417972174,0.1149537499347752,0.04790978296524127,0.001392390955802359,0.017576628138530444,0.028843833434675205,0.06554094808275245,0.04065352646033246,-0.009295037098159018,0.14842864530087038,0.067692771245119
APELA,,,,,,,,,,,0.05252363474114765,,,,,,,,,
CD24,-0.04739339347027395,-0.014333655856372252,0.02311046789472628,0.007100849313022822,0.0029774910642490627,0.017398400345403478,0.06825070406319073,-0.010847080706567277,-0.00893440725874414,-0.015473205072751578,-0.019101012522770546,0.05686462084346042,-0.013573498628882066,-0.0057405182544760895,0.07136322814959176,0.07130434047673638,0.05447213898468967,0.002029896515877189,0.04903268324602707,0.05905258336541381
HSP90AA1,-0.04534254723960441,-0.034835638419337844,-0.010681710566092356,0.07504333183842021,-0.04128537041172377,0.034056505521450064,-0.12453483627691432,-0.012613001412505254,0.007089167346158669,0.018677123338111716,-0.06403178113310629,-0.045075494487926575,-0.07200920763512177,0.08855059788979572,-0.12444717071560885,-0.0983211135541432,-0.14431484001173595,-0.0058821066026196744,-0.15111026705977865,-0.108188619581288
BMP4,-0.02110822925248235,0.02747551264601557,0.04420739388018157,0.06704931961737479,-0.02635734330023888,0.04295302843516864,0.0178922747589887,-0.015494400117481547,0.01766025341985481,-0.027173030761173802,-0.02853981478762396,-0.025969730314166543,0.0015002574340105606,0.03760469139968396,0.021167335676221172,0.08490145443823653,0.08124219001595438,0.0926631143645622,0.022404014577842014,0.033581400217416305
SCGB3A1,,,0.04817032157111571,,,-0.022885690068167087,,,0.020889588035182146,-0.029988393569622823,0.07656874616369355,-0.021266593744118344,0.031046774077679716,0.05096231563187177,,-0.027989215896749974,0.037190053810552404,,-0.05895422169875288,0.0004139932281198505
IGFBP4,0.10198529299360551,-0.0202132357649167,0.025905010374795513,0.012142214243805531,0.0023191422230525705,-0.031193114377335386,0.09109147192960058,0.020419080112869588,0.02657118465773906,-0.0014865430831670278,0.021858190930454855,0.1216735974982059,0.11803257185419405,0.012739954319112132,0.09686395948628636,-0.032636400583798256,-0.04628027170932043,0.11756751833597438,-0.09554042197466303,-0.031013376899507897
RSPO4,,0.0064400283103096135,,-0.01862692810051519,0.015440957797236787,-0.026413806525743634,,-0.034480771904097846,-0.009362278982457072,,,0.014110881202036173,,0.04938638600851502,,,,,0.1415567929771998,0.1305872126788616
LEFTY2,-0.020307656115078197,0.07799063599692735,0.0012907124669769075,-0.011663695021283265,0.012130306490413908,0.15629538819466604,0.14346517100211367,0.025944977265882973,-0.01026585340745196,-0.018120730011097236,0.04258793413558173,-0.03762377476810525,0.06433963803376849,,0.17591082640126499,-0.032070706230069225,-0.0184612061854765,0.1885581191574696,0.07978599188594407,-0.03705892391012745
PF4,,,0.011008823948961839,-0.01048099333905841,-0.01863353375140566,,,,,,,,,,,,-0.014716189229287765,,0.054119362019485744,-0.046970968604640236
ANGPTL2,-0.039779305376562185,-0.0166270694962572,0.014302857285804191,0.04051201747576967,-0.007391887204442764,-0.009601324585323194,0.1339648159239054,0.024473957237282882,-0.05400811333361122,0.050261908033962854,-0.09442917700350932,0.11536086808354551,0.04217036031197678,0.02894065745969706,-0.022780232002604612,0.09864499959397707,0.07355776588383164,-0.03160720947934397,0.02546436566554965,-0.04412234127539147
LRIG2,0.05649338066069543,0.05040765750836662,0.037233760259903236,0.0703084883121019,0.040688300167186255,0.03683215238722869,0.04713564075160672,0.055131901425569556,-0.016313614514380067,-0.045343408678244365,-0.014484901032847376,0.08658535374296457,0.016241200286953437,-0.09064709332355353,0.06478202885056955,0.05089015513864409,0.040719477630418444,0.035253593330866514,0.08136746500194302,0.05758077281701855
ICOSLG,-0.008418259802304076,0.058492792187947264,-0.019743567524220185,0.005364833968298598,-0.0020194354316348698,-0.03221438399770157,0.055658210491829146,-0.00646254350582365,0.01518680321047112,-0.01673912369140552,0.004027254389609181,0.06621859760327371,0.1268232640302269,0.08798810537253551,0.013624670178869269,0.06392657823787962,0.06723633969656462,0.040699077773221924,0.09320924204332205,0.017965944291346698
WIF1,,-0.015501628568468737,-0.0008932971376559326,,,0.0030617864494070467,-0.07863141519977752,0.005787700173452066,-0.017617870629473207,0.0694303609285116,,-0.04496111367615851,,,,,,,,-0.05673638683514897
NPPC,0.05729153200514335,0.017848243630396315,-0.027105178013242286,,0.0006811854772479859,-0.007401285677535544,0.04410208717231902,0.03205514421586338,-0.013011276637107841,0.0064414846420626296,,0.07165785011377404,0.06596933631982321,-0.03713776042145406,-0.025970615072269672,-0.013835984654679757,0.10630979151015661,0.0012915675166295672,,0.010474033152602194
LYZ,-0.027561222853172838,0.007928840875439826,-0.02132539917688957,0.046254450339154984,0.0020093263674098322,-0.030836583708443464,0.14129056097845152,0.002168134740669275,-0.040651229054287606,-0.0274212804873818,0.11034000882141849,0.0424947720955658,0.0390160285540944,0.028473462298889984,0.04464743758487312,0.017117748370668234,0.02013002017839794,0.03775733424324263,-0.01954741551691487,-0.04210896308444909
EREG,,,,,,-0.03717049297221974,,,,-0.018640935608950734,-0.03585003791900335,,,,,0.009194164921386921,0.006118105045312434,,-0.030670062537095557,-0.013620739151636321
SPTAN1,-0.00031334960655038255,0.06919978481629346,0.011869337858462989,0.03954809506965742,-0.020819770137291697,-0.007568189327967205,-0.06519153647694724,0.009842508996674992,-0.013894655595167334,0.04737592367049265,0.11754143564559386,-0.020095010063877327,-0.041184536340815425,0.013632259327096474,0.05418428005558124,0.07621424956821742,0.056091408787348786,0.022031198962794374,0.08434090803936158,-0.06360063281552318
LIPC,-0.026259514029064873,0.018725801495518106,-0.012274476542094813,-0.015774455127501023,0.01075226866522145,-0.010638709152994402,0.028794839247775122,-0.03280311410899811,,-0.01657712026951786,-0.003220104753488535,-0.033588217552808886,-0.026760706248849027,0.04033987532973894,0.07369372542819194,,,0.013718502206181307,0.11398566435381179,0.007791791339174499
COL8A1,0.03922907572139595,-0.050414643179198665,-0.01829539965540207,-0.03602822272039483,0.046134703789083666,-0.043750600307452404,0.019998544231098078,0.030056334363930074,0.0192422844110536,-0.06833804483632437,-0.02567166898433009,0.05959427966661689,0.00933067297599034,-0.04986801384925208,0.03182852253382661,0.08009548006099196,-0.0012374473172370296,0.09971942448340958,0.02127756021109425,0.09051234084569905
GSTM2,-0.041917350514954356,0.032939917878365886,0.0466215244830101,-0.02296656344116619,0.061798796665212374,0.0034471767310438276,0.004041050512754046,-0.01819536071771144,0.01523486215473327,0.008101114479325187,0.10519959555150618,0.00816291655128173,-0.02409712650385488,-0.06491545968793586,0.040295070191981926,0.01338110316735223,-0.025525768761138167,-0.00243639530012684,0.04361297194436298,0.02679906926888283
SPX,0.03231713083069491,0.10013810832377645,0.00805605865350598,0.027180875717849523,0.01849002048677724,-0.01564587752950998,-0.06416062454388574,-0.01735476374994943,0.025067799184466742,0.04190829625710996,,-0.06270842507207576,-0.03345579843583491,,0.014042376255723708,0.13486067711538655,-0.01827202993067541,-0.10214628542430687,0.17870773825739208,0.061387882124450545
MFGE8,0.029657662412939257,-0.10943355511556012,0.006512623116255276,-0.0016044272220969793,-0.006256702635051377,0.014761394168691667,0.05478954535860025,0.07025728047977185,0.05604340602637642,0.00568677766181262,-0.0009379209786869828,0.03472694688256931,0.09655899146232338,0.0015651202724885774,0.052885962022695465,-0.02192142344161,0.05276574912148756,0.13666396074266463,-0.05965388529299003,0.058707577662250834
TGFA,-0.013885231932927625,0.05625309403620619,-0.010453175039525761,-0.02047035975525083,0.057864440056477104,-0.004601446803432928,0.05074242859532761,0.01015630217873352,-0.031242101378956402,0.059237804565539495,0.03206479775909704,0.03476979271825948,0.10651799508211829,-0.08560872752861469,0.005942731032680834,0.06835547147887709,-0.03138673124203994,-0.005229633776709169,0.12059189106392575,0.07035014484426746
SLIT2,0.022667531979842975,-0.006219243705602122,0.004510294100191109,0.019128780465136715,0.002273788400131837,-0.00628421975928487,-0.05451874701403208,-0.006507105753383823,-0.013256738317079986,-0.009565959400094972,0.02989642964015298,-0.04848553697134506,0.10957394874169006,-0.047723901271498406,-0.029370468874922482,0.04583516298811674,0.06900824191930709,-0.0248395308516461,-0.020569137212027137,0.08039909193398885
PLTP,0.022869318493719596,0.05067396812936648,0.03582036331230284,0.010368726648516083,0.04578616970688341,-0.01654401184417399,0.12110526029386236,0.03516301485062112,0.018123689624548148,-0.037084989746628334,-0.016247946092296874,0.01236529740405167,-0.015742232305792584,0.03238657871905005,0.11134618444916514,0.0019880793012853623,-0.04568439348144863,0.14001360354607903,0.020436250191160184,0.03689002636615753
APOD,-0.014399688260264545,-0.0175570974781239,0.06500267510189758,-0.026729102036801445,-0.03946511795905855,0.03649495329376808,0.04866343945092975,0.005420624903235278,-0.009957361507872926,-0.07460909448353183,-0.017793641117754385,-0.03974379266015685,-0.030068901820763206,0.06747073717214254,-0.06656962987645768,0.11982244804825651,0.12543167210813572,-0.13960711293532282,-0.055306180430792634,-0.03382349672514291
B2M,0.049950923524333085,-0.013626022212251248,-0.046676564865071345,0.027356086990401558,-0.012558913321563562,-0.01275007911957905,0.15986554963325153,-0.01612390833611705,0.006754759398385608,-0.045781439203510965,0.13309159829447423,0.030901321324406407,0.07947508652419989,-0.021210340078627377,0.06973529303664773,0.04521450621422699,0.015164325007816152,0.16532823693102494,-0.1617407564612788,-0.09356235907113229
OMG,-0.009859525523846033,0.13175595338654408,0.0017656269151093923,0.0029257899517787585,-0.006832448797989068,0.07616846585865876,-0.04404835853011176,-7.75567054090376e-05,-0.03656585909495633,0.021675970969330483,0.046371877609198024,-0.02309463251046542,-0.05632217837292926,-0.022831268239111666,-0.018039609379570744,0.10968310643531612,0.13231731709506092,-0.053314284548742694,0.2644522924825072,-0.04727627240156218
CXCL3,-0.016517129333440884,0.03515574304744797,-0.02544132399384227,-0.02154792484769744,0.01390090598698998,-0.02183325263458833,-0.0296523644346782,0.019651183955505826,-0.010015659543706758,-0.026241680122150935,0.15743330230814725,-0.021949109847056503,0.0037625956758526443,,,-0.013535998427976436,-0.041147026006661085,0.0006567625261452725,0.019026203615429938,0.08198801402651021
CXCL10,-0.008194529877148464,0.10161547608641926,0.0066453305975659165,-0.024491589923879058,0.019067711933772925,0.0827948456340231,0.14012160966383863,-0.0038006602012096197,-0.015214519910046582,-0.0024920801454889683,-0.0003910865970585997,0.015297148592795348,0.05864889328944261,0.01107807811892437,0.04450459291277359,0.009422282048311366,-0.019738675928057052,0.06954333325915878,0.049781496624942446,0.034369046764550854
RSPO3,,,-0.027734604739710324,,-0.008134328791191041,-0.025572896413806043,-0.03708494094121095,-0.04058712658547298,-0.024321062025101193,-0.04003516288976168,,-0.022936396762520166,,,,0.11150252508867878,0.016584026457838387,,-0.017341903559835125,-0.020958863441769355
CORT,-0.020510452921892467,0.014712186510035571,0.031310228753454246,-0.018718390398923878,-0.023779662044126355,0.01907260679663004,-0.057948760609750766,0.04638387719617349,-0.01451729649599527,-0.045613952115276975,,0.006602347751664324,,,,0.12002050230340221,-0.015399744061886166,,,
NCAN,-0.06937775940498421,0.1557640230362647,0.02445814852240262,0.0071573535249039805,-0.022043443062207253,0.059370410814248445,0.06652815755649641,0.02900460693648969,-0.0034549669080563665,0.032293563273032615,,0.0651125412911602,-0.09956556505173886,0.006883239393778233,0.08390540238657881,0.11935187548073845,0.13129232074802516,0.1328206438242984,0.10028701717582193,-0.022468423729228682
