,UKF243,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,ZH881inf,ZH916bulk,ZH916inf
BMP1,-0.026807454708948783,0.04313830875672649,-0.01304859558734798,0.049848646237012656,0.041416805170926614,0.013849186891754437,-0.06236352890897994,-0.019125716706188494,-0.09592985889638578,0.011083225989893643,0.004941521658984733,0.06416055487858979
NDP,0.05290951691839593,-0.034864559033265595,0.012720767946211707,0.02959539797935256,0.01592585724331828,0.049709220794627786,0.0012529679675668166,-0.0033856222643868063,0.006677689875731659,0.10079904126789052,0.09513821814345615,-0.048920613623079055
TNFSF18,-0.02665078225839454,-0.03120930096322749,,,-0.014292935307216632,-0.021358269950529914,,,,0.23652301839823558,-0.02430873417830757,
RTN4,0.01848050202777766,0.003810665104560933,0.0633367239608704,0.027925315661795916,-0.03087256203698453,0.021038074298734003,-0.05094098441932173,0.007048448394878333,-0.019402760353262702,0.03023252996712562,0.010147841912292854,-0.002191456702466346
HEBP1,-0.07323636975006179,0.02630810217267796,0.01984671972858728,0.04567384231651372,-0.0041064315711100115,0.037955810566567064,-0.03099212634999389,0.02782348949401514,-0.07529442266914908,-0.0705960025564676,0.025512317313740037,0.0332359829360555
WNT7B,0.11997902576280318,0.013632845256761584,0.031480765230379786,0.048773782648245334,0.04735741778863474,-0.009088023033813154,0.037994538131495406,,0.015611231777610764,0.014373138125832269,0.08682279150131388,0.07266912657536531
PTMA,-0.004405618759279273,-0.004139706885773224,-0.06200637944445753,-0.029150569167398655,0.05116880493496854,-0.018966203215885626,-0.008396677302718213,-0.01934671572308251,-0.0600869069033475,-0.03880128478432247,0.039105118399309226,-0.003096064660116359
CEACAM1,,-0.014877781107590476,-0.05839710957318365,0.006157180486667798,,-0.015994481037750634,,,,,,
PDAP1,0.015025456340883954,-0.025471481032143282,-0.0049891617963803035,0.001212555747685423,0.03551887216562337,-0.037617876351653395,0.012320879837648515,-0.05631580437644297,-0.04032719570737107,-0.03717408245416624,-0.020720208620591086,0.02323244825086178
QDPR,-0.10197979572926193,-0.05458608541159977,0.019889091645019258,-0.018293825357727375,0.003589250593168236,0.024252267846250807,-0.006748253854708086,0.020136678269818076,0.08229874421519012,-0.0031486685394959647,0.08646568254663838,0.05812367832564052
POMC,0.01104649351596985,-0.02643544338834422,0.023924193396269163,-0.03365963394829695,-0.03770764608844993,-0.024782447478392127,0.010815358360457456,0.11861776674820952,-0.024845190921130755,,0.029813931325777095,-0.06969789830243774
CCL18,-0.035740890348465684,,,,,,,-0.026936781114217226,-0.0004194578099633056,,,
CCL17,,,0.037550138758242105,,,0.015382946649831707,0.03143768206816069,,,,,
VEGFD,-0.04026953690538181,0.009862473514055111,-0.03402379910775929,0.005536506231507329,,0.06099686461001989,0.013608537572442653,-0.012255261386779988,-0.016786415314723475,,,
TNFSF13,,,0.03365881199135183,,0.03833690815569479,,,,,,0.05217340618377474,
WNT5A,0.08213513678026514,0.030089426826118714,0.0444390114191278,0.16836882703578662,0.04907583670066659,0.0356952773454309,0.0004830743213362939,0.03559309786706585,0.014386278428535577,-0.07432371644170666,-0.0435624429575046,-0.0008197157541110539
CXCL8,-0.01099149970549551,-0.019952893303776774,-0.03419378760777089,-0.0986255593729928,-0.019716609004807335,0.030000416815813374,-0.017193513838695607,0.026019654704213382,0.007450786624719833,0.05244974527091948,-0.09529944174814353,-0.031928152029831534
GRN,-0.03408495188160415,0.016349180024318778,0.035095851058435566,0.02127614589037802,-0.023134081291494493,-0.004616693971767325,-0.00040267044246445005,-0.007396702167591503,0.06677133675007563,-0.026008254586338788,-0.038874395426827746,0.014517854897353024
MIA,0.07350341743645779,0.03255335115485528,0.01748981369749077,0.0021064522480953515,-0.010566208409955733,0.055621846172387024,-0.02099773202263265,,-0.022765394895280566,,-0.0007751499508618146,
COL4A4,-0.012048087571935635,0.0622544963296049,-0.014670285046130674,0.0931598462301306,-0.01318828665112478,-0.027810813619681338,-0.01002830771455189,,,,-0.029555660714268704,
TAC1,0.05303295743128629,-0.02868650859566376,0.04966070446828319,0.0064840283837383226,0.04245714719220903,-0.002332178136972876,0.013732543842216508,0.03845410534614941,,-0.01479380848303481,0.0036791881035454846,0.03324201313701449
RARRES2,0.008524691796829036,0.07421333492440789,0.04242876245557197,-0.051822425932127616,0.029953052796918258,0.04725541702142096,0.03002697814817573,0.006347048659340822,0.13340347000641434,0.08930124243137674,0.00017109415968739235,-0.003529615546098935
FGF7,-0.027592570617075665,-0.024051639393084488,0.015100029054529373,-0.02878948164264718,0.04217246217745755,0.0830764277368905,-0.018792794184031455,0.013286811392390517,-0.0021121858603538176,0.10913659111289553,0.05873523303817481,-0.10220333276671568
HBEGF,-0.039691257442414786,0.0023604830713200037,0.0021507118012830373,-0.06468689054340536,0.07458406450156806,-0.042015957737808814,0.030718170184765525,0.015520230374086369,-0.028008215532804567,0.02261039453240518,-0.02256316869074056,0.012132715114070616
CSF3,0.018807852054401376,,-0.03740297249211852,-0.06760721040528776,,,,,0.03752526635898678,-0.03623528890488444,-0.03108917343431642,
PI3,-0.048023643311564924,,-0.0008737189644840269,-0.07400112800170427,,,,,,,-0.026597661227130687,
PCSK1N,0.03705188477398584,-0.041310382061921835,-0.017787231763945574,0.04679576733322439,-0.006453487287600909,-0.025266892316913137,0.01142724372529213,-0.004549331434782015,-0.016379989424564204,-0.037225642015980276,0.034515646742921124,-0.0219181431371036
NTS,,,,0.07499911563059299,-0.01609990151444559,-0.03177062176050784,0.011723564113650305,0.029562226336930293,,,,
SFRP1,-0.052904580242334485,0.014290457677219216,-0.03217300697819463,-0.04626540406759447,0.04875661168590966,0.06443295650703554,0.00878150889792576,0.003656980913238707,-0.007596289991836363,-0.02050616331289577,0.0052057204109448585,-0.043547424973082165
CXCL13,,0.001469594195254925,,0.027135491294890887,,,,,0.06024239152084,,-0.02521754277505676,
