,UKF243,UKF251,UKF296,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,-0.019010185760751943
BMP1,0.043251533733394576,-0.01930818434505642,-0.007926024697649496,0.06538804749659459,0.07487422453586842,0.02113043422863442
NDP,0.16441442268359144,-0.03059636071996431,0.027031286899393082,0.026595912263273135,-0.005997319953641497,0.0630615735120856
TNFSF18,-0.026202658955135294,-0.029989523015715492,,,,0.058146845300960044
RTN4,-0.0048302040514963725,0.02508634221843656,0.01429713588086851,-0.0194965065537745,-0.006458424437920406,-0.06022142576093631
HEBP1,0.1147815367684056,0.0543150048663571,0.010408373839235572,0.03611826943045032,0.012546559051911106,0.059990174087787305
WNT7B,-0.06115729727444099,-0.01862856205944112,0.03446558514649194,0.014610746949284001,-0.02538518456458667,-0.020682051596436005
PTMA,-0.12533516564899505,0.03182877164642601,-0.03212489441767591,0.0036819043918106757,0.01576025437974508,0.024959370861706066
FASLG,,,,,,-0.016487527624881575
CEACAM1,,-0.014296300948059445,,-0.016479389221075672,-0.016848516190036276,-0.022939973112995126
PDAP1,0.007101430524966376,0.0006246590804517304,-0.0481813989633928,0.032447866116105395,0.0028891436301941623,-0.03242322248744268
QDPR,0.06407749355001979,0.003274419159784236,-0.0035236139072935594,0.04443813393188141,-0.009766992826727551,-0.004097415359650684
POMC,-0.023710575483013616,0.013123652731383486,-0.026283290462306395,0.01653184339677289,-0.02756195917092972,-0.005357775341196503
CCL18,-0.03513992015220302,,,-0.006588676928436939,-0.058022005345905306,
CCL17,,,-0.021313031316448645,-0.02378903290734893,,-0.014944091919135356
VEGFD,-0.03959241914861968,-0.02047658285029814,-0.015633366218172403,-0.016479389221075672,,
TNFSF13,,,,0.03935174272763232,0.020023289342970964,0.009127015797532927
WNT5A,-0.009076405664009194,0.017724480921303364,0.0024574106094360218,0.0355165875797668,-0.0007703085761752653,0.001616783532465166
CXCL8,-0.09324370723973978,0.01406264314014799,-0.01455847038372416,-0.034280410047055204,-0.07139028814230676,-0.03798137348509318
GRN,0.054554721851497345,0.017030728958444482,0.029501999983625155,0.06386185554530198,0.051578546635344995,-0.019515575005156285
MIA,-0.05685745121369228,0.05115769479355137,-0.017779661716901585,0.0027602622333207966,0.0360995852773595,0.06771103264399582
COL4A4,-0.03985667958023304,0.10894736761807673,-0.0008023743576709282,0.005114270995866753,0.1028888697211998,-0.006152525598660429
TAC1,-0.04991738390903396,0.006599995269925604,0.03096513217594156,,-0.029068490275097603,-0.01964552840692898
RARRES2,0.00838332281150343,-0.01536442486019896,-0.020123278363168073,-0.052521138610276054,0.02552134218577071,-0.0012294397089939871
FGF7,0.03681779872703793,0.03340213946817516,-0.004719527626876102,-0.05357826246562739,-0.004176782924585749,0.0527644587605326
EFNA2,,,,-0.015662556603195748,,
HBEGF,0.004728029823933748,-0.0018493503835956937,-0.01104463275192675,0.012895114283718308,-0.013093596110348738,-0.049551008244381425
CSF3,-0.03985664802558076,,,0.001584369062195198,-0.02415464944325074,-0.015733823392567625
PI3,-0.00889589818425301,,,-0.018116622681773418,-0.005678671356529394,-0.03418437118165677
PCSK1N,0.04087158736098882,0.028025502515421404,0.025550677174786162,-0.017212523325362893,0.08397716682122011,0.0054049899882539585
NTS,,,-0.03578006331069501,-0.019081853040627098,0.0021506085714452492,0.1591966814612454
SFRP1,-0.010457036585883808,0.05519356563069,-0.021313031531088374,0.03446795296019208,0.03251468471757811,-0.022758222194005008
CXCL13,,0.04357641669401943,,0.007106883481272466,-0.008231358688948042,
MICA,0.004876961754014128,0.014076597543672723,-0.011829354129025162,-0.010310544941556277,-0.010178807359893575,-0.0007089484943148465
TG,-0.031772110066997435,0.04946281368766034,-0.015424148209293772,-0.023501387979509805,-0.019879647666168176,0.053191285957632006
ADA,-0.0469857603032541,0.11805837865404274,-0.02505005710271768,0.057401640351987304,0.04060827249646189,0.019890892331818996
LAMC3,-0.008556039228392785,0.006700217964598608,-0.020274219184379896,0.03210939514757644,0.07937778405813006,-0.011443804486457232
CCL7,,,,,,-0.016487521762113547
NGF,-0.02296254791248125,,,0.08999744273438363,0.055454156121221586,0.024362217460654093
TNFSF15,-0.028407537571936526,,,,-0.014999622620093786,-0.005764386437616602
HMGB1,0.024795215059252897,0.09619683947288815,-0.006136968069790363,-0.012441509405974192,0.013027651763195052,0.04264483140385997
ITGB3BP,0.00695858507509517,0.014988742808449643,0.008415350003628965,-0.021430563731113204,-0.006804437181872007,-0.0043007828650768395
AANAT,0.12064864470336494,,-0.017779662705851768,-0.021077559052824123,,-0.01744448558988667
RELN,-0.03959239859851553,-0.037572403793529954,0.04876347872882246,,-0.01811791858105136,
IL15,-0.04038082430423122,-0.024766375726769086,-0.007540807723623428,-0.01693160028500996,-0.004317624077983456,0.0685151118342483
BSG,-0.014683370487799116,0.015168502214741966,-0.04291143234222577,0.024501481020609117,-0.019771495353711015,-0.03993116226920283
ADAMTS3,0.043222040131252686,0.025714535713463015,0.022674194603927524,-0.03514334284363,-0.03665405910894794,0.12634201387336683
CD34,0.05306217663604241,0.023368186215456496,-0.016501234606068935,-0.0149620704482475,0.0162265188211063,0.020574049128154297
PLAT,0.050631192065952284,0.023933554532186332,0.037784523541342915,0.052293967904844085,0.02650364456698308,0.06190412235478323
NTF3,,,0.010368839751678653,-0.005785917295408493,0.03901452445214647,
LTA,,0.031863481885572274,,,,-0.02347764865691412
CKLF,-0.01728519005043135,0.030736845325766378,-0.0275515494263542,0.029094127344536688,0.010758080443754245,0.05222427323013485
CD24,-0.014984726849728191,0.036113696464226235,0.03292762368660527,-0.023094277207929965,0.0339295684542753,-0.04648996488135606
HSP90AA1,-0.04618989907226848,0.03201546071384335,0.059859615835476554,-0.037242946371993615,-0.042685038014799455,-0.039826959801873264
BMP4,-0.04969657061800281,-0.015154918609351918,0.047629000630751005,-0.009950144354336147,0.045212143962913495,0.06798615931829606
SCGB3A1,,,-0.014997319389745703,0.02361248082714707,-0.031149483140624608,-0.010011778505736441
IGFBP4,0.05204760897729133,-0.010755965745127667,0.045628004683429015,0.054827770903877936,0.059700837482053015,0.005147905648926232
RSPO4,-0.028051106482191248,-0.02311160564141575,0.003761407876019226,,0.03179691600178091,0.040145022478279516
LEFTY2,0.005046379096839386,-0.014471882760216775,0.0012820381322921942,-0.018009126046696584,0.025430018117477467,0.08845016888208296
PF4,,-0.013004430117273258,,-0.014355817496138406,,0.04568282076829135
ANGPTL2,0.06883239399712293,0.00961553226316726,-0.01838079885351061,0.019424645822400666,-0.04356059292719648,0.006980867058200408
LRIG2,0.0836138277040089,-0.024718782878250682,-0.008254345370633933,0.05476325654832737,-0.03050302006047436,0.03939017950892975
ICOSLG,-0.018365995876843105,-0.041035726135301626,0.02306024524274298,0.03240091733418993,0.06157127573334814,0.03451154994479377
WIF1,-0.06527940801376107,,0.0021875636667167135,,-0.019500944687885546,
NPPC,0.06866447849214646,,0.08952611294267351,0.06587584419684711,0.007646888332857022,
LYZ,-0.07507441387213364,-0.028424890469771563,-0.0011429538122425002,0.046137252526570936,-0.004331341987979895,-0.02546730347401272
EREG,,,,-0.024463250483211012,-0.026128267415039284,-0.011022300097783785
SPTAN1,0.06303386846945623,0.02160412625488589,0.0377299699000156,0.04171729201571336,0.02267124790526039,0.023727406402317117
PTH2,,,,,0.011616878358932154,
LIPC,0.03947006062011894,-0.019572362342716552,,,,-0.029684627269655994
COL8A1,0.11400072068383812,-0.04973012112400298,-0.023295840878900253,-0.04013802712349941,0.01343399934174584,-0.07203686542242847
GSTM2,0.04242393641469535,0.019062416156713023,-0.030188810193182227,0.04340584996510274,0.03999810694991869,0.07151431667148357
SPX,0.03362229004098607,0.006307274822862926,0.06890556453002113,-0.017824582361764717,-0.029467956337214288,0.1625943776816912
