,MGH258,UKF243,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.037514212716113035,-0.027228003314943402,0.003114990640574635,0.048603307041412656,0.041019939116669665,0.02368889576345379,-0.0485467781005139,0.08833390313828052,0.019464154860898877,0.03723979618008019,0.02899140427903513,-0.009356031376954498,-0.014452514709115042,-0.003907986000746312,-0.01572680045431042,0.03624853963439822
QDPR,-0.06039472616538195,0.05050674236642355,-0.0031341097274838773,0.0019529894558405103,0.047969616420687006,-0.06417789420941362,0.012138357927800504,0.016276354613404747,0.10581243219430037,-0.01434950614530467,-0.02040268284781468,0.02778987105373702,-0.0813968214290866,0.0675462874751668,-0.13211013084611614,-0.08188189049834631
POMC,-0.05506436184188608,0.0929010263655779,0.001982585163656122,-0.027656247472603503,0.0518298430794126,-0.04674723429287431,-0.012354528249030876,0.035955455969535866,0.012186808768884673,0.06782828194164152,0.06235672470258419,0.029138271074763408,,0.07176676751232966,0.10548056315022777,0.04828450662407189
CCL18,,-0.03972745358563942,-0.0007149642689812731,,,,,,-0.048427555209984596,,-0.04282265923877132,,,,,
CCL17,,,,,,,-0.013279517579130084,-0.014057311114133445,,,-0.01660153426187036,0.02712886337637257,,-0.038153696917397,,
VEGFD,,0.18849826875737824,-0.026149133544633506,0.005910835114838447,,-0.031089512728207754,-0.014148202783512946,-0.018462959453117832,-0.03303400501034115,,,0.023616253938660247,,,,
TNFSF13,,,0.0486421345221209,,0.04604883851706688,,,,,,0.11323408953956586,0.02379348548067724,,0.009133734837052808,0.0015506726358003949,
WNT5A,-0.019751339657468597,-0.04346584856477366,0.04363671007096332,-0.035572254806731346,0.01711884267048478,-0.04074490726106197,-0.0012314480144871537,-0.029624049904392474,-0.04560661986382342,0.01720244577613778,0.038000523300089996,0.009375877969811982,0.04472032556647245,0.05404458477940722,0.10129326164672524,0.09063222254615474
CXCL8,,-0.04858989396994057,-0.00059504647412158,0.006923753800888258,0.06662370320317276,0.015334801285301961,-0.04067663887448749,-0.017193510638909525,7.056272070066559e-05,,-0.09671208735553018,0.022752330019556028,0.0018187634774742456,0.019880632261869587,0.09126018564961492,-0.06163036931671296
GRN,-0.04162609774302535,0.002231008848814857,0.03563333532806545,-0.03293663585767653,-0.06444389951592792,-0.025084802975228825,-0.03745278910829645,-0.03882649575416633,0.03323901483232089,0.06560912911651562,0.04997720742701317,-0.02936531957915194,0.08946950068525528,-0.030564555225379694,0.025850472697706763,0.024303756461725196
MIA,-0.02223199120683366,0.0408115420857887,-0.019871870263858633,0.0009794649555465763,-0.020391632492566772,-0.05301244310806126,-0.026101067462027047,-0.02099772811486538,,0.005943931920813779,0.004052090491127391,0.03776299598416924,,0.07396713544413576,0.1353152576362124,
COL4A4,-0.019670780304333193,-0.031196307351755864,0.012961775260279109,0.023180933458721534,-0.02056686907818993,-0.018287463684337757,-0.013864227203243833,-0.027026602774845383,,,-0.01150640762595709,-0.033865087566483994,,-0.029326487795535726,0.0957048427859204,
TAC1,-0.016985060434957754,0.06056315799288122,-0.014892578479698567,0.06736174526960856,0.05973619376313268,0.03447917860211167,0.03914212112405773,0.054400673853578725,-0.03372673636888674,,,,-0.0345328896553382,0.015236339144129429,-0.13612443687617345,-0.04296904496452595
RARRES2,0.024647661650827754,0.07552023038124803,-0.000819232807905428,-0.009496261525607431,-0.02513675399814263,0.011112997845976788,0.007770975609437163,-0.0005599261414024236,-0.010244609464115198,0.018088216747744378,-0.06779211617957993,0.019120665164428167,-0.028061389821870196,0.031178322916035357,0.03329035117657032,0.0032613688634324273
FGF7,0.06729429646445433,0.018621013417176775,,-0.012626128405728779,0.029122675543798236,-0.009362105788801877,0.0077881327797648765,-0.017132013715585915,-0.021515796335491274,-0.051448798607942485,-0.017898696281650816,-0.025623492711565016,0.06331195458426005,0.08274968146995076,0.049333014319853985,0.011946097694276733
HBEGF,-0.0012389656514194417,0.026897503165740078,0.05255365605744031,0.02498652630464547,0.0388884068657862,0.014630198311247003,-0.06140679594659777,-0.03546177904269473,-0.046149149314032946,-0.06008669266918934,0.04659032788553876,0.05317135941515853,-0.08160196273924146,-0.015181492184360785,0.20390656802775042,0.045300197328465304
CSF3,,-0.04505995254562805,,,,0.06305152134541374,,,,,-0.08876088843569654,,0.06780861634659642,-0.018466178279649827,0.10814054149865389,
PI3,,0.02589594641756079,0.021414916359990127,,,0.05176229743901471,,,,,-0.1052692943255019,0.07095912951422584,,-0.023673373784061206,-0.0183039677879496,
PCSK1N,0.04161474627706331,0.07946791368220694,0.05137112480490896,-0.006469499328140218,-0.036351170753517376,0.048756747029361704,-0.024606495103190254,-0.021021270598511787,-0.07863206476416804,0.006112542886443971,0.028358462223154805,0.005948602702862086,0.03541943825245148,0.02917832783775442,-0.11565154969906385,-0.029657926717250937
NTS,,,,,-0.010634479346864198,-0.02378075463014275,0.10598676606182099,-0.007618853270918732,-0.029741215926840425,,-0.004482117491481289,,,0.024309651779510437,,
SFRP1,-0.02471369197187137,0.050572030707753776,-0.03910771404222128,-0.008044737305837608,0.058668486115496916,0.008403945561643414,-0.009750720502059525,0.04362322829929943,-0.0410831407480234,-0.06605121733002528,-0.02527779094609,-0.01082954729476684,-0.007614351166586081,-0.04248674675912941,0.0016607178731620487,-0.06566074363524557
CXCL13,,,,-0.008904199277389275,,,,,,,-0.03729044974359952,,,,0.12593638826119802,
MICA,0.05406202179593591,-0.060232814528440294,0.0023510570905772733,-0.06874902610214217,0.006270821975383904,0.04224471380569531,0.03335413773325456,-0.00351811517397366,-0.008531851529760373,-0.06680289780264803,0.005828281131764553,0.02382036771353503,0.14865661537953984,0.03353402489657459,0.03343106501177641,-0.06040798379313171
TG,-0.01967077587144711,0.03305106508385898,-0.03177444595871348,-0.033088464814225574,-0.02898064387139601,0.04389346239089939,-0.013378611417638507,0.10804797243276332,,-0.030917158658790234,-0.02205928841258056,,,0.03622222862687457,-0.03911213001073976,
ADA,-0.04610410500528787,0.018045599204994826,0.04390663037076819,0.035500676785975654,0.027427180276376494,0.006491929092697075,-0.01746780878765941,-0.01944646440905821,0.009277134772104791,0.03224068774506779,0.030069894153573907,-0.06500988415247075,0.002004294442204315,0.11833246399060458,0.07394835763802053,0.05262404293458723
LAMC3,-0.01535092230032617,0.04473199915557806,0.0697190414852617,0.03356719739840774,0.055939418180307426,0.014286204914646675,-0.031106685528468667,-0.001168331777812934,0.02417246684939665,0.008657231668758786,0.06107042457320735,0.010049318049661164,0.01396133015850299,0.042229527822867534,0.11544999227356642,0.038936413065162344
CCL7,,,-0.01663305267297804,,,,,,,,-0.024881873194572458,,,0.07317146951639263,0.07820605234577974,
NGF,,0.020306826764957396,0.01832932537918331,,0.028828780195258745,,,,-0.029741235509457814,,0.0323649983919452,,,0.040661493404599416,0.050490224427469636,
TNFSF15,,-0.032116155229813856,,,0.022144426476713212,,,,,0.1351349791901457,0.011922666956665521,,,0.02251263365639097,0.0935185376703071,
HMGB1,-0.021969507534047326,0.0995372292586211,0.0015532383597091424,-0.02485105623626737,0.03652270193522585,-0.005911111344769174,0.0006080428310721538,-0.01035849548915255,-0.01342854046987672,-0.08040670364969342,0.08465694603092455,0.022463997463106837,0.12253692394150333,0.010961656714016596,-0.0009624653723414581,0.04387417101948369
ITGB3BP,0.054943088112008535,-0.022814456743454944,-0.02375473869579206,0.01560899176670043,0.024621899444035044,-0.014430408428905936,0.02157547846727417,-0.021702637741440236,0.07340710524753914,0.008932027828991204,-0.020996002376249906,0.027497469725910908,0.00280054496625139,0.02135673740478589,0.01848406567025704,-0.01569766246775811
AANAT,,0.040403067533584525,-0.024132028886203902,,,0.004266154433545694,0.08098363699667678,-0.02099772928281263,0.07337003051432149,,-0.021828423583579424,-0.04507543314873456,,0.03391184034473181,-0.003986049750263885,
RELN,0.0968144250019962,0.039249575958169074,-0.01580800905744293,-0.024617263197945174,-0.010686645058871269,0.06819411167305355,0.016031006874815984,0.03347284635408386,-0.04066326410971095,,,-0.027351245600548604,0.06690917542199791,,-0.009481422812031376,-0.012197014136617374
IL15,-0.04545316374813166,-0.01743497037356236,-0.017827923600153582,-0.042154197949321584,-0.02389388601541083,0.04383557857804201,-0.006956232868079511,0.027571286245506435,0.021682709837062827,-0.003149055323233697,-0.004602583392572221,-0.06879453135348408,0.06719983860173061,0.03408208538741149,0.07862332643179569,
UTS2,,,,,,0.023762090984011792,,,,0.08511588995979012,0.00436721024068115,,,,,
BSG,0.002697119673864156,-0.015890788185778867,-0.03625431300874394,0.03409712129740831,0.04393849206599754,0.08436931481070548,-0.017721009340635703,0.08052402869209355,-0.07741213458976749,-0.008630698507702018,-0.05188587493325674,-0.026704806773500952,-0.049822087610438555,0.022505763618697515,0.08336015806830853,0.008819484960749456
ADAMTS3,0.006128468820845275,0.0069581324128148644,0.03631419486959768,-0.034538038745673606,0.037292980471295034,0.06006777172381015,-0.04291005006625235,0.05998168933924462,0.02810501647416038,0.033722027462981634,0.01227749449946639,0.02033297588505241,-0.04584625828694133,0.09598665277963574,0.0742098643983357,
CD34,0.03361001470913581,0.07329820756000252,0.025331959480097924,0.04340332060018654,0.0778120948199079,0.03126393603793494,0.07740996059847857,-0.03928618135585462,0.05952598443693067,0.09809244417133887,0.06517670978041601,-0.0019933805526453356,0.027830852926539418,0.04665409328779528,0.04312093776203162,0.048227581911591516
CCL23,,,,,,0.018197626416621645,,,,-0.02689078938074752,,,,,,
PLAT,-0.01288951870784405,0.011725451618592344,0.0014428783309722677,-0.08199491172485082,0.029436838306885933,0.014161449320204892,-0.04909620196301004,-0.028766397010541515,-0.025919628585428043,0.04868158267765643,0.02036843641913497,-0.01165792839745685,0.04843485361725258,0.016785146228008165,0.08681000937542974,-0.04883691966255048
NTF3,,,,,,,,-0.007373980706226834,,,-0.0015182687434921753,,,,,
LTA,,,,-0.024333361029437263,,,-0.011587553160305459,,,,,,,-0.023254700836663783,,
CKLF,-0.014483652222123496,-0.0024506097091516344,0.08154276510770304,0.03551885824816542,-0.03971804823686346,-0.0038747799281892655,0.019582803246742594,0.007960624206980441,0.07235183402973935,0.052363057930102444,0.03638667740544942,-0.016678421735522087,-0.054286734892296074,0.039229394343210565,0.01302324265551743,0.021223385386083378
CD24,-0.0454531657284417,-0.09726670344189739,0.02781246841479275,-0.03740994567816325,0.05361452831960136,0.023464382171138595,0.03806148745316437,0.03912971153636982,-0.014664315025876618,-0.02642218671368341,-0.014080191258874959,-0.00018420520398882646,-0.02685835643183396,-0.008436137186585363,-0.026760627336364164,0.02381699245390586
HSP90AA1,0.004979665465626244,0.0803317180998794,-0.0657194936067438,-0.022192112563151914,0.026716570009453097,0.010032141478137772,0.0036968178849554247,-0.013970787098421302,-0.08054008044347102,-0.06852496666261877,-0.06566119236363145,0.02207576663772896,-0.0417538870504336,-0.06317963097135929,-0.11103787031015816,0.05926562793910259
BMP4,-0.020244084084183545,-0.05618448175296673,0.006776847708457429,-0.02579478911296558,0.018362879565861454,0.055563797973147,0.000988571852729826,0.030109877198026644,0.005327872149675853,-0.018493430645021326,0.08467611501767885,-0.008492237611032592,,0.06360665720631674,-0.026869215213157147,
SCGB3A1,,,-0.016633051009694994,,0.04127363415586525,,,-0.017711790022322066,0.02270329041956828,-0.033185394400015236,-0.014344365957175885,,,0.01949693288417004,0.03268124001419816,
IGFBP4,-0.033059959312577325,-0.07248034419097414,0.0309069018848932,0.041379917721608664,0.027005505099126505,0.030014462399178012,-0.04474992863091288,0.04391076412203975,0.018559085806268364,0.05459686633718807,0.07435339240908603,0.028186335577204295,0.012093029316155239,0.06797057264179082,0.07479859955933249,-0.06290890528763404
RSPO4,,-0.031713191890312735,,-0.011859275525279397,,,-0.013477029757715937,-0.017711787431572104,,,,,,-0.02796843692370675,0.08313898536182487,
LEFTY2,-0.019476285434884603,-0.008420589285567014,0.03312740540821233,0.026856847136925075,-0.01894518282795613,0.06615086272434718,-0.02505287068495476,-0.019421191538638603,-0.029741235509457814,-0.05871339501214114,-0.02112189269256204,-0.06207346302752001,0.18876191709476764,0.0207817266498205,0.016215339400927807,
PF4,,,-0.017254120427324614,-0.02213449910594451,,,,,,,,,,0.002835852981902826,-0.022288838622114143,
ANGPTL2,-0.010939423240855015,-0.014798714804026872,0.030402714605645895,-0.043361683017312684,-0.024966924815847714,-0.002074711353931405,0.049443742657268155,0.021638444276973503,0.06720072614081539,-0.008813712184570284,0.11580928815851503,-0.02071332355913441,-0.05423864763119835,-0.0015074072014580257,0.10513913133795286,0.028503473997336132
LRIG2,-0.03755796561335935,-0.06485023599076584,-0.030534730732620738,0.008148126515498804,0.06020632387214397,0.0010750553218853026,0.017707000820203465,-0.009383404636636896,0.010698214328354355,0.015994438578683184,-0.03233377740603125,0.08399009208843142,0.1405426485164661,0.0599010836546489,0.03152331451597597,0.03286478376509787
ICOSLG,-0.015540455772289496,-0.059394283264830594,-0.014726008703597977,0.04525977542496642,-0.004960936419054278,-0.006839761456155319,0.06632893553002771,-0.033613665012250694,0.0732898573603319,-0.04093558309092865,-0.027858573720833356,0.07284605510530905,0.053860544847900316,0.031187444468402954,0.027311926698347935,0.08486134048096688
WIF1,,0.014982584126464442,0.01611576290109433,,0.01667058465756537,0.08623973030600023,-0.01039990465138052,0.0637343394892048,-0.06812873476328495,,,,-0.013834584561660129,,-0.05323690498409107,-0.03607519375877863
NPPC,0.06086216398746629,-0.035415571952152516,0.0983637968482557,,0.03088261057375293,-0.04698942597266544,0.07373432444725672,-0.01273841155298095,-0.0418078595025764,-0.023758935323834756,0.013374979245049195,0.048691169005252555,0.03485475931259807,,-0.04202126208284799,-0.020647612128683414
LYZ,-0.033437215753337794,0.07480377444490094,0.010340671250888252,-0.03906494199162705,0.03582113980496582,0.0636085210772343,0.0043011954388651715,0.014988488735595185,0.056149274626101656,-0.05613909434005376,0.05301521867612011,0.03710661748607827,-0.02394886045526383,0.023501806842018788,-0.009006027058466023,-0.016713014983334
EREG,,,,,,,,,-0.030595039809263855,,-0.05050574100043247,,,0.020284165887754658,0.18306659266597025,
SPTAN1,0.05646859466643084,0.09302022235560663,0.028640069366358274,-0.0156807665721153,0.07528141226712928,-0.016989323135392358,0.06464592198030152,0.036550617927364415,-0.007754568802633409,0.024578131624099817,-0.038638426371393926,-0.00923735108215264,-0.05465699133638118,0.024702217901122835,-0.12832638850964678,0.10468867758616787
LIPC,-0.006330547634905625,0.025556908445976318,-0.021123578558737584,-0.03331360412330926,0.013817487390981164,-0.03660060027599944,-0.02519667960178463,,-0.02402878424599372,0.09381372744695927,,0.05733659438429213,,0.023069433740715403,-0.001027208361350364,
COL8A1,0.02558349529867826,0.005006065528269431,-0.012431454706700554,0.009044696485010694,-0.0073799809381653,0.0007229623572985503,-0.01629116383080324,0.030585105375687843,-0.01586083891641907,-0.025514432601092315,0.024836070290184416,0.037244722474043264,0.0480053673042218,-0.037637447897268694,0.037080705384709665,
GSTM2,-0.03825456016254034,-0.02766396712504992,0.04194519375568042,0.0030316667326875098,-0.020205498000176222,-0.002175123185932197,0.012828406221944814,0.006681060364688705,0.02126339782438207,0.13876793315523925,0.02569957552045751,0.018493878414648685,0.006650421129225607,0.028914172107230875,0.06455077786093334,
SPX,0.027594768771464433,0.09957794905487521,-0.023699094989391795,-0.006488024691587607,0.006772699814946871,-0.011499892949922966,0.05761732656701342,0.03892605419942149,-0.015537343649102451,-0.03149702638498492,0.17001678527698658,-0.017295482458552225,-0.008607847350237873,0.09320749506047969,-0.06454878234272837,0.030692979590185333
MFGE8,0.034863652522251105,0.001355414806933982,0.06954325226639821,0.014562555117359972,0.00896184814127503,-0.014889084192843554,-0.04107591550454329,-0.0035232556796806016,0.0014354359851438418,0.020932437997027663,-0.018417245162140314,-0.04867664664949001,-0.005497192417683066,0.05836422974598214,0.06297293273099552,-0.03324486010255469
TGFA,-0.010680673364762855,-0.09277133491843736,-0.05066582521896146,0.03658457466725642,-0.006161298445763603,-0.011182833566354137,-0.04606915453273988,-0.038347270529739866,0.04024084386775749,0.006800598302749699,-0.07907984373903638,-0.0017431275297361932,-0.06248153122968515,0.061437246353968064,0.11277783544887487,0.05165765948107336
SLIT2,-0.020244080844826505,0.07643761772346795,-0.004000012897158558,-0.006457937131591602,0.04563802304141027,0.032010077564713614,0.09970838432849181,0.016043783621396395,-0.033170865628186295,0.04010174620938983,-0.0485051973273634,-0.005169360216575424,-0.06163295413264633,-0.0005464026553997659,0.08237469445887174,-0.015075749624414546
PLTP,0.0707881734930237,-0.046825679735586406,0.025800196865610178,-0.010133364760964816,0.0040137307385233,0.042293491706197665,0.06833446913602659,0.051036877722956835,0.025701720660125625,0.001188433625729835,0.037487967567397994,-0.03563948334647981,0.14528558106913372,0.0735502680941324,0.08001659275944592,-0.0077071260041330315
APOD,-0.06439900334386753,0.1302595431003366,0.04317696923491696,0.005454634366811475,0.025288565239217266,-0.05216122969963749,0.031668646015374516,-0.024109154764692366,0.04154866300067943,-0.02455514254061732,0.010198457293357914,-0.010126650447931733,0.011816155126225431,-0.05140646845972263,-0.0185217053438519,-0.07303311785944583
B2M,-0.04014679790876485,0.03630476342534414,0.03223990456288804,0.017087233466856134,-0.02645871562978674,0.006361584527705561,0.013942349835048645,0.006630048229697766,0.07729941068842343,0.018664704350959228,-0.005933524567923383,-0.07317591784524329,0.008881624084875573,0.011369660133483285,0.07893151473193862,0.025383814616561952
OMG,-0.026880544606849955,0.09261122587456784,0.0071819987251203424,-0.054404101436458685,-0.012465585530964727,-0.04942939017110441,0.04886284112810181,-0.022278956036711692,-0.01291942051282793,-0.017622942532882373,0.0028253564136784363,-0.0020249271946287677,-0.02033359584167763,0.10557914017016773,-0.11583514358441878,0.04288697368962115
CXCL3,-0.015840938197892136,-0.0042429785924474935,0.008958535696229794,0.00033887905156113974,,0.029534879120384532,-0.03699999522709876,-0.018947868692818455,0.12231206236887354,-0.024485965460868394,-0.10006071521694221,-0.0300769229868585,-0.055614123797360145,0.019718505016825875,0.03292379188905389,
CXCL10,0.058309348333790756,-0.015821621194183455,-0.05192473110523061,0.029592487019567567,0.034881173027002325,0.03642124188692177,0.0350933388471915,0.02076452035911258,0.04814750246271019,-0.06182945745766666,-0.025693726109016938,0.047308326611354555,,0.014653497341950442,0.01941567826027642,
RSPO3,,,0.00807719098585293,,0.016212387456550372,0.03975399493656371,-0.006427115007712324,-0.01972494558466036,-0.06570900882220083,,-0.010872658483310444,,0.06771063044533444,0.08666090718239602,-0.06918040175061801,-0.031059462571368567
CORT,-0.019670779987698374,0.031116312314847513,-0.04203942070455448,0.04496161901183987,0.04743233152384349,0.05127784948955415,-0.00809799828637601,0.01091498212752301,-0.00045882881166653487,,-0.028371920112442522,,-0.07708675407622748,,,-0.03316647535845235
NCAN,0.026113425470312555,0.10235337657894937,0.02336254277396036,-0.00838694476613593,-0.018326265360920843,-0.035496088500326525,-0.03308393597921211,-0.01351522393041419,-0.057933119823866945,-0.026445307456898517,0.0006294492045972128,0.0053111130980285194,-0.023407363014572722,0.06533377282398066,-0.0787315292251533,0.06353124729925366
PRG4,,-0.03617347217227576,-0.010550598331287424,,,-0.024825162947150904,-0.01722310901263333,,,,0.05114145936024868,,,-0.012728931287052409,0.1284519876509731,
ZG16B,,,0.006045802258602048,0.023506248646731072,,0.046619179379521154,0.020200875525257143,,,,,,,0.07099625283763353,0.05072085021347585,
TGM2,-0.001381353768429487,-0.03289631871749885,0.012162563807345997,-0.0451460552288154,0.0482393750329628,0.06550098061380068,0.08287452755182165,-0.00439772613280406,0.0036406552208096627,0.011260738752355766,0.08149077028966266,0.03687233001639044,0.09082535272215154,0.03506145759236903,0.1040249467566866,0.0546072308457079
VEGFC,-0.01967078125423774,0.03582210788823493,0.022891192070185494,-0.03420071519618339,0.042551248873511964,0.016184498913641827,0.021202872233100713,0.03149785296127787,-0.03457226176965463,-0.040527621861501766,0.0374046584970132,-0.0013565770466956578,,0.046952307979509895,0.04933347469364329,
WNT6,,0.11148505446328892,-0.0019370963933459662,0.028477246185902902,0.07885597341318802,-0.024412297044098138,-0.020490657698756486,,,,-0.03714415465202224,,,-0.01137981640641835,0.026183677596488465,
NRG4,,0.004624286792936754,-0.015319625457297707,,-0.005627157389245635,-0.03092131531585703,-0.0019960990173951225,0.04715243530345382,-0.038515545333358235,,,-0.045583201809844286,,0.0875688110898331,0.004915929044797437,
PMCH,,,-0.017656692779379923,,,,-0.013477029107303687,,,,0.04292050318323873,,,0.07026625395239473,0.013154229917811342,
COL9A1,0.000517999488810612,0.054080647206783815,0.09231509154937634,0.05501310591095574,0.014043958891680768,0.0038693999980244694,-0.024676935075396696,0.04071038102582669,0.044897761659698034,-0.008165670096453987,0.041681723611312754,-0.014463626557897204,,0.0785442845496691,0.09263303453768476,0.09892604291121997
GDF11,-0.010897876599179308,0.03848053083554472,0.009044327965812646,0.027320945220172355,0.015870007496274166,0.03432258115506771,0.01499220486163487,-0.003684553380686165,-0.06787963219973955,0.06898291864055148,0.02761987107245588,-0.00796663259035334,0.041006867274545014,0.08586582565111614,0.0006484852481053915,0.03267093683851004
RAET1E,,,,,,,,,,,,,,0.07454576430439229,,
IL24,,,,,,,,,,,-0.01885614495115053,,,,-0.017006261590879087,
SORBS1,-0.014096151712221167,0.0620934988878557,0.0309047609835662,0.023644359374097555,-0.019276196554951434,-0.0288285431482219,0.04329280299271284,-0.0028280988541293265,0.018944980667254002,-0.02672874656568273,-0.02648078164198807,0.03519127883310033,0.15060333850931176,-0.015626608702156836,0.036381251570289944,0.004237122522151302
DLL1,-0.07258610130796113,-0.053998409182343735,-0.01970448105163113,-0.008658758701197302,0.0078046018021194,-0.006254026316437198,0.0013449599623225658,-0.022864264016679743,0.03924494286340378,-0.023465120787689146,-0.011904110797870807,0.0006372141524504985,0.04094094982961284,0.09938463847831981,0.02636511061732551,-0.050444378344734836
TLN1,0.013850316015770267,-0.038853896644736464,0.027348824484052132,0.014198889875276267,-0.026302676213344638,-0.05716463358486541,-0.029803223503825173,0.07870635310456356,0.047930638328858,-0.04569851547525697,0.01723226254565962,0.044070816227452,-0.0630579345287172,-0.06688432568939563,0.12732124765549524,0.010701206984763267
COL2A1,-0.018475893032150806,0.0691668632397113,0.07510003751464078,,0.0016217451577255472,0.010167092949066267,,,,,-0.019052811140728713,,,0.011746353575018798,0.01824373265391823,
SHH,,,,,0.050448663942676907,0.07054375774225878,-0.022621595172756977,0.007714353545510632,,-0.013537936096894266,-0.0191847481470643,0.016471993684242972,,0.018882410856402004,0.0871857257587579,
PON2,0.07490417847994081,0.027754847715816013,0.014772885358836007,0.01994915842452044,0.07359915012193781,0.011033471888368816,-0.05717374759892153,-0.0006877975597926197,0.01312208123968375,-0.03795453995838345,-0.01330262451052092,0.033770258842055714,-0.06306687178198647,0.03950618702936439,0.059829533125840405,0.05349046201623987
ICAM5,,0.03636381779697406,-0.013454670028313413,-0.0213996543238449,0.06366406794984454,0.04915108102707338,0.0259307052606311,-0.0410901876106337,-0.01232504307804458,,-0.043446902063022534,,0.1181921597201589,0.002932354984813586,-0.036583526955108525,0.02440728192987743
HPX,-0.02098643635221289,-0.010350592442818518,-0.03278419617727474,,-0.024507766476342764,-0.033367478271177614,-0.018068879011719927,-0.017711788216647727,,-0.02448595265033751,-0.026396531593474486,0.07806634520950399,,0.014888328451748454,0.05436386720205587,
SFRP2,,0.009472899449020388,-0.02211368564347299,,-0.023001130851975752,-0.01828745829934414,-0.015059229083082064,-0.06279919114747312,-0.005999558060862992,-0.06782471660292753,0.03374319792168715,-0.0108269717067093,0.031074376117797602,0.03305134785326681,0.04353274498569793,0.10588990518481883
CFC1,,,,,0.08436919985184946,,-0.011587553860601155,,-0.03142735646420248,,,,,,-0.056126954887059384,
CD70,,,0.010761336648862807,,,,-0.021614845126211788,,,,-0.07234544118888327,,,0.012275773464445531,0.028023069895508592,
HP,0.05097269315829505,0.033561761605461475,-0.015768069363510225,,,-0.005458289438625913,0.0538123280639831,-0.03205291711547166,0.04249129727457411,-0.04966197759598412,0.01304297604911311,-0.05838034501384731,,-0.02774646721959,0.07800508195993316,
CXCL2,-0.028400295563442132,-0.01312977379262718,0.016669242152163165,-0.014364438345836875,0.03551643485523781,0.01937577744435678,-0.017932629367276284,0.021811424902310472,0.04332295193035669,0.06815126262277565,-0.10110613875418464,-0.0018168475525108547,0.09797258196875103,0.06872419846662088,0.047803545340611944,0.10414142851688396
NPPB,,,0.02756406787897564,,,,0.016510894446998648,,,,0.03685377308502199,,,-0.04333205297145554,,
CCK,0.001992043894793449,0.12888077695590922,0.018609773975827866,0.07443968196030115,0.01266587236400049,-0.01771229466229077,0.05633586644638562,-0.02331918931347262,-0.07977904506497865,-0.02519393918334077,0.03333048703021495,0.03127447440793694,0.06435572275941336,0.06380512948460063,-0.15776966247182078,0.016668918879606618
