,UKF248,UKF251,UKF266,UKF296,UKF304,ZH8812bulk,ZH881inf
DCN,0.05110174201654164,0.03514650642265676,-0.06756410684510293,-0.028167520409935153,0.035323623168853194,0.00465952357185872,-0.004644007154300336
RARRES2,-0.021610268315228314,0.021807811879290588,0.007400806402338653,0.06492110369300239,0.05097972281975834,0.040194012168851864,-0.04891952598177572
SEMA4A,-0.021935878540266504,0.01685405645440075,-0.033640665606841445,-0.0064344827324304835,-0.04355672328021271,0.1275267430122698,0.01983019805855121
GDF11,-0.039631792270813794,-0.02452292570682539,0.10235550900155939,0.09387687218683603,0.02423671485534522,-0.032497813180313334,-0.0024568545460071744
GPC3,-0.034016097087466717,-0.023064691210297677,0.062129573031761476,-0.007289504931871682,-0.031055972764488116,-0.04125230999142448,
OSTN,,,,0.047680330709636315,,-0.02163859202617214,
GRN,0.04033071942690574,0.07588423541507239,-0.008021642742700022,-0.03325681933181468,0.02678757291162217,0.011517827969720812,0.11845040762078644
CALM1,0.0013889431938022554,-0.053541087233207794,-0.07524447645495616,0.03225661556901746,-0.1530845814209021,-0.019951159218709026,0.0028066627775782827
ANGPTL4,-0.035788320174292745,0.009170105644668974,-0.0532427996300617,0.03874320827538931,0.0559420289161469,-0.01993247836262262,-0.10070213141310588
BMP8B,0.014449289593972249,-0.026890304900128833,0.0447592431114335,-0.009508761753744356,0.09973192432862808,0.024346812745385613,0.08428237184454676
TNFSF4,0.01972086936870062,-0.017173897784856975,-0.029962097471810955,-0.012869881096603083,0.011482756165523156,0.023479684865989336,
RBP4,0.013153065779734971,0.04131052378550183,-0.04701129808325749,-0.022224660288525183,-0.0167664010833788,0.04053207119686551,-0.008285616393496772
DKK3,-0.02945906424055956,-0.0032297202687443954,-0.07786941047366322,-0.011350529390221312,-0.1298889735995583,-0.09521769170722132,-0.017175709418163432
COL11A1,0.04687000704799518,-0.03672118170417576,0.06185765515515768,0.012969119854877306,-0.03265564613113994,-0.04402661369900958,
COL5A1,0.08269292139125196,0.003040423783480827,0.023391455641683878,0.034743395502781015,0.058808364177126614,-0.025591887343848145,-0.038306679405947563
KISS1,,-0.041574913894008594,,,,,
MEGF10,-0.01889109323554605,-0.03498251687261521,0.06435284773456205,-0.020464030363236695,0.1362583476509229,-0.0017988746098309895,0.028907207372577834
CEACAM1,0.17870831597639775,0.04922762160182494,,,,0.09913326076905851,
EFEMP2,0.04890768593335309,-0.011495808860771768,0.04029821115338677,0.009523278696203556,0.09100610967456103,-0.052734788878706404,0.04358005688577159
IGF1,-0.002380305095292735,-0.04043100255556591,-0.048823088585649314,0.01667604550213331,-0.02737305220546698,-0.019377652817222684,-0.050084263118354906
COL6A3,-0.009438830675846362,0.012653812122296026,-0.023094448626451904,-0.030673623252416665,0.10211742049443136,0.060729888675439596,-0.02952770462091402
RLN2,,0.024604827677558703,0.04125269064863058,-0.03299003609719349,0.02207692347181847,-0.021776880895327203,
WIF1,-0.02341506103228574,,-0.06501514388739642,-0.018432896173911136,0.029336463032724098,,-0.033450869692290865
PLAU,0.013117166972120321,0.08187669304587665,0.01878320185458958,-0.02698160244314203,0.12165332188827446,-0.02196315703402219,0.025566828014144834
CXCL12,0.046166535035836884,0.05542875751245597,-0.03322835858217295,0.043248215187293534,0.003470423452007017,0.04197151854102564,0.030357845200739943
MMP9,0.04643425777345191,0.008557506275627607,0.004253750342803472,,0.02801810888429611,-0.056677401908880175,
TNFSF14,0.06529530902632029,0.006815360065755509,,-0.01074076510015853,0.10900467064029792,-0.023041373183074237,-0.04174441345576332
HBEGF,-0.04301214985814222,0.04823714291982333,0.03626524004502144,0.01794226907911845,0.09072718126100042,0.045126820567631336,-0.11512443066148555
NUCB2,-0.04704238152299804,-0.013992579805168744,-0.0090901390466874,0.005373494000736719,0.03067009190468871,0.005344275567364123,0.04233542862412239
